	OrthologID	Kazachstania_africana	Saccharomyces_cerevisiae
3645	OG0003645	genemark-scaffold_7-processed-gene-7.18-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.18&CDS=1-1917	YGL099W
3646	OG0003646	maker-scaffold_7-augustus-gene-7.105-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.105&CDS=1-4035	YBR248C
3647	OG0003647	snap_masked-scaffold_7-processed-gene-7.124-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.124&CDS=1-1638	YBR250W
3648	OG0003648	genemark-scaffold_7-processed-gene-7.20-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.20&CDS=1-531	YPL177C
3649	OG0003649	snap_masked-scaffold_7-processed-gene-7.151-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.151&CDS=1-1245	YPR148C
3650	OG0003650	snap_masked-scaffold_7-processed-gene-7.153-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.153&CDS=1-252	YPR151C
3651	OG0003651	snap_masked-scaffold_7-processed-gene-7.154-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.154&CDS=1-1227	YPR152C
3652	OG0003652	snap_masked-scaffold_7-processed-gene-7.155-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.155&CDS=1-1734	YPR155C
3653	OG0003653	snap_masked-scaffold_7-processed-gene-7.130-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.130&CDS=1-882	YGR142W
3654	OG0003654	genemark-scaffold_7-processed-gene-7.26-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.26&CDS=1-5958	YJL207C
3655	OG0003655	snap_masked-scaffold_7-processed-gene-7.156-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.156&CDS=1-1872	YJL209W
3656	OG0003656	genemark-scaffold_8-processed-gene-0.20-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.20&CDS=1-1227	YIL160C
3657	OG0003657	genemark-scaffold_8-processed-gene-0.21-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.21&CDS=1-2043	YKR099W
3658	OG0003658	genemark-scaffold_8-processed-gene-0.22-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.22&CDS=1-1647	YKR097W
3659	OG0003659	genemark-scaffold_8-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.23&CDS=1-3723	YKR096W
3660	OG0003660	snap_masked-scaffold_8-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.101&CDS=1-255	YKR095W-A
3661	OG0003661	maker-scaffold_8-snap-gene-0.0-mRNA-1_1&gene=maker-scaffold_8-snap-gene-0.0&CDS=1-3525	YKR093W
3662	OG0003662	genemark-scaffold_8-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.6&CDS=1-1050	YKR092C
3663	OG0003663	genemark-scaffold_8-processed-gene-0.28-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.28&CDS=1-1875	YKR090W
3664	OG0003664	genemark-scaffold_8-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.8&CDS=1-993	YKR088C
3665	OG0003665	genemark-scaffold_8-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.9&CDS=1-1101	YKR087C
3666	OG0003666	genemark-scaffold_8-processed-gene-0.29-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.29&CDS=1-3261	YKR086W
3667	OG0003667	genemark-scaffold_8-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.10&CDS=1-633	YKR085C
3668	OG0003668	genemark-scaffold_8-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.11&CDS=1-1821	YKR084C
3669	OG0003669	snap_masked-scaffold_8-processed-gene-0.108-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.108&CDS=1-1005	YOR075W
3670	OG0003670	genemark-scaffold_8-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.12&CDS=1-912	YOR074C
3671	OG0003671	genemark-scaffold_8-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.31&CDS=1-3474	YKR082W
3672	OG0003672	genemark-scaffold_8-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.32&CDS=1-978	YKR080W
3673	OG0003673	genemark-scaffold_8-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.13&CDS=1-2448	YKR079C
3674	OG0003674	genemark-scaffold_8-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.34&CDS=1-1104	YKR076W
3675	OG0003675	genemark-scaffold_8-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.35&CDS=1-1179	YOR057W
3676	OG0003676	genemark-scaffold_8-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.15&CDS=1-1386	YOR056C
3677	OG0003677	genemark-scaffold_8-processed-gene-0.36-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.36&CDS=1-1056	YKR070W
3678	OG0003678	genemark-scaffold_8-processed-gene-0.37-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.37&CDS=1-1716	YKR069W
3679	OG0003679	genemark-scaffold_8-processed-gene-0.18-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.18&CDS=1-615	YKR068C
3680	OG0003680	augustus_masked-scaffold_8-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.77&CDS=1-2184	YKR067W
3681	OG0003681	snap_masked-scaffold_8-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.117&CDS=1-843	YKL162C
3682	OG0003682	augustus_masked-scaffold_8-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.51&CDS=1-2721	YDR270W
3683	OG0003683	genemark-scaffold_8-processed-gene-1.4-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.4&CDS=1-1140	YDR268W
3684	OG0003684	genemark-scaffold_8-processed-gene-1.1-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.1&CDS=1-1062	YDR267C
3685	OG0003685	genemark-scaffold_8-processed-gene-1.5-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.5&CDS=1-981	YDR265W
3686	OG0003686	genemark-scaffold_8-processed-gene-1.6-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.6&CDS=1-2271	YDR264C
3687	OG0003687	augustus_masked-scaffold_8-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.56&CDS=1-5340	YDR258C
3688	OG0003688	augustus_masked-scaffold_8-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.73&CDS=1-639	YDR478W
3689	OG0003689	snap_masked-scaffold_8-processed-gene-1.100-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.100&CDS=1-414	YDR476C
3690	OG0003690	genemark-scaffold_8-processed-gene-1.13-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.13&CDS=1-1281	YDR473C
3691	OG0003691	genemark-scaffold_8-processed-gene-1.31-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.31&CDS=1-318	YOR020C
3692	OG0003692	genemark-scaffold_8-processed-gene-1.32-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.32&CDS=1-636	YOR021C
3693	OG0003693	genemark-scaffold_8-processed-gene-1.33-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.33&CDS=1-3201	YPR097W
3694	OG0003694	snap_masked-scaffold_8-processed-gene-1.104-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.104&CDS=1-528	YPR093C
3695	OG0003695	genemark-scaffold_8-processed-gene-1.16-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.16&CDS=1-1962	YPR091C
3696	OG0003696	genemark-scaffold_8-processed-gene-1.34-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.34&CDS=1-2118	YPR089W
3697	OG0003697	augustus_masked-scaffold_8-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.62&CDS=1-1242	YPR085C
3698	OG0003698	genemark-scaffold_8-processed-gene-1.35-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.35&CDS=1-1341	YPR084W
3699	OG0003699	snap_masked-scaffold_8-processed-gene-1.123-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.123&CDS=1-1491	YPR083W
3700	OG0003700	genemark-scaffold_8-processed-gene-1.19-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.19&CDS=1-429	YPR082C
3701	OG0003701	snap_masked-scaffold_8-processed-gene-1.125-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.125&CDS=1-1101	YPR079W
3702	OG0003702	augustus_masked-scaffold_8-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.65&CDS=1-1188	YPR075C
3703	OG0003703	genemark-scaffold_8-processed-gene-1.23-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.23&CDS=1-483	YPR073C
3704	OG0003704	genemark-scaffold_8-processed-gene-1.39-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.39&CDS=1-1734	YPR072W
3705	OG0003705	snap_masked-scaffold_8-processed-gene-1.112-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.112&CDS=1-2631	YBR112C
3706	OG0003706	genemark-scaffold_8-processed-gene-1.40-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.40&CDS=1-1509	YPR070W
3707	OG0003707	augustus_masked-scaffold_8-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.69&CDS=1-1875	YPR068C
3708	OG0003708	augustus_masked-scaffold_8-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.84&CDS=1-1503	YBR108W
3709	OG0003709	augustus_masked-scaffold_8-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.85&CDS=1-2034	YPR066W
3710	OG0003710	genemark-scaffold_8-processed-gene-1.45-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.45&CDS=1-1203	YPR065W
3711	OG0003711	genemark-scaffold_8-processed-gene-1.27-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.27&CDS=1-354	YPR063C
3712	OG0003712	genemark-scaffold_8-processed-gene-1.46-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.46&CDS=1-459	YPR062W
3713	OG0003713	snap_masked-scaffold_8-processed-gene-1.115-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.115&CDS=1-870	YPR061C
3714	OG0003714	genemark-scaffold_8-processed-gene-1.29-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.29&CDS=1-774	YPR060C
3715	OG0003715	genemark-scaffold_8-processed-gene-1.47-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.47&CDS=1-906	YPR058W
3716	OG0003716	snap_masked-scaffold_8-processed-gene-2.8-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.8&CDS=1-1074	YPR057W
3717	OG0003717	genemark-scaffold_8-processed-gene-2.58-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.58&CDS=1-984	YPR056W
3718	OG0003718	snap_masked-scaffold_8-processed-gene-2.10-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.10&CDS=1-3072	YPR055W
3719	OG0003719	snap_masked-scaffold_8-processed-gene-2.11-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.11&CDS=1-1254	YPR054W
3720	OG0003720	genemark-scaffold_8-processed-gene-2.60-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.60&CDS=1-522	YPR051W
3721	OG0003721	snap_masked-scaffold_8-processed-gene-2.5-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.5&CDS=1-3819	YPR049C
3722	OG0003722	genemark-scaffold_8-processed-gene-2.61-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.61&CDS=1-1398	YPR047W
3723	OG0003723	genemark-scaffold_8-processed-gene-2.55-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.55&CDS=1-672	YBL038W
3724	OG0003724	genemark-scaffold_8-processed-gene-2.62-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.62&CDS=1-1080	YBR087W
3725	OG0003725	snap_masked-scaffold_8-processed-gene-2.7-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.7&CDS=1-3033	YBL037W
3726	OG0003726	genemark-scaffold_8-processed-gene-2.83-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.83&CDS=1-2037	YBL035C
3727	OG0003727	snap_masked-scaffold_8-processed-gene-2.37-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.37&CDS=1-4116	YBL034C
3728	OG0003728	genemark-scaffold_8-processed-gene-2.85-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.85&CDS=1-894	YBL033C
3729	OG0003729	genemark-scaffold_8-processed-gene-2.63-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.63&CDS=1-1077	YBL032W
3730	OG0003730	snap_masked-scaffold_8-processed-gene-2.17-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.17&CDS=1-906	YBL031W
3731	OG0003731	genemark-scaffold_8-processed-gene-2.65-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.65&CDS=1-942	YBL029W
3732	OG0003732	genemark-scaffold_8-processed-gene-2.86-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.86&CDS=1-327	YBL028C
3733	OG0003733	genemark-scaffold_8-processed-gene-2.88-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.88&CDS=1-2937	YDR057W
3734	OG0003734	genemark-scaffold_8-processed-gene-2.89-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.89&CDS=1-1272	YBR078W
3735	OG0003735	genemark-scaffold_8-processed-gene-2.70-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.70&CDS=1-1920	YDR052C
3736	OG0003736	genemark-scaffold_8-processed-gene-2.71-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.71&CDS=1-972	YDR051C
3737	OG0003737	genemark-scaffold_8-processed-gene-2.72-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.72&CDS=1-744	YDR050C
3738	OG0003738	genemark-scaffold_8-processed-gene-2.91-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.91&CDS=1-696	YBR070C
3739	OG0003739	genemark-scaffold_8-processed-gene-2.74-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.74&CDS=1-639	YBR072W
3740	OG0003740	genemark-scaffold_8-processed-gene-2.92-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.92&CDS=1-1887	YDR049W
3741	OG0003741	genemark-scaffold_8-processed-gene-2.93-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.93&CDS=1-1107	YDR047W
3742	OG0003742	snap_masked-scaffold_8-processed-gene-2.28-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.28&CDS=1-579	YPL052W
3743	OG0003743	genemark-scaffold_8-processed-gene-2.76-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.76&CDS=1-594	YPL051W
3744	OG0003744	genemark-scaffold_8-processed-gene-2.94-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.94&CDS=1-1194	YPL050C
3745	OG0003745	genemark-scaffold_8-processed-gene-2.78-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.78&CDS=1-300	YPL047W
3746	OG0003746	genemark-scaffold_8-processed-gene-2.96-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.96&CDS=1-303	YPL046C
3747	OG0003747	genemark-scaffold_8-processed-gene-2.79-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.79&CDS=1-2394	YPL045W
3748	OG0003748	genemark-scaffold_8-processed-gene-2.80-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.80&CDS=1-2070	YPL043W
3749	OG0003749	genemark-scaffold_8-processed-gene-2.97-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.97&CDS=1-1746	YPL042C
3750	OG0003750	maker-scaffold_8-augustus-gene-2.1-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.1&CDS=1-3630	YPL040C
3751	OG0003751	snap_masked-scaffold_8-processed-gene-2.34-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.34&CDS=1-924	YPL039W
3752	OG0003752	genemark-scaffold_8-processed-gene-3.9-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.9&CDS=1-918	YPL031C
3753	OG0003753	snap_masked-scaffold_8-processed-gene-3.100-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.100&CDS=1-3687	YPL030W
3754	OG0003754	genemark-scaffold_8-processed-gene-3.5-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.5&CDS=1-1194	YPL028W
3755	OG0003755	genemark-scaffold_8-processed-gene-3.6-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.6&CDS=1-681	YPL024W
3756	OG0003756	genemark-scaffold_8-processed-gene-3.11-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.11&CDS=1-1947	YPL023C
3757	OG0003757	genemark-scaffold_8-processed-gene-3.7-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.7&CDS=1-3237	YPL022W
3758	OG0003758	genemark-scaffold_8-processed-gene-3.12-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.12&CDS=1-3705	YPL016W
3759	OG0003759	genemark-scaffold_8-processed-gene-3.32-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.32&CDS=1-990	YDL209C
3760	OG0003760	genemark-scaffold_8-processed-gene-3.13-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.13&CDS=1-1647	YDL207W
3761	OG0003761	augustus_masked-scaffold_8-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.64&CDS=1-1542	YDL206W
3762	OG0003762	genemark-scaffold_8-processed-gene-3.33-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.33&CDS=1-996	YDL205C
3763	OG0003763	snap_masked-scaffold_8-processed-gene-3.129-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.129&CDS=1-1488	YDL203C
3764	OG0003764	genemark-scaffold_8-processed-gene-3.16-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.16&CDS=1-723	YDL202W
3765	OG0003765	genemark-scaffold_8-processed-gene-3.35-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.35&CDS=1-540	YDL200C
3766	OG0003766	snap_masked-scaffold_8-processed-gene-3.131-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.131&CDS=1-1935	YDL199C
3767	OG0003767	genemark-scaffold_8-processed-gene-3.37-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.37&CDS=1-903	YDL198C
3768	OG0003768	snap_masked-scaffold_8-processed-gene-3.112-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.112&CDS=1-1770	YLR219W
3769	OG0003769	genemark-scaffold_8-processed-gene-3.39-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.39&CDS=1-567	YLR221C
3770	OG0003770	genemark-scaffold_8-processed-gene-3.40-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.40&CDS=1-2442	YLR222C
3771	OG0003771	genemark-scaffold_8-processed-gene-3.41-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.41&CDS=1-2817	YLR223C
3772	OG0003772	genemark-scaffold_8-processed-gene-3.19-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.19&CDS=1-1218	YLR226W
3773	OG0003773	snap_masked-scaffold_8-processed-gene-3.137-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.137&CDS=1-1470	YLR227C
3774	OG0003774	genemark-scaffold_8-processed-gene-3.20-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.20&CDS=1-1968	YLR234W
3775	OG0003775	genemark-scaffold_8-processed-gene-3.23-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.23&CDS=1-1023	YDR202C
3776	OG0003776	genemark-scaffold_8-processed-gene-3.46-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.46&CDS=1-969	YLR239C
3777	OG0003777	genemark-scaffold_8-processed-gene-3.24-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.24&CDS=1-2622	YLR240W
3778	OG0003778	genemark-scaffold_8-processed-gene-3.25-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.25&CDS=1-2355	YLR241W
3779	OG0003779	snap_masked-scaffold_8-processed-gene-3.142-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.142&CDS=1-906	YLR242C
3780	OG0003780	genemark-scaffold_8-processed-gene-3.26-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.26&CDS=1-813	YLR243W
3781	OG0003781	genemark-scaffold_8-processed-gene-3.27-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.27&CDS=1-1380	YDR190C
3782	OG0003782	genemark-scaffold_8-processed-gene-3.48-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.48&CDS=1-1947	YDR189W
3783	OG0003783	genemark-scaffold_8-processed-gene-3.49-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.49&CDS=1-1626	YDR188W
3784	OG0003784	genemark-scaffold_8-processed-gene-3.50-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.50&CDS=1-1137	YLR244C
3785	OG0003785	genemark-scaffold_8-processed-gene-3.51-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.51&CDS=1-420	YLR245C
3786	OG0003786	genemark-scaffold_8-processed-gene-3.28-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.28&CDS=1-1083	YLR246W
3787	OG0003787	genemark-scaffold_8-processed-gene-3.29-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.29&CDS=1-546	YLR168C
3788	OG0003788	genemark-scaffold_8-processed-gene-3.30-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.30&CDS=1-2580	YLR166C
3789	OG0003789	genemark-scaffold_8-processed-gene-3.31-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.31&CDS=1-1386	YLR163C
3790	OG0003790	genemark-scaffold_8-processed-gene-4.47-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.47&CDS=1-987	YLR151C
3791	OG0003791	genemark-scaffold_8-processed-gene-4.49-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.49&CDS=1-2145	YLR149C
3792	OG0003792	snap_masked-scaffold_8-processed-gene-4.104-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.104&CDS=1-2721	YLR148W
3793	OG0003793	genemark-scaffold_8-processed-gene-4.51-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.51&CDS=1-306	YLR147C
3794	OG0003794	genemark-scaffold_8-processed-gene-4.52-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.52&CDS=1-876	YLR146C
3795	OG0003795	genemark-scaffold_8-processed-gene-4.70-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.70&CDS=1-582	YLR145W
3796	OG0003796	genemark-scaffold_8-processed-gene-4.53-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.53&CDS=1-2169	YLR144C
3797	OG0003797	genemark-scaffold_8-processed-gene-4.71-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.71&CDS=1-2106	YLR143W
3798	OG0003798	genemark-scaffold_8-processed-gene-4.72-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.72&CDS=1-1431	YLR142W
3799	OG0003799	augustus_masked-scaffold_8-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.26&CDS=1-1608	YLR141W
3800	OG0003800	snap_masked-scaffold_8-processed-gene-4.108-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.108&CDS=1-2094	YLR139C
3801	OG0003801	augustus_masked-scaffold_8-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.27&CDS=1-3732	YLR138W
3802	OG0003802	snap_masked-scaffold_8-processed-gene-4.130-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.130&CDS=1-1929	YLR135W
3803	OG0003803	snap_masked-scaffold_8-processed-gene-4.131-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.131&CDS=1-1722	YLR133W
3804	OG0003804	snap_masked-scaffold_8-processed-gene-4.109-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.109&CDS=1-852	YLR132C
3805	OG0003805	genemark-scaffold_8-processed-gene-4.56-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.56&CDS=1-1869	YLR131C
3806	OG0003806	genemark-scaffold_8-processed-gene-4.76-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.76&CDS=1-2814	YLR129W
3807	OG0003807	genemark-scaffold_8-processed-gene-4.77-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.77&CDS=1-804	YLR128W
3808	OG0003808	snap_masked-scaffold_8-processed-gene-4.112-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.112&CDS=1-2451	YLR127C
3809	OG0003809	genemark-scaffold_8-processed-gene-4.59-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.59&CDS=1-756	YLR126C
3810	OG0003810	genemark-scaffold_8-processed-gene-4.61-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.61&CDS=1-1965	YOR254C
3811	OG0003811	snap_masked-scaffold_8-processed-gene-4.116-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.116&CDS=1-1143	YPL168W
3812	OG0003812	augustus_masked-scaffold_8-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.32&CDS=1-5577	YPL167C
3813	OG0003813	genemark-scaffold_8-processed-gene-4.79-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.79&CDS=1-2223	YPL164C
3814	OG0003814	genemark-scaffold_8-processed-gene-4.81-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.81&CDS=1-852	YPL162C
