	OrthologID	Metschnikowia_mauinuiana	Saccharomyces_cerevisiae
3019	OG0003019	augustus_masked-mau_s85-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.141&CDS=1-780	YCL047C
3020	OG0003020	maker-mau_s85-augustus-gene-1.76-mRNA-1_1&gene=maker-mau_s85-augustus-gene-1.76&CDS=1-396	YDR519W
3021	OG0003021	augustus_masked-mau_s85-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.116&CDS=1-1596	YLR107W
3022	OG0003022	augustus_masked-mau_s85-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.117&CDS=1-3609	YDR097C
3023	OG0003023	augustus_masked-mau_s85-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.118&CDS=1-483	YPR098C
3024	OG0003024	augustus_masked-mau_s85-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.147&CDS=1-3531	YDR216W
3025	OG0003025	augustus_masked-mau_s85-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.148&CDS=1-1854	YER173W
3026	OG0003026	augustus_masked-mau_s85-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.149&CDS=1-2640	YER169W
3027	OG0003027	augustus_masked-mau_s85-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.151&CDS=1-2184	YPR018W
3028	OG0003028	maker-mau_s85-augustus-gene-1.77-mRNA-1_1&gene=maker-mau_s85-augustus-gene-1.77&CDS=1-2439	YOL027C
3029	OG0003029	augustus_masked-mau_s85-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.123&CDS=1-2268	YBR255W
3030	OG0003030	augustus_masked-mau_s85-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.124&CDS=1-492	YBR254C
3031	OG0003031	augustus_masked-mau_s85-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.154&CDS=1-1815	YER080W
3032	OG0003032	snap_masked-mau_s85-processed-gene-1.39-mRNA-1_1&gene=snap_masked-mau_s85-processed-gene-1.39&CDS=1-546	YPL218W
3033	OG0003033	augustus_masked-mau_s85-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.126&CDS=1-1968	YGL099W
3034	OG0003034	augustus_masked-mau_s85-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.156&CDS=1-3000	YOR058C
3035	OG0003035	augustus_masked-mau_s85-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.158&CDS=1-1767	YDR294C
3036	OG0003036	augustus_masked-mau_s86-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.87&CDS=1-2475	YDL126C
3037	OG0003037	augustus_masked-mau_s86-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.72&CDS=1-441	YDL125C
3038	OG0003038	augustus_masked-mau_s86-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.89&CDS=1-1149	YHR111W
3039	OG0003039	augustus_masked-mau_s86-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.92&CDS=1-855	YHR134W
3040	OG0003040	augustus_masked-mau_s86-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.93&CDS=1-1548	YPL214C
3041	OG0003041	augustus_masked-mau_s86-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.94&CDS=1-1470	YPL262W
3042	OG0003042	augustus_masked-mau_s86-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.78&CDS=1-2904	YER162C
3043	OG0003043	augustus_masked-mau_s86-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.79&CDS=1-804	YDR090C
3044	OG0003044	augustus_masked-mau_s86-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.80&CDS=1-6741	YJR140C
3045	OG0003045	augustus_masked-mau_s86-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.82&CDS=1-2244	YJR143C
3046	OG0003046	augustus_masked-mau_s86-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.83&CDS=1-1179	YHR201C
3047	OG0003047	augustus_masked-mau_s86-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.98&CDS=1-990	YJR141W
3048	OG0003048	augustus_masked-mau_s86-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.84&CDS=1-798	YMR048W
3049	OG0003049	augustus_masked-mau_s86-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.101&CDS=1-783	YHR200W
3050	OG0003050	augustus_masked-mau_s86-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.102&CDS=1-4251	YJR137C
3051	OG0003051	augustus_masked-mau_s86-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.86&CDS=1-2523	YDR089W
3052	OG0003052	augustus_masked-mau_s86-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.64&CDS=1-516	YJR025C
3053	OG0003053	genemark-mau_s86-processed-gene-1.109-mRNA-1_1&gene=genemark-mau_s86-processed-gene-1.109&CDS=1-870	YOR223W
3054	OG0003054	genemark-mau_s86-processed-gene-1.110-mRNA-1_1&gene=genemark-mau_s86-processed-gene-1.110&CDS=1-852	YPL134C
3055	OG0003055	augustus_masked-mau_s86-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.66&CDS=1-2172	YOR206W
3056	OG0003056	augustus_masked-mau_s86-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.87&CDS=1-1578	YPL133C
3057	OG0003057	augustus_masked-mau_s86-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.89&CDS=1-3477	YOR207C
3058	OG0003058	augustus_masked-mau_s86-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.90&CDS=1-1521	YPL122C
3059	OG0003059	augustus_masked-mau_s86-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.91&CDS=1-1581	YHR168W
3060	OG0003060	augustus_masked-mau_s86-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.69&CDS=1-1302	YHR169W
3061	OG0003061	maker-mau_s86-snap-gene-1.56-mRNA-1_1&gene=maker-mau_s86-snap-gene-1.56&CDS=1-1959	YGR246C
3062	OG0003062	augustus_masked-mau_s86-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.71&CDS=1-2304	YGR245C
3063	OG0003063	augustus_masked-mau_s86-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.72&CDS=1-894	YOR221C
3064	OG0003064	augustus_masked-mau_s86-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.74&CDS=1-546	YOR286W
3065	OG0003065	augustus_masked-mau_s86-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.94&CDS=1-966	YOR287C
3066	OG0003066	snap_masked-mau_s86-processed-gene-1.14-mRNA-1_1&gene=snap_masked-mau_s86-processed-gene-1.14&CDS=1-1218	YGR244C
3067	OG0003067	augustus_masked-mau_s86-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.76&CDS=1-756	YGR253C
3068	OG0003068	augustus_masked-mau_s86-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.95&CDS=1-2721	YHR172W
3069	OG0003069	augustus_masked-mau_s86-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.96&CDS=1-1902	YHR171W
3070	OG0003070	maker-mau_s86-snap-gene-1.58-mRNA-1_1&gene=maker-mau_s86-snap-gene-1.58&CDS=1-1587	YHR170W
3071	OG0003071	augustus_masked-mau_s86-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.77&CDS=1-1473	YGR252W
3072	OG0003072	augustus_masked-mau_s86-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.99&CDS=1-2427	YMR049C
3073	OG0003073	augustus_masked-mau_s86-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.101&CDS=1-3030	YFL025C
3074	OG0003074	augustus_masked-mau_s86-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.83&CDS=1-633	YKL142W
3075	OG0003075	snap_masked-mau_s86-processed-gene-1.47-mRNA-1_1&gene=snap_masked-mau_s86-processed-gene-1.47&CDS=1-183	YFR032C-A
3076	OG0003076	augustus_masked-mau_s89-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-0.4&CDS=1-3093	YLR001C
3077	OG0003077	augustus_masked-mau_s89-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-0.24&CDS=1-630	YKL070W
3078	OG0003078	augustus_masked-mau_s89-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-0.7&CDS=1-912	YLR220W
3079	OG0003079	augustus_masked-mau_s89-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-0.8&CDS=1-837	YGR132C
3080	OG0003080	genemark-mau_s89-processed-gene-0.62-mRNA-1_1&gene=genemark-mau_s89-processed-gene-0.62&CDS=1-1539	YER078C
3081	OG0003081	augustus_masked-mau_s89-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-0.27&CDS=1-474	YPR153W
3082	OG0003082	augustus_masked-mau_s89-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-0.10&CDS=1-744	YGR135W
3083	OG0003083	augustus_masked-mau_s89-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-0.11&CDS=1-1770	YPR155C
3084	OG0003084	augustus_masked-mau_s89-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-0.28&CDS=1-2343	YKL034W
3085	OG0003085	augustus_masked-mau_s89-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-0.14&CDS=1-366	YDR511W
3086	OG0003086	augustus_masked-mau_s89-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.59&CDS=1-453	YPR168W
3087	OG0003087	augustus_masked-mau_s89-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.57&CDS=1-1551	YNL291C
3088	OG0003088	augustus_masked-mau_s89-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.60&CDS=1-984	YNL290W
3089	OG0003089	augustus_masked-mau_s89-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.61&CDS=1-1188	YKL090W
3090	OG0003090	augustus_masked-mau_s89-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.83&CDS=1-1113	YKR038C
3091	OG0003091	augustus_masked-mau_s89-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.84&CDS=1-318	YGL030W
3092	OG0003092	augustus_masked-mau_s89-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.64&CDS=1-1638	YNL275W
3093	OG0003093	augustus_masked-mau_s89-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.87&CDS=1-1158	YBR057C
3094	OG0003094	snap_masked-mau_s89-processed-gene-1.12-mRNA-1_1&gene=snap_masked-mau_s89-processed-gene-1.12&CDS=1-1515	YLR116W
3095	OG0003095	augustus_masked-mau_s89-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.67&CDS=1-1155	YGL213C
3096	OG0003096	genemark-mau_s89-processed-gene-1.119-mRNA-1_1&gene=genemark-mau_s89-processed-gene-1.119&CDS=1-2862	YLR382C
3097	OG0003097	augustus_masked-mau_s89-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.93&CDS=1-1926	YLR143W
3098	OG0003098	augustus_masked-mau_s89-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.70&CDS=1-564	YBR189W
3099	OG0003099	augustus_masked-mau_s89-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.71&CDS=1-1983	YKL179C
3100	OG0003100	augustus_masked-mau_s89-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.95&CDS=1-975	YOL093W
3101	OG0003101	augustus_masked-mau_s89-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.73&CDS=1-1380	YPL083C
3102	OG0003102	augustus_masked-mau_s89-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.74&CDS=1-1428	YOL072W
3103	OG0003103	augustus_masked-mau_s89-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.102&CDS=1-2181	YLR047C
3104	OG0003104	augustus_masked-mau_s89-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.103&CDS=1-516	YMR071C
3105	OG0003105	augustus_masked-mau_s89-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.77&CDS=1-1233	YGR210C
3106	OG0003106	augustus_masked-mau_s89-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.78&CDS=1-1065	YJL145W
3107	OG0003107	augustus_masked-mau_s89-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.80&CDS=1-2910	YKL165C
3108	OG0003108	augustus_masked-mau_s89-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-1.81&CDS=1-1506	YKL211C
3109	OG0003109	augustus_masked-mau_s89-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.47&CDS=1-1833	YKL212W
3110	OG0003110	augustus_masked-mau_s89-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.52&CDS=1-909	YJR077C
3111	OG0003111	augustus_masked-mau_s89-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.54&CDS=1-690	YJL148W
3112	OG0003112	augustus_masked-mau_s89-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.56&CDS=1-738	YER010C
3113	OG0003113	augustus_masked-mau_s89-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.58&CDS=1-1140	YPL203W
3114	OG0003114	augustus_masked-mau_s89-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.78&CDS=1-375	YER009W
3115	OG0003115	augustus_masked-mau_s89-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.79&CDS=1-834	YKR062W
3116	OG0003116	augustus_masked-mau_s89-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.80&CDS=1-1707	YBR203W
3117	OG0003117	genemark-mau_s89-processed-gene-2.37-mRNA-1_1&gene=genemark-mau_s89-processed-gene-2.37&CDS=1-2052	YML096W
3118	OG0003118	snap_masked-mau_s89-processed-gene-2.131-mRNA-1_1&gene=snap_masked-mau_s89-processed-gene-2.131&CDS=1-2304	YOR080W
3119	OG0003119	snap_masked-mau_s89-processed-gene-2.110-mRNA-1_1&gene=snap_masked-mau_s89-processed-gene-2.110&CDS=1-852	YOR079C
3120	OG0003120	augustus_masked-mau_s89-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.64&CDS=1-2523	YKR079C
3121	OG0003121	augustus_masked-mau_s89-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.84&CDS=1-1083	YEL050C
3122	OG0003122	augustus_masked-mau_s89-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.66&CDS=1-615	YDR298C
3123	OG0003123	augustus_masked-mau_s89-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.67&CDS=1-1437	YIL039W
3124	OG0003124	augustus_masked-mau_s89-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.85&CDS=1-615	YIL010W
3125	OG0003125	genemark-mau_s89-processed-gene-2.25-mRNA-1_1&gene=genemark-mau_s89-processed-gene-2.25&CDS=1-810	YOR278W
3126	OG0003126	augustus_masked-mau_s89-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.88&CDS=1-399	YOL012C
3127	OG0003127	augustus_masked-mau_s89-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-2.89&CDS=1-1986	YEL062W
3128	OG0003128	augustus_masked-mau_s89-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.49&CDS=1-1701	YLR259C
3129	OG0003129	augustus_masked-mau_s89-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.51&CDS=1-1557	YOL013C
3130	OG0003130	augustus_masked-mau_s89-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.75&CDS=1-351	YMR074C
3131	OG0003131	maker-mau_s89-augustus-gene-3.97-mRNA-1_1&gene=maker-mau_s89-augustus-gene-3.97&CDS=1-612	YLR262C
3132	OG0003132	augustus_masked-mau_s89-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.56&CDS=1-387	YBR269C
3133	OG0003133	augustus_masked-mau_s89-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.57&CDS=1-1254	YBR271W
3134	OG0003134	genemark-mau_s89-processed-gene-3.32-mRNA-1_1&gene=genemark-mau_s89-processed-gene-3.32&CDS=1-1431	YJL060W
3135	OG0003135	augustus_masked-mau_s89-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.59&CDS=1-747	YJR113C
3136	OG0003136	augustus_masked-mau_s89-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.61&CDS=1-1323	YBL045C
3137	OG0003137	augustus_masked-mau_s89-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.80&CDS=1-1227	YHR005C
3138	OG0003138	augustus_masked-mau_s89-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.62&CDS=1-1461	YHR045W
3139	OG0003139	augustus_masked-mau_s89-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.82&CDS=1-291	YDR016C
3140	OG0003140	augustus_masked-mau_s89-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.63&CDS=1-990	YKL095W
3141	OG0003141	augustus_masked-mau_s89-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.83&CDS=1-2502	YIL068C
3142	OG0003142	augustus_masked-mau_s89-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.84&CDS=1-2367	YGR178C
3143	OG0003143	augustus_masked-mau_s89-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.85&CDS=1-1572	YKL047W
3144	OG0003144	augustus_masked-mau_s89-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.86&CDS=1-342	YER072W
3145	OG0003145	augustus_masked-mau_s89-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.88&CDS=1-4131	YOR291W
3146	OG0003146	augustus_masked-mau_s89-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.65&CDS=1-1725	YMR227C
3147	OG0003147	genemark-mau_s89-processed-gene-3.21-mRNA-1_1&gene=genemark-mau_s89-processed-gene-3.21&CDS=1-690	YKL033W-A
3148	OG0003148	augustus_masked-mau_s89-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.68&CDS=1-1689	YHL010C
3149	OG0003149	augustus_masked-mau_s89-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.69&CDS=1-5001	YMR229C
3150	OG0003150	genemark-mau_s89-processed-gene-3.43-mRNA-1_1&gene=genemark-mau_s89-processed-gene-3.43&CDS=1-3300	YML104C
3151	OG0003151	augustus_masked-mau_s89-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.90&CDS=1-639	YMR269W
3152	OG0003152	augustus_masked-mau_s89-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.70&CDS=1-2643	YMR268C
3153	OG0003153	augustus_masked-mau_s89-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.71&CDS=1-3258	YPL160W
3154	OG0003154	augustus_masked-mau_s89-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-3.73&CDS=1-789	YML105C
3155	OG0003155	augustus_masked-mau_s89-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.5&CDS=1-1131	YMR272C
3156	OG0003156	genemark-mau_s89-processed-gene-4.50-mRNA-1_1&gene=genemark-mau_s89-processed-gene-4.50&CDS=1-807	YMR274C
3157	OG0003157	augustus_masked-mau_s89-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.3&CDS=1-2034	YDR234W
3158	OG0003158	augustus_masked-mau_s89-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.8&CDS=1-771	YCR015C
3159	OG0003159	augustus_masked-mau_s89-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.9&CDS=1-1680	YOR205C
3160	OG0003160	augustus_masked-mau_s89-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.11&CDS=1-1683	YOR046C
3161	OG0003161	augustus_masked-mau_s89-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.28&CDS=1-1029	YDR347W
3162	OG0003162	genemark-mau_s89-processed-gene-4.75-mRNA-1_1&gene=genemark-mau_s89-processed-gene-4.75&CDS=1-165	YDR276C
3163	OG0003163	augustus_masked-mau_s89-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.34&CDS=1-201	YOR045W
3164	OG0003164	augustus_masked-mau_s89-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.13&CDS=1-1239	YMR235C
3165	OG0003165	maker-mau_s89-snap-gene-4.145-mRNA-1_1&gene=maker-mau_s89-snap-gene-4.145&CDS=1-1683	YGL186C
3166	OG0003166	augustus_masked-mau_s89-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.37&CDS=1-519	YLR221C
3167	OG0003167	augustus_masked-mau_s89-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.14&CDS=1-4389	YLR425W
3168	OG0003168	maker-mau_s89-augustus-gene-4.135-mRNA-1_1&gene=maker-mau_s89-augustus-gene-4.135&CDS=1-1398	YKL190W
3169	OG0003169	genemark-mau_s89-processed-gene-4.83-mRNA-1_1&gene=genemark-mau_s89-processed-gene-4.83&CDS=1-5787	YLR430W
3170	OG0003170	augustus_masked-mau_s89-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.41&CDS=1-1044	YML067C
3171	OG0003171	augustus_masked-mau_s89-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.42&CDS=1-1713	YHR150W
3172	OG0003172	augustus_masked-mau_s89-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-4.19&CDS=1-669	YHR189W
3173	OG0003173	augustus_masked-mau_s89-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-5.0&CDS=1-1569	YNR012W
3174	OG0003174	augustus_masked-mau_s89-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-5.1&CDS=1-1521	YDR111C
3175	OG0003175	augustus_masked-mau_s89-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-5.5&CDS=1-1794	YLR088W
3176	OG0003176	augustus_masked-mau_s89-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-5.7&CDS=1-831	YDR116C
3177	OG0003177	augustus_masked-mau_s89-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-5.26&CDS=1-1743	YDR117C
3178	OG0003178	augustus_masked-mau_s89-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-5.27&CDS=1-3213	YER176W
3179	OG0003179	augustus_masked-mau_s89-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-5.28&CDS=1-1527	YBR127C
3180	OG0003180	augustus_masked-mau_s89-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-5.30&CDS=1-1119	YPR084W
3181	OG0003181	genemark-mau_s89-processed-gene-5.64-mRNA-1_1&gene=genemark-mau_s89-processed-gene-5.64&CDS=1-1515	YPR083W
3182	OG0003182	augustus_masked-mau_s89-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-5.32&CDS=1-1416	YBR126C
3183	OG0003183	augustus_masked-mau_s89-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-5.14&CDS=1-7722	YNL262W
3184	OG0003184	augustus_masked-mau_s89-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-5.15&CDS=1-1440	YNL261W
