	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035045_Barnettozyma_hawaiiensis
2740	OG0002740	YMR162C	snap_masked-flattened_line_4-processed-gene-3.147-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.147&CDS=1-4764
2741	OG0002741	YMR165C	snap_masked-flattened_line_16-processed-gene-1.281-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.281&CDS=1-2271
2742	OG0002742	YMR166C	genemark-flattened_line_106-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.13&CDS=1-1083
2743	OG0002743	YMR167W	snap_masked-flattened_line_106-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.38&CDS=1-2163
2744	OG0002744	YMR176W	snap_masked-flattened_line_6-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.76&CDS=1-4494
2745	OG0002745	YMR177W	snap_masked-flattened_line_6-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.75&CDS=1-1413
2746	OG0002746	YMR178W	snap_masked-flattened_line_6-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.74&CDS=1-819
2747	OG0002747	YMR179W	maker-flattened_line_30-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.2&CDS=1-2130
2748	OG0002748	YMR185W	snap_masked-flattened_line_8-processed-gene-2.244-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.244&CDS=1-2955
2749	OG0002749	YMR186W	snap_masked-flattened_line_16-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.90&CDS=1-2070
2750	OG0002750	YMR188C	snap_masked-flattened_line_18-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.109&CDS=1-792
2751	OG0002751	YMR189W	snap_masked-flattened_line_30-processed-gene-1.150-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.150&CDS=1-3099
2752	OG0002752	YMR190C	snap_masked-flattened_line_30-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.146&CDS=1-4446
2753	OG0002753	YMR191W	snap_masked-flattened_line_30-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.114&CDS=1-1230
2754	OG0002754	YMR193W	snap_masked-flattened_line_30-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.116&CDS=1-771
2755	OG0002755	YMR194C-B	maker-flattened_line_30-snap-gene-1.6-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.6&CDS=1-240
2756	OG0002756	YMR196W	snap_masked-flattened_line_32-processed-gene-1.174-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.174&CDS=1-3162
2757	OG0002757	YMR197C	maker-flattened_line_32-snap-gene-1.121-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.121&CDS=1-660
2758	OG0002758	YMR200W	maker-flattened_line_18-snap-gene-1.110-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.110&CDS=1-1197
2759	OG0002759	YMR201C	snap_masked-flattened_line_32-processed-gene-1.170-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.170&CDS=1-1038
2760	OG0002760	YMR202W	snap_masked-flattened_line_12-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.141&CDS=1-660
2761	OG0002761	YMR203W	snap_masked-flattened_line_12-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.122&CDS=1-1158
2762	OG0002762	YMR205C	maker-flattened_line_24-snap-gene-1.177-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-1.177&CDS=1-2898
2763	OG0002763	YMR208W	snap_masked-flattened_line_16-processed-gene-1.296-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.296&CDS=1-1266
2764	OG0002764	YMR209C	snap_masked-flattened_line_16-processed-gene-1.246-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.246&CDS=1-1245
2765	OG0002765	YMR211W	snap_masked-flattened_line_70-processed-gene-0.189-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.189&CDS=1-1422
2766	OG0002766	YMR212C	snap_masked-flattened_line_70-processed-gene-0.187-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.187&CDS=1-2361
2767	OG0002767	YMR213W	maker-flattened_line_70-snap-gene-0.66-mRNA-1_1&gene=maker-flattened_line_70-snap-gene-0.66&CDS=1-2058
2768	OG0002768	YMR214W	snap_masked-flattened_line_34-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.56&CDS=1-1119
2769	OG0002769	YMR215W	snap_masked-flattened_line_14-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.121&CDS=1-1464
2770	OG0002770	YMR217W	snap_masked-flattened_line_16-processed-gene-1.295-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.295&CDS=1-1581
2771	OG0002771	YMR218C	snap_masked-flattened_line_0-processed-gene-5.132-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.132&CDS=1-3447
2772	OG0002772	YMR220W	snap_masked-flattened_line_88-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.53&CDS=1-1311
2773	OG0002773	YMR221C	snap_masked-flattened_line_40-processed-gene-0.170-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.170&CDS=1-1554
2774	OG0002774	YMR223W	genemark-flattened_line_0-processed-gene-7.128-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.128&CDS=1-1545
2775	OG0002775	YMR224C	snap_masked-flattened_line_40-processed-gene-0.220-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.220&CDS=1-2112
2776	OG0002776	YMR227C	snap_masked-flattened_line_0-processed-gene-3.105-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.105&CDS=1-1569
2777	OG0002777	YMR228W	snap_masked-flattened_line_0-processed-gene-3.84-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.84&CDS=1-990
2778	OG0002778	YMR229C	snap_masked-flattened_line_44-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.128&CDS=1-5121
2779	OG0002779	YMR231W	snap_masked-flattened_line_24-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.67&CDS=1-2919
2780	OG0002780	YMR233W	maker-flattened_line_24-snap-gene-0.103-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.103&CDS=1-579
2781	OG0002781	YMR234W	snap_masked-flattened_line_4-processed-gene-1.135-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.135&CDS=1-1119
2782	OG0002782	YMR235C	snap_masked-flattened_line_32-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.127&CDS=1-1245
2783	OG0002783	YMR236W	snap_masked-flattened_line_82-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.58&CDS=1-429
2784	OG0002784	YMR239C	snap_masked-flattened_line_4-processed-gene-3.185-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.185&CDS=1-1674
2785	OG0002785	YMR240C	augustus_masked-flattened_line_4-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.6&CDS=1-1749
2786	OG0002786	YMR241W	snap_masked-flattened_line_26-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.140&CDS=1-918
2787	OG0002787	YMR243C	snap_masked-flattened_line_26-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.116&CDS=1-1326
2788	OG0002788	YMR244C-A	snap_masked-flattened_line_2-processed-gene-2.77-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.77&CDS=1-318
2789	OG0002789	YMR244W	snap_masked-flattened_line_26-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.137&CDS=1-1035
2790	OG0002790	YMR247C	snap_masked-flattened_line_2-processed-gene-4.157-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.157&CDS=1-4584
2791	OG0002791	YMR250W	snap_masked-flattened_line_14-processed-gene-1.230-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.230&CDS=1-1626
2792	OG0002792	YMR252C	snap_masked-flattened_line_0-processed-gene-3.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.64&CDS=1-396
2793	OG0002793	YMR256C	genemark-flattened_line_92-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.82&CDS=1-186
2794	OG0002794	YMR258C	augustus_masked-flattened_line_92-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.63&CDS=1-1554
2795	OG0002795	YMR259C	snap_masked-flattened_line_8-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.65&CDS=1-4035
2796	OG0002796	YMR260C	snap_masked-flattened_line_8-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.64&CDS=1-456
2797	OG0002797	YMR262W	augustus_masked-flattened_line_8-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.143&CDS=1-903
2798	OG0002798	YMR263W	maker-flattened_line_46-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.4&CDS=1-1098
2799	OG0002799	YMR265C	snap_masked-flattened_line_46-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.178&CDS=1-1314
2800	OG0002800	YMR268C	snap_masked-flattened_line_16-processed-gene-1.261-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.261&CDS=1-2883
2801	OG0002801	YMR269W	snap_masked-flattened_line_74-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.3&CDS=1-720
2802	OG0002802	YMR272C	snap_masked-flattened_line_74-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.36&CDS=1-1137
2803	OG0002803	YMR274C	snap_masked-flattened_line_74-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.37&CDS=1-924
2804	OG0002804	YMR276W	snap_masked-flattened_line_6-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.64&CDS=1-1128
2805	OG0002805	YMR277W	snap_masked-flattened_line_6-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.63&CDS=1-2238
2806	OG0002806	YMR278W	snap_masked-flattened_line_22-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.1&CDS=1-1809
2807	OG0002807	YMR281W	snap_masked-flattened_line_42-processed-gene-0.230-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.230&CDS=1-777
2808	OG0002808	YMR283C	snap_masked-flattened_line_42-processed-gene-0.231-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.231&CDS=1-1386
2809	OG0002809	YMR284W	snap_masked-flattened_line_4-processed-gene-3.132-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.132&CDS=1-1755
2810	OG0002810	YMR285C	snap_masked-flattened_line_4-processed-gene-3.217-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.217&CDS=1-1455
2811	OG0002811	YMR286W	snap_masked-flattened_line_4-processed-gene-3.192-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.192&CDS=1-249
2812	OG0002812	YMR287C	snap_masked-flattened_line_16-processed-gene-1.237-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.237&CDS=1-2964
2813	OG0002813	YMR288W	snap_masked-flattened_line_64-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.72&CDS=1-3105
2814	OG0002814	YMR289W	snap_masked-flattened_line_70-processed-gene-0.175-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.175&CDS=1-1032
2815	OG0002815	YMR290C	maker-flattened_line_34-augustus-gene-1.3-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.3&CDS=1-3810
2816	OG0002816	YMR292W	genemark-flattened_line_34-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.41&CDS=1-414
2817	OG0002817	YMR293C	snap_masked-flattened_line_0-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.29&CDS=1-1449
2818	OG0002818	YMR294W	snap_masked-flattened_line_0-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.13&CDS=1-990
2819	OG0002819	YMR295C	snap_masked-flattened_line_6-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.48&CDS=1-612
2820	OG0002820	YMR296C	genemark-flattened_line_6-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.115&CDS=1-1725
2821	OG0002821	YMR300C	snap_masked-flattened_line_42-processed-gene-0.258-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.258&CDS=1-1551
2822	OG0002822	YMR301C	genemark-flattened_line_54-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.20&CDS=1-2121
2823	OG0002823	YMR302C	augustus_masked-flattened_line_72-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.60&CDS=1-2403
2824	OG0002824	YMR304W	snap_masked-flattened_line_34-processed-gene-1.154-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.154&CDS=1-3594
2825	OG0002825	YMR308C	maker-flattened_line_34-augustus-gene-1.4-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.4&CDS=1-4008
2826	OG0002826	YMR309C	snap_masked-flattened_line_60-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.145&CDS=1-2520
2827	OG0002827	YMR310C	snap_masked-flattened_line_34-processed-gene-1.141-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.141&CDS=1-1044
2828	OG0002828	YMR311C	snap_masked-flattened_line_36-processed-gene-1.159-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.159&CDS=1-744
2829	OG0002829	YMR312W	snap_masked-flattened_line_34-processed-gene-1.140-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.140&CDS=1-804
2830	OG0002830	YMR313C	snap_masked-flattened_line_34-processed-gene-1.160-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.160&CDS=1-1629
2831	OG0002831	YMR314W	snap_masked-flattened_line_4-processed-gene-3.138-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.138&CDS=1-852
2832	OG0002832	YMR315W	snap_masked-flattened_line_80-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.2&CDS=1-1044
2833	OG0002833	YMR319C	genemark-flattened_line_26-processed-gene-1.202-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.202&CDS=1-1569
2834	OG0002834	YNL001W	maker-flattened_line_40-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.8&CDS=1-2289
2835	OG0002835	YNL002C	snap_masked-flattened_line_50-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.155&CDS=1-864
2836	OG0002836	YNL003C	snap_masked-flattened_line_50-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.154&CDS=1-834
2837	OG0002837	YNL005C	snap_masked-flattened_line_50-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.152&CDS=1-1131
2838	OG0002838	YNL006W	snap_masked-flattened_line_50-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.156&CDS=1-909
2839	OG0002839	YNL007C	snap_masked-flattened_line_50-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.117&CDS=1-1044
2840	OG0002840	YNL010W	snap_masked-flattened_line_38-processed-gene-0.192-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.192&CDS=1-738
2841	OG0002841	YNL011C	snap_masked-flattened_line_4-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.93&CDS=1-1296
2842	OG0002842	YNL014W	snap_masked-flattened_line_18-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.148&CDS=1-3135
2843	OG0002843	YNL016W	genemark-flattened_line_28-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.28&CDS=1-1437
2844	OG0002844	YNL021W	snap_masked-flattened_line_12-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.94&CDS=1-2148
2845	OG0002845	YNL022C	snap_masked-flattened_line_12-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.120&CDS=1-1443
2846	OG0002846	YNL023C	snap_masked-flattened_line_26-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.61&CDS=1-2856
2847	OG0002847	YNL024C	genemark-flattened_line_26-processed-gene-1.171-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.171&CDS=1-954
2848	OG0002848	YNL025C	snap_masked-flattened_line_28-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.64&CDS=1-1002
2849	OG0002849	YNL026W	snap_masked-flattened_line_28-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.85&CDS=1-1467
2850	OG0002850	YNL027W	snap_masked-flattened_line_28-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.86&CDS=1-2091
2851	OG0002851	YNL032W	snap_masked-flattened_line_28-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.89&CDS=1-861
2852	OG0002852	YNL035C	snap_masked-flattened_line_12-processed-gene-1.91-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.91&CDS=1-1185
2853	OG0002853	YNL036W	snap_masked-flattened_line_0-processed-gene-8.148-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.148&CDS=1-744
2854	OG0002854	YNL037C	snap_masked-flattened_line_12-processed-gene-1.96-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.96&CDS=1-1083
2855	OG0002855	YNL039W	snap_masked-flattened_line_18-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.136&CDS=1-1956
2856	OG0002856	YNL040W	snap_masked-flattened_line_0-processed-gene-7.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.87&CDS=1-1221
2857	OG0002857	YNL041C	snap_masked-flattened_line_0-processed-gene-8.150-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.150&CDS=1-2385
2858	OG0002858	YNL042W	snap_masked-flattened_line_0-processed-gene-8.202-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.202&CDS=1-828
2859	OG0002859	YNL044W	genemark-flattened_line_14-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.2&CDS=1-2463
2860	OG0002860	YNL045W	maker-flattened_line_2-augustus-gene-3.148-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.148&CDS=1-2574
2861	OG0002861	YNL048W	snap_masked-flattened_line_12-processed-gene-2.147-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.147&CDS=1-1476
2862	OG0002862	YNL050C	snap_masked-flattened_line_0-processed-gene-8.200-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.200&CDS=1-714
2863	OG0002863	YNL051W	augustus_masked-flattened_line_24-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.209&CDS=1-978
2864	OG0002864	YNL054W	snap_masked-flattened_line_64-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.68&CDS=1-2535
2865	OG0002865	YNL055C	snap_masked-flattened_line_16-processed-gene-1.276-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.276&CDS=1-855
2866	OG0002866	YNL056W	augustus_masked-flattened_line_44-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.17&CDS=1-1788
2867	OG0002867	YNL059C	snap_masked-flattened_line_88-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.83&CDS=1-2259
2868	OG0002868	YNL061W	snap_masked-flattened_line_88-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.56&CDS=1-1836
2869	OG0002869	YNL062C	snap_masked-flattened_line_88-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.77&CDS=1-1383
2870	OG0002870	YNL063W	augustus_masked-flattened_line_88-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.37&CDS=1-885
2871	OG0002871	YNL071W	snap_masked-flattened_line_10-processed-gene-2.217-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.217&CDS=1-1413
2872	OG0002872	YNL072W	snap_masked-flattened_line_10-processed-gene-1.105-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.105&CDS=1-957
2873	OG0002873	YNL075W	genemark-flattened_line_34-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.41&CDS=1-855
2874	OG0002874	YNL076W	snap_masked-flattened_line_34-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.92&CDS=1-2913
2875	OG0002875	YNL080C	snap_masked-flattened_line_12-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.114&CDS=1-1191
2876	OG0002876	YNL081C	maker-flattened_line_12-snap-gene-0.100-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-0.100&CDS=1-447
2877	OG0002877	YNL082W	snap_masked-flattened_line_12-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.139&CDS=1-2562
2878	OG0002878	YNL083W	snap_masked-flattened_line_12-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.118&CDS=1-1527
