	OrthologID	Metschnikowia_bowlesiae	Saccharomyces_cerevisiae
2653	OG0002653	snap_masked-bow-b_s607-processed-gene-0.15-mRNA-1_1&gene=snap_masked-bow-b_s607-processed-gene-0.15&CDS=1-228	YPL183W-A
2654	OG0002654	snap_masked-bow-b_s607-processed-gene-0.39-mRNA-1_1&gene=snap_masked-bow-b_s607-processed-gene-0.39&CDS=1-2730	YPL180W
2655	OG0002655	snap_masked-bow-b_s607-processed-gene-0.40-mRNA-1_1&gene=snap_masked-bow-b_s607-processed-gene-0.40&CDS=1-3615	YGL094C
2656	OG0002656	augustus_masked-bow-b_s607-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.98&CDS=1-939	YKR025W
2657	OG0002657	augustus_masked-bow-b_s607-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-bow-b_s607-processed-gene-0.99&CDS=1-2622	YKR024C
2658	OG0002658	augustus_masked-bow-b_s608-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.41&CDS=1-1692	YOR348C
2659	OG0002659	genemark-bow-b_s608-processed-gene-0.6-mRNA-1_1&gene=genemark-bow-b_s608-processed-gene-0.6&CDS=1-6027	YJL109C
2660	OG0002660	augustus_masked-bow-b_s608-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.33&CDS=1-636	YKR014C
2661	OG0002661	augustus_masked-bow-b_s608-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.42&CDS=1-450	YOR298C-A
2662	OG0002662	augustus_masked-bow-b_s608-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.34&CDS=1-945	YDL015C
2663	OG0002663	augustus_masked-bow-b_s608-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.43&CDS=1-5955	YBR034C
2664	OG0002664	augustus_masked-bow-b_s608-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.35&CDS=1-1506	YKR023W
2665	OG0002665	augustus_masked-bow-b_s608-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.45&CDS=1-1344	YKL108W
2666	OG0002666	augustus_masked-bow-b_s608-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.46&CDS=1-1791	YMR098C
2667	OG0002667	augustus_masked-bow-b_s608-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.36&CDS=1-738	YKL099C
2668	OG0002668	augustus_masked-bow-b_s608-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.47&CDS=1-864	YKL110C
2669	OG0002669	augustus_masked-bow-b_s608-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.37&CDS=1-1101	YMR097C
2670	OG0002670	augustus_masked-bow-b_s608-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.48&CDS=1-1938	YMR106C
2671	OG0002671	snap_masked-bow-b_s608-processed-gene-0.73-mRNA-1_1&gene=snap_masked-bow-b_s608-processed-gene-0.73&CDS=1-2091	YEL011W
2672	OG0002672	snap_masked-bow-b_s608-processed-gene-0.74-mRNA-1_1&gene=snap_masked-bow-b_s608-processed-gene-0.74&CDS=1-1830	YMR092C
2673	OG0002673	augustus_masked-bow-b_s608-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.50&CDS=1-1422	YJL081C
2674	OG0002674	augustus_masked-bow-b_s608-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.51&CDS=1-1722	YKR016W
2675	OG0002675	augustus_masked-bow-b_s608-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bow-b_s608-processed-gene-0.40&CDS=1-3957	YKL215C
2676	OG0002676	augustus_masked-bow-b_s609-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.8&CDS=1-561	YER042W
2677	OG0002677	augustus_masked-bow-b_s609-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.9&CDS=1-1074	YBR087W
2678	OG0002678	maker-bow-b_s609-augustus-gene-0.3-mRNA-1_1&gene=maker-bow-b_s609-augustus-gene-0.3&CDS=1-657	YKL041W
2679	OG0002679	augustus_masked-bow-b_s609-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.26&CDS=1-675	YBL038W
2680	OG0002680	augustus_masked-bow-b_s609-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.27&CDS=1-1344	YPR047W
2681	OG0002681	augustus_masked-bow-b_s609-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.28&CDS=1-1794	YPR048W
2682	OG0002682	augustus_masked-bow-b_s609-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.11&CDS=1-1716	YKR008W
2683	OG0002683	augustus_masked-bow-b_s609-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.29&CDS=1-1443	YMR023C
2684	OG0002684	augustus_masked-bow-b_s609-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.13&CDS=1-894	YOR311C
2685	OG0002685	augustus_masked-bow-b_s609-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.14&CDS=1-654	YMR069W
2686	OG0002686	augustus_masked-bow-b_s609-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.15&CDS=1-1437	YBR182C
2687	OG0002687	augustus_masked-bow-b_s609-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.18&CDS=1-1257	YHR004C
2688	OG0002688	augustus_masked-bow-b_s609-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s609-processed-gene-0.36&CDS=1-993	YKL085W
2689	OG0002689	snap_masked-bow-b_s609-processed-gene-0.86-mRNA-1_1&gene=snap_masked-bow-b_s609-processed-gene-0.86&CDS=1-1947	YBR123C
2690	OG0002690	genemark-bow-b_s609-processed-gene-0.69-mRNA-1_1&gene=genemark-bow-b_s609-processed-gene-0.69&CDS=1-3540	YPR003C
2691	OG0002691	augustus_masked-bow-b_s61-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.61&CDS=1-762	YIL070C
2692	OG0002692	genemark-bow-b_s61-processed-gene-0.38-mRNA-1_1&gene=genemark-bow-b_s61-processed-gene-0.38&CDS=1-1338	YDL155W
2693	OG0002693	genemark-bow-b_s61-processed-gene-0.26-mRNA-1_1&gene=genemark-bow-b_s61-processed-gene-0.26&CDS=1-1926	YOL143C
2694	OG0002694	augustus_masked-bow-b_s61-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.63&CDS=1-1833	YOL115W
2695	OG0002695	augustus_masked-bow-b_s61-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.55&CDS=1-1023	YLR100W
2696	OG0002696	augustus_masked-bow-b_s61-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.64&CDS=1-1844	YJL057C
2697	OG0002697	augustus_masked-bow-b_s61-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.67&CDS=1-582	YOL114C
2698	OG0002698	augustus_masked-bow-b_s61-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.57&CDS=1-507	YOL149W
2699	OG0002699	augustus_masked-bow-b_s61-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.58&CDS=1-2946	YOL148C
2700	OG0002700	augustus_masked-bow-b_s61-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-0.60&CDS=1-1734	YPL208W
2701	OG0002701	augustus_masked-bow-b_s61-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.38&CDS=1-576	YBR106W
2702	OG0002702	augustus_masked-bow-b_s61-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.37&CDS=1-498	YMR022W
2703	OG0002703	genemark-bow-b_s61-processed-gene-1.70-mRNA-1_1&gene=genemark-bow-b_s61-processed-gene-1.70&CDS=1-1410	YMR020W
2704	OG0002704	augustus_masked-bow-b_s61-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.41&CDS=1-435	YPL225W
2705	OG0002705	snap_masked-bow-b_s61-processed-gene-1.7-mRNA-1_1&gene=snap_masked-bow-b_s61-processed-gene-1.7&CDS=1-897	YMR029C
2706	OG0002706	maker-bow-b_s61-augustus-gene-1.35-mRNA-1_1&gene=maker-bow-b_s61-augustus-gene-1.35&CDS=1-4329	YPL226W
2707	OG0002707	augustus_masked-bow-b_s61-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.56&CDS=1-636	YLR250W
2708	OG0002708	genemark-bow-b_s61-processed-gene-1.76-mRNA-1_1&gene=genemark-bow-b_s61-processed-gene-1.76&CDS=1-546	YOR163W
2709	OG0002709	augustus_masked-bow-b_s61-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.57&CDS=1-918	YOR164C
2710	OG0002710	augustus_masked-bow-b_s61-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.46&CDS=1-819	YFR050C
2711	OG0002711	genemark-bow-b_s61-processed-gene-1.80-mRNA-1_1&gene=genemark-bow-b_s61-processed-gene-1.80&CDS=1-1086	YGL248W
2712	OG0002712	augustus_masked-bow-b_s61-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.58&CDS=1-1743	YFR051C
2713	OG0002713	augustus_masked-bow-b_s61-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.48&CDS=1-273	YDL157C
2714	OG0002714	augustus_masked-bow-b_s61-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.50&CDS=1-1563	YDL159W
2715	OG0002715	augustus_masked-bow-b_s61-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.61&CDS=1-1296	YMR140W
2716	OG0002716	augustus_masked-bow-b_s61-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.65&CDS=1-903	YER175C
2717	OG0002717	augustus_masked-bow-b_s61-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.66&CDS=1-1074	YDR297W
2718	OG0002718	augustus_masked-bow-b_s61-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-bow-b_s61-processed-gene-1.52&CDS=1-567	YKR068C
2719	OG0002719	augustus_masked-bow-b_s610-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.5&CDS=1-4872	YLL048C
2720	OG0002720	augustus_masked-bow-b_s610-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.6&CDS=1-1170	YHL036W
2721	OG0002721	augustus_masked-bow-b_s610-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.21&CDS=1-1059	YMR166C
2722	OG0002722	genemark-bow-b_s610-processed-gene-0.40-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-0.40&CDS=1-1230	YDL104C
2723	OG0002723	augustus_masked-bow-b_s610-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.22&CDS=1-1032	YDL105W
2724	OG0002724	augustus_masked-bow-b_s610-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.8&CDS=1-2106	YMR167W
2725	OG0002725	genemark-bow-b_s610-processed-gene-0.43-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-0.43&CDS=1-609	YJR014W
2726	OG0002726	augustus_masked-bow-b_s610-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.24&CDS=1-5295	YGL141W
2727	OG0002727	augustus_masked-bow-b_s610-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.26&CDS=1-426	YBR167C
2728	OG0002728	augustus_masked-bow-b_s610-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.27&CDS=1-528	YLR009W
2729	OG0002729	augustus_masked-bow-b_s610-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.11&CDS=1-462	YLR008C
2730	OG0002730	snap_masked-bow-b_s610-processed-gene-0.103-mRNA-1_1&gene=snap_masked-bow-b_s610-processed-gene-0.103&CDS=1-423	YGR203W
2731	OG0002731	augustus_masked-bow-b_s610-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.13&CDS=1-1281	YGR202C
2732	OG0002732	augustus_masked-bow-b_s610-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.14&CDS=1-1242	YLL006W
2733	OG0002733	augustus_masked-bow-b_s610-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.28&CDS=1-759	YGR262C
2734	OG0002734	maker-bow-b_s610-augustus-gene-0.2-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-0.2&CDS=1-1662	YGR062C
2735	OG0002735	snap_masked-bow-b_s610-processed-gene-0.88-mRNA-1_1&gene=snap_masked-bow-b_s610-processed-gene-0.88&CDS=1-336	YGR063C
2736	OG0002736	genemark-bow-b_s610-processed-gene-0.67-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-0.67&CDS=1-5415	YGR270W
2737	OG0002737	augustus_masked-bow-b_s610-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.30&CDS=1-753	YGR172C
2738	OG0002738	augustus_masked-bow-b_s610-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.16&CDS=1-4965	YGR170W
2739	OG0002739	augustus_masked-bow-b_s610-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.31&CDS=1-2244	YGR264C
2740	OG0002740	augustus_masked-bow-b_s610-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.17&CDS=1-1416	YMR293C
2741	OG0002741	augustus_masked-bow-b_s610-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.32&CDS=1-822	YGR267C
2742	OG0002742	genemark-bow-b_s610-processed-gene-0.71-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-0.71&CDS=1-3564	YDR293C
2743	OG0002743	augustus_masked-bow-b_s610-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.34&CDS=1-1407	YJR006W
2744	OG0002744	augustus_masked-bow-b_s610-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.35&CDS=1-2835	YLR014C
2745	OG0002745	augustus_masked-bow-b_s610-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-0.36&CDS=1-2070	YGR266W
2746	OG0002746	maker-bow-b_s610-augustus-gene-1.0-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-1.0&CDS=1-3567	YLR015W
2747	OG0002747	augustus_masked-bow-b_s610-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.8&CDS=1-2946	YGR240C
2748	OG0002748	maker-bow-b_s610-snap-gene-1.5-mRNA-1_1&gene=maker-bow-b_s610-snap-gene-1.5&CDS=1-432	YMR292W
2749	OG0002749	augustus_masked-bow-b_s610-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.25&CDS=1-1758	YHR037W
2750	OG0002750	augustus_masked-bow-b_s610-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.27&CDS=1-1101	YGR173W
2751	OG0002751	augustus_masked-bow-b_s610-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.10&CDS=1-672	YGR271C-A
2752	OG0002752	augustus_masked-bow-b_s610-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.28&CDS=1-5781	YGR271W
2753	OG0002753	augustus_masked-bow-b_s610-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.11&CDS=1-1722	YMR290C
2754	OG0002754	augustus_masked-bow-b_s610-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.12&CDS=1-462	YJL011C
2755	OG0002755	maker-bow-b_s610-augustus-gene-1.2-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-1.2&CDS=1-3057	YMR154C
2756	OG0002756	genemark-bow-b_s610-processed-gene-1.54-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-1.54&CDS=1-2700	YDL107W
2757	OG0002757	augustus_masked-bow-b_s610-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.31&CDS=1-2478	YER157W
2758	OG0002758	genemark-bow-b_s610-processed-gene-1.55-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-1.55&CDS=1-1758	YIL150C
2759	OG0002759	genemark-bow-b_s610-processed-gene-1.57-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-1.57&CDS=1-1008	YER156C
2760	OG0002760	augustus_masked-bow-b_s610-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.16&CDS=1-1059	YGL225W
2761	OG0002761	augustus_masked-bow-b_s610-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.17&CDS=1-2955	YGL238W
2762	OG0002762	augustus_masked-bow-b_s610-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.33&CDS=1-711	YGL237C
2763	OG0002763	augustus_masked-bow-b_s610-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.34&CDS=1-882	YLR003C
2764	OG0002764	genemark-bow-b_s610-processed-gene-1.61-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-1.61&CDS=1-2016	YGL236C
2765	OG0002765	augustus_masked-bow-b_s610-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.21&CDS=1-894	YFR047C
2766	OG0002766	augustus_masked-bow-b_s610-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.36&CDS=1-894	YGL240W
2767	OG0002767	genemark-bow-b_s610-processed-gene-1.82-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-1.82&CDS=1-2277	YJL101C
2768	OG0002768	augustus_masked-bow-b_s610-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.38&CDS=1-2379	YGL234W
2769	OG0002769	augustus_masked-bow-b_s610-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.39&CDS=1-1101	YMR024W
2770	OG0002770	augustus_masked-bow-b_s610-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.22&CDS=1-1110	YDR354W
2771	OG0002771	augustus_masked-bow-b_s610-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.41&CDS=1-741	YDR412W
2772	OG0002772	augustus_masked-bow-b_s610-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-1.23&CDS=1-555	YHR081W
2773	OG0002773	augustus_masked-bow-b_s610-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.85&CDS=1-3426	YHR079C
2774	OG0002774	maker-bow-b_s610-augustus-gene-2.0-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-2.0&CDS=1-1698	YDR328C
2775	OG0002775	augustus_masked-bow-b_s610-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.112&CDS=1-1428	YDR330W
2776	OG0002776	genemark-bow-b_s610-processed-gene-2.141-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-2.141&CDS=1-2259	YHR082C
2777	OG0002777	augustus_masked-bow-b_s610-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.88&CDS=1-3102	YDR028C
2778	OG0002778	augustus_masked-bow-b_s610-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.89&CDS=1-3402	YDR027C
2779	OG0002779	genemark-bow-b_s610-processed-gene-2.172-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-2.172&CDS=1-1185	YPR118W
2780	OG0002780	genemark-bow-b_s610-processed-gene-2.173-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-2.173&CDS=1-1395	YMR026C
2781	OG0002781	augustus_masked-bow-b_s610-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.90&CDS=1-1308	YIL033C
2782	OG0002782	augustus_masked-bow-b_s610-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.114&CDS=1-6528	YNL014W
2783	OG0002783	maker-bow-b_s610-snap-gene-2.11-mRNA-1_1&gene=maker-bow-b_s610-snap-gene-2.11&CDS=1-1281	YCR047C
2784	OG0002784	augustus_masked-bow-b_s610-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.118&CDS=1-687	YNR020C
2785	OG0002785	augustus_masked-bow-b_s610-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.93&CDS=1-639	YCR051W
2786	OG0002786	augustus_masked-bow-b_s610-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.94&CDS=1-1044	YNR021W
2787	OG0002787	maker-bow-b_s610-augustus-gene-2.1-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-2.1&CDS=1-1746	YOR319W
2788	OG0002788	augustus_masked-bow-b_s610-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.97&CDS=1-1431	YNR023W
2789	OG0002789	augustus_masked-bow-b_s610-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.98&CDS=1-1728	YLL028W
2790	OG0002790	augustus_masked-bow-b_s610-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.99&CDS=1-768	YNL312W
2791	OG0002791	augustus_masked-bow-b_s610-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.100&CDS=1-723	YNL010W
2792	OG0002792	genemark-bow-b_s610-processed-gene-2.158-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-2.158&CDS=1-1368	YPL203W
2793	OG0002793	snap_masked-bow-b_s610-processed-gene-2.68-mRNA-1_1&gene=snap_masked-bow-b_s610-processed-gene-2.68&CDS=1-300	YGL070C
2794	OG0002794	augustus_masked-bow-b_s610-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.102&CDS=1-513	YGL068W
2795	OG0002795	augustus_masked-bow-b_s610-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.103&CDS=1-738	YKL206C
2796	OG0002796	maker-bow-b_s610-augustus-gene-2.8-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-2.8&CDS=1-1965	YDL178W
2797	OG0002797	augustus_masked-bow-b_s610-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.106&CDS=1-393	YKL170W
2798	OG0002798	maker-bow-b_s610-augustus-gene-2.2-mRNA-1_1&gene=maker-bow-b_s610-augustus-gene-2.2&CDS=1-5181	YIL078W
2799	OG0002799	genemark-bow-b_s610-processed-gene-2.192-mRNA-1_1&gene=genemark-bow-b_s610-processed-gene-2.192&CDS=1-618	YOR021C
2800	OG0002800	augustus_masked-bow-b_s610-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.108&CDS=1-681	YDR408C
2801	OG0002801	augustus_masked-bow-b_s610-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.129&CDS=1-1095	YOR136W
2802	OG0002802	augustus_masked-bow-b_s610-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.130&CDS=1-1134	YDL168W
2803	OG0002803	augustus_masked-bow-b_s610-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.131&CDS=1-1011	YDR214W
2804	OG0002804	augustus_masked-bow-b_s610-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.132&CDS=1-807	YOR157C
2805	OG0002805	augustus_masked-bow-b_s610-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.109&CDS=1-3948	YDR407C
2806	OG0002806	augustus_masked-bow-b_s610-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.133&CDS=1-315	YMR244C-A
2807	OG0002807	augustus_masked-bow-b_s610-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.110&CDS=1-1137	YDR321W
2808	OG0002808	augustus_masked-bow-b_s610-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-bow-b_s610-processed-gene-2.134&CDS=1-2091	YOR317W
2809	OG0002809	augustus_masked-bow-b_s611-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bow-b_s611-processed-gene-0.28&CDS=1-1842	YNL073W
2810	OG0002810	augustus_masked-bow-b_s611-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bow-b_s611-processed-gene-0.24&CDS=1-5403	YER155C
2811	OG0002811	augustus_masked-bow-b_s611-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bow-b_s611-processed-gene-0.29&CDS=1-1140	YER154W
2812	OG0002812	augustus_masked-bow-b_s611-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bow-b_s611-processed-gene-0.30&CDS=1-3375	YLR383W
2813	OG0002813	augustus_masked-bow-b_s614-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bow-b_s614-processed-gene-0.46&CDS=1-1143	YFL030W
2814	OG0002814	augustus_masked-bow-b_s614-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bow-b_s614-processed-gene-0.48&CDS=1-4236	YNL088W
