	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034967_Candida_freyschussii
2880	OG0002880	YMR284W	genemark-flattened_line_6-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.89&CDS=1-1704
2881	OG0002881	YMR285C	maker-flattened_line_4-augustus-gene-3.4-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.4&CDS=1-2916
2882	OG0002882	YMR286W	snap_masked-flattened_line_6-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.160&CDS=1-252
2883	OG0002883	YMR287C	genemark-flattened_line_6-processed-gene-4.126-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.126&CDS=1-2931
2884	OG0002884	YMR288W	genemark-flattened_line_26-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.90&CDS=1-3123
2885	OG0002885	YMR289W	genemark-flattened_line_46-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.133&CDS=1-858
2886	OG0002886	YMR290C	genemark-flattened_line_24-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.133&CDS=1-1725
2887	OG0002887	YMR292W	genemark-flattened_line_24-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.132&CDS=1-417
2888	OG0002888	YMR293C	genemark-flattened_line_18-processed-gene-3.181-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.181&CDS=1-1386
2889	OG0002889	YMR295C	genemark-flattened_line_44-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.66&CDS=1-573
2890	OG0002890	YMR296C	genemark-flattened_line_44-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.67&CDS=1-1668
2891	OG0002891	YMR298W	genemark-flattened_line_42-processed-gene-0.178-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.178&CDS=1-360
2892	OG0002892	YMR300C	snap_masked-flattened_line_42-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.70&CDS=1-1563
2893	OG0002893	YMR301C	genemark-flattened_line_8-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.67&CDS=1-2139
2894	OG0002894	YMR302C	genemark-flattened_line_16-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.132&CDS=1-2472
2895	OG0002895	YMR304W	genemark-flattened_line_0-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.99&CDS=1-3549
2896	OG0002896	YMR308C	maker-flattened_line_0-augustus-gene-2.2-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.2&CDS=1-4164
2897	OG0002897	YMR309C	genemark-flattened_line_4-processed-gene-4.74-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.74&CDS=1-2595
2898	OG0002898	YMR311C	genemark-flattened_line_8-processed-gene-3.86-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.86&CDS=1-702
2899	OG0002899	YMR312W	genemark-flattened_line_0-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.114&CDS=1-792
2900	OG0002900	YMR313C	maker-flattened_line_0-snap-gene-2.11-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.11&CDS=1-1629
2901	OG0002901	YMR314W	genemark-flattened_line_44-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.57&CDS=1-831
2902	OG0002902	YMR315W	genemark-flattened_line_36-processed-gene-0.287-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.287&CDS=1-1050
2903	OG0002903	YNL001W	maker-flattened_line_20-snap-gene-1.129-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.129&CDS=1-2244
2904	OG0002904	YNL002C	genemark-flattened_line_30-processed-gene-0.198-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.198&CDS=1-867
2905	OG0002905	YNL003C	genemark-flattened_line_30-processed-gene-0.197-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.197&CDS=1-831
2906	OG0002906	YNL005C	genemark-flattened_line_30-processed-gene-0.195-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.195&CDS=1-1101
2907	OG0002907	YNL006W	snap_masked-flattened_line_20-processed-gene-3.148-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-3.148&CDS=1-909
2908	OG0002908	YNL007C	genemark-flattened_line_20-processed-gene-3.270-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.270&CDS=1-1047
2909	OG0002909	YNL010W	genemark-flattened_line_16-processed-gene-3.242-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.242&CDS=1-738
2910	OG0002910	YNL011C	genemark-flattened_line_0-processed-gene-6.70-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.70&CDS=1-1290
2911	OG0002911	YNL014W	genemark-flattened_line_10-processed-gene-2.174-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.174&CDS=1-3144
2912	OG0002912	YNL016W	genemark-flattened_line_16-processed-gene-2.21-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.21&CDS=1-1332
2913	OG0002913	YNL021W	genemark-flattened_line_4-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.111&CDS=1-2199
2914	OG0002914	YNL022C	snap_masked-flattened_line_4-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.87&CDS=1-1392
2915	OG0002915	YNL023C	genemark-flattened_line_24-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.67&CDS=1-1698
2916	OG0002916	YNL024C	genemark-flattened_line_24-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.46&CDS=1-711
2917	OG0002917	YNL024C-A	maker-flattened_line_24-snap-gene-0.83-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.83&CDS=1-210
2918	OG0002918	YNL025C	genemark-flattened_line_16-processed-gene-2.9-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.9&CDS=1-912
2919	OG0002919	YNL032W	genemark-flattened_line_16-processed-gene-2.12-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.12&CDS=1-669
2920	OG0002920	YNL035C	genemark-flattened_line_4-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.135&CDS=1-1194
2921	OG0002921	YNL036W	genemark-flattened_line_0-processed-gene-8.146-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.146&CDS=1-717
2922	OG0002922	YNL037C	maker-flattened_line_4-snap-gene-0.50-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.50&CDS=1-3303
2923	OG0002923	YNL039W	augustus_masked-flattened_line_8-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.97&CDS=1-2025
2924	OG0002924	YNL040W	augustus_masked-flattened_line_18-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.75&CDS=1-1296
2925	OG0002925	YNL041C	genemark-flattened_line_0-processed-gene-8.143-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.143&CDS=1-2376
2926	OG0002926	YNL042W	genemark-flattened_line_0-processed-gene-8.118-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.118&CDS=1-1035
2927	OG0002927	YNL044W	genemark-flattened_line_0-processed-gene-8.140-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.140&CDS=1-531
2928	OG0002928	YNL045W	genemark-flattened_line_0-processed-gene-8.141-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.141&CDS=1-1881
2929	OG0002929	YNL048W	genemark-flattened_line_4-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.103&CDS=1-1437
2930	OG0002930	YNL050C	genemark-flattened_line_0-processed-gene-8.144-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.144&CDS=1-696
2931	OG0002931	YNL051W	genemark-flattened_line_0-processed-gene-3.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.80&CDS=1-1173
2932	OG0002932	YNL054W	genemark-flattened_line_26-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.129&CDS=1-2250
2933	OG0002933	YNL055C	snap_masked-flattened_line_8-processed-gene-5.248-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.248&CDS=1-885
2934	OG0002934	YNL056W	genemark-flattened_line_8-processed-gene-5.105-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.105&CDS=1-519
2935	OG0002935	YNL059C	genemark-flattened_line_16-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.91&CDS=1-2217
2936	OG0002936	YNL061W	genemark-flattened_line_16-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.112&CDS=1-1845
2937	OG0002937	YNL062C	genemark-flattened_line_16-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.92&CDS=1-1404
2938	OG0002938	YNL063W	augustus_masked-flattened_line_16-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.37&CDS=1-831
2939	OG0002939	YNL065W	maker-flattened_line_4-snap-gene-1.69-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.69&CDS=1-2883
2940	OG0002940	YNL070W	genemark-flattened_line_6-processed-gene-2.101-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.101&CDS=1-168
2941	OG0002941	YNL071W	genemark-flattened_line_6-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.102&CDS=1-1398
2942	OG0002942	YNL072W	genemark-flattened_line_6-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.104&CDS=1-1002
2943	OG0002943	YNL075W	genemark-flattened_line_2-processed-gene-3.84-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.84&CDS=1-855
2944	OG0002944	YNL081C	genemark-flattened_line_34-processed-gene-0.268-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.268&CDS=1-438
2945	OG0002945	YNL083W	snap_masked-flattened_line_34-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.124&CDS=1-1476
2946	OG0002946	YNL084C	genemark-flattened_line_8-processed-gene-5.48-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.48&CDS=1-1188
2947	OG0002947	YNL085W	snap_masked-flattened_line_44-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.160&CDS=1-2163
2948	OG0002948	YNL088W	genemark-flattened_line_0-processed-gene-12.136-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.136&CDS=1-4443
2949	OG0002949	YNL090W	genemark-flattened_line_2-processed-gene-6.28-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.28&CDS=1-576
2950	OG0002950	YNL091W	snap_masked-flattened_line_2-processed-gene-6.76-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.76&CDS=1-3564
2951	OG0002951	YNL092W	genemark-flattened_line_16-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.168&CDS=1-1197
2952	OG0002952	YNL094W	genemark-flattened_line_6-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.57&CDS=1-1977
2953	OG0002953	YNL096C	genemark-flattened_line_6-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.59&CDS=1-567
2954	OG0002954	YNL097C	maker-flattened_line_16-augustus-gene-0.56-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.56&CDS=1-1506
2955	OG0002955	YNL099C	genemark-flattened_line_16-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.147&CDS=1-615
2956	OG0002956	YNL102W	genemark-flattened_line_2-processed-gene-8.187-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.187&CDS=1-4320
2957	OG0002957	YNL104C	genemark-flattened_line_6-processed-gene-1.34-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.34&CDS=1-1815
2958	OG0002958	YNL107W	genemark-flattened_line_6-processed-gene-2.76-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.76&CDS=1-633
2959	OG0002959	YNL110C	genemark-flattened_line_6-processed-gene-2.96-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.96&CDS=1-798
2960	OG0002960	YNL111C	genemark-flattened_line_6-processed-gene-2.95-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.95&CDS=1-360
2961	OG0002961	YNL113W	genemark-flattened_line_6-processed-gene-2.73-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.73&CDS=1-387
2962	OG0002962	YNL115C	genemark-flattened_line_2-processed-gene-6.43-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.43&CDS=1-1650
2963	OG0002963	YNL118C	genemark-flattened_line_0-processed-gene-12.137-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.137&CDS=1-2844
2964	OG0002964	YNL119W	maker-flattened_line_60-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.0&CDS=1-1230
2965	OG0002965	YNL122C	snap_masked-flattened_line_60-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.72&CDS=1-273
2966	OG0002966	YNL123W	genemark-flattened_line_60-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.24&CDS=1-2952
2967	OG0002967	YNL124W	genemark-flattened_line_60-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.26&CDS=1-1410
2968	OG0002968	YNL126W	augustus_masked-flattened_line_60-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.46&CDS=1-4728
2969	OG0002969	YNL128W	genemark-flattened_line_60-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.12&CDS=1-873
2970	OG0002970	YNL129W	genemark-flattened_line_60-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.28&CDS=1-723
2971	OG0002971	YNL130C	genemark-flattened_line_60-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.11&CDS=1-1161
2972	OG0002972	YNL131W	genemark-flattened_line_60-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.29&CDS=1-447
2973	OG0002973	YNL132W	genemark-flattened_line_60-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.9&CDS=1-3120
2974	OG0002974	YNL135C	augustus_masked-flattened_line_16-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.16&CDS=1-399
2975	OG0002975	YNL136W	augustus_masked-flattened_line_16-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.34&CDS=1-816
2976	OG0002976	YNL137C	genemark-flattened_line_16-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.90&CDS=1-1431
2977	OG0002977	YNL138W	genemark-flattened_line_16-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.111&CDS=1-1587
2978	OG0002978	YNL139C	genemark-flattened_line_8-processed-gene-5.56-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.56&CDS=1-4779
2979	OG0002979	YNL141W	genemark-flattened_line_20-processed-gene-3.257-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.257&CDS=1-1071
2980	OG0002980	YNL142W	genemark-flattened_line_52-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.102&CDS=1-1476
2981	OG0002981	YNL144C	snap_masked-flattened_line_14-processed-gene-2.169-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.169&CDS=1-1428
2982	OG0002982	YNL147W	snap_masked-flattened_line_8-processed-gene-5.308-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.308&CDS=1-402
2983	OG0002983	YNL148C	genemark-flattened_line_8-processed-gene-5.57-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.57&CDS=1-726
2984	OG0002984	YNL149C	genemark-flattened_line_8-processed-gene-5.58-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.58&CDS=1-363
2985	OG0002985	YNL151C	genemark-flattened_line_8-processed-gene-5.60-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.60&CDS=1-684
2986	OG0002986	YNL152W	genemark-flattened_line_8-processed-gene-5.110-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.110&CDS=1-1434
2987	OG0002987	YNL153C	genemark-flattened_line_14-processed-gene-1.177-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.177&CDS=1-387
2988	OG0002988	YNL155W	genemark-flattened_line_2-processed-gene-4.171-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.171&CDS=1-732
2989	OG0002989	YNL161W	maker-flattened_line_14-snap-gene-2.60-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-2.60&CDS=1-2322
2990	OG0002990	YNL163C	maker-flattened_line_14-augustus-gene-2.65-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-2.65&CDS=1-4014
2991	OG0002991	YNL165W	augustus_masked-flattened_line_14-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.51&CDS=1-1155
2992	OG0002992	YNL166C	genemark-flattened_line_14-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.52&CDS=1-705
2993	OG0002993	YNL167C	genemark-flattened_line_4-processed-gene-3.155-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.155&CDS=1-1332
2994	OG0002994	YNL168C	genemark-flattened_line_4-processed-gene-3.154-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.154&CDS=1-702
2995	OG0002995	YNL169C	genemark-flattened_line_4-processed-gene-3.135-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.135&CDS=1-1599
2996	OG0002996	YNL172W	genemark-flattened_line_4-processed-gene-3.134-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.134&CDS=1-4518
2997	OG0002997	YNL173C	genemark-flattened_line_36-processed-gene-0.274-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.274&CDS=1-1098
2998	OG0002998	YNL175C	genemark-flattened_line_66-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.57&CDS=1-1149
2999	OG0002999	YNL177C	genemark-flattened_line_32-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.124&CDS=1-858
3000	OG0003000	YNL178W	genemark-flattened_line_14-processed-gene-3.130-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.130&CDS=1-741
3001	OG0003001	YNL181W	genemark-flattened_line_14-processed-gene-3.152-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.152&CDS=1-1323
3002	OG0003002	YNL182C	genemark-flattened_line_14-processed-gene-3.128-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.128&CDS=1-1458
3003	OG0003003	YNL185C	genemark-flattened_line_14-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.59&CDS=1-450
3004	OG0003004	YNL186W	maker-flattened_line_14-augustus-gene-0.39-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-0.39&CDS=1-2496
3005	OG0003005	YNL187W	augustus_masked-flattened_line_14-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.78&CDS=1-1140
3006	OG0003006	YNL189W	genemark-flattened_line_34-processed-gene-0.308-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.308&CDS=1-1602
3007	OG0003007	YNL191W	genemark-flattened_line_34-processed-gene-0.258-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.258&CDS=1-1032
3008	OG0003008	YNL193W	genemark-flattened_line_14-processed-gene-2.119-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.119&CDS=1-1494
3009	OG0003009	YNL200C	genemark-flattened_line_52-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.98&CDS=1-675
3010	OG0003010	YNL201C	genemark-flattened_line_52-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.99&CDS=1-2361
3011	OG0003011	YNL202W	genemark-flattened_line_52-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.118&CDS=1-867
3012	OG0003012	YNL206C	genemark-flattened_line_2-processed-gene-8.178-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.178&CDS=1-1167
3013	OG0003013	YNL210W	maker-flattened_line_2-augustus-gene-8.125-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-8.125&CDS=1-1011
3014	OG0003014	YNL211C	genemark-flattened_line_2-processed-gene-8.225-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.225&CDS=1-252
3015	OG0003015	YNL212W	genemark-flattened_line_2-processed-gene-8.181-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.181&CDS=1-2331
3016	OG0003016	YNL213C	genemark-flattened_line_2-processed-gene-8.224-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.224&CDS=1-768
3017	OG0003017	YNL214W	genemark-flattened_line_2-processed-gene-8.180-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.180&CDS=1-636
3018	OG0003018	YNL216W	genemark-flattened_line_8-processed-gene-5.22-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.22&CDS=1-1725
3019	OG0003019	YNL217W	genemark-flattened_line_2-processed-gene-6.4-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.4&CDS=1-849
3020	OG0003020	YNL218W	maker-flattened_line_2-augustus-gene-6.157-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-6.157&CDS=1-2451
3021	OG0003021	YNL219C	maker-flattened_line_2-snap-gene-6.145-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-6.145&CDS=1-2064
3022	OG0003022	YNL220W	genemark-flattened_line_2-processed-gene-6.32-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.32&CDS=1-1287
3023	OG0003023	YNL221C	genemark-flattened_line_2-processed-gene-6.13-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.13&CDS=1-2334
