	OrthologID	Saccharomyces_cerevisiae	Scheffersomyces_stipitis
3196	OG0003196	YOR058C	snap_masked-chr_2.1-processed-gene-20.66-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-20.66&CDS=1-3060
3197	OG0003197	YOR059C	augustus_masked-chr_4.1-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-3.115&CDS=1-1368
3198	OG0003198	YOR063W	snap_masked-chr_4.1-processed-gene-13.114-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-13.114&CDS=1-1167
3199	OG0003199	YOR065W	snap_masked-chr_1.1-processed-gene-13.112-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-13.112&CDS=1-864
3200	OG0003200	YOR067C	snap_masked-chr_1.2-processed-gene-2.24-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-2.24&CDS=1-1707
3201	OG0003201	YOR069W	snap_masked-chr_1.1-processed-gene-2.38-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-2.38&CDS=1-2259
3202	OG0003202	YOR070C	snap_masked-chr_7.1-processed-gene-1.12-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-1.12&CDS=1-1908
3203	OG0003203	YOR074C	snap_masked-chr_1.1-processed-gene-13.85-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-13.85&CDS=1-948
3204	OG0003204	YOR075W	snap_masked-chr_6.1-processed-gene-13.95-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-13.95&CDS=1-1032
3205	OG0003205	YOR077W	snap_masked-chr_7.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-1.10&CDS=1-801
3206	OG0003206	YOR078W	snap_masked-chr_2.1-processed-gene-6.31-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-6.31&CDS=1-648
3207	OG0003207	YOR079C	snap_masked-chr_2.1-processed-gene-6.14-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-6.14&CDS=1-909
3208	OG0003208	YOR080W	snap_masked-chr_2.1-processed-gene-6.32-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-6.32&CDS=1-2340
3209	OG0003209	YOR085W	augustus_masked-chr_2.1-processed-gene-8.37-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-8.37&CDS=1-3207
3210	OG0003210	YOR086C	snap_masked-chr_7.1-processed-gene-2.59-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-2.59&CDS=1-3573
3211	OG0003211	YOR087W	snap_masked-chr_6.1-processed-gene-16.86-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-16.86&CDS=1-1986
3212	OG0003212	YOR089C	snap_masked-chr_7.1-processed-gene-4.36-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-4.36&CDS=1-645
3213	OG0003213	YOR090C	snap_masked-chr_7.1-processed-gene-5.67-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-5.67&CDS=1-1923
3214	OG0003214	YOR091W	snap_masked-chr_2.1-processed-gene-11.94-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-11.94&CDS=1-1203
3215	OG0003215	YOR093C	snap_masked-chr_3.1-processed-gene-7.2-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-7.2&CDS=1-4746
3216	OG0003216	YOR095C	snap_masked-chr_2.1-processed-gene-11.91-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-11.91&CDS=1-711
3217	OG0003217	YOR100C	snap_masked-chr_5.1-processed-gene-4.43-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-4.43&CDS=1-852
3218	OG0003218	YOR101W	snap_masked-chr_4.1-processed-gene-14.80-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.80&CDS=1-756
3219	OG0003219	YOR103C	snap_masked-chr_4.1-processed-gene-14.96-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.96&CDS=1-579
3220	OG0003220	YOR104W	augustus_masked-chr_2.1-processed-gene-25.77-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-25.77&CDS=1-453
3221	OG0003221	YOR107W	augustus_masked-chr_6.1-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-10.23&CDS=1-987
3222	OG0003222	YOR111W	snap_masked-chr_3.1-processed-gene-15.2-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-15.2&CDS=1-639
3223	OG0003223	YOR113W	snap_masked-chr_3.1-processed-gene-1.23-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-1.23&CDS=1-3261
3224	OG0003224	YOR115C	snap_masked-chr_5.1-processed-gene-14.92-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-14.92&CDS=1-651
3225	OG0003225	YOR116C	augustus_masked-chr_1.1-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-1.64&CDS=1-5022
3226	OG0003226	YOR117W	snap_masked-chr_1.1-processed-gene-1.103-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-1.103&CDS=1-1281
3227	OG0003227	YOR118W	snap_masked-chr_2.1-processed-gene-25.0-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-25.0&CDS=1-1968
3228	OG0003228	YOR119C	snap_masked-chr_2.1-processed-gene-24.139-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-24.139&CDS=1-1521
3229	OG0003229	YOR123C	snap_masked-chr_8.1-processed-gene-8.41-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.41&CDS=1-1125
3230	OG0003230	YOR124C	snap_masked-chr_6.1-processed-gene-11.39-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-11.39&CDS=1-4158
3231	OG0003231	YOR125C	augustus_masked-chr_7.1-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-chr_7.1-processed-gene-6.73&CDS=1-1743
3232	OG0003232	YOR128C	snap_masked-chr_1.2-processed-gene-5.26-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-5.26&CDS=1-1701
3233	OG0003233	YOR129C	snap_masked-chr_1.2-processed-gene-5.23-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-5.23&CDS=1-1905
3234	OG0003234	YOR130C	snap_masked-chr_1.2-processed-gene-5.6-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-5.6&CDS=1-936
3235	OG0003235	YOR132W	snap_masked-chr_1.1-processed-gene-7.28-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-7.28&CDS=1-1701
3236	OG0003236	YOR136W	snap_masked-chr_2.1-processed-gene-5.26-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-5.26&CDS=1-1101
3237	OG0003237	YOR137C	snap_masked-chr_5.1-processed-gene-8.15-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-8.15&CDS=1-1671
3238	OG0003238	YOR138C	augustus_masked-chr_1.1-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-7.68&CDS=1-2049
3239	OG0003239	YOR141C	snap_masked-chr_1.1-processed-gene-6.111-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-6.111&CDS=1-2553
3240	OG0003240	YOR142W	snap_masked-chr_1.1-processed-gene-6.95-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-6.95&CDS=1-972
3241	OG0003241	YOR143C	augustus_masked-chr_5.1-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-chr_5.1-processed-gene-8.130&CDS=1-1344
3242	OG0003242	YOR144C	snap_masked-chr_1.2-processed-gene-12.13-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.13&CDS=1-3069
3243	OG0003243	YOR145C	snap_masked-chr_1.2-processed-gene-12.41-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.41&CDS=1-771
3244	OG0003244	YOR148C	snap_masked-chr_1.2-processed-gene-12.42-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-12.42&CDS=1-873
3245	OG0003245	YOR149C	snap_masked-chr_2.1-processed-gene-5.6-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-5.6&CDS=1-1599
3246	OG0003246	YOR150W	snap_masked-chr_1.1-processed-gene-7.26-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-7.26&CDS=1-522
3247	OG0003247	YOR151C	snap_masked-chr_1.1-processed-gene-7.6-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-7.6&CDS=1-3696
3248	OG0003248	YOR153W	snap_masked-chr_8.1-processed-gene-1.80-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-1.80&CDS=1-4536
3249	OG0003249	YOR154W	augustus_masked-chr_2.1-processed-gene-23.65-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-23.65&CDS=1-2085
3250	OG0003250	YOR155C	snap_masked-chr_1.1-processed-gene-7.22-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-7.22&CDS=1-1434
3251	OG0003251	YOR157C	snap_masked-chr_1.2-processed-gene-11.17-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-11.17&CDS=1-801
3252	OG0003252	YOR159C	snap_masked-chr_5.1-processed-gene-1.35-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-1.35&CDS=1-270
3253	OG0003253	YOR160W	augustus_masked-chr_5.1-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-chr_5.1-processed-gene-8.114&CDS=1-2883
3254	OG0003254	YOR161C	snap_masked-chr_1.1-processed-gene-6.74-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-6.74&CDS=1-1614
3255	OG0003255	YOR163W	snap_masked-chr_5.1-processed-gene-5.26-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-5.26&CDS=1-537
3256	OG0003256	YOR164C	snap_masked-chr_5.1-processed-gene-5.44-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-5.44&CDS=1-978
3257	OG0003257	YOR165W	snap_masked-chr_6.1-processed-gene-0.92-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-0.92&CDS=1-2481
3258	OG0003258	YOR168W	snap_masked-chr_5.1-processed-gene-14.87-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-14.87&CDS=1-2397
3259	OG0003259	YOR174W	snap_masked-chr_6.1-processed-gene-15.119-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-15.119&CDS=1-930
3260	OG0003260	YOR175C	snap_masked-chr_6.1-processed-gene-15.103-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-15.103&CDS=1-1812
3261	OG0003261	YOR176W	augustus_masked-chr_6.1-processed-gene-15.61-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-15.61&CDS=1-1170
3262	OG0003262	YOR181W	snap_masked-chr_3.1-processed-gene-12.74-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-12.74&CDS=1-2127
3263	OG0003263	YOR187W	genemark-chr_6.1-processed-gene-4.67-mRNA-1_1&gene=genemark-chr_6.1-processed-gene-4.67&CDS=1-5871
3264	OG0003264	YOR188W	augustus_masked-chr_6.1-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-4.106&CDS=1-3168
3265	OG0003265	YOR191W	augustus_masked-chr_4.1-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-1.89&CDS=1-3762
3266	OG0003266	YOR194C	snap_masked-chr_1.1-processed-gene-17.77-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-17.77&CDS=1-747
3267	OG0003267	YOR196C	snap_masked-chr_1.1-processed-gene-17.106-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-17.106&CDS=1-1194
3268	OG0003268	YOR197W	snap_masked-chr_4.1-processed-gene-2.70-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-2.70&CDS=1-1236
3269	OG0003269	YOR198C	snap_masked-chr_1.1-processed-gene-17.82-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-17.82&CDS=1-1383
3270	OG0003270	YOR201C	augustus_masked-chr_4.1-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-3.116&CDS=1-1320
3271	OG0003271	YOR202W	snap_masked-chr_4.1-processed-gene-3.32-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-3.32&CDS=1-666
3272	OG0003272	YOR204W	snap_masked-chr_2.1-processed-gene-20.92-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-20.92&CDS=1-1941
3273	OG0003273	YOR205C	snap_masked-chr_1.1-processed-gene-1.77-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-1.77&CDS=1-2028
3274	OG0003274	YOR206W	snap_masked-chr_2.1-processed-gene-13.20-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-13.20&CDS=1-2145
3275	OG0003275	YOR207C	snap_masked-chr_2.1-processed-gene-13.34-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-13.34&CDS=1-3465
3276	OG0003276	YOR210W	snap_masked-chr_1.1-processed-gene-16.19-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-16.19&CDS=1-216
3277	OG0003277	YOR211C	snap_masked-chr_1.1-processed-gene-16.18-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-16.18&CDS=1-2568
3278	OG0003278	YOR212W	snap_masked-chr_5.1-processed-gene-10.122-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-10.122&CDS=1-1248
3279	OG0003279	YOR216C	snap_masked-chr_4.1-processed-gene-4.6-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-4.6&CDS=1-1488
3280	OG0003280	YOR217W	snap_masked-chr_4.1-processed-gene-4.7-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-4.7&CDS=1-2838
3281	OG0003281	YOR221C	snap_masked-chr_2.1-processed-gene-13.24-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-13.24&CDS=1-1065
3282	OG0003282	YOR223W	augustus_masked-chr_2.1-processed-gene-13.57-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-13.57&CDS=1-1026
3283	OG0003283	YOR224C	snap_masked-chr_2.1-processed-gene-13.9-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-13.9&CDS=1-444
3284	OG0003284	YOR232W	snap_masked-chr_8.1-processed-gene-7.103-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-7.103&CDS=1-738
3285	OG0003285	YOR236W	snap_masked-chr_3.1-processed-gene-17.119-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-17.119&CDS=1-609
3286	OG0003286	YOR238W	snap_masked-chr_1.1-processed-gene-12.78-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-12.78&CDS=1-783
3287	OG0003287	YOR239W	snap_masked-chr_3.1-processed-gene-4.9-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-4.9&CDS=1-1032
3288	OG0003288	YOR241W	snap_masked-chr_4.1-processed-gene-14.89-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.89&CDS=1-1611
3289	OG0003289	YOR242C	snap_masked-chr_5.1-processed-gene-13.94-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-13.94&CDS=1-1095
3290	OG0003290	YOR243C	snap_masked-chr_5.1-processed-gene-13.92-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-13.92&CDS=1-2040
3291	OG0003291	YOR244W	snap_masked-chr_2.1-processed-gene-6.21-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-6.21&CDS=1-1548
3292	OG0003292	YOR245C	snap_masked-chr_2.1-processed-gene-10.90-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-10.90&CDS=1-1809
3293	OG0003293	YOR246C	snap_masked-chr_4.1-processed-gene-14.92-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.92&CDS=1-1023
3294	OG0003294	YOR249C	snap_masked-chr_1.1-processed-gene-4.67-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-4.67&CDS=1-2505
3295	OG0003295	YOR250C	augustus_masked-chr_2.1-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-6.68&CDS=1-1464
3296	OG0003296	YOR251C	snap_masked-chr_5.1-processed-gene-13.91-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-13.91&CDS=1-957
3297	OG0003297	YOR252W	snap_masked-chr_2.1-processed-gene-23.5-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-23.5&CDS=1-543
3298	OG0003298	YOR253W	snap_masked-chr_8.1-processed-gene-5.48-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-5.48&CDS=1-522
3299	OG0003299	YOR254C	snap_masked-chr_8.1-processed-gene-5.26-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-5.26&CDS=1-2004
3300	OG0003300	YOR257W	augustus_masked-chr_8.1-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-chr_8.1-processed-gene-6.43&CDS=1-1464
3301	OG0003301	YOR259C	snap_masked-chr_8.1-processed-gene-6.89-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-6.89&CDS=1-1248
3302	OG0003302	YOR260W	snap_masked-chr_8.1-processed-gene-6.90-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-6.90&CDS=1-1419
3303	OG0003303	YOR267C	augustus_masked-chr_2.1-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-6.87&CDS=1-2199
3304	OG0003304	YOR269W	augustus_masked-chr_2.1-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-6.85&CDS=1-1572
3305	OG0003305	YOR270C	augustus_masked-chr_1.1-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-4.35&CDS=1-4542
3306	OG0003306	YOR271C	augustus_masked-chr_2.1-processed-gene-22.74-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-22.74&CDS=1-984
3307	OG0003307	YOR272W	snap_masked-chr_2.1-processed-gene-22.26-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-22.26&CDS=1-1401
3308	OG0003308	YOR273C	snap_masked-chr_8.1-processed-gene-6.94-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-6.94&CDS=1-2235
3309	OG0003309	YOR274W	augustus_masked-chr_2.1-processed-gene-23.44-mRNA-1_1&gene=augustus_masked-chr_2.1-processed-gene-23.44&CDS=1-3690
3310	OG0003310	YOR276W	snap_masked-chr_2.1-processed-gene-23.24-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-23.24&CDS=1-534
3311	OG0003311	YOR278W	snap_masked-chr_5.1-processed-gene-13.81-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-13.81&CDS=1-777
3312	OG0003312	YOR281C	snap_masked-chr_5.1-processed-gene-13.75-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-13.75&CDS=1-762
3313	OG0003313	YOR283W	snap_masked-chr_1.1-processed-gene-6.100-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-6.100&CDS=1-675
3314	OG0003314	YOR287C	snap_masked-chr_2.1-processed-gene-13.41-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-13.41&CDS=1-897
3315	OG0003315	YOR288C	snap_masked-chr_5.1-processed-gene-9.104-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-9.104&CDS=1-930
3316	OG0003316	YOR289W	snap_masked-chr_2.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-0.8&CDS=1-633
3317	OG0003317	YOR290C	snap_masked-chr_4.1-processed-gene-6.36-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-6.36&CDS=1-4917
3318	OG0003318	YOR291W	snap_masked-chr_4.1-processed-gene-7.84-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-7.84&CDS=1-4074
3319	OG0003319	YOR292C	augustus_masked-chr_1.1-processed-gene-20.145-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-20.145&CDS=1-993
3320	OG0003320	YOR295W	maker-chr_6.1-snap-gene-5.8-mRNA-1_1&gene=maker-chr_6.1-snap-gene-5.8&CDS=1-762
3321	OG0003321	YOR296W	snap_masked-chr_6.1-processed-gene-5.27-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-5.27&CDS=1-3984
3322	OG0003322	YOR298C-A	snap_masked-chr_1.1-processed-gene-19.11-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-19.11&CDS=1-450
3323	OG0003323	YOR301W	snap_masked-chr_1.2-processed-gene-5.12-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-5.12&CDS=1-1521
3324	OG0003324	YOR303W	snap_masked-chr_1.1-processed-gene-14.98-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-14.98&CDS=1-1284
3325	OG0003325	YOR304W	snap_masked-chr_2.1-processed-gene-21.71-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-21.71&CDS=1-3666
3326	OG0003326	YOR307C	snap_masked-chr_5.1-processed-gene-1.16-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-1.16&CDS=1-1347
3327	OG0003327	YOR310C	snap_masked-chr_5.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-1.7&CDS=1-1545
3328	OG0003328	YOR311C	snap_masked-chr_2.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-0.33&CDS=1-1044
3329	OG0003329	YOR319W	genemark-chr_6.1-processed-gene-14.105-mRNA-1_1&gene=genemark-chr_6.1-processed-gene-14.105&CDS=1-777
3330	OG0003330	YOR320C	snap_masked-chr_4.1-processed-gene-2.90-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-2.90&CDS=1-1458
3331	OG0003331	YOR322C	snap_masked-chr_2.1-processed-gene-23.32-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-23.32&CDS=1-2064
3332	OG0003332	YOR323C	snap_masked-chr_7.1-processed-gene-9.95-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-9.95&CDS=1-1329
3333	OG0003333	YOR326W	snap_masked-chr_1.2-processed-gene-10.96-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-10.96&CDS=1-4713
3334	OG0003334	YOR327C	maker-chr_1.2-snap-gene-11.44-mRNA-1_1&gene=maker-chr_1.2-snap-gene-11.44&CDS=1-333
3335	OG0003335	YOR329C	snap_masked-chr_6.1-processed-gene-14.35-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-14.35&CDS=1-2499
3336	OG0003336	YOR330C	genemark-chr_5.1-processed-gene-3.99-mRNA-1_1&gene=genemark-chr_5.1-processed-gene-3.99&CDS=1-4083
3337	OG0003337	YOR332W	snap_masked-chr_5.1-processed-gene-4.42-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-4.42&CDS=1-678
3338	OG0003338	YOR334W	snap_masked-chr_5.1-processed-gene-4.41-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-4.41&CDS=1-1254
3339	OG0003339	YOR335C	snap_masked-chr_3.1-processed-gene-7.7-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-7.7&CDS=1-2889
3340	OG0003340	YOR336W	snap_masked-chr_4.1-processed-gene-15.81-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-15.81&CDS=1-4560
3341	OG0003341	YOR340C	snap_masked-chr_5.1-processed-gene-4.26-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-4.26&CDS=1-921
3342	OG0003342	YOR341W	snap_masked-chr_7.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-2.60&CDS=1-4932
3343	OG0003343	YOR344C	snap_masked-chr_1.2-processed-gene-8.23-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-8.23&CDS=1-882
3344	OG0003344	YOR346W	snap_masked-chr_1.2-processed-gene-1.10-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-1.10&CDS=1-3354
3345	OG0003345	YOR348C	snap_masked-chr_1.1-processed-gene-19.13-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-19.13&CDS=1-1722
3346	OG0003346	YOR349W	augustus_masked-chr_4.1-processed-gene-16.44-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-16.44&CDS=1-3204
3347	OG0003347	YOR352W	snap_masked-chr_2.1-processed-gene-21.97-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-21.97&CDS=1-996
3348	OG0003348	YOR353C	snap_masked-chr_6.1-processed-gene-3.16-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-3.16&CDS=1-2877
3349	OG0003349	YOR355W	snap_masked-chr_7.1-processed-gene-7.36-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-7.36&CDS=1-1554
3350	OG0003350	YOR356W	snap_masked-chr_7.1-processed-gene-7.19-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-7.19&CDS=1-1995
3351	OG0003351	YOR357C	maker-chr_2.1-snap-gene-24.94-mRNA-1_1&gene=maker-chr_2.1-snap-gene-24.94&CDS=1-474
3352	OG0003352	YOR358W	snap_masked-chr_8.1-processed-gene-8.8-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.8&CDS=1-882
3353	OG0003353	YOR359W	augustus_masked-chr_6.1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-3.81&CDS=1-1899
3354	OG0003354	YOR360C	snap_masked-chr_6.1-processed-gene-3.33-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-3.33&CDS=1-1815
3355	OG0003355	YOR361C	snap_masked-chr_6.1-processed-gene-12.30-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-12.30&CDS=1-2136
3356	OG0003356	YOR362C	augustus_masked-chr_6.1-processed-gene-12.70-mRNA-1_1&gene=augustus_masked-chr_6.1-processed-gene-12.70&CDS=1-762
3357	OG0003357	YOR367W	snap_masked-chr_5.1-processed-gene-11.24-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-11.24&CDS=1-588
3358	OG0003358	YOR368W	snap_masked-chr_4.1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-1.20&CDS=1-1569
3359	OG0003359	YOR369C	snap_masked-chr_7.1-processed-gene-9.93-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-9.93&CDS=1-432
3360	OG0003360	YOR370C	snap_masked-chr_7.1-processed-gene-9.94-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-9.94&CDS=1-1941
3361	OG0003361	YOR374W	maker-chr_2.1-snap-gene-5.45-mRNA-1_1&gene=maker-chr_2.1-snap-gene-5.45&CDS=1-1941
3362	OG0003362	YOR388C	maker-chr_8.1-snap-gene-4.41-mRNA-1_1&gene=maker-chr_8.1-snap-gene-4.41&CDS=1-2268
3363	OG0003363	YPL002C	snap_masked-chr_6.1-processed-gene-3.44-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-3.44&CDS=1-714
3364	OG0003364	YPL003W	snap_masked-chr_6.1-processed-gene-3.18-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-3.18&CDS=1-1560
3365	OG0003365	YPL006W	augustus_masked-chr_1.1-processed-gene-19.73-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-19.73&CDS=1-3879
