	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034979_Cyberlindnera_misumaiensis
3343	OG0003343	YOR245C	snap_masked-flattened_line_4-processed-gene-3.122-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.122&CDS=1-1185
3344	OG0003344	YOR246C	snap_masked-flattened_line_59-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.55&CDS=1-933
3345	OG0003345	YOR249C	snap_masked-flattened_line_53-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.46&CDS=1-2298
3346	OG0003346	YOR250C	snap_masked-flattened_line_53-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.45&CDS=1-1329
3347	OG0003347	YOR251C	snap_masked-flattened_line_53-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.6&CDS=1-882
3348	OG0003348	YOR252W	snap_masked-flattened_line_6-processed-gene-2.159-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.159&CDS=1-546
3349	OG0003349	YOR254C	snap_masked-flattened_line_59-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.19&CDS=1-1893
3350	OG0003350	YOR257W	snap_masked-flattened_line_59-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.21&CDS=1-501
3351	OG0003351	YOR258W	snap_masked-flattened_line_125-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.6&CDS=1-564
3352	OG0003352	YOR259C	snap_masked-flattened_line_14-processed-gene-1.317-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.317&CDS=1-1239
3353	OG0003353	YOR260W	augustus_masked-flattened_line_14-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.10&CDS=1-1308
3354	OG0003354	YOR261C	snap_masked-flattened_line_14-processed-gene-1.259-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.259&CDS=1-900
3355	OG0003355	YOR262W	snap_masked-flattened_line_14-processed-gene-1.319-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.319&CDS=1-1023
3356	OG0003356	YOR265W	snap_masked-flattened_line_14-processed-gene-1.258-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.258&CDS=1-306
3357	OG0003357	YOR266W	snap_masked-flattened_line_53-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.42&CDS=1-1269
3358	OG0003358	YOR269W	snap_masked-flattened_line_53-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.41&CDS=1-1353
3359	OG0003359	YOR271C	snap_masked-flattened_line_30-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.118&CDS=1-978
3360	OG0003360	YOR272W	snap_masked-flattened_line_30-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.119&CDS=1-1302
3361	OG0003361	YOR273C	snap_masked-flattened_line_43-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.54&CDS=1-2001
3362	OG0003362	YOR274W	genemark-flattened_line_6-processed-gene-2.50-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.50&CDS=1-1170
3363	OG0003363	YOR275C	augustus_masked-flattened_line_6-processed-gene-2.349-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.349&CDS=1-2319
3364	OG0003364	YOR276W	snap_masked-flattened_line_6-processed-gene-2.213-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.213&CDS=1-477
3365	OG0003365	YOR278W	snap_masked-flattened_line_41-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.63&CDS=1-771
3366	OG0003366	YOR281C	snap_masked-flattened_line_36-processed-gene-0.183-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.183&CDS=1-759
3367	OG0003367	YOR283W	snap_masked-flattened_line_36-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.146&CDS=1-639
3368	OG0003368	YOR286W	snap_masked-flattened_line_141-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.8&CDS=1-546
3369	OG0003369	YOR288C	snap_masked-flattened_line_36-processed-gene-0.192-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.192&CDS=1-864
3370	OG0003370	YOR289W	snap_masked-flattened_line_36-processed-gene-0.194-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.194&CDS=1-558
3371	OG0003371	YOR291W	augustus_masked-flattened_line_2-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.36&CDS=1-3954
3372	OG0003372	YOR292C	snap_masked-flattened_line_39-processed-gene-0.161-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.161&CDS=1-1446
3373	OG0003373	YOR294W	snap_masked-flattened_line_71-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.109&CDS=1-570
3374	OG0003374	YOR296W	snap_masked-flattened_line_71-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.86&CDS=1-3180
3375	OG0003375	YOR298C-A	snap_masked-flattened_line_127-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.18&CDS=1-450
3376	OG0003376	YOR298W	snap_masked-flattened_line_127-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.5&CDS=1-978
3377	OG0003377	YOR301W	augustus_masked-flattened_line_99-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.102&CDS=1-1350
3378	OG0003378	YOR303W	snap_masked-flattened_line_12-processed-gene-2.128-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.128&CDS=1-1269
3379	OG0003379	YOR305W	snap_masked-flattened_line_24-processed-gene-0.240-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.240&CDS=1-606
3380	OG0003380	YOR307C	snap_masked-flattened_line_69-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.8&CDS=1-1251
3381	OG0003381	YOR308C	snap_masked-flattened_line_69-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.23&CDS=1-1239
3382	OG0003382	YOR310C	snap_masked-flattened_line_69-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.46&CDS=1-1512
3383	OG0003383	YOR311C	snap_masked-flattened_line_69-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.16&CDS=1-939
3384	OG0003384	YOR313C	snap_masked-flattened_line_69-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.48&CDS=1-996
3385	OG0003385	YOR317W	snap_masked-flattened_line_0-processed-gene-3.127-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.127&CDS=1-2085
3386	OG0003386	YOR319W	augustus_masked-flattened_line_0-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.15&CDS=1-453
3387	OG0003387	YOR322C	snap_masked-flattened_line_73-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.56&CDS=1-2082
3388	OG0003388	YOR323C	snap_masked-flattened_line_101-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.12&CDS=1-1311
3389	OG0003389	YOR327C	snap_masked-flattened_line_18-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.138&CDS=1-333
3390	OG0003390	YOR329C	snap_masked-flattened_line_14-processed-gene-1.299-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.299&CDS=1-1614
3391	OG0003391	YOR330C	snap_masked-flattened_line_14-processed-gene-1.290-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.290&CDS=1-3678
3392	OG0003392	YOR332W	maker-flattened_line_14-snap-gene-1.232-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.232&CDS=1-690
3393	OG0003393	YOR334W	snap_masked-flattened_line_14-processed-gene-1.350-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.350&CDS=1-1257
3394	OG0003394	YOR335C	maker-flattened_line_73-snap-gene-0.102-mRNA-1_1&gene=maker-flattened_line_73-snap-gene-0.102&CDS=1-2853
3395	OG0003395	YOR336W	maker-flattened_line_73-snap-gene-0.101-mRNA-1_1&gene=maker-flattened_line_73-snap-gene-0.101&CDS=1-4260
3396	OG0003396	YOR339C	augustus_masked-flattened_line_22-processed-gene-0.305-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.305&CDS=1-504
3397	OG0003397	YOR340C	snap_masked-flattened_line_14-processed-gene-1.341-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.341&CDS=1-861
3398	OG0003398	YOR341W	snap_masked-flattened_line_4-processed-gene-2.88-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.88&CDS=1-4830
3399	OG0003399	YOR344C	snap_masked-flattened_line_0-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.72&CDS=1-729
3400	OG0003400	YOR346W	maker-flattened_line_81-snap-gene-0.49-mRNA-1_1&gene=maker-flattened_line_81-snap-gene-0.49&CDS=1-3432
3401	OG0003401	YOR349W	snap_masked-flattened_line_6-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.21&CDS=1-3030
3402	OG0003402	YOR351C	maker-flattened_line_2-snap-gene-1.134-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.134&CDS=1-1350
3403	OG0003403	YOR352W	snap_masked-flattened_line_12-processed-gene-2.104-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.104&CDS=1-708
3404	OG0003404	YOR353C	maker-flattened_line_0-augustus-gene-5.104-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.104&CDS=1-2685
3405	OG0003405	YOR355W	snap_masked-flattened_line_85-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.97&CDS=1-1368
3406	OG0003406	YOR356W	snap_masked-flattened_line_85-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.98&CDS=1-1764
3407	OG0003407	YOR357C	snap_masked-flattened_line_14-processed-gene-1.302-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.302&CDS=1-465
3408	OG0003408	YOR358W	snap_masked-flattened_line_14-processed-gene-1.351-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.351&CDS=1-543
3409	OG0003409	YOR359W	snap_masked-flattened_line_14-processed-gene-1.303-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.303&CDS=1-1218
3410	OG0003410	YOR360C	snap_masked-flattened_line_14-processed-gene-1.354-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.354&CDS=1-1566
3411	OG0003411	YOR362C	augustus_masked-flattened_line_14-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.36&CDS=1-786
3412	OG0003412	YOR367W	snap_masked-flattened_line_34-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.43&CDS=1-537
3413	OG0003413	YOR368W	maker-flattened_line_34-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.6&CDS=1-945
3414	OG0003414	YOR369C	augustus_masked-flattened_line_34-processed-gene-0.273-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.273&CDS=1-426
3415	OG0003415	YOR370C	augustus_masked-flattened_line_34-processed-gene-0.274-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.274&CDS=1-1758
3416	OG0003416	YOR373W	snap_masked-flattened_line_117-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.7&CDS=1-1776
3417	OG0003417	YOR386W	snap_masked-flattened_line_117-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.16&CDS=1-1587
3418	OG0003418	YPL001W	snap_masked-flattened_line_10-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.23&CDS=1-2847
3419	OG0003419	YPL005W	snap_masked-flattened_line_12-processed-gene-1.162-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.162&CDS=1-1818
3420	OG0003420	YPL006W	snap_masked-flattened_line_12-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.163&CDS=1-3498
3421	OG0003421	YPL007C	snap_masked-flattened_line_12-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.125&CDS=1-1713
3422	OG0003422	YPL008W	snap_masked-flattened_line_12-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.124&CDS=1-2421
3423	OG0003423	YPL009C	maker-flattened_line_26-augustus-gene-0.91-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-0.91&CDS=1-3480
3424	OG0003424	YPL011C	maker-flattened_line_26-snap-gene-0.112-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-0.112&CDS=1-621
3425	OG0003425	YPL012W	snap_masked-flattened_line_26-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.138&CDS=1-3525
3426	OG0003426	YPL013C	genemark-flattened_line_26-processed-gene-0.266-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.266&CDS=1-1317
3427	OG0003427	YPL014W	genemark-flattened_line_2-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.11&CDS=1-825
3428	OG0003428	YPL015C	snap_masked-flattened_line_26-processed-gene-0.176-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.176&CDS=1-1062
3429	OG0003429	YPL016W	snap_masked-flattened_line_8-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.87&CDS=1-3837
3430	OG0003430	YPL020C	snap_masked-flattened_line_26-processed-gene-0.174-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.174&CDS=1-1542
3431	OG0003431	YPL022W	snap_masked-flattened_line_8-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.106&CDS=1-2916
3432	OG0003432	YPL023C	snap_masked-flattened_line_8-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.88&CDS=1-1875
3433	OG0003433	YPL024W	snap_masked-flattened_line_8-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.107&CDS=1-567
3434	OG0003434	YPL028W	snap_masked-flattened_line_8-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.110&CDS=1-1212
3435	OG0003435	YPL029W	snap_masked-flattened_line_30-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.123&CDS=1-2058
3436	OG0003436	YPL030W	snap_masked-flattened_line_79-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.126&CDS=1-1656
3437	OG0003437	YPL031C	augustus_masked-flattened_line_79-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.5&CDS=1-918
3438	OG0003438	YPL037C	snap_masked-flattened_line_6-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.160&CDS=1-459
3439	OG0003439	YPL040C	maker-flattened_line_6-augustus-gene-2.229-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.229&CDS=1-3489
3440	OG0003440	YPL042C	snap_masked-flattened_line_18-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.111&CDS=1-1167
3441	OG0003441	YPL043W	snap_masked-flattened_line_79-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.104&CDS=1-2151
3442	OG0003442	YPL045W	snap_masked-flattened_line_59-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.48&CDS=1-2361
3443	OG0003443	YPL046C	snap_masked-flattened_line_59-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.17&CDS=1-282
3444	OG0003444	YPL047W	snap_masked-flattened_line_59-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.50&CDS=1-378
3445	OG0003445	YPL048W	maker-flattened_line_14-snap-gene-1.233-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.233&CDS=1-1221
3446	OG0003446	YPL050C	snap_masked-flattened_line_14-processed-gene-1.356-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.356&CDS=1-1098
3447	OG0003447	YPL051W	maker-flattened_line_111-snap-gene-0.117-mRNA-1_1&gene=maker-flattened_line_111-snap-gene-0.117&CDS=1-594
3448	OG0003448	YPL054W	maker-flattened_line_30-snap-gene-0.109-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-0.109&CDS=1-690
3449	OG0003449	YPL059W	snap_masked-flattened_line_10-processed-gene-2.247-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.247&CDS=1-429
3450	OG0003450	YPL060W	snap_masked-flattened_line_113-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.102&CDS=1-1059
3451	OG0003451	YPL063W	snap_masked-flattened_line_111-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.99&CDS=1-1329
3452	OG0003452	YPL064C	snap_masked-flattened_line_4-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.86&CDS=1-1170
3453	OG0003453	YPL065W	snap_masked-flattened_line_14-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.105&CDS=1-684
3454	OG0003454	YPL066W	maker-flattened_line_14-snap-gene-0.88-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.88&CDS=1-1176
3455	OG0003455	YPL069C	maker-flattened_line_0-augustus-gene-5.107-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.107&CDS=1-900
3456	OG0003456	YPL070W	augustus_masked-flattened_line_63-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.59&CDS=1-1275
3457	OG0003457	YPL072W	snap_masked-flattened_line_2-processed-gene-4.52-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.52&CDS=1-2214
3458	OG0003458	YPL076W	snap_masked-flattened_line_2-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.94&CDS=1-843
3459	OG0003459	YPL078C	maker-flattened_line_2-snap-gene-0.48-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-0.48&CDS=1-741
3460	OG0003460	YPL082C	snap_masked-flattened_line_2-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.71&CDS=1-5610
3461	OG0003461	YPL083C	snap_masked-flattened_line_59-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.51&CDS=1-873
3462	OG0003462	YPL084W	snap_masked-flattened_line_43-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.13&CDS=1-2748
3463	OG0003463	YPL085W	snap_masked-flattened_line_36-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.147&CDS=1-6501
3464	OG0003464	YPL086C	snap_masked-flattened_line_36-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.188&CDS=1-1656
3465	OG0003465	YPL088W	snap_masked-flattened_line_4-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.72&CDS=1-1026
3466	OG0003466	YPL091W	maker-flattened_line_36-snap-gene-0.233-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-0.233&CDS=1-2073
3467	OG0003467	YPL092W	snap_masked-flattened_line_141-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.5&CDS=1-1089
3468	OG0003468	YPL093W	snap_masked-flattened_line_22-processed-gene-0.180-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.180&CDS=1-1911
3469	OG0003469	YPL094C	snap_masked-flattened_line_10-processed-gene-2.176-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.176&CDS=1-810
3470	OG0003470	YPL097W	augustus_masked-flattened_line_10-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.14&CDS=1-2214
3471	OG0003471	YPL098C	snap_masked-flattened_line_10-processed-gene-2.185-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.185&CDS=1-315
3472	OG0003472	YPL101W	snap_masked-flattened_line_16-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.55&CDS=1-1233
3473	OG0003473	YPL104W	augustus_masked-flattened_line_16-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.30&CDS=1-1902
3474	OG0003474	YPL107W	snap_masked-flattened_line_149-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.12&CDS=1-723
3475	OG0003475	YPL109C	maker-flattened_line_75-snap-gene-0.150-mRNA-1_1&gene=maker-flattened_line_75-snap-gene-0.150&CDS=1-1899
3476	OG0003476	YPL110C	snap_masked-flattened_line_75-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.124&CDS=1-2841
3477	OG0003477	YPL111W	maker-flattened_line_111-snap-gene-0.118-mRNA-1_1&gene=maker-flattened_line_111-snap-gene-0.118&CDS=1-999
3478	OG0003478	YPL112C	snap_masked-flattened_line_2-processed-gene-4.102-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.102&CDS=1-1167
3479	OG0003479	YPL115C	augustus_masked-flattened_line_4-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.42&CDS=1-2604
3480	OG0003480	YPL116W	snap_masked-flattened_line_4-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.94&CDS=1-1806
3481	OG0003481	YPL117C	snap_masked-flattened_line_4-processed-gene-3.91-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.91&CDS=1-795
3482	OG0003482	YPL118W	snap_masked-flattened_line_49-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.135&CDS=1-951
3483	OG0003483	YPL120W	snap_masked-flattened_line_14-processed-gene-1.295-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.295&CDS=1-1284
