	OrthologID	Saccharomyces_cerevisiae	Yarrowia_keelungensis
2561	OG0002561	YMR093W	-processed-gene-26.32-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.32&CDS=1-1497
2562	OG0002562	YMR097C	-processed-gene-26.116-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.116&CDS=1-921
2563	OG0002563	YMR098C	-processed-gene-26.31-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.31&CDS=1-1992
2564	OG0002564	YMR099C	-processed-gene-19.100-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-19.100&CDS=1-861
2565	OG0002565	YMR100W	-snap-gene-23.71-mRNA-1_1&gene=maker-gi|1002317714|dbj|BCJD01000001.1|-snap-gene-23.71&CDS=1-1710
2566	OG0002566	YMR105C	-processed-gene-26.2-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.2&CDS=1-1647
2567	OG0002567	YMR106C	-processed-gene-26.3-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.3&CDS=1-2187
2568	OG0002568	YMR108W	-processed-gene-0.17-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-0.17&CDS=1-2043
2569	OG0002569	YMR109W	-processed-gene-26.4-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.4&CDS=1-3696
2570	OG0002570	YMR112C	-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.134&CDS=1-567
2571	OG0002571	YMR116C	-processed-gene-4.58-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.58&CDS=1-972
2572	OG0002572	YMR120C	-processed-gene-16.39-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-16.39&CDS=1-1767
2573	OG0002573	YMR121C	-processed-gene-16.38-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-16.38&CDS=1-609
2574	OG0002574	YMR123W	-processed-gene-23.6-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-23.6&CDS=1-300
2575	OG0002575	YMR125W	-processed-gene-8.27-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-8.27&CDS=1-2568
2576	OG0002576	YMR126C	-processed-gene-20.43-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.43&CDS=1-1320
2577	OG0002577	YMR127C	-processed-gene-20.45-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.45&CDS=1-1137
2578	OG0002578	YMR128W	-processed-gene-20.11-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.11&CDS=1-3780
2579	OG0002579	YMR129W	-processed-gene-20.48-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.48&CDS=1-3864
2580	OG0002580	YMR131C	-processed-gene-16.58-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-16.58&CDS=1-1521
2581	OG0002581	YMR132C	-processed-gene-8.53-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-8.53&CDS=1-636
2582	OG0002582	YMR137C	-processed-gene-18.40-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-18.40&CDS=1-1284
2583	OG0002583	YMR139W	-processed-gene-3.83-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-3.83&CDS=1-1131
2584	OG0002584	YMR140W	-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-3.57&CDS=1-1416
2585	OG0002585	YMR146C	-processed-gene-4.58-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-4.58&CDS=1-1011
2586	OG0002586	YMR150C	-processed-gene-20.73-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-20.73&CDS=1-555
2587	OG0002587	YMR156C	-processed-gene-7.38-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-7.38&CDS=1-1017
2588	OG0002588	YMR158W	-processed-gene-5.7-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-5.7&CDS=1-474
2589	OG0002589	YMR161W	-processed-gene-29.78-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-29.78&CDS=1-1017
2590	OG0002590	YMR162C	-processed-gene-23.108-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-23.108&CDS=1-5505
2591	OG0002591	YMR165C	-processed-gene-20.18-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.18&CDS=1-2328
2592	OG0002592	YMR166C	-processed-gene-10.78-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-10.78&CDS=1-984
2593	OG0002593	YMR167W	-processed-gene-14.43-mRNA-1_1&gene=augustus_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-14.43&CDS=1-756
2594	OG0002594	YMR171C	-processed-gene-30.63-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-30.63&CDS=1-1398
2595	OG0002595	YMR176W	-snap-gene-19.48-mRNA-1_1&gene=maker-gi|1002317712|dbj|BCJD01000003.1|-snap-gene-19.48&CDS=1-3999
2596	OG0002596	YMR178W	-processed-gene-9.36-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-9.36&CDS=1-867
2597	OG0002597	YMR185W	-processed-gene-11.29-mRNA-1_1&gene=snap_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-11.29&CDS=1-2730
2598	OG0002598	YMR188C	-processed-gene-11.57-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-11.57&CDS=1-693
2599	OG0002599	YMR189W	-processed-gene-0.43-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-0.43&CDS=1-2982
2600	OG0002600	YMR190C	-processed-gene-24.57-mRNA-1_1&gene=augustus_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-24.57&CDS=1-3231
2601	OG0002601	YMR191W	-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-9.21&CDS=1-1290
2602	OG0002602	YMR193W	-processed-gene-12.22-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-12.22&CDS=1-900
2603	OG0002603	YMR194C-B	-processed-gene-6.90-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-6.90&CDS=1-267
2604	OG0002604	YMR196W	-processed-gene-3.7-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-3.7&CDS=1-3066
2605	OG0002605	YMR197C	-processed-gene-3.15-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-3.15&CDS=1-657
2606	OG0002606	YMR200W	-processed-gene-8.18-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-8.18&CDS=1-735
2607	OG0002607	YMR201C	-processed-gene-10.37-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-10.37&CDS=1-828
2608	OG0002608	YMR203W	-processed-gene-24.147-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-24.147&CDS=1-1119
2609	OG0002609	YMR205C	-processed-gene-6.95-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-6.95&CDS=1-2859
2610	OG0002610	YMR208W	-processed-gene-7.11-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-7.11&CDS=1-1347
2611	OG0002611	YMR210W	-processed-gene-15.77-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-15.77&CDS=1-1440
2612	OG0002612	YMR211W	-processed-gene-22.42-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-22.42&CDS=1-1416
2613	OG0002613	YMR212C	-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-5.39&CDS=1-2550
2614	OG0002614	YMR213W	-processed-gene-4.80-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-4.80&CDS=1-2142
2615	OG0002615	YMR214W	-processed-gene-22.88-mRNA-1_1&gene=augustus_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-22.88&CDS=1-1083
2616	OG0002616	YMR215W	-processed-gene-2.64-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-2.64&CDS=1-1470
2617	OG0002617	YMR216C	-processed-gene-30.72-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-30.72&CDS=1-1473
2618	OG0002618	YMR217W	-processed-gene-7.27-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-7.27&CDS=1-1581
2619	OG0002619	YMR220W	-processed-gene-16.69-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-16.69&CDS=1-1284
2620	OG0002620	YMR221C	-processed-gene-2.29-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-2.29&CDS=1-1638
2621	OG0002621	YMR223W	-processed-gene-6.8-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-6.8&CDS=1-1593
2622	OG0002622	YMR224C	-processed-gene-5.100-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-5.100&CDS=1-2100
2623	OG0002623	YMR225C	-processed-gene-22.82-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-22.82&CDS=1-291
2624	OG0002624	YMR226C	-processed-gene-11.70-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-11.70&CDS=1-804
2625	OG0002625	YMR227C	-processed-gene-2.42-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-2.42&CDS=1-1512
2626	OG0002626	YMR228W	-processed-gene-10.26-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-10.26&CDS=1-1422
2627	OG0002627	YMR229C	-processed-gene-6.118-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-6.118&CDS=1-4722
2628	OG0002628	YMR231W	-processed-gene-2.52-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-2.52&CDS=1-2826
2629	OG0002629	YMR232W	-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-1.82&CDS=1-3051
2630	OG0002630	YMR235C	-processed-gene-2.86-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-2.86&CDS=1-1158
2631	OG0002631	YMR236W	-processed-gene-1.117-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-1.117&CDS=1-546
2632	OG0002632	YMR239C	-processed-gene-16.91-mRNA-1_1&gene=snap_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-16.91&CDS=1-1404
2633	OG0002633	YMR240C	-processed-gene-15.19-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-15.19&CDS=1-1479
2634	OG0002634	YMR241W	-processed-gene-0.28-mRNA-1_1&gene=snap_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-0.28&CDS=1-798
2635	OG0002635	YMR243C	-processed-gene-0.35-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-0.35&CDS=1-1173
2636	OG0002636	YMR244C-A	-processed-gene-24.107-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-24.107&CDS=1-336
2637	OG0002637	YMR244W	-processed-gene-15.41-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-15.41&CDS=1-2142
2638	OG0002638	YMR247C	-processed-gene-1.20-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-1.20&CDS=1-4275
2639	OG0002639	YMR250W	-processed-gene-1.84-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-1.84&CDS=1-1638
2640	OG0002640	YMR256C	-processed-gene-12.15-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-12.15&CDS=1-192
2641	OG0002641	YMR259C	-processed-gene-14.29-mRNA-1_1&gene=snap_masked-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-14.29&CDS=1-4413
2642	OG0002642	YMR260C	-processed-gene-13.36-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-13.36&CDS=1-447
2643	OG0002643	YMR262W	-processed-gene-5.54-mRNA-1_1&gene=snap_masked-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-5.54&CDS=1-957
2644	OG0002644	YMR263W	-processed-gene-11.21-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-11.21&CDS=1-486
2645	OG0002645	YMR264W	-processed-gene-11.20-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-11.20&CDS=1-537
2646	OG0002646	YMR265C	-processed-gene-6.56-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-6.56&CDS=1-1365
2647	OG0002647	YMR266W	-processed-gene-3.21-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-3.21&CDS=1-2745
2648	OG0002648	YMR268C	-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-3.3&CDS=1-3057
2649	OG0002649	YMR269W	-processed-gene-3.129-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-3.129&CDS=1-675
2650	OG0002650	YMR272C	-processed-gene-0.17-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-0.17&CDS=1-1086
2651	OG0002651	YMR274C	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-2.21&CDS=1-867
2652	OG0002652	YMR276W	-processed-gene-25.45-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-25.45&CDS=1-1014
2653	OG0002653	YMR277W	-processed-gene-24.70-mRNA-1_1&gene=augustus_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-24.70&CDS=1-2265
2654	OG0002654	YMR278W	-processed-gene-25.27-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-25.27&CDS=1-1785
2655	OG0002655	YMR280C	-processed-gene-19.78-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-19.78&CDS=1-2727
2656	OG0002656	YMR281W	-processed-gene-0.78-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-0.78&CDS=1-753
2657	OG0002657	YMR283C	-processed-gene-0.98-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-0.98&CDS=1-1284
2658	OG0002658	YMR284W	-processed-gene-9.67-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-9.67&CDS=1-1761
2659	OG0002659	YMR286W	-processed-gene-9.49-mRNA-1_1&gene=augustus_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-9.49&CDS=1-255
2660	OG0002660	YMR287C	-processed-gene-14.11-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-14.11&CDS=1-2784
2661	OG0002661	YMR288W	-processed-gene-3.12-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-3.12&CDS=1-3339
2662	OG0002662	YMR289W	-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-3.26&CDS=1-921
2663	OG0002663	YMR290C	-processed-gene-26.27-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-26.27&CDS=1-1842
2664	OG0002664	YMR292W	-processed-gene-10.0-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-10.0&CDS=1-411
2665	OG0002665	YMR293C	-processed-gene-16.13-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-16.13&CDS=1-1407
2666	OG0002666	YMR296C	-processed-gene-6.28-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-6.28&CDS=1-1635
2667	OG0002667	YMR297W	-processed-gene-30.62-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-30.62&CDS=1-1479
2668	OG0002668	YMR300C	-processed-gene-6.45-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-6.45&CDS=1-1638
2669	OG0002669	YMR301C	-processed-gene-19.60-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-19.60&CDS=1-2214
2670	OG0002670	YMR302C	-processed-gene-4.83-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.83&CDS=1-3285
2671	OG0002671	YMR304W	-processed-gene-6.74-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-6.74&CDS=1-3480
2672	OG0002672	YMR307W	-processed-gene-14.63-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-14.63&CDS=1-1638
2673	OG0002673	YMR308C	-processed-gene-4.109-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-4.109&CDS=1-3288
2674	OG0002674	YMR309C	-processed-gene-10.21-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-10.21&CDS=1-2484
2675	OG0002675	YMR312W	-processed-gene-3.33-mRNA-1_1&gene=snap_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-3.33&CDS=1-660
2676	OG0002676	YMR313C	-processed-gene-7.64-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-7.64&CDS=1-1998
2677	OG0002677	YMR314W	-processed-gene-17.50-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-17.50&CDS=1-894
2678	OG0002678	YMR315W	-processed-gene-24.27-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-24.27&CDS=1-1044
2679	OG0002679	YNL003C	-processed-gene-19.77-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-19.77&CDS=1-846
2680	OG0002680	YNL005C	-processed-gene-18.49-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-18.49&CDS=1-1116
2681	OG0002681	YNL006W	-processed-gene-11.32-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-11.32&CDS=1-1011
2682	OG0002682	YNL007C	-processed-gene-11.18-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-11.18&CDS=1-1104
2683	OG0002683	YNL010W	-processed-gene-20.33-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.33&CDS=1-762
2684	OG0002684	YNL011C	-processed-gene-20.32-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-20.32&CDS=1-1347
2685	OG0002685	YNL014W	-processed-gene-11.37-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-11.37&CDS=1-3168
2686	OG0002686	YNL015W	-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-2.91&CDS=1-219
2687	OG0002687	YNL016W	-processed-gene-12.3-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-12.3&CDS=1-1746
2688	OG0002688	YNL021W	-processed-gene-6.77-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-6.77&CDS=1-2622
2689	OG0002689	YNL022C	-processed-gene-23.23-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-23.23&CDS=1-1521
2690	OG0002690	YNL023C	-processed-gene-24.8-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-24.8&CDS=1-1995
2691	OG0002691	YNL024C	-augustus-gene-24.32-mRNA-1_1&gene=maker-gi|1002317713|dbj|BCJD01000002.1|-augustus-gene-24.32&CDS=1-696
2692	OG0002692	YNL024C-A	-snap-gene-27.2-mRNA-1_1&gene=maker-gi|1002317713|dbj|BCJD01000002.1|-snap-gene-27.2&CDS=1-210
2693	OG0002693	YNL025C	-processed-gene-27.19-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-27.19&CDS=1-840
2694	OG0002694	YNL026W	-processed-gene-12.20-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-12.20&CDS=1-1431
2695	OG0002695	YNL027W	-processed-gene-29.85-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-29.85&CDS=1-1755
2696	OG0002696	YNL032W	-processed-gene-20.76-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-20.76&CDS=1-870
2697	OG0002697	YNL035C	-processed-gene-3.52-mRNA-1_1&gene=snap_masked-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-3.52&CDS=1-1281
2698	OG0002698	YNL036W	-processed-gene-13.43-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-13.43&CDS=1-666
2699	OG0002699	YNL037C	-processed-gene-14.148-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-14.148&CDS=1-1098
2700	OG0002700	YNL038W	-processed-gene-6.122-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-6.122&CDS=1-501
2701	OG0002701	YNL039W	-processed-gene-3.67-mRNA-1_1&gene=snap_masked-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-3.67&CDS=1-1950
2702	OG0002702	YNL040W	-processed-gene-23.106-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-23.106&CDS=1-1245
2703	OG0002703	YNL041C	-processed-gene-7.3-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-7.3&CDS=1-1800
2704	OG0002704	YNL044W	-processed-gene-0.42-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-0.42&CDS=1-531
2705	OG0002705	YNL045W	-processed-gene-0.37-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-0.37&CDS=1-1872
2706	OG0002706	YNL048W	-processed-gene-21.78-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-21.78&CDS=1-1905
2707	OG0002707	YNL049C	-processed-gene-3.78-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-3.78&CDS=1-2820
2708	OG0002708	YNL051W	-processed-gene-3.13-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-3.13&CDS=1-1113
2709	OG0002709	YNL054W	-processed-gene-2.10-mRNA-1_1&gene=snap_masked-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-2.10&CDS=1-2592
2710	OG0002710	YNL056W	-processed-gene-19.28-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-19.28&CDS=1-504
2711	OG0002711	YNL059C	-processed-gene-0.73-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-0.73&CDS=1-2172
2712	OG0002712	YNL061W	-processed-gene-0.85-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-0.85&CDS=1-1842
2713	OG0002713	YNL062C	-processed-gene-0.74-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-0.74&CDS=1-1458
2714	OG0002714	YNL063W	-processed-gene-9.72-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-9.72&CDS=1-909
2715	OG0002715	YNL064C	-processed-gene-1.78-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-1.78&CDS=1-1254
2716	OG0002716	YNL066W	-processed-gene-2.27-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-2.27&CDS=1-1236
2717	OG0002717	YNL070W	-processed-gene-9.14-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-9.14&CDS=1-144
2718	OG0002718	YNL071W	-processed-gene-14.8-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-14.8&CDS=1-1428
2719	OG0002719	YNL072W	-processed-gene-14.7-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-14.7&CDS=1-939
2720	OG0002720	YNL075W	-processed-gene-14.19-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-14.19&CDS=1-849
2721	OG0002721	YNL080C	-processed-gene-29.64-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-29.64&CDS=1-681
2722	OG0002722	YNL081C	-processed-gene-9.86-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-9.86&CDS=1-468
2723	OG0002723	YNL082W	-processed-gene-14.121-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-14.121&CDS=1-2664
2724	OG0002724	YNL083W	-processed-gene-14.120-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-14.120&CDS=1-1653
2725	OG0002725	YNL084C	-processed-gene-3.166-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-3.166&CDS=1-1200
