	OrthologID	Saccharomyces_cerevisiae	Spathaspora_gorwiae
2805	OG0002805	YNL125C	augustus_masked-LQMZ01001282.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001282.1-processed-gene-0.4&CDS=1-1842
2806	OG0002806	YNL126W	augustus_masked-LQMZ01002234.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01002234.1-processed-gene-0.10&CDS=1-2379
2807	OG0002807	YNL127W	snap_masked-LQMZ01000697.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LQMZ01000697.1-processed-gene-0.5&CDS=1-342
2808	OG0002808	YNL128W	augustus_masked-LQMZ01002490.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002490.1-processed-gene-0.2&CDS=1-1050
2809	OG0002809	YNL129W	augustus_masked-LQMZ01001449.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LQMZ01001449.1-processed-gene-0.23&CDS=1-720
2810	OG0002810	YNL131W	genemark-LQMZ01000697.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMZ01000697.1-processed-gene-0.1&CDS=1-450
2811	OG0002811	YNL132W	augustus_masked-LQMZ01001449.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01001449.1-processed-gene-0.18&CDS=1-3138
2812	OG0002812	YNL137C	augustus_masked-LQMZ01002180.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01002180.1-processed-gene-0.3&CDS=1-1371
2813	OG0002813	YNL138W	augustus_masked-LQMZ01000756.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01000756.1-processed-gene-0.1&CDS=1-1629
2814	OG0002814	YNL139C	augustus_masked-LQMZ01000764.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000764.1-processed-gene-0.0&CDS=1-3123
2815	OG0002815	YNL142W	augustus_masked-LQMZ01001074.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01001074.1-processed-gene-0.7&CDS=1-1440
2816	OG0002816	YNL147W	augustus_masked-LQMZ01002473.1-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-LQMZ01002473.1-processed-gene-0.80&CDS=1-906
2817	OG0002817	YNL148C	maker-LQMZ01000909.1-augustus-gene-0.23-mRNA-1_1&gene=maker-LQMZ01000909.1-augustus-gene-0.23&CDS=1-1134
2818	OG0002818	YNL151C	augustus_masked-LQMZ01000909.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01000909.1-processed-gene-0.15&CDS=1-708
2819	OG0002819	YNL152W	snap_masked-LQMZ01000971.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LQMZ01000971.1-processed-gene-0.4&CDS=1-1626
2820	OG0002820	YNL153C	augustus_masked-LQMZ01001592.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMZ01001592.1-processed-gene-0.11&CDS=1-270
2821	OG0002821	YNL155W	genemark-LQMZ01002411.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMZ01002411.1-processed-gene-0.4&CDS=1-846
2822	OG0002822	YNL161W	maker-LQMZ01001262.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LQMZ01001262.1-augustus-gene-0.3&CDS=1-2142
2823	OG0002823	YNL167C	augustus_masked-LQMZ01000766.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01000766.1-processed-gene-0.1&CDS=1-1980
2824	OG0002824	YNL168C	augustus_masked-LQMZ01000800.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQMZ01000800.1-processed-gene-0.25&CDS=1-693
2825	OG0002825	YNL169C	genemark-LQMZ01001783.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMZ01001783.1-processed-gene-0.0&CDS=1-1707
2826	OG0002826	YNL175C	augustus_masked-LQMZ01002193.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01002193.1-processed-gene-0.15&CDS=1-1185
2827	OG0002827	YNL177C	maker-LQMZ01001733.1-snap-gene-0.1-mRNA-1_1&gene=maker-LQMZ01001733.1-snap-gene-0.1&CDS=1-1071
2828	OG0002828	YNL178W	augustus_masked-LQMZ01001516.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001516.1-processed-gene-0.3&CDS=1-657
2829	OG0002829	YNL181W	augustus_masked-LQMZ01000838.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LQMZ01000838.1-processed-gene-0.12&CDS=1-1413
2830	OG0002830	YNL182C	maker-LQMZ01000838.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQMZ01000838.1-augustus-gene-0.0&CDS=1-2193
2831	OG0002831	YNL183C	augustus_masked-LQMZ01001556.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001556.1-processed-gene-0.2&CDS=1-2517
2832	OG0002832	YNL185C	augustus_masked-LQMZ01001556.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001556.1-processed-gene-0.0&CDS=1-429
2833	OG0002833	YNL186W	augustus_masked-LQMZ01000870.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01000870.1-processed-gene-0.4&CDS=1-2361
2834	OG0002834	YNL189W	augustus_masked-LQMZ01001704.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LQMZ01001704.1-processed-gene-0.37&CDS=1-1632
2835	OG0002835	YNL191W	maker-LQMZ01001127.1-snap-gene-0.6-mRNA-1_1&gene=maker-LQMZ01001127.1-snap-gene-0.6&CDS=1-1050
2836	OG0002836	YNL193W	augustus_masked-LQMZ01002521.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01002521.1-processed-gene-0.3&CDS=1-1566
2837	OG0002837	YNL200C	augustus_masked-LQMZ01001439.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001439.1-processed-gene-0.0&CDS=1-753
2838	OG0002838	YNL201C	augustus_masked-LQMZ01001865.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001865.1-processed-gene-0.3&CDS=1-2658
2839	OG0002839	YNL202W	augustus_masked-LQMZ01001865.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01001865.1-processed-gene-0.4&CDS=1-870
2840	OG0002840	YNL206C	augustus_masked-LQMZ01002156.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LQMZ01002156.1-processed-gene-0.26&CDS=1-1395
2841	OG0002841	YNL207W	augustus_masked-LQMZ01002297.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-LQMZ01002297.1-processed-gene-0.78&CDS=1-1302
2842	OG0002842	YNL212W	augustus_masked-LQMZ01001437.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001437.1-processed-gene-0.3&CDS=1-2544
2843	OG0002843	YNL213C	augustus_masked-LQMZ01001991.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001991.1-processed-gene-0.0&CDS=1-528
2844	OG0002844	YNL217W	augustus_masked-LQMZ01002298.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LQMZ01002298.1-processed-gene-0.12&CDS=1-1176
2845	OG0002845	YNL218W	genemark-LQMZ01000014.1-processed-gene-0.37-mRNA-1_1&gene=genemark-LQMZ01000014.1-processed-gene-0.37&CDS=1-4170
2846	OG0002846	YNL219C	augustus_masked-LQMZ01000851.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000851.1-processed-gene-0.0&CDS=1-1662
2847	OG0002847	YNL220W	augustus_masked-LQMZ01001804.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01001804.1-processed-gene-0.6&CDS=1-1296
2848	OG0002848	YNL222W	snap_masked-LQMZ01002177.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-LQMZ01002177.1-processed-gene-0.22&CDS=1-2916
2849	OG0002849	YNL223W	genemark-LQMZ01002177.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMZ01002177.1-processed-gene-0.2&CDS=1-1248
2850	OG0002850	YNL224C	maker-LQMZ01002177.1-snap-gene-0.53-mRNA-1_1&gene=maker-LQMZ01002177.1-snap-gene-0.53&CDS=1-2004
2851	OG0002851	YNL227C	genemark-LQMZ01002177.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQMZ01002177.1-processed-gene-0.1&CDS=1-1734
2852	OG0002852	YNL229C	augustus_masked-LQMZ01002460.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMZ01002460.1-processed-gene-0.9&CDS=1-963
2853	OG0002853	YNL231C	augustus_masked-LQMZ01001833.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01001833.1-processed-gene-0.7&CDS=1-1101
2854	OG0002854	YNL232W	augustus_masked-LQMZ01001833.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMZ01001833.1-processed-gene-0.9&CDS=1-876
2855	OG0002855	YNL233W	augustus_masked-LQMZ01001833.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01001833.1-processed-gene-0.10&CDS=1-3906
2856	OG0002856	YNL234W	augustus_masked-LQMZ01002414.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01002414.1-processed-gene-0.7&CDS=1-1101
2857	OG0002857	YNL236W	augustus_masked-LQMZ01002341.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01002341.1-processed-gene-0.15&CDS=1-2976
2858	OG0002858	YNL237W	augustus_masked-LQMZ01001973.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001973.1-processed-gene-0.1&CDS=1-1308
2859	OG0002859	YNL238W	augustus_masked-LQMZ01001786.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001786.1-processed-gene-0.0&CDS=1-2709
2860	OG0002860	YNL239W	augustus_masked-LQMZ01002211.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-LQMZ01002211.1-processed-gene-0.59&CDS=1-1470
2861	OG0002861	YNL240C	augustus_masked-LQMZ01001973.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001973.1-processed-gene-0.2&CDS=1-1662
2862	OG0002862	YNL241C	genemark-LQMZ01000405.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMZ01000405.1-processed-gene-0.6&CDS=1-1470
2863	OG0002863	YNL242W	genemark-LQMZ01001717.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMZ01001717.1-processed-gene-0.5&CDS=1-5610
2864	OG0002864	YNL243W	augustus_masked-LQMZ01001565.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01001565.1-processed-gene-0.15&CDS=1-1128
2865	OG0002865	YNL244C	maker-LQMZ01000618.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQMZ01000618.1-snap-gene-0.0&CDS=1-285
2866	OG0002866	YNL245C	snap_masked-LQMZ01000618.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-LQMZ01000618.1-processed-gene-0.6&CDS=1-900
2867	OG0002867	YNL246W	augustus_masked-LQMZ01002329.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002329.1-processed-gene-0.2&CDS=1-810
2868	OG0002868	YNL247W	augustus_masked-LQMZ01001014.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01001014.1-processed-gene-0.15&CDS=1-2280
2869	OG0002869	YNL248C	augustus_masked-LQMZ01002456.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01002456.1-processed-gene-0.10&CDS=1-1236
2870	OG0002870	YNL250W	maker-LQMZ01002220.1-augustus-gene-0.17-mRNA-1_1&gene=maker-LQMZ01002220.1-augustus-gene-0.17&CDS=1-3810
2871	OG0002871	YNL251C	genemark-LQMZ01002395.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQMZ01002395.1-processed-gene-0.11&CDS=1-2067
2872	OG0002872	YNL252C	augustus_masked-LQMZ01002395.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002395.1-processed-gene-0.4&CDS=1-852
2873	OG0002873	YNL254C	snap_masked-LQMZ01002395.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LQMZ01002395.1-processed-gene-0.7&CDS=1-1311
2874	OG0002874	YNL256W	augustus_masked-LQMZ01002275.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002275.1-processed-gene-0.1&CDS=1-2364
2875	OG0002875	YNL258C	snap_masked-LQMZ01002221.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LQMZ01002221.1-processed-gene-0.2&CDS=1-2379
2876	OG0002876	YNL259C	snap_masked-LQMZ01002221.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LQMZ01002221.1-processed-gene-0.3&CDS=1-216
2877	OG0002877	YNL260C	augustus_masked-LQMZ01002431.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-LQMZ01002431.1-processed-gene-0.35&CDS=1-447
2878	OG0002878	YNL262W	maker-LQMZ01002431.1-augustus-gene-0.2-mRNA-1_1&gene=maker-LQMZ01002431.1-augustus-gene-0.2&CDS=1-8109
2879	OG0002879	YNL263C	genemark-LQMZ01002431.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQMZ01002431.1-processed-gene-0.27&CDS=1-1029
2880	OG0002880	YNL265C	augustus_masked-LQMZ01002270.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LQMZ01002270.1-processed-gene-0.29&CDS=1-579
2881	OG0002881	YNL271C	augustus_masked-LQMZ01001107.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001107.1-processed-gene-0.2&CDS=1-1185
2882	OG0002882	YNL272C	augustus_masked-LQMZ01001749.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001749.1-processed-gene-0.2&CDS=1-1908
2883	OG0002883	YNL273W	maker-LQMZ01002520.1-snap-gene-0.32-mRNA-1_1&gene=maker-LQMZ01002520.1-snap-gene-0.32&CDS=1-3573
2884	OG0002884	YNL275W	augustus_masked-LQMZ01001801.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001801.1-processed-gene-0.1&CDS=1-1695
2885	OG0002885	YNL277W	snap_masked-LQMZ01000832.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQMZ01000832.1-processed-gene-0.1&CDS=1-1458
2886	OG0002886	YNL279W	augustus_masked-LQMZ01002188.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01002188.1-processed-gene-0.10&CDS=1-1743
2887	OG0002887	YNL280C	augustus_masked-LQMZ01002419.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LQMZ01002419.1-processed-gene-0.26&CDS=1-1329
2888	OG0002888	YNL281W	maker-LQMZ01001004.1-augustus-gene-0.2-mRNA-1_1&gene=maker-LQMZ01001004.1-augustus-gene-0.2&CDS=1-447
2889	OG0002889	YNL284C	augustus_masked-LQMZ01000895.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LQMZ01000895.1-processed-gene-0.12&CDS=1-816
2890	OG0002890	YNL286W	augustus_masked-LQMZ01002439.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-LQMZ01002439.1-processed-gene-0.60&CDS=1-1209
2891	OG0002891	YNL287W	augustus_masked-LQMZ01002481.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01002481.1-processed-gene-0.14&CDS=1-2910
2892	OG0002892	YNL288W	augustus_masked-LQMZ01001482.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01001482.1-processed-gene-0.7&CDS=1-1077
2893	OG0002893	YNL289W	augustus_masked-LQMZ01002520.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002520.1-processed-gene-0.4&CDS=1-921
2894	OG0002894	YNL290W	maker-LQMZ01001425.1-snap-gene-0.9-mRNA-1_1&gene=maker-LQMZ01001425.1-snap-gene-0.9&CDS=1-2544
2895	OG0002895	YNL293W	augustus_masked-LQMZ01002275.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01002275.1-processed-gene-0.3&CDS=1-1740
2896	OG0002896	YNL294C	augustus_masked-LQMZ01002275.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002275.1-processed-gene-0.2&CDS=1-1563
2897	OG0002897	YNL297C	augustus_masked-LQMZ01002445.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01002445.1-processed-gene-0.6&CDS=1-987
2898	OG0002898	YNL305C	augustus_masked-LQMZ01002297.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-LQMZ01002297.1-processed-gene-0.58&CDS=1-780
2899	OG0002899	YNL307C	augustus_masked-LQMZ01000145.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01000145.1-processed-gene-0.7&CDS=1-1149
2900	OG0002900	YNL308C	genemark-LQMZ01001851.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMZ01001851.1-processed-gene-0.10&CDS=1-3180
2901	OG0002901	YNL312W	augustus_masked-LQMZ01002334.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002334.1-processed-gene-0.4&CDS=1-774
2902	OG0002902	YNL313C	genemark-LQMZ01002371.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMZ01002371.1-processed-gene-0.6&CDS=1-2799
2903	OG0002903	YNL315C	maker-LQMZ01002239.1-augustus-gene-0.37-mRNA-1_1&gene=maker-LQMZ01002239.1-augustus-gene-0.37&CDS=1-1515
2904	OG0002904	YNL316C	genemark-LQMZ01001707.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMZ01001707.1-processed-gene-0.14&CDS=1-825
2905	OG0002905	YNL317W	augustus_masked-LQMZ01002251.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-LQMZ01002251.1-processed-gene-0.12&CDS=1-1647
2906	OG0002906	YNL320W	augustus_masked-LQMZ01002400.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002400.1-processed-gene-0.4&CDS=1-855
2907	OG0002907	YNL323W	augustus_masked-LQMZ01000217.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01000217.1-processed-gene-0.18&CDS=1-1329
2908	OG0002908	YNL325C	augustus_masked-LQMZ01001422.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01001422.1-processed-gene-0.21&CDS=1-3597
2909	OG0002909	YNL326C	genemark-LQMZ01001671.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMZ01001671.1-processed-gene-0.0&CDS=1-486
2910	OG0002910	YNL328C	augustus_masked-LQMZ01001162.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001162.1-processed-gene-0.0&CDS=1-423
2911	OG0002911	YNL329C	maker-LQMZ01002203.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LQMZ01002203.1-augustus-gene-0.3&CDS=1-3507
2912	OG0002912	YNL330C	augustus_masked-LQMZ01001607.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01001607.1-processed-gene-0.10&CDS=1-1461
2913	OG0002913	YNR003C	augustus_masked-LQMZ01001493.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01001493.1-processed-gene-0.10&CDS=1-969
2914	OG0002914	YNR007C	augustus_masked-LQMZ01002498.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01002498.1-processed-gene-0.6&CDS=1-936
2915	OG0002915	YNR011C	augustus_masked-LQMZ01000934.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000934.1-processed-gene-0.0&CDS=1-2385
2916	OG0002916	YNR012W	genemark-LQMZ01000934.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01000934.1-processed-gene-0.3&CDS=1-732
2917	OG0002917	YNR015W	augustus_masked-LQMZ01002449.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LQMZ01002449.1-processed-gene-0.26&CDS=1-1269
2918	OG0002918	YNR016C	augustus_masked-LQMZ01001945.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01001945.1-processed-gene-0.15&CDS=1-9120
2919	OG0002919	YNR017W	augustus_masked-LQMZ01002449.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LQMZ01002449.1-processed-gene-0.31&CDS=1-654
2920	OG0002920	YNR020C	augustus_masked-LQMZ01002334.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LQMZ01002334.1-processed-gene-0.16&CDS=1-708
2921	OG0002921	YNR023W	augustus_masked-LQMZ01002334.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01002334.1-processed-gene-0.3&CDS=1-1500
2922	OG0002922	YNR027W	augustus_masked-LQMZ01002434.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LQMZ01002434.1-processed-gene-0.16&CDS=1-927
2923	OG0002923	YNR029C	augustus_masked-LQMZ01000752.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01000752.1-processed-gene-0.21&CDS=1-2622
2924	OG0002924	YNR030W	genemark-LQMZ01000752.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMZ01000752.1-processed-gene-0.7&CDS=1-1800
2925	OG0002925	YNR032C-A	snap_masked-LQMZ01001759.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQMZ01001759.1-processed-gene-0.0&CDS=1-219
2926	OG0002926	YNR033W	genemark-LQMZ01002387.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMZ01002387.1-processed-gene-0.8&CDS=1-2355
2927	OG0002927	YNR036C	augustus_masked-LQMZ01002015.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01002015.1-processed-gene-0.15&CDS=1-546
2928	OG0002928	YNR037C	augustus_masked-LQMZ01001126.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LQMZ01001126.1-processed-gene-0.17&CDS=1-270
2929	OG0002929	YNR038W	maker-LQMZ01001126.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01001126.1-augustus-gene-0.1&CDS=1-1836
2930	OG0002930	YNR039C	augustus_masked-LQMZ01001759.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LQMZ01001759.1-processed-gene-0.30&CDS=1-1998
2931	OG0002931	YNR040W	augustus_masked-LQMZ01002485.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-LQMZ01002485.1-processed-gene-0.65&CDS=1-1134
2932	OG0002932	YNR041C	augustus_masked-LQMZ01000750.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMZ01000750.1-processed-gene-0.11&CDS=1-3525
2933	OG0002933	YNR046W	augustus_masked-LQMZ01001585.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001585.1-processed-gene-0.5&CDS=1-390
2934	OG0002934	YNR050C	augustus_masked-LQMZ01000827.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01000827.1-processed-gene-0.7&CDS=1-1335
2935	OG0002935	YNR051C	maker-LQMZ01002360.1-snap-gene-0.0-mRNA-1_1&gene=maker-LQMZ01002360.1-snap-gene-0.0&CDS=1-1326
2936	OG0002936	YNR053C	maker-LQMZ01002360.1-augustus-gene-0.5-mRNA-1_1&gene=maker-LQMZ01002360.1-augustus-gene-0.5&CDS=1-1590
2937	OG0002937	YNR054C	augustus_masked-LQMZ01001561.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001561.1-processed-gene-0.3&CDS=1-975
2938	OG0002938	YNR055C	augustus_masked-LQMZ01002007.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01002007.1-processed-gene-0.5&CDS=1-1689
2939	OG0002939	YOL001W	augustus_masked-LQMZ01000876.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000876.1-processed-gene-0.2&CDS=1-1548
2940	OG0002940	YOL002C	augustus_masked-LQMZ01001511.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001511.1-processed-gene-0.0&CDS=1-1017
2941	OG0002941	YOL004W	maker-LQMZ01002498.1-augustus-gene-0.5-mRNA-1_1&gene=maker-LQMZ01002498.1-augustus-gene-0.5&CDS=1-4392
2942	OG0002942	YOL005C	maker-LQMZ01002498.1-augustus-gene-0.4-mRNA-1_1&gene=maker-LQMZ01002498.1-augustus-gene-0.4&CDS=1-366
2943	OG0002943	YOL006C	augustus_masked-LQMZ01001521.1-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LQMZ01001521.1-processed-gene-0.11&CDS=1-2388
2944	OG0002944	YOL008W	augustus_masked-LQMZ01001282.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001282.1-processed-gene-0.5&CDS=1-591
2945	OG0002945	YOL010W	augustus_masked-LQMZ01000970.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-LQMZ01000970.1-processed-gene-0.43&CDS=1-1110
2946	OG0002946	YOL012C	augustus_masked-LQMZ01001876.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001876.1-processed-gene-0.1&CDS=1-393
2947	OG0002947	YOL013C	augustus_masked-LQMZ01002297.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-LQMZ01002297.1-processed-gene-0.57&CDS=1-1839
2948	OG0002948	YOL016C	maker-LQMZ01002449.1-snap-gene-0.37-mRNA-1_1&gene=maker-LQMZ01002449.1-snap-gene-0.37&CDS=1-1482
2949	OG0002949	YOL018C	genemark-LQMZ01001429.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMZ01001429.1-processed-gene-0.3&CDS=1-783
2950	OG0002950	YOL021C	augustus_masked-LQMZ01001968.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001968.1-processed-gene-0.2&CDS=1-3000
2951	OG0002951	YOL022C	genemark-LQMZ01002352.1-processed-gene-0.37-mRNA-1_1&gene=genemark-LQMZ01002352.1-processed-gene-0.37&CDS=1-1308
2952	OG0002952	YOL023W	augustus_masked-LQMZ01002352.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQMZ01002352.1-processed-gene-0.22&CDS=1-4362
2953	OG0002953	YOL026C	augustus_masked-LQMZ01001666.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01001666.1-processed-gene-0.5&CDS=1-555
2954	OG0002954	YOL027C	genemark-LQMZ01001950.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMZ01001950.1-processed-gene-0.2&CDS=1-1566
2955	OG0002955	YOL030W	augustus_masked-LQMZ01001011.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQMZ01001011.1-processed-gene-0.19&CDS=1-1338
2956	OG0002956	YOL031C	augustus_masked-LQMZ01002217.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LQMZ01002217.1-processed-gene-0.31&CDS=1-1239
2957	OG0002957	YOL032W	genemark-LQMZ01002217.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQMZ01002217.1-processed-gene-0.47&CDS=1-612
2958	OG0002958	YOL033W	augustus_masked-LQMZ01002177.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-LQMZ01002177.1-processed-gene-0.38&CDS=1-1575
2959	OG0002959	YOL034W	augustus_masked-LQMZ01002177.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LQMZ01002177.1-processed-gene-0.47&CDS=1-3240
