	OrthologID	Dekkera_bruxellensis	Saccharomyces_cerevisiae
2589	OG0002589	genemark-scaffold_4-processed-gene-6.145-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.145&CDS=1-3699	YKL129C
2590	OG0002590	genemark-scaffold_4-processed-gene-6.146-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-6.146&CDS=1-558	YDL046W
2591	OG0002591	genemark-scaffold_4-processed-gene-7.85-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.85&CDS=1-1311	YGR254W
2592	OG0002592	genemark-scaffold_4-processed-gene-7.86-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.86&CDS=1-2892	YOR160W
2593	OG0002593	augustus_masked-scaffold_4-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.47&CDS=1-264	YOR159C
2594	OG0002594	genemark-scaffold_4-processed-gene-7.106-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.106&CDS=1-645	YJL030W
2595	OG0002595	maker-scaffold_4-augustus-gene-7.39-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-7.39&CDS=1-1158	YJL031C
2596	OG0002596	genemark-scaffold_4-processed-gene-7.107-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.107&CDS=1-1017	YJL006C
2597	OG0002597	genemark-scaffold_4-processed-gene-7.88-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.88&CDS=1-1317	YDL007W
2598	OG0002598	genemark-scaffold_4-processed-gene-7.89-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.89&CDS=1-1269	YDL006W
2599	OG0002599	genemark-scaffold_4-processed-gene-7.90-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.90&CDS=1-1929	YKL148C
2600	OG0002600	genemark-scaffold_4-processed-gene-7.91-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.91&CDS=1-567	YKL144C
2601	OG0002601	genemark-scaffold_4-processed-gene-7.108-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.108&CDS=1-1389	YKL145W
2602	OG0002602	genemark-scaffold_4-processed-gene-7.110-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.110&CDS=1-4254	YDR496C
2603	OG0002603	genemark-scaffold_4-processed-gene-7.95-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.95&CDS=1-1275	YKL149C
2604	OG0002604	snap_masked-scaffold_4-processed-gene-7.27-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.27&CDS=1-2127	YOR035C
2605	OG0002605	genemark-scaffold_4-processed-gene-7.97-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.97&CDS=1-1359	YMR034C
2606	OG0002606	genemark-scaffold_4-processed-gene-7.112-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.112&CDS=1-1332	YOR308C
2607	OG0002607	augustus_masked-scaffold_4-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.76&CDS=1-1161	YOR305W
2608	OG0002608	genemark-scaffold_4-processed-gene-7.99-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.99&CDS=1-1377	YMR240C
2609	OG0002609	augustus_masked-scaffold_4-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.62&CDS=1-1611	YMR239C
2610	OG0002610	augustus_masked-scaffold_4-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.64&CDS=1-333	YBR091C
2611	OG0002611	genemark-scaffold_4-processed-gene-7.118-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.118&CDS=1-1242	YKL004W
2612	OG0002612	genemark-scaffold_4-processed-gene-7.103-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.103&CDS=1-684	YBR035C
2613	OG0002613	genemark-scaffold_4-processed-gene-7.121-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.121&CDS=1-1110	YCL016C
2614	OG0002614	genemark-scaffold_4-processed-gene-7.122-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.122&CDS=1-978	YLR372W
2615	OG0002615	genemark-scaffold_4-processed-gene-7.105-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-7.105&CDS=1-672	YBR096W
2616	OG0002616	maker-scaffold_4-augustus-gene-8.72-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-8.72&CDS=1-714	YJL054W
2617	OG0002617	genemark-scaffold_4-processed-gene-8.145-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.145&CDS=1-960	YNL229C
2618	OG0002618	genemark-scaffold_4-processed-gene-8.142-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.142&CDS=1-651	YLR126C
2619	OG0002619	snap_masked-scaffold_4-processed-gene-8.4-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.4&CDS=1-831	YMR043W
2620	OG0002620	genemark-scaffold_4-processed-gene-8.143-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.143&CDS=1-1515	YMR044W
2621	OG0002621	genemark-scaffold_4-processed-gene-8.173-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.173&CDS=1-2490	YOR353C
2622	OG0002622	genemark-scaffold_4-processed-gene-8.174-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.174&CDS=1-1581	YJL014W
2623	OG0002623	genemark-scaffold_4-processed-gene-8.150-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.150&CDS=1-1755	YBR030W
2624	OG0002624	genemark-scaffold_4-processed-gene-8.151-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.151&CDS=1-1830	YKR016W
2625	OG0002625	genemark-scaffold_4-processed-gene-8.152-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.152&CDS=1-1482	YJL081C
2626	OG0002626	genemark-scaffold_4-processed-gene-8.153-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.153&CDS=1-792	YJR056C
2627	OG0002627	maker-scaffold_4-snap-gene-8.83-mRNA-1_1&gene=maker-scaffold_4-snap-gene-8.83&CDS=1-2592	YPR055W
2628	OG0002628	genemark-scaffold_4-processed-gene-8.155-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.155&CDS=1-1299	YJR125C
2629	OG0002629	maker-scaffold_4-augustus-gene-8.71-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-8.71&CDS=1-3378	YML077W
2630	OG0002630	genemark-scaffold_4-processed-gene-8.183-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.183&CDS=1-1035	YLR447C
2631	OG0002631	genemark-scaffold_4-processed-gene-8.186-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.186&CDS=1-1113	YJR129C
2632	OG0002632	maker-scaffold_4-augustus-gene-8.74-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-8.74&CDS=1-1059	YIR029W
2633	OG0002633	maker-scaffold_4-snap-gene-8.85-mRNA-1_1&gene=maker-scaffold_4-snap-gene-8.85&CDS=1-981	YGR127W
2634	OG0002634	genemark-scaffold_4-processed-gene-8.189-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.189&CDS=1-1398	YGR227W
2635	OG0002635	maker-scaffold_4-snap-gene-8.87-mRNA-1_1&gene=maker-scaffold_4-snap-gene-8.87&CDS=1-8832	YHR165C
2636	OG0002636	genemark-scaffold_4-processed-gene-8.158-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.158&CDS=1-870	YOR344C
2637	OG0002637	genemark-scaffold_4-processed-gene-8.193-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.193&CDS=1-2379	YNL256W
2638	OG0002638	genemark-scaffold_4-processed-gene-8.161-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.161&CDS=1-1422	YGR255C
2639	OG0002639	genemark-scaffold_4-processed-gene-8.162-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.162&CDS=1-1143	YDL168W
2640	OG0002640	genemark-scaffold_4-processed-gene-8.195-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.195&CDS=1-837	YMR126C
2641	OG0002641	genemark-scaffold_4-processed-gene-8.163-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.163&CDS=1-357	YMR059W
2642	OG0002642	genemark-scaffold_4-processed-gene-8.196-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.196&CDS=1-903	YMR060C
2643	OG0002643	genemark-scaffold_4-processed-gene-8.165-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.165&CDS=1-2022	YMR061W
2644	OG0002644	genemark-scaffold_4-processed-gene-8.197-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.197&CDS=1-4131	YGR061C
2645	OG0002645	genemark-scaffold_4-processed-gene-8.166-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.166&CDS=1-1773	YGR252W
2646	OG0002646	genemark-scaffold_4-processed-gene-8.198-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.198&CDS=1-795	YGR253C
2647	OG0002647	snap_masked-scaffold_4-processed-gene-8.23-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.23&CDS=1-909	YMR101C
2648	OG0002648	maker-scaffold_4-snap-gene-8.80-mRNA-1_1&gene=maker-scaffold_4-snap-gene-8.80&CDS=1-3507	YDR142C
2649	OG0002649	snap_masked-scaffold_4-processed-gene-8.67-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.67&CDS=1-426	YDR100W
2650	OG0002650	genemark-scaffold_4-processed-gene-8.201-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.201&CDS=1-837	YER177W
2651	OG0002651	genemark-scaffold_4-processed-gene-8.202-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-8.202&CDS=1-1698	YDR101C
2652	OG0002652	augustus_masked-scaffold_43-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_43-processed-gene-0.1&CDS=1-225	YDR449C
2653	OG0002653	genemark-scaffold_43-processed-gene-0.4-mRNA-1_1&gene=genemark-scaffold_43-processed-gene-0.4&CDS=1-1305	YDR448W
2654	OG0002654	genemark-scaffold_46-processed-gene-0.0-mRNA-1_1&gene=genemark-scaffold_46-processed-gene-0.0&CDS=1-573	YOL114C
2655	OG0002655	augustus_masked-scaffold_5-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.45&CDS=1-1821	YPR140W
2656	OG0002656	genemark-scaffold_5-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.90&CDS=1-2097	YPR141C
2657	OG0002657	genemark-scaffold_5-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.91&CDS=1-681	YLR051C
2658	OG0002658	genemark-scaffold_5-processed-gene-0.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.92&CDS=1-2694	YLL013C
2659	OG0002659	snap_masked-scaffold_5-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.28&CDS=1-1197	YGR223C
2660	OG0002660	snap_masked-scaffold_5-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-0.13&CDS=1-5073	YCR081W
2661	OG0002661	genemark-scaffold_5-processed-gene-0.95-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.95&CDS=1-621	YFL005W
2662	OG0002662	genemark-scaffold_5-processed-gene-0.81-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.81&CDS=1-1773	YLR060W
2663	OG0002663	maker-scaffold_5-snap-gene-0.2-mRNA-1_1&gene=maker-scaffold_5-snap-gene-0.2&CDS=1-3330	YFL034W
2664	OG0002664	genemark-scaffold_5-processed-gene-0.98-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.98&CDS=1-945	YOL031C
2665	OG0002665	genemark-scaffold_5-processed-gene-0.99-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.99&CDS=1-1902	YNR006W
2666	OG0002666	maker-scaffold_5-snap-gene-0.3-mRNA-1_1&gene=maker-scaffold_5-snap-gene-0.3&CDS=1-2376	YJL093C
2667	OG0002667	augustus_masked-scaffold_5-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.53&CDS=1-8349	YOL075C
2668	OG0002668	genemark-scaffold_5-processed-gene-0.105-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.105&CDS=1-1149	YER016W
2669	OG0002669	genemark-scaffold_5-processed-gene-0.86-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-0.86&CDS=1-1410	YOR123C
2670	OG0002670	augustus_masked-scaffold_5-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.55&CDS=1-378	YOR122C
2671	OG0002671	genemark-scaffold_5-processed-gene-1.79-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.79&CDS=1-1083	YDR372C
2672	OG0002672	genemark-scaffold_5-processed-gene-1.80-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.80&CDS=1-3936	YOR124C
2673	OG0002673	genemark-scaffold_5-processed-gene-1.78-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.78&CDS=1-1545	YDR375C
2674	OG0002674	genemark-scaffold_5-processed-gene-1.81-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.81&CDS=1-2259	YOR140W
2675	OG0002675	genemark-scaffold_5-processed-gene-1.96-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.96&CDS=1-1368	YDR367W
2676	OG0002676	genemark-scaffold_5-processed-gene-1.82-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.82&CDS=1-1524	YOR119C
2677	OG0002677	genemark-scaffold_5-processed-gene-1.97-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.97&CDS=1-1824	YOR118W
2678	OG0002678	augustus_masked-scaffold_5-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.48&CDS=1-3795	YHR111W
2679	OG0002679	genemark-scaffold_5-processed-gene-1.98-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.98&CDS=1-1791	YDR362C
2680	OG0002680	genemark-scaffold_5-processed-gene-1.99-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.99&CDS=1-1128	YHR112C
2681	OG0002681	genemark-scaffold_5-processed-gene-1.86-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.86&CDS=1-2823	YML093W
2682	OG0002682	genemark-scaffold_5-processed-gene-1.100-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.100&CDS=1-327	YDR382W
2683	OG0002683	genemark-scaffold_5-processed-gene-1.88-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.88&CDS=1-900	YOR130C
2684	OG0002684	genemark-scaffold_5-processed-gene-1.89-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.89&CDS=1-330	YDR381C-A
2685	OG0002685	genemark-scaffold_5-processed-gene-1.102-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.102&CDS=1-825	YDR381W
2686	OG0002686	genemark-scaffold_5-processed-gene-1.91-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.91&CDS=1-3297	YDR060W
2687	OG0002687	genemark-scaffold_5-processed-gene-1.105-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.105&CDS=1-2700	YBR083W
2688	OG0002688	snap_masked-scaffold_5-processed-gene-1.17-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.17&CDS=1-4797	YPR184W
2689	OG0002689	genemark-scaffold_5-processed-gene-1.94-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.94&CDS=1-720	YPL129W
2690	OG0002690	genemark-scaffold_5-processed-gene-1.108-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.108&CDS=1-1266	YOR212W
2691	OG0002691	genemark-scaffold_5-processed-gene-1.109-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.109&CDS=1-3393	YMR288W
2692	OG0002692	genemark-scaffold_5-processed-gene-1.95-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.95&CDS=1-1209	YMR200W
2693	OG0002693	genemark-scaffold_5-processed-gene-1.110-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.110&CDS=1-1362	YML126C
2694	OG0002694	genemark-scaffold_5-processed-gene-1.113-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-1.113&CDS=1-2451	YGR261C
2695	OG0002695	genemark-scaffold_5-processed-gene-2.37-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.37&CDS=1-1215	YGR202C
2696	OG0002696	genemark-scaffold_5-processed-gene-2.38-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.38&CDS=1-453	YGR203W
2697	OG0002697	genemark-scaffold_5-processed-gene-2.42-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.42&CDS=1-3414	YGR258C
2698	OG0002698	genemark-scaffold_5-processed-gene-2.41-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.41&CDS=1-924	YHR187W
2699	OG0002699	augustus_masked-scaffold_5-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.7&CDS=1-1257	YLL006W
2700	OG0002700	genemark-scaffold_5-processed-gene-2.61-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.61&CDS=1-2160	YJL012C
2701	OG0002701	genemark-scaffold_5-processed-gene-2.62-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.62&CDS=1-828	YPL196W
2702	OG0002702	maker-scaffold_5-snap-gene-2.77-mRNA-1_1&gene=maker-scaffold_5-snap-gene-2.77&CDS=1-5223	YGL078C
2703	OG0002703	snap_masked-scaffold_5-processed-gene-2.100-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.100&CDS=1-276	YOR104W
2704	OG0002704	genemark-scaffold_5-processed-gene-2.65-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.65&CDS=1-2928	YGR187C
2705	OG0002705	augustus_masked-scaffold_5-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.13&CDS=1-2982	YHR067W
2706	OG0002706	snap_masked-scaffold_5-processed-gene-2.125-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.125&CDS=1-4986	YDR301W
2707	OG0002707	genemark-scaffold_5-processed-gene-2.70-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.70&CDS=1-276	YFR049W
2708	OG0002708	genemark-scaffold_5-processed-gene-2.53-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.53&CDS=1-825	YFR050C
2709	OG0002709	genemark-scaffold_5-processed-gene-2.71-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.71&CDS=1-1173	YGL248W
2710	OG0002710	snap_masked-scaffold_5-processed-gene-2.128-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.128&CDS=1-1284	YMR208W
2711	OG0002711	genemark-scaffold_5-processed-gene-2.57-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.57&CDS=1-1374	YOR272W
2712	OG0002712	genemark-scaffold_5-processed-gene-2.73-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.73&CDS=1-1584	YMR217W
2713	OG0002713	genemark-scaffold_5-processed-gene-2.58-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-2.58&CDS=1-618	YJR057W
2714	OG0002714	maker-scaffold_5-augustus-gene-2.89-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-2.89&CDS=1-2130	YNL097C
2715	OG0002715	maker-scaffold_5-augustus-gene-2.86-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-2.86&CDS=1-1296	YJR076C
2716	OG0002716	maker-scaffold_5-augustus-gene-2.87-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-2.87&CDS=1-627	YJR073C
2717	OG0002717	genemark-scaffold_5-processed-gene-3.74-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.74&CDS=1-1485	YFL022C
2718	OG0002718	genemark-scaffold_5-processed-gene-3.76-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.76&CDS=1-2043	YDR479C
2719	OG0002719	genemark-scaffold_5-processed-gene-3.79-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.79&CDS=1-1716	YOR027W
2720	OG0002720	genemark-scaffold_5-processed-gene-3.63-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.63&CDS=1-1665	YDR257C
2721	OG0002721	genemark-scaffold_5-processed-gene-3.83-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.83&CDS=1-3558	YGR233C
2722	OG0002722	genemark-scaffold_5-processed-gene-3.85-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.85&CDS=1-1173	YOR025W
2723	OG0002723	genemark-scaffold_5-processed-gene-3.65-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.65&CDS=1-1818	YDR091C
2724	OG0002724	genemark-scaffold_5-processed-gene-3.66-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.66&CDS=1-1725	YLL018C
2725	OG0002725	genemark-scaffold_5-processed-gene-3.67-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.67&CDS=1-2409	YML035C
2726	OG0002726	genemark-scaffold_5-processed-gene-3.87-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.87&CDS=1-582	YML036W
2727	OG0002727	genemark-scaffold_5-processed-gene-3.88-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.88&CDS=1-447	YDR462W
2728	OG0002728	genemark-scaffold_5-processed-gene-3.89-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.89&CDS=1-1044	YCR019W
2729	OG0002729	genemark-scaffold_5-processed-gene-3.90-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.90&CDS=1-1599	YOR216C
2730	OG0002730	genemark-scaffold_5-processed-gene-3.71-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.71&CDS=1-1233	YLR459W
2731	OG0002731	genemark-scaffold_5-processed-gene-3.91-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.91&CDS=1-2040	YPR179C
2732	OG0002732	genemark-scaffold_5-processed-gene-3.73-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.73&CDS=1-984	YPR180W
2733	OG0002733	genemark-scaffold_5-processed-gene-3.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-3.92&CDS=1-1314	YPR178W
2734	OG0002734	genemark-scaffold_5-processed-gene-4.32-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.32&CDS=1-984	YER065C
2735	OG0002735	genemark-scaffold_5-processed-gene-4.33-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.33&CDS=1-2703	YMR066W
2736	OG0002736	genemark-scaffold_5-processed-gene-4.34-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.34&CDS=1-3417	YPL226W
2737	OG0002737	augustus_masked-scaffold_5-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.7&CDS=1-2586	YJL062W
2738	OG0002738	genemark-scaffold_5-processed-gene-4.35-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.35&CDS=1-342	YBR269C
2739	OG0002739	genemark-scaffold_5-processed-gene-4.37-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.37&CDS=1-2256	YJL061W
2740	OG0002740	genemark-scaffold_5-processed-gene-4.56-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.56&CDS=1-5268	YML099C
2741	OG0002741	genemark-scaffold_5-processed-gene-4.57-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.57&CDS=1-411	YML098W
2742	OG0002742	snap_masked-scaffold_5-processed-gene-4.101-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.101&CDS=1-2535	YGL083W
2743	OG0002743	genemark-scaffold_5-processed-gene-4.39-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.39&CDS=1-858	YER053C
2744	OG0002744	genemark-scaffold_5-processed-gene-4.40-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.40&CDS=1-597	YOR215C
2745	OG0002745	augustus_masked-scaffold_5-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.24&CDS=1-699	YPR143W
2746	OG0002746	genemark-scaffold_5-processed-gene-4.41-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.41&CDS=1-828	YEL009C
2747	OG0002747	augustus_masked-scaffold_5-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.13&CDS=1-2553	YOR278W
2748	OG0002748	genemark-scaffold_5-processed-gene-4.61-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.61&CDS=1-3435	YMR218C
2749	OG0002749	genemark-scaffold_5-processed-gene-4.62-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.62&CDS=1-330	YKL160W
2750	OG0002750	genemark-scaffold_5-processed-gene-4.46-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.46&CDS=1-1134	YHR052W
2751	OG0002751	genemark-scaffold_5-processed-gene-4.49-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.49&CDS=1-678	YIL016W
2752	OG0002752	genemark-scaffold_5-processed-gene-4.50-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.50&CDS=1-1344	YMR014W
2753	OG0002753	genemark-scaffold_5-processed-gene-4.52-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.52&CDS=1-1647	YER168C
2754	OG0002754	genemark-scaffold_5-processed-gene-4.65-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.65&CDS=1-507	YKL056C
2755	OG0002755	genemark-scaffold_5-processed-gene-4.66-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.66&CDS=1-753	YKL055C
2756	OG0002756	genemark-scaffold_5-processed-gene-4.67-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.67&CDS=1-1410	YOL125W
2757	OG0002757	augustus_masked-scaffold_5-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.30&CDS=1-1212	YLR340W
2758	OG0002758	genemark-scaffold_5-processed-gene-4.70-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.70&CDS=1-2700	YLR336C
2759	OG0002759	genemark-scaffold_5-processed-gene-4.54-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-4.54&CDS=1-1077	YGR028W
