	OrthologID	Candida_parapsilosis	Saccharomyces_cerevisiae
2954	OG0002954	snap_masked-Contig006372-processed-gene-1.80-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.80&CDS=1-5241	YGR184C
2955	OG0002955	maker-Contig006372-augustus-gene-1.55-mRNA-1_1&gene=maker-Contig006372-augustus-gene-1.55&CDS=1-5535	YLR024C
2956	OG0002956	snap_masked-Contig006372-processed-gene-1.81-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.81&CDS=1-321	YLL014W
2957	OG0002957	augustus_masked-Contig006372-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-1.126&CDS=1-1872	YCR088W
2958	OG0002958	augustus_masked-Contig006372-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-1.151&CDS=1-1470	YGR189C
2959	OG0002959	snap_masked-Contig006372-processed-gene-1.83-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-1.83&CDS=1-1269	YMR171C
2960	OG0002960	snap_masked-Contig006372-processed-gene-2.36-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.36&CDS=1-888	YCL009C
2961	OG0002961	augustus_masked-Contig006372-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-2.4&CDS=1-1704	YBR200W
2962	OG0002962	snap_masked-Contig006372-processed-gene-2.41-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.41&CDS=1-903	YGR060W
2963	OG0002963	snap_masked-Contig006372-processed-gene-2.43-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.43&CDS=1-801	YMR226C
2964	OG0002964	snap_masked-Contig006372-processed-gene-2.58-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.58&CDS=1-1086	YGL211W
2965	OG0002965	augustus_masked-Contig006372-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-2.24&CDS=1-4389	YMR309C
2966	OG0002966	snap_masked-Contig006372-processed-gene-2.44-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.44&CDS=1-1296	YLR195C
2967	OG0002967	snap_masked-Contig006372-processed-gene-2.45-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.45&CDS=1-1656	YLR196W
2968	OG0002968	augustus_masked-Contig006372-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-2.25&CDS=1-3675	YOR303W
2969	OG0002969	augustus_masked-Contig006372-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-2.10&CDS=1-786	YMR312W
2970	OG0002970	snap_masked-Contig006372-processed-gene-2.63-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.63&CDS=1-1782	YMR313C
2971	OG0002971	snap_masked-Contig006372-processed-gene-2.66-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.66&CDS=1-1083	YMR166C
2972	OG0002972	snap_masked-Contig006372-processed-gene-2.46-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.46&CDS=1-1275	YDL104C
2973	OG0002973	snap_masked-Contig006372-processed-gene-2.67-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.67&CDS=1-1149	YDL105W
2974	OG0002974	snap_masked-Contig006372-processed-gene-2.47-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.47&CDS=1-2250	YMR167W
2975	OG0002975	snap_masked-Contig006372-processed-gene-2.48-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.48&CDS=1-3759	YJR014W
2976	OG0002976	maker-Contig006372-augustus-gene-2.77-mRNA-1_1&gene=maker-Contig006372-augustus-gene-2.77&CDS=1-1620	YBR095C
2977	OG0002977	snap_masked-Contig006372-processed-gene-2.69-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.69&CDS=1-777	YBR088C
2978	OG0002978	augustus_masked-Contig006372-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-2.32&CDS=1-531	YPR051W
2979	OG0002979	snap_masked-Contig006372-processed-gene-2.52-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.52&CDS=1-1077	YKL060C
2980	OG0002980	snap_masked-Contig006372-processed-gene-2.71-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.71&CDS=1-321	YBR091C
2981	OG0002981	snap_masked-Contig006372-processed-gene-2.53-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.53&CDS=1-2103	YBR094W
2982	OG0002982	augustus_masked-Contig006372-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-2.18&CDS=1-2091	YKL054C
2983	OG0002983	augustus_masked-Contig006372-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-2.19&CDS=1-3462	YPR049C
2984	OG0002984	snap_masked-Contig006372-processed-gene-2.74-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.74&CDS=1-1908	YML042W
2985	OG0002985	snap_masked-Contig006372-processed-gene-2.75-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-2.75&CDS=1-234	YDR379C-A
2986	OG0002986	augustus_masked-Contig006372-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-3.79&CDS=1-267	YKL053C-A
2987	OG0002987	maker-Contig006372-augustus-gene-3.70-mRNA-1_1&gene=maker-Contig006372-augustus-gene-3.70&CDS=1-1608	YJR107W
2988	OG0002988	snap_masked-Contig006372-processed-gene-3.6-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.6&CDS=1-1488	YDR376W
2989	OG0002989	snap_masked-Contig006372-processed-gene-3.10-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.10&CDS=1-2688	YOR211C
2990	OG0002990	snap_masked-Contig006372-processed-gene-3.24-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.24&CDS=1-2544	YPL126W
2991	OG0002991	snap_masked-Contig006372-processed-gene-3.11-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.11&CDS=1-216	YOR210W
2992	OG0002992	snap_masked-Contig006372-processed-gene-3.29-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.29&CDS=1-924	YGR282C
2993	OG0002993	snap_masked-Contig006372-processed-gene-3.14-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.14&CDS=1-861	YPL117C
2994	OG0002994	snap_masked-Contig006372-processed-gene-3.15-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.15&CDS=1-1239	YOR196C
2995	OG0002995	snap_masked-Contig006372-processed-gene-3.16-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.16&CDS=1-2175	YPL116W
2996	OG0002996	snap_masked-Contig006372-processed-gene-3.17-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.17&CDS=1-3357	YPL115C
2997	OG0002997	augustus_masked-Contig006372-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-3.108&CDS=1-852	YOR194C
2998	OG0002998	snap_masked-Contig006372-processed-gene-3.32-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.32&CDS=1-2628	YBR179C
2999	OG0002999	snap_masked-Contig006372-processed-gene-3.18-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.18&CDS=1-639	YIR032C
3000	OG0003000	snap_masked-Contig006372-processed-gene-3.33-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.33&CDS=1-831	YFR043C
3001	OG0003001	snap_masked-Contig006372-processed-gene-3.19-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.19&CDS=1-2781	YGL233W
3002	OG0003002	snap_masked-Contig006372-processed-gene-3.20-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-3.20&CDS=1-822	YPL132W
3003	OG0003003	snap_masked-Contig006372-processed-gene-4.2-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.2&CDS=1-297	YCL057C-A
3004	OG0003004	snap_masked-Contig006372-processed-gene-4.6-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.6&CDS=1-1119	YKR038C
3005	OG0003005	snap_masked-Contig006372-processed-gene-4.7-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.7&CDS=1-333	YGL030W
3006	OG0003006	snap_masked-Contig006372-processed-gene-4.9-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.9&CDS=1-4257	YGL179C
3007	OG0003007	snap_masked-Contig006372-processed-gene-4.11-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.11&CDS=1-1659	YER007W
3008	OG0003008	snap_masked-Contig006372-processed-gene-4.27-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.27&CDS=1-594	YER007C-A
3009	OG0003009	snap_masked-Contig006372-processed-gene-4.28-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.28&CDS=1-3144	YIR002C
3010	OG0003010	snap_masked-Contig006372-processed-gene-4.29-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.29&CDS=1-1560	YER006W
3011	OG0003011	snap_masked-Contig006372-processed-gene-4.31-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.31&CDS=1-2061	YER005W
3012	OG0003012	augustus_masked-Contig006372-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-4.76&CDS=1-3891	YAL001C
3013	OG0003013	snap_masked-Contig006372-processed-gene-4.13-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.13&CDS=1-756	YGR001C
3014	OG0003014	maker-Contig006372-snap-gene-4.141-mRNA-1_1&gene=maker-Contig006372-snap-gene-4.141&CDS=1-648	YAL003W
3015	OG0003015	snap_masked-Contig006372-processed-gene-4.15-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.15&CDS=1-1689	YAL058W
3016	OG0003016	maker-Contig006372-snap-gene-4.143-mRNA-1_1&gene=maker-Contig006372-snap-gene-4.143&CDS=1-1299	YNL103W
3017	OG0003017	snap_masked-Contig006372-processed-gene-4.19-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.19&CDS=1-3537	YBR218C
3018	OG0003018	snap_masked-Contig006372-processed-gene-4.20-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.20&CDS=1-633	YGL127C
3019	OG0003019	snap_masked-Contig006372-processed-gene-4.22-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.22&CDS=1-984	YGL126W
3020	OG0003020	snap_masked-Contig006372-processed-gene-4.43-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.43&CDS=1-1320	YLR303W
3021	OG0003021	snap_masked-Contig006372-processed-gene-4.24-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.24&CDS=1-1032	YPL034W
3022	OG0003022	maker-Contig006372-snap-gene-4.144-mRNA-1_1&gene=maker-Contig006372-snap-gene-4.144&CDS=1-1302	YDL084W
3023	OG0003023	snap_masked-Contig006372-processed-gene-4.45-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-4.45&CDS=1-816	YER023W
3024	OG0003024	snap_masked-Contig006372-processed-gene-5.97-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.97&CDS=1-2331	YJR119C
3025	OG0003025	snap_masked-Contig006372-processed-gene-5.98-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.98&CDS=1-1503	YJR121W
3026	OG0003026	maker-Contig006372-snap-gene-5.55-mRNA-1_1&gene=maker-Contig006372-snap-gene-5.55&CDS=1-1443	YJR117W
3027	OG0003027	snap_masked-Contig006372-processed-gene-5.100-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.100&CDS=1-726	YDL087C
3028	OG0003028	augustus_masked-Contig006372-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-5.62&CDS=1-1578	YOL132W
3029	OG0003029	augustus_masked-Contig006372-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-5.82&CDS=1-1710	YER163C
3030	OG0003030	snap_masked-Contig006372-processed-gene-5.127-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.127&CDS=1-2955	YLR138W
3031	OG0003031	snap_masked-Contig006372-processed-gene-5.104-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.104&CDS=1-1272	YOR368W
3032	OG0003032	snap_masked-Contig006372-processed-gene-5.128-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.128&CDS=1-1044	YLR447C
3033	OG0003033	snap_masked-Contig006372-processed-gene-5.105-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.105&CDS=1-1197	YML071C
3034	OG0003034	snap_masked-Contig006372-processed-gene-5.129-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.129&CDS=1-3291	YOR191W
3035	OG0003035	snap_masked-Contig006372-processed-gene-5.130-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.130&CDS=1-600	YLR292C
3036	OG0003036	augustus_masked-Contig006372-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-5.67&CDS=1-2688	YIL116W
3037	OG0003037	snap_masked-Contig006372-processed-gene-5.109-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.109&CDS=1-2151	YJL093C
3038	OG0003038	snap_masked-Contig006372-processed-gene-5.110-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.110&CDS=1-1386	YAL022C
3039	OG0003039	snap_masked-Contig006372-processed-gene-5.112-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.112&CDS=1-1623	YKL191W
3040	OG0003040	snap_masked-Contig006372-processed-gene-5.113-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.113&CDS=1-933	YLR426W
3041	OG0003041	snap_masked-Contig006372-processed-gene-5.131-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.131&CDS=1-507	YML055W
3042	OG0003042	snap_masked-Contig006372-processed-gene-5.114-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.114&CDS=1-1947	YLR427W
3043	OG0003043	snap_masked-Contig006372-processed-gene-5.133-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.133&CDS=1-3162	YJR132W
3044	OG0003044	maker-Contig006372-augustus-gene-5.3-mRNA-1_1&gene=maker-Contig006372-augustus-gene-5.3&CDS=1-2742	YGR202C
3045	OG0003045	snap_masked-Contig006372-processed-gene-5.116-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.116&CDS=1-450	YGR203W
3046	OG0003046	snap_masked-Contig006372-processed-gene-5.137-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.137&CDS=1-477	YLR008C
3047	OG0003047	snap_masked-Contig006372-processed-gene-5.117-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.117&CDS=1-624	YLR009W
3048	OG0003048	snap_masked-Contig006372-processed-gene-5.118-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.118&CDS=1-501	YBR167C
3049	OG0003049	snap_masked-Contig006372-processed-gene-5.120-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.120&CDS=1-1380	YMR027W
3050	OG0003050	snap_masked-Contig006372-processed-gene-5.142-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.142&CDS=1-387	YKL058W
3051	OG0003051	snap_masked-Contig006372-processed-gene-5.122-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.122&CDS=1-1116	YMR028W
3052	OG0003052	augustus_masked-Contig006372-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-5.95&CDS=1-3279	YKL057C
3053	OG0003053	augustus_masked-Contig006372-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-5.80&CDS=1-1242	YKL059C
3054	OG0003054	snap_masked-Contig006372-processed-gene-5.124-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-5.124&CDS=1-1293	YLR438W
3055	OG0003055	snap_masked-Contig006372-processed-gene-6.34-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.34&CDS=1-1833	YDR244W
3056	OG0003056	snap_masked-Contig006372-processed-gene-6.35-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.35&CDS=1-2544	YCL030C
3057	OG0003057	maker-Contig006372-snap-gene-6.124-mRNA-1_1&gene=maker-Contig006372-snap-gene-6.124&CDS=1-3921	YPL016W
3058	OG0003058	augustus_masked-Contig006372-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-6.4&CDS=1-1938	YDR245W
3059	OG0003059	snap_masked-Contig006372-processed-gene-6.66-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.66&CDS=1-282	YDR322C-A
3060	OG0003060	snap_masked-Contig006372-processed-gene-6.40-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.40&CDS=1-1137	YHR076W
3061	OG0003061	snap_masked-Contig006372-processed-gene-6.41-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.41&CDS=1-1509	YDR323C
3062	OG0003062	snap_masked-Contig006372-processed-gene-6.67-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.67&CDS=1-1380	YMR034C
3063	OG0003063	augustus_masked-Contig006372-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-6.7&CDS=1-3846	YMR041C
3064	OG0003064	snap_masked-Contig006372-processed-gene-6.45-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.45&CDS=1-2925	YKL064W
3065	OG0003065	augustus_masked-Contig006372-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-6.27&CDS=1-2967	YCR030C
3066	OG0003066	snap_masked-Contig006372-processed-gene-6.47-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.47&CDS=1-1506	YNL142W
3067	OG0003067	augustus_masked-Contig006372-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-6.15&CDS=1-2838	YIL140W
3068	OG0003068	augustus_masked-Contig006372-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-6.17&CDS=1-4032	YBR221C
3069	OG0003069	snap_masked-Contig006372-processed-gene-6.57-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.57&CDS=1-1539	YCR072C
3070	OG0003070	snap_masked-Contig006372-processed-gene-6.58-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.58&CDS=1-3864	YMR109W
3071	OG0003071	snap_masked-Contig006372-processed-gene-6.59-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.59&CDS=1-4719	YCR081W
3072	OG0003072	augustus_masked-Contig006372-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-6.21&CDS=1-4359	YOL140W
3073	OG0003073	snap_masked-Contig006372-processed-gene-6.71-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.71&CDS=1-219	YNR032C-A
3074	OG0003074	snap_masked-Contig006372-processed-gene-6.63-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.63&CDS=1-4335	YCR073C
3075	OG0003075	augustus_masked-Contig006372-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-6.30&CDS=1-1902	YCR071C
3076	OG0003076	snap_masked-Contig006372-processed-gene-6.74-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.74&CDS=1-2436	YCR077C
3077	OG0003077	snap_masked-Contig006372-processed-gene-6.75-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.75&CDS=1-2277	YNR033W
3078	OG0003078	snap_masked-Contig006372-processed-gene-6.76-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.76&CDS=1-4635	YDL058W
3079	OG0003079	snap_masked-Contig006372-processed-gene-6.65-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-6.65&CDS=1-687	YDL059C
3080	OG0003080	augustus_masked-Contig006372-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-7.97&CDS=1-4650	YLR384C
3081	OG0003081	augustus_masked-Contig006372-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-7.95&CDS=1-2463	YOR270C
3082	OG0003082	snap_masked-Contig006372-processed-gene-7.27-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-7.27&CDS=1-747	YDR302W
3083	OG0003083	augustus_masked-Contig006372-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-7.100&CDS=1-4002	YDR301W
3084	OG0003084	snap_masked-Contig006372-processed-gene-7.8-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-7.8&CDS=1-636	YBL040C
3085	OG0003085	snap_masked-Contig006372-processed-gene-7.28-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-7.28&CDS=1-732	YBL041W
3086	OG0003086	snap_masked-Contig006372-processed-gene-7.29-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-7.29&CDS=1-309	YGR181W
3087	OG0003087	augustus_masked-Contig006372-processed-gene-7.103-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-7.103&CDS=1-6084	YPL109C
3088	OG0003088	snap_masked-Contig006372-processed-gene-7.30-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-7.30&CDS=1-3738	YDR335W
3089	OG0003089	snap_masked-Contig006372-processed-gene-7.14-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-7.14&CDS=1-2172	YJL012C
3090	OG0003090	snap_masked-Contig006372-processed-gene-7.31-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-7.31&CDS=1-885	YHR067W
3091	OG0003091	snap_masked-Contig006372-processed-gene-7.16-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-7.16&CDS=1-888	YHR088W
3092	OG0003092	snap_masked-Contig006372-processed-gene-7.19-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-7.19&CDS=1-702	YDL212W
3093	OG0003093	augustus_masked-Contig006372-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-7.111&CDS=1-1113	YNL177C
3094	OG0003094	snap_masked-Contig006372-processed-gene-7.32-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-7.32&CDS=1-354	YBL049W
3095	OG0003095	snap_masked-Contig006372-processed-gene-7.33-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-7.33&CDS=1-2367	YNL186W
3096	OG0003096	augustus_masked-Contig006372-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-7.123&CDS=1-3693	YHL024W
3097	OG0003097	augustus_masked-Contig006372-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-7.126&CDS=1-5220	YGR258C
3098	OG0003098	snap_masked-Contig006372-processed-gene-7.41-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-7.41&CDS=1-2550	YHR073W
3099	OG0003099	augustus_masked-Contig006372-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-8.88&CDS=1-2550	YLL005C
3100	OG0003100	augustus_masked-Contig006372-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-Contig006372-processed-gene-8.109&CDS=1-2160	YDR314C
3101	OG0003101	snap_masked-Contig006372-processed-gene-8.50-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-8.50&CDS=1-1764	YMR088C
3102	OG0003102	snap_masked-Contig006372-processed-gene-8.73-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-8.73&CDS=1-1044	YHR069C
3103	OG0003103	snap_masked-Contig006372-processed-gene-8.53-mRNA-1_1&gene=snap_masked-Contig006372-processed-gene-8.53&CDS=1-1362	YHR070W
3104	OG0003104	genemark-Contig006372-processed-gene-8.29-mRNA-1_1&gene=genemark-Contig006372-processed-gene-8.29&CDS=1-1185	YGL143C
