	OrthologID	Kuraishia_capsulata	Saccharomyces_cerevisiae
2686	OG0002686	genemark-HG793129-processed-gene-7.116-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.116&CDS=1-390	YDR115W
2687	OG0002687	snap_masked-HG793129-processed-gene-7.148-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-7.148&CDS=1-579	YDR156W
2688	OG0002688	genemark-HG793129-processed-gene-7.117-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.117&CDS=1-1293	YDL054C
2689	OG0002689	maker-HG793129-augustus-gene-7.180-mRNA-1_1&gene=maker-HG793129-augustus-gene-7.180&CDS=1-1347	YOR274W
2690	OG0002690	snap_masked-HG793129-processed-gene-7.175-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-7.175&CDS=1-2280	YOR275C
2691	OG0002691	genemark-HG793129-processed-gene-7.119-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.119&CDS=1-1878	YMR213W
2692	OG0002692	snap_masked-HG793129-processed-gene-7.150-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-7.150&CDS=1-2439	YMR212C
2693	OG0002693	genemark-HG793129-processed-gene-7.120-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.120&CDS=1-447	YOR276W
2694	OG0002694	genemark-HG793129-processed-gene-7.93-mRNA-1_1&gene=genemark-HG793129-processed-gene-7.93&CDS=1-501	YOR252W
2695	OG0002695	genemark-HG793129-processed-gene-8.99-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.99&CDS=1-1881	YLR234W
2696	OG0002696	genemark-HG793129-processed-gene-8.100-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.100&CDS=1-1029	YLR242C
2697	OG0002697	genemark-HG793129-processed-gene-8.128-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.128&CDS=1-2505	YLR241W
2698	OG0002698	genemark-HG793129-processed-gene-8.130-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.130&CDS=1-4617	YMR247C
2699	OG0002699	genemark-HG793129-processed-gene-8.131-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.131&CDS=1-324	YKL160W
2700	OG0002700	genemark-HG793129-processed-gene-8.105-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.105&CDS=1-1071	YHR052W
2701	OG0002701	genemark-HG793129-processed-gene-8.106-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.106&CDS=1-1791	YPL222W
2702	OG0002702	augustus_masked-HG793129-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-8.81&CDS=1-2259	YLL004W
2703	OG0002703	augustus_masked-HG793129-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-8.83&CDS=1-3444	YFL047W
2704	OG0002704	genemark-HG793129-processed-gene-8.113-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.113&CDS=1-1617	YIL099W
2705	OG0002705	genemark-HG793129-processed-gene-8.114-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.114&CDS=1-1089	YNL037C
2706	OG0002706	genemark-HG793129-processed-gene-8.117-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.117&CDS=1-3003	YIL125W
2707	OG0002707	genemark-HG793129-processed-gene-8.120-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.120&CDS=1-1680	YCR008W
2708	OG0002708	genemark-HG793129-processed-gene-8.121-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.121&CDS=1-792	YCR009C
2709	OG0002709	genemark-HG793129-processed-gene-8.140-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.140&CDS=1-2583	YNL082W
2710	OG0002710	genemark-HG793129-processed-gene-8.141-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.141&CDS=1-3219	YBL076C
2711	OG0002711	genemark-HG793129-processed-gene-8.142-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.142&CDS=1-552	YDL217C
2712	OG0002712	genemark-HG793129-processed-gene-8.143-mRNA-1_1&gene=genemark-HG793129-processed-gene-8.143&CDS=1-1053	YNL191W
2713	OG0002713	maker-HG793129-snap-gene-9.113-mRNA-1_1&gene=maker-HG793129-snap-gene-9.113&CDS=1-1185	YDL219W
2714	OG0002714	genemark-HG793129-processed-gene-9.117-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.117&CDS=1-1635	YNL189W
2715	OG0002715	genemark-HG793129-processed-gene-9.122-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.122&CDS=1-837	YHR134W
2716	OG0002716	genemark-HG793129-processed-gene-9.123-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.123&CDS=1-1071	YNL141W
2717	OG0002717	genemark-HG793129-processed-gene-9.124-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.124&CDS=1-4290	YBL079W
2718	OG0002718	genemark-HG793129-processed-gene-9.128-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.128&CDS=1-1461	YBL080C
2719	OG0002719	genemark-HG793129-processed-gene-9.151-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.151&CDS=1-378	YBL078C
2720	OG0002720	genemark-HG793129-processed-gene-9.129-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.129&CDS=1-1281	YGR229C
2721	OG0002721	genemark-HG793129-processed-gene-9.153-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.153&CDS=1-2484	YPR112C
2722	OG0002722	genemark-HG793129-processed-gene-9.132-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.132&CDS=1-642	YNL232W
2723	OG0002723	genemark-HG793129-processed-gene-9.154-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.154&CDS=1-1101	YNL231C
2724	OG0002724	genemark-HG793129-processed-gene-9.155-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.155&CDS=1-804	YHR062C
2725	OG0002725	genemark-HG793129-processed-gene-9.134-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.134&CDS=1-807	YNL155W
2726	OG0002726	genemark-HG793129-processed-gene-9.156-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.156&CDS=1-1854	YBR043C
2727	OG0002727	genemark-HG793129-processed-gene-9.135-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.135&CDS=1-1140	YBR042C
2728	OG0002728	genemark-HG793129-processed-gene-9.157-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.157&CDS=1-1908	YBR041W
2729	OG0002729	genemark-HG793129-processed-gene-9.136-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.136&CDS=1-1590	YFR028C
2730	OG0002730	genemark-HG793129-processed-gene-9.158-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.158&CDS=1-1476	YBR056W
2731	OG0002731	genemark-HG793129-processed-gene-9.138-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.138&CDS=1-822	YMR234W
2732	OG0002732	genemark-HG793129-processed-gene-9.139-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.139&CDS=1-2625	YER070W
2733	OG0002733	genemark-HG793129-processed-gene-9.140-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.140&CDS=1-1335	YPL204W
2734	OG0002734	genemark-HG793129-processed-gene-9.159-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.159&CDS=1-1215	YGL067W
2735	OG0002735	genemark-HG793129-processed-gene-9.160-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.160&CDS=1-1236	YGL066W
2736	OG0002736	genemark-HG793129-processed-gene-9.142-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.142&CDS=1-327	YDL081C
2737	OG0002737	genemark-HG793129-processed-gene-9.163-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.163&CDS=1-1176	YFL030W
2738	OG0002738	genemark-HG793129-processed-gene-9.145-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.145&CDS=1-1032	YGL040C
2739	OG0002739	genemark-HG793129-processed-gene-9.165-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.165&CDS=1-651	YMR077C
2740	OG0002740	genemark-HG793129-processed-gene-9.146-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.146&CDS=1-2433	YLL034C
2741	OG0002741	augustus_masked-HG793129-processed-gene-9.48-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-9.48&CDS=1-1962	YLL035W
2742	OG0002742	genemark-HG793129-processed-gene-9.147-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.147&CDS=1-240	YLR038C
2743	OG0002743	genemark-HG793129-processed-gene-9.170-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.170&CDS=1-1608	YNR053C
2744	OG0002744	snap_masked-HG793129-processed-gene-9.88-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-9.88&CDS=1-876	YJL117W
2745	OG0002745	genemark-HG793129-processed-gene-9.171-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.171&CDS=1-783	YNL036W
2746	OG0002746	genemark-HG793129-processed-gene-9.173-mRNA-1_1&gene=genemark-HG793129-processed-gene-9.173&CDS=1-1611	YGR055W
2747	OG0002747	augustus_masked-HG793129-processed-gene-10.48-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-10.48&CDS=1-1272	YMR191W
2748	OG0002748	augustus_masked-HG793129-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-10.45&CDS=1-1179	YBR267W
2749	OG0002749	genemark-HG793129-processed-gene-10.90-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.90&CDS=1-1764	YPL122C
2750	OG0002750	genemark-HG793129-processed-gene-10.87-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.87&CDS=1-3489	YOR207C
2751	OG0002751	genemark-HG793129-processed-gene-10.88-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.88&CDS=1-2136	YMR301C
2752	OG0002752	genemark-HG793129-processed-gene-10.91-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.91&CDS=1-1341	YLR231C
2753	OG0002753	maker-HG793129-snap-gene-10.138-mRNA-1_1&gene=maker-HG793129-snap-gene-10.138&CDS=1-3252	YMR307W
2754	OG0002754	genemark-HG793129-processed-gene-10.92-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.92&CDS=1-1407	YHR070W
2755	OG0002755	genemark-HG793129-processed-gene-10.113-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.113&CDS=1-774	YOR358W
2756	OG0002756	snap_masked-HG793129-processed-gene-10.8-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-10.8&CDS=1-1041	YOR357C
2757	OG0002757	augustus_masked-HG793129-processed-gene-10.54-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-10.54&CDS=1-1989	YAL043C
2758	OG0002758	augustus_masked-HG793129-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-10.72&CDS=1-1461	YDL030W
2759	OG0002759	genemark-HG793129-processed-gene-10.115-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.115&CDS=1-7242	YHR165C
2760	OG0002760	genemark-HG793129-processed-gene-10.97-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.97&CDS=1-1221	YLR116W
2761	OG0002761	genemark-HG793129-processed-gene-10.117-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.117&CDS=1-2055	YLR117C
2762	OG0002762	snap_masked-HG793129-processed-gene-10.32-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-10.32&CDS=1-192	YPL189C-A
2763	OG0002763	augustus_masked-HG793129-processed-gene-10.76-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-10.76&CDS=1-2202	YMR284W
2764	OG0002764	augustus_masked-HG793129-processed-gene-10.56-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-10.56&CDS=1-255	YMR286W
2765	OG0002765	augustus_masked-HG793129-processed-gene-10.57-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-10.57&CDS=1-3081	YOR349W
2766	OG0002766	genemark-HG793129-processed-gene-10.101-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.101&CDS=1-960	YGR165W
2767	OG0002767	genemark-HG793129-processed-gene-10.102-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.102&CDS=1-2088	YGL205W
2768	OG0002768	genemark-HG793129-processed-gene-10.103-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.103&CDS=1-5040	YGR098C
2769	OG0002769	genemark-HG793129-processed-gene-10.122-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.122&CDS=1-2295	YGR089W
2770	OG0002770	genemark-HG793129-processed-gene-10.105-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.105&CDS=1-1230	YPR118W
2771	OG0002771	genemark-HG793129-processed-gene-10.123-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.123&CDS=1-4977	YGL206C
2772	OG0002772	maker-HG793129-augustus-gene-10.132-mRNA-1_1&gene=maker-HG793129-augustus-gene-10.132&CDS=1-414	YDR308C
2773	OG0002773	maker-HG793129-snap-gene-10.140-mRNA-1_1&gene=maker-HG793129-snap-gene-10.140&CDS=1-537	YHR060W
2774	OG0002774	augustus_masked-HG793129-processed-gene-10.85-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-10.85&CDS=1-2826	YDR306C
2775	OG0002775	genemark-HG793129-processed-gene-10.107-mRNA-1_1&gene=genemark-HG793129-processed-gene-10.107&CDS=1-747	YGR235C
2776	OG0002776	genemark-HG793129-processed-gene-11.52-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.52&CDS=1-3180	YOL098C
2777	OG0002777	genemark-HG793129-processed-gene-11.53-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.53&CDS=1-1206	YGR257C
2778	OG0002778	genemark-HG793129-processed-gene-11.50-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.50&CDS=1-4206	YHR186C
2779	OG0002779	genemark-HG793129-processed-gene-11.73-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.73&CDS=1-1197	YPR084W
2780	OG0002780	genemark-HG793129-processed-gene-11.57-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.57&CDS=1-1854	YEL042W
2781	OG0002781	genemark-HG793129-processed-gene-11.59-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.59&CDS=1-3678	YMR304W
2782	OG0002782	genemark-HG793129-processed-gene-11.75-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.75&CDS=1-855	YGR277C
2783	OG0002783	genemark-HG793129-processed-gene-11.60-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.60&CDS=1-2040	YGR278W
2784	OG0002784	genemark-HG793129-processed-gene-11.76-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.76&CDS=1-1110	YGR279C
2785	OG0002785	genemark-HG793129-processed-gene-11.61-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.61&CDS=1-750	YOR281C
2786	OG0002786	genemark-HG793129-processed-gene-11.78-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.78&CDS=1-1569	YMR223W
2787	OG0002787	augustus_masked-HG793129-processed-gene-11.13-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-11.13&CDS=1-1470	YPR075C
2788	OG0002788	genemark-HG793129-processed-gene-11.81-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.81&CDS=1-1458	YKL100C
2789	OG0002789	genemark-HG793129-processed-gene-11.82-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.82&CDS=1-1542	YPR088C
2790	OG0002790	genemark-HG793129-processed-gene-11.83-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.83&CDS=1-1473	YNL277W
2791	OG0002791	genemark-HG793129-processed-gene-11.84-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.84&CDS=1-4005	YDR293C
2792	OG0002792	genemark-HG793129-processed-gene-11.85-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.85&CDS=1-435	YLR008C
2793	OG0002793	genemark-HG793129-processed-gene-11.86-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.86&CDS=1-690	YOR283W
2794	OG0002794	augustus_masked-HG793129-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-11.18&CDS=1-678	YIR038C
2795	OG0002795	genemark-HG793129-processed-gene-11.89-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.89&CDS=1-1584	YHR064C
2796	OG0002796	genemark-HG793129-processed-gene-11.69-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.69&CDS=1-1305	YKL149C
2797	OG0002797	genemark-HG793129-processed-gene-11.70-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.70&CDS=1-1332	YKL145W
2798	OG0002798	genemark-HG793129-processed-gene-11.90-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.90&CDS=1-597	YKL144C
2799	OG0002799	genemark-HG793129-processed-gene-11.91-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.91&CDS=1-1950	YDR496C
2800	OG0002800	genemark-HG793129-processed-gene-11.92-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.92&CDS=1-1920	YKL148C
2801	OG0002801	genemark-HG793129-processed-gene-11.94-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.94&CDS=1-906	YDL006W
2802	OG0002802	genemark-HG793129-processed-gene-11.95-mRNA-1_1&gene=genemark-HG793129-processed-gene-11.95&CDS=1-1314	YDL007W
2803	OG0002803	genemark-HG793129-processed-gene-12.7-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.7&CDS=1-1044	YGL001C
2804	OG0002804	genemark-HG793129-processed-gene-12.11-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.11&CDS=1-597	YLR251W
2805	OG0002805	genemark-HG793129-processed-gene-12.9-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.9&CDS=1-750	YML092C
2806	OG0002806	genemark-HG793129-processed-gene-12.14-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.14&CDS=1-921	YML125C
2807	OG0002807	genemark-HG793129-processed-gene-12.15-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.15&CDS=1-2991	YPR026W
2808	OG0002808	snap_masked-HG793129-processed-gene-12.158-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-12.158&CDS=1-2187	YML091C
2809	OG0002809	genemark-HG793129-processed-gene-12.20-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.20&CDS=1-1347	YML085C
2810	OG0002810	genemark-HG793129-processed-gene-12.21-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.21&CDS=1-1908	YML097C
2811	OG0002811	snap_masked-HG793129-processed-gene-12.159-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-12.159&CDS=1-1455	YMR285C
2812	OG0002812	genemark-HG793129-processed-gene-12.43-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.43&CDS=1-999	YDR498C
2813	OG0002813	genemark-HG793129-processed-gene-12.44-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.44&CDS=1-2325	YPL190C
2814	OG0002814	genemark-HG793129-processed-gene-12.45-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.45&CDS=1-1686	YML096W
2815	OG0002815	genemark-HG793129-processed-gene-12.22-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.22&CDS=1-978	YML121W
2816	OG0002816	genemark-HG793129-processed-gene-12.23-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.23&CDS=1-1326	YHR190W
2817	OG0002817	genemark-HG793129-processed-gene-12.24-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.24&CDS=1-2208	YBR142W
2818	OG0002818	genemark-HG793129-processed-gene-12.49-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.49&CDS=1-1299	YBR143C
2819	OG0002819	genemark-HG793129-processed-gene-12.25-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.25&CDS=1-1539	YGR083C
2820	OG0002820	genemark-HG793129-processed-gene-12.50-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.50&CDS=1-1893	YOR014W
2821	OG0002821	genemark-HG793129-processed-gene-12.51-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.51&CDS=1-1326	YMR210W
2822	OG0002822	genemark-HG793129-processed-gene-12.28-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.28&CDS=1-1107	YPL152W
2823	OG0002823	genemark-HG793129-processed-gene-12.53-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.53&CDS=1-1476	YPL151C
2824	OG0002824	genemark-HG793129-processed-gene-12.29-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.29&CDS=1-1251	YIR012W
2825	OG0002825	genemark-HG793129-processed-gene-12.54-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.54&CDS=1-711	YBR256C
2826	OG0002826	augustus_masked-HG793129-processed-gene-12.116-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-12.116&CDS=1-273	YER048W-A
2827	OG0002827	genemark-HG793129-processed-gene-12.57-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.57&CDS=1-813	YHR200W
2828	OG0002828	genemark-HG793129-processed-gene-12.59-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.59&CDS=1-2193	YPL207W
2829	OG0002829	genemark-HG793129-processed-gene-12.62-mRNA-1_1&gene=genemark-HG793129-processed-gene-12.62&CDS=1-1509	YMR131C
2830	OG0002830	snap_masked-HG793129-processed-gene-13.65-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-13.65&CDS=1-2583	YBR055C
2831	OG0002831	genemark-HG793129-processed-gene-13.3-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.3&CDS=1-2994	YBR038W
2832	OG0002832	genemark-HG793129-processed-gene-13.29-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.29&CDS=1-1344	YFL037W
2833	OG0002833	snap_masked-HG793129-processed-gene-13.95-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-13.95&CDS=1-1194	YDR179W-A
2834	OG0002834	genemark-HG793129-processed-gene-13.5-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.5&CDS=1-777	YLR040C
2835	OG0002835	genemark-HG793129-processed-gene-13.32-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.32&CDS=1-4899	YLL048C
2836	OG0002836	genemark-HG793129-processed-gene-13.7-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.7&CDS=1-564	YFR033C
2837	OG0002837	genemark-HG793129-processed-gene-13.36-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.36&CDS=1-2415	YGL027C
2838	OG0002838	snap_masked-HG793129-processed-gene-13.102-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-13.102&CDS=1-2583	YBL014C
2839	OG0002839	genemark-HG793129-processed-gene-13.9-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.9&CDS=1-1746	YGL073W
2840	OG0002840	genemark-HG793129-processed-gene-13.38-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.38&CDS=1-2661	YGL083W
2841	OG0002841	genemark-HG793129-processed-gene-13.11-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.11&CDS=1-1557	YGL078C
2842	OG0002842	genemark-HG793129-processed-gene-13.12-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.12&CDS=1-2673	YML099C
2843	OG0002843	genemark-HG793129-processed-gene-13.40-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.40&CDS=1-708	YLR326W
2844	OG0002844	genemark-HG793129-processed-gene-13.13-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.13&CDS=1-1161	YGR007W
2845	OG0002845	snap_masked-HG793129-processed-gene-13.78-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-13.78&CDS=1-522	YDL177C
2846	OG0002846	maker-HG793129-augustus-gene-13.58-mRNA-1_1&gene=maker-HG793129-augustus-gene-13.58&CDS=1-3186	YGR178C
2847	OG0002847	genemark-HG793129-processed-gene-13.44-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.44&CDS=1-2436	YJL087C
2848	OG0002848	snap_masked-HG793129-processed-gene-13.79-mRNA-1_1&gene=snap_masked-HG793129-processed-gene-13.79&CDS=1-1839	YJL085W
2849	OG0002849	augustus_masked-HG793129-processed-gene-13.164-mRNA-1_1&gene=augustus_masked-HG793129-processed-gene-13.164&CDS=1-6954	YCR093W
2850	OG0002850	genemark-HG793129-processed-gene-13.18-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.18&CDS=1-1278	YNR052C
2851	OG0002851	genemark-HG793129-processed-gene-13.49-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.49&CDS=1-687	YDR177W
2852	OG0002852	genemark-HG793129-processed-gene-13.50-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.50&CDS=1-1149	YCR094W
2853	OG0002853	genemark-HG793129-processed-gene-13.21-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.21&CDS=1-1641	YHR048W
2854	OG0002854	genemark-HG793129-processed-gene-13.52-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.52&CDS=1-528	YKL069W
2855	OG0002855	genemark-HG793129-processed-gene-13.22-mRNA-1_1&gene=genemark-HG793129-processed-gene-13.22&CDS=1-795	YHR041C
