	OrthologID	Pichia_membranifaciens	Saccharomyces_cerevisiae
2798	OG0002798	maker-scaffold_5-snap-gene-13.1-mRNA-1_1&gene=maker-scaffold_5-snap-gene-13.1&CDS=1-1632	YBL099W
2799	OG0002799	snap_masked-scaffold_5-processed-gene-13.74-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.74&CDS=1-1293	YPR025C
2800	OG0002800	augustus_masked-scaffold_5-processed-gene-13.139-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.139&CDS=1-1113	YDL150W
2801	OG0002801	snap_masked-scaffold_5-processed-gene-13.98-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.98&CDS=1-1140	YGR053C
2802	OG0002802	snap_masked-scaffold_5-processed-gene-13.100-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.100&CDS=1-1377	YGR052W
2803	OG0002803	snap_masked-scaffold_5-processed-gene-13.84-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.84&CDS=1-900	YNL312W
2804	OG0002804	snap_masked-scaffold_5-processed-gene-13.101-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.101&CDS=1-4767	YLR247C
2805	OG0002805	snap_masked-scaffold_5-processed-gene-13.102-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.102&CDS=1-933	YGR282C
2806	OG0002806	snap_masked-scaffold_5-processed-gene-13.86-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.86&CDS=1-1080	YNL175C
2807	OG0002807	snap_masked-scaffold_5-processed-gene-13.103-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.103&CDS=1-915	YKR026C
2808	OG0002808	snap_masked-scaffold_5-processed-gene-13.87-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.87&CDS=1-2658	YJL102W
2809	OG0002809	snap_masked-scaffold_5-processed-gene-13.104-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.104&CDS=1-1011	YGR284C
2810	OG0002810	snap_masked-scaffold_5-processed-gene-13.105-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.105&CDS=1-1005	YLR239C
2811	OG0002811	augustus_masked-scaffold_5-processed-gene-13.131-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.131&CDS=1-1932	YLR234W
2812	OG0002812	snap_masked-scaffold_5-processed-gene-13.90-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.90&CDS=1-1338	YLR242C
2813	OG0002813	augustus_masked-scaffold_5-processed-gene-13.149-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.149&CDS=1-2730	YLR241W
2814	OG0002814	snap_masked-scaffold_5-processed-gene-13.92-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.92&CDS=1-2052	YDR194C
2815	OG0002815	snap_masked-scaffold_5-processed-gene-13.107-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.107&CDS=1-1428	YDR198C
2816	OG0002816	augustus_masked-scaffold_5-processed-gene-13.135-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.135&CDS=1-756	YDR196C
2817	OG0002817	genemark-scaffold_5-processed-gene-13.56-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-13.56&CDS=1-447	YLR167W
2818	OG0002818	snap_masked-scaffold_6-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.91&CDS=1-1500	YMR110C
2819	OG0002819	snap_masked-scaffold_6-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.113&CDS=1-4542	YDR334W
2820	OG0002820	augustus_masked-scaffold_6-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.74&CDS=1-1812	YER080W
2821	OG0002821	snap_masked-scaffold_6-processed-gene-0.93-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.93&CDS=1-1545	YIL072W
2822	OG0002822	snap_masked-scaffold_6-processed-gene-0.94-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.94&CDS=1-1392	YMR003W
2823	OG0002823	snap_masked-scaffold_6-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.117&CDS=1-1455	YOL049W
2824	OG0002824	snap_masked-scaffold_6-processed-gene-0.95-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.95&CDS=1-4476	YBL079W
2825	OG0002825	snap_masked-scaffold_6-processed-gene-0.118-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.118&CDS=1-816	YHR134W
2826	OG0002826	snap_masked-scaffold_6-processed-gene-0.119-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.119&CDS=1-981	YOR271C
2827	OG0002827	snap_masked-scaffold_6-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.97&CDS=1-1662	YNL189W
2828	OG0002828	augustus_masked-scaffold_6-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-0.64&CDS=1-3384	YOR201C
2829	OG0002829	snap_masked-scaffold_6-processed-gene-0.124-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.124&CDS=1-1095	YPL118W
2830	OG0002830	maker-scaffold_6-augustus-gene-0.3-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-0.3&CDS=1-4065	YHR102W
2831	OG0002831	maker-scaffold_6-augustus-gene-0.4-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-0.4&CDS=1-2922	YBR260C
2832	OG0002832	snap_masked-scaffold_6-processed-gene-0.126-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.126&CDS=1-1083	YER127W
2833	OG0002833	snap_masked-scaffold_6-processed-gene-0.105-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.105&CDS=1-783	YER126C
2834	OG0002834	snap_masked-scaffold_6-processed-gene-0.127-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.127&CDS=1-1128	YLR056W
2835	OG0002835	snap_masked-scaffold_6-processed-gene-0.128-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.128&CDS=1-2373	YIL140W
2836	OG0002836	snap_masked-scaffold_6-processed-gene-0.110-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.110&CDS=1-270	YKL053C-A
2837	OG0002837	snap_masked-scaffold_6-processed-gene-0.130-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.130&CDS=1-1836	YML042W
2838	OG0002838	augustus_masked-scaffold_6-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.46&CDS=1-1572	YLR055C
2839	OG0002839	snap_masked-scaffold_6-processed-gene-1.0-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.0&CDS=1-1791	YGR144W
2840	OG0002840	snap_masked-scaffold_6-processed-gene-1.1-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.1&CDS=1-3726	YLR278C
2841	OG0002841	snap_masked-scaffold_6-processed-gene-1.15-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.15&CDS=1-2112	YOR267C
2842	OG0002842	snap_masked-scaffold_6-processed-gene-1.16-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.16&CDS=1-1317	YOR242C
2843	OG0002843	snap_masked-scaffold_6-processed-gene-1.17-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.17&CDS=1-2046	YOR243C
2844	OG0002844	snap_masked-scaffold_6-processed-gene-1.4-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.4&CDS=1-2700	YPL153C
2845	OG0002845	snap_masked-scaffold_6-processed-gene-1.18-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.18&CDS=1-1236	YPL154C
2846	OG0002846	maker-scaffold_6-snap-gene-1.82-mRNA-1_1&gene=maker-scaffold_6-snap-gene-1.82&CDS=1-3255	YOR275C
2847	OG0002847	maker-scaffold_6-snap-gene-1.83-mRNA-1_1&gene=maker-scaffold_6-snap-gene-1.83&CDS=1-3603	YMR266W
2848	OG0002848	augustus_masked-scaffold_6-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.65&CDS=1-981	YDR075W
2849	OG0002849	snap_masked-scaffold_6-processed-gene-1.8-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.8&CDS=1-930	YJR077C
2850	OG0002850	maker-scaffold_6-augustus-gene-1.42-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-1.42&CDS=1-4971	YLL034C
2851	OG0002851	snap_masked-scaffold_6-processed-gene-1.32-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.32&CDS=1-1122	YLR244C
2852	OG0002852	snap_masked-scaffold_6-processed-gene-1.11-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.11&CDS=1-891	YCL031C
2853	OG0002853	augustus_masked-scaffold_6-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.74&CDS=1-1191	YCL032W
2854	OG0002854	snap_masked-scaffold_6-processed-gene-1.33-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.33&CDS=1-270	YMR286W
2855	OG0002855	snap_masked-scaffold_6-processed-gene-1.34-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.34&CDS=1-864	YFR007W
2856	OG0002856	snap_masked-scaffold_6-processed-gene-1.35-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.35&CDS=1-1761	YJL069C
2857	OG0002857	snap_masked-scaffold_6-processed-gene-1.14-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.14&CDS=1-255	YJL062W-A
2858	OG0002858	augustus_masked-scaffold_6-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.58&CDS=1-483	YJR055W
2859	OG0002859	snap_masked-scaffold_6-processed-gene-1.37-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.37&CDS=1-918	YBR053C
2860	OG0002860	snap_masked-scaffold_6-processed-gene-2.58-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.58&CDS=1-342	YNL135C
2861	OG0002861	snap_masked-scaffold_6-processed-gene-2.59-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.59&CDS=1-378	YEL026W
2862	OG0002862	augustus_masked-scaffold_6-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.104&CDS=1-480	YEL027W
2863	OG0002863	augustus_masked-scaffold_6-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.107&CDS=1-2553	YJR040W
2864	OG0002864	augustus_masked-scaffold_6-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.108&CDS=1-648	YEL024W
2865	OG0002865	snap_masked-scaffold_6-processed-gene-2.84-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.84&CDS=1-1263	YNL066W
2866	OG0002866	snap_masked-scaffold_6-processed-gene-2.63-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.63&CDS=1-3366	YDR028C
2867	OG0002867	snap_masked-scaffold_6-processed-gene-2.85-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.85&CDS=1-888	YIL124W
2868	OG0002868	augustus_masked-scaffold_6-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.111&CDS=1-1122	YGL198W
2869	OG0002869	maker-scaffold_6-augustus-gene-2.53-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.53&CDS=1-1854	YGL183C
2870	OG0002870	snap_masked-scaffold_6-processed-gene-2.87-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.87&CDS=1-1188	YBR279W
2871	OG0002871	snap_masked-scaffold_6-processed-gene-2.66-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.66&CDS=1-1953	YJL090C
2872	OG0002872	genemark-scaffold_6-processed-gene-2.37-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.37&CDS=1-2127	YHL008C
2873	OG0002873	augustus_masked-scaffold_6-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.114&CDS=1-1206	YJR075W
2874	OG0002874	snap_masked-scaffold_6-processed-gene-2.67-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.67&CDS=1-1443	YBR162C
2875	OG0002875	augustus_masked-scaffold_6-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.138&CDS=1-3189	YDR286C
2876	OG0002876	snap_masked-scaffold_6-processed-gene-2.70-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.70&CDS=1-4812	YHR164C
2877	OG0002877	maker-scaffold_6-augustus-gene-2.51-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-2.51&CDS=1-4236	YBR154C
2878	OG0002878	augustus_masked-scaffold_6-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.140&CDS=1-828	YBR153W
2879	OG0002879	snap_masked-scaffold_6-processed-gene-2.78-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.78&CDS=1-993	YDR284C
2880	OG0002880	snap_masked-scaffold_6-processed-gene-2.79-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.79&CDS=1-888	YOL077C
2881	OG0002881	snap_masked-scaffold_6-processed-gene-2.98-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.98&CDS=1-189	YOL077W-A
2882	OG0002882	augustus_masked-scaffold_6-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.142&CDS=1-5688	YBR146W
2883	OG0002883	snap_masked-scaffold_6-processed-gene-2.81-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.81&CDS=1-1602	YER048C
2884	OG0002884	augustus_masked-scaffold_6-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.46&CDS=1-7260	YGR116W
2885	OG0002885	snap_masked-scaffold_6-processed-gene-3.3-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.3&CDS=1-1134	YAL020C
2886	OG0002886	augustus_masked-scaffold_6-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.45&CDS=1-4230	YAL019W
2887	OG0002887	augustus_masked-scaffold_6-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.48&CDS=1-1614	YAL010C
2888	OG0002888	augustus_masked-scaffold_6-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.49&CDS=1-4734	YAL009W
2889	OG0002889	snap_masked-scaffold_6-processed-gene-3.23-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.23&CDS=1-267	YPR182W
2890	OG0002890	snap_masked-scaffold_6-processed-gene-3.24-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.24&CDS=1-1065	YPR191W
2891	OG0002891	augustus_masked-scaffold_6-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.68&CDS=1-2139	YPR190C
2892	OG0002892	maker-scaffold_6-augustus-gene-3.138-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-3.138&CDS=1-7578	YPR189W
2893	OG0002893	snap_masked-scaffold_6-processed-gene-3.28-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.28&CDS=1-450	YPR187W
2894	OG0002894	snap_masked-scaffold_6-processed-gene-3.7-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.7&CDS=1-1029	YPR186C
2895	OG0002895	augustus_masked-scaffold_6-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.71&CDS=1-3435	YPR105C
2896	OG0002896	augustus_masked-scaffold_6-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.52&CDS=1-1101	YAL036C
2897	OG0002897	snap_masked-scaffold_6-processed-gene-3.31-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.31&CDS=1-966	YGL100W
2898	OG0002898	snap_masked-scaffold_6-processed-gene-3.8-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.8&CDS=1-1434	YGR260W
2899	OG0002899	snap_masked-scaffold_6-processed-gene-3.10-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.10&CDS=1-1308	YGL111W
2900	OG0002900	maker-scaffold_6-snap-gene-3.89-mRNA-1_1&gene=maker-scaffold_6-snap-gene-3.89&CDS=1-4212	YHR023W
2901	OG0002901	snap_masked-scaffold_6-processed-gene-3.36-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.36&CDS=1-432	YHR051W
2902	OG0002902	snap_masked-scaffold_6-processed-gene-3.37-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.37&CDS=1-966	YPL069C
2903	OG0002903	maker-scaffold_6-augustus-gene-3.136-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-3.136&CDS=1-2205	YGR149W
2904	OG0002904	snap_masked-scaffold_6-processed-gene-3.14-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.14&CDS=1-2058	YNR038W
2905	OG0002905	snap_masked-scaffold_6-processed-gene-3.39-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.39&CDS=1-561	YNR036C
2906	OG0002906	snap_masked-scaffold_6-processed-gene-3.15-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.15&CDS=1-411	YKL192C
2907	OG0002907	snap_masked-scaffold_6-processed-gene-3.19-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.19&CDS=1-486	YIL087C
2908	OG0002908	snap_masked-scaffold_6-processed-gene-3.40-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.40&CDS=1-987	YNL032W
2909	OG0002909	snap_masked-scaffold_6-processed-gene-3.41-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.41&CDS=1-2391	YIL091C
2910	OG0002910	snap_masked-scaffold_6-processed-gene-3.20-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.20&CDS=1-1800	YIL090W
2911	OG0002911	snap_masked-scaffold_6-processed-gene-3.21-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.21&CDS=1-984	YMR114C
2912	OG0002912	genemark-scaffold_6-processed-gene-3.112-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.112&CDS=1-1515	YMR093W
2913	OG0002913	genemark-scaffold_6-processed-gene-4.83-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.83&CDS=1-2844	YPL268W
2914	OG0002914	augustus_masked-scaffold_6-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.4&CDS=1-1497	YBR247C
2915	OG0002915	augustus_masked-scaffold_6-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.2&CDS=1-1488	YGL097W
2916	OG0002916	snap_masked-scaffold_6-processed-gene-4.40-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.40&CDS=1-1683	YBR248C
2917	OG0002917	snap_masked-scaffold_6-processed-gene-4.45-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.45&CDS=1-720	YPL213W
2918	OG0002918	snap_masked-scaffold_6-processed-gene-4.59-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.59&CDS=1-5265	YGL131C
2919	OG0002919	snap_masked-scaffold_6-processed-gene-4.46-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.46&CDS=1-1452	YGL130W
2920	OG0002920	snap_masked-scaffold_6-processed-gene-4.60-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.60&CDS=1-1380	YGL129C
2921	OG0002921	snap_masked-scaffold_6-processed-gene-4.47-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.47&CDS=1-1311	YPL204W
2922	OG0002922	snap_masked-scaffold_6-processed-gene-4.48-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.48&CDS=1-1290	YGL067W
2923	OG0002923	snap_masked-scaffold_6-processed-gene-4.63-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.63&CDS=1-1503	YML115C
2924	OG0002924	snap_masked-scaffold_6-processed-gene-4.64-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.64&CDS=1-1845	YMR278W
2925	OG0002925	augustus_masked-scaffold_6-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.14&CDS=1-1248	YGR111W
2926	OG0002926	augustus_masked-scaffold_6-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.30&CDS=1-264	YGL220W
2927	OG0002927	maker-scaffold_6-augustus-gene-4.78-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-4.78&CDS=1-4029	YGL221C
2928	OG0002928	augustus_masked-scaffold_6-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.31&CDS=1-2556	YDL035C
2929	OG0002929	snap_masked-scaffold_6-processed-gene-4.69-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.69&CDS=1-672	YOL110W
2930	OG0002930	augustus_masked-scaffold_6-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.33&CDS=1-4965	YJL111W
2931	OG0002931	snap_masked-scaffold_6-processed-gene-4.74-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.74&CDS=1-3888	YDR325W
2932	OG0002932	snap_masked-scaffold_6-processed-gene-5.49-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.49&CDS=1-3945	YML049C
2933	OG0002933	maker-scaffold_6-augustus-gene-5.171-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.171&CDS=1-3051	YPR074C
2934	OG0002934	maker-scaffold_6-snap-gene-5.160-mRNA-1_1&gene=maker-scaffold_6-snap-gene-5.160&CDS=1-1677	YCR036W
2935	OG0002935	augustus_masked-scaffold_6-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.4&CDS=1-1473	YGL055W
2936	OG0002936	snap_masked-scaffold_6-processed-gene-5.54-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.54&CDS=1-2379	YJL201W
2937	OG0002937	snap_masked-scaffold_6-processed-gene-5.76-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.76&CDS=1-993	YJL208C
2938	OG0002938	augustus_masked-scaffold_6-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.6&CDS=1-4053	YOR310C
2939	OG0002939	snap_masked-scaffold_6-processed-gene-5.59-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.59&CDS=1-1128	YMR055C
2940	OG0002940	snap_masked-scaffold_6-processed-gene-5.60-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.60&CDS=1-2610	YKL073W
2941	OG0002941	snap_masked-scaffold_6-processed-gene-5.62-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.62&CDS=1-1776	YDR120C
2942	OG0002942	augustus_masked-scaffold_6-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.30&CDS=1-5337	YFR034C
2943	OG0002943	snap_masked-scaffold_6-processed-gene-5.65-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.65&CDS=1-2685	YLR115W
2944	OG0002944	maker-scaffold_6-augustus-gene-5.172-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.172&CDS=1-1998	YLR268W
2945	OG0002945	augustus_masked-scaffold_6-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.15&CDS=1-708	YDR140W
2946	OG0002946	maker-scaffold_6-snap-gene-5.161-mRNA-1_1&gene=maker-scaffold_6-snap-gene-5.161&CDS=1-4710	YDR141C
2947	OG0002947	snap_masked-scaffold_6-processed-gene-5.84-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.84&CDS=1-681	YLR118C
2948	OG0002948	maker-scaffold_6-snap-gene-5.163-mRNA-1_1&gene=maker-scaffold_6-snap-gene-5.163&CDS=1-4041	YBL047C
2949	OG0002949	augustus_masked-scaffold_6-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.36&CDS=1-1482	YDR330W
2950	OG0002950	augustus_masked-scaffold_6-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.18&CDS=1-474	YLR170C
2951	OG0002951	augustus_masked-scaffold_6-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.19&CDS=1-687	YPL078C
2952	OG0002952	snap_masked-scaffold_6-processed-gene-5.68-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.68&CDS=1-813	YBR193C
2953	OG0002953	snap_masked-scaffold_6-processed-gene-5.89-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.89&CDS=1-600	YOR258W
2954	OG0002954	snap_masked-scaffold_6-processed-gene-5.90-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.90&CDS=1-1179	YBR192W
2955	OG0002955	snap_masked-scaffold_6-processed-gene-5.69-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.69&CDS=1-309	YIL008W
2956	OG0002956	snap_masked-scaffold_6-processed-gene-5.96-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.96&CDS=1-327	YIL007C
2957	OG0002957	snap_masked-scaffold_6-processed-gene-5.72-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.72&CDS=1-1326	YLR105C
2958	OG0002958	genemark-scaffold_6-processed-gene-5.156-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.156&CDS=1-1908	YKR051W
2959	OG0002959	snap_masked-scaffold_6-processed-gene-5.73-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.73&CDS=1-2349	YJL132W
2960	OG0002960	genemark-scaffold_7-processed-gene-0.85-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.85&CDS=1-912	YER187W
2961	OG0002961	snap_masked-scaffold_7-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.3&CDS=1-2220	YIL131C
