	OrthologID	Saccharomyces_cerevisiae	Sugiyamaella_lignohabitans
2903	OG0002903	YNR021W	maker-CP014502.1-augustus-gene-2.121-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-2.121&CDS=1-1278
2904	OG0002904	YNR023W	maker-CP014501.1-augustus-gene-20.59-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-20.59&CDS=1-1326
2905	OG0002905	YNR027W	augustus_masked-CP014503.1-processed-gene-16.61-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-16.61&CDS=1-1005
2906	OG0002906	YNR029C	augustus_masked-CP014503.1-processed-gene-47.91-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-47.91&CDS=1-1182
2907	OG0002907	YNR030W	augustus_masked-CP014503.1-processed-gene-47.89-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-47.89&CDS=1-1785
2908	OG0002908	YNR032C-A	snap_masked-CP014501.1-processed-gene-34.72-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-34.72&CDS=1-210
2909	OG0002909	YNR032W	augustus_masked-CP014501.1-processed-gene-25.4-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-25.4&CDS=1-972
2910	OG0002910	YNR033W	augustus_masked-CP014501.1-processed-gene-34.14-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-34.14&CDS=1-2352
2911	OG0002911	YNR035C	augustus_masked-CP014501.1-processed-gene-25.3-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-25.3&CDS=1-993
2912	OG0002912	YNR036C	augustus_masked-CP014501.1-processed-gene-25.7-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-25.7&CDS=1-621
2913	OG0002913	YNR037C	augustus_masked-CP014500.1-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-6.12&CDS=1-267
2914	OG0002914	YNR038W	augustus_masked-CP014500.1-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-6.28&CDS=1-1917
2915	OG0002915	YNR039C	augustus_masked-CP014501.1-processed-gene-29.69-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-29.69&CDS=1-2241
2916	OG0002916	YNR041C	augustus_masked-CP014503.1-processed-gene-18.90-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-18.90&CDS=1-1167
2917	OG0002917	YNR043W	augustus_masked-CP014503.1-processed-gene-18.100-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-18.100&CDS=1-1182
2918	OG0002918	YNR046W	maker-CP014500.1-augustus-gene-17.43-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-17.43&CDS=1-390
2919	OG0002919	YNR049C	augustus_masked-CP014503.1-processed-gene-22.117-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-22.117&CDS=1-498
2920	OG0002920	YNR050C	maker-CP014503.1-augustus-gene-22.76-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-22.76&CDS=1-1335
2921	OG0002921	YNR052C	genemark-CP014500.1-processed-gene-0.57-mRNA-1_1&gene=genemark-CP014500.1-processed-gene-0.57&CDS=1-1887
2922	OG0002922	YNR053C	augustus_masked-CP014503.1-processed-gene-12.42-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-12.42&CDS=1-1617
2923	OG0002923	YNR054C	augustus_masked-CP014501.1-processed-gene-47.92-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-47.92&CDS=1-1014
2924	OG0002924	YNR055C	augustus_masked-CP014501.1-processed-gene-50.59-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-50.59&CDS=1-1725
2925	OG0002925	YNR064C	augustus_masked-CP014500.1-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-14.7&CDS=1-873
2926	OG0002926	YNR067C	augustus_masked-CP014503.1-processed-gene-24.70-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-24.70&CDS=1-2853
2927	OG0002927	YOL001W	augustus_masked-CP014500.1-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-2.75&CDS=1-1644
2928	OG0002928	YOL002C	augustus_masked-CP014500.1-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-2.104&CDS=1-933
2929	OG0002929	YOL003C	augustus_masked-CP014500.1-processed-gene-11.35-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-11.35&CDS=1-1125
2930	OG0002930	YOL004W	maker-CP014500.1-augustus-gene-11.10-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-11.10&CDS=1-5511
2931	OG0002931	YOL005C	augustus_masked-CP014500.1-processed-gene-11.34-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-11.34&CDS=1-360
2932	OG0002932	YOL006C	maker-CP014500.1-augustus-gene-7.44-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-7.44&CDS=1-2439
2933	OG0002933	YOL008W	maker-CP014503.1-augustus-gene-18.81-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-18.81&CDS=1-552
2934	OG0002934	YOL009C	augustus_masked-CP014501.1-processed-gene-14.16-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-14.16&CDS=1-1284
2935	OG0002935	YOL010W	maker-CP014503.1-augustus-gene-18.77-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-18.77&CDS=1-1086
2936	OG0002936	YOL013C	genemark-CP014501.1-processed-gene-49.9-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-49.9&CDS=1-1629
2937	OG0002937	YOL016C	augustus_masked-CP014501.1-processed-gene-14.34-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-14.34&CDS=1-1230
2938	OG0002938	YOL018C	augustus_masked-CP014503.1-processed-gene-45.37-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-45.37&CDS=1-1092
2939	OG0002939	YOL021C	augustus_masked-CP014502.1-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-10.26&CDS=1-3021
2940	OG0002940	YOL022C	genemark-CP014503.1-processed-gene-22.53-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-22.53&CDS=1-1191
2941	OG0002941	YOL023W	augustus_masked-CP014503.1-processed-gene-22.113-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-22.113&CDS=1-2574
2942	OG0002942	YOL026C	maker-CP014500.1-augustus-gene-26.177-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-26.177&CDS=1-399
2943	OG0002943	YOL030W	augustus_masked-CP014500.1-processed-gene-26.241-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-26.241&CDS=1-1371
2944	OG0002944	YOL031C	augustus_masked-CP014503.1-processed-gene-43.117-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-43.117&CDS=1-1254
2945	OG0002945	YOL032W	augustus_masked-CP014503.1-processed-gene-43.118-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-43.118&CDS=1-615
2946	OG0002946	YOL033W	augustus_masked-CP014501.1-processed-gene-56.89-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-56.89&CDS=1-1677
2947	OG0002947	YOL034W	augustus_masked-CP014501.1-processed-gene-56.106-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-56.106&CDS=1-3387
2948	OG0002948	YOL038W	augustus_masked-CP014502.1-processed-gene-15.28-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-15.28&CDS=1-762
2949	OG0002949	YOL039W	augustus_masked-CP014503.1-processed-gene-10.95-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-10.95&CDS=1-348
2950	OG0002950	YOL040C	augustus_masked-CP014503.1-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-10.91&CDS=1-453
2951	OG0002951	YOL041C	maker-CP014503.1-augustus-gene-42.128-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-42.128&CDS=1-1431
2952	OG0002952	YOL048C	maker-CP014503.1-augustus-gene-33.3-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-33.3&CDS=1-873
2953	OG0002953	YOL049W	augustus_masked-CP014503.1-processed-gene-33.41-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-33.41&CDS=1-1551
2954	OG0002954	YOL051W	maker-CP014502.1-augustus-gene-10.2-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-10.2&CDS=1-4710
2955	OG0002955	YOL052C	augustus_masked-CP014503.1-processed-gene-14.6-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-14.6&CDS=1-1272
2956	OG0002956	YOL054W	maker-CP014500.1-augustus-gene-12.80-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-12.80&CDS=1-1353
2957	OG0002957	YOL058W	augustus_masked-CP014503.1-processed-gene-43.112-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-43.112&CDS=1-1239
2958	OG0002958	YOL060C	augustus_masked-CP014501.1-processed-gene-55.54-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-55.54&CDS=1-2319
2959	OG0002959	YOL061W	augustus_masked-CP014503.1-processed-gene-44.11-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-44.11&CDS=1-1284
2960	OG0002960	YOL062C	genemark-CP014501.1-processed-gene-18.113-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-18.113&CDS=1-1452
2961	OG0002961	YOL063C	augustus_masked-CP014502.1-processed-gene-12.144-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-12.144&CDS=1-2190
2962	OG0002962	YOL064C	augustus_masked-CP014503.1-processed-gene-14.30-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-14.30&CDS=1-1065
2963	OG0002963	YOL065C	augustus_masked-CP014501.1-processed-gene-22.127-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-22.127&CDS=1-1668
2964	OG0002964	YOL066C	maker-CP014501.1-augustus-gene-22.100-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-22.100&CDS=1-1818
2965	OG0002965	YOL067C	augustus_masked-CP014501.1-processed-gene-33.20-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-33.20&CDS=1-1785
2966	OG0002966	YOL069W	genemark-CP014501.1-processed-gene-27.84-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-27.84&CDS=1-1380
2967	OG0002967	YOL070C	genemark-CP014501.1-processed-gene-27.87-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-27.87&CDS=1-2412
2968	OG0002968	YOL071W	augustus_masked-CP014501.1-processed-gene-33.35-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-33.35&CDS=1-471
2969	OG0002969	YOL072W	augustus_masked-CP014503.1-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-5.87&CDS=1-1323
2970	OG0002970	YOL073C	maker-CP014503.1-augustus-gene-9.46-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-9.46&CDS=1-708
2971	OG0002971	YOL075C	augustus_masked-CP014500.1-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-2.100&CDS=1-4065
2972	OG0002972	YOL076W	augustus_masked-CP014501.1-processed-gene-41.41-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-41.41&CDS=1-2442
2973	OG0002973	YOL077C	augustus_masked-CP014501.1-processed-gene-41.20-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-41.20&CDS=1-894
2974	OG0002974	YOL078W	maker-CP014501.1-augustus-gene-15.45-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-15.45&CDS=1-3450
2975	OG0002975	YOL080C	augustus_masked-CP014503.1-processed-gene-47.62-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-47.62&CDS=1-867
2976	OG0002976	YOL086W-A	maker-CP014501.1-augustus-gene-41.55-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-41.55&CDS=1-318
2977	OG0002977	YOL090W	augustus_masked-CP014501.1-processed-gene-33.17-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-33.17&CDS=1-2874
2978	OG0002978	YOL092W	maker-CP014500.1-augustus-gene-21.89-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-21.89&CDS=1-918
2979	OG0002979	YOL093W	augustus_masked-CP014501.1-processed-gene-38.41-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-38.41&CDS=1-1059
2980	OG0002980	YOL094C	augustus_masked-CP014500.1-processed-gene-26.187-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-26.187&CDS=1-1038
2981	OG0002981	YOL096C	augustus_masked-CP014502.1-processed-gene-19.20-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-19.20&CDS=1-708
2982	OG0002982	YOL097C	augustus_masked-CP014501.1-processed-gene-53.75-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-53.75&CDS=1-1281
2983	OG0002983	YOL098C	augustus_masked-CP014501.1-processed-gene-50.64-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-50.64&CDS=1-3141
2984	OG0002984	YOL102C	augustus_masked-CP014501.1-processed-gene-47.100-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-47.100&CDS=1-795
2985	OG0002985	YOL108C	augustus_masked-CP014500.1-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-7.67&CDS=1-549
2986	OG0002986	YOL110W	genemark-CP014501.1-processed-gene-2.36-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-2.36&CDS=1-687
2987	OG0002987	YOL111C	augustus_masked-CP014501.1-processed-gene-30.57-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-30.57&CDS=1-648
2988	OG0002988	YOL114C	genemark-CP014503.1-processed-gene-31.64-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-31.64&CDS=1-597
2989	OG0002989	YOL119C	augustus_masked-CP014501.1-processed-gene-24.40-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-24.40&CDS=1-1431
2990	OG0002990	YOL122C	augustus_masked-CP014503.1-processed-gene-28.46-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-28.46&CDS=1-1665
2991	OG0002991	YOL123W	snap_masked-CP014503.1-processed-gene-28.108-mRNA-1_1&gene=snap_masked-CP014503.1-processed-gene-28.108&CDS=1-1524
2992	OG0002992	YOL124C	augustus_masked-CP014503.1-processed-gene-28.45-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-28.45&CDS=1-1326
2993	OG0002993	YOL125W	augustus_masked-CP014501.1-processed-gene-28.52-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-28.52&CDS=1-1572
2994	OG0002994	YOL127W	augustus_masked-CP014501.1-processed-gene-55.53-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-55.53&CDS=1-435
2995	OG0002995	YOL129W	genemark-CP014501.1-processed-gene-43.140-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-43.140&CDS=1-519
2996	OG0002996	YOL132W	maker-CP014501.1-augustus-gene-20.57-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-20.57&CDS=1-2367
2997	OG0002997	YOL133W	maker-CP014503.1-augustus-gene-26.21-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-26.21&CDS=1-360
2998	OG0002998	YOL135C	augustus_masked-CP014503.1-processed-gene-26.70-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-26.70&CDS=1-936
2999	OG0002999	YOL138C	augustus_masked-CP014502.1-processed-gene-21.86-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-21.86&CDS=1-3612
3000	OG0003000	YOL139C	augustus_masked-CP014501.1-processed-gene-52.117-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-52.117&CDS=1-729
3001	OG0003001	YOL140W	augustus_masked-CP014503.1-processed-gene-22.100-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-22.100&CDS=1-1272
3002	OG0003002	YOL141W	augustus_masked-CP014503.1-processed-gene-48.113-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-48.113&CDS=1-3039
3003	OG0003003	YOL142W	augustus_masked-CP014503.1-processed-gene-48.112-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-48.112&CDS=1-699
3004	OG0003004	YOL143C	augustus_masked-CP014501.1-processed-gene-55.34-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-55.34&CDS=1-483
3005	OG0003005	YOL144W	augustus_masked-CP014501.1-processed-gene-55.47-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-55.47&CDS=1-1440
3006	OG0003006	YOL145C	augustus_masked-CP014501.1-processed-gene-55.35-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-55.35&CDS=1-3270
3007	OG0003007	YOL146W	augustus_masked-CP014501.1-processed-gene-55.48-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-55.48&CDS=1-534
3008	OG0003008	YOL147C	maker-CP014503.1-augustus-gene-31.84-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-31.84&CDS=1-693
3009	OG0003009	YOL148C	augustus_masked-CP014503.1-processed-gene-31.97-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-31.97&CDS=1-1659
3010	OG0003010	YOL149W	augustus_masked-CP014503.1-processed-gene-31.100-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-31.100&CDS=1-483
3011	OG0003011	YOL152W	maker-CP014502.1-snap-gene-17.54-mRNA-1_1&gene=maker-CP014502.1-snap-gene-17.54&CDS=1-1917
3012	OG0003012	YOR001W	augustus_masked-CP014503.1-processed-gene-40.113-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-40.113&CDS=1-2430
3013	OG0003013	YOR002W	augustus_masked-CP014503.1-processed-gene-15.50-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-15.50&CDS=1-2151
3014	OG0003014	YOR004W	maker-CP014501.1-augustus-gene-39.96-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-39.96&CDS=1-882
3015	OG0003015	YOR005C	augustus_masked-CP014501.1-processed-gene-16.83-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-16.83&CDS=1-2841
3016	OG0003016	YOR006C	augustus_masked-CP014501.1-processed-gene-16.82-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-16.82&CDS=1-948
3017	OG0003017	YOR007C	augustus_masked-CP014501.1-processed-gene-18.34-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-18.34&CDS=1-1128
3018	OG0003018	YOR008C	genemark-CP014500.1-processed-gene-25.80-mRNA-1_1&gene=genemark-CP014500.1-processed-gene-25.80&CDS=1-945
3019	OG0003019	YOR014W	augustus_masked-CP014501.1-processed-gene-34.44-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-34.44&CDS=1-2319
3020	OG0003020	YOR017W	augustus_masked-CP014500.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-1.7&CDS=1-2361
3021	OG0003021	YOR020C	augustus_masked-CP014501.1-processed-gene-15.25-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-15.25&CDS=1-315
3022	OG0003022	YOR021C	maker-CP014501.1-augustus-gene-18.49-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-18.49&CDS=1-612
3023	OG0003023	YOR022C	genemark-CP014501.1-processed-gene-18.136-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-18.136&CDS=1-2664
3024	OG0003024	YOR025W	augustus_masked-CP014501.1-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-1.50&CDS=1-1305
3025	OG0003025	YOR027W	augustus_masked-CP014501.1-processed-gene-40.121-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-40.121&CDS=1-1689
3026	OG0003026	YOR032C	augustus_masked-CP014503.1-processed-gene-32.110-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-32.110&CDS=1-3042
3027	OG0003027	YOR035C	augustus_masked-CP014503.1-processed-gene-26.22-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-26.22&CDS=1-2319
3028	OG0003028	YOR036W	augustus_masked-CP014503.1-processed-gene-25.132-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-25.132&CDS=1-816
3029	OG0003029	YOR037W	augustus_masked-CP014501.1-processed-gene-34.42-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-34.42&CDS=1-1599
3030	OG0003030	YOR039W	augustus_masked-CP014501.1-processed-gene-34.22-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-34.22&CDS=1-726
3031	OG0003031	YOR042W	augustus_masked-CP014501.1-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-2.112&CDS=1-1494
3032	OG0003032	YOR043W	augustus_masked-CP014500.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-0.78&CDS=1-1503
3033	OG0003033	YOR046C	augustus_masked-CP014501.1-processed-gene-44.12-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-44.12&CDS=1-1584
3034	OG0003034	YOR048C	augustus_masked-CP014502.1-processed-gene-15.20-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-15.20&CDS=1-3135
3035	OG0003035	YOR049C	maker-CP014501.1-augustus-gene-8.3-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-8.3&CDS=1-1071
3036	OG0003036	YOR051C	augustus_masked-CP014503.1-processed-gene-42.124-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-42.124&CDS=1-1281
3037	OG0003037	YOR052C	augustus_masked-CP014503.1-processed-gene-42.125-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-42.125&CDS=1-510
3038	OG0003038	YOR056C	augustus_masked-CP014500.1-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-3.22&CDS=1-1464
3039	OG0003039	YOR057W	maker-CP014500.1-augustus-gene-3.50-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-3.50&CDS=1-1200
3040	OG0003040	YOR058C	augustus_masked-CP014503.1-processed-gene-34.34-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-34.34&CDS=1-2292
3041	OG0003041	YOR059C	augustus_masked-CP014503.1-processed-gene-32.88-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-32.88&CDS=1-1422
3042	OG0003042	YOR063W	augustus_masked-CP014501.1-processed-gene-43.24-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-43.24&CDS=1-1164
3043	OG0003043	YOR064C	genemark-CP014500.1-processed-gene-18.77-mRNA-1_1&gene=genemark-CP014500.1-processed-gene-18.77&CDS=1-723
3044	OG0003044	YOR065W	augustus_masked-CP014500.1-processed-gene-18.28-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-18.28&CDS=1-897
3045	OG0003045	YOR067C	augustus_masked-CP014500.1-processed-gene-18.29-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-18.29&CDS=1-1779
3046	OG0003046	YOR069W	augustus_masked-CP014500.1-processed-gene-19.95-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-19.95&CDS=1-2106
3047	OG0003047	YOR070C	augustus_masked-CP014501.1-processed-gene-51.43-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-51.43&CDS=1-1584
3048	OG0003048	YOR074C	augustus_masked-CP014500.1-processed-gene-8.4-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-8.4&CDS=1-933
3049	OG0003049	YOR075W	augustus_masked-CP014503.1-processed-gene-39.42-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-39.42&CDS=1-969
3050	OG0003050	YOR077W	augustus_masked-CP014503.1-processed-gene-41.17-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-41.17&CDS=1-855
3051	OG0003051	YOR079C	augustus_masked-CP014502.1-processed-gene-9.1-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-9.1&CDS=1-1176
3052	OG0003052	YOR085W	augustus_masked-CP014502.1-processed-gene-17.20-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-17.20&CDS=1-972
3053	OG0003053	YOR087W	augustus_masked-CP014503.1-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-3.62&CDS=1-1953
3054	OG0003054	YOR089C	maker-CP014502.1-augustus-gene-8.43-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-8.43&CDS=1-720
3055	OG0003055	YOR090C	augustus_masked-CP014502.1-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-8.48&CDS=1-1821
3056	OG0003056	YOR091W	augustus_masked-CP014502.1-processed-gene-12.146-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-12.146&CDS=1-1041
3057	OG0003057	YOR093C	augustus_masked-CP014503.1-processed-gene-43.128-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-43.128&CDS=1-4647
3058	OG0003058	YOR095C	augustus_masked-CP014500.1-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-1.4&CDS=1-753
