	OrthologID	Ambrosiozyma_monospora	Saccharomyces_cerevisiae
2953	OG0002953	-processed-gene-1.16-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-1.16&CDS=1-537	YMR009W
2954	OG0002954	-processed-gene-1.17-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-1.17&CDS=1-702	YPL041C
2955	OG0002955	-processed-gene-1.18-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-1.18&CDS=1-1440	YPL042C
2956	OG0002956	-processed-gene-1.27-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-1.27&CDS=1-627	YDR248C
2957	OG0002957	-processed-gene-2.56-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.56&CDS=1-1137	YKL113C
2958	OG0002958	-processed-gene-2.62-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.62&CDS=1-981	YDL114W
2959	OG0002959	-processed-gene-2.57-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.57&CDS=1-1185	YDL115C
2960	OG0002960	-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.9&CDS=1-897	YPL134C
2961	OG0002961	-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.17&CDS=1-879	YPL132W
2962	OG0002962	-processed-gene-2.45-mRNA-1_1&gene=snap_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.45&CDS=1-1458	YER021W
2963	OG0002963	-processed-gene-2.65-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.65&CDS=1-780	YPL002C
2964	OG0002964	-processed-gene-2.75-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.75&CDS=1-2541	YGL163C
2965	OG0002965	-processed-gene-2.78-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.78&CDS=1-1131	YGR169C
2966	OG0002966	-processed-gene-2.80-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.80&CDS=1-2832	YML010W
2967	OG0002967	-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.26&CDS=1-507	YKL013C
2968	OG0002968	-processed-gene-2.67-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.67&CDS=1-1638	YKL012W
2969	OG0002969	-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.27&CDS=1-567	YIR022W
2970	OG0002970	-processed-gene-2.68-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.68&CDS=1-543	YIL004C
2971	OG0002971	-processed-gene-2.70-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-2.70&CDS=1-687	YER002W
2972	OG0002972	-processed-gene-3.2-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-3.2&CDS=1-1428	YHR024C
2973	OG0002973	-processed-gene-3.1-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-3.1&CDS=1-1134	YMR272C
2974	OG0002974	-processed-gene-3.30-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-3.30&CDS=1-798	YML105C
2975	OG0002975	-processed-gene-3.8-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-3.8&CDS=1-1701	YGL248W
2976	OG0002976	-processed-gene-3.32-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-3.32&CDS=1-843	YFR050C
2977	OG0002977	-processed-gene-3.9-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-3.9&CDS=1-282	YFR049W
2978	OG0002978	-processed-gene-3.20-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-3.20&CDS=1-2205	YDR452W
2979	OG0002979	-processed-gene-4.1-mRNA-1_1&gene=snap_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-4.1&CDS=1-2376	YLR006C
2980	OG0002980	-snap-gene-4.90-mRNA-1_1&gene=maker-gi|1002318557|dbj|BCIP01000004.1|-snap-gene-4.90&CDS=1-3981	YPL227C
2981	OG0002981	-processed-gene-4.78-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-4.78&CDS=1-1020	YPL060W
2982	OG0002982	-processed-gene-4.79-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-4.79&CDS=1-1950	YNL048W
2983	OG0002983	-processed-gene-4.82-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-4.82&CDS=1-585	YDR454C
2984	OG0002984	-processed-gene-4.68-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-4.68&CDS=1-2109	YDR456W
2985	OG0002985	-processed-gene-4.83-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-4.83&CDS=1-1896	YML031W
2986	OG0002986	-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-4.40&CDS=1-1611	YML032C
2987	OG0002987	-processed-gene-4.70-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-4.70&CDS=1-639	YOR367W
2988	OG0002988	-processed-gene-4.86-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-4.86&CDS=1-1092	YCL018W
2989	OG0002989	-processed-gene-4.71-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-4.71&CDS=1-1224	YDR019C
2990	OG0002990	-processed-gene-5.57-mRNA-1_1&gene=snap_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.57&CDS=1-3606	YJL074C
2991	OG0002991	-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.46&CDS=1-1428	YDR030C
2992	OG0002992	-processed-gene-5.5-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.5&CDS=1-546	YCL001W
2993	OG0002993	-processed-gene-5.20-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.20&CDS=1-1359	YOL065C
2994	OG0002994	-processed-gene-5.24-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.24&CDS=1-948	YML025C
2995	OG0002995	-processed-gene-5.8-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.8&CDS=1-2247	YOL001W
2996	OG0002996	-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.37&CDS=1-1917	YHR194W
2997	OG0002997	-processed-gene-5.27-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.27&CDS=1-1068	YCR002C
2998	OG0002998	-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.40&CDS=1-573	YCR003W
2999	OG0002999	-processed-gene-5.28-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.28&CDS=1-870	YNL003C
3000	OG0003000	-processed-gene-5.16-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.16&CDS=1-1458	YCL017C
3001	OG0003001	-processed-gene-5.82-mRNA-1_1&gene=snap_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.82&CDS=1-2742	YKL157W
3002	OG0003002	-processed-gene-5.30-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.30&CDS=1-555	YJR017C
3003	OG0003003	-processed-gene-5.17-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-5.17&CDS=1-954	YOR077W
3004	OG0003004	-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-6.6&CDS=1-1305	YDR448W
3005	OG0003005	-processed-gene-6.60-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-6.60&CDS=1-1242	YDR449C
3006	OG0003006	-processed-gene-6.61-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-6.61&CDS=1-1470	YGR175C
3007	OG0003007	-snap-gene-6.85-mRNA-1_1&gene=maker-gi|1002318557|dbj|BCIP01000004.1|-snap-gene-6.85&CDS=1-2916	YCR030C
3008	OG0003008	-processed-gene-6.42-mRNA-1_1&gene=snap_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-6.42&CDS=1-2961	YNL054W
3009	OG0003009	-processed-gene-6.45-mRNA-1_1&gene=snap_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-6.45&CDS=1-1476	YHR183W
3010	OG0003010	-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-6.12&CDS=1-1200	YNL281W
3011	OG0003011	-snap-gene-6.88-mRNA-1_1&gene=maker-gi|1002318557|dbj|BCIP01000004.1|-snap-gene-6.88&CDS=1-2259	YDR485C
3012	OG0003012	-processed-gene-6.65-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-6.65&CDS=1-957	YOL096C
3013	OG0003013	-augustus-gene-6.93-mRNA-1_1&gene=maker-gi|1002318557|dbj|BCIP01000004.1|-augustus-gene-6.93&CDS=1-1251	YDR487C
3014	OG0003014	-processed-gene-6.79-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-6.79&CDS=1-1926	YDR341C
3015	OG0003015	-processed-gene-6.80-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-6.80&CDS=1-1956	YER049W
3016	OG0003016	-processed-gene-6.68-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-6.68&CDS=1-5643	YPL231W
3017	OG0003017	-processed-gene-6.84-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-6.84&CDS=1-1911	YDR169C
3018	OG0003018	-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-7.0&CDS=1-801	YLR150W
3019	OG0003019	-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-7.1&CDS=1-5601	YDR170C
3020	OG0003020	-processed-gene-7.50-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-7.50&CDS=1-1614	YEL013W
3021	OG0003021	-processed-gene-7.51-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-7.51&CDS=1-645	YDR482C
3022	OG0003022	-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-7.4&CDS=1-3192	YCR092C
3023	OG0003023	-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-7.10&CDS=1-2793	YCR091W
3024	OG0003024	-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-7.11&CDS=1-378	YNR046W
3025	OG0003025	-processed-gene-7.47-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-7.47&CDS=1-489	YCR090C
3026	OG0003026	-snap-gene-7.38-mRNA-1_1&gene=maker-gi|1002318557|dbj|BCIP01000004.1|-snap-gene-7.38&CDS=1-4083	YDR490C
3027	OG0003027	-processed-gene-7.60-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-7.60&CDS=1-3237	YBR245C
3028	OG0003028	-processed-gene-8.92-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.92&CDS=1-975	YGL091C
3029	OG0003029	-snap-gene-8.91-mRNA-1_1&gene=maker-gi|1002318557|dbj|BCIP01000004.1|-snap-gene-8.91&CDS=1-3636	YGL092W
3030	OG0003030	-processed-gene-8.96-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.96&CDS=1-4938	YOR341W
3031	OG0003031	-processed-gene-8.6-mRNA-1_1&gene=snap_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.6&CDS=1-2994	YAL035W
3032	OG0003032	-processed-gene-8.98-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.98&CDS=1-5172	YAL019W
3033	OG0003033	-processed-gene-8.119-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.119&CDS=1-3084	YPR185W
3034	OG0003034	-processed-gene-8.26-mRNA-1_1&gene=snap_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.26&CDS=1-2523	YOL078W
3035	OG0003035	-processed-gene-8.99-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.99&CDS=1-201	YOL077W-A
3036	OG0003036	-processed-gene-8.121-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.121&CDS=1-921	YOL077C
3037	OG0003037	-processed-gene-8.100-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.100&CDS=1-666	YBR154C
3038	OG0003038	-processed-gene-8.125-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.125&CDS=1-966	YBR153W
3039	OG0003039	-processed-gene-8.104-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.104&CDS=1-612	YAL008W
3040	OG0003040	-processed-gene-8.126-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.126&CDS=1-1101	YAL036C
3041	OG0003041	-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.58&CDS=1-2616	YPR105C
3042	OG0003042	-processed-gene-8.127-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.127&CDS=1-1047	YPR107C
3043	OG0003043	-processed-gene-8.129-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.129&CDS=1-1638	YAL009W
3044	OG0003044	-processed-gene-8.106-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.106&CDS=1-1737	YAL010C
3045	OG0003045	-processed-gene-8.107-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.107&CDS=1-351	YPR182W
3046	OG0003046	-processed-gene-8.109-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.109&CDS=1-2349	YER047C
3047	OG0003047	-processed-gene-8.110-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.110&CDS=1-1536	YER048C
3048	OG0003048	-processed-gene-8.131-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.131&CDS=1-999	YBR146W
3049	OG0003049	-processed-gene-8.132-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.132&CDS=1-453	YOL086W-A
3050	OG0003050	-processed-gene-8.133-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.133&CDS=1-1080	YPR191W
3051	OG0003051	-processed-gene-8.112-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.112&CDS=1-2022	YPR190C
3052	OG0003052	-processed-gene-8.134-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.134&CDS=1-4308	YPR189W
3053	OG0003053	-processed-gene-8.135-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.135&CDS=1-426	YPR187W
3054	OG0003054	-processed-gene-8.114-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.114&CDS=1-1368	YPR186C
3055	OG0003055	-processed-gene-8.136-mRNA-1_1&gene=genemark-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.136&CDS=1-4248	YGR116W
3056	OG0003056	-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-gi|1002318557|dbj|BCIP01000004.1|-processed-gene-8.68&CDS=1-1473	YIL039W
3057	OG0003057	-snap-gene-0.93-mRNA-1_1&gene=maker-gi|1002318558|dbj|BCIP01000003.1|-snap-gene-0.93&CDS=1-423	YOL127W
3058	OG0003058	-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-0.46&CDS=1-621	YNL306W
3059	OG0003059	-processed-gene-0.64-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-0.64&CDS=1-1110	YNL307C
3060	OG0003060	-snap-gene-0.95-mRNA-1_1&gene=maker-gi|1002318558|dbj|BCIP01000003.1|-snap-gene-0.95&CDS=1-1803	YOL129W
3061	OG0003061	-processed-gene-0.79-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-0.79&CDS=1-1281	YDL013W
3062	OG0003062	-processed-gene-0.81-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-0.81&CDS=1-954	YDL014W
3063	OG0003063	-processed-gene-0.69-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-0.69&CDS=1-4368	YBL034C
3064	OG0003064	-processed-gene-0.85-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-0.85&CDS=1-1137	YMR024W
3065	OG0003065	-processed-gene-0.86-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-0.86&CDS=1-948	YLR003C
3066	OG0003066	-processed-gene-1.39-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-1.39&CDS=1-1458	YBR003W
3067	OG0003067	-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-1.97&CDS=1-879	YBR002C
3068	OG0003068	-processed-gene-1.40-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-1.40&CDS=1-645	YDR002W
3069	OG0003069	-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-1.113&CDS=1-8040	YPL085W
3070	OG0003070	-processed-gene-1.45-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-1.45&CDS=1-3993	YLR086W
3071	OG0003071	-processed-gene-1.47-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-1.47&CDS=1-2193	YKL116C
3072	OG0003072	-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-1.104&CDS=1-3978	YLR071C
3073	OG0003073	-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-1.119&CDS=1-726	YPR183W
3074	OG0003074	-processed-gene-1.30-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-1.30&CDS=1-1926	YDR390C
3075	OG0003075	-snap-gene-1.12-mRNA-1_1&gene=maker-gi|1002318558|dbj|BCIP01000003.1|-snap-gene-1.12&CDS=1-3492	YNL288W
3076	OG0003076	-processed-gene-1.33-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-1.33&CDS=1-1116	YPR035W
3077	OG0003077	-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-2.6&CDS=1-2220	YJR053W
3078	OG0003078	-processed-gene-2.73-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-2.73&CDS=1-621	YGL020C
3079	OG0003079	-processed-gene-2.64-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-2.64&CDS=1-864	YGL019W
3080	OG0003080	-processed-gene-2.74-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-2.74&CDS=1-477	YOR103C
3081	OG0003081	-processed-gene-2.65-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-2.65&CDS=1-633	YNL099C
3082	OG0003082	-processed-gene-2.75-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-2.75&CDS=1-507	YDR231C
3083	OG0003083	-processed-gene-2.66-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-2.66&CDS=1-2184	YKL146W
3084	OG0003084	-processed-gene-2.79-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-2.79&CDS=1-4527	YNL102W
3085	OG0003085	-processed-gene-3.2-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-3.2&CDS=1-1596	YGL116W
3086	OG0003086	-processed-gene-3.15-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-3.15&CDS=1-1407	YGR026W
3087	OG0003087	-processed-gene-3.12-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-3.12&CDS=1-1566	YFL016C
3088	OG0003088	-processed-gene-3.31-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-3.31&CDS=1-3774	YPL128C
3089	OG0003089	-processed-gene-3.13-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-3.13&CDS=1-2190	YLR274W
3090	OG0003090	-processed-gene-3.32-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-3.32&CDS=1-1437	YFR006W
3091	OG0003091	-processed-gene-4.3-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-4.3&CDS=1-1479	YFR005C
3092	OG0003092	-processed-gene-4.7-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-4.7&CDS=1-924	YFR004W
3093	OG0003093	-processed-gene-4.4-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-4.4&CDS=1-1089	YBR234C
3094	OG0003094	-processed-gene-4.13-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-4.13&CDS=1-3546	YBR218C
3095	OG0003095	-processed-gene-4.14-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-4.14&CDS=1-1830	YBR220C
3096	OG0003096	-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-4.57&CDS=1-492	YGL127C
3097	OG0003097	-processed-gene-4.15-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-4.15&CDS=1-930	YGL126W
3098	OG0003098	-processed-gene-4.16-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-4.16&CDS=1-1884	YCL038C
3099	OG0003099	-processed-gene-4.19-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-4.19&CDS=1-1623	YCL043C
3100	OG0003100	-processed-gene-4.28-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-4.28&CDS=1-1179	YGL169W
3101	OG0003101	-processed-gene-4.20-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-4.20&CDS=1-1413	YDR517W
3102	OG0003102	-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-4.63&CDS=1-4764	YIR006C
3103	OG0003103	-processed-gene-5.79-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.79&CDS=1-2892	YHR098C
3104	OG0003104	-processed-gene-5.85-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.85&CDS=1-1071	YDR322W
3105	OG0003105	-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.10&CDS=1-3444	YHR077C
3106	OG0003106	-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.11&CDS=1-273	YDR322C-A
3107	OG0003107	-processed-gene-5.87-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.87&CDS=1-1365	YHR076W
3108	OG0003108	-processed-gene-5.90-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.90&CDS=1-1839	YNL209W
3109	OG0003109	-processed-gene-5.106-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.106&CDS=1-978	YPL031C
3110	OG0003110	-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.15&CDS=1-2202	YOL095C
3111	OG0003111	-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.28&CDS=1-738	YNL282W
3112	OG0003112	-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.29&CDS=1-1989	YOR087W
3113	OG0003113	-processed-gene-5.94-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.94&CDS=1-1674	YNL206C
3114	OG0003114	-processed-gene-5.95-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.95&CDS=1-1290	YNL092W
3115	OG0003115	-processed-gene-5.110-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.110&CDS=1-3513	YPR122W
3116	OG0003116	-processed-gene-5.96-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.96&CDS=1-651	YOR089C
3117	OG0003117	-processed-gene-5.111-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-5.111&CDS=1-1764	YOR090C
