	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_eubayanus
3569	OG0003569	YNL265C	maker-chrXIV-augustus-gene-1.5-mRNA-1_1&gene=maker-chrXIV-augustus-gene-1.5&CDS=1-894
3570	OG0003570	YNL267W	augustus_masked-chrXIV-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.62&CDS=1-3198
3571	OG0003571	YNL271C	augustus_masked-chrXIV-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.74&CDS=1-5838
3572	OG0003572	YNL272C	augustus_masked-chrXIV-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.73&CDS=1-2238
3573	OG0003573	YNL273W	augustus_masked-chrXIV-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.60&CDS=1-3756
3574	OG0003574	YNL274C	augustus_masked-chrXIV-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.72&CDS=1-1050
3575	OG0003575	YNL275W	augustus_masked-chrXIV-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.59&CDS=1-1725
3576	OG0003576	YNL277W	augustus_masked-chrXIV-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.58&CDS=1-1458
3577	OG0003577	YNL278W	augustus_masked-chrXIV-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.57&CDS=1-5130
3578	OG0003578	YNL280C	augustus_masked-chrXIV-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.71&CDS=1-1314
3579	OG0003579	YNL281W	augustus_masked-chrXIV-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.56&CDS=1-459
3580	OG0003580	YNL282W	augustus_masked-chrXIV-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.53&CDS=1-585
3581	OG0003581	YNL283C	augustus_masked-chrXIV-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.55&CDS=1-1458
3582	OG0003582	YNL284C	augustus_masked-chrXIV-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.54&CDS=1-879
3583	OG0003583	YNL286W	snap_masked-chrXIV-processed-gene-1.10-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-1.10&CDS=1-870
3584	OG0003584	YNL287W	snap_masked-chrXIV-processed-gene-1.9-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-1.9&CDS=1-2805
3585	OG0003585	YNL288W	snap_masked-chrXIV-processed-gene-0.61-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-0.61&CDS=1-1167
3586	OG0003586	YNL289W	snap_masked-chrXIV-processed-gene-0.60-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-0.60&CDS=1-837
3587	OG0003587	YNL290W	snap_masked-chrXIV-processed-gene-0.59-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-0.59&CDS=1-1020
3588	OG0003588	YNL291C	augustus_masked-chrXIV-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.35&CDS=1-1644
3589	OG0003589	YNL292W	augustus_masked-chrXIV-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.14&CDS=1-1209
3590	OG0003590	YNL293W	augustus_masked-chrXIV-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.13&CDS=1-1902
3591	OG0003591	YNL294C	augustus_masked-chrXIV-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.34&CDS=1-1623
3592	OG0003592	YNL295W	augustus_masked-chrXIV-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.12&CDS=1-1500
3593	OG0003593	YNL297C	snap_masked-chrXIV-processed-gene-0.78-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-0.78&CDS=1-4926
3594	OG0003594	YNL298W	snap_masked-chrXIV-processed-gene-0.55-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-0.55&CDS=1-2562
3595	OG0003595	YNL304W	augustus_masked-chrXIV-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.9&CDS=1-1248
3596	OG0003596	YNL305C	augustus_masked-chrXIV-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.31&CDS=1-897
3597	OG0003597	YNL306W	augustus_masked-chrXIV-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.8&CDS=1-651
3598	OG0003598	YNL307C	augustus_masked-chrXIV-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.30&CDS=1-1125
3599	OG0003599	YNL308C	augustus_masked-chrXIV-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.29&CDS=1-1815
3600	OG0003600	YNL309W	augustus_masked-chrXIV-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.7&CDS=1-1254
3601	OG0003601	YNL310C	augustus_masked-chrXIV-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.28&CDS=1-525
3602	OG0003602	YNL311C	augustus_masked-chrXIV-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.27&CDS=1-2289
3603	OG0003603	YNL312W	augustus_masked-chrXIV-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.6&CDS=1-789
3604	OG0003604	YNL313C	augustus_masked-chrXIV-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.26&CDS=1-2712
3605	OG0003605	YNL314W	augustus_masked-chrXIV-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.5&CDS=1-771
3606	OG0003606	YNL315C	augustus_masked-chrXIV-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.25&CDS=1-954
3607	OG0003607	YNL316C	augustus_masked-chrXIV-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.24&CDS=1-1002
3608	OG0003608	YNL317W	augustus_masked-chrXIV-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.4&CDS=1-1407
3609	OG0003609	YNL318C	augustus_masked-chrXIV-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.23&CDS=1-1623
3610	OG0003610	YNL321W	augustus_masked-chrXIV-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.3&CDS=1-3480
3611	OG0003611	YNL322C	augustus_masked-chrXIV-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.22&CDS=1-963
3612	OG0003612	YNL323W	augustus_masked-chrXIV-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.2&CDS=1-1239
3613	OG0003613	YNL325C	snap_masked-chrXIV-processed-gene-0.67-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-0.67&CDS=1-2616
3614	OG0003614	YNL326C	snap_masked-chrXIV-processed-gene-0.66-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-0.66&CDS=1-603
3615	OG0003615	YNL327W	maker-chrXIV-snap-gene-0.36-mRNA-1_1&gene=maker-chrXIV-snap-gene-0.36&CDS=1-3114
3616	OG0003616	YNL328C	augustus_masked-chrXIV-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.20&CDS=1-438
3617	OG0003617	YNL329C	augustus_masked-chrXIV-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.19&CDS=1-3207
3618	OG0003618	YNL330C	augustus_masked-chrXIV-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-0.18&CDS=1-1299
3619	OG0003619	YNR002C	augustus_masked-chrXIV-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.127&CDS=1-855
3620	OG0003620	YNR003C	augustus_masked-chrXIV-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.128&CDS=1-951
3621	OG0003621	YNR004W	augustus_masked-chrXIV-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.92&CDS=1-438
3622	OG0003622	YNR006W	augustus_masked-chrXIV-processed-gene-6.93-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.93&CDS=1-1896
3623	OG0003623	YNR007C	augustus_masked-chrXIV-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.129&CDS=1-939
3624	OG0003624	YNR008W	augustus_masked-chrXIV-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.94&CDS=1-2718
3625	OG0003625	YNR010W	augustus_masked-chrXIV-processed-gene-6.95-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.95&CDS=1-450
3626	OG0003626	YNR011C	augustus_masked-chrXIV-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.130&CDS=1-2667
3627	OG0003627	YNR012W	augustus_masked-chrXIV-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.96&CDS=1-1512
3628	OG0003628	YNR013C	augustus_masked-chrXIV-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.131&CDS=1-2691
3629	OG0003629	YNR015W	augustus_masked-chrXIV-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.97&CDS=1-1698
3630	OG0003630	YNR017W	augustus_masked-chrXIV-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.98&CDS=1-657
3631	OG0003631	YNR018W	augustus_masked-chrXIV-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.99&CDS=1-672
3632	OG0003632	YNR019W	augustus_masked-chrXIV-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.100&CDS=1-1965
3633	OG0003633	YNR020C	augustus_masked-chrXIV-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.133&CDS=1-681
3634	OG0003634	YNR021W	augustus_masked-chrXIV-processed-gene-6.101-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.101&CDS=1-1212
3635	OG0003635	YNR022C	augustus_masked-chrXIV-processed-gene-6.134-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.134&CDS=1-417
3636	OG0003636	YNR023W	augustus_masked-chrXIV-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.102&CDS=1-2253
3637	OG0003637	YNR026C	augustus_masked-chrXIV-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.135&CDS=1-1419
3638	OG0003638	YNR027W	augustus_masked-chrXIV-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.103&CDS=1-951
3639	OG0003639	YNR028W	snap_masked-chrXIV-processed-gene-6.179-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-6.179&CDS=1-921
3640	OG0003640	YNR029C	augustus_masked-chrXIV-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.136&CDS=1-1299
3641	OG0003641	YNR030W	augustus_masked-chrXIV-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.105&CDS=1-1653
3642	OG0003642	YNR032C-A	augustus_masked-chrXIV-processed-gene-6.138-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.138&CDS=1-219
3643	OG0003643	YNR032W	augustus_masked-chrXIV-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.106&CDS=1-1104
3644	OG0003644	YNR033W	augustus_masked-chrXIV-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.107&CDS=1-3333
3645	OG0003645	YNR034W-A	augustus_masked-chrXIV-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.108&CDS=1-294
3646	OG0003646	YNR035C	augustus_masked-chrXIV-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.139&CDS=1-1851
3647	OG0003647	YNR038W	augustus_masked-chrXIV-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.109&CDS=1-1914
3648	OG0003648	YNR039C	augustus_masked-chrXIV-processed-gene-6.140-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.140&CDS=1-1818
3649	OG0003649	YNR040W	augustus_masked-chrXIV-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.110&CDS=1-762
3650	OG0003650	YNR041C	augustus_masked-chrXIV-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.141&CDS=1-1107
3651	OG0003651	YNR043W	augustus_masked-chrXIV-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.111&CDS=1-1188
3652	OG0003652	YNR045W	augustus_masked-chrXIV-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.112&CDS=1-3519
3653	OG0003653	YNR046W	snap_masked-chrXIV-processed-gene-6.192-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-6.192&CDS=1-405
3654	OG0003654	YNR047W	snap_masked-chrXIV-processed-gene-6.193-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-6.193&CDS=1-2691
3655	OG0003655	YNR048W	snap_masked-chrXIV-processed-gene-6.194-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-6.194&CDS=1-1179
3656	OG0003656	YNR049C	snap_masked-chrXIV-processed-gene-6.225-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-6.225&CDS=1-627
3657	OG0003657	YNR050C	snap_masked-chrXIV-processed-gene-6.226-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-6.226&CDS=1-1338
3658	OG0003658	YNR051C	snap_masked-chrXIV-processed-gene-6.228-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-6.228&CDS=1-1542
3659	OG0003659	YNR052C	augustus_masked-chrXIV-processed-gene-6.143-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.143&CDS=1-1308
3660	OG0003660	YNR053C	maker-chrXIV-augustus-gene-6.249-mRNA-1_1&gene=maker-chrXIV-augustus-gene-6.249&CDS=1-1512
3661	OG0003661	YNR054C	augustus_masked-chrXIV-processed-gene-6.145-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.145&CDS=1-942
3662	OG0003662	YNR055C	snap_masked-chrXIV-processed-gene-6.232-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-6.232&CDS=1-1746
3663	OG0003663	YNR056C	snap_masked-chrXIV-processed-gene-6.233-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-6.233&CDS=1-1596
3664	OG0003664	YNR057C	augustus_masked-chrXIV-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.147&CDS=1-720
3665	OG0003665	YNR058W	snap_masked-chrXIV-processed-gene-6.197-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-6.197&CDS=1-1440
3666	OG0003666	YNR061C	augustus_masked-chrXIV-processed-gene-6.148-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.148&CDS=1-705
3667	OG0003667	YNR062C	augustus_masked-chrXIV-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.149&CDS=1-630
3668	OG0003668	YNR063W	augustus_masked-chrXIV-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.118&CDS=1-1851
3669	OG0003669	YNR064C	augustus_masked-chrXIV-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.150&CDS=1-873
3670	OG0003670	YNR067C	augustus_masked-chrXIV-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.151&CDS=1-3405
3671	OG0003671	YNR069C	augustus_masked-chrXIV-processed-gene-6.152-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.152&CDS=1-2499
3672	OG0003672	YNR074C	augustus_masked-chrVII-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-chrVII-processed-gene-0.44&CDS=1-1137
3673	OG0003673	YOL001W	snap_masked-chrXV-processed-gene-3.80-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-3.80&CDS=1-873
3674	OG0003674	YOL002C	snap_masked-chrXV-processed-gene-3.85-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-3.85&CDS=1-981
3675	OG0003675	YOL003C	genemark-chrXV-processed-gene-3.4-mRNA-1_1&gene=genemark-chrXV-processed-gene-3.4&CDS=1-1077
3676	OG0003676	YOL004W	augustus_masked-chrXV-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-3.45&CDS=1-4692
3677	OG0003677	YOL005C	augustus_masked-chrXV-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.145&CDS=1-366
3678	OG0003678	YOL006C	augustus_masked-chrXV-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.144&CDS=1-2301
3679	OG0003679	YOL007C	augustus_masked-chrXV-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.143&CDS=1-1032
3680	OG0003680	YOL008W	snap_masked-chrXV-processed-gene-2.33-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-2.33&CDS=1-630
3681	OG0003681	YOL009C	augustus_masked-chrXV-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.142&CDS=1-819
3682	OG0003682	YOL010W	snap_masked-chrXV-processed-gene-2.32-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-2.32&CDS=1-1101
3683	OG0003683	YOL011W	snap_masked-chrXV-processed-gene-2.31-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-2.31&CDS=1-2052
3684	OG0003684	YOL012C	snap_masked-chrXV-processed-gene-2.48-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-2.48&CDS=1-402
3685	OG0003685	YOL013C	snap_masked-chrXV-processed-gene-2.47-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-2.47&CDS=1-1641
3686	OG0003686	YOL014W	snap_masked-chrXV-processed-gene-2.30-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-2.30&CDS=1-525
3687	OG0003687	YOL015W	augustus_masked-chrXV-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.126&CDS=1-1755
3688	OG0003688	YOL016C	augustus_masked-chrXV-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.140&CDS=1-1362
3689	OG0003689	YOL017W	augustus_masked-chrXV-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.125&CDS=1-2160
3690	OG0003690	YOL018C	augustus_masked-chrXV-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.139&CDS=1-1224
3691	OG0003691	YOL019W	augustus_masked-chrXV-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.124&CDS=1-1638
3692	OG0003692	YOL020W	augustus_masked-chrXV-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.123&CDS=1-1776
3693	OG0003693	YOL021C	snap_masked-chrXV-processed-gene-2.44-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-2.44&CDS=1-3003
3694	OG0003694	YOL022C	snap_masked-chrXV-processed-gene-2.43-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-2.43&CDS=1-1230
3695	OG0003695	YOL023W	snap_masked-chrXV-processed-gene-2.25-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-2.25&CDS=1-2037
3696	OG0003696	YOL025W	snap_masked-chrXV-processed-gene-2.24-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-2.24&CDS=1-2436
3697	OG0003697	YOL027C	augustus_masked-chrXV-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.137&CDS=1-1974
3698	OG0003698	YOL029C	augustus_masked-chrXV-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.136&CDS=1-1551
3699	OG0003699	YOL030W	augustus_masked-chrXV-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.121&CDS=1-1428
3700	OG0003700	YOL031C	augustus_masked-chrXV-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.135&CDS=1-1263
3701	OG0003701	YOL033W	augustus_masked-chrXV-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.120&CDS=1-2334
3702	OG0003702	YOL034W	augustus_masked-chrXV-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.119&CDS=1-3276
3703	OG0003703	YOL036W	augustus_masked-chrXV-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.118&CDS=1-2292
3704	OG0003704	YOL038W	augustus_masked-chrXV-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.117&CDS=1-762
3705	OG0003705	YOL039W	augustus_masked-chrXV-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.116&CDS=1-318
3706	OG0003706	YOL040C	snap_masked-chrXV-processed-gene-2.39-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-2.39&CDS=1-426
3707	OG0003707	YOL041C	snap_masked-chrXV-processed-gene-2.38-mRNA-1_1&gene=snap_masked-chrXV-processed-gene-2.38&CDS=1-1398
3708	OG0003708	YOL042W	augustus_masked-chrXV-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.115&CDS=1-1089
3709	OG0003709	YOL043C	augustus_masked-chrXV-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.133&CDS=1-1143
3710	OG0003710	YOL044W	augustus_masked-chrXV-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.114&CDS=1-1152
3711	OG0003711	YOL047C	maker-chrXV-augustus-gene-2.54-mRNA-1_1&gene=maker-chrXV-augustus-gene-2.54&CDS=1-1068
3712	OG0003712	YOL048C	maker-chrXV-augustus-gene-2.53-mRNA-1_1&gene=maker-chrXV-augustus-gene-2.53&CDS=1-1026
3713	OG0003713	YOL049W	augustus_masked-chrXV-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.112&CDS=1-1473
3714	OG0003714	YOL051W	augustus_masked-chrXV-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.111&CDS=1-3396
3715	OG0003715	YOL052C	augustus_masked-chrXV-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.130&CDS=1-1188
3716	OG0003716	YOL053W	augustus_masked-chrXV-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.108&CDS=1-2208
3717	OG0003717	YOL056W	augustus_masked-chrXV-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.107&CDS=1-909
3718	OG0003718	YOL057W	augustus_masked-chrXV-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.106&CDS=1-2130
3719	OG0003719	YOL058W	augustus_masked-chrXV-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-2.105&CDS=1-1260
3720	OG0003720	YOL060C	augustus_masked-chrXV-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.82&CDS=1-2148
3721	OG0003721	YOL061W	augustus_masked-chrXV-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.65&CDS=1-1482
3722	OG0003722	YOL063C	augustus_masked-chrXV-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.81&CDS=1-4248
3723	OG0003723	YOL069W	augustus_masked-chrXV-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.64&CDS=1-1353
3724	OG0003724	YOL070C	augustus_masked-chrXV-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.78&CDS=1-1482
3725	OG0003725	YOL072W	augustus_masked-chrXV-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.63&CDS=1-1755
3726	OG0003726	YOL075C	augustus_masked-chrXV-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.77&CDS=1-4830
3727	OG0003727	YOL076W	augustus_masked-chrXV-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.62&CDS=1-2388
3728	OG0003728	YOL077C	augustus_masked-chrXV-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.76&CDS=1-873
3729	OG0003729	YOL078W	augustus_masked-chrXV-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.61&CDS=1-3783
3730	OG0003730	YOL080C	augustus_masked-chrXV-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.75&CDS=1-864
3731	OG0003731	YOL082W	maker-chrXV-snap-gene-1.1-mRNA-1_1&gene=maker-chrXV-snap-gene-1.1&CDS=1-2439
3732	OG0003732	YOL084W	augustus_masked-chrXV-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.57&CDS=1-3018
3733	OG0003733	YOL086W-A	augustus_masked-chrXV-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.56&CDS=1-288
3734	OG0003734	YOL087C	augustus_masked-chrXV-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.73&CDS=1-3345
3735	OG0003735	YOL088C	augustus_masked-chrXV-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.72&CDS=1-831
3736	OG0003736	YOL089C	augustus_masked-chrXV-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.71&CDS=1-3087
3737	OG0003737	YOL090W	augustus_masked-chrXV-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.55&CDS=1-2892
3738	OG0003738	YOL091W	augustus_masked-chrXV-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.54&CDS=1-2574
3739	OG0003739	YOL093W	augustus_masked-chrXV-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.53&CDS=1-864
3740	OG0003740	YOL094C	augustus_masked-chrXV-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-chrXV-processed-gene-1.70&CDS=1-969
