	OrthologID	Eremothecium_sinecaudum	Saccharomyces_cerevisiae
2729	OG0002729	augustus_masked-CP014246.1-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.117&CDS=1-696	YMR161W
2730	OG0002730	augustus_masked-CP014246.1-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.93&CDS=1-3276	YDL102W
2731	OG0002731	augustus_masked-CP014246.1-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.118&CDS=1-1500	YDL101C
2732	OG0002732	augustus_masked-CP014246.1-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.119&CDS=1-2259	YMR160W
2733	OG0002733	augustus_masked-CP014246.1-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.94&CDS=1-387	YMR159C
2734	OG0002734	augustus_masked-CP014246.1-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.59&CDS=1-1044	YDL100C
2735	OG0002735	augustus_masked-CP014246.1-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.56&CDS=1-990	YDL099W
2736	OG0002736	augustus_masked-CP014246.1-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.60&CDS=1-465	YMR158W
2737	OG0002737	augustus_masked-CP014246.1-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.57&CDS=1-660	YMR157C
2738	OG0002738	maker-CP014246.1-augustus-gene-4.52-mRNA-1_1&gene=maker-CP014246.1-augustus-gene-4.52&CDS=1-1821	YDL097C
2739	OG0002739	augustus_masked-CP014246.1-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.58&CDS=1-2481	YDL095W
2740	OG0002740	augustus_masked-CP014246.1-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.62&CDS=1-1668	YMR155W
2741	OG0002741	augustus_masked-CP014246.1-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.63&CDS=1-405	YDL092W
2742	OG0002742	augustus_masked-CP014246.1-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.81&CDS=1-2325	YDL090C
2743	OG0002743	maker-CP014246.1-augustus-gene-4.51-mRNA-1_1&gene=maker-CP014246.1-augustus-gene-4.51&CDS=1-3705	YDL089W
2744	OG0002744	snap_masked-CP014246.1-processed-gene-4.137-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-4.137&CDS=1-1290	YDL088C
2745	OG0002745	genemark-CP014246.1-processed-gene-4.31-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-4.31&CDS=1-891	YDL087C
2746	OG0002746	snap_masked-CP014246.1-processed-gene-4.116-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-4.116&CDS=1-1101	YPL033C
2747	OG0002747	genemark-CP014246.1-processed-gene-4.12-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-4.12&CDS=1-465	YMR150C
2748	OG0002748	augustus_masked-CP014246.1-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.83&CDS=1-861	YMR149W
2749	OG0002749	augustus_masked-CP014246.1-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.66&CDS=1-1041	YMR146C
2750	OG0002750	augustus_masked-CP014246.1-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.85&CDS=1-204	YDL085C-A
2751	OG0002751	augustus_masked-CP014246.1-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.67&CDS=1-1614	YMR145C
2752	OG0002752	genemark-CP014246.1-processed-gene-4.16-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-4.16&CDS=1-1314	YDL084W
2753	OG0002753	augustus_masked-CP014246.1-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.86&CDS=1-1173	YMR144W
2754	OG0002754	augustus_masked-CP014246.1-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.88&CDS=1-318	YDL081C
2755	OG0002755	augustus_masked-CP014246.1-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.89&CDS=1-1422	YMR140W
2756	OG0002756	augustus_masked-CP014246.1-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.70&CDS=1-1722	YMR137C
2757	OG0002757	augustus_masked-CP014246.1-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.71&CDS=1-1131	YMR135C
2758	OG0002758	genemark-CP014246.1-processed-gene-4.42-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-4.42&CDS=1-720	YMR134W
2759	OG0002759	snap_masked-CP014246.1-processed-gene-4.151-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-4.151&CDS=1-864	YMR133W
2760	OG0002760	augustus_masked-CP014246.1-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.72&CDS=1-618	YMR132C
2761	OG0002761	augustus_masked-CP014246.1-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.73&CDS=1-1557	YMR131C
2762	OG0002762	augustus_masked-CP014246.1-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.74&CDS=1-3021	YLR039C
2763	OG0002763	augustus_masked-CP014246.1-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.75&CDS=1-246	YLR038C
2764	OG0002764	genemark-CP014246.1-processed-gene-4.44-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-4.44&CDS=1-4533	YMR129W
2765	OG0002765	maker-CP014246.1-augustus-gene-4.55-mRNA-1_1&gene=maker-CP014246.1-augustus-gene-4.55&CDS=1-5073	YMR128W
2766	OG0002766	augustus_masked-CP014246.1-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.77&CDS=1-942	YMR127C
2767	OG0002767	augustus_masked-CP014246.1-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.97&CDS=1-3273	YLR032W
2768	OG0002768	augustus_masked-CP014246.1-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.78&CDS=1-1113	YMR126C
2769	OG0002769	snap_masked-CP014246.1-processed-gene-4.157-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-4.157&CDS=1-2577	YMR125W
2770	OG0002770	augustus_masked-CP014246.1-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.99&CDS=1-3261	YMR124W
2771	OG0002771	augustus_masked-CP014246.1-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.80&CDS=1-1770	YMR120C
2772	OG0002772	augustus_masked-CP014246.1-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-4.101&CDS=1-1962	YMR119W
2773	OG0002773	augustus_masked-CP014246.1-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.6&CDS=1-1260	YLR027C
2774	OG0002774	augustus_masked-CP014246.1-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.7&CDS=1-984	YLR026C
2775	OG0002775	augustus_masked-CP014246.1-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.12&CDS=1-699	YLR025W
2776	OG0002776	augustus_masked-CP014246.1-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.9&CDS=1-1788	YKL139W
2777	OG0002777	snap_masked-CP014246.1-processed-gene-5.67-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-5.67&CDS=1-210	YKL138C-A
2778	OG0002778	snap_masked-CP014246.1-processed-gene-5.64-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-5.64&CDS=1-633	YMR117C
2779	OG0002779	augustus_masked-CP014246.1-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.13&CDS=1-399	YKL138C
2780	OG0002780	augustus_masked-CP014246.1-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.11&CDS=1-321	YKL137W
2781	OG0002781	augustus_masked-CP014246.1-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.35&CDS=1-2073	YKL135C
2782	OG0002782	maker-CP014246.1-augustus-gene-5.0-mRNA-1_1&gene=maker-CP014246.1-augustus-gene-5.0&CDS=1-954	YMR116C
2783	OG0002783	maker-CP014246.1-augustus-gene-5.2-mRNA-1_1&gene=maker-CP014246.1-augustus-gene-5.2&CDS=1-3753	YKL134C
2784	OG0002784	augustus_masked-CP014246.1-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.15&CDS=1-876	YMR114C
2785	OG0002785	augustus_masked-CP014246.1-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.37&CDS=1-1275	YMR113W
2786	OG0002786	augustus_masked-CP014246.1-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.16&CDS=1-330	YMR112C
2787	OG0002787	augustus_masked-CP014246.1-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.17&CDS=1-1260	YMR111C
2788	OG0002788	augustus_masked-CP014246.1-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.38&CDS=1-840	YKL130C
2789	OG0002789	genemark-CP014246.1-processed-gene-5.158-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-5.158&CDS=1-837	YKL128C
2790	OG0002790	genemark-CP014246.1-processed-gene-5.159-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-5.159&CDS=1-360	YMR107W
2791	OG0002791	genemark-CP014246.1-processed-gene-5.136-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-5.136&CDS=1-2850	YGL167C
2792	OG0002792	augustus_masked-CP014246.1-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.40&CDS=1-1209	YGL169W
2793	OG0002793	genemark-CP014246.1-processed-gene-5.138-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-5.138&CDS=1-1998	YGL166W
2794	OG0002794	augustus_masked-CP014246.1-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.42&CDS=1-786	YGL161C
2795	OG0002795	augustus_masked-CP014246.1-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.23&CDS=1-1356	YHR001W
2796	OG0002796	augustus_masked-CP014246.1-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.43&CDS=1-1083	YKR004C
2797	OG0002797	augustus_masked-CP014246.1-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.45&CDS=1-747	YKR006C
2798	OG0002798	augustus_masked-CP014246.1-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.24&CDS=1-417	YKR007W
2799	OG0002799	augustus_masked-CP014246.1-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.25&CDS=1-1656	YKR008W
2800	OG0002800	augustus_masked-CP014246.1-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.46&CDS=1-1932	YPR007C
2801	OG0002801	augustus_masked-CP014246.1-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.26&CDS=1-690	YFR008W
2802	OG0002802	augustus_masked-CP014246.1-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.47&CDS=1-1902	YGR054W
2803	OG0002803	augustus_masked-CP014246.1-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.27&CDS=1-657	YGR053C
2804	OG0002804	augustus_masked-CP014246.1-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.28&CDS=1-1218	YLR355C
2805	OG0002805	augustus_masked-CP014246.1-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.29&CDS=1-1017	YLR354C
2806	OG0002806	snap_masked-CP014246.1-processed-gene-5.110-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-5.110&CDS=1-621	YGR042W
2807	OG0002807	augustus_masked-CP014246.1-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.50&CDS=1-2448	YLR352W
2808	OG0002808	augustus_masked-CP014246.1-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.51&CDS=1-1092	YGR040W
2809	OG0002809	augustus_masked-CP014246.1-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.30&CDS=1-873	YLR351C
2810	OG0002810	augustus_masked-CP014246.1-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.52&CDS=1-597	YGR038W
2811	OG0002811	maker-CP014246.1-augustus-gene-5.1-mRNA-1_1&gene=maker-CP014246.1-augustus-gene-5.1&CDS=1-267	YGR037C
2812	OG0002812	augustus_masked-CP014246.1-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.32&CDS=1-2583	YLR347C
2813	OG0002813	genemark-CP014246.1-processed-gene-5.150-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-5.150&CDS=1-705	YGR036C
2814	OG0002814	augustus_masked-CP014246.1-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.53&CDS=1-1701	YLR345W
2815	OG0002815	augustus_masked-CP014246.1-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-5.34&CDS=1-615	YGR033C
2816	OG0002816	augustus_masked-CP014246.1-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.105&CDS=1-900	YGR031W
2817	OG0002817	augustus_masked-CP014246.1-processed-gene-6.107-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.107&CDS=1-939	YLR340W
2818	OG0002818	snap_masked-CP014246.1-processed-gene-6.53-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-6.53&CDS=1-456	YGR030C
2819	OG0002819	augustus_masked-CP014246.1-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.108&CDS=1-1647	YAR002W
2820	OG0002820	augustus_masked-CP014246.1-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.109&CDS=1-1302	YAR003W
2821	OG0002821	augustus_masked-CP014246.1-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.110&CDS=1-1659	YGL003C
2822	OG0002822	augustus_masked-CP014246.1-processed-gene-6.132-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.132&CDS=1-1866	YAR007C
2823	OG0002823	augustus_masked-CP014246.1-processed-gene-6.111-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.111&CDS=1-1965	YGL004C
2824	OG0002824	augustus_masked-CP014246.1-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.133&CDS=1-3735	YGL006W
2825	OG0002825	augustus_masked-CP014246.1-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.112&CDS=1-906	YAR008W
2826	OG0002826	genemark-CP014246.1-processed-gene-6.33-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-6.33&CDS=1-3432	YAL001C
2827	OG0002827	augustus_masked-CP014246.1-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.113&CDS=1-735	YGR001C
2828	OG0002828	augustus_masked-CP014246.1-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.114&CDS=1-1044	YGL001C
2829	OG0002829	snap_masked-CP014246.1-processed-gene-6.88-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-6.88&CDS=1-3690	YAL002W
2830	OG0002830	augustus_masked-CP014246.1-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.137&CDS=1-612	YAL003W
2831	OG0002831	augustus_masked-CP014246.1-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.115&CDS=1-1137	YLR321C
2832	OG0002832	augustus_masked-CP014246.1-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.139&CDS=1-624	YGL020C
2833	OG0002833	augustus_masked-CP014246.1-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.116&CDS=1-2565	YDR069C
2834	OG0002834	augustus_masked-CP014246.1-processed-gene-6.117-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.117&CDS=1-597	YDR067C
2835	OG0002835	augustus_masked-CP014246.1-processed-gene-6.140-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.140&CDS=1-1206	YER143W
2836	OG0002836	augustus_masked-CP014246.1-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.141&CDS=1-1296	YER141W
2837	OG0002837	augustus_masked-CP014246.1-processed-gene-6.142-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.142&CDS=1-3216	YBL022C
2838	OG0002838	augustus_masked-CP014246.1-processed-gene-6.143-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.143&CDS=1-498	YBL021C
2839	OG0002839	augustus_masked-CP014246.1-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.118&CDS=1-3123	YBL020W
2840	OG0002840	snap_masked-CP014246.1-processed-gene-6.96-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-6.96&CDS=1-372	YBL018C
2841	OG0002841	augustus_masked-CP014246.1-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.119&CDS=1-1062	YBL016W
2842	OG0002842	augustus_masked-CP014246.1-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.120&CDS=1-1572	YBL015W
2843	OG0002843	augustus_masked-CP014246.1-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.121&CDS=1-543	YER134C
2844	OG0002844	snap_masked-CP014246.1-processed-gene-6.74-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-6.74&CDS=1-717	YGR161C
2845	OG0002845	augustus_masked-CP014246.1-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.124&CDS=1-1275	YGR159C
2846	OG0002846	augustus_masked-CP014246.1-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.125&CDS=1-1614	YGL045W
2847	OG0002847	augustus_masked-CP014246.1-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.126&CDS=1-711	YGR158C
2848	OG0002848	augustus_masked-CP014246.1-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.146&CDS=1-2547	YGR157W
2849	OG0002849	augustus_masked-CP014246.1-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.147&CDS=1-1548	YLR314C
2850	OG0002850	augustus_masked-CP014246.1-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.128&CDS=1-846	YLL023C
2851	OG0002851	augustus_masked-CP014246.1-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-6.130&CDS=1-384	YGL191W
2852	OG0002852	augustus_masked-CP014246.1-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.4&CDS=1-1359	YGL190C
2853	OG0002853	snap_masked-CP014246.1-processed-gene-7.57-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-7.57&CDS=1-462	YGL187C
2854	OG0002854	genemark-CP014246.1-processed-gene-7.115-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-7.115&CDS=1-1671	YHL029C
2855	OG0002855	maker-CP014246.1-snap-gene-7.51-mRNA-1_1&gene=maker-CP014246.1-snap-gene-7.51&CDS=1-1275	YHL028W
2856	OG0002856	augustus_masked-CP014246.1-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.3&CDS=1-3276	YLL035W
2857	OG0002857	augustus_masked-CP014246.1-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.39&CDS=1-2490	YLL034C
2858	OG0002858	augustus_masked-CP014246.1-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.40&CDS=1-2145	YLL032C
2859	OG0002859	augustus_masked-CP014246.1-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.7&CDS=1-945	YHL025W
2860	OG0002860	augustus_masked-CP014246.1-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.8&CDS=1-669	YER163C
2861	OG0002861	augustus_masked-CP014246.1-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.9&CDS=1-1338	YER136W
2862	OG0002862	maker-CP014246.1-augustus-gene-7.0-mRNA-1_1&gene=maker-CP014246.1-augustus-gene-7.0&CDS=1-285	YBL026W
2863	OG0002863	augustus_masked-CP014246.1-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.41&CDS=1-384	YER137C
2864	OG0002864	augustus_masked-CP014246.1-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.11&CDS=1-402	YBL025W
2865	OG0002865	augustus_masked-CP014246.1-processed-gene-7.12-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.12&CDS=1-2052	YBL024W
2866	OG0002866	augustus_masked-CP014246.1-processed-gene-7.42-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.42&CDS=1-2664	YBL023C
2867	OG0002867	augustus_masked-CP014246.1-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.43&CDS=1-1503	YER140W
2868	OG0002868	augustus_masked-CP014246.1-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.14&CDS=1-636	YER139C
2869	OG0002869	augustus_masked-CP014246.1-processed-gene-7.44-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.44&CDS=1-903	YDR065W
2870	OG0002870	augustus_masked-CP014246.1-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.15&CDS=1-1527	YCL004W
2871	OG0002871	augustus_masked-CP014246.1-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.16&CDS=1-558	YCL001W
2872	OG0002872	augustus_masked-CP014246.1-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.17&CDS=1-1170	YNL001W
2873	OG0002873	augustus_masked-CP014246.1-processed-gene-7.45-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.45&CDS=1-987	YCR002C
2874	OG0002874	augustus_masked-CP014246.1-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.18&CDS=1-543	YCR003W
2875	OG0002875	augustus_masked-CP014246.1-processed-gene-7.46-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.46&CDS=1-1455	YNR001C
2876	OG0002876	augustus_masked-CP014246.1-processed-gene-7.20-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.20&CDS=1-1905	YLR257W
2877	OG0002877	augustus_masked-CP014246.1-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.22&CDS=1-2124	YLR258W
2878	OG0002878	augustus_masked-CP014246.1-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.23&CDS=1-1359	YOL016C
2879	OG0002879	augustus_masked-CP014246.1-processed-gene-7.24-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.24&CDS=1-747	YIR017C
2880	OG0002880	augustus_masked-CP014246.1-processed-gene-7.47-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.47&CDS=1-2514	YOL036W
2881	OG0002881	augustus_masked-CP014246.1-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.48&CDS=1-753	YOL038W
2882	OG0002882	augustus_masked-CP014246.1-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-7.25&CDS=1-489	YOL026C
