	OrthologID	Metschnikowia_borealis	Saccharomyces_cerevisiae
2564	OG0002564	augustus_masked-bor_s650-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s650-processed-gene-0.2&CDS=1-780	YLR201C
2565	OG0002565	augustus_masked-bor_s650-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s650-processed-gene-0.8&CDS=1-1050	YLR200W
2566	OG0002566	snap_masked-bor_s655-processed-gene-0.5-mRNA-1_1&gene=snap_masked-bor_s655-processed-gene-0.5&CDS=1-1125	YBL058W
2567	OG0002567	augustus_masked-bor_s659-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s659-processed-gene-0.10&CDS=1-1050	YBL074C
2568	OG0002568	augustus_masked-bor_s661-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s661-processed-gene-0.1&CDS=1-3513	YFR031C
2569	OG0002569	augustus_masked-bor_s662-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.16&CDS=1-1176	YAL012W
2570	OG0002570	augustus_masked-bor_s662-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.0&CDS=1-3360	YGL006W
2571	OG0002571	augustus_masked-bor_s662-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.17&CDS=1-738	YGL005C
2572	OG0002572	augustus_masked-bor_s662-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.1&CDS=1-576	YIL127C
2573	OG0002573	genemark-bor_s662-processed-gene-0.46-mRNA-1_1&gene=genemark-bor_s662-processed-gene-0.46&CDS=1-3177	YIL128W
2574	OG0002574	augustus_masked-bor_s662-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.2&CDS=1-8238	YIL129C
2575	OG0002575	augustus_masked-bor_s662-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.3&CDS=1-1110	YOR091W
2576	OG0002576	augustus_masked-bor_s662-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.20&CDS=1-2190	YNL094W
2577	OG0002577	augustus_masked-bor_s662-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.5&CDS=1-1809	YHR114W
2578	OG0002578	augustus_masked-bor_s662-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.6&CDS=1-789	YOR095C
2579	OG0002579	augustus_masked-bor_s662-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.7&CDS=1-1776	YGL119W
2580	OG0002580	augustus_masked-bor_s662-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.8&CDS=1-3045	YGL140C
2581	OG0002581	augustus_masked-bor_s662-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.9&CDS=1-1656	YNL083W
2582	OG0002582	augustus_masked-bor_s662-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.10&CDS=1-2661	YNL082W
2583	OG0002583	augustus_masked-bor_s662-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.12&CDS=1-1134	YNL092W
2584	OG0002584	augustus_masked-bor_s662-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.13&CDS=1-639	YOR089C
2585	OG0002585	augustus_masked-bor_s662-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s662-processed-gene-0.15&CDS=1-813	YDL230W
2586	OG0002586	augustus_masked-bor_s663-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s663-processed-gene-0.6&CDS=1-1356	YHR011W
2587	OG0002587	augustus_masked-bor_s663-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s663-processed-gene-0.7&CDS=1-2313	YKL134C
2588	OG0002588	augustus_masked-bor_s663-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s663-processed-gene-0.8&CDS=1-489	YBL107C
2589	OG0002589	snap_masked-bor_s663-processed-gene-0.14-mRNA-1_1&gene=snap_masked-bor_s663-processed-gene-0.14&CDS=1-597	YKR035W-A
2590	OG0002590	augustus_masked-bor_s669-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s669-processed-gene-0.17&CDS=1-1878	YHL032C
2591	OG0002591	augustus_masked-bor_s669-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s669-processed-gene-0.18&CDS=1-1431	YDL103C
2592	OG0002592	snap_masked-bor_s67-processed-gene-0.12-mRNA-1_1&gene=snap_masked-bor_s67-processed-gene-0.12&CDS=1-549	YGR078C
2593	OG0002593	augustus_masked-bor_s67-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-bor_s67-processed-gene-0.74&CDS=1-2187	YLR274W
2594	OG0002594	augustus_masked-bor_s67-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bor_s67-processed-gene-0.65&CDS=1-675	YLR281C
2595	OG0002595	augustus_masked-bor_s67-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-bor_s67-processed-gene-0.81&CDS=1-645	YLR293C
2596	OG0002596	augustus_masked-bor_s67-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-bor_s67-processed-gene-0.83&CDS=1-849	YAL025C
2597	OG0002597	genemark-bor_s67-processed-gene-0.55-mRNA-1_1&gene=genemark-bor_s67-processed-gene-0.55&CDS=1-480	YOR367W
2598	OG0002598	maker-bor_s67-augustus-gene-0.62-mRNA-1_1&gene=maker-bor_s67-augustus-gene-0.62&CDS=1-1563	YML056C
2599	OG0002599	maker-bor_s67-augustus-gene-0.63-mRNA-1_1&gene=maker-bor_s67-augustus-gene-0.63&CDS=1-2934	YOR014W
2600	OG0002600	augustus_masked-bor_s67-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-bor_s67-processed-gene-0.72&CDS=1-972	YGR080W
2601	OG0002601	augustus_masked-bor_s671-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-bor_s671-processed-gene-0.68&CDS=1-696	YLR051C
2602	OG0002602	augustus_masked-bor_s671-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-bor_s671-processed-gene-0.70&CDS=1-1488	YFL022C
2603	OG0002603	augustus_masked-bor_s671-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-bor_s671-processed-gene-0.71&CDS=1-1452	YFL018C
2604	OG0002604	genemark-bor_s671-processed-gene-0.45-mRNA-1_1&gene=genemark-bor_s671-processed-gene-0.45&CDS=1-978	YPL227C
2605	OG0002605	augustus_masked-bor_s671-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-bor_s671-processed-gene-0.74&CDS=1-1500	YPL228W
2606	OG0002606	augustus_masked-bor_s671-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-bor_s671-processed-gene-0.76&CDS=1-1122	YCL055W
2607	OG0002607	augustus_masked-bor_s671-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-bor_s671-processed-gene-0.77&CDS=1-246	YCL057C-A
2608	OG0002608	augustus_masked-bor_s671-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-bor_s671-processed-gene-0.78&CDS=1-1716	YOR329C
2609	OG0002609	snap_masked-bor_s671-processed-gene-0.24-mRNA-1_1&gene=snap_masked-bor_s671-processed-gene-0.24&CDS=1-264	YEL020W-A
2610	OG0002610	genemark-bor_s671-processed-gene-0.55-mRNA-1_1&gene=genemark-bor_s671-processed-gene-0.55&CDS=1-1701	YCR024C
2611	OG0002611	genemark-bor_s671-processed-gene-0.35-mRNA-1_1&gene=genemark-bor_s671-processed-gene-0.35&CDS=1-858	YFR025C
2612	OG0002612	snap_masked-bor_s671-processed-gene-0.26-mRNA-1_1&gene=snap_masked-bor_s671-processed-gene-0.26&CDS=1-2061	YHR020W
2613	OG0002613	augustus_masked-bor_s671-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-bor_s671-processed-gene-0.64&CDS=1-1653	YHR019C
2614	OG0002614	augustus_masked-bor_s671-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bor_s671-processed-gene-0.65&CDS=1-1389	YHR018C
2615	OG0002615	augustus_masked-bor_s671-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-bor_s671-processed-gene-0.67&CDS=1-2046	YGR145W
2616	OG0002616	augustus_masked-bor_s671-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-bor_s671-processed-gene-0.84&CDS=1-684	YGL037C
2617	OG0002617	augustus_masked-bor_s673-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s673-processed-gene-0.10&CDS=1-2574	YER069W
2618	OG0002618	augustus_masked-bor_s673-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s673-processed-gene-0.11&CDS=1-1377	YCR095C
2619	OG0002619	augustus_masked-bor_s674-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s674-processed-gene-0.1&CDS=1-1206	YDR336W
2620	OG0002620	snap_masked-bor_s682-processed-gene-0.0-mRNA-1_1&gene=snap_masked-bor_s682-processed-gene-0.0&CDS=1-10410	YDR150W
2621	OG0002621	snap_masked-bor_s683-processed-gene-0.26-mRNA-1_1&gene=snap_masked-bor_s683-processed-gene-0.26&CDS=1-981	YBR141C
2622	OG0002622	augustus_masked-bor_s683-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s683-processed-gene-0.5&CDS=1-927	YDR337W
2623	OG0002623	augustus_masked-bor_s683-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s683-processed-gene-0.11&CDS=1-576	YJR112W
2624	OG0002624	augustus_masked-bor_s683-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s683-processed-gene-0.6&CDS=1-876	YBL050W
2625	OG0002625	genemark-bor_s685-processed-gene-0.7-mRNA-1_1&gene=genemark-bor_s685-processed-gene-0.7&CDS=1-645	YJR102C
2626	OG0002626	augustus_masked-bor_s685-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s685-processed-gene-0.2&CDS=1-1725	YBL039C
2627	OG0002627	augustus_masked-bor_s687-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s687-processed-gene-0.35&CDS=1-861	YIL124W
2628	OG0002628	augustus_masked-bor_s687-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bor_s687-processed-gene-0.46&CDS=1-2991	YIL125W
2629	OG0002629	augustus_masked-bor_s687-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bor_s687-processed-gene-0.47&CDS=1-522	YKR065C
2630	OG0002630	augustus_masked-bor_s687-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s687-processed-gene-0.38&CDS=1-462	YIL065C
2631	OG0002631	augustus_masked-bor_s687-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s687-processed-gene-0.39&CDS=1-882	YNL316C
2632	OG0002632	augustus_masked-bor_s687-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bor_s687-processed-gene-0.48&CDS=1-342	YOL133W
2633	OG0002633	augustus_masked-bor_s687-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bor_s687-processed-gene-0.40&CDS=1-741	YOL135C
2634	OG0002634	augustus_masked-bor_s687-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s687-processed-gene-0.50&CDS=1-549	YJR074W
2635	OG0002635	augustus_masked-bor_s69-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s69-processed-gene-0.0&CDS=1-1887	YKL148C
2636	OG0002636	augustus_masked-bor_s69-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s69-processed-gene-0.10&CDS=1-2514	YGL083W
2637	OG0002637	augustus_masked-bor_s69-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s69-processed-gene-0.1&CDS=1-594	YPL178W
2638	OG0002638	augustus_masked-bor_s69-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s69-processed-gene-0.12&CDS=1-1746	YAL067C
2639	OG0002639	augustus_masked-bor_s69-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s69-processed-gene-0.2&CDS=1-978	YML121W
2640	OG0002640	augustus_masked-bor_s69-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s69-processed-gene-0.3&CDS=1-1335	YHR190W
2641	OG0002641	augustus_masked-bor_s69-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s69-processed-gene-0.13&CDS=1-1269	YBR279W
2642	OG0002642	augustus_masked-bor_s69-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s69-processed-gene-0.15&CDS=1-954	YJR096W
2643	OG0002643	augustus_masked-bor_s69-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s69-processed-gene-0.5&CDS=1-642	YML001W
2644	OG0002644	augustus_masked-bor_s69-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s69-processed-gene-0.17&CDS=1-2022	YJL090C
2645	OG0002645	maker-bor_s69-snap-gene-0.40-mRNA-1_1&gene=maker-bor_s69-snap-gene-0.40&CDS=1-5205	YMR176W
2646	OG0002646	augustus_masked-bor_s692-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bor_s692-processed-gene-0.48&CDS=1-2649	YNL054W
2647	OG0002647	genemark-bor_s692-processed-gene-0.1-mRNA-1_1&gene=genemark-bor_s692-processed-gene-0.1&CDS=1-1923	YDR034C
2648	OG0002648	augustus_masked-bor_s692-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bor_s692-processed-gene-0.57&CDS=1-1767	YML070W
2649	OG0002649	augustus_masked-bor_s692-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s692-processed-gene-0.50&CDS=1-2502	YML099C
2650	OG0002650	augustus_masked-bor_s692-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bor_s692-processed-gene-0.59&CDS=1-1587	YGL078C
2651	OG0002651	augustus_masked-bor_s692-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-bor_s692-processed-gene-0.60&CDS=1-1554	YFL055W
2652	OG0002652	snap_masked-bor_s692-processed-gene-0.37-mRNA-1_1&gene=snap_masked-bor_s692-processed-gene-0.37&CDS=1-207	YCL005W-A
2653	OG0002653	augustus_masked-bor_s692-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-bor_s692-processed-gene-0.52&CDS=1-2829	YLR175W
2654	OG0002654	augustus_masked-bor_s692-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-bor_s692-processed-gene-0.53&CDS=1-1662	YBL019W
2655	OG0002655	augustus_masked-bor_s692-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-bor_s692-processed-gene-0.63&CDS=1-705	YER148W
2656	OG0002656	augustus_masked-bor_s692-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-bor_s692-processed-gene-0.68&CDS=1-792	YCR009C
2657	OG0002657	genemark-bor_s692-processed-gene-0.23-mRNA-1_1&gene=genemark-bor_s692-processed-gene-0.23&CDS=1-1197	YER171W
2658	OG0002658	augustus_masked-bor_s693-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s693-processed-gene-0.2&CDS=1-1332	YNR050C
2659	OG0002659	augustus_masked-bor_s7-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bor_s7-processed-gene-0.30&CDS=1-897	YDL198C
2660	OG0002660	augustus_masked-bor_s7-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s7-processed-gene-0.22&CDS=1-1614	YDR228C
2661	OG0002661	augustus_masked-bor_s7-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s7-processed-gene-0.31&CDS=1-741	YDR226W
2662	OG0002662	augustus_masked-bor_s7-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bor_s7-processed-gene-0.32&CDS=1-1905	YKL029C
2663	OG0002663	augustus_masked-bor_s704-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s704-processed-gene-0.15&CDS=1-8073	YLR087C
2664	OG0002664	snap_masked-bor_s704-processed-gene-0.10-mRNA-1_1&gene=snap_masked-bor_s704-processed-gene-0.10&CDS=1-420	YLL050C
2665	OG0002665	augustus_masked-bor_s706-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s706-processed-gene-0.1&CDS=1-408	YGL054C
2666	OG0002666	augustus_masked-bor_s710-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s710-processed-gene-0.9&CDS=1-1122	YPR056W
2667	OG0002667	snap_masked-bor_s710-processed-gene-0.6-mRNA-1_1&gene=snap_masked-bor_s710-processed-gene-0.6&CDS=1-402	YPR062W
2668	OG0002668	augustus_masked-bor_s711-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s711-processed-gene-0.9&CDS=1-1494	YKL035W
2669	OG0002669	augustus_masked-bor_s713-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s713-processed-gene-0.20&CDS=1-1398	YMR140W
2670	OG0002670	augustus_masked-bor_s716-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s716-processed-gene-0.23&CDS=1-1896	YOR181W
2671	OG0002671	augustus_masked-bor_s716-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bor_s716-processed-gene-0.24&CDS=1-1191	YLR287C
2672	OG0002672	augustus_masked-bor_s716-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s716-processed-gene-0.28&CDS=1-864	YJL068C
2673	OG0002673	augustus_masked-bor_s716-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bor_s716-processed-gene-0.25&CDS=1-891	YKR088C
2674	OG0002674	augustus_masked-bor_s717-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s717-processed-gene-0.12&CDS=1-1614	YJL069C
2675	OG0002675	augustus_masked-bor_s717-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s717-processed-gene-0.11&CDS=1-864	YDR284C
2676	OG0002676	augustus_masked-bor_s718-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s718-processed-gene-0.3&CDS=1-1278	YMR034C
2677	OG0002677	augustus_masked-bor_s720-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s720-processed-gene-0.5&CDS=1-1245	YIL160C
2678	OG0002678	augustus_masked-bor_s720-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s720-processed-gene-0.9&CDS=1-2205	YBR060C
2679	OG0002679	augustus_masked-bor_s720-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s720-processed-gene-0.3&CDS=1-333	YDR045C
2680	OG0002680	augustus_masked-bor_s720-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s720-processed-gene-0.11&CDS=1-693	YBR070C
2681	OG0002681	genemark-bor_s720-processed-gene-0.23-mRNA-1_1&gene=genemark-bor_s720-processed-gene-0.23&CDS=1-1014	YBR065C
2682	OG0002682	snap_masked-bor_s720-processed-gene-0.36-mRNA-1_1&gene=snap_masked-bor_s720-processed-gene-0.36&CDS=1-3003	YMR259C
2683	OG0002683	snap_masked-bor_s721-processed-gene-0.16-mRNA-1_1&gene=snap_masked-bor_s721-processed-gene-0.16&CDS=1-594	YHR089C
2684	OG0002684	snap_masked-bor_s721-processed-gene-0.13-mRNA-1_1&gene=snap_masked-bor_s721-processed-gene-0.13&CDS=1-4113	YBL047C
2685	OG0002685	augustus_masked-bor_s728-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s728-processed-gene-0.1&CDS=1-327	YDR382W
2686	OG0002686	snap_masked-bor_s728-processed-gene-0.4-mRNA-1_1&gene=snap_masked-bor_s728-processed-gene-0.4&CDS=1-420	YOL040C
2687	OG0002687	augustus_masked-bor_s729-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s729-processed-gene-0.2&CDS=1-3108	YNL132W
2688	OG0002688	augustus_masked-bor_s730-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s730-processed-gene-0.2&CDS=1-1644	YGR091W
2689	OG0002689	augustus_masked-bor_s730-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s730-processed-gene-0.0&CDS=1-711	YGR095C
2690	OG0002690	augustus_masked-bor_s731-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bor_s731-processed-gene-0.13&CDS=1-1239	YKL145W
2691	OG0002691	augustus_masked-bor_s731-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s731-processed-gene-0.15&CDS=1-717	YDR296W
2692	OG0002692	augustus_masked-bor_s731-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s731-processed-gene-0.10&CDS=1-1884	YHR078W
2693	OG0002693	augustus_masked-bor_s731-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s731-processed-gene-0.12&CDS=1-1962	YBR121C
2694	OG0002694	augustus_masked-bor_s731-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s731-processed-gene-0.17&CDS=1-2064	YCL057W
2695	OG0002695	augustus_masked-bor_s733-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s733-processed-gene-0.2&CDS=1-1653	YML123C
2696	OG0002696	augustus_masked-bor_s733-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s733-processed-gene-0.5&CDS=1-1110	YKR070W
2697	OG0002697	augustus_masked-bor_s733-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s733-processed-gene-0.6&CDS=1-1626	YKR069W
2698	OG0002698	augustus_masked-bor_s733-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s733-processed-gene-0.3&CDS=1-1437	YOR051C
2699	OG0002699	genemark-bor_s733-processed-gene-0.16-mRNA-1_1&gene=genemark-bor_s733-processed-gene-0.16&CDS=1-519	YOR052C
2700	OG0002700	genemark-bor_s734-processed-gene-0.16-mRNA-1_1&gene=genemark-bor_s734-processed-gene-0.16&CDS=1-1071	YHR069C
2701	OG0002701	augustus_masked-bor_s734-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s734-processed-gene-0.3&CDS=1-3459	YAR042W
2702	OG0002702	augustus_masked-bor_s734-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s734-processed-gene-0.4&CDS=1-1572	YPR169W
2703	OG0002703	augustus_masked-bor_s735-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.1&CDS=1-1299	YDL090C
2704	OG0002704	genemark-bor_s735-processed-gene-0.32-mRNA-1_1&gene=genemark-bor_s735-processed-gene-0.32&CDS=1-1335	YDL091C
2705	OG0002705	augustus_masked-bor_s735-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.15&CDS=1-372	YDL092W
2706	OG0002706	augustus_masked-bor_s735-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.3&CDS=1-1554	YMR155W
2707	OG0002707	augustus_masked-bor_s735-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.16&CDS=1-2613	YBR179C
2708	OG0002708	augustus_masked-bor_s735-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.4&CDS=1-642	YIR032C
2709	OG0002709	augustus_masked-bor_s735-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.17&CDS=1-858	YFR043C
2710	OG0002710	augustus_masked-bor_s735-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.7&CDS=1-861	YMR314W
2711	OG0002711	augustus_masked-bor_s735-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.8&CDS=1-870	YGL232W
2712	OG0002712	augustus_masked-bor_s735-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.22&CDS=1-504	YGL231C
2713	OG0002713	augustus_masked-bor_s735-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.11&CDS=1-1191	YPL138C
2714	OG0002714	augustus_masked-bor_s735-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.23&CDS=1-1422	YDR403W
2715	OG0002715	augustus_masked-bor_s735-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.12&CDS=1-3162	YDR060W
2716	OG0002716	augustus_masked-bor_s735-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.24&CDS=1-8322	YBL104C
2717	OG0002717	augustus_masked-bor_s735-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.14&CDS=1-4674	YFL036W
2718	OG0002718	augustus_masked-bor_s735-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.25&CDS=1-855	YFL034C-B
2719	OG0002719	augustus_masked-bor_s735-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bor_s735-processed-gene-0.26&CDS=1-1812	YNL169C
2720	OG0002720	augustus_masked-bor_s738-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s738-processed-gene-0.1&CDS=1-1512	YER021W
2721	OG0002721	augustus_masked-bor_s738-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s738-processed-gene-0.2&CDS=1-1719	YER022W
2722	OG0002722	augustus_masked-bor_s738-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s738-processed-gene-0.9&CDS=1-501	YJR118C
2723	OG0002723	augustus_masked-bor_s738-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s738-processed-gene-0.4&CDS=1-780	YMR149W
2724	OG0002724	augustus_masked-bor_s738-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s738-processed-gene-0.10&CDS=1-558	YMR150C
2725	OG0002725	augustus_masked-bor_s738-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s738-processed-gene-0.5&CDS=1-1635	YOR037W
