	OrthologID	Lachancea_fermentati	Saccharomyces_cerevisiae
3588	OG0003588	snap_masked-LAFE0H-processed-gene-2.161-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.161&CDS=1-2457	YNL201C
3589	OG0003589	snap_masked-LAFE0H-processed-gene-2.162-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.162&CDS=1-720	YNL200C
3590	OG0003590	snap_masked-LAFE0H-processed-gene-2.163-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.163&CDS=1-1020	YNL199C
3591	OG0003591	snap_masked-LAFE0H-processed-gene-3.48-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.48&CDS=1-1635	YDL225W
3592	OG0003592	snap_masked-LAFE0H-processed-gene-3.49-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.49&CDS=1-1950	YNL197C
3593	OG0003593	snap_masked-LAFE0H-processed-gene-3.77-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.77&CDS=1-2862	YDL220C
3594	OG0003594	snap_masked-LAFE0H-processed-gene-3.52-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.52&CDS=1-1542	YNL193W
3595	OG0003595	maker-LAFE0H-augustus-gene-3.109-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-3.109&CDS=1-4497	YNL192W
3596	OG0003596	augustus_masked-LAFE0H-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-3.5&CDS=1-1074	YDL218W
3597	OG0003597	snap_masked-LAFE0H-processed-gene-3.57-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.57&CDS=1-1623	YNL189W
3598	OG0003598	snap_masked-LAFE0H-processed-gene-3.58-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.58&CDS=1-1020	YNL188W
3599	OG0003599	snap_masked-LAFE0H-processed-gene-3.78-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.78&CDS=1-594	YDL217C
3600	OG0003600	genemark-LAFE0H-processed-gene-3.126-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-3.126&CDS=1-1184	YNL187W
3601	OG0003601	maker-LAFE0H-augustus-gene-3.111-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-3.111&CDS=1-4407	YDL215C
3602	OG0003602	snap_masked-LAFE0H-processed-gene-3.59-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.59&CDS=1-2196	YNL186W
3603	OG0003603	snap_masked-LAFE0H-processed-gene-3.81-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.81&CDS=1-447	YNL185C
3604	OG0003604	snap_masked-LAFE0H-processed-gene-3.83-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.83&CDS=1-624	YDL213C
3605	OG0003605	snap_masked-LAFE0H-processed-gene-3.84-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.84&CDS=1-1497	YNL182C
3606	OG0003606	snap_masked-LAFE0H-processed-gene-3.61-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.61&CDS=1-1179	YNL181W
3607	OG0003607	snap_masked-LAFE0H-processed-gene-3.85-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.85&CDS=1-750	YNL180C
3608	OG0003608	snap_masked-LAFE0H-processed-gene-3.62-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.62&CDS=1-717	YNL178W
3609	OG0003609	snap_masked-LAFE0H-processed-gene-3.63-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.63&CDS=1-597	YDL212W
3610	OG0003610	snap_masked-LAFE0H-processed-gene-3.86-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.86&CDS=1-903	YNL177C
3611	OG0003611	snap_masked-LAFE0H-processed-gene-3.87-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.87&CDS=1-1071	YNL176C
3612	OG0003612	snap_masked-LAFE0H-processed-gene-3.88-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.88&CDS=1-1152	YNL175C
3613	OG0003613	snap_masked-LAFE0H-processed-gene-3.89-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.89&CDS=1-1824	YHR146W
3614	OG0003614	snap_masked-LAFE0H-processed-gene-3.64-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.64&CDS=1-5031	YNL172W
3615	OG0003615	snap_masked-LAFE0H-processed-gene-3.90-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.90&CDS=1-1467	YNL169C
3616	OG0003616	snap_masked-LAFE0H-processed-gene-3.65-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.65&CDS=1-954	YHR144C
3617	OG0003617	snap_masked-LAFE0H-processed-gene-3.91-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.91&CDS=1-780	YNL168C
3618	OG0003618	maker-LAFE0H-augustus-gene-3.113-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-3.113&CDS=1-2550	YHR143W-A
3619	OG0003619	snap_masked-LAFE0H-processed-gene-3.66-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.66&CDS=1-1134	YNL165W
3620	OG0003620	snap_masked-LAFE0H-processed-gene-3.95-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.95&CDS=1-843	YHR143W
3621	OG0003621	snap_masked-LAFE0H-processed-gene-3.96-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.96&CDS=1-939	YNL164C
3622	OG0003622	snap_masked-LAFE0H-processed-gene-3.97-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.97&CDS=1-3288	YNL163C
3623	OG0003623	snap_masked-LAFE0H-processed-gene-3.67-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.67&CDS=1-444	YNL162W-A
3624	OG0003624	augustus_masked-LAFE0H-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-3.43&CDS=1-948	YHR142W
3625	OG0003625	snap_masked-LAFE0H-processed-gene-3.70-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.70&CDS=1-2118	YNL161W
3626	OG0003626	snap_masked-LAFE0H-processed-gene-3.98-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.98&CDS=1-666	YHR140W
3627	OG0003627	snap_masked-LAFE0H-processed-gene-3.72-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.72&CDS=1-1491	YNL142W
3628	OG0003628	augustus_masked-LAFE0H-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-3.21&CDS=1-276	YHR138C
3629	OG0003629	maker-LAFE0H-augustus-gene-3.115-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-3.115&CDS=1-387	YNL153C
3630	OG0003630	snap_masked-LAFE0H-processed-gene-3.101-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.101&CDS=1-1065	YNL141W
3631	OG0003631	snap_masked-LAFE0H-processed-gene-3.75-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.75&CDS=1-1191	YPL028W
3632	OG0003632	snap_masked-LAFE0H-processed-gene-3.76-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-3.76&CDS=1-555	YDR248C
3633	OG0003633	snap_masked-LAFE0H-processed-gene-4.3-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.3&CDS=1-1341	YPL026C
3634	OG0003634	augustus_masked-LAFE0H-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-4.54&CDS=1-1602	YDR246W
3635	OG0003635	augustus_masked-LAFE0H-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-4.51&CDS=1-696	YPL024W
3636	OG0003636	snap_masked-LAFE0H-processed-gene-4.6-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.6&CDS=1-1917	YPL023C
3637	OG0003637	snap_masked-LAFE0H-processed-gene-4.2-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.2&CDS=1-3024	YPL022W
3638	OG0003638	snap_masked-LAFE0H-processed-gene-4.7-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.7&CDS=1-3498	YPL016W
3639	OG0003639	augustus_masked-LAFE0H-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-4.75&CDS=1-1008	YDR245W
3640	OG0003640	snap_masked-LAFE0H-processed-gene-4.31-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.31&CDS=1-1704	YDR244W
3641	OG0003641	snap_masked-LAFE0H-processed-gene-4.8-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.8&CDS=1-1704	YDR243C
3642	OG0003642	snap_masked-LAFE0H-processed-gene-4.32-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.32&CDS=1-1026	YDL209C
3643	OG0003643	snap_masked-LAFE0H-processed-gene-4.9-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.9&CDS=1-444	YDL208W
3644	OG0003644	augustus_masked-LAFE0H-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-4.59&CDS=1-1368	YDR240C
3645	OG0003645	snap_masked-LAFE0H-processed-gene-4.11-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.11&CDS=1-2157	YDR239C
3646	OG0003646	snap_masked-LAFE0H-processed-gene-4.12-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.12&CDS=1-2919	YDR238C
3647	OG0003647	snap_masked-LAFE0H-processed-gene-4.33-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.33&CDS=1-867	YDR237W
3648	OG0003648	maker-LAFE0H-snap-gene-4.146-mRNA-1_1&gene=maker-LAFE0H-snap-gene-4.146&CDS=1-2139	YDL207W
3649	OG0003649	snap_masked-LAFE0H-processed-gene-4.15-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.15&CDS=1-1944	YDL206W
3650	OG0003650	snap_masked-LAFE0H-processed-gene-4.34-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.34&CDS=1-1611	YDR235W
3651	OG0003651	snap_masked-LAFE0H-processed-gene-4.35-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.35&CDS=1-987	YDL205C
3652	OG0003652	snap_masked-LAFE0H-processed-gene-4.36-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.36&CDS=1-2124	YDR234W
3653	OG0003653	snap_masked-LAFE0H-processed-gene-4.16-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.16&CDS=1-810	YDR233C
3654	OG0003654	snap_masked-LAFE0H-processed-gene-4.37-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.37&CDS=1-1668	YDR232W
3655	OG0003655	snap_masked-LAFE0H-processed-gene-4.38-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.38&CDS=1-1767	YDL203C
3656	OG0003656	maker-LAFE0H-augustus-gene-4.148-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-4.148&CDS=1-1719	YDR231C
3657	OG0003657	snap_masked-LAFE0H-processed-gene-4.39-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.39&CDS=1-1269	YDR229W
3658	OG0003658	snap_masked-LAFE0H-processed-gene-4.19-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.19&CDS=1-696	YDL202W
3659	OG0003659	snap_masked-LAFE0H-processed-gene-4.20-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.20&CDS=1-849	YDL201W
3660	OG0003660	snap_masked-LAFE0H-processed-gene-4.41-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.41&CDS=1-897	YDL198C
3661	OG0003661	snap_masked-LAFE0H-processed-gene-4.22-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.22&CDS=1-1731	YDR228C
3662	OG0003662	augustus_masked-LAFE0H-processed-gene-4.87-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-4.87&CDS=1-4332	YDR227W
3663	OG0003663	snap_masked-LAFE0H-processed-gene-4.43-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.43&CDS=1-684	YDR226W
3664	OG0003664	augustus_masked-LAFE0H-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-4.68&CDS=1-1812	YLR219W
3665	OG0003665	snap_masked-LAFE0H-processed-gene-4.25-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.25&CDS=1-879	YLR220W
3666	OG0003666	snap_masked-LAFE0H-processed-gene-4.45-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.45&CDS=1-2955	YLR222C
3667	OG0003667	snap_masked-LAFE0H-processed-gene-4.46-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.46&CDS=1-2811	YLR223C
3668	OG0003668	snap_masked-LAFE0H-processed-gene-4.48-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.48&CDS=1-1986	YDR221W
3669	OG0003669	augustus_masked-LAFE0H-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-4.71&CDS=1-1335	YDR219C
3670	OG0003670	snap_masked-LAFE0H-processed-gene-4.27-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.27&CDS=1-1149	YLR226W
3671	OG0003671	augustus_masked-LAFE0H-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-4.93&CDS=1-1440	YLR227C
3672	OG0003672	augustus_masked-LAFE0H-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-4.73&CDS=1-3840	YDR217C
3673	OG0003673	snap_masked-LAFE0H-processed-gene-4.50-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-4.50&CDS=1-3396	YDR216W
3674	OG0003674	snap_masked-LAFE0H-processed-gene-5.46-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.46&CDS=1-1044	YDR214W
3675	OG0003675	maker-LAFE0H-snap-gene-5.144-mRNA-1_1&gene=maker-LAFE0H-snap-gene-5.144&CDS=1-2193	YDR213W
3676	OG0003676	augustus_masked-LAFE0H-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-5.3&CDS=1-1680	YDR212W
3677	OG0003677	snap_masked-LAFE0H-processed-gene-5.49-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.49&CDS=1-573	YLR229C
3678	OG0003678	snap_masked-LAFE0H-processed-gene-5.50-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.50&CDS=1-2178	YDR211W
3679	OG0003679	snap_masked-LAFE0H-processed-gene-5.74-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.74&CDS=1-1995	YDR208W
3680	OG0003680	snap_masked-LAFE0H-processed-gene-5.52-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.52&CDS=1-1287	YDR207C
3681	OG0003681	snap_masked-LAFE0H-processed-gene-5.75-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.75&CDS=1-2268	YDR206W
3682	OG0003682	augustus_masked-LAFE0H-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-5.8&CDS=1-1878	YLR234W
3683	OG0003683	snap_masked-LAFE0H-processed-gene-5.76-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.76&CDS=1-2022	YDR205W
3684	OG0003684	snap_masked-LAFE0H-processed-gene-5.77-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.77&CDS=1-1017	YDR204W
3685	OG0003685	snap_masked-LAFE0H-processed-gene-5.55-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.55&CDS=1-1014	YDR202C
3686	OG0003686	genemark-LAFE0H-processed-gene-5.126-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-5.126&CDS=1-378	YDR201W
3687	OG0003687	snap_masked-LAFE0H-processed-gene-5.56-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.56&CDS=1-1371	YDR200C
3688	OG0003688	snap_masked-LAFE0H-processed-gene-5.78-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.78&CDS=1-972	YLR239C
3689	OG0003689	genemark-LAFE0H-processed-gene-5.105-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-5.105&CDS=1-1380	YDR198C
3690	OG0003690	augustus_masked-LAFE0H-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-5.35&CDS=1-1116	YDR197W
3691	OG0003691	snap_masked-LAFE0H-processed-gene-5.58-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.58&CDS=1-711	YDR196C
3692	OG0003692	augustus_masked-LAFE0H-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-5.36&CDS=1-1392	YDR195W
3693	OG0003693	snap_masked-LAFE0H-processed-gene-5.59-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.59&CDS=1-1971	YDR194C
3694	OG0003694	snap_masked-LAFE0H-processed-gene-5.60-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.60&CDS=1-2601	YLR240W
3695	OG0003695	snap_masked-LAFE0H-processed-gene-5.61-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.61&CDS=1-2334	YLR241W
3696	OG0003696	snap_masked-LAFE0H-processed-gene-5.81-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.81&CDS=1-909	YLR242C
3697	OG0003697	snap_masked-LAFE0H-processed-gene-5.63-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.63&CDS=1-813	YLR243W
3698	OG0003698	snap_masked-LAFE0H-processed-gene-5.82-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.82&CDS=1-1188	YDR191W
3699	OG0003699	snap_masked-LAFE0H-processed-gene-5.64-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.64&CDS=1-1377	YDR190C
3700	OG0003700	augustus_masked-LAFE0H-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-5.39&CDS=1-4548	YDR188W
3701	OG0003701	snap_masked-LAFE0H-processed-gene-5.86-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.86&CDS=1-441	YLR245C
3702	OG0003702	snap_masked-LAFE0H-processed-gene-5.65-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.65&CDS=1-2070	YDR186C
3703	OG0003703	snap_masked-LAFE0H-processed-gene-5.66-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.66&CDS=1-693	YLR168C
3704	OG0003704	augustus_masked-LAFE0H-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-5.22&CDS=1-876	YDR184C
3705	OG0003705	snap_masked-LAFE0H-processed-gene-5.87-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.87&CDS=1-651	YDR183W
3706	OG0003706	snap_masked-LAFE0H-processed-gene-5.68-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.68&CDS=1-2484	YLR166C
3707	OG0003707	genemark-LAFE0H-processed-gene-5.138-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-5.138&CDS=1-1431	YDR182W
3708	OG0003708	augustus_masked-LAFE0H-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-5.24&CDS=1-1134	YDR181C
3709	OG0003709	snap_masked-LAFE0H-processed-gene-5.89-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.89&CDS=1-4407	YDR180W
3710	OG0003710	augustus_masked-LAFE0H-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-5.25&CDS=1-702	YLR165C
3711	OG0003711	snap_masked-LAFE0H-processed-gene-5.90-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.90&CDS=1-1260	YDR179W-A
3712	OG0003712	augustus_masked-LAFE0H-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-5.26&CDS=1-495	YDR179C
3713	OG0003713	snap_masked-LAFE0H-processed-gene-5.71-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.71&CDS=1-1374	YLR163C
3714	OG0003714	snap_masked-LAFE0H-processed-gene-5.92-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.92&CDS=1-1947	YDR176W
3715	OG0003715	snap_masked-LAFE0H-processed-gene-5.72-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.72&CDS=1-903	YDR175C
3716	OG0003716	snap_masked-LAFE0H-processed-gene-5.93-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-5.93&CDS=1-759	YDR174W
3717	OG0003717	maker-LAFE0H-snap-gene-6.48-mRNA-1_1&gene=maker-LAFE0H-snap-gene-6.48&CDS=1-3339	YDR172W
3718	OG0003718	snap_masked-LAFE0H-processed-gene-6.89-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.89&CDS=1-5433	YDR170C
3719	OG0003719	augustus_masked-LAFE0H-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-6.54&CDS=1-2526	YLR152C
3720	OG0003720	snap_masked-LAFE0H-processed-gene-6.108-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.108&CDS=1-768	YLR150W
3721	OG0003721	snap_masked-LAFE0H-processed-gene-6.93-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.93&CDS=1-1338	YDR169C
3722	OG0003722	snap_masked-LAFE0H-processed-gene-6.94-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.94&CDS=1-2046	YLR149C
3723	OG0003723	snap_masked-LAFE0H-processed-gene-6.109-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.109&CDS=1-1497	YDR168W
3724	OG0003724	snap_masked-LAFE0H-processed-gene-6.110-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.110&CDS=1-594	YDR167W
3725	OG0003725	snap_masked-LAFE0H-processed-gene-6.111-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.111&CDS=1-2706	YLR148W
3726	OG0003726	snap_masked-LAFE0H-processed-gene-6.95-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.95&CDS=1-306	YLR147C
3727	OG0003727	snap_masked-LAFE0H-processed-gene-6.96-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.96&CDS=1-2685	YDR166C
3728	OG0003728	snap_masked-LAFE0H-processed-gene-6.113-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.113&CDS=1-1320	YDR165W
3729	OG0003729	snap_masked-LAFE0H-processed-gene-6.97-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.97&CDS=1-891	YLR146C
3730	OG0003730	snap_masked-LAFE0H-processed-gene-6.114-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.114&CDS=1-606	YLR145W
3731	OG0003731	augustus_masked-LAFE0H-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-6.75&CDS=1-2133	YLR143W
3732	OG0003732	snap_masked-LAFE0H-processed-gene-6.117-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.117&CDS=1-1389	YLR142W
3733	OG0003733	augustus_masked-LAFE0H-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-6.77&CDS=1-1452	YLR141W
3734	OG0003734	augustus_masked-LAFE0H-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-6.61&CDS=1-2103	YLR139C
3735	OG0003735	snap_masked-LAFE0H-processed-gene-6.119-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.119&CDS=1-723	YDR163W
3736	OG0003736	snap_masked-LAFE0H-processed-gene-6.101-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.101&CDS=1-546	YDR162C
3737	OG0003737	snap_masked-LAFE0H-processed-gene-6.120-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.120&CDS=1-1146	YDR161W
3738	OG0003738	augustus_masked-LAFE0H-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-6.81&CDS=1-6819	YLR138W
3739	OG0003739	snap_masked-LAFE0H-processed-gene-6.124-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.124&CDS=1-960	YLR137W
3740	OG0003740	snap_masked-LAFE0H-processed-gene-6.125-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.125&CDS=1-1095	YDR158W
3741	OG0003741	snap_masked-LAFE0H-processed-gene-6.126-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.126&CDS=1-219	YDR156W
3742	OG0003742	snap_masked-LAFE0H-processed-gene-6.127-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.127&CDS=1-765	YDR152W
3743	OG0003743	snap_masked-LAFE0H-processed-gene-6.104-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-6.104&CDS=1-828	YDR151C
3744	OG0003744	snap_masked-LAFE0H-processed-gene-7.33-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.33&CDS=1-1311	YDR148C
3745	OG0003745	snap_masked-LAFE0H-processed-gene-7.36-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.36&CDS=1-1617	YLR133W
3746	OG0003746	snap_masked-LAFE0H-processed-gene-7.34-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.34&CDS=1-864	YLR132C
3747	OG0003747	snap_masked-LAFE0H-processed-gene-7.35-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.35&CDS=1-2259	YLR131C
3748	OG0003748	snap_masked-LAFE0H-processed-gene-7.37-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.37&CDS=1-2814	YLR129W
3749	OG0003749	snap_masked-LAFE0H-processed-gene-7.58-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.58&CDS=1-1518	YDR145W
3750	OG0003750	maker-LAFE0H-augustus-gene-7.108-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-7.108&CDS=1-759	YLR128W
3751	OG0003751	snap_masked-LAFE0H-processed-gene-7.38-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.38&CDS=1-2400	YLR127C
3752	OG0003752	snap_masked-LAFE0H-processed-gene-7.39-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.39&CDS=1-768	YLR126C
3753	OG0003753	snap_masked-LAFE0H-processed-gene-7.40-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.40&CDS=1-1701	YLR120C
3754	OG0003754	snap_masked-LAFE0H-processed-gene-7.41-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.41&CDS=1-1740	YDR143C
3755	OG0003755	snap_masked-LAFE0H-processed-gene-7.42-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.42&CDS=1-1098	YDR142C
3756	OG0003756	snap_masked-LAFE0H-processed-gene-7.61-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.61&CDS=1-624	YLR119W
3757	OG0003757	snap_masked-LAFE0H-processed-gene-7.43-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.43&CDS=1-684	YLR118C
3758	OG0003758	snap_masked-LAFE0H-processed-gene-7.44-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-7.44&CDS=1-5028	YDR141C
