	OrthologID	Saccharomyces_cerevisiae	Vanderwaltozyma_polyspora
3072	OG0003072	YML036W	augustus_masked-NW_001834688.1-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NW_001834688.1-processed-gene-1.85&CDS=1-459
3073	OG0003073	YML037C	snap_masked-NW_001834672.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NW_001834672.1-processed-gene-0.34&CDS=1-1392
3074	OG0003074	YML038C	snap_masked-NW_001834688.1-processed-gene-1.196-mRNA-1_1&gene=snap_masked-NW_001834688.1-processed-gene-1.196&CDS=1-1137
3075	OG0003075	YML041C	augustus_masked-NW_001834570.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NW_001834570.1-processed-gene-0.39&CDS=1-768
3076	OG0003076	YML042W	augustus_masked-NW_001834520.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NW_001834520.1-processed-gene-0.10&CDS=1-2076
3077	OG0003077	YML043C	snap_masked-NW_001834668.1-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NW_001834668.1-processed-gene-0.125&CDS=1-1203
3078	OG0003078	YML046W	augustus_masked-NW_001834682.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NW_001834682.1-processed-gene-0.49&CDS=1-1902
3079	OG0003079	YML048W	augustus_masked-NW_001834682.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NW_001834682.1-processed-gene-0.48&CDS=1-1182
3080	OG0003080	YML049C	genemark-NW_001834645.1-processed-gene-0.24-mRNA-1_1&gene=genemark-NW_001834645.1-processed-gene-0.24&CDS=1-4038
3081	OG0003081	YML051W	augustus_masked-NW_001834645.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NW_001834645.1-processed-gene-0.40&CDS=1-1287
3082	OG0003082	YML052W	augustus_masked-NW_001834682.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NW_001834682.1-processed-gene-0.47&CDS=1-984
3083	OG0003083	YML054C	maker-NW_001834642.1-augustus-gene-0.40-mRNA-1_1&gene=maker-NW_001834642.1-augustus-gene-0.40&CDS=1-2052
3084	OG0003084	YML055W	augustus_masked-NW_001834642.1-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NW_001834642.1-processed-gene-0.43&CDS=1-507
3085	OG0003085	YML059C	augustus_masked-NW_001834639.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.19&CDS=1-4080
3086	OG0003086	YML060W	augustus_masked-NW_001834639.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.4&CDS=1-1119
3087	OG0003087	YML062C	snap_masked-NW_001834651.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NW_001834651.1-processed-gene-0.81&CDS=1-1188
3088	OG0003088	YML064C	augustus_masked-NW_001834651.1-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NW_001834651.1-processed-gene-0.116&CDS=1-675
3089	OG0003089	YML066C	augustus_masked-NW_001834651.1-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NW_001834651.1-processed-gene-0.115&CDS=1-1086
3090	OG0003090	YML067C	maker-NW_001834639.1-augustus-gene-0.97-mRNA-1_1&gene=maker-NW_001834639.1-augustus-gene-0.97&CDS=1-1047
3091	OG0003091	YML068W	augustus_masked-NW_001834651.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NW_001834651.1-processed-gene-0.98&CDS=1-1392
3092	OG0003092	YML069W	augustus_masked-NW_001834651.1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NW_001834651.1-processed-gene-0.97&CDS=1-1626
3093	OG0003093	YML070W	augustus_masked-NW_001834651.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NW_001834651.1-processed-gene-0.96&CDS=1-1746
3094	OG0003094	YML071C	augustus_masked-NW_001834639.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.13&CDS=1-1794
3095	OG0003095	YML072C	augustus_masked-NW_001834639.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.12&CDS=1-4929
3096	OG0003096	YML073C	augustus_masked-NW_001834651.1-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NW_001834651.1-processed-gene-0.113&CDS=1-528
3097	OG0003097	YML076C	augustus_masked-NW_001834639.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.10&CDS=1-2568
3098	OG0003098	YML077W	augustus_masked-NW_001834651.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NW_001834651.1-processed-gene-0.92&CDS=1-477
3099	OG0003099	YML078W	augustus_masked-NW_001834651.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NW_001834651.1-processed-gene-0.91&CDS=1-552
3100	OG0003100	YML080W	augustus_masked-NW_001834688.1-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NW_001834688.1-processed-gene-1.104&CDS=1-891
3101	OG0003101	YML081C-A	augustus_masked-NW_001834624.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NW_001834624.1-processed-gene-0.60&CDS=1-186
3102	OG0003102	YML082W	augustus_masked-NW_001834687.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NW_001834687.1-processed-gene-1.20&CDS=1-2067
3103	OG0003103	YML086C	augustus_masked-NW_001834544.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NW_001834544.1-processed-gene-0.2&CDS=1-1575
3104	OG0003104	YML088W	augustus_masked-NW_001834544.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834544.1-processed-gene-0.8&CDS=1-1932
3105	OG0003105	YML091C	augustus_masked-NW_001834674.1-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.136&CDS=1-3798
3106	OG0003106	YML092C	augustus_masked-NW_001834603.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NW_001834603.1-processed-gene-0.21&CDS=1-747
3107	OG0003107	YML093W	augustus_masked-NW_001834544.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NW_001834544.1-processed-gene-0.9&CDS=1-2649
3108	OG0003108	YML094W	augustus_masked-NW_001834603.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NW_001834603.1-processed-gene-0.27&CDS=1-468
3109	OG0003109	YML095C	augustus_masked-NW_001834544.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_001834544.1-processed-gene-0.4&CDS=1-699
3110	OG0003110	YML096W	augustus_masked-NW_001834603.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NW_001834603.1-processed-gene-0.28&CDS=1-1554
3111	OG0003111	YML097C	augustus_masked-NW_001834603.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NW_001834603.1-processed-gene-0.22&CDS=1-1371
3112	OG0003112	YML098W	augustus_masked-NW_001834603.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NW_001834603.1-processed-gene-0.29&CDS=1-567
3113	OG0003113	YML102W	augustus_masked-NW_001834531.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834531.1-processed-gene-0.8&CDS=1-1881
3114	OG0003114	YML103C	augustus_masked-NW_001834674.1-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.128&CDS=1-4824
3115	OG0003115	YML104C	snap_masked-NW_001834597.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NW_001834597.1-processed-gene-0.7&CDS=1-3174
3116	OG0003116	YML105C	augustus_masked-NW_001834674.1-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.129&CDS=1-813
3117	OG0003117	YML106W	augustus_masked-NW_001834597.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NW_001834597.1-processed-gene-0.22&CDS=1-672
3118	OG0003118	YML108W	augustus_masked-NW_001834597.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NW_001834597.1-processed-gene-0.20&CDS=1-345
3119	OG0003119	YML110C	augustus_masked-NW_001834674.1-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.130&CDS=1-960
3120	OG0003120	YML111W	genemark-NW_001834674.1-processed-gene-0.109-mRNA-1_1&gene=genemark-NW_001834674.1-processed-gene-0.109&CDS=1-2874
3121	OG0003121	YML112W	genemark-NW_001834674.1-processed-gene-0.110-mRNA-1_1&gene=genemark-NW_001834674.1-processed-gene-0.110&CDS=1-912
3122	OG0003122	YML113W	augustus_masked-NW_001834674.1-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.159&CDS=1-870
3123	OG0003123	YML114C	snap_masked-NW_001834551.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NW_001834551.1-processed-gene-0.21&CDS=1-1851
3124	OG0003124	YML115C	augustus_masked-NW_001834674.1-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.131&CDS=1-1494
3125	OG0003125	YML116W	augustus_masked-NW_001834674.1-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.160&CDS=1-1584
3126	OG0003126	YML117W	maker-NW_001834551.1-augustus-gene-0.11-mRNA-1_1&gene=maker-NW_001834551.1-augustus-gene-0.11&CDS=1-3105
3127	OG0003127	YML119W	snap_masked-NW_001834491.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NW_001834491.1-processed-gene-0.7&CDS=1-1053
3128	OG0003128	YML120C	augustus_masked-NW_001834674.1-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.132&CDS=1-1596
3129	OG0003129	YML121W	augustus_masked-NW_001834674.1-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.161&CDS=1-978
3130	OG0003130	YML125C	augustus_masked-NW_001834544.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NW_001834544.1-processed-gene-0.3&CDS=1-819
3131	OG0003131	YML126C	augustus_masked-NW_001834674.1-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.135&CDS=1-1389
3132	OG0003132	YML127W	augustus_masked-NW_001834674.1-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.162&CDS=1-1812
3133	OG0003133	YML128C	augustus_masked-NW_001834674.1-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NW_001834674.1-processed-gene-0.137&CDS=1-2667
3134	OG0003134	YML129C	augustus_masked-NW_001834603.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NW_001834603.1-processed-gene-0.19&CDS=1-216
3135	OG0003135	YML130C	augustus_masked-NW_001834544.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NW_001834544.1-processed-gene-0.5&CDS=1-1734
3136	OG0003136	YML131W	augustus_masked-NW_001834688.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NW_001834688.1-processed-gene-0.37&CDS=1-1092
3137	OG0003137	YMR001C	augustus_masked-NW_001834668.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NW_001834668.1-processed-gene-0.67&CDS=1-2112
3138	OG0003138	YMR002W	augustus_masked-NW_001834668.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NW_001834668.1-processed-gene-0.90&CDS=1-501
3139	OG0003139	YMR004W	genemark-NW_001834668.1-processed-gene-0.32-mRNA-1_1&gene=genemark-NW_001834668.1-processed-gene-0.32&CDS=1-1473
3140	OG0003140	YMR005W	augustus_masked-NW_001834668.1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NW_001834668.1-processed-gene-0.88&CDS=1-1263
3141	OG0003141	YMR009W	genemark-NW_001834560.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NW_001834560.1-processed-gene-0.17&CDS=1-528
3142	OG0003142	YMR010W	genemark-NW_001834560.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NW_001834560.1-processed-gene-0.16&CDS=1-1047
3143	OG0003143	YMR012W	augustus_masked-NW_001834609.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.33&CDS=1-3819
3144	OG0003144	YMR013C	genemark-NW_001834656.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NW_001834656.1-processed-gene-0.68&CDS=1-1500
3145	OG0003145	YMR014W	augustus_masked-NW_001834609.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NW_001834609.1-processed-gene-0.34&CDS=1-1485
3146	OG0003146	YMR015C	augustus_masked-NW_001834656.1-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NW_001834656.1-processed-gene-0.115&CDS=1-1581
3147	OG0003147	YMR021C	augustus_masked-NW_001834656.1-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NW_001834656.1-processed-gene-0.112&CDS=1-1623
3148	OG0003148	YMR022W	genemark-NW_001834656.1-processed-gene-0.93-mRNA-1_1&gene=genemark-NW_001834656.1-processed-gene-0.93&CDS=1-495
3149	OG0003149	YMR023C	genemark-NW_001834656.1-processed-gene-0.62-mRNA-1_1&gene=genemark-NW_001834656.1-processed-gene-0.62&CDS=1-1515
3150	OG0003150	YMR024W	genemark-NW_001834650.1-processed-gene-0.69-mRNA-1_1&gene=genemark-NW_001834650.1-processed-gene-0.69&CDS=1-1131
3151	OG0003151	YMR025W	snap_masked-NW_001834650.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NW_001834650.1-processed-gene-0.7&CDS=1-855
3152	OG0003152	YMR026C	augustus_masked-NW_001834650.1-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NW_001834650.1-processed-gene-0.152&CDS=1-1161
3153	OG0003153	YMR027W	augustus_masked-NW_001834650.1-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NW_001834650.1-processed-gene-0.127&CDS=1-1377
3154	OG0003154	YMR028W	augustus_masked-NW_001834650.1-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NW_001834650.1-processed-gene-0.128&CDS=1-1383
3155	OG0003155	YMR029C	augustus_masked-NW_001834494.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NW_001834494.1-processed-gene-0.2&CDS=1-1446
3156	OG0003156	YMR031C	augustus_masked-NW_001834472.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834472.1-processed-gene-0.7&CDS=1-816
3157	OG0003157	YMR032W	genemark-NW_001834650.1-processed-gene-0.75-mRNA-1_1&gene=genemark-NW_001834650.1-processed-gene-0.75&CDS=1-1938
3158	OG0003158	YMR033W	augustus_masked-NW_001834472.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834472.1-processed-gene-0.8&CDS=1-1389
3159	OG0003159	YMR034C	maker-NW_001834472.1-augustus-gene-0.0-mRNA-1_1&gene=maker-NW_001834472.1-augustus-gene-0.0&CDS=1-1134
3160	OG0003160	YMR035W	augustus_masked-NW_001834682.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NW_001834682.1-processed-gene-0.44&CDS=1-522
3161	OG0003161	YMR038C	augustus_masked-NW_001834539.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NW_001834539.1-processed-gene-0.14&CDS=1-747
3162	OG0003162	YMR039C	augustus_masked-NW_001834539.1-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NW_001834539.1-processed-gene-0.12&CDS=1-879
3163	OG0003163	YMR041C	augustus_masked-NW_001834682.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NW_001834682.1-processed-gene-0.63&CDS=1-972
3164	OG0003164	YMR044W	augustus_masked-NW_001834625.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NW_001834625.1-processed-gene-0.63&CDS=1-1410
3165	OG0003165	YMR048W	genemark-NW_001834625.1-processed-gene-0.94-mRNA-1_1&gene=genemark-NW_001834625.1-processed-gene-0.94&CDS=1-723
3166	OG0003166	YMR049C	genemark-NW_001834539.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NW_001834539.1-processed-gene-0.17&CDS=1-2103
3167	OG0003167	YMR052W	snap_masked-NW_001834625.1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NW_001834625.1-processed-gene-0.26&CDS=1-618
3168	OG0003168	YMR054W	augustus_masked-NW_001834632.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NW_001834632.1-processed-gene-0.34&CDS=1-2616
3169	OG0003169	YMR055C	augustus_masked-NW_001834632.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NW_001834632.1-processed-gene-0.51&CDS=1-942
3170	OG0003170	YMR058W	augustus_masked-NW_001834625.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NW_001834625.1-processed-gene-0.59&CDS=1-1836
3171	OG0003171	YMR059W	augustus_masked-NW_001834632.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NW_001834632.1-processed-gene-0.36&CDS=1-372
3172	OG0003172	YMR060C	snap_masked-NW_001834632.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NW_001834632.1-processed-gene-0.85&CDS=1-945
3173	OG0003173	YMR061W	genemark-NW_001834632.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NW_001834632.1-processed-gene-0.3&CDS=1-1929
3174	OG0003174	YMR062C	augustus_masked-NW_001834625.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NW_001834625.1-processed-gene-0.44&CDS=1-1323
3175	OG0003175	YMR063W	augustus_masked-NW_001834625.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NW_001834625.1-processed-gene-0.58&CDS=1-714
3176	OG0003176	YMR064W	genemark-NW_001834625.1-processed-gene-0.89-mRNA-1_1&gene=genemark-NW_001834625.1-processed-gene-0.89&CDS=1-1296
3177	OG0003177	YMR065W	genemark-NW_001834632.1-processed-gene-0.4-mRNA-1_1&gene=genemark-NW_001834632.1-processed-gene-0.4&CDS=1-1026
3178	OG0003178	YMR066W	augustus_masked-NW_001834625.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NW_001834625.1-processed-gene-0.56&CDS=1-2676
3179	OG0003179	YMR067C	augustus_masked-NW_001834625.1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NW_001834625.1-processed-gene-0.41&CDS=1-1278
3180	OG0003180	YMR068W	augustus_masked-NW_001834625.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NW_001834625.1-processed-gene-0.55&CDS=1-1284
3181	OG0003181	YMR069W	augustus_masked-NW_001834694.1-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-1.48&CDS=1-876
3182	OG0003182	YMR070W	augustus_masked-NW_001834694.1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-1.33&CDS=1-1767
3183	OG0003183	YMR071C	maker-NW_001834573.1-augustus-gene-0.39-mRNA-1_1&gene=maker-NW_001834573.1-augustus-gene-0.39&CDS=1-504
3184	OG0003184	YMR072W	augustus_masked-NW_001834694.1-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-1.32&CDS=1-582
3185	OG0003185	YMR073C	augustus_masked-NW_001834573.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NW_001834573.1-processed-gene-0.9&CDS=1-594
3186	OG0003186	YMR074C	augustus_masked-NW_001834693.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-0.64&CDS=1-414
3187	OG0003187	YMR075W	augustus_masked-NW_001834693.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-0.76&CDS=1-2046
3188	OG0003188	YMR076C	augustus_masked-NW_001834693.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-0.63&CDS=1-3834
3189	OG0003189	YMR077C	genemark-NW_001834589.1-processed-gene-0.7-mRNA-1_1&gene=genemark-NW_001834589.1-processed-gene-0.7&CDS=1-654
3190	OG0003190	YMR078C	genemark-NW_001834589.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NW_001834589.1-processed-gene-0.8&CDS=1-2271
3191	OG0003191	YMR079W	augustus_masked-NW_001834519.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834519.1-processed-gene-0.7&CDS=1-912
3192	OG0003192	YMR080C	augustus_masked-NW_001834534.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NW_001834534.1-processed-gene-0.10&CDS=1-2997
3193	OG0003193	YMR086W	augustus_masked-NW_001834675.1-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NW_001834675.1-processed-gene-0.153&CDS=1-3165
3194	OG0003194	YMR087W	augustus_masked-NW_001834675.1-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NW_001834675.1-processed-gene-0.154&CDS=1-819
3195	OG0003195	YMR088C	augustus_masked-NW_001834615.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.64&CDS=1-1110
3196	OG0003196	YMR089C	augustus_masked-NW_001834615.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.63&CDS=1-2577
3197	OG0003197	YMR090W	augustus_masked-NW_001834615.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.73&CDS=1-675
3198	OG0003198	YMR091C	augustus_masked-NW_001834669.1-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-NW_001834669.1-processed-gene-0.167&CDS=1-1389
3199	OG0003199	YMR092C	augustus_masked-NW_001834615.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.62&CDS=1-1812
3200	OG0003200	YMR093W	augustus_masked-NW_001834615.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.72&CDS=1-1524
3201	OG0003201	YMR094W	snap_masked-NW_001834615.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NW_001834615.1-processed-gene-0.24&CDS=1-1512
3202	OG0003202	YMR097C	augustus_masked-NW_001834615.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.59&CDS=1-1161
3203	OG0003203	YMR098C	augustus_masked-NW_001834615.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NW_001834615.1-processed-gene-0.58&CDS=1-1884
3204	OG0003204	YMR099C	genemark-NW_001834673.1-processed-gene-0.57-mRNA-1_1&gene=genemark-NW_001834673.1-processed-gene-0.57&CDS=1-888
3205	OG0003205	YMR100W	augustus_masked-NW_001834673.1-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NW_001834673.1-processed-gene-0.116&CDS=1-1932
3206	OG0003206	YMR101C	augustus_masked-NW_001834673.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NW_001834673.1-processed-gene-0.86&CDS=1-870
3207	OG0003207	YMR102C	augustus_masked-NW_001834694.1-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-3.103&CDS=1-2487
3208	OG0003208	YMR106C	augustus_masked-NW_001834694.1-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-3.100&CDS=1-1887
3209	OG0003209	YMR107W	augustus_masked-NW_001834557.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NW_001834557.1-processed-gene-0.37&CDS=1-327
3210	OG0003210	YMR108W	augustus_masked-NW_001834557.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NW_001834557.1-processed-gene-0.36&CDS=1-2013
3211	OG0003211	YMR109W	augustus_masked-NW_001834694.1-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-3.140&CDS=1-3642
3212	OG0003212	YMR110C	augustus_masked-NW_001834557.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NW_001834557.1-processed-gene-0.31&CDS=1-1575
3213	OG0003213	YMR112C	augustus_masked-NW_001834694.1-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-3.99&CDS=1-345
3214	OG0003214	YMR114C	augustus_masked-NW_001834694.1-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-3.98&CDS=1-912
3215	OG0003215	YMR115W	augustus_masked-NW_001834694.1-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NW_001834694.1-processed-gene-3.138&CDS=1-1419
3216	OG0003216	YMR116C	augustus_masked-NW_001834557.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NW_001834557.1-processed-gene-0.30&CDS=1-954
3217	OG0003217	YMR117C	snap_masked-NW_001834694.1-processed-gene-3.194-mRNA-1_1&gene=snap_masked-NW_001834694.1-processed-gene-3.194&CDS=1-633
