	OrthologID	Saccharomyces_cerevisiae	yHAB132_Kazachstania_martiniae
3523	OG0003523	YOL108C	genemark-scf7180000030524-processed-gene-5.62-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.62&CDS=1-504
3524	OG0003524	YOL110W	genemark-scf7180000030524-processed-gene-5.22-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.22&CDS=1-753
3525	OG0003525	YOL111C	snap_masked-scf7180000030524-processed-gene-5.264-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.264&CDS=1-624
3526	OG0003526	YOL114C	genemark-scf7180000030524-processed-gene-5.60-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.60&CDS=1-504
3527	OG0003527	YOL117W	augustus_masked-scf7180000030524-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-5.115&CDS=1-1839
3528	OG0003528	YOL119C	genemark-scf7180000030524-processed-gene-5.59-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.59&CDS=1-1512
3529	OG0003529	YOL122C	maker-scf7180000030524-snap-gene-5.315-mRNA-1_1&gene=maker-scf7180000030524-snap-gene-5.315&CDS=1-1686
3530	OG0003530	YOL123W	genemark-scf7180000030524-processed-gene-5.16-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.16&CDS=1-1533
3531	OG0003531	YOL124C	genemark-scf7180000030524-processed-gene-5.56-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.56&CDS=1-1314
3532	OG0003532	YOL125W	genemark-scf7180000030524-processed-gene-5.15-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.15&CDS=1-1311
3533	OG0003533	YOL126C	snap_masked-scf7180000030524-processed-gene-5.258-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.258&CDS=1-1107
3534	OG0003534	YOL127W	maker-scf7180000030524-snap-gene-2.6-mRNA-1_1&gene=maker-scf7180000030524-snap-gene-2.6&CDS=1-426
3535	OG0003535	YOL129W	snap_masked-scf7180000030524-processed-gene-5.215-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.215&CDS=1-540
3536	OG0003536	YOL132W	genemark-scf7180000030524-processed-gene-5.11-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.11&CDS=1-1470
3537	OG0003537	YOL133W	snap_masked-scf7180000030524-processed-gene-5.210-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.210&CDS=1-348
3538	OG0003538	YOL135C	snap_masked-scf7180000030524-processed-gene-5.255-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.255&CDS=1-660
3539	OG0003539	YOL136C	genemark-scf7180000030524-processed-gene-5.51-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.51&CDS=1-1134
3540	OG0003540	YOL137W	genemark-scf7180000030524-processed-gene-5.7-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.7&CDS=1-1434
3541	OG0003541	YOL138C	genemark-scf7180000030524-processed-gene-5.50-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.50&CDS=1-3855
3542	OG0003542	YOL139C	genemark-scf7180000030524-processed-gene-5.5-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.5&CDS=1-630
3543	OG0003543	YOL140W	snap_masked-scf7180000030524-processed-gene-5.204-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.204&CDS=1-1272
3544	OG0003544	YOL141W	augustus_masked-scf7180000030524-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-5.100&CDS=1-2100
3545	OG0003545	YOL142W	snap_masked-scf7180000030524-processed-gene-5.201-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.201&CDS=1-711
3546	OG0003546	YOL143C	snap_masked-scf7180000030488-processed-gene-0.201-mRNA-1_1&gene=snap_masked-scf7180000030488-processed-gene-0.201&CDS=1-507
3547	OG0003547	YOL144W	snap_masked-scf7180000030488-processed-gene-0.169-mRNA-1_1&gene=snap_masked-scf7180000030488-processed-gene-0.169&CDS=1-1476
3548	OG0003548	YOL145C	snap_masked-scf7180000030488-processed-gene-0.200-mRNA-1_1&gene=snap_masked-scf7180000030488-processed-gene-0.200&CDS=1-3150
3549	OG0003549	YOL146W	genemark-scf7180000030488-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000030488-processed-gene-0.2&CDS=1-573
3550	OG0003550	YOL147C	snap_masked-scf7180000030488-processed-gene-0.198-mRNA-1_1&gene=snap_masked-scf7180000030488-processed-gene-0.198&CDS=1-690
3551	OG0003551	YOL148C	genemark-scf7180000030488-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000030488-processed-gene-0.33&CDS=1-1743
3552	OG0003552	YOR001W	genemark-scf7180000030455-processed-gene-1.171-mRNA-1_1&gene=genemark-scf7180000030455-processed-gene-1.171&CDS=1-2211
3553	OG0003553	YOR002W	maker-scf7180000030526-augustus-gene-1.5-mRNA-1_1&gene=maker-scf7180000030526-augustus-gene-1.5&CDS=1-2433
3554	OG0003554	YOR005C	snap_masked-scf7180000030526-processed-gene-1.106-mRNA-1_1&gene=snap_masked-scf7180000030526-processed-gene-1.106&CDS=1-2883
3555	OG0003555	YOR006C	maker-scf7180000030455-snap-gene-1.137-mRNA-1_1&gene=maker-scf7180000030455-snap-gene-1.137&CDS=1-939
3556	OG0003556	YOR007C	snap_masked-scf7180000030455-processed-gene-1.85-mRNA-1_1&gene=snap_masked-scf7180000030455-processed-gene-1.85&CDS=1-1023
3557	OG0003557	YOR008C	snap_masked-scf7180000030510-processed-gene-2.145-mRNA-1_1&gene=snap_masked-scf7180000030510-processed-gene-2.145&CDS=1-1314
3558	OG0003558	YOR014W	maker-scf7180000030510-snap-gene-2.91-mRNA-1_1&gene=maker-scf7180000030510-snap-gene-2.91&CDS=1-3021
3559	OG0003559	YOR016C	genemark-scf7180000030456-processed-gene-1.215-mRNA-1_1&gene=genemark-scf7180000030456-processed-gene-1.215&CDS=1-621
3560	OG0003560	YOR017W	snap_masked-scf7180000030510-processed-gene-2.150-mRNA-1_1&gene=snap_masked-scf7180000030510-processed-gene-2.150&CDS=1-2028
3561	OG0003561	YOR018W	snap_masked-scf7180000030490-processed-gene-1.165-mRNA-1_1&gene=snap_masked-scf7180000030490-processed-gene-1.165&CDS=1-2301
3562	OG0003562	YOR020C	snap_masked-scf7180000030500-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000030500-processed-gene-0.35&CDS=1-315
3563	OG0003563	YOR021C	genemark-scf7180000030500-processed-gene-0.149-mRNA-1_1&gene=genemark-scf7180000030500-processed-gene-0.149&CDS=1-636
3564	OG0003564	YOR022C	genemark-scf7180000030507-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.1&CDS=1-1950
3565	OG0003565	YOR023C	snap_masked-scf7180000030507-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scf7180000030507-processed-gene-0.69&CDS=1-1902
3566	OG0003566	YOR025W	snap_masked-scf7180000030507-processed-gene-0.73-mRNA-1_1&gene=snap_masked-scf7180000030507-processed-gene-0.73&CDS=1-1413
3567	OG0003567	YOR027W	maker-scf7180000030507-snap-gene-0.56-mRNA-1_1&gene=maker-scf7180000030507-snap-gene-0.56&CDS=1-2826
3568	OG0003568	YOR028C	snap_masked-scf7180000030507-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scf7180000030507-processed-gene-0.97&CDS=1-828
3569	OG0003569	YOR030W	augustus_masked-scf7180000030507-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-scf7180000030507-processed-gene-0.133&CDS=1-1245
3570	OG0003570	YOR032C	genemark-scf7180000030507-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.31&CDS=1-1185
3571	OG0003571	YOR035C	genemark-scf7180000030507-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.34&CDS=1-2289
3572	OG0003572	YOR036W	augustus_masked-scf7180000030507-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-scf7180000030507-processed-gene-0.134&CDS=1-1689
3573	OG0003573	YOR038C	genemark-scf7180000030507-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.36&CDS=1-2640
3574	OG0003574	YOR039W	genemark-scf7180000030507-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.9&CDS=1-726
3575	OG0003575	YOR040W	genemark-scf7180000030507-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.10&CDS=1-825
3576	OG0003576	YOR042W	snap_masked-scf7180000030507-processed-gene-0.80-mRNA-1_1&gene=snap_masked-scf7180000030507-processed-gene-0.80&CDS=1-1332
3577	OG0003577	YOR043W	snap_masked-scf7180000030507-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scf7180000030507-processed-gene-0.81&CDS=1-1548
3578	OG0003578	YOR045W	augustus_masked-scf7180000030507-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-scf7180000030507-processed-gene-0.139&CDS=1-198
3579	OG0003579	YOR046C	genemark-scf7180000030507-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.37&CDS=1-1536
3580	OG0003580	YOR047C	snap_masked-scf7180000030507-processed-gene-0.107-mRNA-1_1&gene=snap_masked-scf7180000030507-processed-gene-0.107&CDS=1-1329
3581	OG0003581	YOR048C	genemark-scf7180000030507-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.39&CDS=1-2961
3582	OG0003582	YOR051C	snap_masked-scf7180000030507-processed-gene-0.110-mRNA-1_1&gene=snap_masked-scf7180000030507-processed-gene-0.110&CDS=1-1191
3583	OG0003583	YOR052C	snap_masked-scf7180000030507-processed-gene-0.111-mRNA-1_1&gene=snap_masked-scf7180000030507-processed-gene-0.111&CDS=1-417
3584	OG0003584	YOR054C	genemark-scf7180000030507-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.43&CDS=1-1938
3585	OG0003585	YOR056C	genemark-scf7180000030441-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000030441-processed-gene-0.19&CDS=1-1440
3586	OG0003586	YOR057W	genemark-scf7180000030441-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000030441-processed-gene-0.37&CDS=1-1122
3587	OG0003587	YOR058C	genemark-scf7180000030507-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.44&CDS=1-2733
3588	OG0003588	YOR059C	genemark-scf7180000030507-processed-gene-0.45-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.45&CDS=1-1362
3589	OG0003589	YOR060C	genemark-scf7180000030507-processed-gene-0.46-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.46&CDS=1-795
3590	OG0003590	YOR061W	genemark-scf7180000030507-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.15&CDS=1-1017
3591	OG0003591	YOR063W	genemark-scf7180000030507-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.16&CDS=1-1140
3592	OG0003592	YOR064C	genemark-scf7180000030507-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.48&CDS=1-585
3593	OG0003593	YOR065W	genemark-scf7180000030507-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.17&CDS=1-933
3594	OG0003594	YOR067C	genemark-scf7180000030507-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.49&CDS=1-1719
3595	OG0003595	YOR069W	snap_masked-scf7180000030507-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000030507-processed-gene-0.87&CDS=1-1932
3596	OG0003596	YOR070C	genemark-scf7180000030507-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.50&CDS=1-1878
3597	OG0003597	YOR073W	augustus_masked-scf7180000030507-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-scf7180000030507-processed-gene-0.146&CDS=1-1806
3598	OG0003598	YOR074C	genemark-scf7180000030441-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000030441-processed-gene-0.15&CDS=1-927
3599	OG0003599	YOR075W	genemark-scf7180000030441-processed-gene-0.32-mRNA-1_1&gene=genemark-scf7180000030441-processed-gene-0.32&CDS=1-1047
3600	OG0003600	YOR079C	snap_masked-scf7180000030507-processed-gene-0.123-mRNA-1_1&gene=snap_masked-scf7180000030507-processed-gene-0.123&CDS=1-1008
3601	OG0003601	YOR080W	augustus_masked-scf7180000030507-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-scf7180000030507-processed-gene-0.148&CDS=1-2106
3602	OG0003602	YOR083W	genemark-scf7180000030507-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.25&CDS=1-936
3603	OG0003603	YOR084W	genemark-scf7180000030507-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000030507-processed-gene-0.26&CDS=1-1143
3604	OG0003604	YOR085W	augustus_masked-scf7180000030512-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scf7180000030512-processed-gene-0.90&CDS=1-1035
3605	OG0003605	YOR087W	snap_masked-scf7180000030512-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scf7180000030512-processed-gene-0.25&CDS=1-2040
3606	OG0003606	YOR089C	snap_masked-scf7180000030512-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000030512-processed-gene-0.57&CDS=1-633
3607	OG0003607	YOR090C	genemark-scf7180000030512-processed-gene-0.212-mRNA-1_1&gene=genemark-scf7180000030512-processed-gene-0.212&CDS=1-1602
3608	OG0003608	YOR091W	genemark-scf7180000030512-processed-gene-0.176-mRNA-1_1&gene=genemark-scf7180000030512-processed-gene-0.176&CDS=1-1026
3609	OG0003609	YOR093C	genemark-scf7180000030512-processed-gene-0.213-mRNA-1_1&gene=genemark-scf7180000030512-processed-gene-0.213&CDS=1-4938
3610	OG0003610	YOR094W	genemark-scf7180000030512-processed-gene-0.178-mRNA-1_1&gene=genemark-scf7180000030512-processed-gene-0.178&CDS=1-543
3611	OG0003611	YOR095C	genemark-scf7180000030512-processed-gene-0.214-mRNA-1_1&gene=genemark-scf7180000030512-processed-gene-0.214&CDS=1-774
3612	OG0003612	YOR096W	snap_masked-scf7180000030512-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000030512-processed-gene-0.29&CDS=1-567
3613	OG0003613	YOR098C	augustus_masked-scf7180000030512-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-scf7180000030512-processed-gene-0.129&CDS=1-3234
3614	OG0003614	YOR099W	snap_masked-scf7180000030512-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000030512-processed-gene-0.30&CDS=1-1179
3615	OG0003615	YOR100C	snap_masked-scf7180000030512-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scf7180000030512-processed-gene-0.62&CDS=1-930
3616	OG0003616	YOR101W	genemark-scf7180000030512-processed-gene-0.181-mRNA-1_1&gene=genemark-scf7180000030512-processed-gene-0.181&CDS=1-996
3617	OG0003617	YOR103C	genemark-scf7180000030456-processed-gene-1.235-mRNA-1_1&gene=genemark-scf7180000030456-processed-gene-1.235&CDS=1-408
3618	OG0003618	YOR104W	genemark-scf7180000030512-processed-gene-0.182-mRNA-1_1&gene=genemark-scf7180000030512-processed-gene-0.182&CDS=1-645
3619	OG0003619	YOR112W	maker-scf7180000030434-augustus-gene-0.114-mRNA-1_1&gene=maker-scf7180000030434-augustus-gene-0.114&CDS=1-2670
3620	OG0003620	YOR115C	genemark-scf7180000030434-processed-gene-0.131-mRNA-1_1&gene=genemark-scf7180000030434-processed-gene-0.131&CDS=1-756
3621	OG0003621	YOR116C	genemark-scf7180000030523-processed-gene-0.100-mRNA-1_1&gene=genemark-scf7180000030523-processed-gene-0.100&CDS=1-4380
3622	OG0003622	YOR117W	snap_masked-scf7180000030523-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scf7180000030523-processed-gene-0.77&CDS=1-1302
3623	OG0003623	YOR118W	genemark-scf7180000030523-processed-gene-0.116-mRNA-1_1&gene=genemark-scf7180000030523-processed-gene-0.116&CDS=1-1695
3624	OG0003624	YOR122C	snap_masked-scf7180000030523-processed-gene-0.60-mRNA-1_1&gene=snap_masked-scf7180000030523-processed-gene-0.60&CDS=1-378
3625	OG0003625	YOR123C	genemark-scf7180000030523-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000030523-processed-gene-0.98&CDS=1-1350
3626	OG0003626	YOR124C	genemark-scf7180000030523-processed-gene-0.96-mRNA-1_1&gene=genemark-scf7180000030523-processed-gene-0.96&CDS=1-3693
3627	OG0003627	YOR125C	augustus_masked-scf7180000030523-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000030523-processed-gene-0.16&CDS=1-693
3628	OG0003628	YOR126C	snap_masked-scf7180000030523-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000030523-processed-gene-0.54&CDS=1-690
3629	OG0003629	YOR127W	maker-scf7180000030523-augustus-gene-0.49-mRNA-1_1&gene=maker-scf7180000030523-augustus-gene-0.49&CDS=1-2640
3630	OG0003630	YOR128C	snap_masked-scf7180000030523-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000030523-processed-gene-0.53&CDS=1-1716
3631	OG0003631	YOR129C	augustus_masked-scf7180000030523-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000030523-processed-gene-0.12&CDS=1-2334
3632	OG0003632	YOR130C	snap_masked-scf7180000030451-processed-gene-0.223-mRNA-1_1&gene=snap_masked-scf7180000030451-processed-gene-0.223&CDS=1-858
3633	OG0003633	YOR131C	genemark-scf7180000030523-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000030523-processed-gene-0.89&CDS=1-645
3634	OG0003634	YOR132W	maker-scf7180000030523-augustus-gene-0.48-mRNA-1_1&gene=maker-scf7180000030523-augustus-gene-0.48&CDS=1-1635
3635	OG0003635	YOR136W	genemark-scf7180000030451-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000030451-processed-gene-0.5&CDS=1-1107
3636	OG0003636	YOR138C	snap_masked-scf7180000030451-processed-gene-0.226-mRNA-1_1&gene=snap_masked-scf7180000030451-processed-gene-0.226&CDS=1-1665
3637	OG0003637	YOR140W	genemark-scf7180000030451-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000030451-processed-gene-0.6&CDS=1-1986
3638	OG0003638	YOR141C	genemark-scf7180000030451-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000030451-processed-gene-0.43&CDS=1-2688
3639	OG0003639	YOR142W	genemark-scf7180000030451-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000030451-processed-gene-0.7&CDS=1-984
3640	OG0003640	YOR143C	genemark-scf7180000030451-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000030451-processed-gene-0.44&CDS=1-939
3641	OG0003641	YOR144C	snap_masked-scf7180000030451-processed-gene-0.231-mRNA-1_1&gene=snap_masked-scf7180000030451-processed-gene-0.231&CDS=1-2385
3642	OG0003642	YOR145C	snap_masked-scf7180000030519-processed-gene-0.83-mRNA-1_1&gene=snap_masked-scf7180000030519-processed-gene-0.83&CDS=1-810
3643	OG0003643	YOR147W	genemark-scf7180000030451-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000030451-processed-gene-0.8&CDS=1-1947
3644	OG0003644	YOR148C	snap_masked-scf7180000030451-processed-gene-0.232-mRNA-1_1&gene=snap_masked-scf7180000030451-processed-gene-0.232&CDS=1-492
3645	OG0003645	YOR149C	genemark-scf7180000030519-processed-gene-0.123-mRNA-1_1&gene=genemark-scf7180000030519-processed-gene-0.123&CDS=1-1554
3646	OG0003646	YOR150W	genemark-scf7180000030451-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000030451-processed-gene-0.10&CDS=1-486
3647	OG0003647	YOR151C	genemark-scf7180000030451-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000030451-processed-gene-0.47&CDS=1-3660
3648	OG0003648	YOR155C	maker-scf7180000030451-snap-gene-0.90-mRNA-1_1&gene=maker-scf7180000030451-snap-gene-0.90&CDS=1-1362
3649	OG0003649	YOR157C	snap_masked-scf7180000030451-processed-gene-0.197-mRNA-1_1&gene=snap_masked-scf7180000030451-processed-gene-0.197&CDS=1-783
3650	OG0003650	YOR158W	genemark-scf7180000030451-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000030451-processed-gene-0.51&CDS=1-897
3651	OG0003651	YOR159C	augustus_masked-scf7180000030451-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-scf7180000030451-processed-gene-0.118&CDS=1-285
3652	OG0003652	YOR160W	genemark-scf7180000030451-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000030451-processed-gene-0.50&CDS=1-2943
3653	OG0003653	YOR161C	genemark-scf7180000030451-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000030451-processed-gene-0.12&CDS=1-1683
3654	OG0003654	YOR163W	genemark-scf7180000030455-processed-gene-1.165-mRNA-1_1&gene=genemark-scf7180000030455-processed-gene-1.165&CDS=1-534
3655	OG0003655	YOR164C	genemark-scf7180000030455-processed-gene-1.198-mRNA-1_1&gene=genemark-scf7180000030455-processed-gene-1.198&CDS=1-960
3656	OG0003656	YOR165W	snap_masked-scf7180000030455-processed-gene-1.78-mRNA-1_1&gene=snap_masked-scf7180000030455-processed-gene-1.78&CDS=1-2301
3657	OG0003657	YOR168W	genemark-scf7180000030455-processed-gene-1.167-mRNA-1_1&gene=genemark-scf7180000030455-processed-gene-1.167&CDS=1-2403
3658	OG0003658	YOR174W	snap_masked-scf7180000030455-processed-gene-1.110-mRNA-1_1&gene=snap_masked-scf7180000030455-processed-gene-1.110&CDS=1-831
3659	OG0003659	YOR175C	snap_masked-scf7180000030455-processed-gene-1.77-mRNA-1_1&gene=snap_masked-scf7180000030455-processed-gene-1.77&CDS=1-1878
3660	OG0003660	YOR176W	snap_masked-scf7180000030455-processed-gene-1.109-mRNA-1_1&gene=snap_masked-scf7180000030455-processed-gene-1.109&CDS=1-1158
3661	OG0003661	YOR181W	maker-scf7180000030455-snap-gene-1.142-mRNA-1_1&gene=maker-scf7180000030455-snap-gene-1.142&CDS=1-1668
3662	OG0003662	YOR184W	genemark-scf7180000030455-processed-gene-1.192-mRNA-1_1&gene=genemark-scf7180000030455-processed-gene-1.192&CDS=1-1191
3663	OG0003663	YOR187W	snap_masked-scf7180000030455-processed-gene-1.102-mRNA-1_1&gene=snap_masked-scf7180000030455-processed-gene-1.102&CDS=1-1338
3664	OG0003664	YOR188W	snap_masked-scf7180000030455-processed-gene-1.101-mRNA-1_1&gene=snap_masked-scf7180000030455-processed-gene-1.101&CDS=1-3498
3665	OG0003665	YOR191W	maker-scf7180000030455-augustus-gene-1.3-mRNA-1_1&gene=maker-scf7180000030455-augustus-gene-1.3&CDS=1-4734
3666	OG0003666	YOR194C	snap_masked-scf7180000030488-processed-gene-0.233-mRNA-1_1&gene=snap_masked-scf7180000030488-processed-gene-0.233&CDS=1-852
