	OrthologID	Saccharomyces_cerevisiae	Wickerhamia_fluorescens
2781	OG0002781	YNL252C	-processed-gene-2.30-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-2.30&CDS=1-831
2782	OG0002782	YNL256W	-snap-gene-2.115-mRNA-1_1&gene=maker-gi|1002316301|dbj|BCGE01000003.1|-snap-gene-2.115&CDS=1-3987
2783	OG0002783	YNL258C	-processed-gene-7.90-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-7.90&CDS=1-1935
2784	OG0002784	YNL259C	-processed-gene-7.88-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-7.88&CDS=1-222
2785	OG0002785	YNL260C	-processed-gene-7.85-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-7.85&CDS=1-447
2786	OG0002786	YNL261W	-processed-gene-6.22-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-6.22&CDS=1-1467
2787	OG0002787	YNL262W	-processed-gene-6.107-mRNA-1_1&gene=genemark-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-6.107&CDS=1-7611
2788	OG0002788	YNL265C	-processed-gene-3.41-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-3.41&CDS=1-840
2789	OG0002789	YNL267W	-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-2.59&CDS=1-3489
2790	OG0002790	YNL272C	-processed-gene-3.7-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-3.7&CDS=1-2409
2791	OG0002791	YNL273W	-processed-gene-4.46-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-4.46&CDS=1-4026
2792	OG0002792	YNL274C	-processed-gene-7.157-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.157&CDS=1-1020
2793	OG0002793	YNL275W	-processed-gene-27.82-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.82&CDS=1-1701
2794	OG0002794	YNL277W	-processed-gene-3.87-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-3.87&CDS=1-1428
2795	OG0002795	YNL279W	-processed-gene-4.76-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-4.76&CDS=1-1587
2796	OG0002796	YNL280C	-processed-gene-1.117-mRNA-1_1&gene=genemark-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-1.117&CDS=1-1335
2797	OG0002797	YNL281W	-processed-gene-12.15-mRNA-1_1&gene=augustus_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-12.15&CDS=1-441
2798	OG0002798	YNL284C	-processed-gene-10.111-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-10.111&CDS=1-852
2799	OG0002799	YNL286W	-processed-gene-25.65-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-25.65&CDS=1-960
2800	OG0002800	YNL287W	-processed-gene-3.28-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-3.28&CDS=1-2832
2801	OG0002801	YNL289W	-processed-gene-3.88-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-3.88&CDS=1-1038
2802	OG0002802	YNL290W	-augustus-gene-15.7-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-augustus-gene-15.7&CDS=1-2454
2803	OG0002803	YNL292W	-processed-gene-2.7-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-2.7&CDS=1-2037
2804	OG0002804	YNL294C	-processed-gene-2.16-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-2.16&CDS=1-1392
2805	OG0002805	YNL305C	-processed-gene-2.10-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-2.10&CDS=1-804
2806	OG0002806	YNL307C	-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-12.22&CDS=1-1041
2807	OG0002807	YNL308C	-processed-gene-11.60-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-11.60&CDS=1-1701
2808	OG0002808	YNL312W	-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-9.55&CDS=1-759
2809	OG0002809	YNL315C	-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-5.34&CDS=1-1383
2810	OG0002810	YNL316C	-snap-gene-11.79-mRNA-1_1&gene=maker-gi|1002316301|dbj|BCGE01000003.1|-snap-gene-11.79&CDS=1-906
2811	OG0002811	YNL317W	-processed-gene-0.16-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-0.16&CDS=1-1554
2812	OG0002812	YNL320W	-processed-gene-6.16-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-6.16&CDS=1-906
2813	OG0002813	YNL321W	-processed-gene-6.66-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-6.66&CDS=1-3183
2814	OG0002814	YNL325C	-processed-gene-3.56-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-3.56&CDS=1-2988
2815	OG0002815	YNL328C	-processed-gene-1.74-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-1.74&CDS=1-402
2816	OG0002816	YNL329C	-processed-gene-1.51-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-1.51&CDS=1-3363
2817	OG0002817	YNL330C	-processed-gene-13.11-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-13.11&CDS=1-1488
2818	OG0002818	YNR001C	-snap-gene-11.4-mRNA-1_1&gene=maker-gi|1002316299|dbj|BCGE01000005.1|-snap-gene-11.4&CDS=1-1395
2819	OG0002819	YNR003C	-augustus-gene-14.131-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-augustus-gene-14.131&CDS=1-1695
2820	OG0002820	YNR006W	-processed-gene-6.122-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-6.122&CDS=1-2262
2821	OG0002821	YNR007C	-processed-gene-6.103-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-6.103&CDS=1-858
2822	OG0002822	YNR008W	-processed-gene-7.43-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-7.43&CDS=1-1968
2823	OG0002823	YNR012W	-processed-gene-5.78-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-5.78&CDS=1-1551
2824	OG0002824	YNR015W	-processed-gene-1.55-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-1.55&CDS=1-1173
2825	OG0002825	YNR016C	-processed-gene-17.67-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-17.67&CDS=1-6663
2826	OG0002826	YNR017W	-processed-gene-1.32-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-1.32&CDS=1-630
2827	OG0002827	YNR020C	-processed-gene-9.5-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-9.5&CDS=1-687
2828	OG0002828	YNR021W	-snap-gene-9.45-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-9.45&CDS=1-1110
2829	OG0002829	YNR023W	-processed-gene-9.11-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-9.11&CDS=1-1407
2830	OG0002830	YNR027W	-processed-gene-12.66-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-12.66&CDS=1-924
2831	OG0002831	YNR029C	-processed-gene-6.53-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-6.53&CDS=1-1284
2832	OG0002832	YNR030W	-processed-gene-6.69-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-6.69&CDS=1-1902
2833	OG0002833	YNR032C-A	-processed-gene-4.39-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-4.39&CDS=1-246
2834	OG0002834	YNR033W	-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-4.76&CDS=1-4752
2835	OG0002835	YNR035C	-processed-gene-1.53-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-1.53&CDS=1-1014
2836	OG0002836	YNR036C	-processed-gene-1.6-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-1.6&CDS=1-618
2837	OG0002837	YNR037C	-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-7.9&CDS=1-270
2838	OG0002838	YNR038W	-processed-gene-7.83-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-7.83&CDS=1-2073
2839	OG0002839	YNR039C	-processed-gene-4.26-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-4.26&CDS=1-2097
2840	OG0002840	YNR041C	-processed-gene-15.139-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-15.139&CDS=1-1155
2841	OG0002841	YNR043W	-processed-gene-0.30-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-0.30&CDS=1-1164
2842	OG0002842	YNR046W	-processed-gene-0.11-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-0.11&CDS=1-387
2843	OG0002843	YNR050C	-processed-gene-12.31-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-12.31&CDS=1-1353
2844	OG0002844	YNR051C	-snap-gene-26.44-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-26.44&CDS=1-1401
2845	OG0002845	YNR052C	-processed-gene-26.68-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-26.68&CDS=1-1551
2846	OG0002846	YNR053C	-augustus-gene-26.82-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-augustus-gene-26.82&CDS=1-1638
2847	OG0002847	YNR054C	-processed-gene-11.40-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-11.40&CDS=1-996
2848	OG0002848	YOL001W	-processed-gene-26.19-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-26.19&CDS=1-1638
2849	OG0002849	YOL004W	-snap-gene-23.0-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-23.0&CDS=1-4485
2850	OG0002850	YOL005C	-processed-gene-23.50-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-23.50&CDS=1-366
2851	OG0002851	YOL006C	-processed-gene-11.35-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-11.35&CDS=1-2382
2852	OG0002852	YOL009C	-processed-gene-5.48-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-5.48&CDS=1-1242
2853	OG0002853	YOL010W	-processed-gene-9.39-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-9.39&CDS=1-1104
2854	OG0002854	YOL018C	-processed-gene-15.105-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-15.105&CDS=1-1116
2855	OG0002855	YOL019W	-processed-gene-15.134-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-15.134&CDS=1-1773
2856	OG0002856	YOL021C	-processed-gene-4.28-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-4.28&CDS=1-2973
2857	OG0002857	YOL023W	-processed-gene-23.35-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-23.35&CDS=1-5505
2858	OG0002858	YOL026C	-processed-gene-9.33-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.33&CDS=1-396
2859	OG0002859	YOL027C	-processed-gene-19.54-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-19.54&CDS=1-1401
2860	OG0002860	YOL030W	-processed-gene-14.152-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.152&CDS=1-1368
2861	OG0002861	YOL031C	-processed-gene-14.146-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.146&CDS=1-1329
2862	OG0002862	YOL032W	-processed-gene-14.148-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.148&CDS=1-609
2863	OG0002863	YOL033W	-processed-gene-22.92-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.92&CDS=1-1560
2864	OG0002864	YOL034W	-processed-gene-22.15-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.15&CDS=1-3231
2865	OG0002865	YOL038W	-processed-gene-9.82-mRNA-1_1&gene=genemark-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.82&CDS=1-771
2866	OG0002866	YOL039W	-processed-gene-14.12-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.12&CDS=1-321
2867	OG0002867	YOL040C	-augustus-gene-8.4-mRNA-1_1&gene=maker-gi|1002316302|dbj|BCGE01000002.1|-augustus-gene-8.4&CDS=1-1296
2868	OG0002868	YOL041C	-processed-gene-3.46-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-3.46&CDS=1-1428
2869	OG0002869	YOL048C	-processed-gene-14.116-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.116&CDS=1-846
2870	OG0002870	YOL049W	-processed-gene-14.145-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.145&CDS=1-1479
2871	OG0002871	YOL052C	-processed-gene-1.72-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-1.72&CDS=1-1266
2872	OG0002872	YOL054W	-processed-gene-11.107-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-11.107&CDS=1-1089
2873	OG0002873	YOL057W	-processed-gene-25.40-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-25.40&CDS=1-2046
2874	OG0002874	YOL058W	-processed-gene-17.50-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-17.50&CDS=1-1248
2875	OG0002875	YOL060C	-processed-gene-1.53-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.53&CDS=1-2166
2876	OG0002876	YOL061W	-processed-gene-10.69-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-10.69&CDS=1-1245
2877	OG0002877	YOL062C	-processed-gene-10.68-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-10.68&CDS=1-1479
2878	OG0002878	YOL064C	-processed-gene-10.62-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-10.62&CDS=1-1083
2879	OG0002879	YOL065C	-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-2.53&CDS=1-2175
2880	OG0002880	YOL067C	-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-3.39&CDS=1-2292
2881	OG0002881	YOL069W	-processed-gene-3.61-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-3.61&CDS=1-1443
2882	OG0002882	YOL070C	-processed-gene-3.84-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-3.84&CDS=1-1710
2883	OG0002883	YOL071W	-processed-gene-3.12-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-3.12&CDS=1-429
2884	OG0002884	YOL072W	-processed-gene-6.52-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-6.52&CDS=1-1368
2885	OG0002885	YOL073C	-processed-gene-11.98-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-11.98&CDS=1-1047
2886	OG0002886	YOL077C	-processed-gene-4.13-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-4.13&CDS=1-849
2887	OG0002887	YOL077W-A	-processed-gene-4.12-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-4.12&CDS=1-198
2888	OG0002888	YOL078W	-processed-gene-4.9-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-4.9&CDS=1-2931
2889	OG0002889	YOL080C	-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-4.52&CDS=1-876
2890	OG0002890	YOL086W-A	-processed-gene-4.34-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-4.34&CDS=1-297
2891	OG0002891	YOL090W	-processed-gene-0.3-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-0.3&CDS=1-2850
2892	OG0002892	YOL093W	-processed-gene-14.133-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.133&CDS=1-1047
2893	OG0002893	YOL094C	-processed-gene-15.74-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-15.74&CDS=1-966
2894	OG0002894	YOL096C	-processed-gene-12.51-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-12.51&CDS=1-951
2895	OG0002895	YOL097C	-processed-gene-4.7-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-4.7&CDS=1-1257
2896	OG0002896	YOL098C	-processed-gene-7.65-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-7.65&CDS=1-3189
2897	OG0002897	YOL102C	-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-3.68&CDS=1-621
2898	OG0002898	YOL107W	-processed-gene-24.34-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.34&CDS=1-1011
2899	OG0002899	YOL114C	-processed-gene-2.123-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-2.123&CDS=1-567
2900	OG0002900	YOL116W	-snap-gene-10.12-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-10.12&CDS=1-1170
2901	OG0002901	YOL123W	-processed-gene-11.49-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-11.49&CDS=1-1707
2902	OG0002902	YOL124C	-augustus-gene-11.78-mRNA-1_1&gene=maker-gi|1002316301|dbj|BCGE01000003.1|-augustus-gene-11.78&CDS=1-2436
2903	OG0002903	YOL125W	-processed-gene-17.1-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-17.1&CDS=1-1353
2904	OG0002904	YOL127W	-augustus-gene-12.75-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-augustus-gene-12.75&CDS=1-1047
2905	OG0002905	YOL129W	-processed-gene-13.73-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-13.73&CDS=1-540
2906	OG0002906	YOL132W	-processed-gene-5.109-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-5.109&CDS=1-1581
2907	OG0002907	YOL133W	-processed-gene-11.55-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-11.55&CDS=1-411
2908	OG0002908	YOL135C	-processed-gene-11.43-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-11.43&CDS=1-708
2909	OG0002909	YOL136C	-processed-gene-0.79-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-0.79&CDS=1-984
2910	OG0002910	YOL137W	-processed-gene-28.99-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-28.99&CDS=1-1584
2911	OG0002911	YOL138C	-processed-gene-6.91-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-6.91&CDS=1-3606
2912	OG0002912	YOL139C	-processed-gene-6.92-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-6.92&CDS=1-633
2913	OG0002913	YOL141W	-processed-gene-19.21-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-19.21&CDS=1-1986
2914	OG0002914	YOL142W	-processed-gene-19.22-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-19.22&CDS=1-771
2915	OG0002915	YOL143C	-snap-gene-2.1-mRNA-1_1&gene=maker-gi|1002316298|dbj|BCGE01000006.1|-snap-gene-2.1&CDS=1-492
2916	OG0002916	YOL144W	-processed-gene-14.37-mRNA-1_1&gene=augustus_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-14.37&CDS=1-1941
2917	OG0002917	YOL145C	-processed-gene-14.129-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.129&CDS=1-3294
2918	OG0002918	YOL146W	-processed-gene-14.157-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.157&CDS=1-528
2919	OG0002919	YOL147C	-processed-gene-14.123-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-14.123&CDS=1-690
2920	OG0002920	YOL148C	-processed-gene-2.100-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-2.100&CDS=1-2058
2921	OG0002921	YOL149W	-processed-gene-2.13-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-2.13&CDS=1-555
2922	OG0002922	YOL152W	-processed-gene-0.57-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-0.57&CDS=1-1770
2923	OG0002923	YOR001W	-augustus-gene-3.63-mRNA-1_1&gene=maker-gi|1002316298|dbj|BCGE01000006.1|-augustus-gene-3.63&CDS=1-2931
2924	OG0002924	YOR002W	-processed-gene-7.107-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-7.107&CDS=1-1713
2925	OG0002925	YOR004W	-processed-gene-13.96-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-13.96&CDS=1-810
2926	OG0002926	YOR006C	-processed-gene-2.10-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-2.10&CDS=1-1041
2927	OG0002927	YOR014W	-processed-gene-11.9-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-11.9&CDS=1-2796
2928	OG0002928	YOR017W	-processed-gene-0.38-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-0.38&CDS=1-2373
2929	OG0002929	YOR021C	-processed-gene-2.27-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-2.27&CDS=1-621
2930	OG0002930	YOR023C	-processed-gene-6.79-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-6.79&CDS=1-1359
2931	OG0002931	YOR025W	-processed-gene-3.76-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-3.76&CDS=1-1407
2932	OG0002932	YOR026W	-processed-gene-3.66-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-3.66&CDS=1-1119
2933	OG0002933	YOR027W	-processed-gene-2.110-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-2.110&CDS=1-1722
2934	OG0002934	YOR035C	-processed-gene-10.48-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-10.48&CDS=1-2394
2935	OG0002935	YOR036W	-processed-gene-9.39-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-9.39&CDS=1-870
2936	OG0002936	YOR037W	-processed-gene-1.80-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-1.80&CDS=1-1548
2937	OG0002937	YOR038C	-processed-gene-1.111-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-1.111&CDS=1-2871
2938	OG0002938	YOR039W	-processed-gene-1.131-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-1.131&CDS=1-756
2939	OG0002939	YOR042W	-processed-gene-2.131-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-2.131&CDS=1-1131
2940	OG0002940	YOR043W	-processed-gene-5.81-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-5.81&CDS=1-1071
2941	OG0002941	YOR046C	-processed-gene-9.31-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-9.31&CDS=1-1479
2942	OG0002942	YOR048C	-processed-gene-12.94-mRNA-1_1&gene=genemark-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-12.94&CDS=1-3105
2943	OG0002943	YOR051C	-processed-gene-0.41-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-0.41&CDS=1-1182
