	OrthologID	Metschnikowia_shivogae	Saccharomyces_cerevisiae
2362	OG0002362	genemark-shi_s59-processed-gene-0.56-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.56&CDS=1-1671	YBL061C
2363	OG0002363	snap_masked-shi_s59-processed-gene-0.34-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-0.34&CDS=1-1008	YOR007C
2364	OG0002364	snap_masked-shi_s59-processed-gene-0.35-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-0.35&CDS=1-3492	YML002W
2365	OG0002365	genemark-shi_s59-processed-gene-0.76-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.76&CDS=1-1065	YOR006C
2366	OG0002366	genemark-shi_s59-processed-gene-0.77-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.77&CDS=1-1311	YJL026W
2367	OG0002367	genemark-shi_s59-processed-gene-0.60-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.60&CDS=1-1260	YDR393W
2368	OG0002368	maker-shi_s59-snap-gene-1.136-mRNA-1_1&gene=maker-shi_s59-snap-gene-1.136&CDS=1-468	YML073C
2369	OG0002369	augustus_masked-shi_s59-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-shi_s59-processed-gene-1.87&CDS=1-588	YML064C
2370	OG0002370	genemark-shi_s59-processed-gene-1.47-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.47&CDS=1-2370	YML065W
2371	OG0002371	genemark-shi_s59-processed-gene-1.49-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.49&CDS=1-594	YLR435W
2372	OG0002372	genemark-shi_s59-processed-gene-1.63-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.63&CDS=1-1692	YLR433C
2373	OG0002373	genemark-shi_s59-processed-gene-1.64-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.64&CDS=1-1242	YKL184W
2374	OG0002374	genemark-shi_s59-processed-gene-1.66-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.66&CDS=1-714	YMR200W
2375	OG0002375	genemark-shi_s59-processed-gene-1.69-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.69&CDS=1-648	YMR202W
2376	OG0002376	genemark-shi_s59-processed-gene-1.51-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.51&CDS=1-801	YNR007C
2377	OG0002377	genemark-shi_s59-processed-gene-1.52-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.52&CDS=1-2115	YNR008W
2378	OG0002378	augustus_masked-shi_s59-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-shi_s59-processed-gene-1.97&CDS=1-1815	YLR429W
2379	OG0002379	genemark-shi_s59-processed-gene-1.71-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.71&CDS=1-4488	YPL242C
2380	OG0002380	genemark-shi_s59-processed-gene-1.72-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.72&CDS=1-603	YJR050W
2381	OG0002381	genemark-shi_s59-processed-gene-1.54-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.54&CDS=1-480	YPL234C
2382	OG0002382	genemark-shi_s59-processed-gene-1.74-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.74&CDS=1-1392	YPL235W
2383	OG0002383	genemark-shi_s59-processed-gene-1.55-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.55&CDS=1-1155	YMR203W
2384	OG0002384	genemark-shi_s59-processed-gene-1.80-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.80&CDS=1-813	YPL246C
2385	OG0002385	genemark-shi_s59-processed-gene-1.57-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.57&CDS=1-1047	YPL236C
2386	OG0002386	genemark-shi_s59-processed-gene-1.81-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.81&CDS=1-795	YPL237W
2387	OG0002387	genemark-shi_s59-processed-gene-1.82-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.82&CDS=1-591	YPL239W
2388	OG0002388	genemark-shi_s59-processed-gene-1.59-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.59&CDS=1-2910	YMR185W
2389	OG0002389	genemark-shi_s59-processed-gene-1.83-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.83&CDS=1-2100	YMR186W
2390	OG0002390	genemark-shi_s59-processed-gene-1.84-mRNA-1_1&gene=genemark-shi_s59-processed-gene-1.84&CDS=1-1038	YMR201C
2391	OG0002391	genemark-shi_s59-processed-gene-2.2-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.2&CDS=1-1719	YHR166C
2392	OG0002392	snap_masked-shi_s59-processed-gene-2.52-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-2.52&CDS=1-1692	YMR296C
2393	OG0002393	genemark-shi_s59-processed-gene-2.5-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.5&CDS=1-7272	YHR165C
2394	OG0002394	genemark-shi_s59-processed-gene-2.28-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.28&CDS=1-2178	YHL023C
2395	OG0002395	genemark-shi_s59-processed-gene-2.29-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.29&CDS=1-822	YLR284C
2396	OG0002396	genemark-shi_s59-processed-gene-2.7-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.7&CDS=1-2565	YFL047W
2397	OG0002397	genemark-shi_s59-processed-gene-2.33-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.33&CDS=1-1812	YJL085W
2398	OG0002398	genemark-shi_s59-processed-gene-2.8-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.8&CDS=1-2466	YJL087C
2399	OG0002399	genemark-shi_s59-processed-gene-2.10-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.10&CDS=1-1257	YDR531W
2400	OG0002400	genemark-shi_s59-processed-gene-2.11-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.11&CDS=1-1260	YPL112C
2401	OG0002401	genemark-shi_s59-processed-gene-2.34-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.34&CDS=1-1167	YGR012W
2402	OG0002402	genemark-shi_s59-processed-gene-2.14-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.14&CDS=1-675	YEL038W
2403	OG0002403	genemark-shi_s59-processed-gene-2.37-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.37&CDS=1-984	YEL037C
2404	OG0002404	genemark-shi_s59-processed-gene-2.16-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.16&CDS=1-3672	YFL008W
2405	OG0002405	genemark-shi_s59-processed-gene-2.38-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.38&CDS=1-2850	YLR336C
2406	OG0002406	genemark-shi_s59-processed-gene-2.18-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.18&CDS=1-1074	YGR028W
2407	OG0002407	genemark-shi_s59-processed-gene-2.19-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.19&CDS=1-2556	YMR302C
2408	OG0002408	genemark-shi_s59-processed-gene-2.39-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.39&CDS=1-1455	YPL020C
2409	OG0002409	genemark-shi_s59-processed-gene-2.21-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.21&CDS=1-573	YPL010W
2410	OG0002410	genemark-shi_s59-processed-gene-2.22-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.22&CDS=1-1533	YPL011C
2411	OG0002411	genemark-shi_s59-processed-gene-2.25-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.25&CDS=1-600	YDR032C
2412	OG0002412	genemark-shi_s59-processed-gene-2.42-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.42&CDS=1-669	YBR035C
2413	OG0002413	genemark-shi_s59-processed-gene-2.44-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.44&CDS=1-588	YCR003W
2414	OG0002414	genemark-shi_s59-processed-gene-2.26-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.26&CDS=1-1098	YCR002C
2415	OG0002415	genemark-shi_s59-processed-gene-2.27-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.27&CDS=1-915	YER053C
2416	OG0002416	genemark-shi_s59-processed-gene-2.47-mRNA-1_1&gene=genemark-shi_s59-processed-gene-2.47&CDS=1-1149	YIL044C
2417	OG0002417	genemark-shi_s59-processed-gene-3.112-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.112&CDS=1-432	YNL111C
2418	OG0002418	genemark-shi_s59-processed-gene-3.113-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.113&CDS=1-999	YHL009C
2419	OG0002419	genemark-shi_s59-processed-gene-3.114-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.114&CDS=1-1722	YOR027W
2420	OG0002420	genemark-shi_s59-processed-gene-3.115-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.115&CDS=1-2274	YDL040C
2421	OG0002421	genemark-shi_s59-processed-gene-3.120-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.120&CDS=1-1497	YNL294C
2422	OG0002422	genemark-shi_s59-processed-gene-3.138-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.138&CDS=1-1722	YOL066C
2423	OG0002423	genemark-shi_s59-processed-gene-3.139-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.139&CDS=1-1494	YDL030W
2424	OG0002424	snap_masked-shi_s59-processed-gene-3.64-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-3.64&CDS=1-1269	YOL065C
2425	OG0002425	genemark-shi_s59-processed-gene-3.140-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.140&CDS=1-1518	YBR236C
2426	OG0002426	genemark-shi_s59-processed-gene-3.141-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.141&CDS=1-762	YHR049W
2427	OG0002427	genemark-shi_s59-processed-gene-3.142-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.142&CDS=1-1407	YMR283C
2428	OG0002428	genemark-shi_s59-processed-gene-3.144-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.144&CDS=1-3579	YGR047C
2429	OG0002429	genemark-shi_s59-processed-gene-3.123-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.123&CDS=1-4221	YOR336W
2430	OG0002430	genemark-shi_s59-processed-gene-3.145-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.145&CDS=1-852	YPL196W
2431	OG0002431	genemark-shi_s59-processed-gene-3.146-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.146&CDS=1-684	YIR030C
2432	OG0002432	genemark-shi_s59-processed-gene-3.125-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.125&CDS=1-1110	YPL194W
2433	OG0002433	genemark-shi_s59-processed-gene-3.147-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.147&CDS=1-315	YGL080W
2434	OG0002434	genemark-shi_s59-processed-gene-3.149-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.149&CDS=1-1905	YPL093W
2435	OG0002435	genemark-shi_s59-processed-gene-3.150-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.150&CDS=1-1107	YPL050C
2436	OG0002436	genemark-shi_s59-processed-gene-3.151-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.151&CDS=1-1227	YPL048W
2437	OG0002437	genemark-shi_s59-processed-gene-3.155-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.155&CDS=1-2709	YGL137W
2438	OG0002438	genemark-shi_s59-processed-gene-3.156-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.156&CDS=1-1788	YNL048W
2439	OG0002439	genemark-shi_s59-processed-gene-3.129-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.129&CDS=1-1254	YBL091C
2440	OG0002440	genemark-shi_s59-processed-gene-3.130-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.130&CDS=1-765	YER120W
2441	OG0002441	genemark-shi_s59-processed-gene-3.132-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.132&CDS=1-867	YER118C
2442	OG0002442	genemark-shi_s59-processed-gene-3.158-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.158&CDS=1-2772	YPL222W
2443	OG0002443	genemark-shi_s59-processed-gene-3.135-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.135&CDS=1-900	YLR351C
2444	OG0002444	snap_masked-shi_s59-processed-gene-3.105-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-3.105&CDS=1-936	YGR031W
2445	OG0002445	genemark-shi_s59-processed-gene-3.160-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.160&CDS=1-2445	YLL034C
2446	OG0002446	genemark-shi_s59-processed-gene-3.136-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.136&CDS=1-357	YFL014W
2447	OG0002447	genemark-shi_s59-processed-gene-3.137-mRNA-1_1&gene=genemark-shi_s59-processed-gene-3.137&CDS=1-957	YNR054C
2448	OG0002448	augustus_masked-shi_s59-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-shi_s59-processed-gene-3.49&CDS=1-6966	YML080W
2449	OG0002449	genemark-shi_s59-processed-gene-4.59-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.59&CDS=1-624	YGL047W
2450	OG0002450	genemark-shi_s59-processed-gene-4.60-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.60&CDS=1-474	YML098W
2451	OG0002451	genemark-shi_s59-processed-gene-4.62-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.62&CDS=1-3444	YIL030C
2452	OG0002452	augustus_masked-shi_s59-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-shi_s59-processed-gene-4.2&CDS=1-2445	YBL014C
2453	OG0002453	genemark-shi_s59-processed-gene-4.92-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.92&CDS=1-2103	YGL026C
2454	OG0002454	genemark-shi_s59-processed-gene-4.64-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.64&CDS=1-1023	YBL013W
2455	OG0002455	snap_masked-shi_s59-processed-gene-4.150-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-4.150&CDS=1-9315	YLL040C
2456	OG0002456	genemark-shi_s59-processed-gene-4.65-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.65&CDS=1-2469	YGL180W
2457	OG0002457	genemark-shi_s59-processed-gene-4.98-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.98&CDS=1-822	YLR421C
2458	OG0002458	genemark-shi_s59-processed-gene-4.68-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.68&CDS=1-795	YLL023C
2459	OG0002459	genemark-shi_s59-processed-gene-4.71-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.71&CDS=1-1356	YBR004C
2460	OG0002460	genemark-shi_s59-processed-gene-4.100-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.100&CDS=1-645	YPL067C
2461	OG0002461	genemark-shi_s59-processed-gene-4.101-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.101&CDS=1-930	YMR010W
2462	OG0002462	genemark-shi_s59-processed-gene-4.76-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.76&CDS=1-1653	YER065C
2463	OG0002463	snap_masked-shi_s59-processed-gene-4.157-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-4.157&CDS=1-1644	YPL030W
2464	OG0002464	snap_masked-shi_s59-processed-gene-4.158-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-4.158&CDS=1-1710	YDR255C
2465	OG0002465	snap_masked-shi_s59-processed-gene-4.159-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-4.159&CDS=1-282	YPL046C
2466	OG0002466	genemark-shi_s59-processed-gene-4.78-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.78&CDS=1-2790	YPL045W
2467	OG0002467	snap_masked-shi_s59-processed-gene-4.160-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-4.160&CDS=1-1356	YDR254W
2468	OG0002468	genemark-shi_s59-processed-gene-4.79-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.79&CDS=1-2073	YPL043W
2469	OG0002469	genemark-shi_s59-processed-gene-4.105-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.105&CDS=1-942	YDL047W
2470	OG0002470	snap_masked-shi_s59-processed-gene-4.131-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-4.131&CDS=1-591	YER050C
2471	OG0002471	genemark-shi_s59-processed-gene-4.83-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.83&CDS=1-900	YER016W
2472	OG0002472	snap_masked-shi_s59-processed-gene-4.162-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-4.162&CDS=1-255	YER058W
2473	OG0002473	maker-shi_s59-augustus-gene-4.53-mRNA-1_1&gene=maker-shi_s59-augustus-gene-4.53&CDS=1-771	YPL127C
2474	OG0002474	genemark-shi_s59-processed-gene-4.87-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.87&CDS=1-600	YOR236W
2475	OG0002475	snap_masked-shi_s59-processed-gene-4.140-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-4.140&CDS=1-513	YOR215C
2476	OG0002476	snap_masked-shi_s59-processed-gene-4.141-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-4.141&CDS=1-720	YPL129W
2477	OG0002477	genemark-shi_s59-processed-gene-4.107-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.107&CDS=1-1173	YOR212W
2478	OG0002478	genemark-shi_s59-processed-gene-4.108-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.108&CDS=1-2112	YPL128C
2479	OG0002479	maker-shi_s59-snap-gene-5.165-mRNA-1_1&gene=maker-shi_s59-snap-gene-5.165&CDS=1-2322	YLR330W
2480	OG0002480	genemark-shi_s59-processed-gene-4.91-mRNA-1_1&gene=genemark-shi_s59-processed-gene-4.91&CDS=1-372	YGR020C
2481	OG0002481	genemark-shi_s59-processed-gene-5.87-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.87&CDS=1-1785	YAL013W
2482	OG0002482	genemark-shi_s59-processed-gene-5.82-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.82&CDS=1-1284	YOL041C
2483	OG0002483	genemark-shi_s59-processed-gene-5.83-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.83&CDS=1-1530	YNL239W
2484	OG0002484	genemark-shi_s59-processed-gene-5.84-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.84&CDS=1-2577	YPR105C
2485	OG0002485	genemark-shi_s59-processed-gene-5.125-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.125&CDS=1-624	YPR107C
2486	OG0002486	genemark-shi_s59-processed-gene-5.126-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.126&CDS=1-1050	YAL009W
2487	OG0002487	genemark-shi_s59-processed-gene-5.89-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.89&CDS=1-1440	YJL091C
2488	OG0002488	genemark-shi_s59-processed-gene-5.92-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.92&CDS=1-5139	YOR217W
2489	OG0002489	genemark-shi_s59-processed-gene-5.127-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.127&CDS=1-1143	YPL146C
2490	OG0002490	genemark-shi_s59-processed-gene-5.130-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.130&CDS=1-3054	YAL019W
2491	OG0002491	genemark-shi_s59-processed-gene-5.96-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.96&CDS=1-1083	YAL020C
2492	OG0002492	genemark-shi_s59-processed-gene-5.97-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.97&CDS=1-627	YOL032W
2493	OG0002493	genemark-shi_s59-processed-gene-5.98-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.98&CDS=1-462	YJL122W
2494	OG0002494	genemark-shi_s59-processed-gene-5.132-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.132&CDS=1-696	YJL121C
2495	OG0002495	genemark-shi_s59-processed-gene-5.99-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.99&CDS=1-501	YGL242C
2496	OG0002496	genemark-shi_s59-processed-gene-5.133-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.133&CDS=1-1080	YGL243W
2497	OG0002497	genemark-shi_s59-processed-gene-5.100-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.100&CDS=1-1668	YOR067C
2498	OG0002498	genemark-shi_s59-processed-gene-5.101-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.101&CDS=1-2835	YOR005C
2499	OG0002499	genemark-shi_s59-processed-gene-5.103-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.103&CDS=1-3027	YIR002C
2500	OG0002500	genemark-shi_s59-processed-gene-5.104-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.104&CDS=1-543	YER007C-A
2501	OG0002501	augustus_masked-shi_s59-processed-gene-5.226-mRNA-1_1&gene=augustus_masked-shi_s59-processed-gene-5.226&CDS=1-1464	YER007W
2502	OG0002502	genemark-shi_s59-processed-gene-5.137-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.137&CDS=1-1509	YER006W
2503	OG0002503	genemark-shi_s59-processed-gene-5.139-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.139&CDS=1-1935	YER005W
2504	OG0002504	augustus_masked-shi_s59-processed-gene-5.198-mRNA-1_1&gene=augustus_masked-shi_s59-processed-gene-5.198&CDS=1-2916	YGR122W
2505	OG0002505	maker-shi_s59-snap-gene-5.166-mRNA-1_1&gene=maker-shi_s59-snap-gene-5.166&CDS=1-1338	YGR001C
2506	OG0002506	genemark-shi_s59-processed-gene-5.107-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.107&CDS=1-3702	YAL001C
2507	OG0002507	genemark-shi_s59-processed-gene-5.108-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.108&CDS=1-867	YGR280C
2508	OG0002508	genemark-shi_s59-processed-gene-5.143-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.143&CDS=1-1053	YGL001C
2509	OG0002509	snap_masked-shi_s59-processed-gene-5.64-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-5.64&CDS=1-2451	YAR002W
2510	OG0002510	genemark-shi_s59-processed-gene-5.145-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.145&CDS=1-1758	YGR002C
2511	OG0002511	augustus_masked-shi_s59-processed-gene-5.236-mRNA-1_1&gene=augustus_masked-shi_s59-processed-gene-5.236&CDS=1-3444	YEL052W
2512	OG0002512	genemark-shi_s59-processed-gene-5.148-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.148&CDS=1-4182	YPR189W
2513	OG0002513	genemark-shi_s59-processed-gene-5.111-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.111&CDS=1-1797	YPR190C
2514	OG0002514	maker-shi_s59-snap-gene-5.164-mRNA-1_1&gene=maker-shi_s59-snap-gene-5.164&CDS=1-1437	YNR052C
2515	OG0002515	genemark-shi_s59-processed-gene-5.150-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.150&CDS=1-1620	YNR053C
2516	OG0002516	genemark-shi_s59-processed-gene-5.115-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.115&CDS=1-2778	YPR097W
2517	OG0002517	genemark-shi_s59-processed-gene-5.117-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.117&CDS=1-1863	YLR023C
2518	OG0002518	genemark-shi_s59-processed-gene-5.118-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.118&CDS=1-1677	YDR536W
2519	OG0002519	augustus_masked-shi_s59-processed-gene-5.212-mRNA-1_1&gene=augustus_masked-shi_s59-processed-gene-5.212&CDS=1-1641	YNL153C
2520	OG0002520	genemark-shi_s59-processed-gene-5.152-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.152&CDS=1-1320	YGL130W
2521	OG0002521	genemark-shi_s59-processed-gene-5.153-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.153&CDS=1-4470	YGL131C
2522	OG0002522	genemark-shi_s59-processed-gene-5.156-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.156&CDS=1-1506	YNL142W
2523	OG0002523	genemark-shi_s59-processed-gene-5.122-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.122&CDS=1-2568	YCR030C
2524	OG0002524	genemark-shi_s59-processed-gene-5.158-mRNA-1_1&gene=genemark-shi_s59-processed-gene-5.158&CDS=1-1683	YLL035W
2525	OG0002525	maker-shi_s59-augustus-gene-5.171-mRNA-1_1&gene=maker-shi_s59-augustus-gene-5.171&CDS=1-2889	YDR402C
2526	OG0002526	snap_masked-shi_s70-processed-gene-0.20-mRNA-1_1&gene=snap_masked-shi_s70-processed-gene-0.20&CDS=1-417	YLL050C
2527	OG0002527	maker-shi_s70-snap-gene-0.16-mRNA-1_1&gene=maker-shi_s70-snap-gene-0.16&CDS=1-2124	YIR029W
2528	OG0002528	genemark-shi_s70-processed-gene-0.40-mRNA-1_1&gene=genemark-shi_s70-processed-gene-0.40&CDS=1-915	YNL025C
2529	OG0002529	genemark-shi_s70-processed-gene-0.45-mRNA-1_1&gene=genemark-shi_s70-processed-gene-0.45&CDS=1-1203	YGL184C
2530	OG0002530	genemark-shi_s70-processed-gene-0.46-mRNA-1_1&gene=genemark-shi_s70-processed-gene-0.46&CDS=1-1809	YAR007C
2531	OG0002531	genemark-shi_s72-processed-gene-0.61-mRNA-1_1&gene=genemark-shi_s72-processed-gene-0.61&CDS=1-1887	YKL029C
2532	OG0002532	genemark-shi_s72-processed-gene-0.62-mRNA-1_1&gene=genemark-shi_s72-processed-gene-0.62&CDS=1-741	YDR226W
2533	OG0002533	genemark-shi_s72-processed-gene-0.76-mRNA-1_1&gene=genemark-shi_s72-processed-gene-0.76&CDS=1-1593	YDR228C
2534	OG0002534	genemark-shi_s72-processed-gene-0.63-mRNA-1_1&gene=genemark-shi_s72-processed-gene-0.63&CDS=1-897	YDL198C
2535	OG0002535	snap_masked-shi_s72-processed-gene-0.50-mRNA-1_1&gene=snap_masked-shi_s72-processed-gene-0.50&CDS=1-597	YEL024W
2536	OG0002536	genemark-shi_s72-processed-gene-0.79-mRNA-1_1&gene=genemark-shi_s72-processed-gene-0.79&CDS=1-2553	YJR036C
2537	OG0002537	genemark-shi_s72-processed-gene-0.67-mRNA-1_1&gene=genemark-shi_s72-processed-gene-0.67&CDS=1-2130	YJR042W
2538	OG0002538	snap_masked-shi_s72-processed-gene-0.52-mRNA-1_1&gene=snap_masked-shi_s72-processed-gene-0.52&CDS=1-474	YEL027W
2539	OG0002539	genemark-shi_s72-processed-gene-0.68-mRNA-1_1&gene=genemark-shi_s72-processed-gene-0.68&CDS=1-375	YEL026W
2540	OG0002540	genemark-shi_s72-processed-gene-0.81-mRNA-1_1&gene=genemark-shi_s72-processed-gene-0.81&CDS=1-2217	YJR040W
2541	OG0002541	genemark-shi_s72-processed-gene-0.82-mRNA-1_1&gene=genemark-shi_s72-processed-gene-0.82&CDS=1-1458	YGR212W
2542	OG0002542	genemark-shi_s72-processed-gene-0.83-mRNA-1_1&gene=genemark-shi_s72-processed-gene-0.83&CDS=1-807	YOR036W
2543	OG0002543	genemark-shi_s72-processed-gene-0.71-mRNA-1_1&gene=genemark-shi_s72-processed-gene-0.71&CDS=1-4257	YNL102W
