	OrthologID	Saccharomyces_cerevisiae	yHAB158_Kazachstania_viticola
3492	OG0003492	YNR019W	augustus_masked-scf7180000050273-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.201&CDS=1-1875
3493	OG0003493	YNR020C	augustus_masked-scf7180000050273-processed-gene-1.197-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.197&CDS=1-705
3494	OG0003494	YNR021W	maker-scf7180000050381-augustus-gene-1.143-mRNA-1_1&gene=maker-scf7180000050381-augustus-gene-1.143&CDS=1-2796
3495	OG0003495	YNR022C	augustus_masked-scf7180000050273-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.196&CDS=1-402
3496	OG0003496	YNR024W	augustus_masked-scf7180000050273-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.200&CDS=1-510
3497	OG0003497	YNR026C	augustus_masked-scf7180000050273-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.68&CDS=1-1347
3498	OG0003498	YNR029C	augustus_masked-scf7180000050273-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.67&CDS=1-1338
3499	OG0003499	YNR030W	augustus_masked-scf7180000050273-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.89&CDS=1-1659
3500	OG0003500	YNR031C	augustus_masked-scf7180000050381-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.40&CDS=1-4668
3501	OG0003501	YNR032C-A	snap_masked-scf7180000050273-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000050273-processed-gene-0.20&CDS=1-219
3502	OG0003502	YNR032W	genemark-scf7180000050273-processed-gene-0.128-mRNA-1_1&gene=genemark-scf7180000050273-processed-gene-0.128&CDS=1-1047
3503	OG0003503	YNR033W	augustus_masked-scf7180000050273-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.87&CDS=1-2151
3504	OG0003504	YNR034W	augustus_masked-scf7180000050273-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.86&CDS=1-975
3505	OG0003505	YNR034W-A	augustus_masked-scf7180000050273-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.85&CDS=1-642
3506	OG0003506	YNR035C	augustus_masked-scf7180000050273-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.63&CDS=1-1002
3507	OG0003507	YNR036C	augustus_masked-scf7180000050273-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.62&CDS=1-750
3508	OG0003508	YNR038W	augustus_masked-scf7180000050273-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.84&CDS=1-2022
3509	OG0003509	YNR039C	augustus_masked-scf7180000050273-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.61&CDS=1-1881
3510	OG0003510	YNR040W	snap_masked-scf7180000050273-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000050273-processed-gene-0.38&CDS=1-792
3511	OG0003511	YNR041C	augustus_masked-scf7180000050273-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.60&CDS=1-1014
3512	OG0003512	YNR043W	augustus_masked-scf7180000050273-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.82&CDS=1-1191
3513	OG0003513	YNR046W	snap_masked-scf7180000050273-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000050273-processed-gene-0.35&CDS=1-1629
3514	OG0003514	YNR049C	augustus_masked-scf7180000050273-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.58&CDS=1-654
3515	OG0003515	YNR050C	augustus_masked-scf7180000050273-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-0.57&CDS=1-1338
3516	OG0003516	YNR051C	snap_masked-scf7180000050220-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000050220-processed-gene-0.30&CDS=1-1665
3517	OG0003517	YNR052C	augustus_masked-scf7180000050220-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000050220-processed-gene-0.47&CDS=1-1545
3518	OG0003518	YNR053C	augustus_masked-scf7180000050220-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000050220-processed-gene-0.48&CDS=1-1512
3519	OG0003519	YNR054C	maker-scf7180000050220-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000050220-augustus-gene-0.0&CDS=1-930
3520	OG0003520	YOL001W	augustus_masked-scf7180000050341-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.4&CDS=1-888
3521	OG0003521	YOL002C	augustus_masked-scf7180000050354-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000050354-processed-gene-0.92&CDS=1-978
3522	OG0003522	YOL003C	augustus_masked-scf7180000050302-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.63&CDS=1-1131
3523	OG0003523	YOL004W	augustus_masked-scf7180000050302-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.28&CDS=1-4533
3524	OG0003524	YOL005C	augustus_masked-scf7180000050302-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.62&CDS=1-366
3525	OG0003525	YOL006C	augustus_masked-scf7180000050354-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000050354-processed-gene-0.93&CDS=1-2370
3526	OG0003526	YOL007C	augustus_masked-scf7180000050302-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.30&CDS=1-1002
3527	OG0003527	YOL008W	genemark-scf7180000050302-processed-gene-1.239-mRNA-1_1&gene=genemark-scf7180000050302-processed-gene-1.239&CDS=1-585
3528	OG0003528	YOL009C	augustus_masked-scf7180000050302-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.31&CDS=1-756
3529	OG0003529	YOL010W	augustus_masked-scf7180000050302-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.67&CDS=1-1104
3530	OG0003530	YOL012C	augustus_masked-scf7180000050302-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.33&CDS=1-390
3531	OG0003531	YOL016C	augustus_masked-scf7180000050199-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000050199-processed-gene-0.44&CDS=1-1302
3532	OG0003532	YOL018C	augustus_masked-scf7180000050199-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000050199-processed-gene-0.45&CDS=1-1125
3533	OG0003533	YOL019W	snap_masked-scf7180000050199-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000050199-processed-gene-0.30&CDS=1-1689
3534	OG0003534	YOL021C	augustus_masked-scf7180000050339-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000050339-processed-gene-0.79&CDS=1-3003
3535	OG0003535	YOL022C	augustus_masked-scf7180000049376-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000049376-processed-gene-0.0&CDS=1-1248
3536	OG0003536	YOL023W	genemark-scf7180000049376-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000049376-processed-gene-0.9&CDS=1-2079
3537	OG0003537	YOL025W	augustus_masked-scf7180000049376-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000049376-processed-gene-0.2&CDS=1-2121
3538	OG0003538	YOL026C	snap_masked-scf7180000050382-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000050382-processed-gene-0.29&CDS=1-225
3539	OG0003539	YOL027C	augustus_masked-scf7180000050382-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.113&CDS=1-1281
3540	OG0003540	YOL028C	augustus_masked-scf7180000050382-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.114&CDS=1-504
3541	OG0003541	YOL030W	augustus_masked-scf7180000049506-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000049506-processed-gene-0.30&CDS=1-1506
3542	OG0003542	YOL032W	genemark-scf7180000049738-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000049738-processed-gene-0.0&CDS=1-549
3543	OG0003543	YOL034W	maker-scf7180000050382-augustus-gene-0.174-mRNA-1_1&gene=maker-scf7180000050382-augustus-gene-0.174&CDS=1-5403
3544	OG0003544	YOL036W	augustus_masked-scf7180000050382-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.105&CDS=1-2280
3545	OG0003545	YOL038W	augustus_masked-scf7180000050382-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.104&CDS=1-759
3546	OG0003546	YOL039W	augustus_masked-scf7180000050382-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.153&CDS=1-318
3547	OG0003547	YOL042W	augustus_masked-scf7180000050382-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.155&CDS=1-1086
3548	OG0003548	YOL043C	genemark-scf7180000050382-processed-gene-0.213-mRNA-1_1&gene=genemark-scf7180000050382-processed-gene-0.213&CDS=1-1032
3549	OG0003549	YOL044W	augustus_masked-scf7180000050382-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.157&CDS=1-1146
3550	OG0003550	YOL048C	snap_masked-scf7180000050382-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000050382-processed-gene-0.36&CDS=1-684
3551	OG0003551	YOL049W	augustus_masked-scf7180000050382-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.159&CDS=1-1488
3552	OG0003552	YOL051W	augustus_masked-scf7180000050382-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.127&CDS=1-3192
3553	OG0003553	YOL052C	augustus_masked-scf7180000050140-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000050140-processed-gene-0.31&CDS=1-1206
3554	OG0003554	YOL054W	snap_masked-scf7180000049348-processed-gene-0.94-mRNA-1_1&gene=snap_masked-scf7180000049348-processed-gene-0.94&CDS=1-1080
3555	OG0003555	YOL056W	augustus_masked-scf7180000050319-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-0.82&CDS=1-924
3556	OG0003556	YOL057W	augustus_masked-scf7180000050319-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-0.83&CDS=1-2127
3557	OG0003557	YOL058W	augustus_masked-scf7180000050319-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-0.84&CDS=1-1242
3558	OG0003558	YOL062C	augustus_masked-scf7180000050319-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.74&CDS=1-1263
3559	OG0003559	YOL063C	snap_masked-scf7180000050319-processed-gene-1.4-mRNA-1_1&gene=snap_masked-scf7180000050319-processed-gene-1.4&CDS=1-2769
3560	OG0003560	YOL064C	augustus_masked-scf7180000050319-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.77&CDS=1-1071
3561	OG0003561	YOL066C	genemark-scf7180000050327-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000050327-processed-gene-0.77&CDS=1-1776
3562	OG0003562	YOL067C	augustus_masked-scf7180000050327-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000050327-processed-gene-0.22&CDS=1-564
3563	OG0003563	YOL068C	augustus_masked-scf7180000050319-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.79&CDS=1-1602
3564	OG0003564	YOL069W	augustus_masked-scf7180000050319-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.107&CDS=1-1371
3565	OG0003565	YOL070C	snap_masked-scf7180000050319-processed-gene-1.12-mRNA-1_1&gene=snap_masked-scf7180000050319-processed-gene-1.12&CDS=1-1734
3566	OG0003566	YOL071W	augustus_masked-scf7180000050319-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.109&CDS=1-468
3567	OG0003567	YOL072W	augustus_masked-scf7180000050319-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.110&CDS=1-1419
3568	OG0003568	YOL073C	augustus_masked-scf7180000050319-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.83&CDS=1-873
3569	OG0003569	YOL075C	maker-scf7180000050319-augustus-gene-1.206-mRNA-1_1&gene=maker-scf7180000050319-augustus-gene-1.206&CDS=1-4467
3570	OG0003570	YOL076W	augustus_masked-scf7180000050297-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000050297-processed-gene-0.29&CDS=1-2385
3571	OG0003571	YOL078W	genemark-scf7180000050319-processed-gene-1.180-mRNA-1_1&gene=genemark-scf7180000050319-processed-gene-1.180&CDS=1-3690
3572	OG0003572	YOL080C	augustus_masked-scf7180000050319-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.85&CDS=1-849
3573	OG0003573	YOL084W	augustus_masked-scf7180000050319-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.117&CDS=1-2967
3574	OG0003574	YOL087C	augustus_masked-scf7180000050319-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.86&CDS=1-3138
3575	OG0003575	YOL088C	snap_masked-scf7180000050319-processed-gene-1.19-mRNA-1_1&gene=snap_masked-scf7180000050319-processed-gene-1.19&CDS=1-858
3576	OG0003576	YOL089C	augustus_masked-scf7180000050319-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.88&CDS=1-3024
3577	OG0003577	YOL090W	augustus_masked-scf7180000050319-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.118&CDS=1-2883
3578	OG0003578	YOL091W	snap_masked-scf7180000050319-processed-gene-1.54-mRNA-1_1&gene=snap_masked-scf7180000050319-processed-gene-1.54&CDS=1-1983
3579	OG0003579	YOL092W	augustus_masked-scf7180000050319-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.120&CDS=1-933
3580	OG0003580	YOL093W	augustus_masked-scf7180000050319-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.121&CDS=1-864
3581	OG0003581	YOL094C	augustus_masked-scf7180000050319-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.89&CDS=1-963
3582	OG0003582	YOL095C	augustus_masked-scf7180000050319-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.90&CDS=1-2172
3583	OG0003583	YOL096C	augustus_masked-scf7180000050319-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.91&CDS=1-912
3584	OG0003584	YOL097C	augustus_masked-scf7180000050319-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.92&CDS=1-1287
3585	OG0003585	YOL098C	augustus_masked-scf7180000050319-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.93&CDS=1-3123
3586	OG0003586	YOL100W	augustus_masked-scf7180000050319-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.123&CDS=1-3357
3587	OG0003587	YOL101C	snap_masked-scf7180000050319-processed-gene-1.26-mRNA-1_1&gene=snap_masked-scf7180000050319-processed-gene-1.26&CDS=1-1035
3588	OG0003588	YOL102C	augustus_masked-scf7180000050319-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.95&CDS=1-666
3589	OG0003589	YOL104C	snap_masked-scf7180000050319-processed-gene-1.28-mRNA-1_1&gene=snap_masked-scf7180000050319-processed-gene-1.28&CDS=1-921
3590	OG0003590	YOL107W	augustus_masked-scf7180000050319-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.127&CDS=1-996
3591	OG0003591	YOL108C	augustus_masked-scf7180000050319-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.99&CDS=1-390
3592	OG0003592	YOL110W	augustus_masked-scf7180000050319-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.130&CDS=1-849
3593	OG0003593	YOL111C	augustus_masked-scf7180000050319-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.100&CDS=1-588
3594	OG0003594	YOL114C	genemark-scf7180000050319-processed-gene-1.167-mRNA-1_1&gene=genemark-scf7180000050319-processed-gene-1.167&CDS=1-501
3595	OG0003595	YOL115W	augustus_masked-scf7180000050319-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.132&CDS=1-1674
3596	OG0003596	YOL116W	snap_masked-scf7180000050319-processed-gene-1.69-mRNA-1_1&gene=snap_masked-scf7180000050319-processed-gene-1.69&CDS=1-1119
3597	OG0003597	YOL117W	snap_masked-scf7180000050319-processed-gene-1.70-mRNA-1_1&gene=snap_masked-scf7180000050319-processed-gene-1.70&CDS=1-1983
3598	OG0003598	YOL119C	augustus_masked-scf7180000050319-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.101&CDS=1-1536
3599	OG0003599	YOL122C	genemark-scf7180000050319-processed-gene-1.170-mRNA-1_1&gene=genemark-scf7180000050319-processed-gene-1.170&CDS=1-1653
3600	OG0003600	YOL124C	augustus_masked-scf7180000050319-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.104&CDS=1-1281
3601	OG0003601	YOL125W	augustus_masked-scf7180000050319-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.136&CDS=1-1200
3602	OG0003602	YOL126C	augustus_masked-scf7180000050319-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.105&CDS=1-1143
3603	OG0003603	YOL127W	augustus_masked-scf7180000050322-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.32&CDS=1-1902
3604	OG0003604	YOL129W	augustus_masked-scf7180000050319-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.137&CDS=1-543
3605	OG0003605	YOL143C	augustus_masked-scf7180000050322-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.18&CDS=1-507
3606	OG0003606	YOL144W	augustus_masked-scf7180000050322-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.41&CDS=1-1413
3607	OG0003607	YOL145C	augustus_masked-scf7180000050322-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.19&CDS=1-3183
3608	OG0003608	YOL146W	augustus_masked-scf7180000050322-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.42&CDS=1-552
3609	OG0003609	YOL147C	augustus_masked-scf7180000050322-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.20&CDS=1-618
3610	OG0003610	YOL148C	augustus_masked-scf7180000050322-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.21&CDS=1-1734
3611	OG0003611	YOL149W	augustus_masked-scf7180000050322-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.43&CDS=1-624
3612	OG0003612	YOR001W	augustus_masked-scf7180000050354-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-scf7180000050354-processed-gene-0.132&CDS=1-2202
3613	OG0003613	YOR002W	maker-scf7180000050302-augustus-gene-1.167-mRNA-1_1&gene=maker-scf7180000050302-augustus-gene-1.167&CDS=1-2310
3614	OG0003614	YOR005C	augustus_masked-scf7180000050302-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.26&CDS=1-4185
3615	OG0003615	YOR006C	augustus_masked-scf7180000050354-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-scf7180000050354-processed-gene-0.129&CDS=1-963
3616	OG0003616	YOR007C	augustus_masked-scf7180000050354-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-scf7180000050354-processed-gene-0.130&CDS=1-1032
3617	OG0003617	YOR008C	augustus_masked-scf7180000050382-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.102&CDS=1-1284
3618	OG0003618	YOR014W	maker-scf7180000050382-augustus-gene-0.179-mRNA-1_1&gene=maker-scf7180000050382-augustus-gene-0.179&CDS=1-2679
3619	OG0003619	YOR016C	augustus_masked-scf7180000050382-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.130&CDS=1-633
3620	OG0003620	YOR017W	augustus_masked-scf7180000050382-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-scf7180000050382-processed-gene-0.150&CDS=1-1737
3621	OG0003621	YOR020C	augustus_masked-scf7180000050395-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000050395-processed-gene-0.83&CDS=1-318
3622	OG0003622	YOR020W-A	snap_masked-scf7180000049353-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000049353-processed-gene-0.15&CDS=1-258
3623	OG0003623	YOR021C	genemark-scf7180000050397-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000050397-processed-gene-0.16&CDS=1-639
3624	OG0003624	YOR022C	augustus_masked-scf7180000049353-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-scf7180000049353-processed-gene-0.137&CDS=1-2013
3625	OG0003625	YOR023C	augustus_masked-scf7180000049353-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-scf7180000049353-processed-gene-0.138&CDS=1-1767
