	OrthologID	Lachancea_quebecensis	Saccharomyces_cerevisiae
3577	OG0003577	genemark-LAQU0S18-processed-gene-1.179-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.179&CDS=1-2604	YJL176C
3578	OG0003578	genemark-LAQU0S18-processed-gene-1.180-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.180&CDS=1-1905	YKL179C
3579	OG0003579	genemark-LAQU0S18-processed-gene-1.181-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.181&CDS=1-858	YJL178C
3580	OG0003580	genemark-LAQU0S18-processed-gene-1.205-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.205&CDS=1-333	YJL179W
3581	OG0003581	genemark-LAQU0S18-processed-gene-1.182-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.182&CDS=1-951	YJL180C
3582	OG0003582	snap_masked-LAQU0S18-processed-gene-1.125-mRNA-1_1&gene=snap_masked-LAQU0S18-processed-gene-1.125&CDS=1-2514	YJR030C
3583	OG0003583	genemark-LAQU0S18-processed-gene-1.207-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.207&CDS=1-1239	YJL183W
3584	OG0003584	maker-LAQU0S18-augustus-gene-1.141-mRNA-1_1&gene=maker-LAQU0S18-augustus-gene-1.141&CDS=1-1923	YCR028C
3585	OG0003585	genemark-LAQU0S18-processed-gene-1.210-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.210&CDS=1-384	YCR028C-A
3586	OG0003586	augustus_masked-LAQU0S18-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-LAQU0S18-processed-gene-1.51&CDS=1-2559	YCR030C
3587	OG0003587	genemark-LAQU0S19-processed-gene-0.0-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.0&CDS=1-1569	YFL055W
3588	OG0003588	genemark-LAQU0S19-processed-gene-0.34-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.34&CDS=1-1671	YNR056C
3589	OG0003589	genemark-LAQU0S19-processed-gene-0.35-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.35&CDS=1-663	YNR057C
3590	OG0003590	augustus_masked-LAQU0S19-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.150&CDS=1-678	YIL161W
3591	OG0003591	augustus_masked-LAQU0S19-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.179&CDS=1-1221	YIL160C
3592	OG0003592	genemark-LAQU0S19-processed-gene-0.5-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.5&CDS=1-942	YKR100C
3593	OG0003593	genemark-LAQU0S19-processed-gene-0.37-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.37&CDS=1-546	YIL157C
3594	OG0003594	snap_masked-LAQU0S19-processed-gene-0.76-mRNA-1_1&gene=snap_masked-LAQU0S19-processed-gene-0.76&CDS=1-219	YIL156W-B
3595	OG0003595	maker-LAQU0S19-snap-gene-0.143-mRNA-1_1&gene=maker-LAQU0S19-snap-gene-0.143&CDS=1-2064	YKR099W
3596	OG0003596	genemark-LAQU0S19-processed-gene-0.6-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.6&CDS=1-2922	YIL156W
3597	OG0003597	genemark-LAQU0S19-processed-gene-0.39-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.39&CDS=1-1923	YIL155C
3598	OG0003598	genemark-LAQU0S19-processed-gene-0.40-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.40&CDS=1-972	YIL154C
3599	OG0003599	augustus_masked-LAQU0S19-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.154&CDS=1-1113	YIL153W
3600	OG0003600	genemark-LAQU0S19-processed-gene-0.41-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.41&CDS=1-1632	YKR097W
3601	OG0003601	augustus_masked-LAQU0S19-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.184&CDS=1-3216	YKR096W
3602	OG0003602	snap_masked-LAQU0S19-processed-gene-0.110-mRNA-1_1&gene=snap_masked-LAQU0S19-processed-gene-0.110&CDS=1-267	YKR095W-A
3603	OG0003603	augustus_masked-LAQU0S19-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.185&CDS=1-1716	YIL150C
3604	OG0003604	augustus_masked-LAQU0S19-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.186&CDS=1-5316	YKR095W
3605	OG0003605	maker-LAQU0S19-snap-gene-0.144-mRNA-1_1&gene=maker-LAQU0S19-snap-gene-0.144&CDS=1-3324	YIL147C
3606	OG0003606	genemark-LAQU0S19-processed-gene-0.45-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.45&CDS=1-1416	YIL146C
3607	OG0003607	genemark-LAQU0S19-processed-gene-0.47-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.47&CDS=1-933	YIL145C
3608	OG0003608	genemark-LAQU0S19-processed-gene-0.11-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.11&CDS=1-2028	YIL144W
3609	OG0003609	augustus_masked-LAQU0S19-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.191&CDS=1-2517	YIL143C
3610	OG0003610	augustus_masked-LAQU0S19-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.192&CDS=1-1962	YOR083W
3611	OG0003611	genemark-LAQU0S19-processed-gene-0.49-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.49&CDS=1-2514	YKR090W
3612	OG0003612	genemark-LAQU0S19-processed-gene-0.50-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.50&CDS=1-1365	YJR117W
3613	OG0003613	genemark-LAQU0S19-processed-gene-0.51-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.51&CDS=1-807	YJR116W
3614	OG0003614	genemark-LAQU0S19-processed-gene-0.12-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.12&CDS=1-1023	YJR105W
3615	OG0003615	augustus_masked-LAQU0S19-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.158&CDS=1-2016	YJR106W
3616	OG0003616	genemark-LAQU0S19-processed-gene-0.14-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.14&CDS=1-1218	YJR107W
3617	OG0003617	genemark-LAQU0S19-processed-gene-0.52-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.52&CDS=1-1362	YER020W
3618	OG0003618	augustus_masked-LAQU0S19-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.160&CDS=1-876	YBL050W
3619	OG0003619	genemark-LAQU0S19-processed-gene-0.17-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.17&CDS=1-351	YBL049W
3620	OG0003620	augustus_masked-LAQU0S19-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.162&CDS=1-1974	YJR110W
3621	OG0003621	genemark-LAQU0S19-processed-gene-0.56-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.56&CDS=1-813	YJR111C
3622	OG0003622	genemark-LAQU0S19-processed-gene-0.19-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.19&CDS=1-606	YJR112W
3623	OG0003623	maker-LAQU0S19-augustus-gene-0.142-mRNA-1_1&gene=maker-LAQU0S19-augustus-gene-0.142&CDS=1-4263	YBL047C
3624	OG0003624	genemark-LAQU0S19-processed-gene-0.20-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.20&CDS=1-384	YJR112W-A
3625	OG0003625	genemark-LAQU0S19-processed-gene-0.58-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.58&CDS=1-798	YJR113C
3626	OG0003626	augustus_masked-LAQU0S19-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.165&CDS=1-1131	YBL046W
3627	OG0003627	genemark-LAQU0S19-processed-gene-0.59-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.59&CDS=1-1344	YBL045C
3628	OG0003628	genemark-LAQU0S19-processed-gene-0.24-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.24&CDS=1-726	YBL041W
3629	OG0003629	genemark-LAQU0S19-processed-gene-0.60-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.60&CDS=1-660	YBL040C
3630	OG0003630	genemark-LAQU0S19-processed-gene-0.25-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.25&CDS=1-462	YJR104C
3631	OG0003631	genemark-LAQU0S19-processed-gene-0.62-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.62&CDS=1-1728	YBL039C
3632	OG0003632	augustus_masked-LAQU0S19-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.205&CDS=1-621	YPR046W
3633	OG0003633	augustus_masked-LAQU0S19-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.170&CDS=1-540	YJR102C
3634	OG0003634	genemark-LAQU0S19-processed-gene-0.64-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.64&CDS=1-756	YJR101W
3635	OG0003635	genemark-LAQU0S19-processed-gene-0.27-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.27&CDS=1-984	YJR100C
3636	OG0003636	genemark-LAQU0S19-processed-gene-0.29-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.29&CDS=1-1608	YPR045C
3637	OG0003637	genemark-LAQU0S19-processed-gene-0.65-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.65&CDS=1-699	YJR099W
3638	OG0003638	augustus_masked-LAQU0S19-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.174&CDS=1-543	YDR478W
3639	OG0003639	genemark-LAQU0S19-processed-gene-0.66-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.66&CDS=1-1626	YDR479C
3640	OG0003640	genemark-LAQU0S19-processed-gene-0.31-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.31&CDS=1-933	YOR026W
3641	OG0003641	augustus_masked-LAQU0S19-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.209&CDS=1-1500	YDR257C
3642	OG0003642	genemark-LAQU0S19-processed-gene-0.32-mRNA-1_1&gene=genemark-LAQU0S19-processed-gene-0.32&CDS=1-1782	YOR027W
3643	OG0003643	augustus_masked-LAQU0S19-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.210&CDS=1-2340	YDR258C
3644	OG0003644	augustus_masked-LAQU0S19-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-LAQU0S19-processed-gene-0.211&CDS=1-351	YOR028C
3645	OG0003645	snap_masked-LAQU0S20-processed-gene-0.60-mRNA-1_1&gene=snap_masked-LAQU0S20-processed-gene-0.60&CDS=1-450	YKR074W
3646	OG0003646	maker-LAQU0S20-augustus-gene-0.120-mRNA-1_1&gene=maker-LAQU0S20-augustus-gene-0.120&CDS=1-1827	YOR059C
3647	OG0003647	genemark-LAQU0S20-processed-gene-0.2-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.2&CDS=1-1020	YOR061W
3648	OG0003648	genemark-LAQU0S20-processed-gene-0.3-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.3&CDS=1-1164	YOR063W
3649	OG0003649	genemark-LAQU0S20-processed-gene-0.38-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.38&CDS=1-561	YOR064C
3650	OG0003650	snap_masked-LAQU0S20-processed-gene-0.63-mRNA-1_1&gene=snap_masked-LAQU0S20-processed-gene-0.63&CDS=1-909	YOR065W
3651	OG0003651	snap_masked-LAQU0S20-processed-gene-0.65-mRNA-1_1&gene=snap_masked-LAQU0S20-processed-gene-0.65&CDS=1-1341	YOR066W
3652	OG0003652	genemark-LAQU0S20-processed-gene-0.39-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.39&CDS=1-1665	YOR067C
3653	OG0003653	genemark-LAQU0S20-processed-gene-0.7-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.7&CDS=1-1893	YOR069W
3654	OG0003654	augustus_masked-LAQU0S20-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-LAQU0S20-processed-gene-0.156&CDS=1-4215	YKR079C
3655	OG0003655	genemark-LAQU0S20-processed-gene-0.8-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.8&CDS=1-960	YKR080W
3656	OG0003656	augustus_masked-LAQU0S20-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-LAQU0S20-processed-gene-0.157&CDS=1-1035	YKR081C
3657	OG0003657	snap_masked-LAQU0S20-processed-gene-0.68-mRNA-1_1&gene=snap_masked-LAQU0S20-processed-gene-0.68&CDS=1-3396	YKR082W
3658	OG0003658	genemark-LAQU0S20-processed-gene-0.42-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.42&CDS=1-354	YKR083C
3659	OG0003659	snap_masked-LAQU0S20-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LAQU0S20-processed-gene-0.69&CDS=1-1806	YOR073W
3660	OG0003660	genemark-LAQU0S20-processed-gene-0.43-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.43&CDS=1-930	YOR074C
3661	OG0003661	snap_masked-LAQU0S20-processed-gene-0.70-mRNA-1_1&gene=snap_masked-LAQU0S20-processed-gene-0.70&CDS=1-981	YOR075W
3662	OG0003662	maker-LAQU0S20-snap-gene-0.177-mRNA-1_1&gene=maker-LAQU0S20-snap-gene-0.177&CDS=1-2058	YKR084C
3663	OG0003663	genemark-LAQU0S20-processed-gene-0.46-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.46&CDS=1-597	YKR085C
3664	OG0003664	genemark-LAQU0S20-processed-gene-0.47-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.47&CDS=1-1032	YKR087C
3665	OG0003665	genemark-LAQU0S20-processed-gene-0.14-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.14&CDS=1-711	YOR077W
3666	OG0003666	genemark-LAQU0S20-processed-gene-0.48-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.48&CDS=1-924	YKR088C
3667	OG0003667	snap_masked-LAQU0S20-processed-gene-0.75-mRNA-1_1&gene=snap_masked-LAQU0S20-processed-gene-0.75&CDS=1-696	YOR078W
3668	OG0003668	genemark-LAQU0S20-processed-gene-0.49-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.49&CDS=1-957	YOR079C
3669	OG0003669	snap_masked-LAQU0S20-processed-gene-0.76-mRNA-1_1&gene=snap_masked-LAQU0S20-processed-gene-0.76&CDS=1-1881	YOR080W
3670	OG0003670	genemark-LAQU0S20-processed-gene-0.50-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.50&CDS=1-2541	YKR089C
3671	OG0003671	genemark-LAQU0S20-processed-gene-0.19-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.19&CDS=1-1497	YER021W
3672	OG0003672	genemark-LAQU0S20-processed-gene-0.20-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.20&CDS=1-1980	YER022W
3673	OG0003673	augustus_masked-LAQU0S20-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-LAQU0S20-processed-gene-0.166&CDS=1-2778	YJR119C
3674	OG0003674	genemark-LAQU0S20-processed-gene-0.21-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.21&CDS=1-855	YER023W
3675	OG0003675	genemark-LAQU0S20-processed-gene-0.22-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.22&CDS=1-1524	YJR121W
3676	OG0003676	genemark-LAQU0S20-processed-gene-0.23-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.23&CDS=1-1440	YJR122W
3677	OG0003677	genemark-LAQU0S20-processed-gene-0.24-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.24&CDS=1-681	YJR123W
3678	OG0003678	augustus_masked-LAQU0S20-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-LAQU0S20-processed-gene-0.167&CDS=1-1164	YJR124C
3679	OG0003679	genemark-LAQU0S20-processed-gene-0.25-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.25&CDS=1-2619	YLR451W
3680	OG0003680	genemark-LAQU0S20-processed-gene-0.26-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.26&CDS=1-1557	YER025W
3681	OG0003681	augustus_masked-LAQU0S20-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-LAQU0S20-processed-gene-0.168&CDS=1-5496	YPR161C
3682	OG0003682	genemark-LAQU0S20-processed-gene-0.56-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.56&CDS=1-1185	YPR163C
3683	OG0003683	snap_masked-LAQU0S20-processed-gene-0.86-mRNA-1_1&gene=snap_masked-LAQU0S20-processed-gene-0.86&CDS=1-8418	YLR454W
3684	OG0003684	snap_masked-LAQU0S20-processed-gene-0.87-mRNA-1_1&gene=snap_masked-LAQU0S20-processed-gene-0.87&CDS=1-3501	YPR164W
3685	OG0003685	genemark-LAQU0S20-processed-gene-0.57-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.57&CDS=1-1074	YPR167C
3686	OG0003686	snap_masked-LAQU0S20-processed-gene-0.90-mRNA-1_1&gene=snap_masked-LAQU0S20-processed-gene-0.90&CDS=1-456	YPR168W
3687	OG0003687	snap_masked-LAQU0S20-processed-gene-0.91-mRNA-1_1&gene=snap_masked-LAQU0S20-processed-gene-0.91&CDS=1-1560	YPR169W
3688	OG0003688	genemark-LAQU0S20-processed-gene-0.58-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.58&CDS=1-1809	YOL123W
3689	OG0003689	genemark-LAQU0S20-processed-gene-0.34-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.34&CDS=1-1311	YOL124C
3690	OG0003690	genemark-LAQU0S20-processed-gene-0.59-mRNA-1_1&gene=genemark-LAQU0S20-processed-gene-0.59&CDS=1-756	YNL304W
3691	OG0003691	snap_masked-LAQU0S21-processed-gene-0.54-mRNA-1_1&gene=snap_masked-LAQU0S21-processed-gene-0.54&CDS=1-249	YGR230W
3692	OG0003692	genemark-LAQU0S21-processed-gene-0.135-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.135&CDS=1-921	YGR231C
3693	OG0003693	genemark-LAQU0S21-processed-gene-0.110-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.110&CDS=1-696	YGR232W
3694	OG0003694	genemark-LAQU0S21-processed-gene-0.136-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.136&CDS=1-3267	YGR233C
3695	OG0003695	augustus_masked-LAQU0S21-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.2&CDS=1-2739	YHR154W
3696	OG0003696	genemark-LAQU0S21-processed-gene-0.137-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.137&CDS=1-690	YGR235C
3697	OG0003697	snap_masked-LAQU0S21-processed-gene-0.83-mRNA-1_1&gene=snap_masked-LAQU0S21-processed-gene-0.83&CDS=1-435	YGR236C
3698	OG0003698	snap_masked-LAQU0S21-processed-gene-0.84-mRNA-1_1&gene=snap_masked-LAQU0S21-processed-gene-0.84&CDS=1-2058	YGR237C
3699	OG0003699	genemark-LAQU0S21-processed-gene-0.140-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.140&CDS=1-3087	YHR158C
3700	OG0003700	genemark-LAQU0S21-processed-gene-0.113-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.113&CDS=1-1149	YHR159W
3701	OG0003701	augustus_masked-LAQU0S21-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.27&CDS=1-891	YGR239C
3702	OG0003702	augustus_masked-LAQU0S21-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.5&CDS=1-1551	YLR267W
3703	OG0003703	augustus_masked-LAQU0S21-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.28&CDS=1-2442	YKL080W
3704	OG0003704	genemark-LAQU0S21-processed-gene-0.115-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.115&CDS=1-1365	YKL082C
3705	OG0003705	augustus_masked-LAQU0S21-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.7&CDS=1-2664	YMR066W
3706	OG0003706	augustus_masked-LAQU0S21-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.29&CDS=1-1236	YMR067C
3707	OG0003707	augustus_masked-LAQU0S21-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.32&CDS=1-1680	YHR005C
3708	OG0003708	genemark-LAQU0S21-processed-gene-0.119-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.119&CDS=1-726	YKL087C
3709	OG0003709	augustus_masked-LAQU0S21-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.33&CDS=1-279	YHR005C-A
3710	OG0003710	genemark-LAQU0S21-processed-gene-0.151-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.151&CDS=1-1536	YKL088W
3711	OG0003711	augustus_masked-LAQU0S21-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.10&CDS=1-1071	YKL011C
3712	OG0003712	genemark-LAQU0S21-processed-gene-0.153-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.153&CDS=1-663	YMR090W
3713	OG0003713	genemark-LAQU0S21-processed-gene-0.121-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.121&CDS=1-504	YIR022W
3714	OG0003714	genemark-LAQU0S21-processed-gene-0.154-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.154&CDS=1-1698	YKL012W
3715	OG0003715	genemark-LAQU0S21-processed-gene-0.122-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.122&CDS=1-513	YKL013C
3716	OG0003716	genemark-LAQU0S21-processed-gene-0.123-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.123&CDS=1-3315	YIR023W
3717	OG0003717	augustus_masked-LAQU0S21-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.39&CDS=1-756	YIR024C
3718	OG0003718	augustus_masked-LAQU0S21-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.14&CDS=1-5130	YKL014C
3719	OG0003719	genemark-LAQU0S21-processed-gene-0.156-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.156&CDS=1-2499	YKL015W
3720	OG0003720	genemark-LAQU0S21-processed-gene-0.125-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.125&CDS=1-522	YKL016C
3721	OG0003721	genemark-LAQU0S21-processed-gene-0.126-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.126&CDS=1-1977	YKL017C
3722	OG0003722	genemark-LAQU0S21-processed-gene-0.157-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.157&CDS=1-984	YKL018W
3723	OG0003723	snap_masked-LAQU0S21-processed-gene-0.72-mRNA-1_1&gene=snap_masked-LAQU0S21-processed-gene-0.72&CDS=1-972	YIR025W
3724	OG0003724	augustus_masked-LAQU0S21-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LAQU0S21-processed-gene-0.42&CDS=1-1974	YIR026C
3725	OG0003725	maker-LAQU0S21-augustus-gene-0.50-mRNA-1_1&gene=maker-LAQU0S21-augustus-gene-0.50&CDS=1-4467	YKL021C
3726	OG0003726	genemark-LAQU0S21-processed-gene-0.160-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.160&CDS=1-1116	YIR034C
3727	OG0003727	genemark-LAQU0S21-processed-gene-0.131-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.131&CDS=1-2160	YKL022C
3728	OG0003728	genemark-LAQU0S21-processed-gene-0.162-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.162&CDS=1-846	YKL024C
3729	OG0003729	genemark-LAQU0S21-processed-gene-0.163-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.163&CDS=1-732	YIR035C
3730	OG0003730	genemark-LAQU0S21-processed-gene-0.132-mRNA-1_1&gene=genemark-LAQU0S21-processed-gene-0.132&CDS=1-1842	YKL025C
3731	OG0003731	genemark-LAQU0S22-processed-gene-0.58-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.58&CDS=1-1119	YHR208W
3732	OG0003732	genemark-LAQU0S22-processed-gene-0.38-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.38&CDS=1-639	YER183C
3733	OG0003733	genemark-LAQU0S22-processed-gene-0.59-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.59&CDS=1-711	YER182W
3734	OG0003734	genemark-LAQU0S22-processed-gene-0.39-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.39&CDS=1-1455	YHR207C
3735	OG0003735	genemark-LAQU0S22-processed-gene-0.61-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.61&CDS=1-2256	YHR205W
3736	OG0003736	genemark-LAQU0S22-processed-gene-0.62-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.62&CDS=1-2427	YHR204W
3737	OG0003737	genemark-LAQU0S22-processed-gene-0.63-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.63&CDS=1-1770	YHR202W
3738	OG0003738	genemark-LAQU0S22-processed-gene-0.64-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.64&CDS=1-786	YJR144W
3739	OG0003739	genemark-LAQU0S22-processed-gene-0.41-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.41&CDS=1-2271	YJR143C
3740	OG0003740	genemark-LAQU0S22-processed-gene-0.65-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.65&CDS=1-1017	YJR142W
3741	OG0003741	snap_masked-LAQU0S22-processed-gene-0.81-mRNA-1_1&gene=snap_masked-LAQU0S22-processed-gene-0.81&CDS=1-1140	YHR201C
3742	OG0003742	augustus_masked-LAQU0S22-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LAQU0S22-processed-gene-0.25&CDS=1-1056	YJR141W
3743	OG0003743	augustus_masked-LAQU0S22-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LAQU0S22-processed-gene-0.8&CDS=1-6009	YJR140C
3744	OG0003744	snap_masked-LAQU0S22-processed-gene-0.108-mRNA-1_1&gene=snap_masked-LAQU0S22-processed-gene-0.108&CDS=1-4632	YJR138W
3745	OG0003745	snap_masked-LAQU0S22-processed-gene-0.109-mRNA-1_1&gene=snap_masked-LAQU0S22-processed-gene-0.109&CDS=1-783	YHR200W
3746	OG0003746	genemark-LAQU0S22-processed-gene-0.44-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.44&CDS=1-4287	YJR137C
3747	OG0003747	genemark-LAQU0S22-processed-gene-0.45-mRNA-1_1&gene=genemark-LAQU0S22-processed-gene-0.45&CDS=1-792	YHR198C
