	OrthologID	Saccharomyces_cerevisiae	Spathaspora_girioi
2642	OG0002642	YMR228W	genemark-LQMS01002361.1-processed-gene-0.61-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.61&CDS=1-1065
2643	OG0002643	YMR229C	genemark-LQMS01002361.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.30&CDS=1-5010
2644	OG0002644	YMR231W	genemark-LQMS01002195.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMS01002195.1-processed-gene-0.8&CDS=1-3048
2645	OG0002645	YMR235C	genemark-LQMS01002214.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMS01002214.1-processed-gene-0.4&CDS=1-1239
2646	OG0002646	YMR236W	genemark-LQMS01002281.1-processed-gene-0.45-mRNA-1_1&gene=genemark-LQMS01002281.1-processed-gene-0.45&CDS=1-609
2647	OG0002647	YMR240C	genemark-LQMS01002312.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQMS01002312.1-processed-gene-0.26&CDS=1-1677
2648	OG0002648	YMR241W	genemark-LQMS01002367.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQMS01002367.1-processed-gene-0.73&CDS=1-897
2649	OG0002649	YMR244C-A	genemark-LQMS01002342.1-processed-gene-0.63-mRNA-1_1&gene=genemark-LQMS01002342.1-processed-gene-0.63&CDS=1-342
2650	OG0002650	YMR247C	snap_masked-LQMS01002302.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-LQMS01002302.1-processed-gene-0.28&CDS=1-4662
2651	OG0002651	YMR250W	genemark-LQMS01002371.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQMS01002371.1-processed-gene-0.47&CDS=1-1698
2652	OG0002652	YMR258C	genemark-LQMS01002373.1-processed-gene-0.174-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.174&CDS=1-1773
2653	OG0002653	YMR259C	augustus_masked-LQMS01002377.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQMS01002377.1-processed-gene-0.25&CDS=1-3915
2654	OG0002654	YMR260C	genemark-LQMS01002377.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-0.73&CDS=1-453
2655	OG0002655	YMR262W	genemark-LQMS01002348.1-processed-gene-0.96-mRNA-1_1&gene=genemark-LQMS01002348.1-processed-gene-0.96&CDS=1-984
2656	OG0002656	YMR263W	genemark-LQMS01002379.1-processed-gene-1.235-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.235&CDS=1-492
2657	OG0002657	YMR264W	genemark-LQMS01002379.1-processed-gene-1.234-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.234&CDS=1-561
2658	OG0002658	YMR266W	snap_masked-LQMS01002280.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-LQMS01002280.1-processed-gene-0.58&CDS=1-2586
2659	OG0002659	YMR272C	genemark-LQMS01002353.1-processed-gene-0.178-mRNA-1_1&gene=genemark-LQMS01002353.1-processed-gene-0.178&CDS=1-1131
2660	OG0002660	YMR274C	genemark-LQMS01002353.1-processed-gene-0.180-mRNA-1_1&gene=genemark-LQMS01002353.1-processed-gene-0.180&CDS=1-762
2661	OG0002661	YMR276W	genemark-LQMS01002377.1-processed-gene-0.70-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-0.70&CDS=1-1068
2662	OG0002662	YMR277W	genemark-LQMS01002348.1-processed-gene-0.71-mRNA-1_1&gene=genemark-LQMS01002348.1-processed-gene-0.71&CDS=1-2370
2663	OG0002663	YMR278W	genemark-LQMS01002348.1-processed-gene-0.74-mRNA-1_1&gene=genemark-LQMS01002348.1-processed-gene-0.74&CDS=1-1881
2664	OG0002664	YMR281W	genemark-LQMS01002334.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMS01002334.1-processed-gene-0.3&CDS=1-897
2665	OG0002665	YMR283C	maker-LQMS01002348.1-augustus-gene-0.147-mRNA-1_1&gene=maker-LQMS01002348.1-augustus-gene-0.147&CDS=1-2562
2666	OG0002666	YMR284W	genemark-LQMS01002371.1-processed-gene-0.53-mRNA-1_1&gene=genemark-LQMS01002371.1-processed-gene-0.53&CDS=1-2076
2667	OG0002667	YMR285C	genemark-LQMS01002260.1-processed-gene-0.28-mRNA-1_1&gene=genemark-LQMS01002260.1-processed-gene-0.28&CDS=1-1578
2668	OG0002668	YMR286W	snap_masked-LQMS01002327.1-processed-gene-0.36-mRNA-1_1&gene=snap_masked-LQMS01002327.1-processed-gene-0.36&CDS=1-282
2669	OG0002669	YMR287C	genemark-LQMS01002377.1-processed-gene-1.57-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-1.57&CDS=1-3327
2670	OG0002670	YMR288W	genemark-LQMS01002379.1-processed-gene-0.113-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-0.113&CDS=1-3216
2671	OG0002671	YMR289W	genemark-LQMS01002271.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQMS01002271.1-processed-gene-0.46&CDS=1-798
2672	OG0002672	YMR290C	genemark-LQMS01002299.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMS01002299.1-processed-gene-0.7&CDS=1-1701
2673	OG0002673	YMR292W	genemark-LQMS01002299.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMS01002299.1-processed-gene-0.21&CDS=1-417
2674	OG0002674	YMR293C	augustus_masked-LQMS01002299.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-LQMS01002299.1-processed-gene-0.81&CDS=1-1368
2675	OG0002675	YMR295C	genemark-LQMS01002309.1-processed-gene-0.51-mRNA-1_1&gene=genemark-LQMS01002309.1-processed-gene-0.51&CDS=1-585
2676	OG0002676	YMR296C	genemark-LQMS01002158.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMS01002158.1-processed-gene-0.6&CDS=1-1701
2677	OG0002677	YMR297W	genemark-LQMS01002347.1-processed-gene-0.130-mRNA-1_1&gene=genemark-LQMS01002347.1-processed-gene-0.130&CDS=1-1572
2678	OG0002678	YMR300C	genemark-LQMS01002264.1-processed-gene-0.49-mRNA-1_1&gene=genemark-LQMS01002264.1-processed-gene-0.49&CDS=1-1584
2679	OG0002679	YMR301C	genemark-LQMS01002260.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMS01002260.1-processed-gene-0.21&CDS=1-2136
2680	OG0002680	YMR302C	genemark-LQMS01002341.1-processed-gene-0.62-mRNA-1_1&gene=genemark-LQMS01002341.1-processed-gene-0.62&CDS=1-2517
2681	OG0002681	YMR304W	genemark-LQMS01002377.1-processed-gene-1.33-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-1.33&CDS=1-4035
2682	OG0002682	YMR308C	maker-LQMS01002292.1-augustus-gene-0.71-mRNA-1_1&gene=maker-LQMS01002292.1-augustus-gene-0.71&CDS=1-5274
2683	OG0002683	YMR309C	genemark-LQMS01002346.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQMS01002346.1-processed-gene-0.23&CDS=1-2550
2684	OG0002684	YMR310C	genemark-LQMS01002276.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMS01002276.1-processed-gene-0.2&CDS=1-1140
2685	OG0002685	YMR311C	genemark-LQMS01002261.1-processed-gene-0.57-mRNA-1_1&gene=genemark-LQMS01002261.1-processed-gene-0.57&CDS=1-786
2686	OG0002686	YMR312W	genemark-LQMS01002323.1-processed-gene-0.75-mRNA-1_1&gene=genemark-LQMS01002323.1-processed-gene-0.75&CDS=1-810
2687	OG0002687	YMR313C	snap_masked-LQMS01002323.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-LQMS01002323.1-processed-gene-0.57&CDS=1-1776
2688	OG0002688	YMR314W	genemark-LQMS01002306.1-processed-gene-0.57-mRNA-1_1&gene=genemark-LQMS01002306.1-processed-gene-0.57&CDS=1-846
2689	OG0002689	YMR315W	genemark-LQMS01002260.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQMS01002260.1-processed-gene-0.27&CDS=1-1041
2690	OG0002690	YNL001W	maker-LQMS01002354.1-snap-gene-0.168-mRNA-1_1&gene=maker-LQMS01002354.1-snap-gene-0.168&CDS=1-2349
2691	OG0002691	YNL002C	genemark-LQMS01002374.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQMS01002374.1-processed-gene-0.19&CDS=1-819
2692	OG0002692	YNL003C	augustus_masked-LQMS01002339.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQMS01002339.1-processed-gene-0.22&CDS=1-2646
2693	OG0002693	YNL006W	genemark-LQMS01002374.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQMS01002374.1-processed-gene-0.17&CDS=1-1002
2694	OG0002694	YNL007C	genemark-LQMS01002374.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMS01002374.1-processed-gene-0.16&CDS=1-1041
2695	OG0002695	YNL010W	genemark-LQMS01002227.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQMS01002227.1-processed-gene-0.25&CDS=1-723
2696	OG0002696	YNL011C	genemark-LQMS01002373.1-processed-gene-0.98-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.98&CDS=1-1407
2697	OG0002697	YNL012W	augustus_masked-LQMS01002294.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-LQMS01002294.1-processed-gene-0.66&CDS=1-2718
2698	OG0002698	YNL014W	genemark-LQMS01002294.1-processed-gene-0.43-mRNA-1_1&gene=genemark-LQMS01002294.1-processed-gene-0.43&CDS=1-3147
2699	OG0002699	YNL015W	genemark-LQMS01002379.1-processed-gene-1.169-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.169&CDS=1-369
2700	OG0002700	YNL016W	genemark-LQMS01002376.1-processed-gene-0.85-mRNA-1_1&gene=genemark-LQMS01002376.1-processed-gene-0.85&CDS=1-1494
2701	OG0002701	YNL021W	genemark-LQMS01002355.1-processed-gene-0.65-mRNA-1_1&gene=genemark-LQMS01002355.1-processed-gene-0.65&CDS=1-2790
2702	OG0002702	YNL022C	genemark-LQMS01002355.1-processed-gene-0.66-mRNA-1_1&gene=genemark-LQMS01002355.1-processed-gene-0.66&CDS=1-1455
2703	OG0002703	YNL023C	genemark-LQMS01002355.1-processed-gene-0.64-mRNA-1_1&gene=genemark-LQMS01002355.1-processed-gene-0.64&CDS=1-2826
2704	OG0002704	YNL024C-A	maker-LQMS01002374.1-snap-gene-0.258-mRNA-1_1&gene=maker-LQMS01002374.1-snap-gene-0.258&CDS=1-249
2705	OG0002705	YNL025C	genemark-LQMS01002376.1-processed-gene-0.114-mRNA-1_1&gene=genemark-LQMS01002376.1-processed-gene-0.114&CDS=1-1053
2706	OG0002706	YNL026W	genemark-LQMS01002376.1-processed-gene-0.115-mRNA-1_1&gene=genemark-LQMS01002376.1-processed-gene-0.115&CDS=1-1482
2707	OG0002707	YNL027W	augustus_masked-LQMS01002374.1-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-LQMS01002374.1-processed-gene-0.178&CDS=1-1203
2708	OG0002708	YNL032W	genemark-LQMS01002374.1-processed-gene-0.88-mRNA-1_1&gene=genemark-LQMS01002374.1-processed-gene-0.88&CDS=1-879
2709	OG0002709	YNL035C	genemark-LQMS01002335.1-processed-gene-0.71-mRNA-1_1&gene=genemark-LQMS01002335.1-processed-gene-0.71&CDS=1-1194
2710	OG0002710	YNL036W	snap_masked-LQMS01002164.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-LQMS01002164.1-processed-gene-0.9&CDS=1-810
2711	OG0002711	YNL037C	genemark-LQMS01002380.1-processed-gene-2.61-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-2.61&CDS=1-1095
2712	OG0002712	YNL038W	genemark-LQMS01002335.1-processed-gene-0.91-mRNA-1_1&gene=genemark-LQMS01002335.1-processed-gene-0.91&CDS=1-639
2713	OG0002713	YNL039W	genemark-LQMS01002335.1-processed-gene-0.92-mRNA-1_1&gene=genemark-LQMS01002335.1-processed-gene-0.92&CDS=1-1986
2714	OG0002714	YNL040W	maker-LQMS01002375.1-augustus-gene-0.2-mRNA-1_1&gene=maker-LQMS01002375.1-augustus-gene-0.2&CDS=1-2949
2715	OG0002715	YNL041C	augustus_masked-LQMS01002356.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-LQMS01002356.1-processed-gene-0.52&CDS=1-4023
2716	OG0002716	YNL042W	genemark-LQMS01002356.1-processed-gene-0.131-mRNA-1_1&gene=genemark-LQMS01002356.1-processed-gene-0.131&CDS=1-1764
2717	OG0002717	YNL045W	augustus_masked-LQMS01002364.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-LQMS01002364.1-processed-gene-0.40&CDS=1-2322
2718	OG0002718	YNL048W	genemark-LQMS01002290.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQMS01002290.1-processed-gene-0.39&CDS=1-1836
2719	OG0002719	YNL051W	maker-LQMS01002380.1-augustus-gene-1.115-mRNA-1_1&gene=maker-LQMS01002380.1-augustus-gene-1.115&CDS=1-5901
2720	OG0002720	YNL054W	maker-LQMS01002351.1-snap-gene-0.6-mRNA-1_1&gene=maker-LQMS01002351.1-snap-gene-0.6&CDS=1-3252
2721	OG0002721	YNL056W	snap_masked-LQMS01002377.1-processed-gene-1.76-mRNA-1_1&gene=snap_masked-LQMS01002377.1-processed-gene-1.76&CDS=1-591
2722	OG0002722	YNL059C	genemark-LQMS01002372.1-processed-gene-0.123-mRNA-1_1&gene=genemark-LQMS01002372.1-processed-gene-0.123&CDS=1-2286
2723	OG0002723	YNL061W	genemark-LQMS01002372.1-processed-gene-0.169-mRNA-1_1&gene=genemark-LQMS01002372.1-processed-gene-0.169&CDS=1-1806
2724	OG0002724	YNL062C	genemark-LQMS01002372.1-processed-gene-0.124-mRNA-1_1&gene=genemark-LQMS01002372.1-processed-gene-0.124&CDS=1-1326
2725	OG0002725	YNL063W	genemark-LQMS01002372.1-processed-gene-0.170-mRNA-1_1&gene=genemark-LQMS01002372.1-processed-gene-0.170&CDS=1-924
2726	OG0002726	YNL069C	genemark-LQMS01002211.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQMS01002211.1-processed-gene-0.17&CDS=1-594
2727	OG0002727	YNL071W	genemark-LQMS01002363.1-processed-gene-0.69-mRNA-1_1&gene=genemark-LQMS01002363.1-processed-gene-0.69&CDS=1-1407
2728	OG0002728	YNL072W	genemark-LQMS01002363.1-processed-gene-0.68-mRNA-1_1&gene=genemark-LQMS01002363.1-processed-gene-0.68&CDS=1-1095
2729	OG0002729	YNL073W	genemark-LQMS01002363.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQMS01002363.1-processed-gene-0.73&CDS=1-1578
2730	OG0002730	YNL075W	genemark-LQMS01002326.1-processed-gene-0.56-mRNA-1_1&gene=genemark-LQMS01002326.1-processed-gene-0.56&CDS=1-861
2731	OG0002731	YNL080C	genemark-LQMS01002210.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMS01002210.1-processed-gene-0.21&CDS=1-1056
2732	OG0002732	YNL081C	genemark-LQMS01002210.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQMS01002210.1-processed-gene-0.19&CDS=1-366
2733	OG0002733	YNL082W	genemark-LQMS01002238.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQMS01002238.1-processed-gene-0.23&CDS=1-2553
2734	OG0002734	YNL083W	genemark-LQMS01002238.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQMS01002238.1-processed-gene-0.24&CDS=1-1680
2735	OG0002735	YNL084C	genemark-LQMS01002244.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQMS01002244.1-processed-gene-0.18&CDS=1-1143
2736	OG0002736	YNL085W	augustus_masked-LQMS01002379.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-LQMS01002379.1-processed-gene-0.32&CDS=1-2355
2737	OG0002737	YNL088W	genemark-LQMS01002309.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQMS01002309.1-processed-gene-0.46&CDS=1-4353
2738	OG0002738	YNL090W	genemark-LQMS01002300.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQMS01002300.1-processed-gene-0.19&CDS=1-564
2739	OG0002739	YNL091W	genemark-LQMS01002300.1-processed-gene-0.20-mRNA-1_1&gene=genemark-LQMS01002300.1-processed-gene-0.20&CDS=1-3387
2740	OG0002740	YNL092W	snap_masked-LQMS01002305.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-LQMS01002305.1-processed-gene-0.42&CDS=1-1128
2741	OG0002741	YNL094W	snap_masked-LQMS01002350.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-LQMS01002350.1-processed-gene-0.81&CDS=1-2199
2742	OG0002742	YNL097C	genemark-LQMS01002377.1-processed-gene-1.39-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-1.39&CDS=1-1215
2743	OG0002743	YNL099C	genemark-LQMS01002377.1-processed-gene-1.37-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-1.37&CDS=1-582
2744	OG0002744	YNL101W	genemark-LQMS01002371.1-processed-gene-0.51-mRNA-1_1&gene=genemark-LQMS01002371.1-processed-gene-0.51&CDS=1-2007
2745	OG0002745	YNL102W	genemark-LQMS01002359.1-processed-gene-0.90-mRNA-1_1&gene=genemark-LQMS01002359.1-processed-gene-0.90&CDS=1-4317
2746	OG0002746	YNL103W	genemark-LQMS01002351.1-processed-gene-0.56-mRNA-1_1&gene=genemark-LQMS01002351.1-processed-gene-0.56&CDS=1-951
2747	OG0002747	YNL104C	genemark-LQMS01002211.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMS01002211.1-processed-gene-0.16&CDS=1-1785
2748	OG0002748	YNL107W	genemark-LQMS01002224.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQMS01002224.1-processed-gene-0.17&CDS=1-663
2749	OG0002749	YNL111C	genemark-LQMS01002224.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQMS01002224.1-processed-gene-0.13&CDS=1-387
2750	OG0002750	YNL113W	genemark-LQMS01002354.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMS01002354.1-processed-gene-0.8&CDS=1-363
2751	OG0002751	YNL115C	genemark-LQMS01002283.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQMS01002283.1-processed-gene-0.39&CDS=1-1659
2752	OG0002752	YNL118C	genemark-LQMS01002305.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQMS01002305.1-processed-gene-0.34&CDS=1-2043
2753	OG0002753	YNL119W	augustus_masked-LQMS01002379.1-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-LQMS01002379.1-processed-gene-1.27&CDS=1-3012
2754	OG0002754	YNL123W	maker-LQMS01002358.1-augustus-gene-0.4-mRNA-1_1&gene=maker-LQMS01002358.1-augustus-gene-0.4&CDS=1-4107
2755	OG0002755	YNL124W	genemark-LQMS01002372.1-processed-gene-0.172-mRNA-1_1&gene=genemark-LQMS01002372.1-processed-gene-0.172&CDS=1-1635
2756	OG0002756	YNL125C	maker-LQMS01002285.1-snap-gene-0.65-mRNA-1_1&gene=maker-LQMS01002285.1-snap-gene-0.65&CDS=1-3711
2757	OG0002757	YNL126W	genemark-LQMS01002355.1-processed-gene-0.92-mRNA-1_1&gene=genemark-LQMS01002355.1-processed-gene-0.92&CDS=1-2325
2758	OG0002758	YNL127W	genemark-LQMS01002333.1-processed-gene-0.45-mRNA-1_1&gene=genemark-LQMS01002333.1-processed-gene-0.45&CDS=1-2937
2759	OG0002759	YNL128W	genemark-LQMS01002306.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQMS01002306.1-processed-gene-0.33&CDS=1-708
2760	OG0002760	YNL129W	genemark-LQMS01002372.1-processed-gene-0.166-mRNA-1_1&gene=genemark-LQMS01002372.1-processed-gene-0.166&CDS=1-720
2761	OG0002761	YNL131W	genemark-LQMS01002333.1-processed-gene-0.44-mRNA-1_1&gene=genemark-LQMS01002333.1-processed-gene-0.44&CDS=1-429
2762	OG0002762	YNL132W	genemark-LQMS01002372.1-processed-gene-0.118-mRNA-1_1&gene=genemark-LQMS01002372.1-processed-gene-0.118&CDS=1-3162
2763	OG0002763	YNL137C	snap_masked-LQMS01002372.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-LQMS01002372.1-processed-gene-0.81&CDS=1-1386
2764	OG0002764	YNL138W	genemark-LQMS01002372.1-processed-gene-0.168-mRNA-1_1&gene=genemark-LQMS01002372.1-processed-gene-0.168&CDS=1-1569
2765	OG0002765	YNL139C	snap_masked-LQMS01002184.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-LQMS01002184.1-processed-gene-0.12&CDS=1-4986
2766	OG0002766	YNL142W	genemark-LQMS01002321.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQMS01002321.1-processed-gene-0.39&CDS=1-1488
2767	OG0002767	YNL149C	genemark-LQMS01002355.1-processed-gene-0.49-mRNA-1_1&gene=genemark-LQMS01002355.1-processed-gene-0.49&CDS=1-375
2768	OG0002768	YNL151C	genemark-LQMS01002355.1-processed-gene-0.75-mRNA-1_1&gene=genemark-LQMS01002355.1-processed-gene-0.75&CDS=1-702
2769	OG0002769	YNL152W	genemark-LQMS01002355.1-processed-gene-0.51-mRNA-1_1&gene=genemark-LQMS01002355.1-processed-gene-0.51&CDS=1-1575
2770	OG0002770	YNL153C	genemark-LQMS01002309.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQMS01002309.1-processed-gene-0.26&CDS=1-390
2771	OG0002771	YNL155W	genemark-LQMS01002301.1-processed-gene-0.74-mRNA-1_1&gene=genemark-LQMS01002301.1-processed-gene-0.74&CDS=1-837
2772	OG0002772	YNL161W	genemark-LQMS01002334.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMS01002334.1-processed-gene-0.6&CDS=1-2154
2773	OG0002773	YNL163C	genemark-LQMS01002264.1-processed-gene-0.44-mRNA-1_1&gene=genemark-LQMS01002264.1-processed-gene-0.44&CDS=1-3099
2774	OG0002774	YNL164C	genemark-LQMS01002264.1-processed-gene-0.45-mRNA-1_1&gene=genemark-LQMS01002264.1-processed-gene-0.45&CDS=1-1317
2775	OG0002775	YNL167C	genemark-LQMS01002126.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMS01002126.1-processed-gene-0.3&CDS=1-1677
2776	OG0002776	YNL168C	genemark-LQMS01002352.1-processed-gene-0.108-mRNA-1_1&gene=genemark-LQMS01002352.1-processed-gene-0.108&CDS=1-693
2777	OG0002777	YNL169C	augustus_masked-LQMS01002370.1-processed-gene-0.227-mRNA-1_1&gene=augustus_masked-LQMS01002370.1-processed-gene-0.227&CDS=1-7305
2778	OG0002778	YNL175C	genemark-LQMS01002331.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQMS01002331.1-processed-gene-0.73&CDS=1-1161
2779	OG0002779	YNL177C	genemark-LQMS01002379.1-processed-gene-0.103-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-0.103&CDS=1-858
2780	OG0002780	YNL178W	genemark-LQMS01002279.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMS01002279.1-processed-gene-0.14&CDS=1-741
2781	OG0002781	YNL181W	genemark-LQMS01002258.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQMS01002258.1-processed-gene-0.17&CDS=1-1338
2782	OG0002782	YNL182C	genemark-LQMS01002193.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQMS01002193.1-processed-gene-0.24&CDS=1-1407
2783	OG0002783	YNL183C	genemark-LQMS01002258.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMS01002258.1-processed-gene-0.10&CDS=1-2559
2784	OG0002784	YNL185C	genemark-LQMS01002258.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMS01002258.1-processed-gene-0.6&CDS=1-429
2785	OG0002785	YNL186W	genemark-LQMS01002379.1-processed-gene-0.83-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-0.83&CDS=1-2166
2786	OG0002786	YNL189W	genemark-LQMS01002269.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQMS01002269.1-processed-gene-0.32&CDS=1-1638
2787	OG0002787	YNL191W	genemark-LQMS01002307.1-processed-gene-0.52-mRNA-1_1&gene=genemark-LQMS01002307.1-processed-gene-0.52&CDS=1-1068
2788	OG0002788	YNL193W	snap_masked-LQMS01002328.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-LQMS01002328.1-processed-gene-0.43&CDS=1-1590
2789	OG0002789	YNL200C	genemark-LQMS01002370.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQMS01002370.1-processed-gene-0.17&CDS=1-753
2790	OG0002790	YNL201C	genemark-LQMS01002370.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMS01002370.1-processed-gene-0.14&CDS=1-2613
2791	OG0002791	YNL206C	genemark-LQMS01002283.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQMS01002283.1-processed-gene-0.42&CDS=1-1320
2792	OG0002792	YNL207W	augustus_masked-LQMS01002305.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-LQMS01002305.1-processed-gene-0.94&CDS=1-1239
2793	OG0002793	YNL211C	snap_masked-LQMS01002283.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-LQMS01002283.1-processed-gene-0.23&CDS=1-243
2794	OG0002794	YNL212W	genemark-LQMS01002283.1-processed-gene-0.31-mRNA-1_1&gene=genemark-LQMS01002283.1-processed-gene-0.31&CDS=1-2430
2795	OG0002795	YNL213C	genemark-LQMS01002105.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMS01002105.1-processed-gene-0.7&CDS=1-657
2796	OG0002796	YNL216W	genemark-LQMS01002377.1-processed-gene-1.35-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-1.35&CDS=1-1662
2797	OG0002797	YNL217W	genemark-LQMS01002347.1-processed-gene-0.126-mRNA-1_1&gene=genemark-LQMS01002347.1-processed-gene-0.126&CDS=1-1095
2798	OG0002798	YNL218W	genemark-LQMS01002378.1-processed-gene-1.73-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-1.73&CDS=1-2103
2799	OG0002799	YNL219C	augustus_masked-LQMS01002292.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-LQMS01002292.1-processed-gene-0.53&CDS=1-1692
2800	OG0002800	YNL220W	snap_masked-LQMS01002380.1-processed-gene-2.120-mRNA-1_1&gene=snap_masked-LQMS01002380.1-processed-gene-2.120&CDS=1-1284
2801	OG0002801	YNL222W	maker-LQMS01002354.1-augustus-gene-0.164-mRNA-1_1&gene=maker-LQMS01002354.1-augustus-gene-0.164&CDS=1-2871
2802	OG0002802	YNL223W	genemark-LQMS01002354.1-processed-gene-0.54-mRNA-1_1&gene=genemark-LQMS01002354.1-processed-gene-0.54&CDS=1-1224
2803	OG0002803	YNL224C	genemark-LQMS01002354.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQMS01002354.1-processed-gene-0.25&CDS=1-2100
2804	OG0002804	YNL227C	genemark-LQMS01002354.1-processed-gene-0.55-mRNA-1_1&gene=genemark-LQMS01002354.1-processed-gene-0.55&CDS=1-1614
2805	OG0002805	YNL229C	genemark-LQMS01002357.1-processed-gene-0.113-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.113&CDS=1-933
