	OrthologID	Metschnikowia_kamakouana	Saccharomyces_cerevisiae
2679	OG0002679	snap_masked-kam_s4-processed-gene-5.210-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.210&CDS=1-1356	YJR117W
2680	OG0002680	snap_masked-kam_s4-processed-gene-5.181-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.181&CDS=1-1995	YLL007C
2681	OG0002681	augustus_masked-kam_s4-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-kam_s4-processed-gene-5.98&CDS=1-2736	YLL008W
2682	OG0002682	snap_masked-kam_s44-processed-gene-0.1-mRNA-1_1&gene=snap_masked-kam_s44-processed-gene-0.1&CDS=1-867	YJR116W
2683	OG0002683	snap_masked-kam_s44-processed-gene-0.3-mRNA-1_1&gene=snap_masked-kam_s44-processed-gene-0.3&CDS=1-1512	YER021W
2684	OG0002684	snap_masked-kam_s45-processed-gene-0.19-mRNA-1_1&gene=snap_masked-kam_s45-processed-gene-0.19&CDS=1-1791	YKL062W
2685	OG0002685	snap_masked-kam_s45-processed-gene-0.25-mRNA-1_1&gene=snap_masked-kam_s45-processed-gene-0.25&CDS=1-453	YBL059W
2686	OG0002686	snap_masked-kam_s45-processed-gene-0.27-mRNA-1_1&gene=snap_masked-kam_s45-processed-gene-0.27&CDS=1-1356	YMR033W
2687	OG0002687	snap_masked-kam_s47-processed-gene-0.58-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.58&CDS=1-3078	YDR430C
2688	OG0002688	snap_masked-kam_s47-processed-gene-0.72-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.72&CDS=1-210	YML009C
2689	OG0002689	snap_masked-kam_s47-processed-gene-0.59-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.59&CDS=1-636	YML012W
2690	OG0002690	snap_masked-kam_s47-processed-gene-0.61-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.61&CDS=1-2592	YML020W
2691	OG0002691	snap_masked-kam_s47-processed-gene-0.62-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.62&CDS=1-3495	YDR440W
2692	OG0002692	snap_masked-kam_s47-processed-gene-0.76-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.76&CDS=1-1167	YML021C
2693	OG0002693	snap_masked-kam_s47-processed-gene-0.77-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.77&CDS=1-1077	YML019W
2694	OG0002694	snap_masked-kam_s47-processed-gene-0.78-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.78&CDS=1-1209	YML018C
2695	OG0002695	snap_masked-kam_s47-processed-gene-0.79-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.79&CDS=1-1035	YCR019W
2696	OG0002696	snap_masked-kam_s47-processed-gene-0.80-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.80&CDS=1-2211	YDR517W
2697	OG0002697	snap_masked-kam_s47-processed-gene-0.66-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.66&CDS=1-495	YBR282W
2698	OG0002698	snap_masked-kam_s47-processed-gene-0.67-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.67&CDS=1-720	YJL065C
2699	OG0002699	snap_masked-kam_s47-processed-gene-0.82-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.82&CDS=1-3432	YKL033W
2700	OG0002700	snap_masked-kam_s47-processed-gene-0.83-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.83&CDS=1-1635	YOR037W
2701	OG0002701	snap_masked-kam_s47-processed-gene-0.69-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.69&CDS=1-558	YMR150C
2702	OG0002702	snap_masked-kam_s47-processed-gene-0.84-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.84&CDS=1-780	YMR149W
2703	OG0002703	snap_masked-kam_s47-processed-gene-0.70-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.70&CDS=1-501	YJR118C
2704	OG0002704	snap_masked-kam_s47-processed-gene-0.86-mRNA-1_1&gene=snap_masked-kam_s47-processed-gene-0.86&CDS=1-1719	YER022W
2705	OG0002705	snap_masked-kam_s52-processed-gene-0.14-mRNA-1_1&gene=snap_masked-kam_s52-processed-gene-0.14&CDS=1-828	YLR290C
2706	OG0002706	snap_masked-kam_s52-processed-gene-0.17-mRNA-1_1&gene=snap_masked-kam_s52-processed-gene-0.17&CDS=1-2766	YGL167C
2707	OG0002707	snap_masked-kam_s52-processed-gene-0.18-mRNA-1_1&gene=snap_masked-kam_s52-processed-gene-0.18&CDS=1-2883	YLL031C
2708	OG0002708	genemark-kam_s52-processed-gene-0.31-mRNA-1_1&gene=genemark-kam_s52-processed-gene-0.31&CDS=1-2229	YHR205W
2709	OG0002709	snap_masked-kam_s52-processed-gene-0.15-mRNA-1_1&gene=snap_masked-kam_s52-processed-gene-0.15&CDS=1-759	YMR193W
2710	OG0002710	snap_masked-kam_s58-processed-gene-0.3-mRNA-1_1&gene=snap_masked-kam_s58-processed-gene-0.3&CDS=1-750	YMR234W
2711	OG0002711	snap_masked-kam_s58-processed-gene-0.5-mRNA-1_1&gene=snap_masked-kam_s58-processed-gene-0.5&CDS=1-1725	YMR001C
2712	OG0002712	genemark-kam_s58-processed-gene-0.27-mRNA-1_1&gene=genemark-kam_s58-processed-gene-0.27&CDS=1-360	YOL005C
2713	OG0002713	snap_masked-kam_s58-processed-gene-0.6-mRNA-1_1&gene=snap_masked-kam_s58-processed-gene-0.6&CDS=1-4386	YOL004W
2714	OG0002714	snap_masked-kam_s58-processed-gene-0.9-mRNA-1_1&gene=snap_masked-kam_s58-processed-gene-0.9&CDS=1-3819	YOR296W
2715	OG0002715	snap_masked-kam_s58-processed-gene-0.11-mRNA-1_1&gene=snap_masked-kam_s58-processed-gene-0.11&CDS=1-600	YOR294W
2716	OG0002716	snap_masked-kam_s58-processed-gene-0.12-mRNA-1_1&gene=snap_masked-kam_s58-processed-gene-0.12&CDS=1-1938	YAL048C
2717	OG0002717	snap_masked-kam_s58-processed-gene-0.7-mRNA-1_1&gene=snap_masked-kam_s58-processed-gene-0.7&CDS=1-360	YAL046C
2718	OG0002718	snap_masked-kam_s59-processed-gene-0.134-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.134&CDS=1-3843	YPL110C
2719	OG0002719	snap_masked-kam_s59-processed-gene-0.135-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.135&CDS=1-945	YPL111W
2720	OG0002720	snap_masked-kam_s59-processed-gene-0.104-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.104&CDS=1-2280	YML035C
2721	OG0002721	snap_masked-kam_s59-processed-gene-0.106-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.106&CDS=1-4458	YIR006C
2722	OG0002722	snap_masked-kam_s59-processed-gene-0.108-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.108&CDS=1-3090	YHR098C
2723	OG0002723	augustus_masked-kam_s59-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-kam_s59-processed-gene-0.33&CDS=1-2106	YOR035C
2724	OG0002724	snap_masked-kam_s59-processed-gene-0.109-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.109&CDS=1-711	YHR090C
2725	OG0002725	snap_masked-kam_s59-processed-gene-0.142-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.142&CDS=1-294	YHR051W
2726	OG0002726	snap_masked-kam_s59-processed-gene-0.113-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.113&CDS=1-1047	YDR322W
2727	OG0002727	snap_masked-kam_s59-processed-gene-0.114-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.114&CDS=1-3201	YHR077C
2728	OG0002728	snap_masked-kam_s59-processed-gene-0.143-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.143&CDS=1-1188	YHR076W
2729	OG0002729	snap_masked-kam_s59-processed-gene-0.115-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.115&CDS=1-267	YDR322C-A
2730	OG0002730	augustus_masked-kam_s59-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-kam_s59-processed-gene-0.11&CDS=1-1938	YDR323C
2731	OG0002731	snap_masked-kam_s59-processed-gene-0.146-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.146&CDS=1-2112	YLR103C
2732	OG0002732	snap_masked-kam_s59-processed-gene-0.147-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.147&CDS=1-1704	YLR149C
2733	OG0002733	snap_masked-kam_s59-processed-gene-0.118-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.118&CDS=1-1470	YGL112C
2734	OG0002734	snap_masked-kam_s59-processed-gene-0.148-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.148&CDS=1-2433	YGL113W
2735	OG0002735	snap_masked-kam_s59-processed-gene-0.149-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.149&CDS=1-384	YLR104W
2736	OG0002736	snap_masked-kam_s59-processed-gene-0.151-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.151&CDS=1-1239	YER019W
2737	OG0002737	maker-kam_s59-augustus-gene-0.101-mRNA-1_1&gene=maker-kam_s59-augustus-gene-0.101&CDS=1-1179	YLR100W
2738	OG0002738	snap_masked-kam_s59-processed-gene-0.152-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.152&CDS=1-4167	YDR128W
2739	OG0002739	snap_masked-kam_s59-processed-gene-0.125-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.125&CDS=1-642	YDR167W
2740	OG0002740	maker-kam_s59-augustus-gene-0.102-mRNA-1_1&gene=maker-kam_s59-augustus-gene-0.102&CDS=1-5280	YMR308C
2741	OG0002741	augustus_masked-kam_s59-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-kam_s59-processed-gene-0.22&CDS=1-2553	YNL325C
2742	OG0002742	genemark-kam_s59-processed-gene-0.74-mRNA-1_1&gene=genemark-kam_s59-processed-gene-0.74&CDS=1-696	YKL117W
2743	OG0002743	snap_masked-kam_s59-processed-gene-0.129-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.129&CDS=1-1323	YHL004W
2744	OG0002744	maker-kam_s59-augustus-gene-0.103-mRNA-1_1&gene=maker-kam_s59-augustus-gene-0.103&CDS=1-1557	YHL002W
2745	OG0002745	snap_masked-kam_s59-processed-gene-0.157-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.157&CDS=1-798	YKL007W
2746	OG0002746	snap_masked-kam_s59-processed-gene-0.158-mRNA-1_1&gene=snap_masked-kam_s59-processed-gene-0.158&CDS=1-4599	YKL010C
2747	OG0002747	snap_masked-kam_s6-processed-gene-0.5-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.5&CDS=1-1674	YOR386W
2748	OG0002748	snap_masked-kam_s6-processed-gene-0.6-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.6&CDS=1-1149	YLR403W
2749	OG0002749	genemark-kam_s6-processed-gene-0.88-mRNA-1_1&gene=genemark-kam_s6-processed-gene-0.88&CDS=1-1629	YLR133W
2750	OG0002750	maker-kam_s6-augustus-gene-0.0-mRNA-1_1&gene=maker-kam_s6-augustus-gene-0.0&CDS=1-3759	YDR142C
2751	OG0002751	snap_masked-kam_s6-processed-gene-0.15-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.15&CDS=1-372	YFR033C
2752	OG0002752	snap_masked-kam_s6-processed-gene-0.18-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.18&CDS=1-4899	YLL048C
2753	OG0002753	snap_masked-kam_s6-processed-gene-0.35-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.35&CDS=1-1059	YMR166C
2754	OG0002754	snap_masked-kam_s6-processed-gene-0.20-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.20&CDS=1-1248	YDL104C
2755	OG0002755	snap_masked-kam_s6-processed-gene-0.36-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.36&CDS=1-1029	YDL105W
2756	OG0002756	snap_masked-kam_s6-processed-gene-0.21-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.21&CDS=1-2109	YMR167W
2757	OG0002757	augustus_masked-kam_s6-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-0.60&CDS=1-2820	YGR198W
2758	OG0002758	snap_masked-kam_s6-processed-gene-0.23-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.23&CDS=1-609	YJR014W
2759	OG0002759	maker-kam_s6-augustus-gene-0.2-mRNA-1_1&gene=maker-kam_s6-augustus-gene-0.2&CDS=1-2208	YGL141W
2760	OG0002760	snap_masked-kam_s6-processed-gene-0.41-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.41&CDS=1-927	YDL236W
2761	OG0002761	snap_masked-kam_s6-processed-gene-0.42-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.42&CDS=1-426	YBR167C
2762	OG0002762	genemark-kam_s6-processed-gene-0.123-mRNA-1_1&gene=genemark-kam_s6-processed-gene-0.123&CDS=1-585	YLR009W
2763	OG0002763	snap_masked-kam_s6-processed-gene-0.25-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.25&CDS=1-462	YLR008C
2764	OG0002764	augustus_masked-kam_s6-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-0.81&CDS=1-423	YGR203W
2765	OG0002765	snap_masked-kam_s6-processed-gene-0.27-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-0.27&CDS=1-1284	YGR202C
2766	OG0002766	snap_masked-kam_s6-processed-gene-1.87-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.87&CDS=1-1251	YLL006W
2767	OG0002767	snap_masked-kam_s6-processed-gene-1.90-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.90&CDS=1-759	YGR262C
2768	OG0002768	snap_masked-kam_s6-processed-gene-1.88-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.88&CDS=1-2553	YGL227W
2769	OG0002769	snap_masked-kam_s6-processed-gene-1.92-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.92&CDS=1-870	YGR062C
2770	OG0002770	snap_masked-kam_s6-processed-gene-1.89-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.89&CDS=1-336	YGR063C
2771	OG0002771	maker-kam_s6-augustus-gene-1.135-mRNA-1_1&gene=maker-kam_s6-augustus-gene-1.135&CDS=1-5520	YGR270W
2772	OG0002772	snap_masked-kam_s6-processed-gene-1.115-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.115&CDS=1-753	YGR172C
2773	OG0002773	augustus_masked-kam_s6-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-1.7&CDS=1-4890	YGR170W
2774	OG0002774	snap_masked-kam_s6-processed-gene-1.116-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.116&CDS=1-2244	YGR264C
2775	OG0002775	genemark-kam_s6-processed-gene-1.50-mRNA-1_1&gene=genemark-kam_s6-processed-gene-1.50&CDS=1-1413	YMR293C
2776	OG0002776	snap_masked-kam_s6-processed-gene-1.117-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.117&CDS=1-828	YGR267C
2777	OG0002777	snap_masked-kam_s6-processed-gene-1.118-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.118&CDS=1-3573	YDR293C
2778	OG0002778	snap_masked-kam_s6-processed-gene-1.119-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.119&CDS=1-1407	YJR006W
2779	OG0002779	snap_masked-kam_s6-processed-gene-1.120-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.120&CDS=1-2859	YLR014C
2780	OG0002780	snap_masked-kam_s6-processed-gene-1.121-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.121&CDS=1-2070	YGR266W
2781	OG0002781	genemark-kam_s6-processed-gene-1.52-mRNA-1_1&gene=genemark-kam_s6-processed-gene-1.52&CDS=1-2142	YGR237C
2782	OG0002782	snap_masked-kam_s6-processed-gene-1.99-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.99&CDS=1-1503	YLR015W
2783	OG0002783	genemark-kam_s6-processed-gene-1.77-mRNA-1_1&gene=genemark-kam_s6-processed-gene-1.77&CDS=1-432	YMR292W
2784	OG0002784	snap_masked-kam_s6-processed-gene-1.104-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.104&CDS=1-735	YGR268C
2785	OG0002785	snap_masked-kam_s6-processed-gene-1.125-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.125&CDS=1-1770	YHR037W
2786	OG0002786	snap_masked-kam_s6-processed-gene-1.105-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.105&CDS=1-672	YGR271C-A
2787	OG0002787	snap_masked-kam_s6-processed-gene-1.106-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.106&CDS=1-1728	YMR290C
2788	OG0002788	snap_masked-kam_s6-processed-gene-1.107-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.107&CDS=1-471	YJL011C
2789	OG0002789	snap_masked-kam_s6-processed-gene-1.108-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.108&CDS=1-306	YNL086W
2790	OG0002790	augustus_masked-kam_s6-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-1.38&CDS=1-3189	YOR085W
2791	OG0002791	snap_masked-kam_s6-processed-gene-1.112-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-1.112&CDS=1-1554	YDL106C
2792	OG0002792	genemark-kam_s6-processed-gene-1.66-mRNA-1_1&gene=genemark-kam_s6-processed-gene-1.66&CDS=1-1059	YDL107W
2793	OG0002793	genemark-kam_s6-processed-gene-1.86-mRNA-1_1&gene=genemark-kam_s6-processed-gene-1.86&CDS=1-2487	YER157W
2794	OG0002794	genemark-kam_s6-processed-gene-2.62-mRNA-1_1&gene=genemark-kam_s6-processed-gene-2.62&CDS=1-1758	YIL150C
2795	OG0002795	snap_masked-kam_s6-processed-gene-2.2-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.2&CDS=1-1008	YER156C
2796	OG0002796	snap_masked-kam_s6-processed-gene-2.3-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.3&CDS=1-1002	YGL225W
2797	OG0002797	snap_masked-kam_s6-processed-gene-2.4-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.4&CDS=1-2955	YGL238W
2798	OG0002798	snap_masked-kam_s6-processed-gene-2.7-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.7&CDS=1-726	YGL237C
2799	OG0002799	snap_masked-kam_s6-processed-gene-2.30-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.30&CDS=1-846	YLR003C
2800	OG0002800	snap_masked-kam_s6-processed-gene-2.8-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.8&CDS=1-2031	YGL236C
2801	OG0002801	snap_masked-kam_s6-processed-gene-2.32-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.32&CDS=1-711	YFR027W
2802	OG0002802	snap_masked-kam_s6-processed-gene-2.10-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.10&CDS=1-894	YFR047C
2803	OG0002803	snap_masked-kam_s6-processed-gene-2.35-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.35&CDS=1-2271	YJL101C
2804	OG0002804	snap_masked-kam_s6-processed-gene-2.36-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.36&CDS=1-2379	YGL234W
2805	OG0002805	snap_masked-kam_s6-processed-gene-2.37-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.37&CDS=1-1101	YMR024W
2806	OG0002806	genemark-kam_s6-processed-gene-2.73-mRNA-1_1&gene=genemark-kam_s6-processed-gene-2.73&CDS=1-1281	YDR354W
2807	OG0002807	snap_masked-kam_s6-processed-gene-2.38-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.38&CDS=1-1272	YDR414C
2808	OG0002808	snap_masked-kam_s6-processed-gene-2.39-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.39&CDS=1-753	YDR412W
2809	OG0002809	snap_masked-kam_s6-processed-gene-2.13-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.13&CDS=1-558	YHR081W
2810	OG0002810	snap_masked-kam_s6-processed-gene-2.40-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.40&CDS=1-3417	YHR079C
2811	OG0002811	snap_masked-kam_s6-processed-gene-2.14-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.14&CDS=1-1212	YDR329C
2812	OG0002812	snap_masked-kam_s6-processed-gene-2.15-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.15&CDS=1-495	YDR328C
2813	OG0002813	snap_masked-kam_s6-processed-gene-2.43-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.43&CDS=1-1407	YDR330W
2814	OG0002814	maker-kam_s6-augustus-gene-2.58-mRNA-1_1&gene=maker-kam_s6-augustus-gene-2.58&CDS=1-3576	YPL162C
2815	OG0002815	snap_masked-kam_s6-processed-gene-2.21-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.21&CDS=1-3480	YDR027C
2816	OG0002816	snap_masked-kam_s6-processed-gene-2.44-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.44&CDS=1-1203	YPR118W
2817	OG0002817	snap_masked-kam_s6-processed-gene-2.45-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.45&CDS=1-1362	YMR026C
2818	OG0002818	snap_masked-kam_s6-processed-gene-2.23-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.23&CDS=1-1308	YIL033C
2819	OG0002819	snap_masked-kam_s6-processed-gene-2.24-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.24&CDS=1-435	YER044C
2820	OG0002820	augustus_masked-kam_s6-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-2.159&CDS=1-6420	YNL014W
2821	OG0002821	augustus_masked-kam_s6-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-2.162&CDS=1-1284	YCR047C
2822	OG0002822	snap_masked-kam_s6-processed-gene-2.28-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.28&CDS=1-657	YCR051W
2823	OG0002823	snap_masked-kam_s6-processed-gene-2.29-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-2.29&CDS=1-1044	YNR021W
2824	OG0002824	snap_masked-kam_s6-processed-gene-3.101-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.101&CDS=1-999	YHR040W
2825	OG0002825	snap_masked-kam_s6-processed-gene-3.102-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.102&CDS=1-672	YOR319W
2826	OG0002826	snap_masked-kam_s6-processed-gene-3.103-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.103&CDS=1-1428	YNR023W
2827	OG0002827	snap_masked-kam_s6-processed-gene-3.110-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.110&CDS=1-771	YNL312W
2828	OG0002828	snap_masked-kam_s6-processed-gene-3.127-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.127&CDS=1-5058	YLR247C
2829	OG0002829	snap_masked-kam_s6-processed-gene-3.111-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.111&CDS=1-723	YNL010W
2830	OG0002830	snap_masked-kam_s6-processed-gene-3.130-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.130&CDS=1-300	YGL070C
2831	OG0002831	snap_masked-kam_s6-processed-gene-3.112-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.112&CDS=1-513	YGL068W
2832	OG0002832	snap_masked-kam_s6-processed-gene-3.113-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.113&CDS=1-738	YKL206C
2833	OG0002833	snap_masked-kam_s6-processed-gene-3.132-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.132&CDS=1-1569	YDL178W
2834	OG0002834	snap_masked-kam_s6-processed-gene-3.133-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.133&CDS=1-444	YDL177C
2835	OG0002835	snap_masked-kam_s6-processed-gene-3.116-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.116&CDS=1-393	YKL170W
2836	OG0002836	augustus_masked-kam_s6-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-3.68&CDS=1-5142	YIL078W
2837	OG0002837	snap_masked-kam_s6-processed-gene-3.134-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.134&CDS=1-618	YOR021C
2838	OG0002838	snap_masked-kam_s6-processed-gene-3.120-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.120&CDS=1-681	YDR408C
2839	OG0002839	snap_masked-kam_s6-processed-gene-3.138-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.138&CDS=1-1095	YOR136W
2840	OG0002840	genemark-kam_s6-processed-gene-3.38-mRNA-1_1&gene=genemark-kam_s6-processed-gene-3.38&CDS=1-1134	YDL168W
2841	OG0002841	snap_masked-kam_s6-processed-gene-3.141-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.141&CDS=1-807	YOR157C
2842	OG0002842	snap_masked-kam_s6-processed-gene-3.121-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.121&CDS=1-3960	YDR407C
2843	OG0002843	snap_masked-kam_s6-processed-gene-3.142-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.142&CDS=1-315	YMR244C-A
2844	OG0002844	snap_masked-kam_s6-processed-gene-3.122-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.122&CDS=1-1137	YDR321W
2845	OG0002845	snap_masked-kam_s6-processed-gene-3.143-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.143&CDS=1-2094	YOR317W
2846	OG0002846	snap_masked-kam_s6-processed-gene-3.145-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.145&CDS=1-1911	YMR108W
2847	OG0002847	snap_masked-kam_s6-processed-gene-3.147-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.147&CDS=1-1128	YDR282C
2848	OG0002848	augustus_masked-kam_s6-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-kam_s6-processed-gene-3.73&CDS=1-2049	YKL104C
2849	OG0002849	genemark-kam_s6-processed-gene-3.47-mRNA-1_1&gene=genemark-kam_s6-processed-gene-3.47&CDS=1-219	YIL156W-B
2850	OG0002850	snap_masked-kam_s6-processed-gene-3.126-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.126&CDS=1-1266	YER020W
2851	OG0002851	genemark-kam_s6-processed-gene-3.48-mRNA-1_1&gene=genemark-kam_s6-processed-gene-3.48&CDS=1-1854	YML017W
2852	OG0002852	snap_masked-kam_s6-processed-gene-3.150-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.150&CDS=1-1137	YHR068W
2853	OG0002853	snap_masked-kam_s6-processed-gene-3.152-mRNA-1_1&gene=snap_masked-kam_s6-processed-gene-3.152&CDS=1-1365	YML007W
2854	OG0002854	genemark-kam_s6-processed-gene-4.53-mRNA-1_1&gene=genemark-kam_s6-processed-gene-4.53&CDS=1-2322	YEL053C
