	OrthologID	Saccharomyces_cerevisiae	yHAB164_Kazachstania_aerobia
2949	OG0002949	YML105C	genemark-scf7180000020213-processed-gene-1.130-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.130&CDS=1-837
2950	OG0002950	YML106W	genemark-scf7180000020213-processed-gene-1.166-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.166&CDS=1-672
2951	OG0002951	YML108W	genemark-scf7180000020213-processed-gene-1.167-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.167&CDS=1-336
2952	OG0002952	YML109W	genemark-scf7180000020213-processed-gene-1.168-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.168&CDS=1-3384
2953	OG0002953	YML110C	genemark-scf7180000020213-processed-gene-1.131-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.131&CDS=1-891
2954	OG0002954	YML112W	snap_masked-scf7180000020213-processed-gene-1.266-mRNA-1_1&gene=snap_masked-scf7180000020213-processed-gene-1.266&CDS=1-1791
2955	OG0002955	YML114C	augustus_masked-scf7180000020213-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-scf7180000020213-processed-gene-1.36&CDS=1-2055
2956	OG0002956	YML115C	genemark-scf7180000020213-processed-gene-1.133-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.133&CDS=1-1587
2957	OG0002957	YML117W	snap_masked-scf7180000020213-processed-gene-1.268-mRNA-1_1&gene=snap_masked-scf7180000020213-processed-gene-1.268&CDS=1-3198
2958	OG0002958	YML119W	augustus_masked-scf7180000020213-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-scf7180000020213-processed-gene-1.80&CDS=1-1305
2959	OG0002959	YML120C	genemark-scf7180000020213-processed-gene-1.135-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.135&CDS=1-1611
2960	OG0002960	YML121W	genemark-scf7180000020213-processed-gene-1.175-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.175&CDS=1-918
2961	OG0002961	YML123C	genemark-scf7180000020213-processed-gene-1.136-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.136&CDS=1-1851
2962	OG0002962	YML125C	genemark-scf7180000020213-processed-gene-1.138-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.138&CDS=1-960
2963	OG0002963	YML126C	snap_masked-scf7180000020127-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000020127-processed-gene-0.28&CDS=1-1362
2964	OG0002964	YML127W	genemark-scf7180000020213-processed-gene-1.176-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.176&CDS=1-1782
2965	OG0002965	YML128C	genemark-scf7180000020213-processed-gene-1.139-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.139&CDS=1-1566
2966	OG0002966	YML129C	snap_masked-scf7180000020213-processed-gene-1.232-mRNA-1_1&gene=snap_masked-scf7180000020213-processed-gene-1.232&CDS=1-189
2967	OG0002967	YML130C	genemark-scf7180000020213-processed-gene-1.142-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.142&CDS=1-1779
2968	OG0002968	YML131W	genemark-scf7180000020230-processed-gene-0.136-mRNA-1_1&gene=genemark-scf7180000020230-processed-gene-0.136&CDS=1-1104
2969	OG0002969	YMR001C	genemark-scf7180000020166-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000020166-processed-gene-0.75&CDS=1-2094
2970	OG0002970	YMR003W	augustus_masked-scf7180000020134-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-scf7180000020134-processed-gene-0.123&CDS=1-873
2971	OG0002971	YMR004W	snap_masked-scf7180000020186-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000020186-processed-gene-0.23&CDS=1-1626
2972	OG0002972	YMR005W	genemark-scf7180000020134-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000020134-processed-gene-0.73&CDS=1-987
2973	OG0002973	YMR009W	genemark-scf7180000020141-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000020141-processed-gene-0.72&CDS=1-543
2974	OG0002974	YMR010W	genemark-scf7180000019976-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000019976-processed-gene-0.35&CDS=1-1194
2975	OG0002975	YMR012W	genemark-scf7180000020204-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.3&CDS=1-3822
2976	OG0002976	YMR013C	genemark-scf7180000020204-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.29&CDS=1-1689
2977	OG0002977	YMR014W	genemark-scf7180000020204-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.4&CDS=1-1428
2978	OG0002978	YMR015C	genemark-scf7180000020204-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.30&CDS=1-1542
2979	OG0002979	YMR020W	genemark-scf7180000020204-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.5&CDS=1-1500
2980	OG0002980	YMR021C	snap_masked-scf7180000020204-processed-gene-0.84-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.84&CDS=1-1227
2981	OG0002981	YMR022W	genemark-scf7180000020204-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.6&CDS=1-495
2982	OG0002982	YMR023C	genemark-scf7180000020204-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.33&CDS=1-1515
2983	OG0002983	YMR024W	genemark-scf7180000020204-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.7&CDS=1-1155
2984	OG0002984	YMR025W	snap_masked-scf7180000020204-processed-gene-0.63-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.63&CDS=1-816
2985	OG0002985	YMR026C	snap_masked-scf7180000020204-processed-gene-0.86-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.86&CDS=1-1212
2986	OG0002986	YMR027W	genemark-scf7180000020204-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.9&CDS=1-1446
2987	OG0002987	YMR028W	genemark-scf7180000020204-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.10&CDS=1-1131
2988	OG0002988	YMR029C	snap_masked-scf7180000020204-processed-gene-0.88-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.88&CDS=1-1671
2989	OG0002989	YMR031C	augustus_masked-scf7180000020204-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-scf7180000020204-processed-gene-0.143&CDS=1-2367
2990	OG0002990	YMR032W	genemark-scf7180000020204-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.12&CDS=1-1977
2991	OG0002991	YMR033W	genemark-scf7180000020092-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000020092-processed-gene-0.53&CDS=1-1422
2992	OG0002992	YMR034C	snap_masked-scf7180000020204-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.91&CDS=1-1443
2993	OG0002993	YMR035W	genemark-scf7180000020204-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.13&CDS=1-480
2994	OG0002994	YMR036C	genemark-scf7180000020204-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.40&CDS=1-1239
2995	OG0002995	YMR039C	snap_masked-scf7180000020204-processed-gene-0.94-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.94&CDS=1-897
2996	OG0002996	YMR042W	genemark-scf7180000020204-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.14&CDS=1-618
2997	OG0002997	YMR043W	augustus_masked-scf7180000020092-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000020092-processed-gene-0.4&CDS=1-810
2998	OG0002998	YMR044W	genemark-scf7180000020204-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.15&CDS=1-1416
2999	OG0002999	YMR048W	snap_masked-scf7180000020204-processed-gene-0.70-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.70&CDS=1-1083
3000	OG0003000	YMR049C	maker-scf7180000020092-augustus-gene-0.68-mRNA-1_1&gene=maker-scf7180000020092-augustus-gene-0.68&CDS=1-3075
3001	OG0003001	YMR052W	augustus_masked-scf7180000020167-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000020167-processed-gene-0.25&CDS=1-615
3002	OG0003002	YMR055C	augustus_masked-scf7180000020165-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000020165-processed-gene-0.21&CDS=1-921
3003	OG0003003	YMR056C	genemark-scf7180000020204-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.27&CDS=1-948
3004	OG0003004	YMR058W	genemark-scf7180000020204-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.54&CDS=1-1932
3005	OG0003005	YMR059W	genemark-scf7180000020144-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000020144-processed-gene-0.2&CDS=1-381
3006	OG0003006	YMR060C	augustus_masked-scf7180000020204-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-scf7180000020204-processed-gene-0.131&CDS=1-969
3007	OG0003007	YMR061W	genemark-scf7180000020204-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.53&CDS=1-1983
3008	OG0003008	YMR062C	genemark-scf7180000020204-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.25&CDS=1-1326
3009	OG0003009	YMR063W	augustus_masked-scf7180000020204-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-scf7180000020204-processed-gene-0.157&CDS=1-711
3010	OG0003010	YMR064W	snap_masked-scf7180000020204-processed-gene-0.103-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.103&CDS=1-1464
3011	OG0003011	YMR065W	snap_masked-scf7180000020204-processed-gene-0.102-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.102&CDS=1-1248
3012	OG0003012	YMR066W	snap_masked-scf7180000020204-processed-gene-0.100-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.100&CDS=1-2694
3013	OG0003013	YMR067C	snap_masked-scf7180000020204-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scf7180000020204-processed-gene-0.78&CDS=1-1293
3014	OG0003014	YMR068W	genemark-scf7180000020204-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000020204-processed-gene-0.48&CDS=1-1404
3015	OG0003015	YMR069W	snap_masked-scf7180000020067-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000020067-processed-gene-0.4&CDS=1-858
3016	OG0003016	YMR070W	snap_masked-scf7180000020085-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000020085-processed-gene-0.14&CDS=1-1236
3017	OG0003017	YMR071C	genemark-scf7180000020217-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000020217-processed-gene-0.35&CDS=1-501
3018	OG0003018	YMR072W	snap_masked-scf7180000020217-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scf7180000020217-processed-gene-0.67&CDS=1-558
3019	OG0003019	YMR073C	genemark-scf7180000020217-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020217-processed-gene-0.7&CDS=1-603
3020	OG0003020	YMR074C	genemark-scf7180000020217-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000020217-processed-gene-0.6&CDS=1-438
3021	OG0003021	YMR075W	snap_masked-scf7180000020217-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scf7180000020217-processed-gene-0.97&CDS=1-2271
3022	OG0003022	YMR076C	genemark-scf7180000020217-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000020217-processed-gene-0.5&CDS=1-3873
3023	OG0003023	YMR077C	genemark-scf7180000020188-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000020188-processed-gene-0.48&CDS=1-633
3024	OG0003024	YMR078C	genemark-scf7180000020217-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000020217-processed-gene-0.37&CDS=1-2427
3025	OG0003025	YMR079W	augustus_masked-scf7180000020217-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-scf7180000020217-processed-gene-0.135&CDS=1-879
3026	OG0003026	YMR080C	genemark-scf7180000020217-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000020217-processed-gene-0.40&CDS=1-2916
3027	OG0003027	YMR081C	augustus_masked-scf7180000020217-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-scf7180000020217-processed-gene-0.166&CDS=1-891
3028	OG0003028	YMR083W	genemark-scf7180000020187-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.16&CDS=1-1128
3029	OG0003029	YMR086W	snap_masked-scf7180000020187-processed-gene-0.79-mRNA-1_1&gene=snap_masked-scf7180000020187-processed-gene-0.79&CDS=1-3750
3030	OG0003030	YMR087W	genemark-scf7180000020187-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.18&CDS=1-807
3031	OG0003031	YMR088C	genemark-scf7180000020187-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.43&CDS=1-1785
3032	OG0003032	YMR089C	genemark-scf7180000020187-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.44&CDS=1-2502
3033	OG0003033	YMR090W	genemark-scf7180000020187-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.19&CDS=1-684
3034	OG0003034	YMR092C	snap_masked-scf7180000020187-processed-gene-0.108-mRNA-1_1&gene=snap_masked-scf7180000020187-processed-gene-0.108&CDS=1-3414
3035	OG0003035	YMR093W	genemark-scf7180000020187-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.20&CDS=1-1614
3036	OG0003036	YMR094W	snap_masked-scf7180000020187-processed-gene-0.83-mRNA-1_1&gene=snap_masked-scf7180000020187-processed-gene-0.83&CDS=1-1491
3037	OG0003037	YMR097C	augustus_masked-scf7180000020187-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-scf7180000020187-processed-gene-0.167&CDS=1-1104
3038	OG0003038	YMR098C	snap_masked-scf7180000020187-processed-gene-0.110-mRNA-1_1&gene=snap_masked-scf7180000020187-processed-gene-0.110&CDS=1-2022
3039	OG0003039	YMR099C	genemark-scf7180000020187-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.23&CDS=1-888
3040	OG0003040	YMR100W	maker-scf7180000020187-snap-gene-0.60-mRNA-1_1&gene=maker-scf7180000020187-snap-gene-0.60&CDS=1-1866
3041	OG0003041	YMR101C	genemark-scf7180000020187-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.50&CDS=1-1047
3042	OG0003042	YMR106C	snap_masked-scf7180000020187-processed-gene-0.115-mRNA-1_1&gene=snap_masked-scf7180000020187-processed-gene-0.115&CDS=1-2043
3043	OG0003043	YMR107W	genemark-scf7180000020133-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000020133-processed-gene-0.50&CDS=1-432
3044	OG0003044	YMR108W	genemark-scf7180000020133-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000020133-processed-gene-0.51&CDS=1-2085
3045	OG0003045	YMR109W	genemark-scf7180000020191-processed-gene-0.110-mRNA-1_1&gene=genemark-scf7180000020191-processed-gene-0.110&CDS=1-3762
3046	OG0003046	YMR110C	genemark-scf7180000020133-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000020133-processed-gene-0.59&CDS=1-1605
3047	OG0003047	YMR112C	genemark-scf7180000020133-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000020133-processed-gene-0.60&CDS=1-333
3048	OG0003048	YMR113W	augustus_masked-scf7180000020191-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000020191-processed-gene-0.42&CDS=1-1293
3049	OG0003049	YMR114C	snap_masked-scf7180000020133-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000020133-processed-gene-0.38&CDS=1-1080
3050	OG0003050	YMR115W	augustus_masked-scf7180000020133-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000020133-processed-gene-0.7&CDS=1-1419
3051	OG0003051	YMR116C	maker-scf7180000020133-augustus-gene-0.47-mRNA-1_1&gene=maker-scf7180000020133-augustus-gene-0.47&CDS=1-957
3052	OG0003052	YMR117C	snap_masked-scf7180000020133-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000020133-processed-gene-0.40&CDS=1-750
3053	OG0003053	YMR123W	snap_masked-scf7180000020187-processed-gene-0.88-mRNA-1_1&gene=snap_masked-scf7180000020187-processed-gene-0.88&CDS=1-387
3054	OG0003054	YMR124W	snap_masked-scf7180000020187-processed-gene-0.89-mRNA-1_1&gene=snap_masked-scf7180000020187-processed-gene-0.89&CDS=1-3285
3055	OG0003055	YMR125W	genemark-scf7180000020187-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.27&CDS=1-2634
3056	OG0003056	YMR127C	augustus_masked-scf7180000020187-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-scf7180000020187-processed-gene-0.174&CDS=1-4044
3057	OG0003057	YMR128W	maker-scf7180000020191-augustus-gene-0.59-mRNA-1_1&gene=maker-scf7180000020191-augustus-gene-0.59&CDS=1-5196
3058	OG0003058	YMR129W	genemark-scf7180000020187-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.28&CDS=1-4161
3059	OG0003059	YMR130W	genemark-scf7180000020187-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.29&CDS=1-912
3060	OG0003060	YMR131C	genemark-scf7180000020187-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.56&CDS=1-1533
3061	OG0003061	YMR132C	genemark-scf7180000020187-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.57&CDS=1-645
3062	OG0003062	YMR133W	augustus_masked-scf7180000020187-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-scf7180000020187-processed-gene-0.150&CDS=1-1557
3063	OG0003063	YMR134W	genemark-scf7180000020187-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000020187-processed-gene-0.31&CDS=1-717
3064	OG0003064	YMR135C	snap_masked-scf7180000020187-processed-gene-0.120-mRNA-1_1&gene=snap_masked-scf7180000020187-processed-gene-0.120&CDS=1-1221
3065	OG0003065	YMR137C	augustus_masked-scf7180000020212-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-scf7180000020212-processed-gene-0.122&CDS=1-1806
3066	OG0003066	YMR138W	genemark-scf7180000020212-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000020212-processed-gene-0.3&CDS=1-612
3067	OG0003067	YMR139W	snap_masked-scf7180000020191-processed-gene-0.159-mRNA-1_1&gene=snap_masked-scf7180000020191-processed-gene-0.159&CDS=1-1146
3068	OG0003068	YMR140W	genemark-scf7180000020212-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000020212-processed-gene-0.4&CDS=1-1446
3069	OG0003069	YMR144W	snap_masked-scf7180000020191-processed-gene-0.156-mRNA-1_1&gene=snap_masked-scf7180000020191-processed-gene-0.156&CDS=1-1188
3070	OG0003070	YMR146C	genemark-scf7180000020212-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000020212-processed-gene-0.25&CDS=1-1041
3071	OG0003071	YMR149W	snap_masked-scf7180000020212-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scf7180000020212-processed-gene-0.78&CDS=1-849
3072	OG0003072	YMR150C	genemark-scf7180000020212-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000020212-processed-gene-0.7&CDS=1-516
3073	OG0003073	YMR152W	genemark-scf7180000020210-processed-gene-1.10-mRNA-1_1&gene=genemark-scf7180000020210-processed-gene-1.10&CDS=1-1113
3074	OG0003074	YMR154C	snap_masked-scf7180000020066-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000020066-processed-gene-0.18&CDS=1-2481
3075	OG0003075	YMR155W	genemark-scf7180000020066-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000020066-processed-gene-0.37&CDS=1-1590
3076	OG0003076	YMR156C	augustus_masked-scf7180000020066-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000020066-processed-gene-0.3&CDS=1-1341
3077	OG0003077	YMR158W	augustus_masked-scf7180000020066-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000020066-processed-gene-0.8&CDS=1-396
3078	OG0003078	YMR160W	maker-scf7180000020211-augustus-gene-0.33-mRNA-1_1&gene=maker-scf7180000020211-augustus-gene-0.33&CDS=1-2946
3079	OG0003079	YMR162C	augustus_masked-scf7180000020211-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000020211-processed-gene-0.93&CDS=1-5001
3080	OG0003080	YMR163C	snap_masked-scf7180000020211-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000020211-processed-gene-0.18&CDS=1-1707
3081	OG0003081	YMR164C	augustus_masked-scf7180000020216-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-scf7180000020216-processed-gene-0.160&CDS=1-1347
3082	OG0003082	YMR165C	genemark-scf7180000020211-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-0.65&CDS=1-2325
3083	OG0003083	YMR166C	augustus_masked-scf7180000020211-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-scf7180000020211-processed-gene-0.96&CDS=1-1089
3084	OG0003084	YMR167W	genemark-scf7180000020211-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000020211-processed-gene-0.50&CDS=1-2373
3085	OG0003085	YMR168C	snap_masked-scf7180000020211-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000020211-processed-gene-0.21&CDS=1-1854
3086	OG0003086	YMR171C	snap_masked-scf7180000020211-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000020211-processed-gene-0.23&CDS=1-2112
3087	OG0003087	YMR172W	augustus_masked-scf7180000020228-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000020228-processed-gene-0.15&CDS=1-2700
3088	OG0003088	YMR174C	augustus_masked-scf7180000020228-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000020228-processed-gene-0.33&CDS=1-240
3089	OG0003089	YMR176W	augustus_masked-scf7180000020228-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-scf7180000020228-processed-gene-1.107&CDS=1-4380
3090	OG0003090	YMR177W	genemark-scf7180000020206-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000020206-processed-gene-0.33&CDS=1-1533
