	OrthologID	Metschnikowia_kipukae	Saccharomyces_cerevisiae
2773	OG0002773	snap_masked-kipT_s8-processed-gene-4.101-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.101&CDS=1-1224	YDR394W
2774	OG0002774	snap_masked-kipT_s8-processed-gene-4.123-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.123&CDS=1-1587	YOR149C
2775	OG0002775	snap_masked-kipT_s8-processed-gene-4.124-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.124&CDS=1-1899	YDR398W
2776	OG0002776	snap_masked-kipT_s8-processed-gene-4.102-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.102&CDS=1-669	YIL118W
2777	OG0002777	snap_masked-kipT_s8-processed-gene-4.125-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.125&CDS=1-453	YDR512C
2778	OG0002778	snap_masked-kipT_s8-processed-gene-4.126-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.126&CDS=1-1944	YIR027C
2779	OG0002779	snap_masked-kipT_s8-processed-gene-4.130-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.130&CDS=1-1362	YER122C
2780	OG0002780	snap_masked-kipT_s8-processed-gene-4.131-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.131&CDS=1-1287	YIL022W
2781	OG0002781	snap_masked-kipT_s8-processed-gene-4.132-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.132&CDS=1-1386	YBL098W
2782	OG0002782	snap_masked-kipT_s8-processed-gene-4.134-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.134&CDS=1-3165	YIL031W
2783	OG0002783	augustus_masked-kipT_s8-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-5.1&CDS=1-1068	YOR074C
2784	OG0002784	snap_masked-kipT_s8-processed-gene-5.46-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.46&CDS=1-321	YKR083C
2785	OG0002785	snap_masked-kipT_s8-processed-gene-5.49-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.49&CDS=1-3447	YKR082W
2786	OG0002786	maker-kipT_s8-snap-gene-5.100-mRNA-1_1&gene=maker-kipT_s8-snap-gene-5.100&CDS=1-963	YKR081C
2787	OG0002787	snap_masked-kipT_s8-processed-gene-5.51-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.51&CDS=1-1797	YDL017W
2788	OG0002788	maker-kipT_s8-augustus-gene-5.149-mRNA-1_1&gene=maker-kipT_s8-augustus-gene-5.149&CDS=1-1629	YGR165W
2789	OG0002789	snap_masked-kipT_s8-processed-gene-5.81-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.81&CDS=1-999	YPR110C
2790	OG0002790	genemark-kipT_s8-processed-gene-5.138-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-5.138&CDS=1-4293	YGR090W
2791	OG0002791	snap_masked-kipT_s8-processed-gene-5.54-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.54&CDS=1-2322	YHR072W
2792	OG0002792	snap_masked-kipT_s8-processed-gene-5.56-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.56&CDS=1-861	YNL284C
2793	OG0002793	augustus_masked-kipT_s8-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-5.33&CDS=1-834	YOR060C
2794	OG0002794	snap_masked-kipT_s8-processed-gene-5.57-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.57&CDS=1-984	YOR061W
2795	OG0002795	snap_masked-kipT_s8-processed-gene-5.59-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.59&CDS=1-444	YKR074W
2796	OG0002796	snap_masked-kipT_s8-processed-gene-5.60-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.60&CDS=1-1206	YOL031C
2797	OG0002797	snap_masked-kipT_s8-processed-gene-5.61-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.61&CDS=1-1470	YOL049W
2798	OG0002798	snap_masked-kipT_s8-processed-gene-5.62-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.62&CDS=1-1668	YLL018C
2799	OG0002799	snap_masked-kipT_s8-processed-gene-5.87-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.87&CDS=1-1578	YIL142W
2800	OG0002800	snap_masked-kipT_s8-processed-gene-5.63-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.63&CDS=1-1467	YGL122C
2801	OG0002801	snap_masked-kipT_s8-processed-gene-5.88-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.88&CDS=1-753	YGL123W
2802	OG0002802	snap_masked-kipT_s8-processed-gene-5.66-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.66&CDS=1-1056	YNL234W
2803	OG0002803	snap_masked-kipT_s8-processed-gene-5.67-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.67&CDS=1-3402	YNL233W
2804	OG0002804	snap_masked-kipT_s8-processed-gene-5.68-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.68&CDS=1-861	YNL232W
2805	OG0002805	snap_masked-kipT_s8-processed-gene-5.90-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.90&CDS=1-1041	YNL231C
2806	OG0002806	augustus_masked-kipT_s8-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-5.21&CDS=1-4047	YDR245W
2807	OG0002807	snap_masked-kipT_s8-processed-gene-5.72-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.72&CDS=1-3438	YPL016W
2808	OG0002808	snap_masked-kipT_s8-processed-gene-5.74-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.74&CDS=1-1770	YDR244W
2809	OG0002809	snap_masked-kipT_s8-processed-gene-5.75-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.75&CDS=1-2556	YCL030C
2810	OG0002810	snap_masked-kipT_s8-processed-gene-5.78-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.78&CDS=1-3213	YPL022W
2811	OG0002811	snap_masked-kipT_s8-processed-gene-5.80-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.80&CDS=1-1044	YDL205C
2812	OG0002812	snap_masked-kipT_s8-processed-gene-6.61-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.61&CDS=1-1134	YLR056W
2813	OG0002813	maker-kipT_s8-snap-gene-6.0-mRNA-1_1&gene=maker-kipT_s8-snap-gene-6.0&CDS=1-2160	YPL042C
2814	OG0002814	snap_masked-kipT_s8-processed-gene-6.65-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.65&CDS=1-1224	YMR139W
2815	OG0002815	snap_masked-kipT_s8-processed-gene-5.93-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-5.93&CDS=1-657	YPL041C
2816	OG0002816	snap_masked-kipT_s8-processed-gene-6.66-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.66&CDS=1-1200	YPL028W
2817	OG0002817	snap_masked-kipT_s8-processed-gene-6.72-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.72&CDS=1-540	YDR248C
2818	OG0002818	snap_masked-kipT_s8-processed-gene-6.73-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.73&CDS=1-2049	YPL029W
2819	OG0002819	snap_masked-kipT_s8-processed-gene-6.74-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.74&CDS=1-1533	YOR241W
2820	OG0002820	snap_masked-kipT_s8-processed-gene-6.77-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.77&CDS=1-5715	YPL082C
2821	OG0002821	snap_masked-kipT_s8-processed-gene-6.78-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.78&CDS=1-1080	YBR192W
2822	OG0002822	snap_masked-kipT_s8-processed-gene-6.79-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.79&CDS=1-615	YBR193C
2823	OG0002823	snap_masked-kipT_s8-processed-gene-6.107-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.107&CDS=1-897	YBR187W
2824	OG0002824	genemark-kipT_s8-processed-gene-6.47-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-6.47&CDS=1-1293	YGL065C
2825	OG0002825	snap_masked-kipT_s8-processed-gene-6.108-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.108&CDS=1-2199	YPL207W
2826	OG0002826	snap_masked-kipT_s8-processed-gene-6.84-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.84&CDS=1-1467	YGL066W
2827	OG0002827	snap_masked-kipT_s8-processed-gene-6.109-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.109&CDS=1-957	YPL209C
2828	OG0002828	snap_masked-kipT_s8-processed-gene-6.85-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.85&CDS=1-1719	YDR389W
2829	OG0002829	snap_masked-kipT_s8-processed-gene-6.86-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.86&CDS=1-1128	YOR123C
2830	OG0002830	maker-kipT_s8-snap-gene-6.1-mRNA-1_1&gene=maker-kipT_s8-snap-gene-6.1&CDS=1-3069	YER171W
2831	OG0002831	snap_masked-kipT_s8-processed-gene-6.90-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.90&CDS=1-792	YCR009C
2832	OG0002832	snap_masked-kipT_s8-processed-gene-6.95-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.95&CDS=1-705	YER148W
2833	OG0002833	snap_masked-kipT_s8-processed-gene-6.110-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.110&CDS=1-1659	YBL019W
2834	OG0002834	snap_masked-kipT_s8-processed-gene-6.111-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.111&CDS=1-1428	YLR175W
2835	OG0002835	snap_masked-kipT_s8-processed-gene-6.112-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.112&CDS=1-1500	YCL008C
2836	OG0002836	snap_masked-kipT_s8-processed-gene-6.98-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.98&CDS=1-207	YCL005W-A
2837	OG0002837	maker-kipT_s8-augustus-gene-6.122-mRNA-1_1&gene=maker-kipT_s8-augustus-gene-6.122&CDS=1-3198	YGL078C
2838	OG0002838	genemark-kipT_s8-processed-gene-6.39-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-6.39&CDS=1-1602	YML130C
2839	OG0002839	snap_masked-kipT_s8-processed-gene-6.114-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.114&CDS=1-2499	YML099C
2840	OG0002840	snap_masked-kipT_s8-processed-gene-6.102-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.102&CDS=1-1767	YML070W
2841	OG0002841	snap_masked-kipT_s8-processed-gene-6.115-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.115&CDS=1-1884	YDR034C
2842	OG0002842	snap_masked-kipT_s8-processed-gene-6.104-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.104&CDS=1-1047	YIL110W
2843	OG0002843	snap_masked-kipT_s8-processed-gene-6.117-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-6.117&CDS=1-3693	YDR335W
2844	OG0002844	augustus_masked-kipT_s8-processed-gene-6.177-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-6.177&CDS=1-2661	YHR088W
2845	OG0002845	genemark-kipT_s8-processed-gene-7.7-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-7.7&CDS=1-462	YJR104C
2846	OG0002846	snap_masked-kipT_s8-processed-gene-7.57-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.57&CDS=1-456	YHR105W
2847	OG0002847	snap_masked-kipT_s8-processed-gene-7.58-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.58&CDS=1-960	YDR353W
2848	OG0002848	augustus_masked-kipT_s8-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-7.116&CDS=1-3861	YOR038C
2849	OG0002849	maker-kipT_s8-augustus-gene-7.0-mRNA-1_1&gene=maker-kipT_s8-augustus-gene-7.0&CDS=1-1491	YOR039W
2850	OG0002850	snap_masked-kipT_s8-processed-gene-7.66-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.66&CDS=1-927	YLR209C
2851	OG0002851	snap_masked-kipT_s8-processed-gene-7.84-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.84&CDS=1-903	YLR208W
2852	OG0002852	snap_masked-kipT_s8-processed-gene-7.86-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.86&CDS=1-702	YGR152C
2853	OG0002853	snap_masked-kipT_s8-processed-gene-7.88-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.88&CDS=1-2799	YGL201C
2854	OG0002854	snap_masked-kipT_s8-processed-gene-7.90-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.90&CDS=1-2718	YBL066C
2855	OG0002855	snap_masked-kipT_s8-processed-gene-7.91-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.91&CDS=1-1011	YER095W
2856	OG0002856	snap_masked-kipT_s8-processed-gene-7.69-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.69&CDS=1-2583	YPR135W
2857	OG0002857	snap_masked-kipT_s8-processed-gene-7.70-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.70&CDS=1-576	YPR131C
2858	OG0002858	snap_masked-kipT_s8-processed-gene-7.92-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.92&CDS=1-1944	YIL155C
2859	OG0002859	snap_masked-kipT_s8-processed-gene-7.72-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.72&CDS=1-1602	YML013W
2860	OG0002860	augustus_masked-kipT_s8-processed-gene-7.146-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-7.146&CDS=1-1974	YDL014W
2861	OG0002861	augustus_masked-kipT_s8-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-7.126&CDS=1-444	YBR173C
2862	OG0002862	snap_masked-kipT_s8-processed-gene-7.96-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.96&CDS=1-1989	YOR069W
2863	OG0002863	snap_masked-kipT_s8-processed-gene-7.98-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.98&CDS=1-561	YNL090W
2864	OG0002864	augustus_masked-kipT_s8-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-7.152&CDS=1-3069	YOR087W
2865	OG0002865	snap_masked-kipT_s8-processed-gene-7.77-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.77&CDS=1-936	YHR142W
2866	OG0002866	snap_masked-kipT_s8-processed-gene-7.78-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.78&CDS=1-1821	YBR260C
2867	OG0002867	snap_masked-kipT_s8-processed-gene-7.104-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.104&CDS=1-228	YHR001W-A
2868	OG0002868	snap_masked-kipT_s8-processed-gene-7.80-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.80&CDS=1-507	YNR036C
2869	OG0002869	snap_masked-kipT_s8-processed-gene-7.106-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.106&CDS=1-1023	YNR035C
2870	OG0002870	snap_masked-kipT_s8-processed-gene-7.107-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.107&CDS=1-1761	YJL128C
2871	OG0002871	snap_masked-kipT_s8-processed-gene-7.81-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.81&CDS=1-4605	YPL167C
2872	OG0002872	snap_masked-kipT_s8-processed-gene-7.82-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.82&CDS=1-969	YEL029C
2873	OG0002873	snap_masked-kipT_s8-processed-gene-7.109-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-7.109&CDS=1-1863	YJL100W
2874	OG0002874	snap_masked-kipT_s8-processed-gene-8.55-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.55&CDS=1-2958	YBR281C
2875	OG0002875	snap_masked-kipT_s8-processed-gene-8.56-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.56&CDS=1-1077	YHR085W
2876	OG0002876	snap_masked-kipT_s8-processed-gene-8.59-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.59&CDS=1-720	YHR038W
2877	OG0002877	augustus_masked-kipT_s8-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-8.27&CDS=1-2484	YLR268W
2878	OG0002878	snap_masked-kipT_s8-processed-gene-8.81-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.81&CDS=1-1404	YOR260W
2879	OG0002879	snap_masked-kipT_s8-processed-gene-8.61-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.61&CDS=1-1269	YOR259C
2880	OG0002880	snap_masked-kipT_s8-processed-gene-8.82-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.82&CDS=1-936	YPL173W
2881	OG0002881	snap_masked-kipT_s8-processed-gene-8.83-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.83&CDS=1-609	YOR257W
2882	OG0002882	augustus_masked-kipT_s8-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-8.31&CDS=1-2733	YPL175W
2883	OG0002883	genemark-kipT_s8-processed-gene-8.141-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-8.141&CDS=1-465	YPL170W
2884	OG0002884	snap_masked-kipT_s8-processed-gene-8.63-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.63&CDS=1-522	YOR253W
2885	OG0002885	snap_masked-kipT_s8-processed-gene-8.89-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.89&CDS=1-675	YER004W
2886	OG0002886	snap_masked-kipT_s8-processed-gene-8.66-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.66&CDS=1-648	YPR124W
2887	OG0002887	snap_masked-kipT_s8-processed-gene-8.90-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.90&CDS=1-3315	YPR055W
2888	OG0002888	snap_masked-kipT_s8-processed-gene-8.91-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.91&CDS=1-858	YBR101C
2889	OG0002889	snap_masked-kipT_s8-processed-gene-8.68-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.68&CDS=1-1251	YCR012W
2890	OG0002890	genemark-kipT_s8-processed-gene-8.148-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-8.148&CDS=1-1953	YBR041W
2891	OG0002891	genemark-kipT_s8-processed-gene-8.123-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-8.123&CDS=1-1395	YER141W
2892	OG0002892	snap_masked-kipT_s8-processed-gene-8.93-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.93&CDS=1-1974	YER140W
2893	OG0002893	snap_masked-kipT_s8-processed-gene-8.95-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.95&CDS=1-3630	YOL075C
2894	OG0002894	snap_masked-kipT_s8-processed-gene-8.96-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.96&CDS=1-1662	YFR028C
2895	OG0002895	maker-kipT_s8-snap-gene-8.172-mRNA-1_1&gene=maker-kipT_s8-snap-gene-8.172&CDS=1-777	YDR064W
2896	OG0002896	snap_masked-kipT_s8-processed-gene-8.97-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.97&CDS=1-459	YMR260C
2897	OG0002897	genemark-kipT_s8-processed-gene-8.127-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-8.127&CDS=1-930	YML112W
2898	OG0002898	genemark-kipT_s8-processed-gene-8.128-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-8.128&CDS=1-858	YMR262W
2899	OG0002899	snap_masked-kipT_s8-processed-gene-8.99-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.99&CDS=1-744	YDR050C
2900	OG0002900	maker-kipT_s8-snap-gene-8.176-mRNA-1_1&gene=maker-kipT_s8-snap-gene-8.176&CDS=1-957	YDR051C
2901	OG0002901	snap_masked-kipT_s8-processed-gene-8.102-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.102&CDS=1-900	YBR061C
2902	OG0002902	snap_masked-kipT_s8-processed-gene-8.75-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.75&CDS=1-777	YDR041W
2903	OG0002903	snap_masked-kipT_s8-processed-gene-8.106-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.106&CDS=1-1095	YGR286C
2904	OG0002904	snap_masked-kipT_s8-processed-gene-8.77-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.77&CDS=1-1707	YDR232W
2905	OG0002905	snap_masked-kipT_s8-processed-gene-8.78-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-8.78&CDS=1-2490	YNL126W
2906	OG0002906	snap_masked-kipT_s8-processed-gene-9.105-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.105&CDS=1-846	YOR100C
2907	OG0002907	maker-kipT_s8-snap-gene-9.158-mRNA-1_1&gene=maker-kipT_s8-snap-gene-9.158&CDS=1-678	YOR332W
2908	OG0002908	maker-kipT_s8-augustus-gene-9.52-mRNA-1_1&gene=maker-kipT_s8-augustus-gene-9.52&CDS=1-3384	YOR340C
2909	OG0002909	genemark-kipT_s8-processed-gene-9.3-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-9.3&CDS=1-912	YAL034W-A
2910	OG0002910	augustus_masked-kipT_s8-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-9.61&CDS=1-1173	YNR015W
2911	OG0002911	snap_masked-kipT_s8-processed-gene-9.140-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.140&CDS=1-618	YNR017W
2912	OG0002912	snap_masked-kipT_s8-processed-gene-9.115-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.115&CDS=1-837	YCR059C
2913	OG0002913	snap_masked-kipT_s8-processed-gene-9.116-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.116&CDS=1-2757	YCR057C
2914	OG0002914	snap_masked-kipT_s8-processed-gene-9.117-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.117&CDS=1-2085	YFR015C
2915	OG0002915	snap_masked-kipT_s8-processed-gene-9.118-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.118&CDS=1-420	YER112W
2916	OG0002916	snap_masked-kipT_s8-processed-gene-9.144-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.144&CDS=1-1161	YBL086C
2917	OG0002917	snap_masked-kipT_s8-processed-gene-9.145-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.145&CDS=1-627	YHR122W
2918	OG0002918	snap_masked-kipT_s8-processed-gene-9.146-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.146&CDS=1-336	YNL135C
2919	OG0002919	augustus_masked-kipT_s8-processed-gene-9.69-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-9.69&CDS=1-1626	YLR392C
2920	OG0002920	snap_masked-kipT_s8-processed-gene-9.123-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.123&CDS=1-1053	YNL128W
2921	OG0002921	snap_masked-kipT_s8-processed-gene-9.124-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.124&CDS=1-1185	YHR123W
2922	OG0002922	snap_masked-kipT_s8-processed-gene-9.148-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.148&CDS=1-438	YNL131W
2923	OG0002923	snap_masked-kipT_s8-processed-gene-9.149-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.149&CDS=1-2544	YNL127W
2924	OG0002924	augustus_masked-kipT_s8-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-9.76&CDS=1-2295	YNL258C
2925	OG0002925	augustus_masked-kipT_s8-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-9.97&CDS=1-219	YNL259C
2926	OG0002926	snap_masked-kipT_s8-processed-gene-9.151-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.151&CDS=1-858	YDR405W
2927	OG0002927	snap_masked-kipT_s8-processed-gene-9.130-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.130&CDS=1-3705	YOR151C
2928	OG0002928	snap_masked-kipT_s8-processed-gene-9.152-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.152&CDS=1-519	YOR150W
2929	OG0002929	snap_masked-kipT_s8-processed-gene-9.131-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.131&CDS=1-519	YDR404C
2930	OG0002930	snap_masked-kipT_s8-processed-gene-9.154-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.154&CDS=1-1812	YDR341C
2931	OG0002931	genemark-kipT_s8-processed-gene-9.26-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-9.26&CDS=1-558	YDR339C
2932	OG0002932	snap_masked-kipT_s8-processed-gene-9.155-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.155&CDS=1-576	YJR069C
2933	OG0002933	snap_masked-kipT_s8-processed-gene-9.157-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-9.157&CDS=1-912	YOR143C
2934	OG0002934	snap_masked-kipT_s8-processed-gene-10.4-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-10.4&CDS=1-519	YML030W
2935	OG0002935	snap_masked-kipT_s8-processed-gene-10.5-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-10.5&CDS=1-2166	YDR006C
2936	OG0002936	snap_masked-kipT_s8-processed-gene-10.6-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-10.6&CDS=1-1338	YDR375C
2937	OG0002937	genemark-kipT_s8-processed-gene-10.116-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-10.116&CDS=1-6669	YCR011C
2938	OG0002938	genemark-kipT_s8-processed-gene-10.117-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-10.117&CDS=1-942, snap_masked-kipT_s8-processed-gene-18.33-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-18.33&CDS=1-378	
2939	OG0002939	snap_masked-kipT_s8-processed-gene-10.36-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-10.36&CDS=1-1128	YDR346C
2940	OG0002940	snap_masked-kipT_s8-processed-gene-10.11-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-10.11&CDS=1-2451	YOR141C
2941	OG0002941	snap_masked-kipT_s8-processed-gene-10.12-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-10.12&CDS=1-972	YOR142W
2942	OG0002942	snap_masked-kipT_s8-processed-gene-10.13-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-10.13&CDS=1-471	YHR059W
2943	OG0002943	snap_masked-kipT_s8-processed-gene-10.14-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-10.14&CDS=1-618	YDR304C
