	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034625_Pichia_kudriavzevii
2358	OG0002358	YML095C	genemark-scf7180000023140-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000023140-processed-gene-0.90&CDS=1-975
2359	OG0002359	YML097C	genemark-scf7180000023332-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000023332-processed-gene-0.53&CDS=1-1950
2360	OG0002360	YML098W	genemark-scf7180000023150-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000023150-processed-gene-0.3&CDS=1-483
2361	OG0002361	YML099C	maker-scf7180000023150-snap-gene-0.77-mRNA-1_1&gene=maker-scf7180000023150-snap-gene-0.77&CDS=1-3210
2362	OG0002362	YML102W	snap_masked-scf7180000023343-processed-gene-1.29-mRNA-1_1&gene=snap_masked-scf7180000023343-processed-gene-1.29&CDS=1-933
2363	OG0002363	YML104C	snap_masked-scf7180000023370-processed-gene-2.270-mRNA-1_1&gene=snap_masked-scf7180000023370-processed-gene-2.270&CDS=1-3513
2364	OG0002364	YML105C	genemark-scf7180000023370-processed-gene-2.161-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.161&CDS=1-819
2365	OG0002365	YML108W	genemark-scf7180000023373-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-0.73&CDS=1-480
2366	OG0002366	YML110C	genemark-scf7180000023338-processed-gene-0.136-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.136&CDS=1-879
2367	OG0002367	YML114C	genemark-scf7180000023236-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000023236-processed-gene-0.63&CDS=1-2067
2368	OG0002368	YML121W	genemark-scf7180000023403-processed-gene-0.144-mRNA-1_1&gene=genemark-scf7180000023403-processed-gene-0.144&CDS=1-1026
2369	OG0002369	YML123C	maker-scf7180000023366-snap-gene-0.27-mRNA-1_1&gene=maker-scf7180000023366-snap-gene-0.27&CDS=1-3480
2370	OG0002370	YML126C	genemark-scf7180000023142-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000023142-processed-gene-0.14&CDS=1-1338
2371	OG0002371	YML127W	genemark-scf7180000023144-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000023144-processed-gene-0.56&CDS=1-1623
2372	OG0002372	YML129C	maker-scf7180000023391-augustus-gene-0.89-mRNA-1_1&gene=maker-scf7180000023391-augustus-gene-0.89&CDS=1-3102
2373	OG0002373	YML130C	snap_masked-scf7180000023150-processed-gene-0.84-mRNA-1_1&gene=snap_masked-scf7180000023150-processed-gene-0.84&CDS=1-1734
2374	OG0002374	YMR001C	genemark-scf7180000023370-processed-gene-1.55-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.55&CDS=1-1947
2375	OG0002375	YMR002W	genemark-scf7180000023370-processed-gene-1.54-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.54&CDS=1-501
2376	OG0002376	YMR004W	maker-scf7180000022352-augustus-gene-0.59-mRNA-1_1&gene=maker-scf7180000022352-augustus-gene-0.59&CDS=1-1857
2377	OG0002377	YMR005W	genemark-scf7180000022352-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000022352-processed-gene-0.14&CDS=1-999
2378	OG0002378	YMR009W	augustus_masked-scf7180000023378-processed-gene-1.223-mRNA-1_1&gene=augustus_masked-scf7180000023378-processed-gene-1.223&CDS=1-1530
2379	OG0002379	YMR010W	genemark-scf7180000023346-processed-gene-1.152-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.152&CDS=1-1386
2380	OG0002380	YMR014W	genemark-scf7180000023199-processed-gene-1.58-mRNA-1_1&gene=genemark-scf7180000023199-processed-gene-1.58&CDS=1-1536
2381	OG0002381	YMR015C	genemark-scf7180000023384-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000023384-processed-gene-0.50&CDS=1-1581
2382	OG0002382	YMR020W	genemark-scf7180000023333-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000023333-processed-gene-0.39&CDS=1-1473
2383	OG0002383	YMR022W	genemark-scf7180000023333-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000023333-processed-gene-0.27&CDS=1-504
2384	OG0002384	YMR023C	genemark-scf7180000022358-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000022358-processed-gene-0.7&CDS=1-1509
2385	OG0002385	YMR024W	augustus_masked-scf7180000023151-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000023151-processed-gene-0.32&CDS=1-1122
2386	OG0002386	YMR026C	genemark-scf7180000023410-processed-gene-0.140-mRNA-1_1&gene=genemark-scf7180000023410-processed-gene-0.140&CDS=1-1236
2387	OG0002387	YMR027W	genemark-scf7180000023330-processed-gene-2.80-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-2.80&CDS=1-1365
2388	OG0002388	YMR029C	snap_masked-scf7180000023198-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000023198-processed-gene-0.31&CDS=1-1998
2389	OG0002389	YMR032W	genemark-scf7180000023358-processed-gene-1.25-mRNA-1_1&gene=genemark-scf7180000023358-processed-gene-1.25&CDS=1-1908
2390	OG0002390	YMR035W	genemark-scf7180000023360-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000023360-processed-gene-0.5&CDS=1-585
2391	OG0002391	YMR036C	genemark-scf7180000023360-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000023360-processed-gene-0.23&CDS=1-2361
2392	OG0002392	YMR038C	genemark-scf7180000023360-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000023360-processed-gene-0.22&CDS=1-696
2393	OG0002393	YMR039C	genemark-scf7180000023358-processed-gene-1.50-mRNA-1_1&gene=genemark-scf7180000023358-processed-gene-1.50&CDS=1-483
2394	OG0002394	YMR041C	genemark-scf7180000023358-processed-gene-1.27-mRNA-1_1&gene=genemark-scf7180000023358-processed-gene-1.27&CDS=1-996
2395	OG0002395	YMR042W	genemark-scf7180000023339-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000023339-processed-gene-0.85&CDS=1-834
2396	OG0002396	YMR049C	maker-scf7180000023405-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000023405-augustus-gene-0.6&CDS=1-3594
2397	OG0002397	YMR058W	genemark-scf7180000023373-processed-gene-2.39-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-2.39&CDS=1-1896
2398	OG0002398	YMR059W	snap_masked-scf7180000023412-processed-gene-0.153-mRNA-1_1&gene=snap_masked-scf7180000023412-processed-gene-0.153&CDS=1-375
2399	OG0002399	YMR060C	genemark-scf7180000023412-processed-gene-0.61-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.61&CDS=1-930
2400	OG0002400	YMR061W	genemark-scf7180000023412-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.30&CDS=1-1911
2401	OG0002401	YMR062C	genemark-scf7180000023412-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.40&CDS=1-1305
2402	OG0002402	YMR066W	genemark-scf7180000023150-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000023150-processed-gene-0.26&CDS=1-2538
2403	OG0002403	YMR068W	genemark-scf7180000023370-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-0.77&CDS=1-1614
2404	OG0002404	YMR069W	genemark-scf7180000023331-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000023331-processed-gene-0.19&CDS=1-657
2405	OG0002405	YMR071C	genemark-scf7180000023370-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-0.76&CDS=1-495
2406	OG0002406	YMR073C	genemark-scf7180000023343-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-0.70&CDS=1-504
2407	OG0002407	YMR074C	genemark-scf7180000023343-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-0.47&CDS=1-423
2408	OG0002408	YMR075W	genemark-scf7180000023412-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.6&CDS=1-1653
2409	OG0002409	YMR076C	genemark-scf7180000023412-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.7&CDS=1-3813
2410	OG0002410	YMR077C	genemark-scf7180000023367-processed-gene-1.32-mRNA-1_1&gene=genemark-scf7180000023367-processed-gene-1.32&CDS=1-672
2411	OG0002411	YMR079W	genemark-scf7180000023391-processed-gene-0.84-mRNA-1_1&gene=genemark-scf7180000023391-processed-gene-0.84&CDS=1-897
2412	OG0002412	YMR080C	genemark-scf7180000023143-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000023143-processed-gene-0.2&CDS=1-2886
2413	OG0002413	YMR083W	genemark-scf7180000023358-processed-gene-1.58-mRNA-1_1&gene=genemark-scf7180000023358-processed-gene-1.58&CDS=1-1131
2414	OG0002414	YMR088C	augustus_masked-scf7180000023354-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000023354-processed-gene-0.17&CDS=1-3294
2415	OG0002415	YMR089C	snap_masked-scf7180000023419-processed-gene-1.32-mRNA-1_1&gene=snap_masked-scf7180000023419-processed-gene-1.32&CDS=1-2721
2416	OG0002416	YMR090W	genemark-scf7180000023346-processed-gene-1.111-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.111&CDS=1-693
2417	OG0002417	YMR091C	augustus_masked-scf7180000023236-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-scf7180000023236-processed-gene-0.115&CDS=1-1989
2418	OG0002418	YMR092C	augustus_masked-scf7180000023144-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000023144-processed-gene-0.67&CDS=1-3453
2419	OG0002419	YMR093W	genemark-scf7180000023338-processed-gene-0.148-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.148&CDS=1-1500
2420	OG0002420	YMR097C	genemark-scf7180000023372-processed-gene-0.114-mRNA-1_1&gene=genemark-scf7180000023372-processed-gene-0.114&CDS=1-1188
2421	OG0002421	YMR098C	genemark-scf7180000023321-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000023321-processed-gene-0.54&CDS=1-1467
2422	OG0002422	YMR099C	genemark-scf7180000023406-processed-gene-0.84-mRNA-1_1&gene=genemark-scf7180000023406-processed-gene-0.84&CDS=1-2379
2423	OG0002423	YMR100W	genemark-scf7180000023374-processed-gene-0.58-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.58&CDS=1-1944
2424	OG0002424	YMR101C	genemark-scf7180000023347-processed-gene-2.77-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-2.77&CDS=1-780
2425	OG0002425	YMR105C	genemark-scf7180000023396-processed-gene-1.55-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-1.55&CDS=1-1668
2426	OG0002426	YMR108W	genemark-scf7180000023321-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000023321-processed-gene-0.90&CDS=1-2046
2427	OG0002427	YMR113W	genemark-scf7180000023324-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000023324-processed-gene-0.47&CDS=1-1227
2428	OG0002428	YMR114C	genemark-scf7180000023338-processed-gene-0.149-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.149&CDS=1-846
2429	OG0002429	YMR116C	maker-scf7180000023144-snap-gene-0.59-mRNA-1_1&gene=maker-scf7180000023144-snap-gene-0.59&CDS=1-939
2430	OG0002430	YMR117C	genemark-scf7180000023343-processed-gene-1.125-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.125&CDS=1-615
2431	OG0002431	YMR120C	genemark-scf7180000023374-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.19&CDS=1-1773
2432	OG0002432	YMR123W	genemark-scf7180000023374-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.54&CDS=1-387
2433	OG0002433	YMR125W	snap_masked-scf7180000023374-processed-gene-0.216-mRNA-1_1&gene=snap_masked-scf7180000023374-processed-gene-0.216&CDS=1-2937
2434	OG0002434	YMR126C	genemark-scf7180000023352-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000023352-processed-gene-0.19&CDS=1-705
2435	OG0002435	YMR127C	genemark-scf7180000023138-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.43&CDS=1-1206
2436	OG0002436	YMR128W	augustus_masked-scf7180000023138-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000023138-processed-gene-0.87&CDS=1-5427
2437	OG0002437	YMR129W	genemark-scf7180000023324-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000023324-processed-gene-0.53&CDS=1-3855
2438	OG0002438	YMR131C	genemark-scf7180000023395-processed-gene-2.53-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-2.53&CDS=1-1518
2439	OG0002439	YMR134W	genemark-scf7180000023346-processed-gene-1.121-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.121&CDS=1-645
2440	OG0002440	YMR139W	genemark-scf7180000023383-processed-gene-0.128-mRNA-1_1&gene=genemark-scf7180000023383-processed-gene-0.128&CDS=1-1158
2441	OG0002441	YMR140W	augustus_masked-scf7180000023352-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000023352-processed-gene-0.67&CDS=1-3573
2442	OG0002442	YMR145C	genemark-scf7180000023365-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-0.26&CDS=1-1689
2443	OG0002443	YMR146C	genemark-scf7180000023341-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000023341-processed-gene-0.14&CDS=1-1065
2444	OG0002444	YMR149W	genemark-scf7180000023370-processed-gene-1.101-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.101&CDS=1-843
2445	OG0002445	YMR150C	genemark-scf7180000023370-processed-gene-1.78-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.78&CDS=1-693
2446	OG0002446	YMR158W	maker-scf7180000023391-augustus-gene-0.88-mRNA-1_1&gene=maker-scf7180000023391-augustus-gene-0.88&CDS=1-1194
2447	OG0002447	YMR162C	genemark-scf7180000023374-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.17&CDS=1-5103
2448	OG0002448	YMR165C	maker-scf7180000023358-augustus-gene-1.179-mRNA-1_1&gene=maker-scf7180000023358-augustus-gene-1.179&CDS=1-5916
2449	OG0002449	YMR166C	snap_masked-scf7180000023367-processed-gene-1.100-mRNA-1_1&gene=snap_masked-scf7180000023367-processed-gene-1.100&CDS=1-1095
2450	OG0002450	YMR167W	genemark-scf7180000023367-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000023367-processed-gene-0.72&CDS=1-2169
2451	OG0002451	YMR168C	snap_masked-scf7180000023199-processed-gene-1.165-mRNA-1_1&gene=snap_masked-scf7180000023199-processed-gene-1.165&CDS=1-1164
2452	OG0002452	YMR171C	genemark-scf7180000023370-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-0.70&CDS=1-1254
2453	OG0002453	YMR176W	snap_masked-scf7180000023332-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000023332-processed-gene-0.16&CDS=1-4770
2454	OG0002454	YMR179W	maker-scf7180000023337-snap-gene-0.25-mRNA-1_1&gene=maker-scf7180000023337-snap-gene-0.25&CDS=1-2274
2455	OG0002455	YMR185W	genemark-scf7180000023346-processed-gene-1.178-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.178&CDS=1-2781
2456	OG0002456	YMR186W	genemark-scf7180000023396-processed-gene-1.85-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-1.85&CDS=1-2094
2457	OG0002457	YMR188C	genemark-scf7180000023335-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000023335-processed-gene-0.60&CDS=1-738
2458	OG0002458	YMR189W	genemark-scf7180000023370-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-0.69&CDS=1-4494
2459	OG0002459	YMR190C	genemark-scf7180000023347-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-0.87&CDS=1-4524
2460	OG0002460	YMR196W	maker-scf7180000023370-augustus-gene-2.192-mRNA-1_1&gene=maker-scf7180000023370-augustus-gene-2.192&CDS=1-6651
2461	OG0002461	YMR197C	genemark-scf7180000023370-processed-gene-2.163-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.163&CDS=1-645
2462	OG0002462	YMR200W	genemark-scf7180000023142-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000023142-processed-gene-0.11&CDS=1-1314
2463	OG0002463	YMR201C	genemark-scf7180000023344-processed-gene-1.191-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-1.191&CDS=1-1143
2464	OG0002464	YMR202W	snap_masked-scf7180000023328-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scf7180000023328-processed-gene-0.32&CDS=1-699
2465	OG0002465	YMR203W	genemark-scf7180000023236-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000023236-processed-gene-0.64&CDS=1-1155
2466	OG0002466	YMR205C	genemark-scf7180000023328-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000023328-processed-gene-0.59&CDS=1-4896
2467	OG0002467	YMR208W	maker-scf7180000023370-snap-gene-2.8-mRNA-1_1&gene=maker-scf7180000023370-snap-gene-2.8&CDS=1-1290
2468	OG0002468	YMR209C	genemark-scf7180000023370-processed-gene-2.179-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.179&CDS=1-1119
2469	OG0002469	YMR210W	genemark-scf7180000023138-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.9&CDS=1-1461
2470	OG0002470	YMR211W	genemark-scf7180000023395-processed-gene-4.101-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-4.101&CDS=1-1419
2471	OG0002471	YMR212C	snap_masked-scf7180000023343-processed-gene-1.27-mRNA-1_1&gene=snap_masked-scf7180000023343-processed-gene-1.27&CDS=1-2523
2472	OG0002472	YMR214W	augustus_masked-scf7180000023392-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-scf7180000023392-processed-gene-1.35&CDS=1-2688
2473	OG0002473	YMR215W	maker-scf7180000023366-snap-gene-1.36-mRNA-1_1&gene=maker-scf7180000023366-snap-gene-1.36&CDS=1-1797
2474	OG0002474	YMR216C	augustus_masked-scf7180000023366-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-scf7180000023366-processed-gene-1.10&CDS=1-3825
2475	OG0002475	YMR217W	genemark-scf7180000023370-processed-gene-2.180-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.180&CDS=1-1584
2476	OG0002476	YMR218C	genemark-scf7180000023199-processed-gene-0.70-mRNA-1_1&gene=genemark-scf7180000023199-processed-gene-0.70&CDS=1-3447
2477	OG0002477	YMR220W	genemark-scf7180000023330-processed-gene-2.77-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-2.77&CDS=1-1386
2478	OG0002478	YMR221C	genemark-scf7180000023199-processed-gene-1.83-mRNA-1_1&gene=genemark-scf7180000023199-processed-gene-1.83&CDS=1-1635
2479	OG0002479	YMR223W	genemark-scf7180000023199-processed-gene-1.63-mRNA-1_1&gene=genemark-scf7180000023199-processed-gene-1.63&CDS=1-1761
2480	OG0002480	YMR224C	augustus_masked-scf7180000023396-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-scf7180000023396-processed-gene-1.118&CDS=1-7686
2481	OG0002481	YMR226C	genemark-scf7180000023377-processed-gene-0.189-mRNA-1_1&gene=genemark-scf7180000023377-processed-gene-0.189&CDS=1-5493
2482	OG0002482	YMR227C	genemark-scf7180000023386-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000023386-processed-gene-0.5&CDS=1-1683
2483	OG0002483	YMR228W	genemark-scf7180000023386-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000023386-processed-gene-0.11&CDS=1-1047
2484	OG0002484	YMR229C	augustus_masked-scf7180000023406-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-scf7180000023406-processed-gene-0.133&CDS=1-5061
2485	OG0002485	YMR231W	genemark-scf7180000023374-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.1&CDS=1-2988
2486	OG0002486	YMR234W	genemark-scf7180000023370-processed-gene-1.62-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.62&CDS=1-738
2487	OG0002487	YMR235C	genemark-scf7180000023403-processed-gene-0.103-mRNA-1_1&gene=genemark-scf7180000023403-processed-gene-0.103&CDS=1-1200
2488	OG0002488	YMR238W	maker-scf7180000023364-snap-gene-0.158-mRNA-1_1&gene=maker-scf7180000023364-snap-gene-0.158&CDS=1-2691
2489	OG0002489	YMR240C	snap_masked-scf7180000023339-processed-gene-0.108-mRNA-1_1&gene=snap_masked-scf7180000023339-processed-gene-0.108&CDS=1-3372
2490	OG0002490	YMR241W	genemark-scf7180000023139-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000023139-processed-gene-0.5&CDS=1-915
2491	OG0002491	YMR243C	genemark-scf7180000023386-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000023386-processed-gene-0.16&CDS=1-1461
2492	OG0002492	YMR244C-A	genemark-scf7180000023419-processed-gene-1.73-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.73&CDS=1-312
2493	OG0002493	YMR244W	genemark-scf7180000023386-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000023386-processed-gene-0.18&CDS=1-918
2494	OG0002494	YMR247C	genemark-scf7180000023365-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-0.2&CDS=1-4614
2495	OG0002495	YMR250W	genemark-scf7180000023344-processed-gene-1.186-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-1.186&CDS=1-1827
2496	OG0002496	YMR256C	snap_masked-scf7180000023330-processed-gene-1.55-mRNA-1_1&gene=snap_masked-scf7180000023330-processed-gene-1.55&CDS=1-183
2497	OG0002497	YMR259C	genemark-scf7180000023410-processed-gene-0.182-mRNA-1_1&gene=genemark-scf7180000023410-processed-gene-0.182&CDS=1-4428
2498	OG0002498	YMR260C	genemark-scf7180000023410-processed-gene-0.183-mRNA-1_1&gene=genemark-scf7180000023410-processed-gene-0.183&CDS=1-453
2499	OG0002499	YMR262W	genemark-scf7180000023347-processed-gene-1.41-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-1.41&CDS=1-942
2500	OG0002500	YMR269W	genemark-scf7180000023367-processed-gene-1.8-mRNA-1_1&gene=genemark-scf7180000023367-processed-gene-1.8&CDS=1-702
2501	OG0002501	YMR272C	maker-scf7180000023370-augustus-gene-2.195-mRNA-1_1&gene=maker-scf7180000023370-augustus-gene-2.195&CDS=1-2682
2502	OG0002502	YMR277W	genemark-scf7180000023236-processed-gene-0.62-mRNA-1_1&gene=genemark-scf7180000023236-processed-gene-0.62&CDS=1-2376
2503	OG0002503	YMR281W	genemark-scf7180000023331-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000023331-processed-gene-0.20&CDS=1-927
2504	OG0002504	YMR283C	genemark-scf7180000023233-processed-gene-0.136-mRNA-1_1&gene=genemark-scf7180000023233-processed-gene-0.136&CDS=1-1305
