	OrthologID	Hyphopichia_burtonii	Saccharomyces_cerevisiae
2864	OG0002864	genemark-scaffold_7-processed-gene-2.119-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.119&CDS=1-750	YIL064W
2865	OG0002865	genemark-scaffold_7-processed-gene-2.95-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.95&CDS=1-1329	YBR195C
2866	OG0002866	augustus_masked-scaffold_7-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.161&CDS=1-1158	YPL078C
2867	OG0002867	genemark-scaffold_7-processed-gene-2.96-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.96&CDS=1-4110	YGL251C
2868	OG0002868	maker-scaffold_7-augustus-gene-2.63-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-2.63&CDS=1-2760	YKL174C
2869	OG0002869	genemark-scaffold_7-processed-gene-2.99-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.99&CDS=1-474	YJL143W
2870	OG0002870	genemark-scaffold_7-processed-gene-2.100-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.100&CDS=1-2232	YJL141C
2871	OG0002871	genemark-scaffold_7-processed-gene-3.39-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.39&CDS=1-1389	YGL250W
2872	OG0002872	maker-scaffold_7-snap-gene-3.93-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.93&CDS=1-2298	YJL176C
2873	OG0002873	augustus_masked-scaffold_7-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.5&CDS=1-4260	YJL167W
2874	OG0002874	genemark-scaffold_7-processed-gene-3.45-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.45&CDS=1-1044	YBR187W
2875	OG0002875	genemark-scaffold_7-processed-gene-3.63-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.63&CDS=1-696	YBR193C
2876	OG0002876	genemark-scaffold_7-processed-gene-3.64-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.64&CDS=1-1095	YBR192W
2877	OG0002877	genemark-scaffold_7-processed-gene-3.65-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.65&CDS=1-5964	YPL082C
2878	OG0002878	genemark-scaffold_7-processed-gene-3.47-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.47&CDS=1-1653	YOR241W
2879	OG0002879	maker-scaffold_7-snap-gene-3.94-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.94&CDS=1-3030	YPL150W
2880	OG0002880	augustus_masked-scaffold_7-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.10&CDS=1-3687	YOR246C
2881	OG0002881	genemark-scaffold_7-processed-gene-3.73-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.73&CDS=1-1203	YPL028W
2882	OG0002882	genemark-scaffold_7-processed-gene-3.52-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.52&CDS=1-621	YPL041C
2883	OG0002883	genemark-scaffold_7-processed-gene-3.75-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.75&CDS=1-1134	YLR056W
2884	OG0002884	snap_masked-scaffold_7-processed-gene-3.139-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.139&CDS=1-1161	YDL205C
2885	OG0002885	genemark-scaffold_7-processed-gene-3.78-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.78&CDS=1-3330	YPL022W
2886	OG0002886	genemark-scaffold_7-processed-gene-3.53-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.53&CDS=1-615	YPL024W
2887	OG0002887	genemark-scaffold_7-processed-gene-3.79-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.79&CDS=1-1938	YPL023C
2888	OG0002888	genemark-scaffold_7-processed-gene-3.80-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.80&CDS=1-804	YJL178C
2889	OG0002889	genemark-scaffold_7-processed-gene-3.59-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.59&CDS=1-1833	YDR244W
2890	OG0002890	genemark-scaffold_7-processed-gene-3.60-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.60&CDS=1-2580	YCL030C
2891	OG0002891	genemark-scaffold_7-processed-gene-3.82-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.82&CDS=1-1374	YGL160W
2892	OG0002892	genemark-scaffold_7-processed-gene-3.83-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-3.83&CDS=1-1299	YOL016C
2893	OG0002893	genemark-scaffold_7-processed-gene-4.107-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.107&CDS=1-2286	YJL168C
2894	OG0002894	genemark-scaffold_7-processed-gene-4.108-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.108&CDS=1-1224	YNL097C
2895	OG0002895	snap_masked-scaffold_7-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.17&CDS=1-834	YOR101W
2896	OG0002896	genemark-scaffold_7-processed-gene-4.129-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.129&CDS=1-519	YOR103C
2897	OG0002897	snap_masked-scaffold_7-processed-gene-4.20-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.20&CDS=1-576	YNL099C
2898	OG0002898	genemark-scaffold_7-processed-gene-4.113-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.113&CDS=1-441	YCR063W
2899	OG0002899	genemark-scaffold_7-processed-gene-4.130-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.130&CDS=1-1941	YCR065W
2900	OG0002900	genemark-scaffold_7-processed-gene-4.114-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.114&CDS=1-1980	YBR291C
2901	OG0002901	maker-scaffold_7-snap-gene-4.10-mRNA-1_1&gene=maker-scaffold_7-snap-gene-4.10&CDS=1-2214	YBR289W
2902	OG0002902	genemark-scaffold_7-processed-gene-4.135-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.135&CDS=1-4389	YNL102W
2903	OG0002903	genemark-scaffold_7-processed-gene-4.115-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.115&CDS=1-948	YOR036W
2904	OG0002904	genemark-scaffold_7-processed-gene-4.117-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.117&CDS=1-2280	YJR040W
2905	OG0002905	genemark-scaffold_7-processed-gene-4.137-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.137&CDS=1-3579	YJR041C
2906	OG0002906	genemark-scaffold_7-processed-gene-4.138-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.138&CDS=1-378	YEL026W
2907	OG0002907	genemark-scaffold_7-processed-gene-4.118-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.118&CDS=1-480	YEL027W
2908	OG0002908	genemark-scaffold_7-processed-gene-4.139-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.139&CDS=1-2289	YJR042W
2909	OG0002909	genemark-scaffold_7-processed-gene-4.119-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.119&CDS=1-2814	YJR036C
2910	OG0002910	genemark-scaffold_7-processed-gene-4.120-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.120&CDS=1-642	YEL024W
2911	OG0002911	genemark-scaffold_7-processed-gene-4.142-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.142&CDS=1-492	YOR104W
2912	OG0002912	genemark-scaffold_7-processed-gene-4.121-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.121&CDS=1-1653	YNL193W
2913	OG0002913	genemark-scaffold_7-processed-gene-4.144-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.144&CDS=1-903	YDL198C
2914	OG0002914	genemark-scaffold_7-processed-gene-4.122-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.122&CDS=1-1617	YDR228C
2915	OG0002915	genemark-scaffold_7-processed-gene-4.145-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.145&CDS=1-747	YDR226W
2916	OG0002916	genemark-scaffold_7-processed-gene-4.146-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.146&CDS=1-1905	YKL029C
2917	OG0002917	genemark-scaffold_7-processed-gene-4.124-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.124&CDS=1-651	YDR486C
2918	OG0002918	augustus_masked-scaffold_7-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.80&CDS=1-729	YNL129W
2919	OG0002919	genemark-scaffold_7-processed-gene-4.151-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.151&CDS=1-3132	YNL132W
2920	OG0002920	genemark-scaffold_7-processed-gene-4.152-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.152&CDS=1-471	YER137C
2921	OG0002921	genemark-scaffold_7-processed-gene-4.153-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.153&CDS=1-1650	YBL020W
2922	OG0002922	genemark-scaffold_7-processed-gene-4.127-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.127&CDS=1-783	YBL021C
2923	OG0002923	genemark-scaffold_7-processed-gene-4.128-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-4.128&CDS=1-2091	YBL024W
2924	OG0002924	genemark-scaffold_7-processed-gene-5.10-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.10&CDS=1-732	YBL025W
2925	OG0002925	genemark-scaffold_7-processed-gene-5.8-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.8&CDS=1-4539	YBL022C
2926	OG0002926	genemark-scaffold_7-processed-gene-5.9-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.9&CDS=1-3492	YBL023C
2927	OG0002927	genemark-scaffold_7-processed-gene-5.33-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.33&CDS=1-801	YLR285W
2928	OG0002928	maker-scaffold_7-augustus-gene-5.3-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-5.3&CDS=1-1917	YJR072C
2929	OG0002929	genemark-scaffold_7-processed-gene-5.16-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.16&CDS=1-498	YDR231C
2930	OG0002930	genemark-scaffold_7-processed-gene-5.17-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.17&CDS=1-3249	YKL197C
2931	OG0002931	genemark-scaffold_7-processed-gene-5.36-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.36&CDS=1-1278	YOL009C
2932	OG0002932	genemark-scaffold_7-processed-gene-5.38-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.38&CDS=1-756	YML025C
2933	OG0002933	genemark-scaffold_7-processed-gene-5.39-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.39&CDS=1-2073	YGL203C
2934	OG0002934	genemark-scaffold_7-processed-gene-5.40-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.40&CDS=1-2697	YPR160W
2935	OG0002935	genemark-scaffold_7-processed-gene-5.23-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.23&CDS=1-6228	YFL033C
2936	OG0002936	augustus_masked-scaffold_7-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.87&CDS=1-675	YLR059C
2937	OG0002937	genemark-scaffold_7-processed-gene-5.24-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.24&CDS=1-495	YLR050C
2938	OG0002938	genemark-scaffold_7-processed-gene-5.43-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.43&CDS=1-258	YGR037C
2939	OG0002939	genemark-scaffold_7-processed-gene-5.44-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.44&CDS=1-1671	YGL244W
2940	OG0002940	genemark-scaffold_7-processed-gene-5.27-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.27&CDS=1-2388	YOR168W
2941	OG0002941	genemark-scaffold_7-processed-gene-5.29-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.29&CDS=1-1425	YDR235W
2942	OG0002942	genemark-scaffold_7-processed-gene-5.49-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.49&CDS=1-549	YDR236C
2943	OG0002943	genemark-scaffold_7-processed-gene-5.50-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.50&CDS=1-966	YLR354C
2944	OG0002944	genemark-scaffold_7-processed-gene-5.51-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.51&CDS=1-1092	YLR321C
2945	OG0002945	genemark-scaffold_7-processed-gene-5.52-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.52&CDS=1-1041	YLR316C
2946	OG0002946	augustus_masked-scaffold_7-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.78&CDS=1-2655	YLR318W
2947	OG0002947	genemark-scaffold_7-processed-gene-5.53-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.53&CDS=1-2265	YLR319C
2948	OG0002948	genemark-scaffold_7-processed-gene-5.54-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.54&CDS=1-3270	YMR308C
2949	OG0002949	genemark-scaffold_7-processed-gene-5.55-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-5.55&CDS=1-1101	YAL036C
2950	OG0002950	genemark-scaffold_7-processed-gene-6.12-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.12&CDS=1-3042	YAL035W
2951	OG0002951	maker-scaffold_7-augustus-gene-6.0-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.0&CDS=1-1314	YDL236W
2952	OG0002952	genemark-scaffold_7-processed-gene-6.15-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.15&CDS=1-450	YDL235C
2953	OG0002953	augustus_masked-scaffold_7-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.62&CDS=1-2895	YNL220W
2954	OG0002954	genemark-scaffold_7-processed-gene-6.40-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.40&CDS=1-459	YML094W
2955	OG0002955	genemark-scaffold_7-processed-gene-6.41-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.41&CDS=1-2100	YML127W
2956	OG0002956	genemark-scaffold_7-processed-gene-6.43-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.43&CDS=1-7017	YMR176W
2957	OG0002957	maker-scaffold_7-augustus-gene-6.4-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.4&CDS=1-3618	YLR103C
2958	OG0002958	genemark-scaffold_7-processed-gene-6.46-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.46&CDS=1-1293	YER019W
2959	OG0002959	genemark-scaffold_7-processed-gene-6.48-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.48&CDS=1-723	YDR167W
2960	OG0002960	genemark-scaffold_7-processed-gene-6.28-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.28&CDS=1-4437	YDR128W
2961	OG0002961	augustus_masked-scaffold_7-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.90&CDS=1-1431	YLR100W
2962	OG0002962	genemark-scaffold_7-processed-gene-6.29-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.29&CDS=1-1128	YBL016W
2963	OG0002963	augustus_masked-scaffold_7-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.74&CDS=1-5520	YKL010C
2964	OG0002964	maker-scaffold_7-augustus-gene-6.5-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-6.5&CDS=1-1863	YHL002W
2965	OG0002965	genemark-scaffold_7-processed-gene-6.53-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.53&CDS=1-1338	YHL004W
2966	OG0002966	genemark-scaffold_7-processed-gene-6.35-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.35&CDS=1-3318	YNL325C
2967	OG0002967	genemark-scaffold_7-processed-gene-6.39-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-6.39&CDS=1-909	YCL009C
2968	OG0002968	genemark-scaffold_7-processed-gene-7.51-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.51&CDS=1-1890	YBR200W
2969	OG0002969	augustus_masked-scaffold_7-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.15&CDS=1-1782	YOR002W
2970	OG0002970	genemark-scaffold_7-processed-gene-7.57-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.57&CDS=1-3780	YMR218C
2971	OG0002971	genemark-scaffold_7-processed-gene-7.60-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.60&CDS=1-1359	YOL061W
2972	OG0002972	genemark-scaffold_7-processed-gene-7.61-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.61&CDS=1-3213	YDL215C
2973	OG0002973	genemark-scaffold_7-processed-gene-7.62-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.62&CDS=1-1047	YBR246W
2974	OG0002974	maker-scaffold_7-augustus-gene-7.4-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-7.4&CDS=1-2670	YDL120W
2975	OG0002975	genemark-scaffold_7-processed-gene-7.64-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.64&CDS=1-822	YIL093C
2976	OG0002976	genemark-scaffold_7-processed-gene-7.86-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.86&CDS=1-2343	YLR222C
2977	OG0002977	genemark-scaffold_7-processed-gene-7.71-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.71&CDS=1-1467	YLR142W
2978	OG0002978	genemark-scaffold_7-processed-gene-7.89-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.89&CDS=1-3231	YDR217C
2979	OG0002979	genemark-scaffold_7-processed-gene-7.90-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-7.90&CDS=1-2133	YKL005C
2980	OG0002980	augustus_masked-scaffold_7-processed-gene-8.3-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.3&CDS=1-4092	YOR048C
2981	OG0002981	snap_masked-scaffold_7-processed-gene-8.106-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.106&CDS=1-5658	YIL149C
2982	OG0002982	genemark-scaffold_7-processed-gene-8.62-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.62&CDS=1-5529	YJL039C
2983	OG0002983	genemark-scaffold_7-processed-gene-8.64-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.64&CDS=1-1659	YKR097W
2984	OG0002984	genemark-scaffold_7-processed-gene-8.47-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.47&CDS=1-2505	YER041W
2985	OG0002985	genemark-scaffold_7-processed-gene-8.48-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.48&CDS=1-1323	YIL153W
2986	OG0002986	genemark-scaffold_7-processed-gene-8.67-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.67&CDS=1-666	YMR090W
2987	OG0002987	augustus_masked-scaffold_7-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.27&CDS=1-3123	YFL024C
2988	OG0002988	snap_masked-scaffold_7-processed-gene-8.115-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-8.115&CDS=1-1533	YHR030C
2989	OG0002989	genemark-scaffold_7-processed-gene-8.70-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.70&CDS=1-1239	YIL160C
2990	OG0002990	genemark-scaffold_7-processed-gene-8.52-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-8.52&CDS=1-927	YLR165C
2991	OG0002991	augustus_masked-scaffold_7-processed-gene-8.30-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.30&CDS=1-2091	YKR095W-A
2992	OG0002992	augustus_masked-scaffold_7-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-8.35&CDS=1-1032	YPR201W
2993	OG0002993	genemark-scaffold_8-processed-gene-0.27-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.27&CDS=1-1080	YOR042W
2994	OG0002994	genemark-scaffold_8-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.30&CDS=1-1200	YKR070W
2995	OG0002995	genemark-scaffold_8-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.31&CDS=1-1752	YKR069W
2996	OG0002996	genemark-scaffold_8-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.10&CDS=1-1215	YOR051C
2997	OG0002997	genemark-scaffold_8-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.32&CDS=1-522	YOR052C
2998	OG0002998	genemark-scaffold_8-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.34&CDS=1-576	YKR068C
2999	OG0002999	genemark-scaffold_8-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.12&CDS=1-1020	YDR297W
3000	OG0003000	genemark-scaffold_8-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.17&CDS=1-1335	YMR140W
3001	OG0003001	genemark-scaffold_8-processed-gene-0.36-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.36&CDS=1-3177	YBR281C
3002	OG0003002	augustus_masked-scaffold_8-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.60&CDS=1-2262	YJL100W
3003	OG0003003	maker-scaffold_8-snap-gene-0.89-mRNA-1_1&gene=maker-scaffold_8-snap-gene-0.89&CDS=1-3324	YEL032W
3004	OG0003004	genemark-scaffold_8-processed-gene-0.42-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.42&CDS=1-1659	YPR144C
3005	OG0003005	genemark-scaffold_8-processed-gene-0.23-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.23&CDS=1-1503	YGR093W
3006	OG0003006	genemark-scaffold_8-processed-gene-0.44-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.44&CDS=1-1155	YPL165C
3007	OG0003007	genemark-scaffold_8-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-0.47&CDS=1-699	YGR095C
3008	OG0003008	augustus_masked-scaffold_8-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.45&CDS=1-4731	YGR094W
3009	OG0003009	genemark-scaffold_8-processed-gene-1.5-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.5&CDS=1-3639	YEL031W
3010	OG0003010	maker-scaffold_8-augustus-gene-1.136-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-1.136&CDS=1-936	YGR096W
3011	OG0003011	genemark-scaffold_8-processed-gene-1.7-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.7&CDS=1-2193	YPL164C
3012	OG0003012	genemark-scaffold_8-processed-gene-1.13-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.13&CDS=1-2169	YLR396C
3013	OG0003013	snap_masked-scaffold_8-processed-gene-1.123-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.123&CDS=1-183	YDL067C
3014	OG0003014	snap_masked-scaffold_8-processed-gene-1.101-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.101&CDS=1-270	YLR395C
3015	OG0003015	maker-scaffold_8-snap-gene-1.85-mRNA-1_1&gene=maker-scaffold_8-snap-gene-1.85&CDS=1-969	YLR394W
3016	OG0003016	genemark-scaffold_8-processed-gene-1.16-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.16&CDS=1-2307	YIL101C
3017	OG0003017	genemark-scaffold_8-processed-gene-1.17-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.17&CDS=1-2361	YNL041C
3018	OG0003018	genemark-scaffold_8-processed-gene-1.35-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.35&CDS=1-1278	YIL103W
3019	OG0003019	augustus_masked-scaffold_8-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.60&CDS=1-1563	YIL104C
3020	OG0003020	genemark-scaffold_8-processed-gene-1.20-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.20&CDS=1-1389	YCR079W
3021	OG0003021	augustus_masked-scaffold_8-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.76&CDS=1-270	YNR037C
3022	OG0003022	augustus_masked-scaffold_8-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.62&CDS=1-6096	YJR035W
3023	OG0003023	genemark-scaffold_8-processed-gene-1.24-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.24&CDS=1-1590	YKL043W
3024	OG0003024	maker-scaffold_8-augustus-gene-1.140-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-1.140&CDS=1-3852	YKL064W
3025	OG0003025	genemark-scaffold_8-processed-gene-1.41-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.41&CDS=1-480	YMR039C
3026	OG0003026	genemark-scaffold_8-processed-gene-1.42-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.42&CDS=1-1074	YMR041C
3027	OG0003027	genemark-scaffold_8-processed-gene-1.25-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.25&CDS=1-1314	YMR034C
3028	OG0003028	genemark-scaffold_8-processed-gene-1.28-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.28&CDS=1-540	YER093C-A
3029	OG0003029	augustus_masked-scaffold_8-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.70&CDS=1-3609	YDL164C
3030	OG0003030	genemark-scaffold_8-processed-gene-1.33-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-1.33&CDS=1-2700	YKR009C
3031	OG0003031	genemark-scaffold_8-processed-gene-2.73-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.73&CDS=1-1710	YAL058W
3032	OG0003032	genemark-scaffold_8-processed-gene-2.74-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.74&CDS=1-543	YAL059W
3033	OG0003033	genemark-scaffold_8-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.75&CDS=1-1941	YDR311W
3034	OG0003034	genemark-scaffold_8-processed-gene-2.62-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-2.62&CDS=1-549	YIL157C
