	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034876_Tetrapisispora_iriomotensis
3006	OG0003006	YLR438W	snap_masked-flattened_line_39-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.116&CDS=1-1302
3007	OG0003007	YLR439W	augustus_masked-flattened_line_31-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.49&CDS=1-954
3008	OG0003008	YLR440C	augustus_masked-flattened_line_39-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.14&CDS=1-2088
3009	OG0003009	YLR443W	snap_masked-flattened_line_31-processed-gene-1.203-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.203&CDS=1-1290
3010	OG0003010	YLR445W	augustus_masked-flattened_line_31-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.52&CDS=1-594
3011	OG0003011	YLR446W	augustus_masked-flattened_line_39-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.31&CDS=1-1260
3012	OG0003012	YLR447C	augustus_masked-flattened_line_39-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.8&CDS=1-1035
3013	OG0003013	YLR449W	augustus_masked-flattened_line_31-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.1&CDS=1-1236
3014	OG0003014	YLR451W	augustus_masked-flattened_line_23-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.30&CDS=1-2610
3015	OG0003015	YLR452C	augustus_masked-flattened_line_3-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.14&CDS=1-2082
3016	OG0003016	YLR454W	augustus_masked-flattened_line_3-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.28&CDS=1-7803
3017	OG0003017	YLR455W	augustus_masked-flattened_line_23-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.27&CDS=1-1011
3018	OG0003018	YLR459W	augustus_masked-flattened_line_23-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.25&CDS=1-1314
3019	OG0003019	YML001W	augustus_masked-flattened_line_33-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.55&CDS=1-627
3020	OG0003020	YML002W	augustus_masked-flattened_line_33-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.56&CDS=1-3285
3021	OG0003021	YML004C	augustus_masked-flattened_line_21-processed-gene-2.251-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.251&CDS=1-936
3022	OG0003022	YML005W	snap_masked-flattened_line_23-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.57&CDS=1-1269
3023	OG0003023	YML006C	snap_masked-flattened_line_37-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.81&CDS=1-2013
3024	OG0003024	YML008C	augustus_masked-flattened_line_21-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.104&CDS=1-1128
3025	OG0003025	YML009C	augustus_masked-flattened_line_37-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.153&CDS=1-210
3026	OG0003026	YML010W	augustus_masked-flattened_line_37-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.187&CDS=1-3078
3027	OG0003027	YML011C	augustus_masked-flattened_line_21-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.107&CDS=1-522
3028	OG0003028	YML012W	augustus_masked-flattened_line_37-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.188&CDS=1-636
3029	OG0003029	YML013W	augustus_masked-flattened_line_21-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.123&CDS=1-1914
3030	OG0003030	YML014W	augustus_masked-flattened_line_37-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.189&CDS=1-813
3031	OG0003031	YML016C	augustus_masked-flattened_line_37-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.156&CDS=1-2037
3032	OG0003032	YML017W	augustus_masked-flattened_line_21-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.6&CDS=1-1887
3033	OG0003033	YML018C	augustus_masked-flattened_line_21-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.4&CDS=1-1329
3034	OG0003034	YML019W	augustus_masked-flattened_line_21-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.7&CDS=1-978
3035	OG0003035	YML020W	augustus_masked-flattened_line_21-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.29&CDS=1-1941
3036	OG0003036	YML021C	augustus_masked-flattened_line_21-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.8&CDS=1-1005
3037	OG0003037	YML022W	augustus_masked-flattened_line_21-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.30&CDS=1-561
3038	OG0003038	YML023C	augustus_masked-flattened_line_37-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.157&CDS=1-1704
3039	OG0003039	YML025C	augustus_masked-flattened_line_21-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.12&CDS=1-828
3040	OG0003040	YML029W	augustus_masked-flattened_line_21-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.35&CDS=1-2259
3041	OG0003041	YML030W	augustus_masked-flattened_line_37-processed-gene-1.195-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.195&CDS=1-489
3042	OG0003042	YML031W	snap_masked-flattened_line_37-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.126&CDS=1-1845
3043	OG0003043	YML032C	augustus_masked-flattened_line_37-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.162&CDS=1-1497
3044	OG0003044	YML034W	snap_masked-flattened_line_21-processed-gene-1.136-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.136&CDS=1-2130
3045	OG0003045	YML035C	snap_masked-flattened_line_37-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.94&CDS=1-2451
3046	OG0003046	YML036W	augustus_masked-flattened_line_37-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.199&CDS=1-492
3047	OG0003047	YML037C	snap_masked-flattened_line_21-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.115&CDS=1-1428
3048	OG0003048	YML038C	augustus_masked-flattened_line_21-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-1.15&CDS=1-1305
3049	OG0003049	YML041C	augustus_masked-flattened_line_57-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.148&CDS=1-759
3050	OG0003050	YML042W	augustus_masked-flattened_line_27-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-2.53&CDS=1-1983
3051	OG0003051	YML043C	snap_masked-flattened_line_37-processed-gene-1.74-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.74&CDS=1-1302
3052	OG0003052	YML046W	augustus_masked-flattened_line_35-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.44&CDS=1-1899
3053	OG0003053	YML048W	augustus_masked-flattened_line_35-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.45&CDS=1-1179
3054	OG0003054	YML049C	augustus_masked-flattened_line_5-processed-gene-5.154-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.154&CDS=1-4257
3055	OG0003055	YML051W	augustus_masked-flattened_line_5-processed-gene-5.186-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.186&CDS=1-1296
3056	OG0003056	YML054C	augustus_masked-flattened_line_39-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.38&CDS=1-1728
3057	OG0003057	YML055W	augustus_masked-flattened_line_39-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.17&CDS=1-525
3058	OG0003058	YML059C	augustus_masked-flattened_line_31-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.48&CDS=1-4680
3059	OG0003059	YML060W	augustus_masked-flattened_line_31-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.79&CDS=1-1122
3060	OG0003060	YML061C	augustus_masked-flattened_line_31-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.50&CDS=1-2703
3061	OG0003061	YML062C	augustus_masked-flattened_line_39-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.34&CDS=1-1170
3062	OG0003062	YML064C	augustus_masked-flattened_line_39-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.33&CDS=1-906
3063	OG0003063	YML065W	augustus_masked-flattened_line_31-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.81&CDS=1-2769
3064	OG0003064	YML066C	augustus_masked-flattened_line_39-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.32&CDS=1-1071
3065	OG0003065	YML067C	snap_masked-flattened_line_31-processed-gene-1.204-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.204&CDS=1-1053
3066	OG0003066	YML068W	augustus_masked-flattened_line_39-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.12&CDS=1-1401
3067	OG0003067	YML069W	augustus_masked-flattened_line_39-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.11&CDS=1-1638
3068	OG0003068	YML070W	augustus_masked-flattened_line_39-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.10&CDS=1-1752
3069	OG0003069	YML071C	augustus_masked-flattened_line_31-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.53&CDS=1-1581
3070	OG0003070	YML072C	augustus_masked-flattened_line_31-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.54&CDS=1-4347
3071	OG0003071	YML076C	augustus_masked-flattened_line_65-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.29&CDS=1-2841
3072	OG0003072	YML080W	snap_masked-flattened_line_37-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.113&CDS=1-1278
3073	OG0003073	YML081C-A	snap_masked-flattened_line_65-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.56&CDS=1-183
3074	OG0003074	YML091C	snap_masked-flattened_line_47-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.114&CDS=1-4503
3075	OG0003075	YML092C	maker-flattened_line_47-augustus-gene-0.81-mRNA-1_1&gene=maker-flattened_line_47-augustus-gene-0.81&CDS=1-1230
3076	OG0003076	YML094W	augustus_masked-flattened_line_47-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.70&CDS=1-474
3077	OG0003077	YML096W	augustus_masked-flattened_line_47-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.71&CDS=1-1572
3078	OG0003078	YML097C	snap_masked-flattened_line_47-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.119&CDS=1-1506
3079	OG0003079	YML098W	augustus_masked-flattened_line_47-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.72&CDS=1-555
3080	OG0003080	YML099C	augustus_masked-flattened_line_47-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.33&CDS=1-2556
3081	OG0003081	YML103C	snap_masked-flattened_line_23-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.87&CDS=1-4827
3082	OG0003082	YML105C	augustus_masked-flattened_line_47-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.20&CDS=1-816
3083	OG0003083	YML110C	augustus_masked-flattened_line_47-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.21&CDS=1-888
3084	OG0003084	YML111W	augustus_masked-flattened_line_47-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.63&CDS=1-2922
3085	OG0003085	YML112W	augustus_masked-flattened_line_47-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.64&CDS=1-882
3086	OG0003086	YML113W	snap_masked-flattened_line_47-processed-gene-0.157-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.157&CDS=1-912
3087	OG0003087	YML115C	augustus_masked-flattened_line_47-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.22&CDS=1-1587
3088	OG0003088	YML120C	augustus_masked-flattened_line_47-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.23&CDS=1-1578
3089	OG0003089	YML121W	augustus_masked-flattened_line_47-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.67&CDS=1-984
3090	OG0003090	YML126C	augustus_masked-flattened_line_47-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.27&CDS=1-1395
3091	OG0003091	YML127W	snap_masked-flattened_line_47-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.160&CDS=1-1782
3092	OG0003092	YML128C	augustus_masked-flattened_line_47-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.29&CDS=1-1494
3093	OG0003093	YML129C	augustus_masked-flattened_line_47-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.30&CDS=1-207
3094	OG0003094	YML131W	augustus_masked-flattened_line_35-processed-gene-1.206-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.206&CDS=1-1095
3095	OG0003095	YMR001C	augustus_masked-flattened_line_37-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.148&CDS=1-2124
3096	OG0003096	YMR002W	augustus_masked-flattened_line_37-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.176&CDS=1-468
3097	OG0003097	YMR004W	augustus_masked-flattened_line_37-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.175&CDS=1-1464
3098	OG0003098	YMR005W	augustus_masked-flattened_line_37-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.174&CDS=1-1320
3099	OG0003099	YMR008C	augustus_masked-flattened_line_37-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.146&CDS=1-1977
3100	OG0003100	YMR009W	augustus_masked-flattened_line_13-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.171&CDS=1-534
3101	OG0003101	YMR010W	augustus_masked-flattened_line_13-processed-gene-3.172-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.172&CDS=1-1158
3102	OG0003102	YMR012W	augustus_masked-flattened_line_43-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.96&CDS=1-3780
3103	OG0003103	YMR013C	snap_masked-flattened_line_3-processed-gene-2.51-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.51&CDS=1-1542
3104	OG0003104	YMR014W	augustus_masked-flattened_line_43-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.97&CDS=1-1503
3105	OG0003105	YMR015C	augustus_masked-flattened_line_3-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.3&CDS=1-1572
3106	OG0003106	YMR021C	augustus_masked-flattened_line_3-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.40&CDS=1-1482
3107	OG0003107	YMR022W	augustus_masked-flattened_line_3-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.59&CDS=1-495
3108	OG0003108	YMR023C	augustus_masked-flattened_line_3-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.38&CDS=1-1524
3109	OG0003109	YMR024W	augustus_masked-flattened_line_25-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.46&CDS=1-1098
3110	OG0003110	YMR025W	augustus_masked-flattened_line_25-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.45&CDS=1-855
3111	OG0003111	YMR026C	augustus_masked-flattened_line_25-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.20&CDS=1-1173
3112	OG0003112	YMR027W	augustus_masked-flattened_line_25-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.44&CDS=1-1386
3113	OG0003113	YMR028W	augustus_masked-flattened_line_25-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.42&CDS=1-1119
3114	OG0003114	YMR029C	snap_masked-flattened_line_43-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.121&CDS=1-1467
3115	OG0003115	YMR031C	snap_masked-flattened_line_43-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.122&CDS=1-2649
3116	OG0003116	YMR032W	augustus_masked-flattened_line_25-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.40&CDS=1-2073
3117	OG0003117	YMR033W	augustus_masked-flattened_line_43-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.8&CDS=1-1392
3118	OG0003118	YMR034C	genemark-flattened_line_43-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-1.88&CDS=1-1248
3119	OG0003119	YMR035W	augustus_masked-flattened_line_25-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.39&CDS=1-531
3120	OG0003120	YMR036C	augustus_masked-flattened_line_25-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.13&CDS=1-1812
3121	OG0003121	YMR039C	augustus_masked-flattened_line_43-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.37&CDS=1-879
3122	OG0003122	YMR041C	augustus_masked-flattened_line_25-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.11&CDS=1-1017
3123	OG0003123	YMR043W	augustus_masked-flattened_line_43-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.10&CDS=1-669
3124	OG0003124	YMR044W	augustus_masked-flattened_line_25-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.36&CDS=1-1356
3125	OG0003125	YMR048W	augustus_masked-flattened_line_25-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.35&CDS=1-888
3126	OG0003126	YMR049C	augustus_masked-flattened_line_43-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.39&CDS=1-2355
3127	OG0003127	YMR052W	snap_masked-flattened_line_25-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.100&CDS=1-615
3128	OG0003128	YMR054W	augustus_masked-flattened_line_43-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.11&CDS=1-2673
3129	OG0003129	YMR058W	snap_masked-flattened_line_25-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.98&CDS=1-1836
3130	OG0003130	YMR059W	augustus_masked-flattened_line_43-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.13&CDS=1-384
3131	OG0003131	YMR060C	snap_masked-flattened_line_43-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.163&CDS=1-969
3132	OG0003132	YMR061W	augustus_masked-flattened_line_43-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-1.14&CDS=1-1971
3133	OG0003133	YMR062C	augustus_masked-flattened_line_25-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.2&CDS=1-1323
3134	OG0003134	YMR063W	genemark-flattened_line_25-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.122&CDS=1-732
