	OrthologID	Naumovozyma_castellii	Saccharomyces_cerevisiae
3046	OG0003046	augustus_masked-HE576757-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.112&CDS=1-1164	YLR291C
3047	OG0003047	augustus_masked-HE576757-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.114&CDS=1-378	YLR295C
3048	OG0003048	augustus_masked-HE576757-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.97&CDS=1-1308	YOR187W
3049	OG0003049	snap_masked-HE576757-processed-gene-0.57-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-0.57&CDS=1-3342	YOR188W
3050	OG0003050	snap_masked-HE576757-processed-gene-0.58-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-0.58&CDS=1-240	YOR189W
3051	OG0003051	augustus_masked-HE576757-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.44&CDS=1-2961	YGR240C
3052	OG0003052	augustus_masked-HE576757-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.46&CDS=1-3258	YHR158C
3053	OG0003053	augustus_masked-HE576757-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.47&CDS=1-2298	YGR237C
3054	OG0003054	snap_masked-HE576757-processed-gene-1.99-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-1.99&CDS=1-681	YGR235C
3055	OG0003055	snap_masked-HE576757-processed-gene-1.119-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-1.119&CDS=1-1194	YGR234W
3056	OG0003056	augustus_masked-HE576757-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.49&CDS=1-3444	YGR233C
3057	OG0003057	augustus_masked-HE576757-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.70&CDS=1-705	YGR232W
3058	OG0003058	augustus_masked-HE576757-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.50&CDS=1-939	YGR231C
3059	OG0003059	augustus_masked-HE576757-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.51&CDS=1-1461	YGR229C
3060	OG0003060	maker-HE576757-augustus-gene-1.0-mRNA-1_1&gene=maker-HE576757-augustus-gene-1.0&CDS=1-3264	YGR227W
3061	OG0003061	augustus_masked-HE576757-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.52&CDS=1-483	YIR037W
3062	OG0003062	augustus_masked-HE576757-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.53&CDS=1-1341	YGR223C
3063	OG0003063	snap_masked-HE576757-processed-gene-1.126-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-1.126&CDS=1-819	YGR222W
3064	OG0003064	augustus_masked-HE576757-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.55&CDS=1-879	YOR344C
3065	OG0003065	augustus_masked-HE576757-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.76&CDS=1-1107	YAL036C
3066	OG0003066	augustus_masked-HE576757-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.77&CDS=1-5022	YOR341W
3067	OG0003067	augustus_masked-HE576757-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.56&CDS=1-852	YAL034W-A
3068	OG0003068	augustus_masked-HE576757-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.79&CDS=1-516	YIR017C
3069	OG0003069	augustus_masked-HE576757-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.58&CDS=1-1761	YIL014W
3070	OG0003070	augustus_masked-HE576757-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.59&CDS=1-741	YIL011W
3071	OG0003071	augustus_masked-HE576757-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.60&CDS=1-693	YIL010W
3072	OG0003072	augustus_masked-HE576757-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.81&CDS=1-2217	YMR078C
3073	OG0003073	augustus_masked-HE576757-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.61&CDS=1-912	YMR079W
3074	OG0003074	augustus_masked-HE576757-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.62&CDS=1-3840	YMR076C
3075	OG0003075	augustus_masked-HE576757-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.82&CDS=1-2226	YMR075W
3076	OG0003076	augustus_masked-HE576757-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.63&CDS=1-423	YMR074C
3077	OG0003077	augustus_masked-HE576757-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.64&CDS=1-567	YMR073C
3078	OG0003078	augustus_masked-HE576757-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.83&CDS=1-558	YMR072W
3079	OG0003079	augustus_masked-HE576757-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-1.65&CDS=1-501	YMR071C
3080	OG0003080	snap_masked-HE576757-processed-gene-1.118-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-1.118&CDS=1-1209	YHR004C
3081	OG0003081	genemark-HE576757-processed-gene-2.5-mRNA-1_1&gene=genemark-HE576757-processed-gene-2.5&CDS=1-1068	YHR002W
3082	OG0003082	augustus_masked-HE576757-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.54&CDS=1-1137	YMR010W
3083	OG0003083	augustus_masked-HE576757-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.55&CDS=1-534	YMR009W
3084	OG0003084	augustus_masked-HE576757-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.56&CDS=1-1143	YOL028C
3085	OG0003085	snap_masked-HE576757-processed-gene-2.104-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-2.104&CDS=1-639	YIR014W
3086	OG0003086	augustus_masked-HE576757-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.57&CDS=1-510	YIR015W
3087	OG0003087	augustus_masked-HE576757-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.58&CDS=1-759	YOL038W
3088	OG0003088	genemark-HE576757-processed-gene-2.13-mRNA-1_1&gene=genemark-HE576757-processed-gene-2.13&CDS=1-495	YAL033W
3089	OG0003089	genemark-HE576757-processed-gene-2.14-mRNA-1_1&gene=genemark-HE576757-processed-gene-2.14&CDS=1-2235	YIR007W
3090	OG0003090	augustus_masked-HE576757-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.78&CDS=1-1260	YIR008C
3091	OG0003091	genemark-HE576757-processed-gene-2.15-mRNA-1_1&gene=genemark-HE576757-processed-gene-2.15&CDS=1-2712	YDR421W
3092	OG0003092	augustus_masked-HE576757-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.79&CDS=1-2361	YDR422C
3093	OG0003093	augustus_masked-HE576757-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.80&CDS=1-1425	YDR423C
3094	OG0003094	augustus_masked-HE576757-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.81&CDS=1-270	YDR424C
3095	OG0003095	augustus_masked-HE576757-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.61&CDS=1-1200	YDR427W
3096	OG0003096	augustus_masked-HE576757-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.82&CDS=1-3591	YDR430C
3097	OG0003097	augustus_masked-HE576757-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.62&CDS=1-1137	YDR432W
3098	OG0003098	augustus_masked-HE576757-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.63&CDS=1-1548	YDR434W
3099	OG0003099	augustus_masked-HE576757-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.64&CDS=1-984	YML015C
3100	OG0003100	augustus_masked-HE576757-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.83&CDS=1-1005	YDR435C
3101	OG0003101	genemark-HE576757-processed-gene-2.22-mRNA-1_1&gene=genemark-HE576757-processed-gene-2.22&CDS=1-450	YDR437W
3102	OG0003102	augustus_masked-HE576757-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.67&CDS=1-660	YDR439W
3103	OG0003103	augustus_masked-HE576757-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.68&CDS=1-1890	YDR440W
3104	OG0003104	augustus_masked-HE576757-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.84&CDS=1-4080	YDR443C
3105	OG0003105	genemark-HE576757-processed-gene-2.26-mRNA-1_1&gene=genemark-HE576757-processed-gene-2.26&CDS=1-1965	YDR444W
3106	OG0003106	augustus_masked-HE576757-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.70&CDS=1-873	YDR446W
3107	OG0003107	augustus_masked-HE576757-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.71&CDS=1-1314	YDR448W
3108	OG0003108	augustus_masked-HE576757-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.86&CDS=1-1320	YDR449C
3109	OG0003109	augustus_masked-HE576757-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.72&CDS=1-2103	YDR452W
3110	OG0003110	augustus_masked-HE576757-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.88&CDS=1-558	YDR454C
3111	OG0003111	augustus_masked-HE576757-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.73&CDS=1-1959	YDR456W
3112	OG0003112	augustus_masked-HE576757-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.74&CDS=1-9777	YDR457W
3113	OG0003113	augustus_masked-HE576757-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.90&CDS=1-891	YDR459C
3114	OG0003114	augustus_masked-HE576757-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.91&CDS=1-2058	YKL112W
3115	OG0003115	augustus_masked-HE576757-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.75&CDS=1-1137	YKL113C
3116	OG0003116	augustus_masked-HE576757-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.76&CDS=1-888	YMR099C
3117	OG0003117	augustus_masked-HE576757-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-2.77&CDS=1-1836	YMR100W
3118	OG0003118	augustus_masked-HE576757-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.99&CDS=1-1029	YMR101C
3119	OG0003119	genemark-HE576757-processed-gene-3.4-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.4&CDS=1-2022	YKL126W
3120	OG0003120	augustus_masked-HE576757-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.102&CDS=1-1875	YMR106C
3121	OG0003121	snap_masked-HE576757-processed-gene-3.49-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.49&CDS=1-1089	YHL022C
3122	OG0003122	augustus_masked-HE576757-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.116&CDS=1-1566	YMR110C
3123	OG0003123	genemark-HE576757-processed-gene-3.26-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.26&CDS=1-1287	YAL012W
3124	OG0003124	augustus_masked-HE576757-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.103&CDS=1-426	YOL040C
3125	OG0003125	maker-HE576757-snap-gene-3.48-mRNA-1_1&gene=maker-HE576757-snap-gene-3.48&CDS=1-1410	YAL013W
3126	OG0003126	genemark-HE576757-processed-gene-3.8-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.8&CDS=1-855	YAL014C
3127	OG0003127	genemark-HE576757-processed-gene-3.9-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.9&CDS=1-1338	YAL015C
3128	OG0003128	augustus_masked-HE576757-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.119&CDS=1-1818	YAL016W
3129	OG0003129	augustus_masked-HE576757-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.105&CDS=1-903	YAL018C
3130	OG0003130	genemark-HE576757-processed-gene-3.30-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.30&CDS=1-2967	YOL051W
3131	OG0003131	snap_masked-HE576757-processed-gene-3.82-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.82&CDS=1-3162	YAL019W
3132	OG0003132	snap_masked-HE576757-processed-gene-3.60-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.60&CDS=1-1107	YAL020C
3133	OG0003133	genemark-HE576757-processed-gene-3.12-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.12&CDS=1-2565	YAL021C
3134	OG0003134	genemark-HE576757-processed-gene-3.13-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.13&CDS=1-1308	YAL022C
3135	OG0003135	augustus_masked-HE576757-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.108&CDS=1-4092	YAL024C
3136	OG0003136	augustus_masked-HE576757-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.109&CDS=1-4053	YAL026C
3137	OG0003137	snap_masked-HE576757-processed-gene-3.68-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.68&CDS=1-2214	YAL031C
3138	OG0003138	snap_masked-HE576757-processed-gene-3.69-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.69&CDS=1-642	YOR016C
3139	OG0003139	snap_masked-HE576757-processed-gene-3.87-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.87&CDS=1-546	YAL008W
3140	OG0003140	genemark-HE576757-processed-gene-3.37-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.37&CDS=1-1005	YAL009W
3141	OG0003141	augustus_masked-HE576757-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.111&CDS=1-1356	YAL010C
3142	OG0003142	augustus_masked-HE576757-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.126&CDS=1-4071	YMR111C
3143	OG0003143	augustus_masked-HE576757-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.112&CDS=1-1359	YMR115W
3144	OG0003144	augustus_masked-HE576757-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.128&CDS=1-666	YMR117C
3145	OG0003145	snap_masked-HE576757-processed-gene-3.71-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-3.71&CDS=1-1899	YMR119W
3146	OG0003146	genemark-HE576757-processed-gene-3.22-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.22&CDS=1-588	YMR123W
3147	OG0003147	genemark-HE576757-processed-gene-3.23-mRNA-1_1&gene=genemark-HE576757-processed-gene-3.23&CDS=1-3015	YMR124W
3148	OG0003148	augustus_masked-HE576757-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.115&CDS=1-2592	YMR125W
3149	OG0003149	augustus_masked-HE576757-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-3.130&CDS=1-1245	YMR126C
3150	OG0003150	genemark-HE576757-processed-gene-4.113-mRNA-1_1&gene=genemark-HE576757-processed-gene-4.113&CDS=1-1059	YMR127C
3151	OG0003151	augustus_masked-HE576757-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.0&CDS=1-3981	YMR129W
3152	OG0003152	augustus_masked-HE576757-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.1&CDS=1-930	YMR130W
3153	OG0003153	augustus_masked-HE576757-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.4&CDS=1-1533	YMR131C
3154	OG0003154	augustus_masked-HE576757-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.5&CDS=1-618	YMR132C
3155	OG0003155	snap_masked-HE576757-processed-gene-4.51-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.51&CDS=1-936	YMR133W
3156	OG0003156	genemark-HE576757-processed-gene-4.112-mRNA-1_1&gene=genemark-HE576757-processed-gene-4.112&CDS=1-723	YMR134W
3157	OG0003157	snap_masked-HE576757-processed-gene-4.78-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.78&CDS=1-1194	YMR135C
3158	OG0003158	snap_masked-HE576757-processed-gene-4.56-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.56&CDS=1-2352	YHR182W
3159	OG0003159	augustus_masked-HE576757-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.7&CDS=1-1467	YHR183W
3160	OG0003160	snap_masked-HE576757-processed-gene-4.58-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.58&CDS=1-1596	YHR184W
3161	OG0003161	augustus_masked-HE576757-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.27&CDS=1-4569	YHR186C
3162	OG0003162	augustus_masked-HE576757-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.28&CDS=1-1722	YJL008C
3163	OG0003163	augustus_masked-HE576757-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.9&CDS=1-3450	YJL029C
3164	OG0003164	augustus_masked-HE576757-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.29&CDS=1-990	YJL006C
3165	OG0003165	augustus_masked-HE576757-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.10&CDS=1-3207	YGR274C
3166	OG0003166	augustus_masked-HE576757-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.31&CDS=1-1602	YMR297W
3167	OG0003167	augustus_masked-HE576757-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.11&CDS=1-2262	YMR296C
3168	OG0003168	snap_masked-HE576757-processed-gene-4.84-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.84&CDS=1-1158	YMR294W
3169	OG0003169	augustus_masked-HE576757-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.12&CDS=1-1446	YMR293C
3170	OG0003170	augustus_masked-HE576757-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.33&CDS=1-414	YMR292W
3171	OG0003171	augustus_masked-HE576757-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.34&CDS=1-516	YLL036C
3172	OG0003172	genemark-HE576757-processed-gene-4.146-mRNA-1_1&gene=genemark-HE576757-processed-gene-4.146&CDS=1-1833	YMR291W
3173	OG0003173	augustus_masked-HE576757-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.13&CDS=1-1524	YMR290C
3174	OG0003174	augustus_masked-HE576757-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.14&CDS=1-2235	YGR264C
3175	OG0003175	snap_masked-HE576757-processed-gene-4.88-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.88&CDS=1-1086	YMR289W
3176	OG0003176	augustus_masked-HE576757-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.37&CDS=1-2853	YMR288W
3177	OG0003177	augustus_masked-HE576757-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.15&CDS=1-1974	YHR188C
3178	OG0003178	augustus_masked-HE576757-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.38&CDS=1-924	YHR187W
3179	OG0003179	augustus_masked-HE576757-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.16&CDS=1-2034	YJL010C
3180	OG0003180	augustus_masked-HE576757-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.39&CDS=1-2028	YKL143W
3181	OG0003181	augustus_masked-HE576757-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.17&CDS=1-666	YKL144C
3182	OG0003182	augustus_masked-HE576757-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.40&CDS=1-1422	YKL145W
3183	OG0003183	augustus_masked-HE576757-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.41&CDS=1-2004	YKL146W
3184	OG0003184	augustus_masked-HE576757-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.18&CDS=1-1905	YKL148C
3185	OG0003185	augustus_masked-HE576757-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.19&CDS=1-1281	YKL149C
3186	OG0003186	augustus_masked-HE576757-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.42&CDS=1-897	YKL150W
3187	OG0003187	augustus_masked-HE576757-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.20&CDS=1-1008	YKL151C
3188	OG0003188	augustus_masked-HE576757-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.21&CDS=1-744	YKL152C
3189	OG0003189	snap_masked-HE576757-processed-gene-4.97-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-4.97&CDS=1-786	YKL154W
3190	OG0003190	augustus_masked-HE576757-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.22&CDS=1-1770	YKL155C
3191	OG0003191	genemark-HE576757-processed-gene-4.158-mRNA-1_1&gene=genemark-HE576757-processed-gene-4.158&CDS=1-636	YKL159C
3192	OG0003192	augustus_masked-HE576757-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.24&CDS=1-1044	YDR279W
3193	OG0003193	augustus_masked-HE576757-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.25&CDS=1-915	YKL107W
3194	OG0003194	augustus_masked-HE576757-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-4.48&CDS=1-894	YDR288W
3195	OG0003195	augustus_masked-HE576757-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.46&CDS=1-876	YDR287W
3196	OG0003196	genemark-HE576757-processed-gene-5.3-mRNA-1_1&gene=genemark-HE576757-processed-gene-5.3&CDS=1-336	YDR286C
3197	OG0003197	maker-HE576757-augustus-gene-5.0-mRNA-1_1&gene=maker-HE576757-augustus-gene-5.0&CDS=1-2493	YDR285W
3198	OG0003198	augustus_masked-HE576757-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.44&CDS=1-912	YDR284C
3199	OG0003199	augustus_masked-HE576757-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.45&CDS=1-4830	YDR283C
3200	OG0003200	augustus_masked-HE576757-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.68&CDS=1-1104	YDR289C
3201	OG0003201	augustus_masked-HE576757-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.50&CDS=1-1809	YDR294C
3202	OG0003202	augustus_masked-HE576757-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-5.51&CDS=1-4803	YDR293C
