	OrthologID	Komagataella_pastoris	Saccharomyces_cerevisiae
2818	OG0002818	augustus_masked-chromosome_4-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-1.139&CDS=1-2178	YBR102C
2819	OG0002819	snap_masked-chromosome_4-processed-gene-1.25-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.25&CDS=1-609	YMR159C
2820	OG0002820	snap_masked-chromosome_4-processed-gene-1.26-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.26&CDS=1-705	YBR256C
2821	OG0002821	snap_masked-chromosome_4-processed-gene-1.52-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.52&CDS=1-1278	YIR012W
2822	OG0002822	snap_masked-chromosome_4-processed-gene-1.27-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.27&CDS=1-1356	YPL151C
2823	OG0002823	snap_masked-chromosome_4-processed-gene-1.53-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.53&CDS=1-1050	YPL152W
2824	OG0002824	snap_masked-chromosome_4-processed-gene-1.55-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.55&CDS=1-534	YDL059C
2825	OG0002825	snap_masked-chromosome_4-processed-gene-1.30-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.30&CDS=1-4212	YDL058W
2826	OG0002826	snap_masked-chromosome_4-processed-gene-1.31-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.31&CDS=1-744	YPL157W
2827	OG0002827	snap_masked-chromosome_4-processed-gene-1.33-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.33&CDS=1-1488	YBR182C
2828	OG0002828	snap_masked-chromosome_4-processed-gene-1.58-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.58&CDS=1-1371	YJL203W
2829	OG0002829	snap_masked-chromosome_4-processed-gene-2.1-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.1&CDS=1-7281	YPL085W
2830	OG0002830	augustus_masked-chromosome_4-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-2.109&CDS=1-1668	YPL086C
2831	OG0002831	snap_masked-chromosome_4-processed-gene-2.3-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.3&CDS=1-2256	YFL024C
2832	OG0002832	snap_masked-chromosome_4-processed-gene-2.28-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.28&CDS=1-1995	YPL104W
2833	OG0002833	snap_masked-chromosome_4-processed-gene-2.4-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.4&CDS=1-1278	YPL048W
2834	OG0002834	snap_masked-chromosome_4-processed-gene-2.5-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.5&CDS=1-1113	YPL050C
2835	OG0002835	snap_masked-chromosome_4-processed-gene-2.6-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.6&CDS=1-1104	YPL054W
2836	OG0002836	snap_masked-chromosome_4-processed-gene-2.29-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.29&CDS=1-1905	YPL093W
2837	OG0002837	maker-chromosome_4-snap-gene-2.100-mRNA-1_1&gene=maker-chromosome_4-snap-gene-2.100&CDS=1-3435	YFR031C
2838	OG0002838	snap_masked-chromosome_4-processed-gene-2.11-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.11&CDS=1-1116	YEL046C
2839	OG0002839	snap_masked-chromosome_4-processed-gene-2.12-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.12&CDS=1-2901	YIL137C
2840	OG0002840	genemark-chromosome_4-processed-gene-2.62-mRNA-1_1&gene=genemark-chromosome_4-processed-gene-2.62&CDS=1-840	YNL080C
2841	OG0002841	snap_masked-chromosome_4-processed-gene-2.15-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.15&CDS=1-657	YIL127C
2842	OG0002842	snap_masked-chromosome_4-processed-gene-2.33-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.33&CDS=1-3024	YIL128W
2843	OG0002843	snap_masked-chromosome_4-processed-gene-2.16-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.16&CDS=1-7404	YIL129C
2844	OG0002844	snap_masked-chromosome_4-processed-gene-2.17-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.17&CDS=1-1179	YNL084C
2845	OG0002845	snap_masked-chromosome_4-processed-gene-2.35-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.35&CDS=1-1575	YIL142W
2846	OG0002846	genemark-chromosome_4-processed-gene-2.66-mRNA-1_1&gene=genemark-chromosome_4-processed-gene-2.66&CDS=1-1521	YNL083W
2847	OG0002847	snap_masked-chromosome_4-processed-gene-2.36-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.36&CDS=1-1062	YFL026W
2848	OG0002848	snap_masked-chromosome_4-processed-gene-2.37-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.37&CDS=1-2709	YNL082W
2849	OG0002849	snap_masked-chromosome_4-processed-gene-2.20-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.20&CDS=1-708	YIL139C
2850	OG0002850	snap_masked-chromosome_4-processed-gene-2.21-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.21&CDS=1-1797	YOR308C
2851	OG0002851	genemark-chromosome_4-processed-gene-2.87-mRNA-1_1&gene=genemark-chromosome_4-processed-gene-2.87&CDS=1-1443	YMR239C
2852	OG0002852	snap_masked-chromosome_4-processed-gene-2.22-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.22&CDS=1-696	YGR113W
2853	OG0002853	snap_masked-chromosome_4-processed-gene-2.42-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.42&CDS=1-1899	YLR143W
2854	OG0002854	augustus_masked-chromosome_4-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-2.148&CDS=1-2058	YDR164C
2855	OG0002855	snap_masked-chromosome_4-processed-gene-2.24-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.24&CDS=1-1161	YBR095C
2856	OG0002856	maker-chromosome_4-snap-gene-2.103-mRNA-1_1&gene=maker-chromosome_4-snap-gene-2.103&CDS=1-2175	YBR094W
2857	OG0002857	snap_masked-chromosome_4-processed-gene-2.45-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.45&CDS=1-1260	YOR303W
2858	OG0002858	snap_masked-chromosome_4-processed-gene-2.25-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.25&CDS=1-1164	YOR063W
2859	OG0002859	snap_masked-chromosome_4-processed-gene-2.46-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.46&CDS=1-1818	YOR204W
2860	OG0002860	snap_masked-chromosome_4-processed-gene-2.27-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.27&CDS=1-4749	YDR334W
2861	OG0002861	snap_masked-chromosome_4-processed-gene-2.49-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-2.49&CDS=1-294	YER048W-A
2862	OG0002862	snap_masked-chromosome_4-processed-gene-3.3-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.3&CDS=1-1386	YHR137W
2863	OG0002863	maker-chromosome_4-snap-gene-3.98-mRNA-1_1&gene=maker-chromosome_4-snap-gene-3.98&CDS=1-1365	YLR212C
2864	OG0002864	snap_masked-chromosome_4-processed-gene-3.0-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.0&CDS=1-831	YIL043C
2865	OG0002865	snap_masked-chromosome_4-processed-gene-3.5-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.5&CDS=1-1557	YER052C
2866	OG0002866	snap_masked-chromosome_4-processed-gene-3.29-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.29&CDS=1-1899	YOL011W
2867	OG0002867	snap_masked-chromosome_4-processed-gene-3.7-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.7&CDS=1-1446	YML043C
2868	OG0002868	augustus_masked-chromosome_4-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-3.116&CDS=1-1584	YOL013C
2869	OG0002869	maker-chromosome_4-augustus-gene-3.106-mRNA-1_1&gene=maker-chromosome_4-augustus-gene-3.106&CDS=1-2145	YLR259C
2870	OG0002870	augustus_masked-chromosome_4-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-3.117&CDS=1-4413	YEL061C
2871	OG0002871	snap_masked-chromosome_4-processed-gene-3.33-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.33&CDS=1-4269	YBL079W
2872	OG0002872	augustus_masked-chromosome_4-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-3.120&CDS=1-729	YLR262C
2873	OG0002873	snap_masked-chromosome_4-processed-gene-3.15-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.15&CDS=1-1341	YMR182C
2874	OG0002874	snap_masked-chromosome_4-processed-gene-3.16-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.16&CDS=1-3633	YLR189C
2875	OG0002875	genemark-chromosome_4-processed-gene-3.63-mRNA-1_1&gene=genemark-chromosome_4-processed-gene-3.63&CDS=1-3375	YDL240W
2876	OG0002876	snap_masked-chromosome_4-processed-gene-3.19-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.19&CDS=1-393	YMR074C
2877	OG0002877	snap_masked-chromosome_4-processed-gene-3.20-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.20&CDS=1-1116	YLR403W
2878	OG0002878	snap_masked-chromosome_4-processed-gene-3.21-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.21&CDS=1-2121	YDL074C
2879	OG0002879	snap_masked-chromosome_4-processed-gene-3.22-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.22&CDS=1-5496	YBR208C
2880	OG0002880	snap_masked-chromosome_4-processed-gene-3.35-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.35&CDS=1-1803	YPL072W
2881	OG0002881	snap_masked-chromosome_4-processed-gene-3.23-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.23&CDS=1-447	YMR073C
2882	OG0002882	snap_masked-chromosome_4-processed-gene-3.24-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.24&CDS=1-747	YOR126C
2883	OG0002883	snap_masked-chromosome_4-processed-gene-3.37-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.37&CDS=1-1854	YLR401C
2884	OG0002884	snap_masked-chromosome_4-processed-gene-3.25-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.25&CDS=1-1056	YLR405W
2885	OG0002885	snap_masked-chromosome_4-processed-gene-3.26-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.26&CDS=1-1002	YDL076C
2886	OG0002886	snap_masked-chromosome_4-processed-gene-3.27-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.27&CDS=1-681	YPR124W
2887	OG0002887	snap_masked-chromosome_4-processed-gene-3.39-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.39&CDS=1-1002	YIL041W
2888	OG0002888	snap_masked-chromosome_4-processed-gene-3.41-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.41&CDS=1-1851	YGL045W
2889	OG0002889	snap_masked-chromosome_4-processed-gene-3.44-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-3.44&CDS=1-951	YGL215W
2890	OG0002890	snap_masked-chromosome_4-processed-gene-4.0-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.0&CDS=1-2715	YNL118C
2891	OG0002891	snap_masked-chromosome_4-processed-gene-4.5-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.5&CDS=1-1236	YNL207W
2892	OG0002892	augustus_masked-chromosome_4-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-4.69&CDS=1-411	YDR063W
2893	OG0002893	snap_masked-chromosome_4-processed-gene-4.32-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.32&CDS=1-1533	YOR241W
2894	OG0002894	snap_masked-chromosome_4-processed-gene-4.33-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.33&CDS=1-1200	YJL026W
2895	OG0002895	maker-chromosome_4-snap-gene-4.59-mRNA-1_1&gene=maker-chromosome_4-snap-gene-4.59&CDS=1-642	YMR202W
2896	OG0002896	snap_masked-chromosome_4-processed-gene-4.7-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.7&CDS=1-2226	YOR112W
2897	OG0002897	snap_masked-chromosome_4-processed-gene-4.36-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.36&CDS=1-408	YNL113W
2898	OG0002898	snap_masked-chromosome_4-processed-gene-4.8-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.8&CDS=1-2277	YOR113W
2899	OG0002899	snap_masked-chromosome_4-processed-gene-4.14-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.14&CDS=1-912	YBR085W
2900	OG0002900	maker-chromosome_4-snap-gene-4.56-mRNA-1_1&gene=maker-chromosome_4-snap-gene-4.56&CDS=1-1458	YOR095C
2901	OG0002901	maker-chromosome_4-augustus-gene-4.172-mRNA-1_1&gene=maker-chromosome_4-augustus-gene-4.172&CDS=1-2319	YHR114W
2902	OG0002902	snap_masked-chromosome_4-processed-gene-4.19-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.19&CDS=1-1836	YNL094W
2903	OG0002903	snap_masked-chromosome_4-processed-gene-4.41-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.41&CDS=1-1101	YOR091W
2904	OG0002904	snap_masked-chromosome_4-processed-gene-4.20-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.20&CDS=1-1803	YOR090C
2905	OG0002905	snap_masked-chromosome_4-processed-gene-4.44-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.44&CDS=1-1932	YOR087W
2906	OG0002906	snap_masked-chromosome_4-processed-gene-4.21-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.21&CDS=1-2730	YNL091W
2907	OG0002907	snap_masked-chromosome_4-processed-gene-4.22-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.22&CDS=1-585	YNL090W
2908	OG0002908	snap_masked-chromosome_4-processed-gene-4.23-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.23&CDS=1-2643	YBL023C
2909	OG0002909	snap_masked-chromosome_4-processed-gene-4.24-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.24&CDS=1-1077	YNL288W
2910	OG0002910	snap_masked-chromosome_4-processed-gene-4.25-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.25&CDS=1-2721	YNL287W
2911	OG0002911	augustus_masked-chromosome_4-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-4.86&CDS=1-3012	YBR025C
2912	OG0002912	snap_masked-chromosome_4-processed-gene-4.45-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.45&CDS=1-2226	YOR206W
2913	OG0002913	snap_masked-chromosome_4-processed-gene-4.46-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.46&CDS=1-2004	YMR108W
2914	OG0002914	snap_masked-chromosome_4-processed-gene-4.49-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.49&CDS=1-606	YLR016C
2915	OG0002915	snap_masked-chromosome_4-processed-gene-4.28-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.28&CDS=1-2298	YJL033W
2916	OG0002916	snap_masked-chromosome_4-processed-gene-4.29-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.29&CDS=1-1239	YHR075C
2917	OG0002917	snap_masked-chromosome_4-processed-gene-4.50-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.50&CDS=1-2136	YHR074W
2918	OG0002918	snap_masked-chromosome_4-processed-gene-4.30-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.30&CDS=1-669	YHR181W
2919	OG0002919	snap_masked-chromosome_4-processed-gene-4.54-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-4.54&CDS=1-1641	YPL122C
2920	OG0002920	augustus_masked-chromosome_4-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-4.90&CDS=1-3474	YOR207C
2921	OG0002921	snap_masked-chromosome_4-processed-gene-5.84-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.84&CDS=1-1845	YER049W
2922	OG0002922	snap_masked-chromosome_4-processed-gene-5.81-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.81&CDS=1-729	YMR048W
2923	OG0002923	snap_masked-chromosome_4-processed-gene-5.82-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.82&CDS=1-2250	YHR202W
2924	OG0002924	snap_masked-chromosome_4-processed-gene-5.87-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.87&CDS=1-828	YER182W
2925	OG0002925	genemark-chromosome_4-processed-gene-5.181-mRNA-1_1&gene=genemark-chromosome_4-processed-gene-5.181&CDS=1-633	YER183C
2926	OG0002926	snap_masked-chromosome_4-processed-gene-5.119-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.119&CDS=1-2019	YDR194C
2927	OG0002927	snap_masked-chromosome_4-processed-gene-5.90-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.90&CDS=1-1935	YDR189W
2928	OG0002928	genemark-chromosome_4-processed-gene-5.152-mRNA-1_1&gene=genemark-chromosome_4-processed-gene-5.152&CDS=1-741	YHR038W
2929	OG0002929	augustus_masked-chromosome_4-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-5.48&CDS=1-1908	YHR039C
2930	OG0002930	maker-chromosome_4-augustus-gene-5.75-mRNA-1_1&gene=maker-chromosome_4-augustus-gene-5.75&CDS=1-336	YHR039C-A
2931	OG0002931	genemark-chromosome_4-processed-gene-5.153-mRNA-1_1&gene=genemark-chromosome_4-processed-gene-5.153&CDS=1-1038	YHR040W
2932	OG0002932	snap_masked-chromosome_4-processed-gene-5.123-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.123&CDS=1-1995	YDR333C
2933	OG0002933	maker-chromosome_4-snap-gene-5.6-mRNA-1_1&gene=maker-chromosome_4-snap-gene-5.6&CDS=1-999	YHR085W
2934	OG0002934	snap_masked-chromosome_4-processed-gene-5.92-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.92&CDS=1-972	YHR083W
2935	OG0002935	snap_masked-chromosome_4-processed-gene-5.93-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.93&CDS=1-1479	YHR084W
2936	OG0002936	augustus_masked-chromosome_4-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-5.52&CDS=1-1143	YDR331W
2937	OG0002937	snap_masked-chromosome_4-processed-gene-5.96-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.96&CDS=1-2610	YLR347C
2938	OG0002938	snap_masked-chromosome_4-processed-gene-5.97-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.97&CDS=1-735	YGR036C
2939	OG0002939	snap_masked-chromosome_4-processed-gene-5.126-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.126&CDS=1-1506	YLR345W
2940	OG0002940	maker-chromosome_4-snap-gene-5.7-mRNA-1_1&gene=maker-chromosome_4-snap-gene-5.7&CDS=1-2565	YLR336C
2941	OG0002941	snap_masked-chromosome_4-processed-gene-5.99-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.99&CDS=1-1074	YGR028W
2942	OG0002942	snap_masked-chromosome_4-processed-gene-5.101-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.101&CDS=1-1722	YML054C
2943	OG0002943	snap_masked-chromosome_4-processed-gene-5.129-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.129&CDS=1-741	YLR051C
2944	OG0002944	snap_masked-chromosome_4-processed-gene-5.103-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.103&CDS=1-1488	YFL022C
2945	OG0002945	snap_masked-chromosome_4-processed-gene-5.131-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.131&CDS=1-1563	YOR310C
2946	OG0002946	snap_masked-chromosome_4-processed-gene-5.106-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.106&CDS=1-1890	YHR164C
2947	OG0002947	snap_masked-chromosome_4-processed-gene-5.107-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.107&CDS=1-720	YJR024C
2948	OG0002948	augustus_masked-chromosome_4-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-5.60&CDS=1-873	YGR205W
2949	OG0002949	maker-chromosome_4-snap-gene-5.9-mRNA-1_1&gene=maker-chromosome_4-snap-gene-5.9&CDS=1-3201	YGR207C
2950	OG0002950	snap_masked-chromosome_4-processed-gene-5.110-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.110&CDS=1-843	YMR289W
2951	OG0002951	snap_masked-chromosome_4-processed-gene-5.137-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.137&CDS=1-939	YGR208W
2952	OG0002952	augustus_masked-chromosome_4-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-5.41&CDS=1-1551	YJL025W
2953	OG0002953	snap_masked-chromosome_4-processed-gene-5.138-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.138&CDS=1-1998	YGR178C
2954	OG0002954	maker-chromosome_4-snap-gene-5.4-mRNA-1_1&gene=maker-chromosome_4-snap-gene-5.4&CDS=1-366	YER072W
2955	OG0002955	maker-chromosome_4-snap-gene-5.10-mRNA-1_1&gene=maker-chromosome_4-snap-gene-5.10&CDS=1-1569	YHR107C
2956	OG0002956	snap_masked-chromosome_4-processed-gene-5.117-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.117&CDS=1-1092	YDR354W
2957	OG0002957	snap_masked-chromosome_4-processed-gene-5.141-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-5.141&CDS=1-315	YDR357C
2958	OG0002958	augustus_masked-chromosome_4-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-6.1&CDS=1-1716	YHR108W
2959	OG0002959	augustus_masked-chromosome_4-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-6.2&CDS=1-222	YDR363W-A
2960	OG0002960	snap_masked-chromosome_4-processed-gene-6.42-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-6.42&CDS=1-1269	YOR117W
2961	OG0002961	snap_masked-chromosome_4-processed-gene-6.46-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-6.46&CDS=1-891	YDR361C
2962	OG0002962	snap_masked-chromosome_4-processed-gene-6.43-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-6.43&CDS=1-1470	YDR364C
2963	OG0002963	snap_masked-chromosome_4-processed-gene-6.47-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-6.47&CDS=1-4380	YOR116C
2964	OG0002964	snap_masked-chromosome_4-processed-gene-6.70-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-6.70&CDS=1-813	YDR262W
2965	OG0002965	snap_masked-chromosome_4-processed-gene-6.72-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-6.72&CDS=1-1107	YMR244W
2966	OG0002966	snap_masked-chromosome_4-processed-gene-6.73-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-6.73&CDS=1-4500	YGR116W
2967	OG0002967	snap_masked-chromosome_4-processed-gene-6.51-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-6.51&CDS=1-942	YPR147C
2968	OG0002968	maker-chromosome_4-snap-gene-6.0-mRNA-1_1&gene=maker-chromosome_4-snap-gene-6.0&CDS=1-1512	YBR026C
2969	OG0002969	snap_masked-chromosome_4-processed-gene-6.54-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-6.54&CDS=1-624	YOL102C
2970	OG0002970	snap_masked-chromosome_4-processed-gene-6.57-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-6.57&CDS=1-3636	YIL147C
2971	OG0002971	augustus_masked-chromosome_4-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-6.16&CDS=1-4056	YIL150C
2972	OG0002972	augustus_masked-chromosome_4-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-6.30&CDS=1-2616	YEL064C
