	OrthologID	Saccharomyces_cerevisiae	Spathaspora_arborariae
2646	OG0002646	YMR220W	genemark-KI547139.1-processed-gene-4.89-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.89&CDS=1-1254
2647	OG0002647	YMR221C	genemark-KI547137.1-processed-gene-7.197-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-7.197&CDS=1-1566
2648	OG0002648	YMR223W	genemark-KI547150.1-processed-gene-1.113-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.113&CDS=1-1605
2649	OG0002649	YMR224C	augustus_masked-KI547151.1-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-KI547151.1-processed-gene-1.63&CDS=1-1719
2650	OG0002650	YMR225C	augustus_masked-KI547137.1-processed-gene-7.89-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-7.89&CDS=1-276
2651	OG0002651	YMR227C	genemark-KI547136.1-processed-gene-5.78-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-5.78&CDS=1-1566
2652	OG0002652	YMR228W	genemark-KI547136.1-processed-gene-5.50-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-5.50&CDS=1-1059
2653	OG0002653	YMR229C	genemark-KI547136.1-processed-gene-5.73-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-5.73&CDS=1-4983
2654	OG0002654	YMR231W	genemark-KI547139.1-processed-gene-1.57-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-1.57&CDS=1-3024
2655	OG0002655	YMR235C	genemark-KI547141.1-processed-gene-1.48-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-1.48&CDS=1-1245
2656	OG0002656	YMR236W	genemark-KI547146.1-processed-gene-3.60-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-3.60&CDS=1-615
2657	OG0002657	YMR240C	augustus_masked-KI547142.1-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-KI547142.1-processed-gene-1.44&CDS=1-1506
2658	OG0002658	YMR241W	genemark-KI547138.1-processed-gene-1.78-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.78&CDS=1-894
2659	OG0002659	YMR244C-A	genemark-KI547142.1-processed-gene-1.140-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-1.140&CDS=1-336
2660	OG0002660	YMR250W	genemark-KI547135.1-processed-gene-5.55-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-5.55&CDS=1-1698
2661	OG0002661	YMR258C	genemark-KI547154.1-processed-gene-0.250-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.250&CDS=1-1782
2662	OG0002662	YMR259C	snap_masked-KI547150.1-processed-gene-0.106-mRNA-1_1&gene=snap_masked-KI547150.1-processed-gene-0.106&CDS=1-3858
2663	OG0002663	YMR260C	genemark-KI547150.1-processed-gene-0.50-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-0.50&CDS=1-456
2664	OG0002664	YMR262W	genemark-KI547140.1-processed-gene-1.56-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-1.56&CDS=1-984
2665	OG0002665	YMR263W	genemark-KI547157.1-processed-gene-0.87-mRNA-1_1&gene=genemark-KI547157.1-processed-gene-0.87&CDS=1-501
2666	OG0002666	YMR264W	genemark-KI547157.1-processed-gene-0.88-mRNA-1_1&gene=genemark-KI547157.1-processed-gene-0.88&CDS=1-576
2667	OG0002667	YMR272C	genemark-KI547139.1-processed-gene-2.49-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-2.49&CDS=1-1131
2668	OG0002668	YMR276W	genemark-KI547150.1-processed-gene-0.47-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-0.47&CDS=1-1086
2669	OG0002669	YMR277W	genemark-KI547140.1-processed-gene-1.54-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-1.54&CDS=1-2301
2670	OG0002670	YMR278W	augustus_masked-KI547140.1-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-KI547140.1-processed-gene-1.99&CDS=1-1875
2671	OG0002671	YMR281W	augustus_masked-KI547135.1-processed-gene-11.28-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-11.28&CDS=1-876
2672	OG0002672	YMR283C	augustus_masked-KI547140.1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-KI547140.1-processed-gene-0.101&CDS=1-1500
2673	OG0002673	YMR284W	genemark-KI547135.1-processed-gene-5.61-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-5.61&CDS=1-2070
2674	OG0002674	YMR285C	genemark-KI547138.1-processed-gene-6.17-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-6.17&CDS=1-1569
2675	OG0002675	YMR286W	augustus_masked-KI547141.1-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-KI547141.1-processed-gene-2.18&CDS=1-282
2676	OG0002676	YMR287C	genemark-KI547150.1-processed-gene-2.60-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-2.60&CDS=1-3135
2677	OG0002677	YMR288W	genemark-KI547139.1-processed-gene-3.130-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-3.130&CDS=1-3231
2678	OG0002678	YMR289W	genemark-KI547136.1-processed-gene-7.159-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-7.159&CDS=1-837
2679	OG0002679	YMR290C	genemark-KI547146.1-processed-gene-1.112-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.112&CDS=1-1674
2680	OG0002680	YMR292W	maker-KI547146.1-snap-gene-1.4-mRNA-1_1&gene=maker-KI547146.1-snap-gene-1.4&CDS=1-555
2681	OG0002681	YMR293C	genemark-KI547146.1-processed-gene-1.131-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.131&CDS=1-1368
2682	OG0002682	YMR294W	genemark-KI547146.1-processed-gene-1.128-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.128&CDS=1-1044
2683	OG0002683	YMR295C	genemark-KI547144.1-processed-gene-1.64-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-1.64&CDS=1-570
2684	OG0002684	YMR296C	genemark-KI547142.1-processed-gene-4.136-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.136&CDS=1-1701
2685	OG0002685	YMR297W	augustus_masked-KI547149.1-processed-gene-2.238-mRNA-1_1&gene=augustus_masked-KI547149.1-processed-gene-2.238&CDS=1-1569
2686	OG0002686	YMR300C	genemark-KI547134.1-processed-gene-2.105-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.105&CDS=1-1584
2687	OG0002687	YMR301C	augustus_masked-KI547138.1-processed-gene-6.153-mRNA-1_1&gene=augustus_masked-KI547138.1-processed-gene-6.153&CDS=1-2115
2688	OG0002688	YMR302C	snap_masked-KI547137.1-processed-gene-5.66-mRNA-1_1&gene=snap_masked-KI547137.1-processed-gene-5.66&CDS=1-2478
2689	OG0002689	YMR304W	genemark-KI547150.1-processed-gene-1.118-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.118&CDS=1-3993
2690	OG0002690	YMR305C	genemark-KI547150.1-processed-gene-1.103-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.103&CDS=1-1122
2691	OG0002691	YMR308C	genemark-KI547135.1-processed-gene-10.83-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-10.83&CDS=1-3273
2692	OG0002692	YMR309C	maker-KI547145.1-snap-gene-1.47-mRNA-1_1&gene=maker-KI547145.1-snap-gene-1.47&CDS=1-3657
2693	OG0002693	YMR310C	genemark-KI547139.1-processed-gene-4.99-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.99&CDS=1-1131
2694	OG0002694	YMR311C	genemark-KI547139.1-processed-gene-4.67-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.67&CDS=1-690
2695	OG0002695	YMR312W	augustus_masked-KI547145.1-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-KI547145.1-processed-gene-2.19&CDS=1-807
2696	OG0002696	YMR313C	genemark-KI547145.1-processed-gene-2.73-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-2.73&CDS=1-1689
2697	OG0002697	YMR314W	genemark-KI547151.1-processed-gene-0.45-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.45&CDS=1-828
2698	OG0002698	YMR315W	genemark-KI547138.1-processed-gene-6.16-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-6.16&CDS=1-1047
2699	OG0002699	YNL001W	maker-KI547137.1-augustus-gene-4.1-mRNA-1_1&gene=maker-KI547137.1-augustus-gene-4.1&CDS=1-2301
2700	OG0002700	YNL002C	genemark-KI547148.1-processed-gene-2.77-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-2.77&CDS=1-804
2701	OG0002701	YNL003C	snap_masked-KI547154.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-KI547154.1-processed-gene-0.65&CDS=1-1791
2702	OG0002702	YNL006W	genemark-KI547148.1-processed-gene-2.78-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-2.78&CDS=1-1020
2703	OG0002703	YNL007C	genemark-KI547148.1-processed-gene-2.79-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-2.79&CDS=1-1053
2704	OG0002704	YNL010W	genemark-KI547155.1-processed-gene-0.263-mRNA-1_1&gene=genemark-KI547155.1-processed-gene-0.263&CDS=1-723
2705	OG0002705	YNL011C	genemark-KI547161.1-processed-gene-0.11-mRNA-1_1&gene=genemark-KI547161.1-processed-gene-0.11&CDS=1-1389
2706	OG0002706	YNL014W	genemark-KI547143.1-processed-gene-3.116-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-3.116&CDS=1-3147
2707	OG0002707	YNL015W	genemark-KI547139.1-processed-gene-3.116-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-3.116&CDS=1-384
2708	OG0002708	YNL016W	genemark-KI547140.1-processed-gene-4.75-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-4.75&CDS=1-1476
2709	OG0002709	YNL021W	genemark-KI547137.1-processed-gene-2.38-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-2.38&CDS=1-2712
2710	OG0002710	YNL022C	genemark-KI547137.1-processed-gene-2.37-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-2.37&CDS=1-1443
2711	OG0002711	YNL023C	augustus_masked-KI547137.1-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-2.80&CDS=1-5559
2712	OG0002712	YNL025C	genemark-KI547140.1-processed-gene-4.88-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-4.88&CDS=1-1005
2713	OG0002713	YNL026W	augustus_masked-KI547140.1-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-KI547140.1-processed-gene-4.123&CDS=1-1470
2714	OG0002714	YNL032W	genemark-KI547148.1-processed-gene-1.49-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-1.49&CDS=1-858
2715	OG0002715	YNL035C	genemark-KI547137.1-processed-gene-1.78-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-1.78&CDS=1-1034
2716	OG0002716	YNL037C	genemark-KI547135.1-processed-gene-8.6-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-8.6&CDS=1-1095
2717	OG0002717	YNL038W	genemark-KI547137.1-processed-gene-1.59-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-1.59&CDS=1-639
2718	OG0002718	YNL039W	genemark-KI547137.1-processed-gene-1.58-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-1.58&CDS=1-1920
2719	OG0002719	YNL040W	genemark-KI547135.1-processed-gene-3.83-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-3.83&CDS=1-1335
2720	OG0002720	YNL041C	augustus_masked-KI547136.1-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-7.9&CDS=1-2364
2721	OG0002721	YNL042W	genemark-KI547137.1-processed-gene-6.99-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.99&CDS=1-1086
2722	OG0002722	YNL044W	genemark-KI547135.1-processed-gene-12.192-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-12.192&CDS=1-525
2723	OG0002723	YNL051W	genemark-KI547135.1-processed-gene-7.118-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-7.118&CDS=1-1164
2724	OG0002724	YNL054W	genemark-KI547144.1-processed-gene-4.21-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-4.21&CDS=1-3282
2725	OG0002725	YNL055C	genemark-KI547134.1-processed-gene-6.111-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.111&CDS=1-846
2726	OG0002726	YNL056W	genemark-KI547150.1-processed-gene-2.13-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-2.13&CDS=1-597
2727	OG0002727	YNL059C	genemark-KI547137.1-processed-gene-6.96-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.96&CDS=1-2286
2728	OG0002728	YNL061W	genemark-KI547137.1-processed-gene-6.72-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.72&CDS=1-1785
2729	OG0002729	YNL062C	genemark-KI547137.1-processed-gene-6.95-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.95&CDS=1-1338
2730	OG0002730	YNL063W	genemark-KI547137.1-processed-gene-6.71-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.71&CDS=1-906
2731	OG0002731	YNL071W	genemark-KI547149.1-processed-gene-0.107-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.107&CDS=1-1443
2732	OG0002732	YNL072W	genemark-KI547149.1-processed-gene-0.106-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.106&CDS=1-1035
2733	OG0002733	YNL073W	genemark-KI547141.1-processed-gene-0.16-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-0.16&CDS=1-1605
2734	OG0002734	YNL075W	genemark-KI547148.1-processed-gene-1.69-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-1.69&CDS=1-855
2735	OG0002735	YNL080C	genemark-KI547142.1-processed-gene-4.123-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.123&CDS=1-1023
2736	OG0002736	YNL081C	augustus_masked-KI547142.1-processed-gene-4.241-mRNA-1_1&gene=augustus_masked-KI547142.1-processed-gene-4.241&CDS=1-366
2737	OG0002737	YNL082W	genemark-KI547153.1-processed-gene-0.245-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.245&CDS=1-2547
2738	OG0002738	YNL083W	genemark-KI547153.1-processed-gene-0.246-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.246&CDS=1-1662
2739	OG0002739	YNL084C	genemark-KI547147.1-processed-gene-0.98-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-0.98&CDS=1-1137
2740	OG0002740	YNL085W	snap_masked-KI547139.1-processed-gene-3.33-mRNA-1_1&gene=snap_masked-KI547139.1-processed-gene-3.33&CDS=1-2322
2741	OG0002741	YNL088W	genemark-KI547144.1-processed-gene-1.70-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-1.70&CDS=1-4293
2742	OG0002742	YNL090W	genemark-KI547155.1-processed-gene-0.248-mRNA-1_1&gene=genemark-KI547155.1-processed-gene-0.248&CDS=1-564
2743	OG0002743	YNL091W	snap_masked-KI547155.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-KI547155.1-processed-gene-0.64&CDS=1-3276
2744	OG0002744	YNL092W	genemark-KI547142.1-processed-gene-4.141-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.141&CDS=1-1152
2745	OG0002745	YNL094W	genemark-KI547147.1-processed-gene-2.46-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-2.46&CDS=1-1875
2746	OG0002746	YNL097C	genemark-KI547150.1-processed-gene-1.123-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.123&CDS=1-1188
2747	OG0002747	YNL099C	genemark-KI547150.1-processed-gene-1.121-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.121&CDS=1-582
2748	OG0002748	YNL102W	genemark-KI547141.1-processed-gene-5.101-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-5.101&CDS=1-4272
2749	OG0002749	YNL103W	genemark-KI547144.1-processed-gene-4.11-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-4.11&CDS=1-933
2750	OG0002750	YNL107W	genemark-KI547149.1-processed-gene-0.121-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.121&CDS=1-663
2751	OG0002751	YNL110C	genemark-KI547149.1-processed-gene-0.102-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.102&CDS=1-789
2752	OG0002752	YNL111C	genemark-KI547149.1-processed-gene-0.103-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.103&CDS=1-390
2753	OG0002753	YNL112W	genemark-KI547137.1-processed-gene-4.11-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.11&CDS=1-1662
2754	OG0002754	YNL113W	genemark-KI547137.1-processed-gene-4.10-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.10&CDS=1-363
2755	OG0002755	YNL115C	genemark-KI547138.1-processed-gene-0.21-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-0.21&CDS=1-1689
2756	OG0002756	YNL118C	genemark-KI547142.1-processed-gene-4.129-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.129&CDS=1-1995
2757	OG0002757	YNL119W	genemark-KI547137.1-processed-gene-4.30-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.30&CDS=1-1374
2758	OG0002758	YNL122C	augustus_masked-KI547134.1-processed-gene-11.130-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-11.130&CDS=1-264
2759	OG0002759	YNL123W	genemark-KI547134.1-processed-gene-11.69-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.69&CDS=1-2961
2760	OG0002760	YNL124W	augustus_masked-KI547137.1-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-6.12&CDS=1-1569
2761	OG0002761	YNL126W	genemark-KI547137.1-processed-gene-2.14-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-2.14&CDS=1-2358
2762	OG0002762	YNL127W	augustus_masked-KI547151.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-KI547151.1-processed-gene-1.7&CDS=1-2853
2763	OG0002763	YNL128W	genemark-KI547151.1-processed-gene-0.77-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.77&CDS=1-1032
2764	OG0002764	YNL129W	genemark-KI547137.1-processed-gene-6.75-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.75&CDS=1-720
2765	OG0002765	YNL131W	genemark-KI547151.1-processed-gene-1.137-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-1.137&CDS=1-432
2766	OG0002766	YNL132W	genemark-KI547137.1-processed-gene-6.100-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.100&CDS=1-3159
2767	OG0002767	YNL137C	augustus_masked-KI547137.1-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-6.13&CDS=1-1386
2768	OG0002768	YNL138W	genemark-KI547137.1-processed-gene-6.73-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.73&CDS=1-1554
2769	OG0002769	YNL139C	genemark-KI547136.1-processed-gene-6.57-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-6.57&CDS=1-4947
2770	OG0002770	YNL142W	genemark-KI547145.1-processed-gene-3.101-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-3.101&CDS=1-1494
2771	OG0002771	YNL147W	genemark-KI547143.1-processed-gene-4.40-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-4.40&CDS=1-432
2772	OG0002772	YNL148C	genemark-KI547137.1-processed-gene-3.80-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-3.80&CDS=1-765
2773	OG0002773	YNL149C	genemark-KI547137.1-processed-gene-3.79-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-3.79&CDS=1-375
2774	OG0002774	YNL151C	genemark-KI547137.1-processed-gene-3.61-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-3.61&CDS=1-702
2775	OG0002775	YNL152W	genemark-KI547137.1-processed-gene-3.77-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-3.77&CDS=1-1542
2776	OG0002776	YNL153C	genemark-KI547144.1-processed-gene-2.54-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-2.54&CDS=1-390
2777	OG0002777	YNL155W	genemark-KI547134.1-processed-gene-6.136-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.136&CDS=1-834
2778	OG0002778	YNL161W	genemark-KI547135.1-processed-gene-11.65-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-11.65&CDS=1-2142
2779	OG0002779	YNL163C	augustus_masked-KI547134.1-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-2.52&CDS=1-3075
2780	OG0002780	YNL164C	genemark-KI547134.1-processed-gene-2.110-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.110&CDS=1-1344
2781	OG0002781	YNL166C	genemark-KI547140.1-processed-gene-2.81-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-2.81&CDS=1-756
2782	OG0002782	YNL167C	genemark-KI547134.1-processed-gene-10.44-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-10.44&CDS=1-1689
2783	OG0002783	YNL168C	genemark-KI547135.1-processed-gene-1.81-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-1.81&CDS=1-693
2784	OG0002784	YNL169C	genemark-KI547134.1-processed-gene-10.38-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-10.38&CDS=1-1809
2785	OG0002785	YNL175C	genemark-KI547140.1-processed-gene-1.77-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-1.77&CDS=1-1119
2786	OG0002786	YNL177C	maker-KI547139.1-snap-gene-3.2-mRNA-1_1&gene=maker-KI547139.1-snap-gene-3.2&CDS=1-957
2787	OG0002787	YNL178W	genemark-KI547137.1-processed-gene-7.195-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-7.195&CDS=1-735
2788	OG0002788	YNL181W	genemark-KI547145.1-processed-gene-0.15-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-0.15&CDS=1-1335
2789	OG0002789	YNL182C	genemark-KI547145.1-processed-gene-0.33-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-0.33&CDS=1-1356
2790	OG0002790	YNL183C	genemark-KI547145.1-processed-gene-0.16-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-0.16&CDS=1-2574
2791	OG0002791	YNL185C	genemark-KI547145.1-processed-gene-0.34-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-0.34&CDS=1-429
2792	OG0002792	YNL186W	genemark-KI547139.1-processed-gene-3.99-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-3.99&CDS=1-2133
2793	OG0002793	YNL189W	genemark-KI547143.1-processed-gene-0.106-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-0.106&CDS=1-1635
2794	OG0002794	YNL191W	augustus_masked-KI547149.1-processed-gene-2.250-mRNA-1_1&gene=augustus_masked-KI547149.1-processed-gene-2.250&CDS=1-1068
2795	OG0002795	YNL193W	genemark-KI547138.1-processed-gene-3.140-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-3.140&CDS=1-1590
2796	OG0002796	YNL200C	genemark-KI547134.1-processed-gene-9.111-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-9.111&CDS=1-735
2797	OG0002797	YNL201C	genemark-KI547134.1-processed-gene-9.108-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-9.108&CDS=1-2535
2798	OG0002798	YNL206C	genemark-KI547138.1-processed-gene-0.24-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-0.24&CDS=1-1344
2799	OG0002799	YNL207W	genemark-KI547142.1-processed-gene-4.130-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.130&CDS=1-1251
2800	OG0002800	YNL211C	genemark-KI547138.1-processed-gene-0.27-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-0.27&CDS=1-243
2801	OG0002801	YNL212W	genemark-KI547138.1-processed-gene-0.5-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-0.5&CDS=1-2361
2802	OG0002802	YNL213C	augustus_masked-KI547153.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-KI547153.1-processed-gene-0.13&CDS=1-1377
2803	OG0002803	YNL216W	genemark-KI547150.1-processed-gene-1.119-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-1.119&CDS=1-1692
2804	OG0002804	YNL217W	genemark-KI547149.1-processed-gene-2.160-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.160&CDS=1-1083
2805	OG0002805	YNL218W	maker-KI547134.1-augustus-gene-7.140-mRNA-1_1&gene=maker-KI547134.1-augustus-gene-7.140&CDS=1-3720
2806	OG0002806	YNL219C	genemark-KI547135.1-processed-gene-10.86-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-10.86&CDS=1-1668
2807	OG0002807	YNL220W	genemark-KI547135.1-processed-gene-8.7-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-8.7&CDS=1-1284
2808	OG0002808	YNL222W	augustus_masked-KI547137.1-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-4.158&CDS=1-2841
2809	OG0002809	YNL223W	genemark-KI547137.1-processed-gene-4.46-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.46&CDS=1-1224
2810	OG0002810	YNL224C	genemark-KI547137.1-processed-gene-4.24-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.24&CDS=1-1908
2811	OG0002811	YNL227C	augustus_masked-KI547137.1-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-4.160&CDS=1-1620
2812	OG0002812	YNL229C	genemark-KI547136.1-processed-gene-0.75-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-0.75&CDS=1-936
2813	OG0002813	YNL230C	genemark-KI547134.1-processed-gene-6.137-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.137&CDS=1-918
2814	OG0002814	YNL231C	genemark-KI547134.1-processed-gene-6.118-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.118&CDS=1-1134
