	OrthologID	Lachancea_dasiensis	Saccharomyces_cerevisiae
3326	OG0003326	genemark-LADA0G-processed-gene-13.118-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.118&CDS=1-2898	YOR160W
3327	OG0003327	genemark-LADA0G-processed-gene-13.140-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.140&CDS=1-1611	YOR161C
3328	OG0003328	genemark-LADA0G-processed-gene-13.119-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.119&CDS=1-1299	YOR155C
3329	OG0003329	genemark-LADA0G-processed-gene-13.142-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.142&CDS=1-744	YDR405W
3330	OG0003330	genemark-LADA0G-processed-gene-13.121-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.121&CDS=1-3657	YOR151C
3331	OG0003331	genemark-LADA0G-processed-gene-13.143-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.143&CDS=1-474	YOR150W
3332	OG0003332	genemark-LADA0G-processed-gene-13.122-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.122&CDS=1-513	YDR404C
3333	OG0003333	augustus_masked-LADA0G-processed-gene-13.33-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-13.33&CDS=1-1566	YDR403W
3334	OG0003334	augustus_masked-LADA0G-processed-gene-13.12-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-13.12&CDS=1-1530	YDR402C
3335	OG0003335	genemark-LADA0G-processed-gene-13.145-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.145&CDS=1-1035	YDR400W
3336	OG0003336	augustus_masked-LADA0G-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-13.35&CDS=1-2475	YDR398W
3337	OG0003337	genemark-LADA0G-processed-gene-13.124-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.124&CDS=1-492	YDR397C
3338	OG0003338	genemark-LADA0G-processed-gene-13.148-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.148&CDS=1-2847	YDR395W
3339	OG0003339	genemark-LADA0G-processed-gene-13.125-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.125&CDS=1-1530	YOR149C
3340	OG0003340	genemark-LADA0G-processed-gene-13.149-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.149&CDS=1-1275	YDR394W
3341	OG0003341	genemark-LADA0G-processed-gene-13.150-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.150&CDS=1-1359	YDR393W
3342	OG0003342	snap_masked-LADA0G-processed-gene-13.74-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-13.74&CDS=1-615	YOR148C
3343	OG0003343	genemark-LADA0G-processed-gene-13.151-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.151&CDS=1-1611	YOR147W
3344	OG0003344	genemark-LADA0G-processed-gene-13.127-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.127&CDS=1-831	YOR145C
3345	OG0003345	snap_masked-LADA0G-processed-gene-13.76-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-13.76&CDS=1-2301	YOR144C
3346	OG0003346	augustus_masked-LADA0G-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-13.40&CDS=1-990	YDR392W
3347	OG0003347	genemark-LADA0G-processed-gene-13.129-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.129&CDS=1-939	YOR143C
3348	OG0003348	genemark-LADA0G-processed-gene-13.153-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.153&CDS=1-990	YOR142W
3349	OG0003349	snap_masked-LADA0G-processed-gene-13.78-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-13.78&CDS=1-3423	YGR134W
3350	OG0003350	snap_masked-LADA0G-processed-gene-13.107-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-13.107&CDS=1-1344	YPR152C
3351	OG0003351	genemark-LADA0G-processed-gene-13.132-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.132&CDS=1-750	YGR135W
3352	OG0003352	augustus_masked-LADA0G-processed-gene-13.22-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-13.22&CDS=1-1035	YPR153W
3353	OG0003353	augustus_masked-LADA0G-processed-gene-13.43-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-13.43&CDS=1-2598	YPR155C
3354	OG0003354	snap_masked-LADA0G-processed-gene-13.85-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-13.85&CDS=1-2439	YGR140W
3355	OG0003355	genemark-LADA0G-processed-gene-13.136-mRNA-1_1&gene=genemark-LADA0G-processed-gene-13.136&CDS=1-1335	YGR141W
3356	OG0003356	augustus_masked-LADA0G-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-13.26&CDS=1-1221	YGR142W
3357	OG0003357	genemark-LADA0G-processed-gene-14.1-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.1&CDS=1-3048	YGL201C
3358	OG0003358	genemark-LADA0G-processed-gene-14.2-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.2&CDS=1-2745	YPR160W
3359	OG0003359	genemark-LADA0G-processed-gene-14.3-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.3&CDS=1-1665	YKL217W
3360	OG0003360	genemark-LADA0G-processed-gene-14.4-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.4&CDS=1-2169	YGL203C
3361	OG0003361	genemark-LADA0G-processed-gene-14.39-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.39&CDS=1-792	YER026C
3362	OG0003362	genemark-LADA0G-processed-gene-14.40-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.40&CDS=1-2292	YGL205W
3363	OG0003363	genemark-LADA0G-processed-gene-14.5-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.5&CDS=1-4974	YGL206C
3364	OG0003364	genemark-LADA0G-processed-gene-14.41-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.41&CDS=1-3093	YGL207W
3365	OG0003365	genemark-LADA0G-processed-gene-14.42-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.42&CDS=1-1293	YER027C
3366	OG0003366	genemark-LADA0G-processed-gene-14.43-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.43&CDS=1-900	YGL209W
3367	OG0003367	genemark-LADA0G-processed-gene-14.44-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.44&CDS=1-492	YER029C
3368	OG0003368	genemark-LADA0G-processed-gene-14.6-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.6&CDS=1-444	YER030W
3369	OG0003369	genemark-LADA0G-processed-gene-14.45-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.45&CDS=1-654	YGL210W
3370	OG0003370	snap_masked-LADA0G-processed-gene-14.183-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.183&CDS=1-2673	YER032W
3371	OG0003371	genemark-LADA0G-processed-gene-14.46-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.46&CDS=1-2463	YER033C
3372	OG0003372	genemark-LADA0G-processed-gene-14.47-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.47&CDS=1-1119	YGL211W
3373	OG0003373	genemark-LADA0G-processed-gene-14.48-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.48&CDS=1-1035	YGL212W
3374	OG0003374	genemark-LADA0G-processed-gene-14.8-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.8&CDS=1-1194	YGL213C
3375	OG0003375	genemark-LADA0G-processed-gene-14.49-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.49&CDS=1-1218	YGL215W
3376	OG0003376	genemark-LADA0G-processed-gene-14.50-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.50&CDS=1-2433	YGL216W
3377	OG0003377	genemark-LADA0G-processed-gene-14.9-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.9&CDS=1-1668	YGL219C
3378	OG0003378	snap_masked-LADA0G-processed-gene-14.229-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.229&CDS=1-252	YGL220W
3379	OG0003379	genemark-LADA0G-processed-gene-14.10-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.10&CDS=1-855	YGL221C
3380	OG0003380	snap_masked-LADA0G-processed-gene-14.187-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.187&CDS=1-543	YER034W
3381	OG0003381	snap_masked-LADA0G-processed-gene-14.188-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.188&CDS=1-1197	YGL222C
3382	OG0003382	genemark-LADA0G-processed-gene-14.51-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.51&CDS=1-1821	YER036C
3383	OG0003383	snap_masked-LADA0G-processed-gene-14.189-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.189&CDS=1-1806	YGL223C
3384	OG0003384	genemark-LADA0G-processed-gene-14.14-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.14&CDS=1-852	YGL224C
3385	OG0003385	snap_masked-LADA0G-processed-gene-14.231-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.231&CDS=1-1215	YER038C
3386	OG0003386	genemark-LADA0G-processed-gene-14.53-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.53&CDS=1-984	YGL225W
3387	OG0003387	genemark-LADA0G-processed-gene-14.15-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.15&CDS=1-2220	YER040W
3388	OG0003388	snap_masked-LADA0G-processed-gene-14.192-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.192&CDS=1-2004	YER041W
3389	OG0003389	genemark-LADA0G-processed-gene-14.17-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.17&CDS=1-552	YER042W
3390	OG0003390	snap_masked-LADA0G-processed-gene-14.233-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.233&CDS=1-435	YGL226W
3391	OG0003391	snap_masked-LADA0G-processed-gene-14.194-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.194&CDS=1-267	YGL226C-A
3392	OG0003392	snap_masked-LADA0G-processed-gene-14.234-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.234&CDS=1-2682	YGL227W
3393	OG0003393	genemark-LADA0G-processed-gene-14.55-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.55&CDS=1-1347	YER043C
3394	OG0003394	genemark-LADA0G-processed-gene-14.56-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.56&CDS=1-1866	YGL228W
3395	OG0003395	genemark-LADA0G-processed-gene-14.57-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.57&CDS=1-894	YFR041C
3396	OG0003396	genemark-LADA0G-processed-gene-14.58-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.58&CDS=1-786	YFR043C
3397	OG0003397	genemark-LADA0G-processed-gene-14.20-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.20&CDS=1-543	YGL231C
3398	OG0003398	augustus_masked-LADA0G-processed-gene-14.143-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-14.143&CDS=1-834	YGL232W
3399	OG0003399	augustus_masked-LADA0G-processed-gene-14.144-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-14.144&CDS=1-2631	YGL233W
3400	OG0003400	genemark-LADA0G-processed-gene-14.60-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.60&CDS=1-1452	YFR044C
3401	OG0003401	augustus_masked-LADA0G-processed-gene-14.107-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-14.107&CDS=1-966	YFR045W
3402	OG0003402	genemark-LADA0G-processed-gene-14.61-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.61&CDS=1-2382	YGL234W
3403	OG0003403	maker-LADA0G-snap-gene-14.169-mRNA-1_1&gene=maker-LADA0G-snap-gene-14.169&CDS=1-2706	YGL236C
3404	OG0003404	genemark-LADA0G-processed-gene-14.63-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.63&CDS=1-2877	YGL238W
3405	OG0003405	genemark-LADA0G-processed-gene-14.64-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.64&CDS=1-747	YGL240W
3406	OG0003406	genemark-LADA0G-processed-gene-14.65-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.65&CDS=1-888	YFR047C
3407	OG0003407	snap_masked-LADA0G-processed-gene-14.247-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.247&CDS=1-3114	YGL241W
3408	OG0003408	genemark-LADA0G-processed-gene-14.24-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.24&CDS=1-510	YGL242C
3409	OG0003409	genemark-LADA0G-processed-gene-14.67-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.67&CDS=1-1149	YGL243W
3410	OG0003410	genemark-LADA0G-processed-gene-14.68-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.68&CDS=1-1695	YGL244W
3411	OG0003411	augustus_masked-LADA0G-processed-gene-14.111-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-14.111&CDS=1-1872	YFR048W
3412	OG0003412	genemark-LADA0G-processed-gene-14.69-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.69&CDS=1-2112	YGL245W
3413	OG0003413	genemark-LADA0G-processed-gene-14.26-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.26&CDS=1-1164	YGL246C
3414	OG0003414	snap_masked-LADA0G-processed-gene-14.251-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.251&CDS=1-936	YDL124W
3415	OG0003415	snap_masked-LADA0G-processed-gene-14.205-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.205&CDS=1-654	YFR049W
3416	OG0003416	snap_masked-LADA0G-processed-gene-14.252-mRNA-1_1&gene=snap_masked-LADA0G-processed-gene-14.252&CDS=1-1083	YGL248W
3417	OG0003417	genemark-LADA0G-processed-gene-14.72-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.72&CDS=1-795	YFR050C
3418	OG0003418	genemark-LADA0G-processed-gene-14.73-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.73&CDS=1-1620	YFR051C
3419	OG0003419	genemark-LADA0G-processed-gene-14.74-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.74&CDS=1-1245	YGL250W
3420	OG0003420	augustus_masked-LADA0G-processed-gene-14.115-mRNA-1_1&gene=augustus_masked-LADA0G-processed-gene-14.115&CDS=1-2538	YGL252C
3421	OG0003421	genemark-LADA0G-processed-gene-14.75-mRNA-1_1&gene=genemark-LADA0G-processed-gene-14.75&CDS=1-1455	YGL253W
3422	OG0003422	augustus_masked-LADA0H-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-0.2&CDS=1-1347	YCL063W
3423	OG0003423	snap_masked-LADA0H-processed-gene-0.66-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-0.66&CDS=1-3063	YCL061C
3424	OG0003424	genemark-LADA0H-processed-gene-0.109-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.109&CDS=1-999	YCL059C
3425	OG0003425	augustus_masked-LADA0H-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-0.3&CDS=1-318	YCL058W-A
3426	OG0003426	augustus_masked-LADA0H-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-0.22&CDS=1-246	YCL057C-A
3427	OG0003427	genemark-LADA0H-processed-gene-0.93-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.93&CDS=1-963	YCL055W
3428	OG0003428	genemark-LADA0H-processed-gene-0.94-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.94&CDS=1-2472	YCL054W
3429	OG0003429	augustus_masked-LADA0H-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-0.25&CDS=1-1233	YCL052C
3430	OG0003430	genemark-LADA0H-processed-gene-0.114-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.114&CDS=1-381	YDR529C
3431	OG0003431	genemark-LADA0H-processed-gene-0.96-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.96&CDS=1-1053	YDR531W
3432	OG0003432	genemark-LADA0H-processed-gene-0.116-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.116&CDS=1-1092	YDR532C
3433	OG0003433	genemark-LADA0H-processed-gene-0.117-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.117&CDS=1-1368	YDR527W
3434	OG0003434	snap_masked-LADA0H-processed-gene-0.77-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-0.77&CDS=1-231	YDR525W-A
3435	OG0003435	augustus_masked-LADA0H-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-0.30&CDS=1-813	YIR030C
3436	OG0003436	snap_masked-LADA0H-processed-gene-0.54-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-0.54&CDS=1-2526	YDR524C
3437	OG0003437	augustus_masked-LADA0H-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-0.11&CDS=1-1506	YDR523C
3438	OG0003438	genemark-LADA0H-processed-gene-0.98-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.98&CDS=1-1515	YDR522C
3439	OG0003439	genemark-LADA0H-processed-gene-0.99-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.99&CDS=1-2343	YDR520C
3440	OG0003440	genemark-LADA0H-processed-gene-0.119-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.119&CDS=1-786	YCL047C
3441	OG0003441	genemark-LADA0H-processed-gene-0.120-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.120&CDS=1-414	YDR519W
3442	OG0003442	genemark-LADA0H-processed-gene-0.121-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.121&CDS=1-2205	YCL045C
3443	OG0003443	genemark-LADA0H-processed-gene-0.122-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.122&CDS=1-1203	YCL044C
3444	OG0003444	genemark-LADA0H-processed-gene-0.123-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.123&CDS=1-1566	YCL043C
3445	OG0003445	genemark-LADA0H-processed-gene-0.124-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.124&CDS=1-1134	YDR517W
3446	OG0003446	genemark-LADA0H-processed-gene-0.100-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.100&CDS=1-1482	YCL040W
3447	OG0003447	augustus_masked-LADA0H-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-0.15&CDS=1-2247	YCL039W
3448	OG0003448	genemark-LADA0H-processed-gene-0.125-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.125&CDS=1-1509	YCL038C
3449	OG0003449	genemark-LADA0H-processed-gene-0.126-mRNA-1_1&gene=genemark-LADA0H-processed-gene-0.126&CDS=1-1467	YCL037C
3450	OG0003450	augustus_masked-LADA0H-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-0.16&CDS=1-1305	YDR514C
3451	OG0003451	genemark-LADA0H-processed-gene-1.45-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.45&CDS=1-1008	YCL034W
3452	OG0003452	genemark-LADA0H-processed-gene-1.48-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.48&CDS=1-402	YCL033C
3453	OG0003453	snap_masked-LADA0H-processed-gene-1.94-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-1.94&CDS=1-237	YDR512C
3454	OG0003454	genemark-LADA0H-processed-gene-1.46-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.46&CDS=1-957	YCL032W
3455	OG0003455	genemark-LADA0H-processed-gene-1.49-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.49&CDS=1-918	YCL031C
3456	OG0003456	genemark-LADA0H-processed-gene-1.50-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.50&CDS=1-390	YDR511W
3457	OG0003457	maker-LADA0H-snap-gene-1.142-mRNA-1_1&gene=maker-LADA0H-snap-gene-1.142&CDS=1-3693	YCL030C
3458	OG0003458	augustus_masked-LADA0H-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-1.2&CDS=1-1173	YCL028W
3459	OG0003459	augustus_masked-LADA0H-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-1.7&CDS=1-1827	YCL027W
3460	OG0003460	augustus_masked-LADA0H-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-1.8&CDS=1-291	YDR510W
3461	OG0003461	snap_masked-LADA0H-processed-gene-1.106-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-1.106&CDS=1-1809	YDR506C
3462	OG0003462	genemark-LADA0H-processed-gene-1.56-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.56&CDS=1-2139	YLR177W
3463	OG0003463	genemark-LADA0H-processed-gene-1.81-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.81&CDS=1-624	YLR178C
3464	OG0003464	genemark-LADA0H-processed-gene-1.58-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.58&CDS=1-816	YDR503C
3465	OG0003465	genemark-LADA0H-processed-gene-1.59-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.59&CDS=1-1146	YDR502C
3466	OG0003466	augustus_masked-LADA0H-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-1.35&CDS=1-1128	YLR181C
3467	OG0003467	genemark-LADA0H-processed-gene-1.60-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.60&CDS=1-2253	YLR182W
3468	OG0003468	genemark-LADA0H-processed-gene-1.83-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.83&CDS=1-1683	YDR501W
3469	OG0003469	augustus_masked-LADA0H-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-1.38&CDS=1-2097	YDR499W
3470	OG0003470	genemark-LADA0H-processed-gene-1.64-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.64&CDS=1-756	YLR186W
3471	OG0003471	genemark-LADA0H-processed-gene-1.65-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.65&CDS=1-1887	YNL279W
3472	OG0003472	genemark-LADA0H-processed-gene-1.66-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.66&CDS=1-2949	YLR187W
3473	OG0003473	genemark-LADA0H-processed-gene-1.68-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.68&CDS=1-1452	YNL277W
3474	OG0003474	genemark-LADA0H-processed-gene-1.86-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.86&CDS=1-3882	YLR189C
3475	OG0003475	genemark-LADA0H-processed-gene-1.87-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.87&CDS=1-1323	YER019W
3476	OG0003476	genemark-LADA0H-processed-gene-1.70-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.70&CDS=1-1062	YCR044C
3477	OG0003477	snap_masked-LADA0H-processed-gene-1.122-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-1.122&CDS=1-1533	YNL275W
3478	OG0003478	genemark-LADA0H-processed-gene-1.72-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.72&CDS=1-354	YCR043C
3479	OG0003479	genemark-LADA0H-processed-gene-1.88-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.88&CDS=1-1047	YNL274C
3480	OG0003480	genemark-LADA0H-processed-gene-1.73-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.73&CDS=1-4188	YCR042C
3481	OG0003481	augustus_masked-LADA0H-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-1.28&CDS=1-1821	YOR154W
3482	OG0003482	genemark-LADA0H-processed-gene-1.76-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.76&CDS=1-3639	YNL273W
3483	OG0003483	augustus_masked-LADA0H-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-1.43&CDS=1-1461	YEL064C
3484	OG0003484	genemark-LADA0H-processed-gene-1.91-mRNA-1_1&gene=genemark-LADA0H-processed-gene-1.91&CDS=1-2241	YNL272C
3485	OG0003485	genemark-LADA0H-processed-gene-2.39-mRNA-1_1&gene=genemark-LADA0H-processed-gene-2.39&CDS=1-3039	YNL267W
3486	OG0003486	genemark-LADA0H-processed-gene-2.41-mRNA-1_1&gene=genemark-LADA0H-processed-gene-2.41&CDS=1-1008	YGR046W
3487	OG0003487	genemark-LADA0H-processed-gene-2.55-mRNA-1_1&gene=genemark-LADA0H-processed-gene-2.55&CDS=1-804	YNL265C
3488	OG0003488	genemark-LADA0H-processed-gene-2.57-mRNA-1_1&gene=genemark-LADA0H-processed-gene-2.57&CDS=1-3153	YGR047C
3489	OG0003489	genemark-LADA0H-processed-gene-2.43-mRNA-1_1&gene=genemark-LADA0H-processed-gene-2.43&CDS=1-1077	YGR048W
3490	OG0003490	augustus_masked-LADA0H-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-2.19&CDS=1-3597	YGL140C
3491	OG0003491	snap_masked-LADA0H-processed-gene-2.104-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-2.104&CDS=1-846	YGL128C
3492	OG0003492	genemark-LADA0H-processed-gene-2.61-mRNA-1_1&gene=genemark-LADA0H-processed-gene-2.61&CDS=1-924	YNL263C
3493	OG0003493	augustus_masked-LADA0H-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-LADA0H-processed-gene-2.6&CDS=1-7857	YNL262W
3494	OG0003494	snap_masked-LADA0H-processed-gene-2.88-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-2.88&CDS=1-1077	YHR156C
3495	OG0003495	genemark-LADA0H-processed-gene-2.62-mRNA-1_1&gene=genemark-LADA0H-processed-gene-2.62&CDS=1-495	YNL260C
3496	OG0003496	snap_masked-LADA0H-processed-gene-2.107-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-2.107&CDS=1-219	YNL259C
3497	OG0003497	snap_masked-LADA0H-processed-gene-2.108-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-2.108&CDS=1-2238	YNL258C
3498	OG0003498	snap_masked-LADA0H-processed-gene-2.109-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-2.109&CDS=1-3684	YNL257C
3499	OG0003499	maker-LADA0H-augustus-gene-2.80-mRNA-1_1&gene=maker-LADA0H-augustus-gene-2.80&CDS=1-3489	YGR255C
3500	OG0003500	genemark-LADA0H-processed-gene-2.47-mRNA-1_1&gene=genemark-LADA0H-processed-gene-2.47&CDS=1-2403	YNL256W
3501	OG0003501	genemark-LADA0H-processed-gene-2.68-mRNA-1_1&gene=genemark-LADA0H-processed-gene-2.68&CDS=1-492	YNL255C
3502	OG0003502	genemark-LADA0H-processed-gene-2.69-mRNA-1_1&gene=genemark-LADA0H-processed-gene-2.69&CDS=1-1113	YNL254C
3503	OG0003503	snap_masked-LADA0H-processed-gene-2.90-mRNA-1_1&gene=snap_masked-LADA0H-processed-gene-2.90&CDS=1-1221	YNL253W
3504	OG0003504	genemark-LADA0H-processed-gene-2.70-mRNA-1_1&gene=genemark-LADA0H-processed-gene-2.70&CDS=1-825	YNL252C
3505	OG0003505	genemark-LADA0H-processed-gene-2.71-mRNA-1_1&gene=genemark-LADA0H-processed-gene-2.71&CDS=1-1734	YNL251C
