	OrthologID	Metschnikowia_ipomoeae	Saccharomyces_cerevisiae
2908	OG0002908	snap_masked-ipo_s62-processed-gene-0.47-mRNA-1_1&gene=snap_masked-ipo_s62-processed-gene-0.47&CDS=1-978	YML121W
2909	OG0002909	snap_masked-ipo_s63-processed-gene-0.37-mRNA-1_1&gene=snap_masked-ipo_s63-processed-gene-0.37&CDS=1-4365	YNL102W
2910	OG0002910	maker-ipo_s63-snap-gene-0.39-mRNA-1_1&gene=maker-ipo_s63-snap-gene-0.39&CDS=1-828	YOR106W
2911	OG0002911	augustus_masked-ipo_s63-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ipo_s63-processed-gene-0.6&CDS=1-2148	YJR040W
2912	OG0002912	augustus_masked-ipo_s63-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ipo_s63-processed-gene-0.10&CDS=1-3837	YJR041C
2913	OG0002913	snap_masked-ipo_s64-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ipo_s64-processed-gene-0.2&CDS=1-1377	YBR110W
2914	OG0002914	maker-ipo_s64-snap-gene-0.0-mRNA-1_1&gene=maker-ipo_s64-snap-gene-0.0&CDS=1-3045	YOR346W
2915	OG0002915	snap_masked-ipo_s64-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ipo_s64-processed-gene-0.3&CDS=1-453	YBR109C
2916	OG0002916	genemark-ipo_s64-processed-gene-0.26-mRNA-1_1&gene=genemark-ipo_s64-processed-gene-0.26&CDS=1-10407	YDR150W
2917	OG0002917	snap_masked-ipo_s64-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ipo_s64-processed-gene-0.5&CDS=1-828	YHR029C
2918	OG0002918	snap_masked-ipo_s64-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ipo_s64-processed-gene-0.6&CDS=1-912	YDL124W
2919	OG0002919	snap_masked-ipo_s65-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ipo_s65-processed-gene-0.4&CDS=1-744	YKL152C
2920	OG0002920	snap_masked-ipo_s65-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ipo_s65-processed-gene-0.5&CDS=1-2289	YJL041W
2921	OG0002921	snap_masked-ipo_s65-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ipo_s65-processed-gene-0.6&CDS=1-1020	YGL040C
2922	OG0002922	snap_masked-ipo_s65-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ipo_s65-processed-gene-0.13&CDS=1-762	YMR077C
2923	OG0002923	snap_masked-ipo_s65-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ipo_s65-processed-gene-0.7&CDS=1-1953	YGL116W
2924	OG0002924	snap_masked-ipo_s66-processed-gene-0.33-mRNA-1_1&gene=snap_masked-ipo_s66-processed-gene-0.33&CDS=1-1101	YAL036C
2925	OG0002925	snap_masked-ipo_s66-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ipo_s66-processed-gene-0.26&CDS=1-3009	YAL035W
2926	OG0002926	snap_masked-ipo_s66-processed-gene-0.28-mRNA-1_1&gene=snap_masked-ipo_s66-processed-gene-0.28&CDS=1-924	YDL236W
2927	OG0002927	snap_masked-ipo_s66-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ipo_s66-processed-gene-0.29&CDS=1-435	YDL235C
2928	OG0002928	snap_masked-ipo_s66-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ipo_s66-processed-gene-0.34&CDS=1-1791	YNL219C
2929	OG0002929	snap_masked-ipo_s66-processed-gene-0.35-mRNA-1_1&gene=snap_masked-ipo_s66-processed-gene-0.35&CDS=1-1281	YNL220W
2930	OG0002930	augustus_masked-ipo_s66-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ipo_s66-processed-gene-0.10&CDS=1-1077	YNL037C
2931	OG0002931	snap_masked-ipo_s66-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ipo_s66-processed-gene-0.30&CDS=1-402	YIL098C
2932	OG0002932	snap_masked-ipo_s66-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ipo_s66-processed-gene-0.31&CDS=1-459	YAL008W
2933	OG0002933	snap_masked-ipo_s66-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ipo_s66-processed-gene-0.38&CDS=1-4893	YOR341W
2934	OG0002934	snap_masked-ipo_s67-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ipo_s67-processed-gene-0.11&CDS=1-525	YLR370C
2935	OG0002935	snap_masked-ipo_s67-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ipo_s67-processed-gene-0.5&CDS=1-729	YBR096W
2936	OG0002936	maker-ipo_s67-augustus-gene-0.21-mRNA-1_1&gene=maker-ipo_s67-augustus-gene-0.21&CDS=1-9717	YDR457W
2937	OG0002937	snap_masked-ipo_s67-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ipo_s67-processed-gene-0.6&CDS=1-264	YOR159C
2938	OG0002938	maker-ipo_s67-snap-gene-0.53-mRNA-1_1&gene=maker-ipo_s67-snap-gene-0.53&CDS=1-2373	YPR066W
2939	OG0002939	snap_masked-ipo_s67-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ipo_s67-processed-gene-0.16&CDS=1-1296	YGR110W
2940	OG0002940	snap_masked-ipo_s67-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ipo_s67-processed-gene-0.10&CDS=1-1857	YMR058W
2941	OG0002941	maker-ipo_s68-snap-gene-0.0-mRNA-1_1&gene=maker-ipo_s68-snap-gene-0.0&CDS=1-2037	YLL057C
2942	OG0002942	snap_masked-ipo_s68-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ipo_s68-processed-gene-0.30&CDS=1-4116	YBL047C
2943	OG0002943	snap_masked-ipo_s68-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ipo_s68-processed-gene-0.7&CDS=1-594	YHR089C
2944	OG0002944	snap_masked-ipo_s68-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ipo_s68-processed-gene-0.31&CDS=1-1209	YDR336W
2945	OG0002945	snap_masked-ipo_s68-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ipo_s68-processed-gene-0.10&CDS=1-5520	YKR031C
2946	OG0002946	snap_masked-ipo_s68-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ipo_s68-processed-gene-0.11&CDS=1-645	YHR181W
2947	OG0002947	snap_masked-ipo_s68-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ipo_s68-processed-gene-0.34&CDS=1-1380	YDL006W
2948	OG0002948	snap_masked-ipo_s68-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ipo_s68-processed-gene-0.15&CDS=1-900	YKL094W
2949	OG0002949	snap_masked-ipo_s68-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ipo_s68-processed-gene-0.17&CDS=1-2130	YDR081C
2950	OG0002950	augustus_masked-ipo_s68-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-ipo_s68-processed-gene-0.100&CDS=1-294	YDR079W
2951	OG0002951	snap_masked-ipo_s68-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ipo_s68-processed-gene-0.19&CDS=1-762	YDR084C
2952	OG0002952	snap_masked-ipo_s68-processed-gene-0.36-mRNA-1_1&gene=snap_masked-ipo_s68-processed-gene-0.36&CDS=1-3003	YDR080W
2953	OG0002953	augustus_masked-ipo_s68-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-ipo_s68-processed-gene-0.102&CDS=1-3639	YDL101C
2954	OG0002954	snap_masked-ipo_s68-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ipo_s68-processed-gene-0.24&CDS=1-1578	YJL014W
2955	OG0002955	snap_masked-ipo_s70-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ipo_s70-processed-gene-0.0&CDS=1-2043	YJR053W
2956	OG0002956	snap_masked-ipo_s70-processed-gene-0.1-mRNA-1_1&gene=snap_masked-ipo_s70-processed-gene-0.1&CDS=1-1194	YML048W
2957	OG0002957	snap_masked-ipo_s70-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ipo_s70-processed-gene-0.3&CDS=1-2301	YER091C
2958	OG0002958	snap_masked-ipo_s70-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ipo_s70-processed-gene-0.4&CDS=1-1125	YBL058W
2959	OG0002959	snap_masked-ipo_s71-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ipo_s71-processed-gene-0.10&CDS=1-993	YKL085W
2960	OG0002960	snap_masked-ipo_s71-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ipo_s71-processed-gene-0.4&CDS=1-1872	YBR123C
2961	OG0002961	snap_masked-ipo_s71-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ipo_s71-processed-gene-0.16&CDS=1-702	YOR232W
2962	OG0002962	augustus_masked-ipo_s71-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-ipo_s71-processed-gene-0.21&CDS=1-2958	YIL094C
2963	OG0002963	snap_masked-ipo_s71-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ipo_s71-processed-gene-0.17&CDS=1-1437	YNL022C
2964	OG0002964	snap_masked-ipo_s73-processed-gene-0.108-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.108&CDS=1-1350	YBR199W
2965	OG0002965	snap_masked-ipo_s73-processed-gene-0.85-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.85&CDS=1-1989	YPL104W
2966	OG0002966	snap_masked-ipo_s73-processed-gene-0.109-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.109&CDS=1-2130	YJL010C
2967	OG0002967	snap_masked-ipo_s73-processed-gene-0.86-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.86&CDS=1-1368	YOR056C
2968	OG0002968	snap_masked-ipo_s73-processed-gene-0.88-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.88&CDS=1-2079	YDR295C
2969	OG0002969	snap_masked-ipo_s73-processed-gene-0.89-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.89&CDS=1-1767	YDR294C
2970	OG0002970	augustus_masked-ipo_s73-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-ipo_s73-processed-gene-0.49&CDS=1-2949	YOR058C
2971	OG0002971	snap_masked-ipo_s73-processed-gene-0.111-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.111&CDS=1-1968	YGL099W
2972	OG0002972	augustus_masked-ipo_s73-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-ipo_s73-processed-gene-0.69&CDS=1-570	YPL218W
2973	OG0002973	snap_masked-ipo_s73-processed-gene-0.113-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.113&CDS=1-1362	YHR176W
2974	OG0002974	snap_masked-ipo_s73-processed-gene-0.93-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.93&CDS=1-1815	YER080W
2975	OG0002975	snap_masked-ipo_s73-processed-gene-0.114-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.114&CDS=1-492	YBR254C
2976	OG0002976	snap_masked-ipo_s73-processed-gene-0.116-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.116&CDS=1-2034	YBR255W
2977	OG0002977	augustus_masked-ipo_s73-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-ipo_s73-processed-gene-0.54&CDS=1-1404	YOL027C
2978	OG0002978	maker-ipo_s73-augustus-gene-0.0-mRNA-1_1&gene=maker-ipo_s73-augustus-gene-0.0&CDS=1-1986	YPR018W
2979	OG0002979	snap_masked-ipo_s73-processed-gene-0.99-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.99&CDS=1-2676	YER169W
2980	OG0002980	snap_masked-ipo_s73-processed-gene-0.100-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.100&CDS=1-1857	YER173W
2981	OG0002981	snap_masked-ipo_s73-processed-gene-0.101-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.101&CDS=1-3531	YDR216W
2982	OG0002982	snap_masked-ipo_s73-processed-gene-0.121-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.121&CDS=1-483	YPR098C
2983	OG0002983	snap_masked-ipo_s73-processed-gene-0.122-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.122&CDS=1-3612	YDR097C
2984	OG0002984	snap_masked-ipo_s73-processed-gene-0.123-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-0.123&CDS=1-1596	YLR107W
2985	OG0002985	snap_masked-ipo_s73-processed-gene-1.91-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.91&CDS=1-14904	YLR106C
2986	OG0002986	maker-ipo_s73-augustus-gene-1.86-mRNA-1_1&gene=maker-ipo_s73-augustus-gene-1.86&CDS=1-6294	YDR127W
2987	OG0002987	snap_masked-ipo_s73-processed-gene-1.112-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.112&CDS=1-2862	YDR524C
2988	OG0002988	snap_masked-ipo_s73-processed-gene-1.94-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.94&CDS=1-1005	YDR460W
2989	OG0002989	snap_masked-ipo_s73-processed-gene-1.95-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.95&CDS=1-540	YML036W
2990	OG0002990	snap_masked-ipo_s73-processed-gene-1.96-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.96&CDS=1-1341	YDR527W
2991	OG0002991	snap_masked-ipo_s73-processed-gene-1.117-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.117&CDS=1-237	YDR525W-A
2992	OG0002992	snap_masked-ipo_s73-processed-gene-1.98-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.98&CDS=1-2532	YCL045C
2993	OG0002993	snap_masked-ipo_s73-processed-gene-1.119-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.119&CDS=1-1632	YDR479C
2994	OG0002994	snap_masked-ipo_s73-processed-gene-1.120-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.120&CDS=1-1401	YOR025W
2995	OG0002995	snap_masked-ipo_s73-processed-gene-1.121-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.121&CDS=1-1764	YDR477W
2996	OG0002996	snap_masked-ipo_s73-processed-gene-1.100-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.100&CDS=1-918	YDR374C
2997	OG0002997	augustus_masked-ipo_s73-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-ipo_s73-processed-gene-1.54&CDS=1-2169	YOR125C
2998	OG0002998	snap_masked-ipo_s73-processed-gene-1.124-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.124&CDS=1-1929	YDL035C
2999	OG0002999	snap_masked-ipo_s73-processed-gene-1.126-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.126&CDS=1-1128	YER027C
3000	OG0003000	snap_masked-ipo_s73-processed-gene-1.103-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.103&CDS=1-1077	YFL026W
3001	OG0003001	snap_masked-ipo_s73-processed-gene-1.104-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.104&CDS=1-831	YNL032W
3002	OG0003002	snap_masked-ipo_s73-processed-gene-1.127-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.127&CDS=1-426	YIL087C
3003	OG0003003	snap_masked-ipo_s73-processed-gene-1.130-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.130&CDS=1-1002	YIL084C
3004	OG0003004	maker-ipo_s73-augustus-gene-1.85-mRNA-1_1&gene=maker-ipo_s73-augustus-gene-1.85&CDS=1-2445	YJL127C
3005	OG0003005	augustus_masked-ipo_s73-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-ipo_s73-processed-gene-1.82&CDS=1-6624	YJL130C
3006	OG0003006	snap_masked-ipo_s73-processed-gene-1.108-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.108&CDS=1-2967	YKR050W
3007	OG0003007	snap_masked-ipo_s73-processed-gene-1.109-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.109&CDS=1-855	YNL075W
3008	OG0003008	snap_masked-ipo_s73-processed-gene-1.110-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-1.110&CDS=1-3855	YER093C
3009	OG0003009	snap_masked-ipo_s73-processed-gene-2.0-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.0&CDS=1-759	YJL115W
3010	OG0003010	maker-ipo_s73-snap-gene-2.36-mRNA-1_1&gene=maker-ipo_s73-snap-gene-2.36&CDS=1-1671	YBR287W
3011	OG0003011	snap_masked-ipo_s73-processed-gene-2.4-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.4&CDS=1-984	YGR053C
3012	OG0003012	snap_masked-ipo_s73-processed-gene-2.6-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.6&CDS=1-2445	YFL042C
3013	OG0003013	snap_masked-ipo_s73-processed-gene-2.16-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.16&CDS=1-1197	YLR355C
3014	OG0003014	snap_masked-ipo_s73-processed-gene-2.17-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.17&CDS=1-1500	YGR052W
3015	OG0003015	snap_masked-ipo_s73-processed-gene-2.18-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.18&CDS=1-483	YIR037W
3016	OG0003016	snap_masked-ipo_s73-processed-gene-2.20-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.20&CDS=1-639	YNL099C
3017	OG0003017	snap_masked-ipo_s73-processed-gene-2.7-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.7&CDS=1-501	YOR103C
3018	OG0003018	snap_masked-ipo_s73-processed-gene-2.21-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.21&CDS=1-741	YOR101W
3019	OG0003019	snap_masked-ipo_s73-processed-gene-2.22-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.22&CDS=1-990	YNL097C
3020	OG0003020	snap_masked-ipo_s73-processed-gene-2.24-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.24&CDS=1-2202	YJL168C
3021	OG0003021	snap_masked-ipo_s73-processed-gene-2.10-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.10&CDS=1-1221	YOL016C
3022	OG0003022	snap_masked-ipo_s73-processed-gene-2.11-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.11&CDS=1-1365	YLR231C
3023	OG0003023	snap_masked-ipo_s73-processed-gene-2.29-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.29&CDS=1-1317	YGR254W
3024	OG0003024	snap_masked-ipo_s73-processed-gene-2.12-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.12&CDS=1-408	YJR082C
3025	OG0003025	snap_masked-ipo_s73-processed-gene-2.30-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.30&CDS=1-408	YDR462W
3026	OG0003026	maker-ipo_s73-augustus-gene-2.38-mRNA-1_1&gene=maker-ipo_s73-augustus-gene-2.38&CDS=1-1689	YLR025W
3027	OG0003027	snap_masked-ipo_s73-processed-gene-2.14-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-2.14&CDS=1-1347	YFL037W
3028	OG0003028	snap_masked-ipo_s73-processed-gene-3.5-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.5&CDS=1-1590	YHR194W
3029	OG0003029	augustus_masked-ipo_s73-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-ipo_s73-processed-gene-3.46&CDS=1-1428	YKL194C
3030	OG0003030	snap_masked-ipo_s73-processed-gene-3.22-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.22&CDS=1-1068	YLR418C
3031	OG0003031	snap_masked-ipo_s73-processed-gene-3.10-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.10&CDS=1-822	YKL195W
3032	OG0003032	snap_masked-ipo_s73-processed-gene-3.11-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.11&CDS=1-597	YKL196C
3033	OG0003033	snap_masked-ipo_s73-processed-gene-3.24-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.24&CDS=1-1602	YOR359W
3034	OG0003034	snap_masked-ipo_s73-processed-gene-3.25-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.25&CDS=1-1740	YOR360C
3035	OG0003035	snap_masked-ipo_s73-processed-gene-3.28-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.28&CDS=1-4167	YBR115C
3036	OG0003036	snap_masked-ipo_s73-processed-gene-3.30-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.30&CDS=1-2868	YBR114W
3037	OG0003037	snap_masked-ipo_s73-processed-gene-3.32-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.32&CDS=1-711	YML025C
3038	OG0003038	snap_masked-ipo_s73-processed-gene-3.33-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.33&CDS=1-1869	YGL203C
3039	OG0003039	snap_masked-ipo_s73-processed-gene-3.34-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.34&CDS=1-2691	YPR160W
3040	OG0003040	snap_masked-ipo_s73-processed-gene-3.14-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.14&CDS=1-1458	YMR044W
3041	OG0003041	snap_masked-ipo_s73-processed-gene-3.19-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.19&CDS=1-5343	YFL033C
3042	OG0003042	snap_masked-ipo_s73-processed-gene-3.35-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.35&CDS=1-882	YLR059C
3043	OG0003043	snap_masked-ipo_s73-processed-gene-3.20-mRNA-1_1&gene=snap_masked-ipo_s73-processed-gene-3.20&CDS=1-474	YLR050C
3044	OG0003044	snap_masked-ipo_s75-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ipo_s75-processed-gene-0.13&CDS=1-1638	YBL020W
3045	OG0003045	snap_masked-ipo_s75-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ipo_s75-processed-gene-0.2&CDS=1-750	YBL021C
3046	OG0003046	augustus_masked-ipo_s75-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-ipo_s75-processed-gene-0.27&CDS=1-2163	YBL024W
3047	OG0003047	snap_masked-ipo_s75-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ipo_s75-processed-gene-0.5&CDS=1-3318	YBL022C
3048	OG0003048	snap_masked-ipo_s75-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ipo_s75-processed-gene-0.6&CDS=1-2595	YBL023C
3049	OG0003049	snap_masked-ipo_s75-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ipo_s75-processed-gene-0.18&CDS=1-783	YLR285W
3050	OG0003050	maker-ipo_s75-augustus-gene-0.24-mRNA-1_1&gene=maker-ipo_s75-augustus-gene-0.24&CDS=1-1653	YJR072C
3051	OG0003051	snap_masked-ipo_s77-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.16&CDS=1-3249	YOL098C
3052	OG0003052	snap_masked-ipo_s77-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.3&CDS=1-2352	YDL028C
3053	OG0003053	maker-ipo_s77-snap-gene-0.0-mRNA-1_1&gene=maker-ipo_s77-snap-gene-0.0&CDS=1-1164	YDL029W
3054	OG0003054	snap_masked-ipo_s77-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.18&CDS=1-1110	YJL125C
3055	OG0003055	snap_masked-ipo_s77-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.4&CDS=1-549	YJL124C
3056	OG0003056	snap_masked-ipo_s77-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.5&CDS=1-1203	YPR108W
3057	OG0003057	snap_masked-ipo_s77-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.6&CDS=1-543	YEL012W
3058	OG0003058	snap_masked-ipo_s77-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.8&CDS=1-1761	YJR001W
3059	OG0003059	snap_masked-ipo_s77-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.22&CDS=1-3282	YLR071C
3060	OG0003060	augustus_masked-ipo_s77-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-ipo_s77-processed-gene-0.94&CDS=1-1662	YKL116C
3061	OG0003061	snap_masked-ipo_s77-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.24&CDS=1-1809	YOL070C
3062	OG0003062	augustus_masked-ipo_s77-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-ipo_s77-processed-gene-0.82&CDS=1-2265	YDR257C
3063	OG0003063	snap_masked-ipo_s77-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.26&CDS=1-279	YDL045W-A
3064	OG0003064	snap_masked-ipo_s77-processed-gene-0.28-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.28&CDS=1-891	YNL289W
3065	OG0003065	snap_masked-ipo_s77-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.12&CDS=1-3663	YNL273W
3066	OG0003066	snap_masked-ipo_s77-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.31&CDS=1-1473	YEL064C
3067	OG0003067	snap_masked-ipo_s77-processed-gene-0.32-mRNA-1_1&gene=snap_masked-ipo_s77-processed-gene-0.32&CDS=1-1614	YLR253W
3068	OG0003068	genemark-ipo_s77-processed-gene-0.69-mRNA-1_1&gene=genemark-ipo_s77-processed-gene-0.69&CDS=1-1545	YPL091W
3069	OG0003069	snap_masked-ipo_s78-processed-gene-0.52-mRNA-1_1&gene=snap_masked-ipo_s78-processed-gene-0.52&CDS=1-1857	YKR099W
3070	OG0003070	snap_masked-ipo_s78-processed-gene-0.73-mRNA-1_1&gene=snap_masked-ipo_s78-processed-gene-0.73&CDS=1-711	YOR077W
3071	OG0003071	snap_masked-ipo_s78-processed-gene-0.74-mRNA-1_1&gene=snap_masked-ipo_s78-processed-gene-0.74&CDS=1-1011	YKR087C
3072	OG0003072	snap_masked-ipo_s78-processed-gene-0.76-mRNA-1_1&gene=snap_masked-ipo_s78-processed-gene-0.76&CDS=1-537	YIL157C
3073	OG0003073	snap_masked-ipo_s78-processed-gene-0.55-mRNA-1_1&gene=snap_masked-ipo_s78-processed-gene-0.55&CDS=1-471	YAL059W
3074	OG0003074	snap_masked-ipo_s78-processed-gene-0.56-mRNA-1_1&gene=snap_masked-ipo_s78-processed-gene-0.56&CDS=1-1782	YAL058W
3075	OG0003075	snap_masked-ipo_s78-processed-gene-0.61-mRNA-1_1&gene=snap_masked-ipo_s78-processed-gene-0.61&CDS=1-1539	YKL217W
3076	OG0003076	snap_masked-ipo_s78-processed-gene-0.63-mRNA-1_1&gene=snap_masked-ipo_s78-processed-gene-0.63&CDS=1-234	YDR379C-A
3077	OG0003077	snap_masked-ipo_s78-processed-gene-0.80-mRNA-1_1&gene=snap_masked-ipo_s78-processed-gene-0.80&CDS=1-1374	YEL036C
3078	OG0003078	snap_masked-ipo_s78-processed-gene-0.65-mRNA-1_1&gene=snap_masked-ipo_s78-processed-gene-0.65&CDS=1-3513	YFR031C
