	OrthologID	Brettanomyces_anomalus	Saccharomyces_cerevisiae
2901	OG0002901	augustus_masked-LCTY01000010.1-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-1.136&CDS=1-771	YOR232W
2902	OG0002902	augustus_masked-LCTY01000010.1-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.0&CDS=1-1779	YDR228C
2903	OG0002903	maker-LCTY01000010.1-snap-gene-2.73-mRNA-1_1&gene=maker-LCTY01000010.1-snap-gene-2.73&CDS=1-3123	YNL023C
2904	OG0002904	augustus_masked-LCTY01000010.1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.4&CDS=1-2949	YBR007C
2905	OG0002905	snap_masked-LCTY01000010.1-processed-gene-2.53-mRNA-1_1&gene=snap_masked-LCTY01000010.1-processed-gene-2.53&CDS=1-2226	YKL179C
2906	OG0002906	augustus_masked-LCTY01000010.1-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.5&CDS=1-543	YDR248C
2907	OG0002907	augustus_masked-LCTY01000010.1-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.19&CDS=1-1266	YPL042C
2908	OG0002908	augustus_masked-LCTY01000010.1-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.20&CDS=1-696	YPL041C
2909	OG0002909	augustus_masked-LCTY01000010.1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.21&CDS=1-534	YMR009W
2910	OG0002910	augustus_masked-LCTY01000010.1-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.8&CDS=1-2166	YIL005W
2911	OG0002911	augustus_masked-LCTY01000010.1-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.9&CDS=1-2307	YPL029W
2912	OG0002912	augustus_masked-LCTY01000010.1-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.23&CDS=1-2943	YLR148W
2913	OG0002913	augustus_masked-LCTY01000010.1-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.24&CDS=1-1833	YOL070C
2914	OG0002914	augustus_masked-LCTY01000010.1-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.25&CDS=1-2712	YCR077C
2915	OG0002915	augustus_masked-LCTY01000010.1-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.26&CDS=1-1002	YNR035C
2916	OG0002916	augustus_masked-LCTY01000010.1-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.27&CDS=1-3966	YJL042W
2917	OG0002917	augustus_masked-LCTY01000010.1-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.11&CDS=1-1545	YDR111C
2918	OG0002918	augustus_masked-LCTY01000010.1-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.29&CDS=1-1983	YLR088W
2919	OG0002919	augustus_masked-LCTY01000010.1-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.12&CDS=1-1428	YKL090W
2920	OG0002920	augustus_masked-LCTY01000010.1-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.31&CDS=1-609	YBR122C
2921	OG0002921	augustus_masked-LCTY01000010.1-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.13&CDS=1-2646	YPR091C
2922	OG0002922	augustus_masked-LCTY01000010.1-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.32&CDS=1-4524	YCR042C
2923	OG0002923	augustus_masked-LCTY01000010.1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.14&CDS=1-3015	YNL267W
2924	OG0002924	augustus_masked-LCTY01000010.1-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.33&CDS=1-2649	YBR133C
2925	OG0002925	augustus_masked-LCTY01000010.1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.15&CDS=1-327	YBR135W
2926	OG0002926	augustus_masked-LCTY01000010.1-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.16&CDS=1-7245	YBR136W
2927	OG0002927	augustus_masked-LCTY01000010.1-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.34&CDS=1-3033	YGL207W
2928	OG0002928	augustus_masked-LCTY01000010.1-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-2.35&CDS=1-495	YER030W
2929	OG0002929	augustus_masked-LCTY01000010.1-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.47&CDS=1-378	YKL003C
2930	OG0002930	snap_masked-LCTY01000010.1-processed-gene-3.1-mRNA-1_1&gene=snap_masked-LCTY01000010.1-processed-gene-3.1&CDS=1-678	YKL002W
2931	OG0002931	augustus_masked-LCTY01000010.1-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.49&CDS=1-1050	YPL178W
2932	OG0002932	maker-LCTY01000010.1-augustus-gene-3.126-mRNA-1_1&gene=maker-LCTY01000010.1-augustus-gene-3.126&CDS=1-2160	YAL043C
2933	OG0002933	augustus_masked-LCTY01000010.1-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.69&CDS=1-1608	YDL030W
2934	OG0002934	augustus_masked-LCTY01000010.1-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.51&CDS=1-954	YHR041C
2935	OG0002935	augustus_masked-LCTY01000010.1-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.52&CDS=1-1422	YBR126C
2936	OG0002936	augustus_masked-LCTY01000010.1-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.53&CDS=1-1236	YBR125C
2937	OG0002937	augustus_masked-LCTY01000010.1-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.71&CDS=1-4626	YOR093C
2938	OG0002938	maker-LCTY01000010.1-augustus-gene-3.127-mRNA-1_1&gene=maker-LCTY01000010.1-augustus-gene-3.127&CDS=1-333	YBL001C
2939	OG0002939	augustus_masked-LCTY01000010.1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.72&CDS=1-1500	YBR006W
2940	OG0002940	augustus_masked-LCTY01000010.1-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.55&CDS=1-1245	YOL058W
2941	OG0002941	augustus_masked-LCTY01000010.1-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.73&CDS=1-2277	YGR264C
2942	OG0002942	augustus_masked-LCTY01000010.1-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.74&CDS=1-624	YDL212W
2943	OG0002943	augustus_masked-LCTY01000010.1-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.57&CDS=1-2325	YBR198C
2944	OG0002944	augustus_masked-LCTY01000010.1-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.75&CDS=1-1251	YPL076W
2945	OG0002945	augustus_masked-LCTY01000010.1-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.59&CDS=1-1638	YBR196C
2946	OG0002946	maker-LCTY01000010.1-augustus-gene-3.128-mRNA-1_1&gene=maker-LCTY01000010.1-augustus-gene-3.128&CDS=1-1245	YPL014W
2947	OG0002947	snap_masked-LCTY01000010.1-processed-gene-3.17-mRNA-1_1&gene=snap_masked-LCTY01000010.1-processed-gene-3.17&CDS=1-669	YER120W
2948	OG0002948	augustus_masked-LCTY01000010.1-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.77&CDS=1-429	YPR168W
2949	OG0002949	augustus_masked-LCTY01000010.1-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.61&CDS=1-816	YPR167C
2950	OG0002950	augustus_masked-LCTY01000010.1-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.62&CDS=1-1260	YOR197W
2951	OG0002951	augustus_masked-LCTY01000010.1-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.63&CDS=1-1527	YPL214C
2952	OG0002952	augustus_masked-LCTY01000010.1-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.64&CDS=1-4155	YIL126W
2953	OG0002953	augustus_masked-LCTY01000010.1-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.79&CDS=1-921	YDR318W
2954	OG0002954	augustus_masked-LCTY01000010.1-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.65&CDS=1-726	YJL035C
2955	OG0002955	augustus_masked-LCTY01000010.1-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-3.80&CDS=1-1956	YJL036W
2956	OG0002956	augustus_masked-LCTY01000010.1-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.4&CDS=1-3855	YLR398C
2957	OG0002957	augustus_masked-LCTY01000010.1-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.2&CDS=1-1371	YJL155C
2958	OG0002958	augustus_masked-LCTY01000010.1-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.5&CDS=1-900	YLR393W
2959	OG0002959	augustus_masked-LCTY01000010.1-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.3&CDS=1-2751	YJL156C
2960	OG0002960	augustus_masked-LCTY01000010.1-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.31&CDS=1-234	YHR001W-A
2961	OG0002961	augustus_masked-LCTY01000010.1-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.6&CDS=1-1446	YDL238C
2962	OG0002962	augustus_masked-LCTY01000010.1-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.32&CDS=1-699	YNL222W
2963	OG0002963	augustus_masked-LCTY01000010.1-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.7&CDS=1-2661	YOR154W
2964	OG0002964	maker-LCTY01000010.1-augustus-gene-4.112-mRNA-1_1&gene=maker-LCTY01000010.1-augustus-gene-4.112&CDS=1-561	YBL021C
2965	OG0002965	augustus_masked-LCTY01000010.1-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.11&CDS=1-3702	YLR187W
2966	OG0002966	augustus_masked-LCTY01000010.1-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.35&CDS=1-2463	YLR182W
2967	OG0002967	augustus_masked-LCTY01000010.1-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.12&CDS=1-1221	YLR181C
2968	OG0002968	maker-LCTY01000010.1-snap-gene-4.120-mRNA-1_1&gene=maker-LCTY01000010.1-snap-gene-4.120&CDS=1-5430	YNL271C
2969	OG0002969	augustus_masked-LCTY01000010.1-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.13&CDS=1-1515	YEL064C
2970	OG0002970	augustus_masked-LCTY01000010.1-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.38&CDS=1-3477	YNL273W
2971	OG0002971	augustus_masked-LCTY01000010.1-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.39&CDS=1-1611	YNL223W
2972	OG0002972	augustus_masked-LCTY01000010.1-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.14&CDS=1-2307	YNL224C
2973	OG0002973	augustus_masked-LCTY01000010.1-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.17&CDS=1-591	YLR193C
2974	OG0002974	snap_masked-LCTY01000010.1-processed-gene-4.97-mRNA-1_1&gene=snap_masked-LCTY01000010.1-processed-gene-4.97&CDS=1-1137	YDL165W
2975	OG0002975	augustus_masked-LCTY01000010.1-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.18&CDS=1-558	YDL166C
2976	OG0002976	augustus_masked-LCTY01000010.1-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.44&CDS=1-612	YDL169C
2977	OG0002977	augustus_masked-LCTY01000010.1-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.45&CDS=1-1551	YLR197W
2978	OG0002978	snap_masked-LCTY01000010.1-processed-gene-4.74-mRNA-1_1&gene=snap_masked-LCTY01000010.1-processed-gene-4.74&CDS=1-363	YLR200W
2979	OG0002979	augustus_masked-LCTY01000010.1-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.47&CDS=1-780	YLR201C
2980	OG0002980	augustus_masked-LCTY01000010.1-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.20&CDS=1-1146	YJR141W
2981	OG0002981	augustus_masked-LCTY01000010.1-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.48&CDS=1-1122	YHR201C
2982	OG0002982	maker-LCTY01000010.1-augustus-gene-4.113-mRNA-1_1&gene=maker-LCTY01000010.1-augustus-gene-4.113&CDS=1-2217	YJR139C
2983	OG0002983	augustus_masked-LCTY01000010.1-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.49&CDS=1-4740	YJR138W
2984	OG0002984	augustus_masked-LCTY01000010.1-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.50&CDS=1-3834	YIL115C
2985	OG0002985	augustus_masked-LCTY01000010.1-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.51&CDS=1-1086	YDL055C
2986	OG0002986	augustus_masked-LCTY01000010.1-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.24&CDS=1-1917	YER049W
2987	OG0002987	augustus_masked-LCTY01000010.1-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.25&CDS=1-1926	YDR341C
2988	OG0002988	maker-LCTY01000010.1-augustus-gene-4.114-mRNA-1_1&gene=maker-LCTY01000010.1-augustus-gene-4.114&CDS=1-1344	YDR487C
2989	OG0002989	augustus_masked-LCTY01000010.1-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.54&CDS=1-936	YOL096C
2990	OG0002990	augustus_masked-LCTY01000010.1-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.28&CDS=1-2334	YDR485C
2991	OG0002991	augustus_masked-LCTY01000010.1-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-LCTY01000010.1-processed-gene-4.55&CDS=1-447	YNL281W
2992	OG0002992	genemark-LCTY01000010.1-processed-gene-4.150-mRNA-1_1&gene=genemark-LCTY01000010.1-processed-gene-4.150&CDS=1-1449	YHR183W
2993	OG0002993	augustus_masked-LCTY01000011.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.10&CDS=1-3420	YKR082W
2994	OG0002994	augustus_masked-LCTY01000011.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.0&CDS=1-975	YKR081C
2995	OG0002995	augustus_masked-LCTY01000011.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.1&CDS=1-1701	YOR067C
2996	OG0002996	snap_masked-LCTY01000011.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-LCTY01000011.1-processed-gene-0.47&CDS=1-3708	YGR134W
2997	OG0002997	snap_masked-LCTY01000011.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-LCTY01000011.1-processed-gene-0.28&CDS=1-345	YER058W
2998	OG0002998	augustus_masked-LCTY01000011.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.4&CDS=1-3951	YIL048W
2999	OG0002999	augustus_masked-LCTY01000011.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.17&CDS=1-3336	YIL047C
3000	OG0003000	maker-LCTY01000011.1-snap-gene-0.66-mRNA-1_1&gene=maker-LCTY01000011.1-snap-gene-0.66&CDS=1-2799	YDL195W
3001	OG0003001	maker-LCTY01000011.1-augustus-gene-0.69-mRNA-1_1&gene=maker-LCTY01000011.1-augustus-gene-0.69&CDS=1-363	YLR218C
3002	OG0003002	snap_masked-LCTY01000011.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LCTY01000011.1-processed-gene-0.38&CDS=1-1050	YDL139C
3003	OG0003003	maker-LCTY01000011.1-augustus-gene-0.70-mRNA-1_1&gene=maker-LCTY01000011.1-augustus-gene-0.70&CDS=1-5379	YDL140C
3004	OG0003004	augustus_masked-LCTY01000011.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.21&CDS=1-2133	YDL141W
3005	OG0003005	augustus_masked-LCTY01000011.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.7&CDS=1-1182	YDL142C
3006	OG0003006	augustus_masked-LCTY01000011.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.22&CDS=1-1596	YDL143W
3007	OG0003007	augustus_masked-LCTY01000011.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.8&CDS=1-1170	YLR215C
3008	OG0003008	genemark-LCTY01000011.1-processed-gene-0.100-mRNA-1_1&gene=genemark-LCTY01000011.1-processed-gene-0.100&CDS=1-1764	YDL153C
3009	OG0003009	augustus_masked-LCTY01000011.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.9&CDS=1-1344	YDL150W
3010	OG0003010	augustus_masked-LCTY01000011.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-0.25&CDS=1-1194	YPR025C
3011	OG0003011	snap_masked-LCTY01000011.1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-LCTY01000011.1-processed-gene-1.40&CDS=1-183	YML081C-A
3012	OG0003012	maker-LCTY01000011.1-snap-gene-1.80-mRNA-1_1&gene=maker-LCTY01000011.1-snap-gene-1.80&CDS=1-2226	YJR131W
3013	OG0003013	augustus_masked-LCTY01000011.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.20&CDS=1-1095	YKL114C
3014	OG0003014	genemark-LCTY01000011.1-processed-gene-1.95-mRNA-1_1&gene=genemark-LCTY01000011.1-processed-gene-1.95&CDS=1-1503	YNL193W
3015	OG0003015	augustus_masked-LCTY01000011.1-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.8&CDS=1-585	YJR069C
3016	OG0003016	augustus_masked-LCTY01000011.1-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.23&CDS=1-852	YLR205C
3017	OG0003017	maker-LCTY01000011.1-snap-gene-1.82-mRNA-1_1&gene=maker-LCTY01000011.1-snap-gene-1.82&CDS=1-4068	YNL252C
3018	OG0003018	augustus_masked-LCTY01000011.1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.24&CDS=1-1314	YDR058C
3019	OG0003019	maker-LCTY01000011.1-augustus-gene-1.75-mRNA-1_1&gene=maker-LCTY01000011.1-augustus-gene-1.75&CDS=1-1641	YBL099W
3020	OG0003020	augustus_masked-LCTY01000011.1-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.25&CDS=1-2805	YPL150W
3021	OG0003021	augustus_masked-LCTY01000011.1-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.26&CDS=1-1722	YOR241W
3022	OG0003022	augustus_masked-LCTY01000011.1-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.12&CDS=1-1608	YLR023C
3023	OG0003023	augustus_masked-LCTY01000011.1-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.27&CDS=1-2661	YLR001C
3024	OG0003024	augustus_masked-LCTY01000011.1-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.29&CDS=1-1869	YAR008W
3025	OG0003025	augustus_masked-LCTY01000011.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.30&CDS=1-1842	YLR399C
3026	OG0003026	augustus_masked-LCTY01000011.1-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.14&CDS=1-2220	YMR301C
3027	OG0003027	augustus_masked-LCTY01000011.1-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.16&CDS=1-1776	YDR425W
3028	OG0003028	augustus_masked-LCTY01000011.1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.33&CDS=1-3075	YAL035W
3029	OG0003029	maker-LCTY01000011.1-snap-gene-1.84-mRNA-1_1&gene=maker-LCTY01000011.1-snap-gene-1.84&CDS=1-1668	YAL008W
3030	OG0003030	augustus_masked-LCTY01000011.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-1.34&CDS=1-1101	YAL036C
3031	OG0003031	augustus_masked-LCTY01000011.1-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.0&CDS=1-2733	YPR105C
3032	OG0003032	augustus_masked-LCTY01000011.1-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.3&CDS=1-849	YPR107C
3033	OG0003033	augustus_masked-LCTY01000011.1-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.5&CDS=1-1248	YAL009W
3034	OG0003034	genemark-LCTY01000011.1-processed-gene-2.92-mRNA-1_1&gene=genemark-LCTY01000011.1-processed-gene-2.92&CDS=1-1410	YAL010C
3035	OG0003035	snap_masked-LCTY01000011.1-processed-gene-2.43-mRNA-1_1&gene=snap_masked-LCTY01000011.1-processed-gene-2.43&CDS=1-3912	YAL019W
3036	OG0003036	augustus_masked-LCTY01000011.1-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.7&CDS=1-1167	YAL020C
3037	OG0003037	augustus_masked-LCTY01000011.1-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.8&CDS=1-642	YBR154C
3038	OG0003038	augustus_masked-LCTY01000011.1-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.27&CDS=1-846	YBR153W
3039	OG0003039	augustus_masked-LCTY01000011.1-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.11&CDS=1-990	YDR284C
3040	OG0003040	augustus_masked-LCTY01000011.1-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.28&CDS=1-4893	YHR164C
3041	OG0003041	genemark-LCTY01000011.1-processed-gene-2.103-mRNA-1_1&gene=genemark-LCTY01000011.1-processed-gene-2.103&CDS=1-3165	YJL020C
3042	OG0003042	augustus_masked-LCTY01000011.1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.14&CDS=1-330	YDR286C
3043	OG0003043	maker-LCTY01000011.1-snap-gene-2.81-mRNA-1_1&gene=maker-LCTY01000011.1-snap-gene-2.81&CDS=1-1335	YBR162C
3044	OG0003044	genemark-LCTY01000011.1-processed-gene-2.120-mRNA-1_1&gene=genemark-LCTY01000011.1-processed-gene-2.120&CDS=1-1266	YJR075W
3045	OG0003045	maker-LCTY01000011.1-snap-gene-2.79-mRNA-1_1&gene=maker-LCTY01000011.1-snap-gene-2.79&CDS=1-2412	YAL023C
3046	OG0003046	augustus_masked-LCTY01000011.1-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.31&CDS=1-675	YKL041W
3047	OG0003047	maker-LCTY01000011.1-augustus-gene-2.87-mRNA-1_1&gene=maker-LCTY01000011.1-augustus-gene-2.87&CDS=1-780	YBR088C
3048	OG0003048	genemark-LCTY01000011.1-processed-gene-2.123-mRNA-1_1&gene=genemark-LCTY01000011.1-processed-gene-2.123&CDS=1-528	YPR051W
3049	OG0003049	augustus_masked-LCTY01000011.1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.21&CDS=1-4044	YPR049C
3050	OG0003050	augustus_masked-LCTY01000011.1-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.24&CDS=1-2913	YER013W
3051	OG0003051	snap_masked-LCTY01000011.1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-LCTY01000011.1-processed-gene-2.73&CDS=1-2154	YFL021W
3052	OG0003052	augustus_masked-LCTY01000011.1-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-LCTY01000011.1-processed-gene-2.34&CDS=1-1383	YNR001C
