	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034901_Ogataea_methylivora
2680	OG0002680	YML067C	genemark-flattened_line_36-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.127&CDS=1-1023
2681	OG0002681	YML068W	genemark-flattened_line_36-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.103&CDS=1-1380
2682	OG0002682	YML069W	genemark-flattened_line_6-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.15&CDS=1-1620
2683	OG0002683	YML072C	augustus_masked-flattened_line_20-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.9&CDS=1-5538
2684	OG0002684	YML076C	maker-flattened_line_20-snap-gene-1.98-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.98&CDS=1-2583
2685	OG0002685	YML077W	genemark-flattened_line_20-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.60&CDS=1-615
2686	OG0002686	YML079W	genemark-flattened_line_64-processed-gene-0.227-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.227&CDS=1-720
2687	OG0002687	YML080W	augustus_masked-flattened_line_66-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.165&CDS=1-2682
2688	OG0002688	YML081C-A	genemark-flattened_line_66-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.131&CDS=1-183
2689	OG0002689	YML085C	genemark-flattened_line_126-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.35&CDS=1-1344
2690	OG0002690	YML086C	genemark-flattened_line_40-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.158&CDS=1-1599
2691	OG0002691	YML088W	snap_masked-flattened_line_18-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.148&CDS=1-2136
2692	OG0002692	YML091C	genemark-flattened_line_86-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.115&CDS=1-2187
2693	OG0002693	YML092C	genemark-flattened_line_40-processed-gene-1.191-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.191&CDS=1-750
2694	OG0002694	YML093W	genemark-flattened_line_22-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.78&CDS=1-2697
2695	OG0002695	YML094W	snap_masked-flattened_line_40-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.119&CDS=1-462
2696	OG0002696	YML095C	genemark-flattened_line_40-processed-gene-1.157-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.157&CDS=1-1032
2697	OG0002697	YML096W	genemark-flattened_line_4-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.42&CDS=1-1752
2698	OG0002698	YML097C	genemark-flattened_line_126-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.29&CDS=1-2019
2699	OG0002699	YML098W	genemark-flattened_line_62-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.43&CDS=1-516
2700	OG0002700	YML099C	genemark-flattened_line_62-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.8&CDS=1-2922
2701	OG0002701	YML102W	genemark-flattened_line_68-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.109&CDS=1-2046
2702	OG0002702	YML103C	snap_masked-flattened_line_36-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.78&CDS=1-4986
2703	OG0002703	YML105C	genemark-flattened_line_14-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.27&CDS=1-843
2704	OG0002704	YML108W	genemark-flattened_line_50-processed-gene-0.214-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.214&CDS=1-402
2705	OG0002705	YML110C	genemark-flattened_line_40-processed-gene-1.164-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.164&CDS=1-882
2706	OG0002706	YML114C	maker-flattened_line_28-snap-gene-1.3-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-1.3&CDS=1-1716
2707	OG0002707	YML115C	genemark-flattened_line_28-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.26&CDS=1-1425
2708	OG0002708	YML121W	genemark-flattened_line_4-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.21&CDS=1-966
2709	OG0002709	YML123C	genemark-flattened_line_126-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.26&CDS=1-1689
2710	OG0002710	YML125C	augustus_masked-flattened_line_40-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.28&CDS=1-927
2711	OG0002711	YML126C	genemark-flattened_line_22-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.76&CDS=1-1347
2712	OG0002712	YML127W	genemark-flattened_line_40-processed-gene-1.156-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.156&CDS=1-1758
2713	OG0002713	YML129C	genemark-flattened_line_18-processed-gene-1.294-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.294&CDS=1-189
2714	OG0002714	YML130C	genemark-flattened_line_62-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.9&CDS=1-1713
2715	OG0002715	YMR001C	genemark-flattened_line_2-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.86&CDS=1-1995
2716	OG0002716	YMR002W	genemark-flattened_line_2-processed-gene-2.87-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.87&CDS=1-438
2717	OG0002717	YMR003W	genemark-flattened_line_20-processed-gene-1.238-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.238&CDS=1-897
2718	OG0002718	YMR004W	genemark-flattened_line_132-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.14&CDS=1-1779
2719	OG0002719	YMR005W	genemark-flattened_line_132-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.13&CDS=1-1182
2720	OG0002720	YMR009W	genemark-flattened_line_90-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.61&CDS=1-522
2721	OG0002721	YMR010W	genemark-flattened_line_14-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.7&CDS=1-1263
2722	OG0002722	YMR012W	genemark-flattened_line_52-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.75&CDS=1-3972
2723	OG0002723	YMR013C	genemark-flattened_line_68-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.94&CDS=1-1707
2724	OG0002724	YMR014W	genemark-flattened_line_30-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.91&CDS=1-1440
2725	OG0002725	YMR015C	genemark-flattened_line_54-processed-gene-0.143-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.143&CDS=1-1575
2726	OG0002726	YMR020W	genemark-flattened_line_52-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.73&CDS=1-1449
2727	OG0002727	YMR022W	genemark-flattened_line_52-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.74&CDS=1-510
2728	OG0002728	YMR023C	augustus_masked-flattened_line_24-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.7&CDS=1-1386
2729	OG0002729	YMR024W	genemark-flattened_line_32-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.132&CDS=1-1179
2730	OG0002730	YMR026C	genemark-flattened_line_6-processed-gene-2.93-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.93&CDS=1-1239
2731	OG0002731	YMR028W	genemark-flattened_line_24-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.97&CDS=1-1068
2732	OG0002732	YMR029C	augustus_masked-flattened_line_80-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.47&CDS=1-1812
2733	OG0002733	YMR032W	maker-flattened_line_28-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.6&CDS=1-1782
2734	OG0002734	YMR033W	genemark-flattened_line_16-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.120&CDS=1-1410
2735	OG0002735	YMR034C	genemark-flattened_line_114-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.27&CDS=1-1272
2736	OG0002736	YMR035W	genemark-flattened_line_124-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.13&CDS=1-564
2737	OG0002737	YMR036C	genemark-flattened_line_124-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.27&CDS=1-2721
2738	OG0002738	YMR038C	genemark-flattened_line_124-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.26&CDS=1-708
2739	OG0002739	YMR039C	genemark-flattened_line_28-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.58&CDS=1-357
2740	OG0002740	YMR041C	genemark-flattened_line_28-processed-gene-1.34-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.34&CDS=1-999
2741	OG0002741	YMR043W	genemark-flattened_line_20-processed-gene-1.279-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.279&CDS=1-708
2742	OG0002742	YMR044W	snap_masked-flattened_line_20-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.137&CDS=1-1050
2743	OG0002743	YMR048W	genemark-flattened_line_4-processed-gene-3.83-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.83&CDS=1-924
2744	OG0002744	YMR049C	genemark-flattened_line_76-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.112&CDS=1-2484
2745	OG0002745	YMR055C	genemark-flattened_line_10-processed-gene-2.92-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.92&CDS=1-933
2746	OG0002746	YMR058W	genemark-flattened_line_4-processed-gene-3.113-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.113&CDS=1-1872
2747	OG0002747	YMR059W	genemark-flattened_line_38-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.100&CDS=1-387
2748	OG0002748	YMR060C	genemark-flattened_line_38-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.133&CDS=1-948
2749	OG0002749	YMR061W	genemark-flattened_line_38-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.101&CDS=1-1959
2750	OG0002750	YMR062C	genemark-flattened_line_18-processed-gene-1.221-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.221&CDS=1-1302
2751	OG0002751	YMR063W	genemark-flattened_line_40-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.111&CDS=1-1881
2752	OG0002752	YMR065W	augustus_masked-flattened_line_40-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.0&CDS=1-1242
2753	OG0002753	YMR066W	augustus_masked-flattened_line_62-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.198&CDS=1-2598
2754	OG0002754	YMR067C	genemark-flattened_line_38-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.61&CDS=1-1548
2755	OG0002755	YMR068W	genemark-flattened_line_34-processed-gene-1.118-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.118&CDS=1-1818
2756	OG0002756	YMR071C	genemark-flattened_line_34-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.119&CDS=1-495
2757	OG0002757	YMR073C	genemark-flattened_line_6-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.2&CDS=1-645
2758	OG0002758	YMR074C	genemark-flattened_line_6-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.21&CDS=1-396
2759	OG0002759	YMR075W	genemark-flattened_line_18-processed-gene-1.266-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.266&CDS=1-2055
2760	OG0002760	YMR076C	genemark-flattened_line_18-processed-gene-1.220-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.220&CDS=1-3852
2761	OG0002761	YMR077C	genemark-flattened_line_143-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_143-processed-gene-0.14&CDS=1-651
2762	OG0002762	YMR078C	genemark-flattened_line_40-processed-gene-1.181-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.181&CDS=1-2091
2763	OG0002763	YMR079W	genemark-flattened_line_40-processed-gene-1.154-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.154&CDS=1-921
2764	OG0002764	YMR080C	genemark-flattened_line_16-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.92&CDS=1-2985
2765	OG0002765	YMR083W	genemark-flattened_line_8-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.9&CDS=1-1113
2766	OG0002766	YMR087W	genemark-flattened_line_92-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.132&CDS=1-1038
2767	OG0002767	YMR088C	maker-flattened_line_92-augustus-gene-0.56-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.56&CDS=1-3555
2768	OG0002768	YMR089C	genemark-flattened_line_62-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.28&CDS=1-2514
2769	OG0002769	YMR091C	genemark-flattened_line_62-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.27&CDS=1-1278
2770	OG0002770	YMR092C	genemark-flattened_line_74-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.159&CDS=1-1776
2771	OG0002771	YMR093W	genemark-flattened_line_32-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.128&CDS=1-1494
2772	OG0002772	YMR097C	genemark-flattened_line_74-processed-gene-0.162-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.162&CDS=1-1074
2773	OG0002773	YMR098C	genemark-flattened_line_74-processed-gene-0.161-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.161&CDS=1-1701
2774	OG0002774	YMR099C	genemark-flattened_line_56-processed-gene-0.220-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.220&CDS=1-894
2775	OG0002775	YMR100W	snap_masked-flattened_line_34-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.64&CDS=1-2232
2776	OG0002776	YMR106C	augustus_masked-flattened_line_74-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.16&CDS=1-2220
2777	OG0002777	YMR108W	genemark-flattened_line_4-processed-gene-2.22-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.22&CDS=1-2055
2778	OG0002778	YMR109W	genemark-flattened_line_18-processed-gene-1.206-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.206&CDS=1-3810
2779	OG0002779	YMR110C	genemark-flattened_line_74-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.156&CDS=1-1422
2780	OG0002780	YMR112C	genemark-flattened_line_74-processed-gene-0.195-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.195&CDS=1-420
2781	OG0002781	YMR113W	augustus_masked-flattened_line_32-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.20&CDS=1-1308
2782	OG0002782	YMR114C	augustus_masked-flattened_line_32-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.168&CDS=1-2166
2783	OG0002783	YMR116C	genemark-flattened_line_74-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.157&CDS=1-960
2784	OG0002784	YMR117C	augustus_masked-flattened_line_20-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.73&CDS=1-588
2785	OG0002785	YMR120C	genemark-flattened_line_68-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.121&CDS=1-1770
2786	OG0002786	YMR123W	genemark-flattened_line_68-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.79&CDS=1-303
2787	OG0002787	YMR125W	augustus_masked-flattened_line_68-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.11&CDS=1-3045
2788	OG0002788	YMR127C	genemark-flattened_line_38-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.99&CDS=1-1029
2789	OG0002789	YMR128W	genemark-flattened_line_38-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.129&CDS=1-5418
2790	OG0002790	YMR129W	genemark-flattened_line_74-processed-gene-0.209-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.209&CDS=1-3918
2791	OG0002791	YMR130W	genemark-flattened_line_84-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.87&CDS=1-807
2792	OG0002792	YMR131C	genemark-flattened_line_58-processed-gene-0.174-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.174&CDS=1-1314
2793	OG0002793	YMR134W	genemark-flattened_line_8-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.121&CDS=1-618
2794	OG0002794	YMR135C	genemark-flattened_line_8-processed-gene-2.154-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.154&CDS=1-1230
2795	OG0002795	YMR137C	genemark-flattened_line_32-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.107&CDS=1-1446
2796	OG0002796	YMR139W	genemark-flattened_line_32-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.105&CDS=1-1155
2797	OG0002797	YMR140W	genemark-flattened_line_72-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.128&CDS=1-1563
2798	OG0002798	YMR145C	genemark-flattened_line_8-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.23&CDS=1-1644
2799	OG0002799	YMR146C	genemark-flattened_line_78-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.139&CDS=1-1056
2800	OG0002800	YMR149W	genemark-flattened_line_64-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.164&CDS=1-804
2801	OG0002801	YMR150C	genemark-flattened_line_64-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.199&CDS=1-615
2802	OG0002802	YMR152W	genemark-flattened_line_4-processed-gene-3.139-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.139&CDS=1-1053
2803	OG0002803	YMR154C	snap_masked-flattened_line_62-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.93&CDS=1-2286
2804	OG0002804	YMR155W	augustus_masked-flattened_line_8-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.10&CDS=1-1446
2805	OG0002805	YMR156C	genemark-flattened_line_60-processed-gene-0.177-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.177&CDS=1-855
2806	OG0002806	YMR157C	genemark-flattened_line_60-processed-gene-0.216-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.216&CDS=1-789
2807	OG0002807	YMR158W	genemark-flattened_line_60-processed-gene-0.176-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.176&CDS=1-465
2808	OG0002808	YMR159C	augustus_masked-flattened_line_34-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.166&CDS=1-498
2809	OG0002809	YMR161W	genemark-flattened_line_34-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.89&CDS=1-1011
2810	OG0002810	YMR162C	genemark-flattened_line_52-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.94&CDS=1-5097
2811	OG0002811	YMR165C	maker-flattened_line_135-snap-gene-0.31-mRNA-1_1&gene=maker-flattened_line_135-snap-gene-0.31&CDS=1-2457
2812	OG0002812	YMR166C	genemark-flattened_line_52-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.97&CDS=1-1092
2813	OG0002813	YMR167W	genemark-flattened_line_52-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.137&CDS=1-2250
2814	OG0002814	YMR171C	augustus_masked-flattened_line_34-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.176&CDS=1-1806
2815	OG0002815	YMR176W	genemark-flattened_line_62-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.16&CDS=1-5232
2816	OG0002816	YMR185W	augustus_masked-flattened_line_6-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.12&CDS=1-2802
2817	OG0002817	YMR186W	genemark-flattened_line_114-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.39&CDS=1-2115
2818	OG0002818	YMR189W	genemark-flattened_line_2-processed-gene-2.88-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.88&CDS=1-4611
2819	OG0002819	YMR190C	genemark-flattened_line_48-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.0&CDS=1-4338
