	OrthologID	Saccharomyces_cerevisiae	yHAB155_Kazachstania_spencerorum
3418	OG0003418	YOL018C	genemark-scf7180000055545-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000055545-processed-gene-0.27&CDS=1-1158
3419	OG0003419	YOL021C	genemark-scf7180000055558-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000055558-processed-gene-0.75&CDS=1-3006
3420	OG0003420	YOL022C	genemark-scf7180000055521-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000055521-processed-gene-0.37&CDS=1-1218
3421	OG0003421	YOL023W	genemark-scf7180000055521-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000055521-processed-gene-0.31&CDS=1-2055
3422	OG0003422	YOL025W	snap_masked-scf7180000055521-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000055521-processed-gene-0.3&CDS=1-2724
3423	OG0003423	YOL027C	augustus_masked-scf7180000055545-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000055545-processed-gene-0.23&CDS=1-2073
3424	OG0003424	YOL028C	snap_masked-scf7180000055639-processed-gene-0.110-mRNA-1_1&gene=snap_masked-scf7180000055639-processed-gene-0.110&CDS=1-531
3425	OG0003425	YOL030W	augustus_masked-scf7180000055633-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-scf7180000055633-processed-gene-0.225&CDS=1-1335
3426	OG0003426	YOL031C	genemark-scf7180000055639-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-0.9&CDS=1-1179
3427	OG0003427	YOL034W	augustus_masked-scf7180000055639-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000055639-processed-gene-0.70&CDS=1-5328
3428	OG0003428	YOL038W	genemark-scf7180000055545-processed-gene-0.30-mRNA-1_1&gene=genemark-scf7180000055545-processed-gene-0.30&CDS=1-765
3429	OG0003429	YOL039W	genemark-scf7180000055639-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-0.8&CDS=1-312
3430	OG0003430	YOL040C	genemark-scf7180000055639-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-0.28&CDS=1-426
3431	OG0003431	YOL042W	genemark-scf7180000055639-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-0.6&CDS=1-1212
3432	OG0003432	YOL043C	genemark-scf7180000055639-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-0.26&CDS=1-1059
3433	OG0003433	YOL044W	snap_masked-scf7180000055639-processed-gene-0.86-mRNA-1_1&gene=snap_masked-scf7180000055639-processed-gene-0.86&CDS=1-981
3434	OG0003434	YOL048C	snap_masked-scf7180000055639-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scf7180000055639-processed-gene-0.104&CDS=1-930
3435	OG0003435	YOL049W	genemark-scf7180000055639-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-0.2&CDS=1-1491
3436	OG0003436	YOL051W	genemark-scf7180000055633-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000055633-processed-gene-0.14&CDS=1-3264
3437	OG0003437	YOL052C	genemark-scf7180000055650-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000055650-processed-gene-0.39&CDS=1-1218
3438	OG0003438	YOL053W	snap_masked-scf7180000055580-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000055580-processed-gene-0.15&CDS=1-885
3439	OG0003439	YOL054W	snap_masked-scf7180000055580-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000055580-processed-gene-0.14&CDS=1-741
3440	OG0003440	YOL057W	augustus_masked-scf7180000055607-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-scf7180000055607-processed-gene-1.52&CDS=1-3006
3441	OG0003441	YOL058W	genemark-scf7180000055607-processed-gene-1.257-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-1.257&CDS=1-1200
3442	OG0003442	YOL061W	genemark-scf7180000055607-processed-gene-1.260-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-1.260&CDS=1-1212
3443	OG0003443	YOL062C	genemark-scf7180000055607-processed-gene-1.216-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-1.216&CDS=1-1365
3444	OG0003444	YOL063C	snap_masked-scf7180000055607-processed-gene-1.107-mRNA-1_1&gene=snap_masked-scf7180000055607-processed-gene-1.107&CDS=1-2733
3445	OG0003445	YOL069W	genemark-scf7180000055607-processed-gene-1.263-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-1.263&CDS=1-1329
3446	OG0003446	YOL070C	augustus_masked-scf7180000055607-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-scf7180000055607-processed-gene-1.24&CDS=1-1452
3447	OG0003447	YOL071W	genemark-scf7180000055607-processed-gene-1.264-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-1.264&CDS=1-504
3448	OG0003448	YOL072W	genemark-scf7180000055607-processed-gene-1.265-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-1.265&CDS=1-1416
3449	OG0003449	YOL073C	genemark-scf7180000055607-processed-gene-1.225-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-1.225&CDS=1-870
3450	OG0003450	YOL075C	augustus_masked-scf7180000055607-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-scf7180000055607-processed-gene-1.28&CDS=1-3750
3451	OG0003451	YOL076W	augustus_masked-scf7180000055575-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-scf7180000055575-processed-gene-0.138&CDS=1-3618
3452	OG0003452	YOL077C	genemark-scf7180000055575-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000055575-processed-gene-0.40&CDS=1-867
3453	OG0003453	YOL078W	genemark-scf7180000055607-processed-gene-1.268-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-1.268&CDS=1-3741
3454	OG0003454	YOL080C	genemark-scf7180000055607-processed-gene-1.228-mRNA-1_1&gene=genemark-scf7180000055607-processed-gene-1.228&CDS=1-840
3455	OG0003455	YOL084W	genemark-scf7180000055639-processed-gene-2.59-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.59&CDS=1-2949
3456	OG0003456	YOL086W-A	snap_masked-scf7180000055639-processed-gene-2.240-mRNA-1_1&gene=snap_masked-scf7180000055639-processed-gene-2.240&CDS=1-342
3457	OG0003457	YOL087C	genemark-scf7180000055639-processed-gene-2.16-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.16&CDS=1-3144
3458	OG0003458	YOL088C	snap_masked-scf7180000055639-processed-gene-2.197-mRNA-1_1&gene=snap_masked-scf7180000055639-processed-gene-2.197&CDS=1-882
3459	OG0003459	YOL089C	maker-scf7180000055639-snap-gene-2.291-mRNA-1_1&gene=maker-scf7180000055639-snap-gene-2.291&CDS=1-2937
3460	OG0003460	YOL090W	snap_masked-scf7180000055639-processed-gene-2.241-mRNA-1_1&gene=snap_masked-scf7180000055639-processed-gene-2.241&CDS=1-2883
3461	OG0003461	YOL092W	genemark-scf7180000055639-processed-gene-2.64-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.64&CDS=1-933
3462	OG0003462	YOL093W	genemark-scf7180000055639-processed-gene-2.65-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.65&CDS=1-927
3463	OG0003463	YOL097C	augustus_masked-scf7180000055639-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-scf7180000055639-processed-gene-2.114&CDS=1-5217
3464	OG0003464	YOL098C	genemark-scf7180000055639-processed-gene-2.22-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.22&CDS=1-3093
3465	OG0003465	YOL100W	genemark-scf7180000055639-processed-gene-2.67-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.67&CDS=1-3621
3466	OG0003466	YOL101C	snap_masked-scf7180000055639-processed-gene-2.204-mRNA-1_1&gene=snap_masked-scf7180000055639-processed-gene-2.204&CDS=1-738
3467	OG0003467	YOL102C	genemark-scf7180000055639-processed-gene-2.25-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.25&CDS=1-675
3468	OG0003468	YOL107W	genemark-scf7180000055639-processed-gene-2.70-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.70&CDS=1-999
3469	OG0003469	YOL108C	genemark-scf7180000055639-processed-gene-2.29-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.29&CDS=1-447
3470	OG0003470	YOL110W	genemark-scf7180000055639-processed-gene-2.74-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.74&CDS=1-858
3471	OG0003471	YOL111C	genemark-scf7180000055639-processed-gene-2.32-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.32&CDS=1-603
3472	OG0003472	YOL114C	maker-scf7180000055639-snap-gene-2.294-mRNA-1_1&gene=maker-scf7180000055639-snap-gene-2.294&CDS=1-480
3473	OG0003473	YOL115W	genemark-scf7180000055639-processed-gene-2.76-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.76&CDS=1-1647
3474	OG0003474	YOL116W	augustus_masked-scf7180000055639-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-scf7180000055639-processed-gene-2.158&CDS=1-1020
3475	OG0003475	YOL117W	augustus_masked-scf7180000055639-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-scf7180000055639-processed-gene-2.160&CDS=1-1899
3476	OG0003476	YOL119C	genemark-scf7180000055639-processed-gene-2.33-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.33&CDS=1-1458
3477	OG0003477	YOL122C	genemark-scf7180000055639-processed-gene-2.35-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.35&CDS=1-1572
3478	OG0003478	YOL124C	genemark-scf7180000055639-processed-gene-2.36-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.36&CDS=1-1287
3479	OG0003479	YOL125W	genemark-scf7180000055639-processed-gene-2.81-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.81&CDS=1-1326
3480	OG0003480	YOL126C	genemark-scf7180000055639-processed-gene-2.37-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.37&CDS=1-1092
3481	OG0003481	YOL127W	maker-scf7180000055662-augustus-gene-4.296-mRNA-1_1&gene=maker-scf7180000055662-augustus-gene-4.296&CDS=1-1074
3482	OG0003482	YOL129W	genemark-scf7180000055639-processed-gene-2.82-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.82&CDS=1-543
3483	OG0003483	YOL132W	maker-scf7180000055639-augustus-gene-2.287-mRNA-1_1&gene=maker-scf7180000055639-augustus-gene-2.287&CDS=1-2220
3484	OG0003484	YOL133W	genemark-scf7180000055639-processed-gene-2.88-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.88&CDS=1-333
3485	OG0003485	YOL135C	genemark-scf7180000055639-processed-gene-2.41-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.41&CDS=1-681
3486	OG0003486	YOL136C	genemark-scf7180000055639-processed-gene-2.42-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.42&CDS=1-1422
3487	OG0003487	YOL137W	augustus_masked-scf7180000055639-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-scf7180000055639-processed-gene-2.165&CDS=1-2775
3488	OG0003488	YOL138C	augustus_masked-scf7180000055639-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-scf7180000055639-processed-gene-2.133&CDS=1-4185
3489	OG0003489	YOL139C	genemark-scf7180000055639-processed-gene-2.44-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-2.44&CDS=1-627
3490	OG0003490	YOL140W	augustus_masked-scf7180000055639-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-scf7180000055639-processed-gene-2.167&CDS=1-5259
3491	OG0003491	YOL143C	genemark-scf7180000055662-processed-gene-4.48-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.48&CDS=1-507
3492	OG0003492	YOL144W	genemark-scf7180000055662-processed-gene-4.93-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.93&CDS=1-1590
3493	OG0003493	YOL145C	genemark-scf7180000055662-processed-gene-4.49-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.49&CDS=1-3192
3494	OG0003494	YOL146W	genemark-scf7180000055662-processed-gene-4.94-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.94&CDS=1-588
3495	OG0003495	YOL147C	genemark-scf7180000055662-processed-gene-4.50-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.50&CDS=1-690
3496	OG0003496	YOL148C	genemark-scf7180000055662-processed-gene-4.51-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.51&CDS=1-1815
3497	OG0003497	YOL149W	genemark-scf7180000055662-processed-gene-4.95-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-4.95&CDS=1-660
3498	OG0003498	YOR001W	augustus_masked-scf7180000055673-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-2.19&CDS=1-2229
3499	OG0003499	YOR002W	genemark-scf7180000055639-processed-gene-1.102-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-1.102&CDS=1-2481
3500	OG0003500	YOR005C	genemark-scf7180000055639-processed-gene-1.116-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-1.116&CDS=1-2883
3501	OG0003501	YOR006C	genemark-scf7180000055577-processed-gene-0.190-mRNA-1_1&gene=genemark-scf7180000055577-processed-gene-0.190&CDS=1-948
3502	OG0003502	YOR007C	genemark-scf7180000055577-processed-gene-0.191-mRNA-1_1&gene=genemark-scf7180000055577-processed-gene-0.191&CDS=1-1059
3503	OG0003503	YOR014W	genemark-scf7180000055639-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-0.11&CDS=1-2235
3504	OG0003504	YOR017W	genemark-scf7180000055639-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000055639-processed-gene-0.12&CDS=1-2205
3505	OG0003505	YOR018W	genemark-scf7180000055521-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000055521-processed-gene-0.35&CDS=1-2331
3506	OG0003506	YOR020C	augustus_masked-scf7180000055673-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-scf7180000055673-processed-gene-2.29&CDS=1-315
3507	OG0003507	YOR021C	snap_masked-scf7180000055673-processed-gene-2.89-mRNA-1_1&gene=snap_masked-scf7180000055673-processed-gene-2.89&CDS=1-636
3508	OG0003508	YOR022C	genemark-scf7180000055596-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000055596-processed-gene-0.36&CDS=1-1914
3509	OG0003509	YOR023C	genemark-scf7180000055596-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000055596-processed-gene-0.35&CDS=1-1869
3510	OG0003510	YOR032C	genemark-scf7180000055664-processed-gene-0.165-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.165&CDS=1-1170
3511	OG0003511	YOR036W	augustus_masked-scf7180000055664-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055664-processed-gene-0.2&CDS=1-1563
3512	OG0003512	YOR038C	genemark-scf7180000055664-processed-gene-0.169-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.169&CDS=1-2673
3513	OG0003513	YOR039W	genemark-scf7180000055664-processed-gene-0.136-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.136&CDS=1-777
3514	OG0003514	YOR042W	genemark-scf7180000055664-processed-gene-0.138-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.138&CDS=1-1293
3515	OG0003515	YOR043W	genemark-scf7180000055664-processed-gene-0.139-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.139&CDS=1-1746
3516	OG0003516	YOR045W	snap_masked-scf7180000055664-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scf7180000055664-processed-gene-0.71&CDS=1-186
3517	OG0003517	YOR046C	augustus_masked-scf7180000055664-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000055664-processed-gene-0.32&CDS=1-2925
3518	OG0003518	YOR048C	maker-scf7180000055664-snap-gene-0.61-mRNA-1_1&gene=maker-scf7180000055664-snap-gene-0.61&CDS=1-3111
3519	OG0003519	YOR049C	genemark-scf7180000055664-processed-gene-0.173-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.173&CDS=1-1104
3520	OG0003520	YOR051C	genemark-scf7180000055664-processed-gene-0.174-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.174&CDS=1-1140
3521	OG0003521	YOR052C	augustus_masked-scf7180000055664-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000055664-processed-gene-0.36&CDS=1-324
3522	OG0003522	YOR056C	genemark-scf7180000055581-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.52&CDS=1-1308
3523	OG0003523	YOR057W	genemark-scf7180000055581-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.12&CDS=1-1101
3524	OG0003524	YOR058C	augustus_masked-scf7180000055664-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000055664-processed-gene-0.38&CDS=1-2715
3525	OG0003525	YOR059C	genemark-scf7180000055664-processed-gene-0.177-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.177&CDS=1-1395
3526	OG0003526	YOR060C	genemark-scf7180000055664-processed-gene-0.178-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.178&CDS=1-756
3527	OG0003527	YOR061W	genemark-scf7180000055664-processed-gene-0.142-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.142&CDS=1-1029
3528	OG0003528	YOR062C	genemark-scf7180000055664-processed-gene-0.179-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.179&CDS=1-750
3529	OG0003529	YOR063W	genemark-scf7180000055664-processed-gene-0.143-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.143&CDS=1-1161
3530	OG0003530	YOR065W	augustus_masked-scf7180000055664-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000055664-processed-gene-0.9&CDS=1-2334
3531	OG0003531	YOR067C	genemark-scf7180000055664-processed-gene-0.181-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.181&CDS=1-1728
3532	OG0003532	YOR069W	genemark-scf7180000055664-processed-gene-0.146-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.146&CDS=1-2025
3533	OG0003533	YOR070C	augustus_masked-scf7180000055664-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000055664-processed-gene-0.44&CDS=1-3042
3534	OG0003534	YOR073W	augustus_masked-scf7180000055664-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000055664-processed-gene-0.11&CDS=1-1803
3535	OG0003535	YOR074C	genemark-scf7180000055581-processed-gene-0.55-mRNA-1_1&gene=genemark-scf7180000055581-processed-gene-0.55&CDS=1-921
3536	OG0003536	YOR077W	genemark-scf7180000055664-processed-gene-0.148-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.148&CDS=1-708
3537	OG0003537	YOR078W	genemark-scf7180000055664-processed-gene-0.149-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.149&CDS=1-633
3538	OG0003538	YOR079C	genemark-scf7180000055664-processed-gene-0.185-mRNA-1_1&gene=genemark-scf7180000055664-processed-gene-0.185&CDS=1-1062
3539	OG0003539	YOR084W	augustus_masked-scf7180000055664-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000055664-processed-gene-0.17&CDS=1-1125
3540	OG0003540	YOR085W	snap_masked-scf7180000055668-processed-gene-1.235-mRNA-1_1&gene=snap_masked-scf7180000055668-processed-gene-1.235&CDS=1-1041
3541	OG0003541	YOR086C	genemark-scf7180000055668-processed-gene-1.82-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.82&CDS=1-3540
3542	OG0003542	YOR087W	genemark-scf7180000055668-processed-gene-1.27-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.27&CDS=1-2013
3543	OG0003543	YOR089C	augustus_masked-scf7180000054100-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054100-processed-gene-0.2&CDS=1-570
3544	OG0003544	YOR091W	genemark-scf7180000055668-processed-gene-1.28-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.28&CDS=1-1023
3545	OG0003545	YOR092W	genemark-scf7180000055668-processed-gene-1.29-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.29&CDS=1-1905
3546	OG0003546	YOR093C	genemark-scf7180000055668-processed-gene-1.85-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.85&CDS=1-4938
3547	OG0003547	YOR094W	genemark-scf7180000055668-processed-gene-1.30-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.30&CDS=1-543
3548	OG0003548	YOR095C	genemark-scf7180000055668-processed-gene-1.86-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.86&CDS=1-768
3549	OG0003549	YOR096W	maker-scf7180000055668-augustus-gene-1.199-mRNA-1_1&gene=maker-scf7180000055668-augustus-gene-1.199&CDS=1-573
3550	OG0003550	YOR098C	augustus_masked-scf7180000055668-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-scf7180000055668-processed-gene-1.176&CDS=1-2919
3551	OG0003551	YOR099W	genemark-scf7180000055668-processed-gene-1.32-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.32&CDS=1-1200
3552	OG0003552	YOR100C	genemark-scf7180000055668-processed-gene-1.89-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.89&CDS=1-885
3553	OG0003553	YOR103C	genemark-scf7180000055662-processed-gene-3.34-mRNA-1_1&gene=genemark-scf7180000055662-processed-gene-3.34&CDS=1-438
3554	OG0003554	YOR111W	genemark-scf7180000055668-processed-gene-1.41-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.41&CDS=1-657
3555	OG0003555	YOR112W	snap_masked-scf7180000055668-processed-gene-1.250-mRNA-1_1&gene=snap_masked-scf7180000055668-processed-gene-1.250&CDS=1-1773
3556	OG0003556	YOR113W	genemark-scf7180000055668-processed-gene-1.43-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.43&CDS=1-1197
3557	OG0003557	YOR115C	genemark-scf7180000055668-processed-gene-1.92-mRNA-1_1&gene=genemark-scf7180000055668-processed-gene-1.92&CDS=1-753
3558	OG0003558	YOR116C	genemark-scf7180000055518-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000055518-processed-gene-0.4&CDS=1-4380
3559	OG0003559	YOR117W	augustus_masked-scf7180000055518-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000055518-processed-gene-0.23&CDS=1-3033
3560	OG0003560	YOR119C	augustus_masked-scf7180000055594-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000055594-processed-gene-0.23&CDS=1-4761
3561	OG0003561	YOR122C	genemark-scf7180000055518-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000055518-processed-gene-0.3&CDS=1-1782
