# print values over probCutOff 0.05
G/L	POS	branch	branchLength	distance2root	distance2NearestOTU	numOfNodes2NearestOTU	probability	expectation
gain	70	Fusobacterium_nucleatum	1.445	3.232	0	1	0.8874	1.478
loss	70	Fusobacterium_nucleatum	1.445	3.232	0	1	0.6646	0.966
gain	70	N26	0.1288	1.916	0.3067	2	0.1436	0.1449
loss	70	N26	0.1288	1.916	0.3067	2	0.0728	0.07348
gain	70	Aquifex_aeolicus	2.838	4.754	0	1	0.8166	1.813
loss	70	Aquifex_aeolicus	2.838	4.754	0	1	0.9581	2.372
gain	70	Thermotoga_maritima	0.3067	2.222	0	1	0.5111	0.5379
loss	70	Thermotoga_maritima	0.3067	2.222	0	1	0.09429	0.09706
loss	70	N27	0.05299	0.193	0.2036	2	0.05022	0.05031
gain	70	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.08311	0.08618
loss	70	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.9186	0.9843
gain	70	N28	0.2036	0.3966	8.132e-08	2	0.1602	0.1639
loss	70	N28	0.2036	0.3966	8.132e-08	2	0.06112	0.06201
gain	70	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.06736	0.06836
loss	70	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.06736	0.06836
gain	70	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.06691	0.06888
loss	70	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.9526	1.011
gain	70	N30	0.08246	0.2819	2.435e-11	2	0.06773	0.06803
gain	70	N31	0.3418	0.3418	0.174	2	0.2784	0.295
loss	70	N31	0.3418	0.3418	0.174	2	0.1817	0.1905
gain	70	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.1111	0.1131
gain	70	N32	0.1448	0.4867	0.1437	3	0.09133	0.09249
gain	70	Listeria_innocua	0.243	0.7296	0	1	0.105	0.1075
loss	70	Listeria_innocua	0.243	0.7296	0	1	0.09419	0.09619
gain	70	N36	0.675	1.162	0.09281	2	0.1916	0.2101
loss	70	N36	0.675	1.162	0.09281	2	0.9906	1.19
gain	71	N8	0.102	0.3178	7.569e-08	2	0.9773	0.9786
loss	71	N10	0.09368	0.4976	0.06827	3	0.09037	0.09066
loss	71	N12	0.05066	0.5631	0.002765	2	0.863	0.8632
gain	71	Yersinia_pestis	0.2301	0.7426	0	1	0.149	0.1518
gain	71	N15	0.8811	1.379	1.882e-11	2	0.2647	0.311
loss	71	N15	0.8811	1.379	1.882e-11	2	0.178	0.1992
gain	71	Vibrio_cholerae	0.2741	0.6781	0	1	0.05306	0.05459
gain	71	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.06537	0.0685
loss	71	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.08565	0.09156
gain	71	N17	1.124	1.34	0.001039	2	0.9938	1.124
loss	71	N17	1.124	1.34	0.001039	2	0.1247	0.1468
gain	71	N22	1.46	1.676	4.898e-06	2	0.2623	0.3258
loss	71	N22	1.46	1.676	4.898e-06	2	0.2734	0.3487
gain	71	N23	0.8467	2.523	2.697e-11	2	0.1397	0.1556
loss	71	N23	0.8467	2.523	2.697e-11	2	0.1397	0.1556
gain	71	N25	1.647	1.787	0.4354	2	0.3414	0.4536
loss	71	N25	1.647	1.787	0.4354	2	0.2902	0.3758
gain	71	Fusobacterium_nucleatum	1.445	3.232	0	1	0.2504	0.3093
loss	71	Fusobacterium_nucleatum	1.445	3.232	0	1	0.3094	0.3969
gain	71	Aquifex_aeolicus	2.838	4.754	0	1	0.4717	0.737
loss	71	Aquifex_aeolicus	2.838	4.754	0	1	0.4989	0.8089
loss	71	Thermotoga_maritima	0.3067	2.222	0	1	0.09669	0.09919
loss	71	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.0531	0.05536
loss	71	N31	0.3418	0.3418	0.174	2	0.05611	0.05807
gain	71	N36	0.675	1.162	0.09281	2	0.103	0.1113
loss	71	N36	0.675	1.162	0.09281	2	0.1041	0.1128
loss	72	N2	0.1189	0.1189	0.1629	3	0.09673	0.09734
loss	72	Yersinia_pestis	0.2301	0.7426	0	1	0.0506	0.05155
gain	72	N15	0.8811	1.379	1.882e-11	2	0.3107	0.3664
loss	72	N15	0.8811	1.379	1.882e-11	2	0.3166	0.3757
gain	72	Vibrio_cholerae	0.2741	0.6781	0	1	0.05949	0.0608
loss	72	Vibrio_cholerae	0.2741	0.6781	0	1	0.06981	0.07167
gain	72	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1581	0.1692
loss	72	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1606	0.1723
gain	72	N17	1.124	1.34	0.001039	2	0.3981	0.5038
loss	72	N17	1.124	1.34	0.001039	2	0.3995	0.5068
gain	72	Brucella_melitensis	0.3466	0.6941	0	1	0.08853	0.0916
loss	72	Brucella_melitensis	0.3466	0.6941	0	1	0.08967	0.09285
gain	72	N22	1.46	1.676	4.898e-06	2	0.4975	0.694
loss	72	N22	1.46	1.676	4.898e-06	2	0.4985	0.6971
gain	72	N23	0.8467	2.523	2.697e-11	2	0.299	0.3495
loss	72	N23	0.8467	2.523	2.697e-11	2	0.299	0.3495
gain	72	N25	1.647	1.787	0.4354	2	0.628	0.954
loss	72	N25	1.647	1.787	0.4354	2	0.5225	0.7673
gain	72	Fusobacterium_nucleatum	1.445	3.232	0	1	0.9401	1.384
loss	72	Fusobacterium_nucleatum	1.445	3.232	0	1	0.4256	0.5875
gain	72	N26	0.1288	1.916	0.3067	2	0.05037	0.05079
loss	72	N26	0.1288	1.916	0.3067	2	0.08634	0.08694
gain	72	Aquifex_aeolicus	2.838	4.754	0	1	0.9835	2.165
loss	72	Aquifex_aeolicus	2.838	4.754	0	1	0.6765	1.333
gain	72	Thermotoga_maritima	0.3067	2.222	0	1	0.06443	0.06613
loss	72	Thermotoga_maritima	0.3067	2.222	0	1	0.2258	0.2337
gain	72	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.1048	0.1093
loss	72	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.1256	0.1323
loss	72	N28	0.2036	0.3966	8.132e-08	2	0.05725	0.05832
gain	72	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.09218	0.09556
loss	72	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.1036	0.108
gain	72	N31	0.3418	0.3418	0.174	2	0.2583	0.2697
loss	72	N31	0.3418	0.3418	0.174	2	0.1086	0.1133
loss	72	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.2689	0.2723
gain	72	N32	0.1448	0.4867	0.1437	3	0.4245	0.4276
loss	72	Listeria_innocua	0.243	0.7296	0	1	0.6689	0.6835
gain	72	N35	0.1284	0.6151	0.01528	2	0.2033	0.2044
loss	72	Bacillus_halodurans	0.1233	0.7384	0	1	0.8352	0.8398
gain	72	Bacillus_subtilis	0.01528	0.6304	0	1	0.1665	0.1666
gain	72	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.361	0.3631
gain	72	N36	0.675	1.162	0.09281	2	0.1595	0.1749
loss	72	N36	0.675	1.162	0.09281	2	0.719	0.8249
gain	73	N2	0.1189	0.1189	0.1629	3	0.05392	0.05436
loss	73	N2	0.1189	0.1189	0.1629	3	0.1589	0.1605
loss	73	N4	0.09654	0.2155	0.1023	3	0.1089	0.1096
loss	73	N8	0.102	0.3178	7.569e-08	2	0.05226	0.05259
gain	73	N9	0.08611	0.4039	0.162	2	0.2708	0.2722
gain	73	N10	0.09368	0.4976	0.06827	3	0.532	0.5353
gain	73	N11	0.01484	0.5125	0.05343	2	0.0992	0.09922
gain	73	N12	0.05066	0.5631	0.002765	2	0.1284	0.1286
gain	73	Yersinia_pestis	0.2301	0.7426	0	1	0.2301	0.2371
loss	73	Yersinia_pestis	0.2301	0.7426	0	1	0.1111	0.1133
gain	73	N15	0.8811	1.379	1.882e-11	2	0.4201	0.5011
loss	73	N15	0.8811	1.379	1.882e-11	2	0.9012	1.28
gain	73	Vibrio_cholerae	0.2741	0.6781	0	1	0.1041	0.1068
loss	73	Vibrio_cholerae	0.2741	0.6781	0	1	0.3499	0.3665
gain	73	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.3017	0.3286
loss	73	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.3283	0.3607
gain	73	N17	1.124	1.34	0.001039	2	0.6615	0.9077
loss	73	N17	1.124	1.34	0.001039	2	0.6763	0.9397
gain	73	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.05094	0.05147
loss	73	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.08241	0.08361
gain	73	N18	0.08709	0.3028	0.08119	2	0.07086	0.07122
loss	73	N19	0.04472	0.3475	0.03648	3	0.06958	0.06968
gain	73	Brucella_melitensis	0.3466	0.6941	0	1	0.1765	0.1841
loss	73	Brucella_melitensis	0.3466	0.6941	0	1	0.1887	0.1974
gain	73	Caulobacter_vibrioides	0.1842	0.487	0	1	0.9288	0.9514
gain	73	N22	1.46	1.676	4.898e-06	2	0.7738	1.221
loss	73	N22	1.46	1.676	4.898e-06	2	0.7838	1.254
gain	73	N23	0.8467	2.523	2.697e-11	2	0.5327	0.6541
loss	73	N23	0.8467	2.523	2.697e-11	2	0.5327	0.6541
gain	73	N25	1.647	1.787	0.4354	2	0.8512	1.535
loss	73	N25	1.647	1.787	0.4354	2	0.8279	1.452
gain	73	Fusobacterium_nucleatum	1.445	3.232	0	1	0.9897	1.871
loss	73	Fusobacterium_nucleatum	1.445	3.232	0	1	0.7282	1.113
gain	73	N26	0.1288	1.916	0.3067	2	0.09681	0.09783
loss	73	N26	0.1288	1.916	0.3067	2	0.1273	0.1286
gain	73	Aquifex_aeolicus	2.838	4.754	0	1	0.9471	2.451
loss	73	Aquifex_aeolicus	2.838	4.754	0	1	0.9612	2.662
gain	73	Thermotoga_maritima	0.3067	2.222	0	1	0.1293	0.1335
loss	73	Thermotoga_maritima	0.3067	2.222	0	1	0.3263	0.3444
gain	73	N27	0.05299	0.193	0.2036	2	0.1241	0.1244
gain	73	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.183	0.1923
loss	73	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.4217	0.4588
gain	73	N28	0.2036	0.3966	8.132e-08	2	0.7596	0.7817
gain	73	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.09572	0.09727
loss	73	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.09572	0.09727
loss	73	N29	0.08048	0.1994	0.08246	2	0.08196	0.08233
gain	73	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.1805	0.1887
loss	73	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.2364	0.2501
loss	73	N30	0.08246	0.2819	2.435e-11	2	0.07444	0.07479
gain	73	N31	0.3418	0.3418	0.174	2	0.5094	0.5467
loss	73	N31	0.3418	0.3418	0.174	2	0.1973	0.2077
gain	73	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.4791	0.4891
gain	73	N32	0.1448	0.4867	0.1437	3	0.09162	0.09277
loss	73	N32	0.1448	0.4867	0.1437	3	0.2407	0.2441
gain	73	Listeria_innocua	0.243	0.7296	0	1	0.07596	0.07746
loss	73	Listeria_innocua	0.243	0.7296	0	1	0.4679	0.4866
gain	73	N35	0.1284	0.6151	0.01528	2	0.4407	0.4458
loss	73	Bacillus_halodurans	0.1233	0.7384	0	1	0.8234	0.8326
gain	73	Bacillus_subtilis	0.01528	0.6304	0	1	0.1822	0.1822
loss	73	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.4323	0.4387
gain	73	N36	0.675	1.162	0.09281	2	0.4354	0.5105
loss	73	N36	0.675	1.162	0.09281	2	0.6192	0.7592
loss	73	Streptococcus_pyogenes_M1	0.09281	1.254	0	1	0.175	0.1761
loss	73	Streptococcus_pneumoniae_TIGR4	0.09392	1.256	0	1	0.1753	0.1764
gain	73	Lactococcus_lactis	0.1139	1.276	0	1	0.8445	0.8523
gain	74	N2	0.1189	0.1189	0.1629	3	0.09742	0.0983
loss	74	N2	0.1189	0.1189	0.1629	3	0.117	0.118
gain	74	N4	0.09654	0.2155	0.1023	3	0.1457	0.1467
loss	74	N4	0.09654	0.2155	0.1023	3	0.05528	0.0556
gain	74	N8	0.102	0.3178	7.569e-08	2	0.6233	0.6276
loss	74	N9	0.08611	0.4039	0.162	2	0.2505	0.2518
loss	74	N10	0.09368	0.4976	0.06827	3	0.5622	0.5654
loss	74	N11	0.01484	0.5125	0.05343	2	0.07693	0.07694
loss	74	N12	0.05066	0.5631	0.002765	2	0.139	0.1393
gain	74	Yersinia_pestis	0.2301	0.7426	0	1	0.07872	0.08018
loss	74	Yersinia_pestis	0.2301	0.7426	0	1	0.2094	0.2159
gain	74	N15	0.8811	1.379	1.882e-11	2	0.4899	0.6013
loss	74	N15	0.8811	1.379	1.882e-11	2	0.6229	0.8122
gain	74	Vibrio_cholerae	0.2741	0.6781	0	1	0.3576	0.3737
loss	74	Vibrio_cholerae	0.2741	0.6781	0	1	0.1314	0.135
gain	74	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.2368	0.2558
loss	74	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.5625	0.6413
gain	74	N17	1.124	1.34	0.001039	2	0.5796	0.7726
loss	74	N17	1.124	1.34	0.001039	2	0.7756	1.158
loss	74	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.4152	0.4228
gain	74	N18	0.08709	0.3028	0.08119	2	0.05293	0.05318
loss	74	N18	0.08709	0.3028	0.08119	2	0.1257	0.1264
gain	74	N19	0.04472	0.3475	0.03648	3	0.05888	0.05896
gain	74	N20	0.09521	0.4427	0.03546	2	0.6242	0.6281
gain	74	Agrobacterium_tumefaciens_Cereon	0.1172	0.5599	0	1	0.07163	0.07221
gain	74	Brucella_melitensis	0.3466	0.6941	0	1	0.7406	0.7968
loss	74	Brucella_melitensis	0.3466	0.6941	0	1	0.1322	0.1374
loss	74	Mesorhizobium_loti	0.03647	0.384	0	1	0.3423	0.3426
loss	74	Caulobacter_vibrioides	0.1842	0.487	0	1	0.3524	0.3599
gain	74	N22	1.46	1.676	4.898e-06	2	0.7029	1.068
loss	74	N22	1.46	1.676	4.898e-06	2	0.8437	1.453
gain	74	N23	0.8467	2.523	2.697e-11	2	0.5065	0.6194
loss	74	N23	0.8467	2.523	2.697e-11	2	0.5065	0.6194
gain	74	N25	1.647	1.787	0.4354	2	0.8574	1.541
loss	74	N25	1.647	1.787	0.4354	2	0.8173	1.436
gain	74	Fusobacterium_nucleatum	1.445	3.232	0	1	0.6954	1.053
loss	74	Fusobacterium_nucleatum	1.445	3.232	0	1	0.8547	1.449
gain	74	N26	0.1288	1.916	0.3067	2	0.1693	0.1711
loss	74	N26	0.1288	1.916	0.3067	2	0.09142	0.09237
gain	74	Aquifex_aeolicus	2.838	4.754	0	1	0.9134	2.264
loss	74	Aquifex_aeolicus	2.838	4.754	0	1	0.9718	2.738
gain	74	Thermotoga_maritima	0.3067	2.222	0	1	0.6139	0.6511
loss	74	Thermotoga_maritima	0.3067	2.222	0	1	0.1218	0.1257
loss	74	N27	0.05299	0.193	0.2036	2	0.05152	0.05162
gain	74	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.8001	0.8768
loss	74	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.1516	0.1588
gain	74	N28	0.2036	0.3966	8.132e-08	2	0.05798	0.05881
loss	74	N28	0.2036	0.3966	8.132e-08	2	0.3324	0.3408
gain	74	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.06938	0.07042
loss	74	Synechocystis_sp__PCC6803	0.2034	0.6	0	1	0.06938	0.07042
loss	74	N29	0.08048	0.1994	0.08246	2	0.1172	0.1177
gain	74	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.8368	0.9058
loss	74	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.1178	0.1223
loss	74	N30	0.08246	0.2819	2.435e-11	2	0.2268	0.2278
gain	74	N31	0.3418	0.3418	0.174	2	0.3724	0.3971
loss	74	N31	0.3418	0.3418	0.174	2	0.2502	0.265
loss	74	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.4753	0.4846
gain	74	N32	0.1448	0.4867	0.1437	3	0.5285	0.5359
gain	74	Listeria_innocua	0.243	0.7296	0	1	0.1708	0.1757
loss	74	Listeria_innocua	0.243	0.7296	0	1	0.1218	0.1246
gain	74	N35	0.1284	0.6151	0.01528	2	0.08362	0.08445
gain	74	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.09347	0.0946
gain	74	N36	0.675	1.162	0.09281	2	0.2573	0.2849
loss	74	N36	0.675	1.162	0.09281	2	0.9677	1.223
loss	75	N2	0.1189	0.1189	0.1629	3	0.222	0.2227
gain	75	N9	0.08611	0.4039	0.162	2	0.793	0.7942
gain	75	N10	0.09368	0.4976	0.06827	3	0.1749	0.1754
gain	75	Yersinia_pestis	0.2301	0.7426	0	1	0.05694	0.05812
gain	75	N15	0.8811	1.379	1.882e-11	2	0.3663	0.433
loss	75	N15	0.8811	1.379	1.882e-11	2	0.3375	0.3923
loss	75	Haemophilus_influenzae	0.06651	1.445	0	1	1	1.001
gain	75	Vibrio_cholerae	0.2741	0.6781	0	1	0.2447	0.2513
gain	75	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1156	0.1222
loss	75	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.1172	0.1241
gain	75	N17	1.124	1.34	0.001039	2	0.3181	0.3837
loss	75	N17	1.124	1.34	0.001039	2	0.319	0.3856
gain	75	Brucella_melitensis	0.3466	0.6941	0	1	0.06301	0.06481
loss	75	Brucella_melitensis	0.3466	0.6941	0	1	0.06368	0.06554
gain	75	N22	1.46	1.676	4.898e-06	2	0.4121	0.5368
loss	75	N22	1.46	1.676	4.898e-06	2	0.4127	0.5388
gain	75	N23	0.8467	2.523	2.697e-11	2	0.2303	0.2609
loss	75	N23	0.8467	2.523	2.697e-11	2	0.2303	0.2609
gain	75	N25	1.647	1.787	0.4354	2	0.5156	0.7262
loss	75	N25	1.647	1.787	0.4354	2	0.4425	0.601
gain	75	Fusobacterium_nucleatum	1.445	3.232	0	1	0.3884	0.4998
loss	75	Fusobacterium_nucleatum	1.445	3.232	0	1	0.4748	0.639
loss	75	N26	0.1288	1.916	0.3067	2	0.06065	0.06101
gain	75	Aquifex_aeolicus	2.838	4.754	0	1	0.6556	1.141
loss	75	Aquifex_aeolicus	2.838	4.754	0	1	0.691	1.256
loss	75	Thermotoga_maritima	0.3067	2.222	0	1	0.1579	0.1627
gain	75	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.07532	0.07796
loss	75	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.09062	0.09466
gain	75	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.06579	0.06777
loss	75	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.07415	0.07679
gain	75	N31	0.3418	0.3418	0.174	2	0.7443	0.7631
gain	75	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.07892	0.07991
gain	75	N32	0.1448	0.4867	0.1437	3	0.06959	0.0702
gain	75	N36	0.675	1.162	0.09281	2	0.13	0.1417
loss	75	N36	0.675	1.162	0.09281	2	0.81	0.8886
loss	75	Streptococcus_pyogenes_M1	0.09281	1.254	0	1	0.2525	0.253
gain	75	Streptococcus_pneumoniae_TIGR4	0.09392	1.256	0	1	0.7534	0.755
loss	75	Lactococcus_lactis	0.1139	1.276	0	1	0.2546	0.2553
gain	76	N2	0.1189	0.1189	0.1629	3	0.07166	0.07181
loss	76	Yersinia_pestis	0.2301	0.7426	0	1	0.9824	0.9867
gain	76	N15	0.8811	1.379	1.882e-11	2	0.05848	0.06161
loss	76	N15	0.8811	1.379	1.882e-11	2	0.9854	1.044
gain	76	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.06775	0.07008
loss	76	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.06524	0.06725
gain	76	N17	1.124	1.34	0.001039	2	0.2466	0.2744
loss	76	N17	1.124	1.34	0.001039	2	0.2447	0.2714
loss	76	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.9971	0.9994
gain	76	N22	1.46	1.676	4.898e-06	2	0.346	0.4037
loss	76	N22	1.46	1.676	4.898e-06	2	0.3445	0.4008
gain	76	N23	0.8467	2.523	2.697e-11	2	0.1594	0.1709
loss	76	N23	0.8467	2.523	2.697e-11	2	0.1594	0.1709
gain	76	N25	1.647	1.787	0.4354	2	0.318	0.3751
loss	76	N25	1.647	1.787	0.4354	2	0.5113	0.6223
gain	76	Fusobacterium_nucleatum	1.445	3.232	0	1	0.1658	0.1889
loss	76	Fusobacterium_nucleatum	1.445	3.232	0	1	0.813	0.9148
gain	76	N26	0.1288	1.916	0.3067	2	0.07322	0.07338
gain	76	Aquifex_aeolicus	2.838	4.754	0	1	0.3591	0.4894
loss	76	Aquifex_aeolicus	2.838	4.754	0	1	0.9097	1.272
gain	76	Thermotoga_maritima	0.3067	2.222	0	1	0.2336	0.2365
gain	76	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.05359	0.05502
loss	76	N29	0.08048	0.1994	0.08246	2	0.7658	0.7661
loss	76	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.2233	0.2264
loss	76	N30	0.08246	0.2819	2.435e-11	2	0.2047	0.2049
loss	76	N31	0.3418	0.3418	0.174	2	0.1514	0.1536
gain	76	Clostridium_acetobutylicum	0.174	0.5158	0	1	0.2099	0.2108
loss	76	N32	0.1448	0.4867	0.1437	3	0.7853	0.7864
gain	76	N36	0.675	1.162	0.09281	2	0.07837	0.08166
loss	76	N36	0.675	1.162	0.09281	2	0.08898	0.09323
gain	77	N4	0.09654	0.2155	0.1023	3	0.1509	0.1515
loss	77	N8	0.102	0.3178	7.569e-08	2	0.1971	0.198
gain	77	N9	0.08611	0.4039	0.162	2	0.1964	0.1969
gain	77	N10	0.09368	0.4976	0.06827	3	0.7038	0.705
gain	77	N11	0.01484	0.5125	0.05343	2	0.06205	0.06206
gain	77	Yersinia_pestis	0.2301	0.7426	0	1	0.08415	0.086
gain	77	N15	0.8811	1.379	1.882e-11	2	0.4091	0.492
loss	77	N15	0.8811	1.379	1.882e-11	2	0.3262	0.3844
loss	77	Vibrio_cholerae	0.2741	0.6781	0	1	0.2264	0.2317
gain	77	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.102	0.1076
loss	77	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.2744	0.2999
gain	77	N17	1.124	1.34	0.001039	2	0.2938	0.3551
loss	77	N17	1.124	1.34	0.001039	2	0.4201	0.5475
gain	77	Ralstonia_solanacearum	0.1671	0.3829	0	1	0.8153	0.8199
gain	77	N18	0.08709	0.3028	0.08119	2	0.2288	0.2293
gain	77	N19	0.04472	0.3475	0.03648	3	0.5807	0.5809
gain	77	Brucella_melitensis	0.3466	0.6941	0	1	0.09871	0.1025
loss	77	Brucella_melitensis	0.3466	0.6941	0	1	0.09047	0.09371
loss	77	Caulobacter_vibrioides	0.1842	0.487	0	1	0.4209	0.426
gain	77	N22	1.46	1.676	4.898e-06	2	0.385	0.5048
loss	77	N22	1.46	1.676	4.898e-06	2	0.4886	0.6969
gain	77	N23	0.8467	2.523	2.697e-11	2	0.2355	0.2703
loss	77	N23	0.8467	2.523	2.697e-11	2	0.2355	0.2703
gain	77	N25	1.647	1.787	0.4354	2	0.5353	0.7645
loss	77	N25	1.647	1.787	0.4354	2	0.4432	0.633
gain	77	Fusobacterium_nucleatum	1.445	3.232	0	1	0.9359	1.271
loss	77	Fusobacterium_nucleatum	1.445	3.232	0	1	0.3382	0.4504
loss	77	N26	0.1288	1.916	0.3067	2	0.07595	0.07637
gain	77	Aquifex_aeolicus	2.838	4.754	0	1	0.6374	1.156
loss	77	Aquifex_aeolicus	2.838	4.754	0	1	0.6879	1.297
loss	77	Thermotoga_maritima	0.3067	2.222	0	1	0.1853	0.1908
gain	77	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.07702	0.07992
loss	77	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.113	0.1195
loss	77	N28	0.2036	0.3966	8.132e-08	2	0.06363	0.06493
gain	77	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.06811	0.07032
loss	77	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.08983	0.0939
gain	77	N31	0.3418	0.3418	0.174	2	0.07468	0.07747
loss	77	N31	0.3418	0.3418	0.174	2	0.1155	0.1207
gain	77	N36	0.675	1.162	0.09281	2	0.1785	0.1969
loss	77	N36	0.675	1.162	0.09281	2	0.1811	0.2006
gain	78	N2	0.1189	0.1189	0.1629	3	0.0605	0.06078
gain	78	N15	0.8811	1.379	1.882e-11	2	0.1168	0.1251
loss	78	N15	0.8811	1.379	1.882e-11	2	0.9926	1.114
loss	78	Vibrio_cholerae	0.2741	0.6781	0	1	0.9717	0.9843
loss	78	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	0.9997	1.044
gain	78	N17	1.124	1.34	0.001039	2	0.1728	0.1912
loss	78	N17	1.124	1.34	0.001039	2	0.9998	1.191
loss	78	Brucella_melitensis	0.3466	0.6941	0	1	0.9996	1.021
gain	78	N22	1.46	1.676	4.898e-06	2	0.6181	0.7551
loss	78	N22	1.46	1.676	4.898e-06	2	0.6179	0.7547
gain	78	N23	0.8467	2.523	2.697e-11	2	0.1078	0.1148
loss	78	N23	0.8467	2.523	2.697e-11	2	1	1.115
gain	78	N25	1.647	1.787	0.4354	2	0.3717	0.4562
loss	78	N25	1.647	1.787	0.4354	2	0.9486	1.279
gain	78	Fusobacterium_nucleatum	1.445	3.232	0	1	0.3826	0.4543
loss	78	Fusobacterium_nucleatum	1.445	3.232	0	1	0.5071	0.6256
loss	78	N26	0.1288	1.916	0.3067	2	0.06744	0.06767
gain	78	Aquifex_aeolicus	2.838	4.754	0	1	0.6954	1.066
loss	78	Aquifex_aeolicus	2.838	4.754	0	1	0.7487	1.201
loss	78	Thermotoga_maritima	0.3067	2.222	0	1	0.1702	0.1733
gain	78	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.08981	0.09257
loss	78	Deinococcus_radiodurans	0.3914	0.5844	0	1	0.08205	0.08418
loss	78	Corynebacterium_glutamicum	0.3582	0.5576	0	1	0.9848	1.006
gain	78	N31	0.3418	0.3418	0.174	2	0.1025	0.1052
loss	78	N31	0.3418	0.3418	0.174	2	0.0757	0.07763
gain	78	Listeria_innocua	0.243	0.7296	0	1	0.07336	0.07456
loss	78	N35	0.1284	0.6151	0.01528	2	0.9394	0.942
gain	78	Staphylococcus_aureus_N315	0.1437	0.6304	0	1	0.0537	0.05406
gain	78	N36	0.675	1.162	0.09281	2	0.07773	0.08171
loss	78	N36	0.675	1.162	0.09281	2	0.9655	1.036
loss	79	Xylella_fastidiosa_9a5c	0.5102	0.726	0	1	1	1.004
gain	79	N17	1.124	1.34	0.001039	2	0.06388	0.06455
loss	79	N17	1.124	1.34	0.001039	2	0.06388	0.06455
gain	79	N22	1.46	1.676	4.898e-06	2	0.1073	0.1092
loss	79	N22	1.46	1.676	4.898e-06	2	0.1073	0.1092
gain	79	N25	1.647	1.787	0.4354	2	0.1335	0.1365
loss	79	N25	1.647	1.787	0.4354	2	0.1523	0.1561
gain	79	Fusobacterium_nucleatum	1.445	3.232	0	1	0.1225	0.125
loss	79	Fusobacterium_nucleatum	1.445	3.232	0	1	0.1035	0.1053
gain	79	Aquifex_aeolicus	2.838	4.754	0	1	0.3663	0.3915
loss	79	Aquifex_aeolicus	2.838	4.754	0	1	0.3535	0.3769
gain	80	N15	0.8811	1.379	1.882e-11	2	0.05414	0.05532
